model,scenario,background_toy_index,mass_MeV,inj_nsigma,injected_amplitude,baseline_A_hat,injected_A_hat,delta_A_hat,paired_response,baseline_or_injected_boundary_contact,interpretation
knot_spline,2021_1pct,0,65.0,1.0,1387.732694375428,3192.4042630635745,4551.310085271613,1358.905822208039,0.9792273596462587,False,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,0,65.0,3.0,4163.1980831262845,3192.4042630635745,7342.937860926134,4150.533597862559,0.9969579911858973,False,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,0,65.0,5.0,6938.66347187714,3192.4042630635745,9875.21331697354,6682.809053909967,0.9631262679038739,False,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,0,90.0,1.0,1434.400210585487,3150.374753225919,4581.338085968079,1430.9633327421602,0.9976039616991383,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,0,90.0,3.0,4303.200631756461,3150.374753225919,7412.012459540675,4261.637706314756,0.9903413926055452,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,0,90.0,5.0,7172.001052927435,3150.374753225919,10271.962674532797,7121.587921306878,0.9929708415756605,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,0,120.0,1.0,1180.7166837859963,-317.73895210122885,902.2038505919078,1219.9428026931366,1.0332222957850996,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,0,120.0,3.0,3542.150051357989,-317.73895210122885,3217.258225732776,3534.9971778340046,0.9979806407350693,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,0,120.0,5.0,5903.583418929982,-317.73895210122885,5504.9202592986485,5822.659211399878,0.9862923580836312,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,0,180.0,1.0,663.9338828011751,-551.1831320611892,111.54231040017132,662.7254424613606,0.9981798784922438,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,0,180.0,3.0,1991.8016484035252,-551.1831320611892,1469.4849079427072,2020.6680400038963,1.0144926035298285,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,0,180.0,5.0,3319.6694140058753,-551.1831320611892,2728.821726092385,3280.004858153574,0.988051654877153,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,0,210.0,1.0,494.2439710542349,651.1719969713984,1109.8522588105764,458.680261839178,0.9280442224936024,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,0,210.0,3.0,1482.7319131627048,651.1719969713984,2153.3259121013734,1502.153915129975,1.0130987954024964,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,0,210.0,5.0,2471.2198552711748,651.1719969713984,3113.114113664144,2461.942116692746,0.9962456846732438,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,1,65.0,1.0,1385.996342764376,3157.510528408356,4574.628430012411,1417.1179016040546,1.022454286407139,False,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,1,65.0,3.0,4157.989028293128,3157.510528408356,7257.711686039745,4100.201157631389,0.9861019665351398,False,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,1,65.0,5.0,6929.9817138218805,3157.510528408356,9946.117697677271,6788.607169268915,0.9795995789900869,False,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,1,90.0,1.0,1427.8779200840995,612.1298781378902,1994.0137102198737,1381.8838320819837,0.9677885011350221,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,1,90.0,3.0,4283.633760252299,612.1298781378902,4923.675545796793,4311.545667658903,1.0065159415974347,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,1,90.0,5.0,7139.389600420499,612.1298781378902,7431.85474835642,6819.72487021853,0.9552252015798184,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,1,120.0,1.0,1178.3580703783205,-655.3477486133299,496.51461962047335,1151.8623682338034,0.9775147276447045,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,1,120.0,3.0,3535.0742111349614,-655.3477486133299,2866.697202356835,3522.044950970165,0.9963142894924931,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,1,120.0,5.0,5891.790351891603,-655.3477486133299,5210.48532630927,5865.8330749226,0.9955943311932901,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,1,180.0,1.0,661.8806261271903,-699.0909225297348,-66.07211500433677,633.0188075253981,0.956394223576736,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,1,180.0,3.0,1985.6418783815711,-699.0909225297348,1261.9195010673366,1961.0104235970714,0.9875952179228935,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,1,180.0,5.0,3309.4031306359516,-699.0909225297348,2457.984159798655,3157.0750823283897,0.953971141533824,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,1,210.0,1.0,492.1533848361205,-124.9244401956958,393.75299705836005,518.6774372540558,1.0538938738108392,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,1,210.0,3.0,1476.4601545083613,-124.9244401956958,1379.811568364382,1504.7360085600778,1.019151112182321,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,1,210.0,5.0,2460.766924180602,-124.9244401956958,2284.5596670553778,2409.4841072510735,0.9791598235389136,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,2,65.0,1.0,1383.1110471951977,201.71586398549013,1543.117994901551,1341.4021309160607,0.9698441304740366,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,2,65.0,3.0,4149.333141585593,201.71586398549013,4541.092451785349,4339.376587799859,1.045800961197742,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,2,65.0,5.0,6915.555235975989,201.71586398549013,6847.574634200344,6645.858770214854,0.9610014732644859,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,2,90.0,1.0,1432.7747970240068,1520.611353753874,2982.543686810329,1461.9323330564548,1.0203503970707823,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,2,90.0,3.0,4298.32439107202,1520.611353753874,5669.331987366107,4148.720633612233,0.9651948657550075,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
knot_spline,2021_1pct,2,90.0,5.0,7163.873985120034,1520.611353753874,8443.66070722069,6923.049353466816,0.9663834634509999,True,post-hoc descriptive baseline-subtracted response; not a generator signal-rigidity test
