scenario,background_toy_index,mass_MeV,mass_GeV,lower_factor,upper_factor,strict_lml_tolerance,gate_lml_per_train_tolerance,comparable,reason,n_train,lower_lml,upper_lml,delta_lml_upper_minus_lower,delta_lml_per_train,strict_nested_order_violation,material_nested_order_violation,same_input_geometry
2021_10pct,7,50,0.05,15,20,0.0001,0.001,True,,402,1679.3578953929716,1679.3578952222208,-1.7075080904760398e-07,-4.2475325633732335e-10,False,False,True
2021_10pct,7,50,0.05,20,25,0.0001,0.001,True,,402,1679.3578952222208,1679.3578940679588,-1.1542620086402167e-06,-2.8712985289557627e-09,False,False,True
2021_10pct,7,70,0.07,15,20,0.0001,0.001,True,,400,1659.7792206558577,1659.7792210065452,3.5068751458311453e-07,8.767187864577863e-10,False,False,True
2021_10pct,7,70,0.07,20,25,0.0001,0.001,True,,400,1659.7792210065452,1659.7792208547924,-1.5175282896962017e-07,-3.793820724240504e-10,False,False,True
2021_10pct,7,90,0.09,15,20,0.0001,0.001,True,,398,1638.4723636805284,1639.653587644505,1.181223963976663,0.0029678994069765405,False,False,True
2021_10pct,7,90,0.09,20,25,0.0001,0.001,True,,398,1639.653587644505,1639.6535865767614,-1.0677435966499615e-06,-2.682772855904426e-09,False,False,True
2021_10pct,7,110,0.11,15,20,0.0001,0.001,True,,396,1629.9918066508644,1633.7025704485177,3.7107637976532715,0.009370615650639574,False,False,True
2021_10pct,7,110,0.11,20,25,0.0001,0.001,True,,396,1633.7025704485177,1633.7025707766043,3.2808657124405727e-07,8.285014425354982e-10,False,False,True
2021_10pct,7,130,0.13,15,20,0.0001,0.001,True,,394,1624.3418918788948,1628.5198194910517,4.177927612156964,0.010603877188215644,False,False,True
2021_10pct,7,130,0.13,20,25,0.0001,0.001,True,,394,1628.5198194910517,1628.5198184583169,-1.032734871841967e-06,-2.6211544970608304e-09,False,False,True
2021_10pct,7,150,0.15,15,20,0.0001,0.001,True,,390,1610.2393903304035,1614.9563950901008,4.7170047596973745,0.012094883999224038,False,False,True
2021_10pct,7,150,0.15,20,25,0.0001,0.001,True,,390,1614.9563950901008,1614.95639411759,-9.725108611746691e-07,-2.4936175927555617e-09,False,False,True
2021_10pct,7,170,0.17,15,20,0.0001,0.001,True,,386,1598.2376349112228,1602.5380282455058,4.300393334282944,0.01114091537379001,False,False,True
2021_10pct,7,170,0.17,20,25,0.0001,0.001,True,,386,1602.5380282455058,1602.538028499754,2.542483343859203e-07,6.586744414143013e-10,False,False,True
2021_10pct,7,190,0.19,15,20,0.0001,0.001,True,,382,1589.8387343839172,1593.7987327988494,3.9599984149322154,0.010366487997204752,False,False,True
2021_10pct,7,190,0.19,20,25,0.0001,0.001,True,,382,1593.7987327988494,1593.7987360524116,3.2535622267459985e-06,8.517178604047117e-09,False,False,True
2021_10pct,7,210,0.21,15,20,0.0001,0.001,True,,378,1587.2064472995755,1590.2134164444058,3.0069691448302365,0.007954944827593218,False,False,True
2021_10pct,7,210,0.21,20,25,0.0001,0.001,True,,378,1590.2134164444058,1590.213412172445,-4.271960733603919e-06,-1.130148342223259e-08,False,False,True
2021_10pct,7,230,0.23,15,20,0.0001,0.001,True,,372,1572.3146681010035,1574.2260906685428,1.9114225675393754,0.005138232708439181,False,False,True
2021_10pct,7,230,0.23,20,25,0.0001,0.001,True,,372,1574.2260906685428,1574.2260905145536,-1.539892764412798e-07,-4.1394966785290267e-10,False,False,True
2021_10pct,7,250,0.25,15,20,0.0001,0.001,True,,366,1567.367729581849,1568.120412604577,0.7526830227279788,0.0020565109910600514,False,False,True
2021_10pct,7,250,0.25,20,25,0.0001,0.001,True,,366,1568.120412604577,1568.1204127878598,1.8328273654333316e-07,5.007725042167573e-10,False,False,True
