scenario,background_toy_index,upper_factor,selected_rows,exact_upper_bound_rows,exact_upper_bound_fraction,near_upper_bound_rows,near_upper_bound_fraction,exact_lower_bound_rows,exact_lower_bound_fraction,near_lower_bound_rows,near_lower_bound_fraction,exact_boundary_ratio,near_boundary_fractional_window
2021_10pct,12,15,11,5,0.45454545454545453,6,0.5454545454545454,0,0.0,0,0.0,0.999,0.02
2021_10pct,12,20,11,0,0.0,0,0.0,0,0.0,0,0.0,0.999,0.02
2021_10pct,12,25,11,0,0.0,0,0.0,0,0.0,0,0.0,0.999,0.02
