scenario,background_toy_index,mass_MeV,mass_GeV,lower_factor,upper_factor,strict_lml_tolerance,gate_lml_per_train_tolerance,comparable,reason,n_train,lower_lml,upper_lml,delta_lml_upper_minus_lower,delta_lml_per_train,strict_nested_order_violation,material_nested_order_violation,same_input_geometry
2021_10pct,12,50,0.05,15,20,0.0001,0.001,True,,402,1672.58066284627,1672.5806649685767,2.12230679608183e-06,5.2793701395070396e-09,False,False,True
2021_10pct,12,50,0.05,20,25,0.0001,0.001,True,,402,1672.5806649685767,1672.5806625647422,-2.4038345145527273e-06,-5.979687847146088e-09,False,False,True
2021_10pct,12,70,0.07,15,20,0.0001,0.001,True,,400,1650.8338521473545,1650.8338511963696,-9.509849405731075e-07,-2.3774623514327687e-09,False,False,True
2021_10pct,12,70,0.07,20,25,0.0001,0.001,True,,400,1650.8338511963696,1650.8338536244657,2.428096195217222e-06,6.070240488043055e-09,False,False,True
2021_10pct,12,90,0.09,15,20,0.0001,0.001,True,,398,1635.0365218803413,1635.046645263512,0.010123383170594025,2.5435636107020163e-05,False,False,True
2021_10pct,12,90,0.09,20,25,0.0001,0.001,True,,398,1635.046645263512,1635.0466443923506,-8.711613190826029e-07,-2.188847535383424e-09,False,False,True
2021_10pct,12,110,0.11,15,20,0.0001,0.001,True,,396,1626.0464305567375,1626.0464307827524,2.260148903587833e-07,5.707446726231902e-10,False,False,True
2021_10pct,12,110,0.11,20,25,0.0001,0.001,True,,396,1626.0464307827524,1626.0464306513654,-1.3138696886016987e-07,-3.3178527489941886e-10,False,False,True
2021_10pct,12,130,0.13,15,20,0.0001,0.001,True,,394,1615.1107079129501,1615.4418192562644,0.33111134331420544,0.0008403841200868158,False,False,True
2021_10pct,12,130,0.13,20,25,0.0001,0.001,True,,394,1615.4418192562644,1615.4418191367195,-1.1954489309573546e-07,-3.0341343425313567e-10,False,False,True
2021_10pct,12,150,0.15,15,20,0.0001,0.001,True,,390,1601.4101217583332,1601.8765845322412,0.46646277390800606,0.001196058394635913,False,False,True
2021_10pct,12,150,0.15,20,25,0.0001,0.001,True,,390,1601.8765845322412,1601.8765846050662,7.282505976036191e-08,1.8673092246246643e-10,False,False,True
2021_10pct,12,170,0.17,15,20,0.0001,0.001,True,,386,1587.0550843306569,1587.2844604143525,0.22937608369556983,0.000594238558796813,False,False,True
2021_10pct,12,170,0.17,20,25,0.0001,0.001,True,,386,1587.2844604143525,1587.2844633995305,2.9851780709577724e-06,7.733621945486457e-09,False,False,True
2021_10pct,12,190,0.19,15,20,0.0001,0.001,True,,382,1577.6299039850978,1578.069541053655,0.43963706855720375,0.0011508823784219992,False,False,True
2021_10pct,12,190,0.19,20,25,0.0001,0.001,True,,382,1578.069541053655,1578.0695397027898,-1.3508652045857161e-06,-3.5362963470830265e-09,False,False,True
2021_10pct,12,210,0.21,15,20,0.0001,0.001,True,,378,1579.7268967248785,1579.7268957176404,-1.0072380973724648e-06,-2.664651051249907e-09,False,False,True
2021_10pct,12,210,0.21,20,25,0.0001,0.001,True,,378,1579.7268957176404,1579.7268968523629,1.134722424467327e-06,3.0019111758394895e-09,False,False,True
2021_10pct,12,230,0.23,15,20,0.0001,0.001,True,,372,1560.7902918626687,1560.918958969618,0.12866710694925132,0.00034587931975605193,False,False,True
2021_10pct,12,230,0.23,20,25,0.0001,0.001,True,,372,1560.918958969618,1560.9189612055247,2.2359067770594265e-06,6.010502088869426e-09,False,False,True
2021_10pct,12,250,0.25,15,20,0.0001,0.001,True,,366,1564.3165513867646,1564.316552500836,1.114071437768871e-06,3.0439110321553853e-09,False,False,True
2021_10pct,12,250,0.25,20,25,0.0001,0.001,True,,366,1564.316552500836,1564.3165511005552,-1.4002807802171446e-06,-3.825903771085095e-09,False,False,True
