mass_MeV,observed_counts,smooth_truth_counts,truth_gp_variance,signal_m66_counts,signal_m78_counts,signal_m80_counts
156.3125,251303.0,251828.37987091427,8170.353622306092,0.0,0.0,0.0
156.9375,248015.0,247681.87646670933,8005.672765382728,0.0,0.0,0.0
157.5625,243739.0,243601.29455020462,7844.524103480166,0.0,0.0,0.0
158.1875,239593.0,239585.72809622285,7686.6179183114355,0.0,0.0,0.0
158.8125,236068.0,235634.27502362378,7531.705160591285,0.0,0.0,0.0
159.4374999999999,232322.0,231746.03758840373,7379.5714262047195,0.0,0.0,0.0
160.0625,227160.0,227920.12301485683,7230.053361729644,0.0,0.0,0.0
160.6875,224769.0,224155.64362430578,7083.021879800153,0.0,0.0,0.0
161.3125,220323.0,220451.71768414514,6938.400365540686,0.0,0.0,0.0
161.9375,217070.0,216807.46931585812,6796.148108501054,0.0,0.0,0.0
162.5625,214080.0,213222.0292233195,6656.261108530367,0.0,0.0,0.0
163.1875,209644.0,209694.53467631296,6518.76244664732,0.0,0.0,0.0
163.8125,206373.0,206224.1297918856,6383.708797133078,0.0,0.0,0.0
164.4375,202672.0,202809.96585485243,6251.165054748468,0.0,0.0,0.0
165.0625,198777.0,199451.20155543822,6121.2083382745,0.0,0.0,0.0
165.6875,195900.0,196147.00295769502,5993.920803970965,0.0,0.0,0.0
166.3125,193656.0,192896.5438798032,5869.377023484349,0.0,0.0,0.0
166.9375,189203.0,189699.0058326205,5747.641410741802,0.0,0.0,0.0
167.5625,186263.0,186553.57836361625,5628.764172890554,0.0,0.0,0.0
168.1875,183364.0,183459.45889445543,5512.781706686645,0.0,0.0,0.0
168.8125,180422.0,180415.85312229986,5399.700757866907,0.0,0.0,0.0
169.4375,177557.0,177421.97484107706,5289.507659787829,0.0,0.0,0.0
170.0624999999999,174824.0,174477.04621745454,5182.167832062658,0.0,0.0,0.0
170.6875,170920.0,171580.29769054885,5077.619798669042,0.0,0.0,0.0
171.3124999999999,168814.0,168730.96826418265,4975.785035700538,0.0,0.0,0.0
171.9375,166023.0,165928.30532538964,4876.560495404603,0.0,0.0,0.0
172.5625,163404.0,163171.56483552678,4779.8310510551055,0.0,0.0,0.0
