mass_MeV,signed_r,A_hat_window,sigma_A_window,raw_twice_delta_nll,null_feasible_fallback,diagonal_load_relative,lane
60,0.22712716079213122,1546.058501561742,6780.419759383174,0.05158674716949463,False,1e-06,background
61,0.27924074262473547,1958.12144153596,7015.418663672411,0.07797539234161377,False,1e-06,background
62,0.40732125112238593,2752.3470154701813,6760.2478252198625,0.16591060161590576,False,1e-06,background
63,0.34315300165370155,2344.7839999910425,6852.053496068649,0.11775398254394531,False,1e-06,background
64,0.3945394836170938,2722.5387805797395,6821.744702697339,0.15566140413284302,False,1e-06,background
65,0.06996237152180505,677.952361974668,6970.787311496607,0.004894733428955078,False,1e-06,background
66,0.0,0.0,7139.660257911393,-0.00022733211517333984,True,1e-06,background
67,-0.10142919154524487,-745.6645669941419,6964.887080188426,0.010287880897521973,False,1e-06,background
68,-0.186126606408457,-1377.5998731495852,7062.38517215131,0.03464311361312866,False,1e-06,background
69,-0.317454074782156,-2216.4415249846875,6982.498410529289,0.10077708959579468,False,1e-06,background
70,-0.40661721872177914,-2769.7996022323823,6812.698746786974,0.16533756256103516,False,1e-06,background
71,-0.5974528646032827,-4103.251206125178,6861.651065184077,0.35694992542266846,False,1e-06,background
72,-0.5292678205673017,-3556.0836448374375,6709.485322143106,0.2801244258880615,False,1e-06,background
73,-0.3122829637254264,-2177.4485798521196,6910.167395816649,0.09752064943313599,False,1e-06,background
74,-0.09522736295901472,-767.0145761849042,6922.354020810761,0.00906825065612793,False,1e-06,background
75,0.0042003541342981576,75.70688417457049,6893.2612164891925,1.7642974853515625e-05,False,1e-06,background
76,0.09555135097297164,603.5139477278002,6845.383641956709,0.00913006067276001,False,1e-06,background
77,0.14291154728090352,1041.6095425446742,6870.406238024007,0.020423710346221924,False,1e-06,background
78,0.23016868065687907,1549.1512064928452,6681.81179690335,0.05297762155532837,False,1e-06,background
79,0.28305249647917263,1882.3004767550835,6649.082795865084,0.08011871576309204,False,1e-06,background
80,0.27650863209058313,1871.5205191941536,6764.451953326933,0.07645702362060547,False,1e-06,background
81,0.3020457649986091,1980.2913067647196,6550.516446171708,0.09123164415359497,False,1e-06,background
82,0.13136920964831075,913.3956847679374,6719.6406501616175,0.017257869243621826,False,1e-06,background
83,0.04041393913163197,259.6821467125024,6699.911820087007,0.001633286476135254,False,1e-06,background
84,0.021545323704013877,151.20867625738455,6609.766400820592,0.0004642009735107422,False,1e-06,background
85,-0.04818237550553822,-152.30210693721173,6550.093154153525,0.0023215413093566895,False,1e-06,background
86,-0.0759724672287596,-481.64244598358397,6599.862335798285,0.005771815776824951,False,1e-06,background
87,-0.11567706405087579,-754.4758709130502,6434.4277853173535,0.01338118314743042,False,1e-06,background
88,-0.1533070941256566,-983.5683373430849,6370.520845164956,0.02350306510925293,False,1e-06,background
60,-1.3824587008359082,-9238.517057998963,6787.741354588528,1.9111920595169067,False,1e-06,inject_66
61,-1.4925299446258553,-10481.20049683742,7022.901579775564,2.2276456356048584,False,1e-06,inject_66
62,-0.9118476181677725,-6168.789853998626,6765.956089663826,0.8314660787582397,False,1e-06,inject_66
63,0.044498605642011434,303.8879427941782,6856.157701435955,0.001980125904083252,False,1e-06,inject_66
64,1.346220517734458,9186.130100628185,6825.429758760163,1.8123096823692322,False,1e-06,inject_66
65,2.0000034272641383,13946.4733414231,6973.940093052852,4.000013709068298,False,1e-06,inject_66
66,2.2968272768629157,16350.702431689462,7142.687473872864,5.275415539741516,False,1e-06,inject_66
67,1.8262342472950581,12724.215487760992,6967.996050330485,3.335131525993347,False,1e-06,inject_66
68,0.8270272230305765,5841.436319268065,7065.517463858205,0.683974027633667,False,1e-06,inject_66
69,-0.4253769100840211,-2969.937980611273,6985.925430305547,0.1809455156326294,False,1e-06,inject_66
70,-1.504738753130195,-10257.013026589328,6816.338520791229,2.264238715171814,False,1e-06,inject_66
71,-2.243468154801938,-15404.50015772802,6865.199050614024,5.033149361610413,False,1e-06,inject_66
72,-2.270310456917586,-15244.67687114702,6712.7381415453565,5.154309570789337,False,1e-06,inject_66
73,-1.7578106180816748,-12061.83206365586,6913.098110395027,3.08989816904068,False,1e-06,inject_66
74,-0.9860877622308636,-6830.301527104638,6924.140904939605,0.9723690748214722,False,1e-06,inject_66
75,-0.29909438693698465,-2063.222786841307,6893.966126491265,0.0894574522972107,False,1e-06,inject_66
76,0.2731084751393897,1868.2962139289427,6844.705744723929,0.07458823919296265,False,1e-06,inject_66
77,0.662301589837082,4549.005938033,6868.994007318905,0.4386433959007263,False,1e-06,inject_66
78,0.9640850219074288,6453.8818079479415,6679.96218630463,0.9294599294662476,False,1e-06,inject_66
79,1.1228757512288499,7467.37444810274,6646.971706357137,1.260849952697754,False,1e-06,inject_66
80,1.1044124503659056,7476.266266002357,6762.23512488644,1.2197268605232239,False,1e-06,inject_66
81,1.0201989979726136,6699.695398514929,6548.812035940086,1.040805995464325,False,1e-06,inject_66
82,0.645531635162243,4429.262662588451,6718.231533289569,0.41671109199523926,False,1e-06,inject_66
