mass_MeV,A90_full_template_events,A90_fitted_window_events,eps2_90,dimuon_factor,eps2_observed,p0_local_asymptotic,Z_local_asymptotic
117,6989.5523500146437,6836.3189988652057,1.8022127064003567e-06,1,1.8022127064003567e-06,0.49990260198329145,0.000244140625
118,8453.4008158616434,8258.488872562737,2.2088550347280836e-06,1,2.2088550347280836e-06,0.5,0
119,9620.3944528917509,9389.8354386645042,2.5472071890006544e-06,1,2.5472071890006544e-06,0.36699165656736954,0.3398316479862985
120,10824.388203890001,10557.697346982735,2.9058301356628557e-06,1,2.9058301356628557e-06,0.24970296332199055,0.67542477946632407
121,12104.551218779696,11870.564002606014,3.2964990781114792e-06,1,3.2964990781114792e-06,0.16009758508120031,0.99405689299080513
122,12266.670803144301,11940.569633713714,3.3893743088891573e-06,1,3.3893743088891573e-06,0.13940359528741947,1.0830027766751298
123,12640.106293620956,12373.486823506597,3.5439974200845286e-06,1,3.5439974200845286e-06,0.11806630525522904,1.1847087782325205
124,12013.524783092931,11749.723019622035,3.4195057415351237e-06,1,3.4195057415351237e-06,0.14281396790613149,1.0677618835170204
125,11419.006166909867,11079.685938769619,3.3014531986203486e-06,1,3.3014531986203486e-06,0.16414866277475049,0.97754921464859712
126,11367.236636677177,11098.382043114172,3.3379339049687177e-06,1,3.3379339049687177e-06,0.16287031867568741,0.98272939915924629
127,11007.379670633378,10731.359526135288,3.2836380120564899e-06,1,3.2836380120564899e-06,0.1787797407616894,0.92002540864272753
128,10492.526294885689,10222.974295693171,3.1807647232615478e-06,1,3.1807647232615478e-06,0.20663054431870287,0.81816830828619791
129,10532.379961644556,10251.253915056614,3.2464947850294329e-06,1,3.2464947850294329e-06,0.19538547786432114,0.85822006993674427
130,9688.9736950264505,9482.6088096104631,3.0375027146222004e-06,1,3.0375027146222004e-06,0.26409430577811932,0.63077353256603419
131,8283.1680561035973,8045.8244365112159,2.6401188338149028e-06,1,2.6401188338149028e-06,0.40387959753099362,0.24331782737953464
132,7316.8277504655325,7147.8629718933844,2.3723664480454922e-06,1,2.3723664480454918e-06,0.49993112920156918,0.00017263349150062197
133,6646.657771116229,6485.4937347132945,2.1926504974819072e-06,1,2.1926504974819072e-06,0.5,0
134,5941.0936372632777,5791.2879090844899,1.9948306527689083e-06,1,1.9948306527689083e-06,0.5,0
135,5232.1984183213981,5096.2281308084157,1.7881196217885546e-06,1,1.7881196217885546e-06,0.5,0
136,4984.621498110344,4879.9433799997441,1.7338848309904473e-06,1,1.7338848309904471e-06,0.49993112920156918,0.00017263349150062197
137,4833.2833490171015,4697.677949832605,1.7121425403613305e-06,1,1.7121425403613303e-06,0.5,0
138,4992.5134682047337,4878.2441740168179,1.801099913564835e-06,1,1.801099913564835e-06,0.5,0
139,5056.6219621139408,4936.1486128527376,1.8580396389271905e-06,1,1.8580396389271905e-06,0.5,0
140,5255.4048079647209,5123.5385694531924,1.9666278360976529e-06,1,1.9666278360976529e-06,0.5,0
141,5126.7723415036708,4995.1257619179123,1.9543959357969462e-06,1,1.9543959357969462e-06,0.5,0
142,5510.1620785879977,5394.4126598130661,2.1400988776368977e-06,1,2.1400988776368977e-06,0.5,0
143,5859.6887134278941,5696.512012914297,2.3194033674085966e-06,1,2.3194033674085966e-06,0.5,0
144,5821.5883102561147,5687.775786951257,2.3481294362222636e-06,1,2.3481294362222636e-06,0.49993112920156918,0.00017263349150062197
145,6395.4397363921653,6243.5840157769198,2.6290689207574277e-06,1,2.6290689207574277e-06,0.49993112920156918,0.00017263349150062197
146,6294.4282523904394,6171.7764673241372,2.6378815031354246e-06,1,2.637881503135425e-06,0.5,0
147,6471.5305915126937,6305.1806907078262,2.7648373096492773e-06,1,2.7648373096492773e-06,0.49784071604105884,0.0054125486517078523
148,6597.3979425987718,6419.8128546233438,2.8739197025719114e-06,1,2.8739197025719114e-06,0.46688507341589514,0.083102363142894264
149,6318.5847432183418,6178.4819512051417,2.8066396999540815e-06,1,2.8066396999540815e-06,0.5,0
150,6381.4614901507448,6197.3316772017815,2.8904744729609371e-06,1,2.8904744729609371e-06,0.47993431350064508,0.050318442994729262
151,6331.1961823594102,6179.506350693583,2.9250712136601417e-06,1,2.9250712136601417e-06,0.48348792597336498,0.041401456159515647
152,6202.8483884684692,6046.0484383984394,2.9229521057533206e-06,1,2.9229521057533206e-06,0.49458383819603646,0.013576721399803987
153,6270.4641458828655,6107.2873052566119,3.0133897390437505e-06,1,3.0133897390437505e-06,0.47052122543386155,0.07395970159706669
154,6290.0363057782815,6119.8673900457816,3.0833149431150477e-06,1,3.0833149431150477e-06,0.45516679178655739,0.11261778599437471
155,7102.7392585864418,6942.6445779969517,3.5513510351924602e-06,1,3.5513510351924598e-06,0.32555136530851692,0.45223078791402321
156,7916.4632506968019,7686.0337785664397,4.0387427488971312e-06,1,4.0387427488971312e-06,0.21231382074862221,0.79841855095700487
157,8663.8199021546425,8452.1211323846837,4.5097429057809876e-06,1,4.5097429057809876e-06,0.14649781756414793,1.05157270724145
158,9243.1719464539274,9006.6999287313465,4.9082693793472971e-06,1,4.9082693793472971e-06,0.10042218150046378,1.2791496483336529
159,9616.5527314922674,9360.7481945258169,5.2121477362605067e-06,1,5.2121477362605067e-06,0.076884614710529667,1.426343446440228
160,9728.5852359968922,9461.2479595513978,5.3799364401549782e-06,1,5.3799364401549782e-06,0.068386949662727181,1.4879127707101449
161,9399.8677838224794,9182.3185478659216,5.3045426147598991e-06,1,5.3045426147598991e-06,0.080333070406695684,1.4028346867972712
162,8520.1757999668025,8312.3823109544883,4.9071669606031448e-06,1,4.9071669606031448e-06,0.12600556745102931,1.1454781660973785
163,7672.1801466226452,7479.2531230342365,4.5100350036279776e-06,1,4.5100350036279776e-06,0.18807415204399436,0.88501543977168107
164,6766.8850426225317,6589.9217071273279,4.0604189847021365e-06,1,4.0604189847021365e-06,0.28363268815151221,0.57208354513975235
165,5851.7915695738566,5722.4575110198666,3.5848547067958434e-06,1,3.5848547067958434e-06,0.42228561393871278,0.19604974838149236
166,5126.5175569340945,4982.128496434766,3.2060296224770773e-06,1,3.2060296224770773e-06,0.5,0
167,4339.7092596350449,4235.7049874163531,2.7702167865102961e-06,1,2.7702167865102961e-06,0.5,0
168,3787.3982569553668,3692.4272583208926,2.4686385471778207e-06,1,2.4686385471778207e-06,0.5,0
169,3312.4478425795764,3226.0754618651554,2.2052730639204988e-06,1,2.2052730639204988e-06,0.5,0
170,3122.890085197821,3038.700248321863,2.1236077516681681e-06,1,2.1236077516681681e-06,0.49995130099128288,0.0001220703125
171,2940.0421249658339,2872.3743708638431,2.041347209099655e-06,1,2.041347209099655e-06,0.5,0
172,2780.7414767047403,2713.4095145664382,1.9710505928916466e-06,1,1.9710505928916466e-06,0.5,0
173,2754.8468342120377,2685.999826113316,1.9935314435126856e-06,1,1.9935314435126856e-06,0.5,0
174,2895.8139697774445,2820.5620500094365,2.1403068121952752e-06,1,2.1403068121952752e-06,0.5,0
175,3223.4468266711215,3151.6853435770204,2.4322658468295294e-06,1,2.4322658468295294e-06,0.5,0
176,3560.2722568736817,3460.6255079542229,2.7431652492848986e-06,1,2.7431652492848986e-06,0.49995130099128288,0.0001220703125
177,4219.2130083066331,4117.4312383073102,3.3200113984013111e-06,1,3.3200113984013111e-06,0.5,0
178,5183.9822538847448,5053.274800184794,4.1658200918689712e-06,1,4.1658200918689712e-06,0.42814233851875599,0.18110561539334433
179,6305.3358697373969,6140.0734461082866,5.1760220354768512e-06,1,5.1760220354768512e-06,0.23066044393666957,0.73667356245307325
180,7090.6389246089111,6898.430774642974,5.9454004287712372e-06,1,5.9454004287712372e-06,0.13707585128677102,1.0935515632455315
181,8281.5370153001822,8087.4111928527609,7.0945775109059235e-06,1,7.0945775109059235e-06,0.058781823381841777,1.5650821568935043
182,8192.8026401868192,7991.1520871637149,7.1694241069041233e-06,1,7.1694241069041233e-06,0.058178852308895072,1.5702468042248519
183,8043.9493535374468,7839.5024726886722,7.1864188681788101e-06,1,7.1864188681788101e-06,0.061096288889288676,1.5456356854268023
184,7345.7281472669611,7151.6965253318449,6.7045278396222065e-06,1,6.7045278396222065e-06,0.095167505589308199,1.3095887059819535
185,6603.3644018077121,6452.0265453798329,6.158231036899832e-06,1,6.158231036899832e-06,0.15424316492932355,1.0184033099414191
186,5811.6166662933938,5646.4059303801669,5.5382234339401307e-06,1,5.5382234339401307e-06,0.2411294207269703,0.70267414897289404
187,4885.9438726386052,4764.7791519273496,4.7591326261566946e-06,1,4.7591326261566946e-06,0.40234393115159123,0.24728474716322615
188,4153.3880180050019,4045.8798680296272,4.1332860097431463e-06,1,4.1332860097431463e-06,0.5,0
189,3569.0400761374644,3488.6104644342608,3.6311665190690296e-06,1,3.6311665190690296e-06,0.5,0
190,3163.8120011280948,3075.8357744455211,3.289509020784863e-06,1,3.289509020784863e-06,0.5,0
191,2961.7878563954678,2889.7144869825256,3.146690384086126e-06,1,3.146690384086126e-06,0.5,0
192,2794.0768689453948,2722.8344851430415,3.0346978065075724e-06,1,3.0346978065075724e-06,0.5,0
193,2767.9720863740044,2695.0868837789817,3.0720036234424384e-06,1,3.0720036234424384e-06,0.5,0
194,2884.8889700714358,2818.0318058073867,3.2732961316595482e-06,1,3.2732961316595478e-06,0.5,0
195,3028.8147896877149,2956.1084421957767,3.512925121479368e-06,1,3.512925121479368e-06,0.49996556460065628,8.6316745750310983e-05
196,3200.858121598902,3133.358127083075,3.7945487853541632e-06,1,3.7945487853541632e-06,0.5,0
197,3455.0883614996806,3365.5240817993731,4.1875557177634991e-06,1,4.1875557177634991e-06,0.5,0
198,3775.2922454241188,3688.9022704273125,4.6780750438185798e-06,1,4.6780750438185798e-06,0.5,0
199,4176.9048657285102,4077.5170254343466,5.2923191144621223e-06,1,5.2923191144621223e-06,0.45477661713072398,0.11360208525372431
200,4305.3676985269249,4198.3172084226926,5.5765465216868967e-06,1,5.5765465216868967e-06,0.41279028649328808,0.22037312640661094
201,4462.6375308636943,4348.198116544816,5.908629402981996e-06,1,5.908629402981996e-06,0.36762407948742326,0.33815264602924888
202,4632.6691493597582,4527.4830114672604,6.26832555534087e-06,1,6.26832555534087e-06,0.3244954857572257,0.45516439774328482
203,5106.2981898221478,4985.3257516363537,7.0675469499633387e-06,1,7.0675469499633387e-06,0.22683768135070076,0.74930173436206848
204,5352.8797430745399,5221.1055716116352,7.577166658936389e-06,1,7.577166658936389e-06,0.1810041850033598,0.9115448415665508
205,5735.3475204992783,5589.2005026704119,8.3008040612427059e-06,1,8.3008040612427059e-06,0.12767455564335073,1.1374526424034097
206,5876.8479761161925,5743.8550528375608,8.6992282593630991e-06,1,8.6992282593630991e-06,0.10965665185450801,1.2283561433214507
207,5959.4638432428928,5795.8712958933274,9.0243929821441681e-06,1,9.0243929821441681e-06,0.09441671072919583,1.3140379858055025
208,6111.6006425605938,5961.9719572705671,9.4698367232661978e-06,1,9.4698367232661978e-06,0.079025419028622035,1.4116574826691486
209,6043.293636237373,5889.647069918321,9.5836461318329872e-06,1,9.5836461318329872e-06,0.079490960230850061,1.4085038746212433
210,5803.5974485783054,5672.1626738365594,9.4158994986901087e-06,1,9.4158994986901087e-06,0.09567324960641016,1.3066061725265412
211,5294.9439840847608,5150.2024240719875,8.7890281343719582e-06,1,8.7890281343719582e-06,0.14036366923207311,1.0786868752844041
212,4910.8550930042638,4790.7885827852842,8.3407705452925906e-06,1.1200730784532995,9.3422725413384775e-06,0.18812640231117334,0.88482169843083669
213,4382.2548025140986,4270.6760301523755,7.6186143027128161e-06,1.1872173917589186,9.0449514012839017e-06,0.27591658821264892,0.59501540086953908
214,4000.0366173309189,3909.0418525024488,7.1159838707810926e-06,1.2348236245618647,8.7869849956416764e-06,0.35604714321282743,0.36904486165869727
215,3423.814243413537,3330.2626637029089,6.2351610451376074e-06,1.2733310939424936,7.9394244345126905e-06,0.5,0
216,3027.3619305598932,2953.1686797747766,5.6420764685017013e-06,1.3062188477028434,7.3697866233376201e-06,0.49996556460065628,8.6316745750310983e-05
217,2697.1326524408246,2637.8013296229719,5.1460515676868674e-06,1.3351689152961974,6.8708480896867707e-06,0.5,0
218,2465.8792938256297,2400.7087057687586,4.8180387660593665e-06,1.361150597663751,6.558076345988828e-06,0.5,0
219,2235.0701135066579,2181.8484859597038,4.4722929075265556e-06,1.3847847495500858,6.1931630138637862e-06,0.5,0
220,2121.7483748684326,2069.4473106555988,4.3462988256273089e-06,1.4064984490575076,6.1130625573852767e-06,0.5,0
221,2059.5908571721875,2013.8939531682429,4.3187768217643902e-06,1.4266010402773408,6.1611715066547465e-06,0.5,0
222,1979.5952960111417,1927.0792289633289,4.2514259778295114e-06,1.4453255359465016,6.1446945299433183e-06,0.5,0
223,2002.1699133313707,1954.1887752450416,4.4031281408268399e-06,1.462852931500042,6.4411289085788728e-06,0.5,0
224,2085.0778426780239,2033.2221474416383,4.6963286391004256e-06,1.4793273449050945,6.9474073764821882e-06,0.5,0
225,2245.7746390265443,2195.3634729239216,5.1821885972479784e-06,1.4948658954779788,7.7466769979608701e-06,0.5,0
226,2338.2609370566497,2275.8002457415841,5.528459269498944e-06,1.5095654015240774,8.3455708369706801e-06,0.5,0
227,2430.4768178047016,2371.6754303126395,5.8852315757069031e-06,1.5235070686802987,8.9661919064099596e-06,0.5,0
228,2529.4079861849482,2465.7635905347424,6.2721129775111204e-06,1.5367598618955463,9.6387314731132524e-06,0.5,0
229,2687.5267007657817,2626.3248774314693,6.8258472896544107e-06,1.549382987764826,1.0575851667671191e-05,0.49997565049559606,6.103515625e-05
230,2760.3578146615669,2685.9000407790199,7.1822290422427932e-06,1.5614277592656258,1.1214531799961667e-05,0.5,0
231,2797.4981899234172,2728.978692894244,7.4591304768912408e-06,1.5729390216185291,1.173275739444626e-05,0.5,0
232,2896.3207632705949,2831.8571889405389,7.909910514444357e-06,1.5839562598000563,1.2528952273812423e-05,0.5,0
233,2796.9157167270628,2723.1939285054646,7.8264754901789901e-06,1.5945144708897403,1.2479428425154274e-05,0.5,0
234,2875.3886520944652,2806.2990642958862,8.2450782861925224e-06,1.6046448598496124,1.3230422490996481e-05,0.5,0
235,2849.3184452222831,2778.4860500527452,8.3748587890639522e-06,1.6143754007809903,1.3520166014079317e-05,0.49996556460065628,8.6316745750310983e-05
236,2834.4120860973007,2770.2219222260564,8.5378095931793848e-06,1.6237312943290327,1.3863108621467995e-05,0.5,0
237,2900.7385864640769,2823.2925548643952,8.9546763627288714e-06,1.6327353439454391,1.4620616591020218e-05,0.48262678770066186,0.043561958766623506
238,2924.517612765068,2853.1705913519186,9.2473160695898561e-06,1.6414082680558688,1.5178621053950689e-05,0.46707835225716865,0.082616218939981362
239,2867.2691375694994,2794.7605502994934,9.2953760917631163e-06,1.649768961087394,1.5335222957824639e-05,0.47736116932273093,0.056777623992427771
240,2828.911033739611,2763.5783216835739,9.3992563157572703e-06,1.6578347133148656,1.5582413399606394e-05,0.48666058011622482,0.033443200080098781
241,2885.0090121029953,2806.8065657416005,9.8274308062035999e-06,1.6656213972624627,1.6368779030929009e-05,0.45186342322633993,0.12095478759833232
242,3041.5330675121495,2966.0212576210761,1.061907284956326e-05,1.6731436267286663,1.7767234060014186e-05,0.39193117043320247,0.27428925550629446
243,3080.7714334866951,3010.6658034628481,1.1027616365747397e-05,1.6804148932374969,1.8530970777911485e-05,0.37637803916401474,0.31500734333909647
244,3325.892775589597,3247.4080041814632,1.2213529597745256e-05,1.6874476837491814,2.0609692230117302e-05,0.29769962371415332,0.53102818584641243
245,3406.9239699659433,3323.3331700416879,1.281708679087512e-05,1.6942535827134084,2.1715395215388876e-05,0.27056360821596054,0.61110931051385164
246,3557.0453520116444,3466.99188624203,1.3716612607058708e-05,1.7008433609631814,2.3329809487619679e-05,0.23113944986695617,0.73509949851223944
247,3884.3917871997623,3794.048623299715,1.5362962500998715e-05,1.7072270534869669,2.62280652034108e-05,0.16428790630531664,0.97698654695712639
248,4003.3454466994963,3906.6455551913109,1.6225393949797522e-05,1.7134140277520253,2.7800817599385914e-05,0.14316232032231252,1.0662190321883886
249,4156.5368857147214,4052.5242460112336,1.728090548144796e-05,1.7194130439605608,2.9713014296251179e-05,0.11805557397811467,1.1847630443853037
250,4382.7395286998053,4269.3862512238793,1.8687432367578554e-05,1.7252323083862526,3.2240162081329515e-05,0.08977508031559539,1.3421413751210578
