scenario,background_toy_index,mass_GeV,inj_nsigma,strength,role,attempt,optimizer_seed,optimizer_restarts,fit_ok,refit_fallback_used,error,gp_lml,gp_ls,gp_const,gp_const_lo,gp_const_hi,gp_ls_lo,gp_ls_hi,gp_ls_init,gp_const_init,sigma_A,sigmaA_reference,A_hat,Zhat,pull,amplitude_nll,n_blind,integral_density,A_per_eps2_unit,optimizer_warning_count,optimizer_warnings,n_train,n_train_low,n_train_high,train_domain_lo,train_domain_hi,bin_width_median,n_zero_train,min_y_train,max_y_train,training_counts_sha256,ls_at_lower,ls_at_upper,const_at_lower,const_at_upper,covariance_valid,covariance_min_eigenvalue,covariance_min_eigenvalue_relative,top_branch_replicates,study_id,scenario_label,source_family,truth_model,truth_function_tag,mass_MeV,n_attempts,optimizer_gate_status,optimizer_trigger_reasons,accepted,sigmaA_ref,sigmaA_ref_mode,reference_top_branch_replicates,eps2_hat_signed,eps2_injected,eps2_sigma,A_up_wald90,eps2_up_wald90,A_up_wald90_over_sigmaA_ref,A_up_wald90_minus_injected_over_sigmaA_ref,p0_wald_local,upper_limit_diagnostic,nominal_Z_residual,pull_identity_residual,refit_ls_over_hi,refit_ls_over_lo,refit_upper_boundary,refit_lower_boundary,refit_constant_lower_boundary,refit_constant_upper_boundary,analysis_partition,gp_support_mode,gp_support_low_GeV,gp_support_high_GeV,declared_result_commit,declared_integration_commit,signal_seed,reference_attempt_selected,reference_gp_lml,reference_gp_ls,reference_gp_const,Nsig_full,Nsig_win,Nsig_train,signal_counts_sha256
2016_full,1,0.044,0.0,0.0,reference_bonly,1,1948080842,12,True,False,,2252.705409236657,0.1615414719246399,34.32331507811711,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,25723.91106734083,25693.004365068482,4361.493342269937,0.169550164080893,0.169550164080893,-81911801.03214587,34,860086264.5505102,1136081114.3021004,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",686,39,647,0.03,0.21,0.0002500000000000002,0,657.0,354986.0,bcd480e311fcd2722aa83a2a70a61b4ffe920f728d96478a1c296c4a7c25ca5b,False,False,False,False,True,-0.010917883744661454,-3.275122647767811e-09,3,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,44.0,3,pass_replicated_initial3,,True,25723.91106734083,matched_refit_bonly_multistart_v1,3,3.8390686081858e-06,0.0,2.26426711468953e-05,45077.688882892035,3.9678230995489665e-05,1.7523652902113642,1.7523652902113642,0.43268195911937224,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,0.169550164080893,0.0,0.315676332296507,4.209017763953427,False,False,False,False,v4p9p7_2016_full_support_edge_scan_030_210,030_210,0.03,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,,,,,,,,,
2016_full,1,0.044,2.0,51447.82213468166,injected_refit,0,118878040,12,True,False,,2252.5126439772966,0.16108757775641677,34.37346985589489,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,26140.013819268504,25723.91106734083,53688.26682485938,2.0538729319754347,0.0857093919562596,-82523505.46198286,34,860086264.5505102,1136081114.3021004,0,,686,39,647,0.03,0.21,0.0002500000000000002,0,657.0,354986.0,3f794cf09ef9e74a63d89017785521a145ccf5a1c525698634becbb6c0f77a3c,False,False,False,False,True,-0.012139928727561157,-3.5481169197420295e-09,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,44.0,1,pass_single_untriggered,,True,25723.91106734083,matched_refit_bonly_multistart_v1,3,4.72574239189253e-05,4.52853422937906e-05,2.3008932628306587e-05,87488.04976209269,7.700862963102506e-05,3.4010399714516133,1.4010399714516133,0.01999399588243123,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,0.053872931975434746,0.0,0.3147893548252215,4.19719139766962,False,False,False,False,v4p9p7_2016_full_support_edge_scan_030_210,030_210,0.03,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,116904.0,1.0,2252.705409236657,0.1615414719246399,34.32331507811711,51261.0,49859.0,1402.0,fe88a217a918ebd315b1f7e9942b2033457cd42069e8d8ee294975144de8e082
2016_full,1,0.044,5.0,128619.55533670414,injected_refit,0,1293944206,12,True,False,,2252.173727514112,0.16062742192343493,34.42430273181412,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,26621.644205108907,25723.91106734083,129179.29740484248,4.85241619223699,0.021025826347379338,-83444856.91940686,34,860086264.5505102,1136081114.3021004,0,,686,39,647,0.03,0.21,0.0002500000000000002,0,657.0,354986.0,b81b3e4e2f68ed153730c6d11600d80f57028d55aaa6547d0e212d1ebd1f1b04,False,False,False,False,True,-0.01114533894917997,-3.166345968455705e-09,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,44.0,1,pass_single_untriggered,,True,25723.91106734083,matched_refit_bonly_multistart_v1,3,0.00011370605124810819,0.00011321335573447649,2.3432872767595206e-05,163296.3164951657,0.00014373649419872572,6.3480361158022856,1.3480361158022853,6.098316526090975e-07,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,-0.14758380776301028,0.0,0.3138901411192308,4.185201881589744,False,False,False,False,v4p9p7_2016_full_support_edge_scan_030_210,030_210,0.03,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,2531777979.0,1.0,2252.705409236657,0.1615414719246399,34.32331507811711,128174.0,124879.0,3295.0,4147a5416a60a107110aa8168bc43252f81beed4b2ff38e29b6ade931e12d40d
2016_full,1,0.049,0.0,0.0,reference_bonly,1,244321821,12,True,False,,2226.3795957394123,0.1631916107358624,34.49572129895027,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,26956.819374522922,27004.23567854827,-98287.21147336678,-3.646098232429406,-3.646098232429406,-128871525.6440387,38,1181705952.0272326,1738281686.8705337,0,,682,57,625,0.03,0.21,0.0002500000000000002,0,657.0,354986.0,0c54bea75258934559913444b0153dda672d1e9be863264c66ba23fdf94e3374,False,False,False,False,True,-0.01937429957155926,-5.277073415872303e-09,3,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,49.0,3,pass_replicated_initial3,,True,26956.819374522922,matched_refit_bonly_multistart_v1,3,-5.654274115394691e-05,0.0,1.55077393831686e-05,23896.275912124176,1.3747067631567333e-05,0.8864649638417177,0.8864649638417177,0.5,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,-3.646098232429406,0.0,0.3260034404599142,4.346712539465522,False,False,False,False,v4p9p7_2016_full_support_edge_scan_030_210,030_210,0.03,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,,,,,,,,,
2016_full,1,0.049,2.0,53913.638749045844,injected_refit,0,3089323291,12,True,False,,2226.1779505759805,0.16271733885520095,34.577155908522485,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,27357.824573979648,26956.819374522922,-45900.33107212483,-1.677777081580572,-3.6484615050900255,-129535649.8219192,38,1181705952.0272326,1738281686.8705337,0,,682,57,625,0.03,0.21,0.0002500000000000002,0,657.0,354986.0,658746a97f242496917b92ea75361298c8b98a0721d5a989f9e5690fd7667c14,False,False,False,False,True,-0.027188714723384584,-7.217822590818864e-09,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,49.0,1,pass_single_untriggered,,True,26956.819374522922,matched_refit_bonly_multistart_v1,3,-2.6405577081560464e-05,3.10154787663372e-05,1.5738429956788266e-05,30204.935741209985,1.7376318216634146e-05,1.120493309005026,-0.8795066909949739,0.5,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,-3.677777081580572,0.0,0.32505600042845767,4.334080005712768,False,False,False,False,v4p9p7_2016_full_support_edge_scan_030_210,030_210,0.03,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,1208770229.0,1.0,2226.3795957394123,0.1631916107358624,34.49572129895027,53932.0,52726.0,1206.0,901f8a6058e5abc64818a818a78976dd4afb28f3dbef8b92349349d0d5485416
2016_full,1,0.049,5.0,134784.0968726146,injected_refit,0,3323809388,12,True,False,,2225.99782042192,0.162109277297302,34.6731406201859,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,27899.013016892186,26956.819374522922,33116.696016418115,1.1870203435643671,-3.644121775728744,-130534023.81286515,38,1181705952.0272326,1738281686.8705337,0,,682,57,625,0.03,0.21,0.0002500000000000002,0,657.0,354986.0,6c0e7ea76098df96dc21212a0f70ce02a0b21f4f069879abcb30a7919d26300b,False,False,False,False,True,-0.02569618859317197,-6.5958213454322285e-09,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,49.0,1,pass_single_untriggered,,True,26956.819374522922,matched_refit_bonly_multistart_v1,3,1.9051397864081983e-05,7.753869691584299e-05,1.6049765252442707e-05,70827.20476169416,4.0745527779911155e-05,2.6274318115079054,-2.3725681884920946,0.11760979809466182,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,-3.812979656435633,0.0,0.32384129239908893,4.317883898654518,False,False,False,False,v4p9p7_2016_full_support_edge_scan_030_210,030_210,0.03,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,1817946132.0,1.0,2226.3795957394123,0.1631916107358624,34.49572129895027,135059.0,131933.0,3126.0,a14f67cdfb25bf46a5e174dd013a4d140ac7334b55c2dd316ccc12b661feb969
2016_full,1,0.054,0.0,0.0,reference_bonly,0,2445880181,12,True,False,,2207.0813199477357,0.1672621883195756,33.895807285082995,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,24173.1079975529,24157.16181932677,-19261.200041410993,-0.7968027960393363,-0.7968027960393363,-157480386.6342647,40,1351711232.0526257,2191252043.941732,0,,680,76,604,0.03,0.21,0.0002500000000000002,0,657.0,354986.0,03f9b72ab1dbd797a4f26e770e5c4b3517979b84d1de224ea5c13e79c1240f77,False,False,False,False,True,-0.04320548426920573,-1.9557096134757296e-08,3,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,54.0,3,pass_replicated_initial3,,True,24173.1079975529,matched_refit_bonly_multistart_v1,3,-8.79004316033084e-06,0.0,1.1031641962130984e-05,31461.54540369271,1.4357793979326147e-05,1.3015101494966075,1.3015101494966075,0.5,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,-0.7968027960393363,0.0,0.33970656011883776,4.529420801584503,False,False,False,False,v4p9p7_2016_full_support_edge_scan_030_210,030_210,0.03,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,,,,,,,,,
2016_full,1,0.054,2.0,48346.2159951058,injected_refit,0,2697075700,12,True,False,,2207.270268255728,0.16953843543797106,33.579237712945144,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,23276.012325752206,24173.1079975529,18889.45537373881,0.8115417327236856,-1.2655415459106156,-158081375.47510943,40,1351711232.0526257,2191252043.941732,2,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html | ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",680,76,604,0.03,0.21,0.0002500000000000002,0,657.0,355130.0,b9caa42e8d80c86db6df1f90b1f8e81367dd1a3937eb4af5eb830392ce37bc07,False,False,False,False,True,-0.032361678467507225,-1.5901169435069827e-08,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,54.0,1,pass_single_untriggered,,True,24173.1079975529,matched_refit_bonly_multistart_v1,3,8.620393726939566e-06,2.206328392426197e-05,1.0622243292415678e-05,51727.968417917495,2.360658079518168e-05,2.1398972950914725,0.1398972950914727,0.20852731853828715,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,-1.1884582672763144,0.0,0.34432957794695046,4.591061039292672,False,False,False,False,v4p9p7_2016_full_support_edge_scan_030_210,030_210,0.03,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,1990905456.0,0.0,2207.0813199477357,0.1672621883195756,33.895807285082995,48493.0,47201.0,1292.0,49e8d6f1b1192aa68362efe38d282eca6cc6a74066bae156e26d57618f3f4b2c
2016_full,1,0.054,5.0,120865.5399877645,injected_refit,0,472208423,12,True,False,,2207.3613292941536,0.1735122420887987,33.05807174506584,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,21843.119388580642,24173.1079975529,74093.52860914698,3.39207634637946,-2.141269776837343,-158970060.40366998,40,1351711232.0526257,2191252043.941732,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",680,76,604,0.03,0.21,0.0002500000000000002,0,657.0,355391.0,20a80e2ef1d02b2a0bc18ec7dcae6cba604a3103066da09a45e2c7299d8d4636,False,False,False,False,True,-0.03779730645912402,-2.130043512346486e-08,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,54.0,1,pass_single_untriggered,,True,24173.1079975529,matched_refit_bonly_multistart_v1,3,3.381333006123015e-05,5.515820981065492e-05,9.968328129560197e-06,102090.92972861172,4.6590226811592856e-05,4.223326588328924,-0.7766734116710756,0.00034682554715669467,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,-1.60792365362054,0.0,0.352400309302867,4.698670790704893,False,False,False,False,v4p9p7_2016_full_support_edge_scan_030_210,030_210,0.03,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,3712304047.0,0.0,2207.0813199477357,0.1672621883195756,33.895807285082995,120302.0,116967.0,3335.0,100f9fc4ba60ee4c9d35ea3f435795422cc2a6a3759bf61a7084133a2ef63a87
2016_full,1,0.059,0.0,0.0,reference_bonly,0,3214864144,12,True,False,,2195.7751301482317,0.18138246556087784,32.729796183210006,1e-08,1e+18,0.03649001309630249,0.48653350795069983,0.1332426886433587,1.0,19106.697255506,19066.77544397293,84540.21341827647,4.424637721933571,4.424637721933571,-181290431.5979749,44,1407982124.9285717,2493812541.431862,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",676,94,582,0.03,0.21,0.0002500000000000002,0,657.0,347373.0,dfed244ad7bf3d6b66d8adbf863526e235e96517fc50dd29c58d60dcba611293,False,False,False,False,True,-0.026355220519037888,-2.081351392595321e-08,3,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,59.0,3,pass_replicated_initial3,,True,19106.697255506,matched_refit_bonly_multistart_v1,3,3.3899987273997894e-05,0.0,7.661641337538381e-06,109026.48381345798,4.3718796822979605e-05,5.706192041224691,5.706192041224691,4.830212977054622e-06,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,4.424637721933571,0.0,0.372805701142494,4.97074268189992,False,False,False,False,v4p9p7_2016_full_support_edge_scan_030_210,030_210,0.03,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,,,,,,,,,
