scenario,background_toy_index,mass_GeV,inj_nsigma,strength,role,attempt,optimizer_seed,optimizer_restarts,fit_ok,refit_fallback_used,error,gp_lml,gp_ls,gp_const,gp_const_lo,gp_const_hi,gp_ls_lo,gp_ls_hi,gp_ls_init,gp_const_init,sigma_A,sigmaA_reference,A_hat,Zhat,pull,amplitude_nll,n_blind,integral_density,A_per_eps2_unit,optimizer_warning_count,optimizer_warnings,n_train,n_train_low,n_train_high,train_domain_lo,train_domain_hi,bin_width_median,n_zero_train,min_y_train,max_y_train,training_counts_sha256,ls_at_lower,ls_at_upper,const_at_lower,const_at_upper,covariance_valid,covariance_min_eigenvalue,covariance_min_eigenvalue_relative
2016_full,-1,0.044,0.0,0.0,reference_bonly,0,1489094502,12,True,False,,2590.160062648867,0.1951280982577512,32.55090654987188,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,15193.659582488955,15204.686965259232,-14322.762163800378,-0.942680207229843,-0.942680207229843,-81925741.79208595,34,860162701.5271664,1136182079.2973485,0,,682,35,647,0.031,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,fdb4341723fd2c12f88ba966d0190f43882c8bce4cf11ff162d55b4edbdb94cc,False,False,False,False,True,-0.012887230598176543,-1.1172580512987538e-08
2016_full,-1,0.044,0.0,0.0,reference_bonly,1,654100986,12,True,False,,2590.1600626837617,0.1951257136068743,32.54948972874284,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,15194.014719402408,15205.040685943928,-14320.42669150735,-0.9425044634990707,-0.9425044634990707,-81925741.79195218,34,860162701.5271664,1136182079.2973485,0,,682,35,647,0.031,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,fdb4341723fd2c12f88ba966d0190f43882c8bce4cf11ff162d55b4edbdb94cc,False,False,False,False,True,-0.00968632566477731,-8.397142843183169e-09
2016_full,-1,0.044,0.0,0.0,reference_bonly,2,1930983802,12,True,False,,2590.160062466746,0.19512826247790505,32.5513614595811,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,15193.644903939507,15204.672358006792,-14322.86803285788,-0.9426880859341495,-0.9426880859341495,-81925741.79209082,34,860162701.5271664,1136182079.2973485,0,,682,35,647,0.031,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,fdb4341723fd2c12f88ba966d0190f43882c8bce4cf11ff162d55b4edbdb94cc,False,False,False,False,True,-0.010927517075587142,-9.473624096377235e-09
2016_full,-1,0.049,0.0,0.0,reference_bonly,0,4096410809,12,True,False,,2564.334826603632,0.19285732474908074,32.70448437545799,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,16328.057510049073,16306.510119257118,33476.813056234554,2.050263053987366,2.050263053987366,-128902135.1576079,38,1181907664.7197711,1738578404.9151943,0,,678,53,625,0.031,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,6fa2f38e079602dcb47d531711884ca2c295992b13b01d8795ec7f0db8725e5b,False,False,False,False,True,-0.019765565866072997,-1.5575375131689002e-08
2016_full,-1,0.049,0.0,0.0,reference_bonly,1,2047718015,12,True,False,,2564.3348267433885,0.1928569953857825,32.70406867228868,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,16328.110980092362,16306.563530129653,33476.78222464687,2.0502544516914782,2.0502544516914782,-128902135.15759163,38,1181907664.7197711,1738578404.9151943,0,,678,53,625,0.031,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,6fa2f38e079602dcb47d531711884ca2c295992b13b01d8795ec7f0db8725e5b,False,False,False,False,True,-0.018181600083297552,-1.4327095354734985e-08
2016_full,-1,0.049,0.0,0.0,reference_bonly,2,2116216187,12,True,False,,2564.334826568255,0.19285657988728583,32.703862416880376,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,16328.19109708245,16306.643548953494,33476.750935004035,2.0502424754806867,2.0502424754806867,-128902135.1575673,38,1181907664.7197711,1738578404.9151943,0,,678,53,625,0.031,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,6fa2f38e079602dcb47d531711884ca2c295992b13b01d8795ec7f0db8725e5b,False,False,False,False,True,-0.01946942707935533,-1.5341732715909812e-08
2016_full,-1,0.054,0.0,0.0,reference_bonly,0,2441084178,12,True,False,,2552.031183364302,0.19099131266260969,32.683213655133216,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,17104.151203021094,17126.42852216864,-45783.75396988922,-2.6767627008467083,-2.6767627008467083,-157477951.6402799,40,1351533588.816075,2190964067.4154196,0,,676,72,604,0.031,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,ec2d7f6ca300026b47627e74853c662eec683781e527cb380f15103fe7d821a7,False,False,False,False,True,-0.030484943393242616,-2.9411895176303372e-08
2016_full,-1,0.054,0.0,0.0,reference_bonly,1,2106595226,12,True,False,,2552.031183243711,0.1909898309828294,32.68569779309743,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,17104.583044405634,17126.86138803044,-45784.751006898965,-2.6767534109446594,-2.6767534109446594,-157477951.64022803,40,1351533588.816075,2190964067.4154196,0,,676,72,604,0.031,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,ec2d7f6ca300026b47627e74853c662eec683781e527cb380f15103fe7d821a7,False,False,False,False,True,-0.03602109675787052,-3.4751157682563566e-08
2016_full,-1,0.054,0.0,0.0,reference_bonly,2,2041432098,12,True,False,,2552.0311832297944,0.1909891646942314,32.6859294394205,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,17104.742354169233,17127.02106728547,-45785.10565661486,-2.6767492142583995,-2.6767492142583995,-157477951.6402095,40,1351533588.816075,2190964067.4154196,0,,676,72,604,0.031,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,ec2d7f6ca300026b47627e74853c662eec683781e527cb380f15103fe7d821a7,False,False,False,False,True,-0.03557877602130928,-3.432369634609748e-08
2016_full,-1,0.059,0.0,0.0,reference_bonly,0,3060819675,12,True,False,,2532.76866561084,0.19032306005387783,32.72056167842902,1e-08,1e+18,0.03649001309630249,0.48653350795069983,0.1332426886433587,1.0,17108.856349244354,17079.178757515387,60583.17174955003,3.5410415817902288,3.5410415817902288,-181287749.1924829,44,1407877699.152787,2493627582.898163,0,,672,90,582,0.031,0.21,0.0002500000000000002,0,701.2426974319171,346725.8830613137,f1f280a808dc2ff9242276bae7b146b31bdbead72ead6e5e6ec539e2ada27968,False,False,False,False,True,-0.03455945917245032,-3.5701004782301754e-08
2016_full,-1,0.059,0.0,0.0,reference_bonly,1,1650066416,12,True,False,,2532.7686656261485,0.19032317130761087,32.72058953248138,1e-08,1e+18,0.03649001309630249,0.48653350795069983,0.1332426886433587,1.0,17108.83376197274,17079.15624724159,60583.10122978434,3.541042134878911,3.541042134878911,-181287749.19248578,44,1407877699.152787,2493627582.898163,0,,672,90,582,0.031,0.21,0.0002500000000000002,0,701.2426974319171,346725.8830613137,f1f280a808dc2ff9242276bae7b146b31bdbead72ead6e5e6ec539e2ada27968,False,False,False,False,True,-0.030768537640077132,-3.178496606847524e-08
2016_full,-1,0.059,0.0,0.0,reference_bonly,2,2292443080,12,True,False,,2532.7686656272144,0.19032313411108387,32.72052599874443,1e-08,1e+18,0.03649001309630249,0.48653350795069983,0.1332426886433587,1.0,17108.839389065935,17079.161855452396,60583.11779450549,3.541041938427657,3.541041938427657,-181287749.1924851,44,1407877699.152787,2493627582.898163,0,,672,90,582,0.031,0.21,0.0002500000000000002,0,701.2426974319171,346725.8830613137,f1f280a808dc2ff9242276bae7b146b31bdbead72ead6e5e6ec539e2ada27968,False,False,False,False,True,-0.026963236580979058,-2.785393594585536e-08
