scope_key,mass_MeV,method,A90,Ahat,sigma_A,signed_r,cls,q_obs,q_asimov,max_score,max_iterations,hessian_shifts,monotonicity_error,min_lambda
individual_2015_full,19,fixed_observed,317.6858181239866,-5707.480326957091,906.2953505373649,-6.281151736539158,0.09999999999960837,4.5014831139878595,0.12192932955772273,1.887379141862766e-14,3,0,0.0,28547.506847792665
individual_2015_full,19,fixed_asimov,1497.284127724438,0.0,909.6636970127679,0.0,0.10000000000259435,2.7055434540540393,2.7055434540540393,1.887379141862766e-14,3,0,0.0,28627.895447361163
individual_2015_full,19,profiled_asimov,4317.1781933016755,0.0,2624.4712837391758,0.0,0.10000000000255319,2.705543454054695,2.705543454054695,2.735382132424086e-13,3,0,0.0,28627.895447361163
individual_2015_full,20,fixed_observed,554.9808298799416,-4565.5758313209635,1103.4387495598749,-4.131744117464654,0.09999999999905043,4.395185624267299,0.2517706946345982,1.199040866595169e-14,3,0,0.0,43895.16805280158
individual_2015_full,20,fixed_asimov,1820.0029795632393,0.0,1105.8621548314297,0.0,0.10000000000258,2.705543454054267,2.705543454054267,1.199040866595169e-14,3,0,0.0,43939.49115797293
individual_2015_full,20,profiled_asimov,4953.5876386632435,0.0,3011.392845293472,0.0,0.10000000000256411,2.70554345405452,2.70554345405452,3.193381986489987e-13,3,0,0.0,43939.49115797293
individual_2015_full,21,fixed_observed,9221.099796948009,7597.686365354237,1266.276425991758,6.010701123451329,0.09999999999989903,1.6423744165593241,53.075525583937946,9.2148511043888e-15,3,0,0.0,67014.2256792582
individual_2015_full,21,fixed_asimov,2078.4376504148822,0.0,1262.9841679885324,0.0,0.10000000000258222,2.7055434540542307,2.7055434540542307,9.2148511043888e-15,3,0,0.0,67014.2256792582
individual_2015_full,21,profiled_asimov,5596.574125620315,0.0,3402.2651896834245,0.0,0.10000000000253803,2.7055434540549363,2.7055434540549363,1.2990606879093036e-07,3,0,0.0,67014.2256792582
individual_2015_full,22,fixed_observed,17999.563695908073,16169.361917111364,1427.6319549872383,11.359991684426843,0.09999999999986905,1.6423744151517283,159.44368385983262,1.0258460747536446e-13,3,0,0.0,85217.8421561505
individual_2015_full,22,fixed_asimov,2337.8872695221467,0.0,1420.7152827539228,0.0,0.10000000000259604,2.705543454054012,2.705543454054012,1.0258460747536446e-13,3,0,0.0,85217.8421561505
individual_2015_full,22,profiled_asimov,6166.500547422939,0.0,3748.7796848621642,0.0,0.10000000000255571,2.705543454054655,2.705543454054655,1.9459649602815432e-07,3,0,0.0,85217.8421561505
individual_2015_full,23,fixed_observed,600.5878864774638,-8665.507762534015,1547.5102983432882,-5.592080528319587,0.09999999999995442,4.478232129097137,0.14993299783891695,3.430589146091734e-14,3,0,0.0,110426.35151606286
individual_2015_full,23,fixed_asimov,2552.0368806610495,0.0,1550.9128384088276,0.0,0.10000000000257014,2.705543454054426,2.705543454054426,3.430589146091734e-14,3,0,0.0,110513.78237909295
individual_2015_full,23,profiled_asimov,6669.6935643530405,0.0,4054.668737591131,0.0,0.10000000000256495,2.7055434540545074,2.7055434540545074,1.4577435769602687e-07,3,0,0.0,110513.78237909295
individual_2015_full,24,fixed_observed,748.1260127809725,-7939.832877835214,1671.517874236661,-4.745003449201367,0.0999999999753867,4.437414033009119,0.1996411803925851,1.8198483781040053e-07,2,0,0.0,127944.41551717649
individual_2015_full,24,fixed_asimov,2754.823890615333,0.0,1674.1951891895453,0.0,0.10000000000258484,2.7055434540541903,2.7055434540541903,1.8198483781040053e-07,2,0,0.0,128003.50007688689
individual_2015_full,24,profiled_asimov,7355.192500237783,0.0,4471.453371637994,0.0,0.10000000000256548,2.7055434540545,2.7055434540545,1.4408095028173307e-07,3,0,0.0,128003.50007688689
individual_2015_full,25,fixed_observed,1012.1738506722703,-6127.58149505426,1758.4457957670088,-3.482075054066192,0.10000000002016722,4.332449369584253,0.33047072821144596,4.390638008722192e-08,2,0,0.0,148411.80986993806
individual_2015_full,25,fixed_asimov,2896.7745127833145,0.0,1760.497915991865,0.0,0.10000000000257418,2.7055434540543604,2.7055434540543604,4.390638008722192e-08,2,0,0.0,148465.71365562122
individual_2015_full,25,profiled_asimov,7386.943581629412,0.0,4490.718191113368,0.0,0.10000000000255833,2.705543454054613,2.705543454054613,1.4302401085686256e-07,3,0,0.0,148465.71365562122
individual_2015_full,26,fixed_observed,939.3513245006193,-7559.780009848728,1850.9971382275025,-4.0807791567726035,0.09999999999939983,4.391204232973614,0.25672134845656247,7.327370088461294e-08,2,0,0.0,161809.7220924944
individual_2015_full,26,fixed_asimov,3050.1743242371317,0.0,1853.755206277411,0.0,0.10000000000258116,2.7055434540542493,2.7055434540542493,7.327370088461294e-08,2,0,0.0,161860.03490927798
individual_2015_full,26,profiled_asimov,7681.757325892092,0.0,4669.9675276055195,0.0,0.1000000000025438,2.705543454054845,2.705543454054845,1.196839772843461e-07,3,0,0.0,161860.03490927798
individual_2015_full,27,fixed_observed,5322.558136912886,2793.2434114079424,1910.4355929771982,1.4625172701031768,0.09999999999805402,1.7519246453979918,7.761430404174023,1.0642338121868988e-09,2,0,0.0,176407.64939711537
individual_2015_full,27,fixed_asimov,3141.807276712758,0.0,1909.4666473055263,0.0,0.1000000000025916,2.705543454054083,2.705543454054083,1.0642338121868988e-09,2,0,0.0,176407.64939711537
individual_2015_full,27,profiled_asimov,7872.489697460204,0.0,4785.90281548559,0.0,0.10000000000255709,2.705543454054633,2.705543454054633,9.618138530065323e-08,3,0,0.0,176407.64939711537
individual_2015_full,28,fixed_observed,11033.29844334859,8498.067667639849,1977.7608437234321,4.300333304985918,0.09999999999988074,1.642386942661954,31.142855600693878,7.359986242683192e-08,2,0,0.0,185248.04690353133
individual_2015_full,28,fixed_asimov,3249.582967973666,0.0,1974.9866581090819,0.0,0.10000000000256823,2.7055434540544545,2.7055434540544545,7.359986242683192e-08,2,0,0.0,185248.04690353133
individual_2015_full,28,profiled_asimov,8265.548210043415,0.0,5024.889338271355,0.0,0.10000000000255208,2.705543454054713,2.705543454054713,1.0315169118868539e-07,3,0,0.0,185248.04690353133
individual_2015_full,29,fixed_observed,7149.089941688175,4555.199334305614,2012.9200792733363,2.2639357795806734,0.09999999999979156,1.6597464212081618,12.613119947613518,5.243332212856444e-09,2,0,0.0,194817.8509279261
individual_2015_full,29,fixed_asimov,3309.88112420509,0.0,2011.6477745344725,0.0,0.10000000000257725,2.7055434540543115,2.7055434540543115,5.243332212856444e-09,2,0,0.0,194817.8509279261
individual_2015_full,29,profiled_asimov,8226.595428046649,0.0,5001.181645175399,0.0,0.1000000000025689,2.705543454054445,2.705543454054445,7.826543113598206e-08,3,0,0.0,194817.8509279261
individual_2015_full,30,fixed_observed,11991.172604300402,9352.7894538809,2058.255885352989,4.547821580328629,0.09999999999985765,1.6423784118478117,33.957842154274196,8.187908764889507e-08,2,0,0.0,194449.5830285892
individual_2015_full,30,fixed_asimov,3382.097018499609,0.0,2055.549159476467,0.0,0.10000000000256318,2.7055434540545353,2.7055434540545353,8.187908764889507e-08,2,0,0.0,194449.5830285892
individual_2015_full,30,profiled_asimov,8333.65862264943,0.0,5066.28417448851,0.0,0.10000000000255833,2.705543454054613,2.705543454054613,7.311332161918926e-08,3,0,0.0,194449.5830285892
individual_2015_full,31,fixed_observed,4462.218174972987,1497.4030849843907,2074.0215687883465,0.7220748531968371,0.09999999999997085,2.042415135451318,4.627088521206729,4.997383062921301e-11,2,0,0.0,188594.05112068387
individual_2015_full,31,fixed_asimov,3411.8062347298246,0.0,2073.613326536854,0.0,0.10000000000256633,2.7055434540544865,2.7055434540544865,4.997383062921301e-11,2,0,0.0,188594.05112068387
individual_2015_full,31,profiled_asimov,8373.077557028933,0.0,5090.23202011036,0.0,0.10000000000254723,2.7055434540547907,2.7055434540547907,6.460161960930577e-08,3,0,0.0,188594.05112068387
individual_2015_full,32,fixed_observed,3373.14033921517,-81.20763627505285,2080.1109897907313,-0.0390397755785448,0.1000000000010304,2.754607143342426,2.6278788388400454,2.2842838731662596e-14,2,0,0.0,181721.9685828117
individual_2015_full,32,fixed_asimov,3422.637108926499,0.0,2080.2003891802337,0.0,0.10000000000256175,2.705543454054559,2.705543454054559,2.2842838731662596e-14,2,0,0.0,181722.5476416509
individual_2015_full,32,profiled_asimov,8306.646690546708,0.0,5049.827285777402,0.0,0.10000000000256463,2.705543454054512,2.705543454054512,5.560326177267427e-08,3,0,0.0,181722.5476416509
individual_2015_full,33,fixed_observed,1714.1577093099709,-4392.781637268714,2099.8064959455437,-2.091210868402023,0.1000000000000053,4.076451640426949,0.6654582104800184,3.408762383472208e-09,2,0,0.0,172177.58967095212
individual_2015_full,33,fixed_asimov,3456.8618461583233,0.0,2101.004715386609,0.0,0.10000000000255393,2.705543454054684,2.705543454054684,3.408762383472208e-09,2,0,0.0,172202.82890058847
individual_2015_full,33,profiled_asimov,8552.172779929047,0.0,5199.117642117892,0.0,0.10000000000254879,2.705543454054765,2.705543454054765,6.563933097059049e-08,3,0,0.0,172202.82890058847
individual_2015_full,34,fixed_observed,1031.9253519668644,-8836.15408842923,2091.3662014461456,-4.221871040289761,0.09999999999796863,4.402355393747847,0.24287080520639365,5.62521386138215e-08,2,0,0.0,164072.9668402248
individual_2015_full,34,fixed_asimov,3444.905696205264,0.0,2093.738091821478,0.0,0.10000000000257236,2.7055434540543892,2.7055434540543892,5.62521386138215e-08,2,0,0.0,164130.07950346818
individual_2015_full,34,profiled_asimov,8353.917377957549,0.0,5078.566743076812,0.0,0.1000000000025574,2.7055434540546273,2.7055434540546273,1.9837301867831059e-07,3,0,0.0,164130.07950346818
individual_2015_full,35,fixed_observed,567.4937506402955,-17373.454695088953,2095.6612285561646,-8.27790123024197,0.09999999999990432,4.542609115828839,0.07297425684609748,5.670464098272987e-14,3,0,0.0,153407.46282552902
individual_2015_full,35,fixed_asimov,3456.291339154661,0.0,2100.6574824166846,0.0,0.10000000000256459,2.7055434540545127,2.7055434540545127,5.670464098272987e-14,3,0,0.0,153499.14081405505
individual_2015_full,35,profiled_asimov,8332.274299956354,0.0,5065.418907771824,0.0,0.10000000000254203,2.7055434540548733,2.7055434540548733,1.9751625157660158e-07,3,0,0.0,153499.14081405505
individual_2015_full,36,fixed_observed,2423.4993896203528,-1974.820280491132,2075.4999645497064,-0.9513279048777926,0.10000000002773371,3.582386385037296,1.362099779162313,1.488541963301504e-10,2,0,0.0,144271.81631558976
individual_2015_full,36,fixed_asimov,3415.88437762654,0.0,2076.0937205179557,0.0,0.10000000000257836,2.705543454054294,2.705543454054294,1.488541963301504e-10,2,0,0.0,144283.47553482998
individual_2015_full,36,profiled_asimov,8309.679845067047,0.0,5051.67422941725,0.0,0.10000000000256185,2.705543454054558,2.705543454054558,5.737693098417651e-08,3,0,0.0,144283.47553482998
individual_2015_full,37,fixed_observed,3839.335426757599,671.033791874876,2067.1255606856057,0.324640875349246,0.09999999999997769,2.3478863279564166,3.448076707966639,2.1467272404152027e-12,2,0,0.0,132987.58521131033
individual_2015_full,37,fixed_asimov,3400.7764982048325,0.0,2066.9062848509534,0.0,0.10000000000256459,2.7055434540545136,2.7055434540545136,2.1467272404152027e-12,2,0,0.0,132987.58521131033
individual_2015_full,37,profiled_asimov,8370.067501919142,0.0,5088.403714142717,0.0,0.10000000000255656,2.7055434540546415,2.7055434540546415,6.605647162594153e-08,3,0,0.0,132987.58521131033
individual_2015_full,38,fixed_observed,14859.121702959863,12249.619359414222,2035.7247502384264,6.024011904914992,0.09999999999989713,1.6423744164185727,53.32456501047548,3.735900477863652e-14,3,0,0.0,123898.09031611211
individual_2015_full,38,fixed_asimov,3343.515189588458,0.0,2032.095644664074,0.0,0.10000000000256819,2.705543454054455,2.705543454054455,3.735900477863652e-14,3,0,0.0,123898.09031611211
individual_2015_full,38,profiled_asimov,8301.188921197601,0.0,5046.520091469811,0.0,0.1000000000025471,2.705543454054793,2.705543454054793,7.104748078745615e-08,3,0,0.0,123898.09031611211
