scope_key,mass_MeV,Ahat_abs_difference,A90_relative_difference,r_abs_difference,independent_cls_at_profile_limit
individual_2021_10pct,116,8.381757652387023e-07,1.124198512059138e-10,3.9013237085328e-13,0.10000000003044344
individual_2016_full,117,5.4569682106375694e-12,4.929390229335695e-14,2.042810365310288e-14,0.09999999999993611
individual_2021_10pct,117,2.577226041466929e-07,8.009148899645879e-13,3.12194714524594e-13,0.09999999999986413
individual_2016_full,118,3.2741809263825417e-11,1.3555823130673161e-13,3.552713678800501e-15,0.09999999999984632
individual_2021_10pct,118,3.310242391307838e-08,1.0091927293842673e-13,3.710365348297273e-13,0.09999999999996356
individual_2016_full,119,3.2741809263825417e-11,6.52811138479592e-14,5.5067062021407764e-14,0.09999999999989602
individual_2021_10pct,119,2.7343958208803087e-09,9.992007221626409e-14,4.2577052994374753e-14,0.09999999999998803
individual_2016_full,120,1.6370904631912708e-11,1.212363542890671e-13,2.398081733190338e-14,0.09999999999983038
individual_2021_10pct,120,2.3549773686681874e-08,5.329070518200751e-15,1.1157741397482823e-13,0.10000000000000872
individual_2016_full,121,3.092281986027956e-11,8.615330671091215e-14,2.1316282072803006e-14,0.0999999999998636
individual_2021_10pct,121,2.0404786482686177e-06,6.632472349110685e-13,5.417888360170764e-14,0.09999999999961047
individual_2016_full,122,9.094947017729282e-12,8.559819519859957e-14,2.5757174171303632e-14,0.09999999999986613
individual_2021_10pct,122,6.714899427606724e-07,3.969824469152172e-12,3.455014052633487e-13,0.09999999999800877
individual_2016_full,123,1.4551915228366852e-11,7.72715225139109e-14,3.552713678800501e-14,0.09999999999989584
individual_2021_10pct,123,4.129432454647031e-06,1.7852386235972517e-13,1.745270594710746e-13,0.099999999999864
individual_2016_full,124,2.546585164964199e-11,1.0658141036401503e-13,2.6645352591003757e-15,0.09999999999986578
individual_2021_10pct,124,3.994144208263606e-06,2.707833957060757e-13,8.926193117986259e-14,0.0999999999998139
individual_2016_full,125,1.8189894035458565e-12,8.859579736508749e-14,1.5987211554602254e-14,0.0999999999998957
individual_2021_10pct,125,6.956041033845395e-06,2.2604140781368187e-13,6.306066779870889e-14,0.0999999999998366
individual_2016_full,126,0.00020434427824511658,1.7341683644644945e-13,3.4638958368304884e-14,0.09999999999983562
individual_2021_10pct,126,1.5267600247170776e-05,1.3011813848606835e-13,1.5409895581797173e-13,0.09999999999988829
individual_2016_full,127,3.0809246709395666e-08,1.9317880628477724e-14,2.736699755701011e-13,0.10000000000001086
individual_2021_10pct,127,5.2370360208442435e-06,3.0175861809311755e-13,7.016609515630989e-14,0.09999999999982127
individual_2016_full,128,4.131172772758873e-07,5.362377208939506e-13,2.0317081350640365e-13,0.10000000000016145
individual_2021_10pct,128,6.986574589973316e-07,4.434119738050413e-12,1.8984813721090177e-13,0.09999999999780032
individual_2016_full,129,4.67475092591485e-06,1.099271784710254e-10,2.6645352591003757e-15,0.09999999997016037
individual_2021_10pct,129,2.139380740118213e-06,7.762679388179095e-13,6.661338147750939e-15,0.09999999999957516
individual_2016_full,130,3.0261423944466515e-07,1.283417816466681e-13,2.0505819264826641e-13,0.10000000000000664
individual_2021_10pct,130,1.5713840184616856e-07,7.493983211759314e-11,5.764277943853813e-13,0.10000000003118019
individual_2016_full,131,5.1598130994534586e-05,8.625167247089394e-11,4.618527782440651e-14,0.10000000002174854
individual_2021_10pct,131,1.3872067938791588e-08,4.3809400551708677e-13,2.6478819137309983e-13,0.09999999999999705
individual_2016_full,132,7.61651317588985e-05,4.5703441031719194e-12,4.529709940470639e-14,0.09999999999885982
individual_2021_10pct,132,3.031445885426365e-07,2.757793993168889e-13,1.7763568394002505e-13,0.0999999999998894
individual_2016_full,133,1.000444171950221e-11,2.7029156690616674e-11,4.39648317751562e-14,0.0999999999999482
individual_2021_10pct,133,1.740090738167055e-09,5.133671265866724e-13,2.813860255912459e-13,0.09999999999998772
individual_2016_full,134,1.0913936421275139e-11,1.8107737531636303e-12,2.1316282072803006e-14,0.10000000000002315
individual_2021_10pct,134,0.00014503413521183006,5.92481619321461e-12,1.9101428772039242e-11,0.10000000000201223
individual_2016_full,135,5.4569682106375694e-12,1.0797807092899347e-11,3.197442310920451e-14,0.10000000000000878
individual_2021_10pct,135,5.945857992628589e-07,7.678968572122358e-12,1.8407497748285095e-13,0.09999999999788145
individual_2016_full,136,1.1823431123048067e-11,1.0615952561465747e-12,2.398081733190338e-14,0.10000000000002315
individual_2021_10pct,136,1.627196979825385e-06,1.538769112130467e-13,3.952393967665557e-14,0.1000000000000141
individual_2016_full,137,5.4569682106375694e-12,4.4497738826976274e-13,5.062616992290714e-14,0.10000000000000628
individual_2021_10pct,137,4.302196430217009e-06,1.2445600106048005e-13,1.2434497875801753e-14,0.09999999999995637
individual_2016_full,138,6.002665031701326e-11,1.5476508963274682e-13,0.0,0.09999999999996685
individual_2021_10pct,138,7.091925908753183e-07,1.391364801150985e-11,1.694200335577989e-13,0.09999999999614506
individual_2016_full,139,1.7280399333685637e-11,5.0968673726004e-11,5.240252676230739e-14,0.0999999999877345
individual_2021_10pct,139,2.472090272931382e-06,1.98463467881993e-12,1.6187051699034782e-13,0.10000000000011536
individual_2016_full,140,9.189065713144373e-05,7.967626558524898e-12,4.04121180963557e-14,0.09999999999800158
individual_2021_10pct,140,2.362605300731957e-06,9.803269307440132e-13,2.504663143554353e-13,0.09999999999999758
individual_2016_full,141,3.728928277269006e-11,1.5057732838386073e-11,2.5757174171303632e-14,0.09999999999999457
individual_2021_10pct,141,1.1794858437497169e-05,1.335688226689058e-10,6.927791673660977e-14,0.09999999996631163
individual_2016_full,142,4.092726157978177e-11,5.70765656959793e-12,2.398081733190338e-14,0.0999999999999942
individual_2021_10pct,142,1.437540959159378e-06,1.0911782588607366e-10,2.19824158875781e-14,0.10000000002948395
individual_2016_full,143,1.9099388737231493e-11,7.595402085058822e-11,8.881784197001252e-15,0.09999999998174906
individual_2021_10pct,143,1.0752501111710444e-08,1.815658734471981e-12,3.287925487427401e-13,0.09999999999993425
individual_2016_full,144,6.281141622821451e-06,1.7116308370646038e-11,5.3734794391857577e-14,0.09999999999530577
individual_2021_10pct,144,5.386696102505084e-07,1.634803403760543e-12,5.728750807065808e-14,0.09999999999953738
individual_2016_full,145,6.275513442233205e-11,1.2083667400020204e-12,9.769962616701378e-15,0.10000000000001996
individual_2021_10pct,145,6.277787178987637e-10,4.618527782440651e-14,1.266209359584991e-12,0.10000000000002005
individual_2016_full,146,8.913048077374697e-11,2.523981024182831e-12,1.509903313490213e-14,0.1000000000000029
individual_2021_10pct,146,8.435290510533378e-08,6.616929226765933e-14,5.156985949383852e-13,0.09999999999997311
individual_2016_full,147,1.9099388737231493e-10,6.8187278046139e-10,7.993605777301127e-15,0.10000000017654417
individual_2021_10pct,147,3.671743797895033e-09,8.140155216551648e-13,4.826694599557868e-13,0.09999999999999402
individual_2016_full,148,1.8280843505635858e-10,3.52768925182545e-11,2.1316282072803006e-14,0.0999999999999999
individual_2021_10pct,148,1.708713170955889e-10,8.260059303211165e-13,3.55201978941011e-13,0.10000000000026754
individual_2016_full,149,8.825775694276672e-06,2.9384161770451556e-11,8.548717289613705e-14,0.09999999999216846
individual_2021_10pct,149,1.139312644227175e-07,4.6629367034256575e-15,5.456746166032644e-13,0.09999999999999394
individual_2016_full,150,1.8933677665700088e-05,3.683637839202447e-10,2.5757174171303632e-14,0.10000000009859733
individual_2021_10pct,150,6.783551498301676e-11,4.7630788202468466e-12,3.23519683265161e-12,0.10000000000161499
individual_2016_full,151,5.768708888354013e-08,5.329070518200751e-15,1.7386092565629951e-13,0.10000000000000082
individual_2021_10pct,151,2.5473354980931617e-08,2.042810365310288e-14,9.547918011776346e-15,0.10000000000000198
individual_2016_full,152,1.851368142524734e-05,1.6252554857487667e-12,4.6629367034256575e-15,0.09999999999914497
individual_2021_10pct,152,2.1499317881534807e-08,8.659739592076221e-15,4.0401015866109447e-13,0.10000000000000323
individual_2016_full,153,2.3584177370139514e-05,1.226796442210798e-12,3.8191672047105385e-14,0.09999999999933704
individual_2021_10pct,153,3.1608942663297057e-07,5.945666181617071e-11,1.1746159600534156e-13,0.09999999997372863
individual_2016_full,154,1.6643203707644716e-05,2.2549739853161554e-12,3.9745984281580604e-14,0.09999999999883487
individual_2021_10pct,154,1.7749471226125024e-08,2.886579864025407e-14,4.141131881851834e-13,0.10000000000001255
individual_2016_full,155,2.3465509457309963e-05,1.3711254354120683e-12,1.199040866595169e-14,0.09999999999926515
individual_2021_10pct,155,3.343963726365473e-06,8.012479568719755e-13,1.9984014443252818e-14,0.09999999999955549
individual_2016_full,156,1.3642420526593924e-12,1.6786572132332367e-13,4.440892098500626e-15,0.0999999999998461
individual_2021_10pct,156,1.0307683623977937e-05,2.530198273120732e-13,7.593925488436071e-14,0.0999999999998464
individual_2016_full,157,1.4097167877480388e-11,1.5132339825640884e-13,1.687538997430238e-14,0.09999999999985179
individual_2021_10pct,157,1.4078801541472785e-05,2.2593038551121936e-13,1.4077627952246985e-13,0.09999999999983326
individual_2016_full,158,9.549694368615746e-12,1.3866685577568205e-13,1.3322676295501878e-14,0.09999999999984974
individual_2021_10pct,158,7.85199608799303e-06,2.475797344914099e-13,1.865174681370263e-14,0.09999999999983647
individual_2016_full,159,3.2741809263825417e-11,1.0369483049998962e-13,1.9539925233402755e-14,0.099999999999874
individual_2021_10pct,159,3.272660705988528e-06,9.10937991704941e-13,9.481304630298837e-14,0.09999999999951512
individual_2016_full,160,7.457856554538012e-11,1.2168044349891716e-13,4.440892098500626e-15,0.09999999999983936
individual_2021_10pct,160,5.082242751086596e-06,4.950484466803573e-13,1.1102230246251565e-13,0.09999999999971168
individual_2016_full,161,1.5916157281026244e-11,1.0880185641326534e-13,1.1546319456101628e-14,0.09999999999987733
individual_2021_10pct,161,4.920369065075647e-06,5.691003224228552e-13,4.0190073491430667e-14,0.09999999999968143
individual_2016_full,162,1.6370904631912708e-11,1.2745360322696797e-13,1.3322676295501878e-14,0.09999999999985898
individual_2021_10pct,162,6.756954462616704e-07,1.8106072197099365e-11,3.090860900556436e-13,0.09999999999160492
individual_2016_full,163,4.547473508864641e-13,1.7008616737257398e-13,1.2434497875801753e-14,0.09999999999984233
individual_2021_10pct,163,1.7970814951695502e-06,2.8266278206956486e-12,2.7000623958883807e-13,0.0999999999985585
individual_2016_full,164,3.183231456205249e-12,2.170486013142181e-13,2.7533531010703882e-14,0.09999999999984743
individual_2021_10pct,164,1.9973026610387024e-06,2.330247106385741e-12,8.859579736508749e-14,0.09999999999878269
individual_2016_full,165,5.002220859751105e-12,2.297051437949449e-13,4.3520742565306136e-14,0.09999999999984255
individual_2021_10pct,165,3.0723936106369365e-07,1.0267942052166745e-10,1.6753265441593612e-13,0.10000000004317025
individual_2016_full,166,1.853607227531029e-05,4.654276963833581e-12,5.81756864903582e-14,0.09999999999769701
individual_2021_10pct,166,4.426055966177955e-08,7.749356711883593e-14,5.939693181744587e-14,0.10000000000002654
individual_2016_full,167,3.410605131648481e-12,2.438049762076844e-13,7.105427357601002e-15,0.09999999999983464
individual_2021_10pct,167,3.1980971471057273e-07,1.4754386601367742e-10,1.056932319443149e-13,0.09999999995729796
individual_2016_full,168,3.183231456205249e-12,1.5920598173124745e-13,4.440892098500626e-16,0.09999999999985779
individual_2021_10pct,168,6.2054136833467055e-06,1.4916623491956216e-11,6.306066779870889e-14,0.09999999999996441
individual_2016_full,169,2.2737367544323206e-12,1.7341683644644945e-13,3.064215547965432e-14,0.09999999999986306
individual_2021_10pct,169,4.685709427576512e-05,1.9404811091305874e-11,9.325873406851315e-15,0.10000000000022743
individual_2016_full,170,6.047546321497066e-07,5.3226312246579255e-12,5.928590951498336e-14,0.10000000000000722
individual_2021_10pct,170,2.13245384657057e-05,9.058043204390742e-11,3.907985046680551e-14,0.1000000000228434
individual_2016_full,171,3.203416554242722e-08,3.8347103270552907e-13,8.676392937445598e-14,0.09999999999995476
individual_2021_10pct,171,2.492927433195291e-05,3.2442937225596324e-12,1.376676550535194e-13,0.09999999999918027
individual_2016_full,172,6.310317826319078e-05,5.054017204741967e-10,5.773159728050814e-15,0.10000000013360635
individual_2021_10pct,172,3.770268813241273e-05,5.573319583618286e-14,9.814371537686384e-14,0.10000000000001294
individual_2016_full,173,5.838955985382199e-10,1.2878587085651816e-14,1.199040866595169e-14,0.10000000000000397
individual_2021_10pct,173,2.9180677302065305e-05,1.0724754417879012e-13,5.773159728050814e-15,0.09999999999997396
individual_2016_full,174,9.7293195722159e-10,1.2212453270876722e-14,9.325873406851315e-15,0.10000000000000397
individual_2021_10pct,174,5.859739758307114e-06,5.35194111250803e-12,8.038014698286133e-14,0.10000000000003292
individual_2016_full,175,6.180879950079543e-07,1.947131345048092e-11,7.527312106958561e-14,0.0999999999941186
individual_2021_10pct,175,7.143353286664933e-08,5.343170350613491e-12,2.8832491949515315e-13,0.09999999999839979
individual_2016_full,176,6.575646693818271e-10,5.348277376526767e-12,9.325873406851315e-15,0.09999999999866868
individual_2021_10pct,176,4.66893880002317e-07,8.182343691487404e-14,1.8030021919912542e-13,0.09999999999997636
individual_2016_full,177,1.2765942756232107e-06,2.591504788540533e-11,7.51620987671231e-14,0.09999999999221358
individual_2021_10pct,177,3.9349515645881183e-08,4.843903056439558e-13,1.9739765377835283e-13,0.09999999999994273
individual_2016_full,178,1.8119744368050306e-05,2.7631230636870896e-12,1.9984014443252818e-15,0.09999999999922948
individual_2021_10pct,178,4.544517651083879e-09,7.327471962526033e-15,2.9148905511533485e-13,0.0999999999999911
individual_2016_full,179,5.897916821595572e-09,1.9961809982760315e-13,3.89160925706733e-13,0.100000000000009
individual_2021_10pct,179,3.538682449288899e-07,8.657341510343031e-11,4.998224056862455e-13,0.10000000003555513
individual_2016_full,180,4.517985985330597e-11,2.1880275369312585e-12,4.366715322667858e-13,0.10000000000072491
individual_2021_10pct,180,7.404901225527283e-08,4.107825191113079e-14,1.3167245072054357e-13,0.09999999999999087
individual_2021_10pct,181,7.981245744304033e-06,5.588862705963038e-13,4.39648317751562e-14,0.09999999999966958
individual_2021_10pct,182,5.940514711255673e-07,5.4410365102341984e-11,6.394884621840902e-14,0.0999999999758692
individual_2021_10pct,183,4.3613613343040925e-07,1.030515672795218e-10,1.7175150190951172e-13,0.09999999995406109
individual_2021_10pct,184,3.723891950357938e-08,5.1514348342607263e-14,2.7200464103316335e-14,0.10000000000003098
individual_2021_10pct,185,1.937496563186869e-08,2.4202861936828413e-14,5.507261313653089e-13,0.100000000000005
individual_2021_10pct,186,5.556246378546348e-07,7.311906635720788e-11,1.3455903058456897e-13,0.09999999996793843
individual_2021_10pct,187,6.04218257649336e-07,6.456124523879225e-11,9.459100169806334e-14,0.09999999997156513
individual_2021_10pct,188,9.755824521562317e-07,2.513922403579727e-11,1.1479706074624119e-13,0.09999999998853097
individual_2021_10pct,189,3.500508682918735e-07,3.082800681397657e-11,3.036459972349803e-13,0.10000000001091218
individual_2021_10pct,190,3.5288394428789616e-09,1.1324274851176597e-14,3.9246383920499284e-14,0.09999999999999487
individual_2021_10pct,191,2.1316282072803006e-12,5.351274978693255e-13,2.0835971836774547e-12,0.10000000000016149
individual_2021_10pct,192,7.40579253033502e-07,1.4410694859634532e-13,1.383337888682945e-13,0.09999999999996068
individual_2021_10pct,193,3.823650786216604e-06,1.6607304420546143e-10,8.72635297355373e-14,0.09999999995508262
individual_2021_10pct,194,3.6656288102676626e-06,1.3193113268528123e-10,3.6193270602780103e-14,0.09999999996424311
individual_2021_10pct,195,6.974367352086119e-06,9.277023593767808e-13,5.062616992290714e-14,0.10000000000003498
individual_2021_10pct,196,1.5787029497005278e-05,9.792167077193881e-14,9.414691248821327e-14,0.10000000000002245
individual_2021_10pct,197,2.967684849863872e-06,5.0084048019982674e-11,8.43769498715119e-15,0.09999999998795055
individual_2021_10pct,198,5.4958832151896786e-08,4.74953409934642e-13,4.4841907964610073e-13,0.0999999999999804
individual_2021_10pct,199,1.193747038996662e-07,7.260858581048524e-14,4.197753256107717e-13,0.09999999999997107
individual_2021_10pct,200,7.673861546209082e-12,2.5135449277513544e-12,3.8621050801879164e-12,0.10000000000085929
individual_2021_10pct,201,5.715321549359942e-10,2.0183854587685346e-13,1.2818079930809745e-12,0.10000000000007125
individual_2021_10pct,202,6.417337772290921e-10,2.3803181647963356e-13,1.1121936704938662e-12,0.1000000000000201
individual_2021_10pct,203,7.567577995359898e-06,1.0119682869458302e-12,7.105427357601002e-15,0.0999999999994489
individual_2021_10pct,204,1.668710820013075e-05,4.2588155224621005e-13,6.661338147750939e-15,0.09999999999974551
individual_2021_10pct,205,6.841096637799637e-05,1.8496315590255108e-13,3.4638958368304884e-14,0.09999999999986924
individual_2021_10pct,206,3.9152343560999725e-05,2.084998840246044e-13,3.863576125695545e-14,0.09999999999985551
individual_2021_10pct,207,2.9814594199706335e-05,2.745581539898012e-13,1.7319479184152442e-14,0.09999999999981816
individual_2021_10pct,208,4.8982701173372334e-05,2.509104035652854e-13,5.10702591327572e-14,0.09999999999982616
individual_2021_10pct,209,4.767393465954228e-05,1.9828583219805296e-13,3.241851231905457e-14,0.09999999999985906
individual_2021_10pct,210,1.970542780327378e-05,3.9412917374193057e-13,2.3092638912203256e-14,0.09999999999975795
individual_2021_10pct,211,4.555552095553139e-07,6.66533495063959e-12,1.0769163338864018e-13,0.10000000000002085
individual_2021_10pct,212,1.5642058315279428e-07,2.8310687127941492e-14,2.575717417130363e-13,0.09999999999998746
individual_2021_10pct,213,5.003755632060347e-09,3.5127456499139953e-13,1.4695467065450885e-12,0.09999999999994665
individual_2021_10pct,214,3.849436325253919e-10,3.745892485085278e-13,6.210310043996969e-13,0.10000000000013556
individual_2021_10pct,215,8.756012448429829e-08,5.965228311310966e-13,7.438494264988549e-14,0.09999999999991663
individual_2021_10pct,216,3.688649030664237e-08,7.739031637754579e-12,4.5075054799781356e-13,0.0999999999984164
individual_2021_10pct,217,1.6215744835790247e-07,1.8004486790346164e-12,2.6645352591003757e-14,0.09999999999945916
individual_2021_10pct,218,8.655547389935236e-09,6.257216966787382e-13,3.365641099151162e-13,0.10000000000000113
individual_2021_10pct,219,1.085360963770654e-06,1.3828038714081003e-10,4.8405723873656825e-14,0.09999999996030169
individual_2021_10pct,220,8.710053407412488e-07,9.518519306084272e-11,6.639133687258436e-14,0.10000000002583757
individual_2021_10pct,221,1.8058988189295633e-06,1.7852386235972517e-13,4.951594689828198e-14,0.09999999999994433
individual_2021_10pct,222,2.803302777465433e-05,6.750155989720952e-14,6.483702463810914e-14,0.09999999999998292
individual_2021_10pct,223,5.727901225327514e-05,2.3498980539216063e-12,5.639932965095795e-14,0.0999999999994223
individual_2021_10pct,224,2.9840797651559114e-05,2.3425705819590803e-14,5.773159728050814e-15,0.0999999999999934
individual_2021_10pct,225,3.01666932500666e-06,2.130184917348288e-12,2.1094237467877974e-14,0.0999999999994021
individual_2021_10pct,226,6.527251798615907e-06,8.3987150567566e-11,4.5075054799781356e-14,0.09999999997714866
individual_2021_10pct,227,1.85509543371154e-05,6.151745779447992e-12,1.0436096431476471e-14,0.10000000000004913
individual_2021_10pct,228,4.1804723423410906e-05,3.8968828164342995e-14,3.4638958368304884e-14,0.09999999999999039
individual_2021_10pct,229,3.139731461487827e-05,9.992007221626409e-15,1.021405182655144e-14,0.09999999999999723
individual_2021_10pct,230,4.003562662546756e-05,3.930189507173054e-14,2.842170943040401e-14,0.09999999999999092
individual_2021_10pct,231,9.166926656689611e-05,2.884326111285418e-11,1.6431300764452317e-14,0.09999999999276558
individual_2021_10pct,232,1.83994809503929e-05,2.9034552539997094e-12,4.4853010194856324e-14,0.10000000000009128
individual_2021_10pct,233,4.46013905275322e-05,1.0436096431476471e-14,2.9753977059954195e-14,0.09999999999999572
individual_2021_10pct,234,3.5830937576974975e-06,1.766142787573699e-12,1.2878587085651816e-14,0.0999999999995053
individual_2021_10pct,235,1.183945073535142e-06,8.338152390763298e-11,4.3853809472693683e-14,0.10000000002094563
individual_2021_10pct,236,1.1289500889688497e-07,1.0191847366058937e-12,1.7030821197749901e-13,0.10000000000049625
individual_2021_10pct,237,5.281109451971133e-07,1.1859846438255772e-11,1.9828583219805296e-13,0.1000000000000137
individual_2021_10pct,238,3.514188165354426e-06,1.744471234133016e-11,3.3306690738754696e-14,0.09999999999191023
individual_2021_10pct,239,5.516764076674008e-07,1.1904255359240778e-11,1.4066525722000733e-13,0.10000000000001175
individual_2021_10pct,240,6.484594905487029e-08,1.2878587085651816e-14,5.867528685143952e-14,0.09999999999999429
individual_2021_10pct,241,1.4571637620974798e-06,1.1734846427913226e-10,5.6066262743570405e-14,0.09999999994799576
individual_2021_10pct,242,2.68402461642836e-05,6.404876629062528e-13,3.9968028886505635e-15,0.09999999999963241
individual_2021_10pct,243,1.6108511999846087e-05,1.3016254740705335e-12,1.1324274851176597e-14,0.09999999999930045
individual_2021_10pct,244,0.0001512009498583211,2.5490720645393594e-13,1.0702549957386509e-13,0.09999999999980871
individual_2021_10pct,245,5.696107746189227e-05,2.993161274389422e-13,0.0,0.09999999999981009
individual_2021_10pct,246,5.4064171308709774e-05,3.3095748364075916e-13,1.3322676295501878e-14,0.0999999999997933
individual_2021_10pct,247,1.5916157281026244e-11,1.6864287744056128e-13,2.398081733190338e-14,0.09999999999984863
individual_2021_10pct,248,2.7284841053187847e-12,2.0061730054976579e-13,2.3092638912203256e-14,0.09999999999984863
individual_2021_10pct,249,1.000444171950221e-11,1.9684254226604025e-13,2.220446049250313e-14,0.0999999999998525
individual_2021_10pct,250,1.7280399333685637e-11,1.511013536514838e-13,4.440892098500626e-16,0.09999999999986817
