scope_key,mass_MeV,Ahat_abs_difference,A90_relative_difference,r_abs_difference,independent_cls_at_profile_limit
individual_2015_full,55,1.1251408068346791e-05,5.666578317686799e-13,1.0880185641326534e-14,0.10000000000001193
individual_2016_full,55,5.273932401905768e-10,1.485145340041072e-12,3.693073624688736e-12,0.09999999999939317
individual_2021_10pct,55,5.0982234824914485e-06,1.4432899320127035e-13,9.14823772291129e-14,0.10000000000002769
all_2015_2016_2021,55,1.701911969576031e-06,4.796163466380676e-14,1.0524914273446484e-13,0.10000000000001526
individual_2015_full,56,2.000888343900442e-11,2.5661694991185868e-11,1.865174681370263e-14,0.10000000000002689
individual_2016_full,56,1.5810472177690826e-05,2.525757381022231e-13,1.474376176702208e-13,0.09999999999980361
individual_2021_10pct,56,2.436422619211953e-09,2.220446049250313e-14,4.372613382486179e-13,0.09999999999998381
all_2015_2016_2021,56,1.1191332305315882e-08,1.9761969838327786e-13,1.5311085732605534e-12,0.10000000000007814
individual_2015_full,57,6.639311322942376e-11,2.9367308584937746e-10,4.263256414560601e-14,0.10000000006930125
individual_2016_full,57,2.0327206584624946e-10,2.757793993168889e-13,3.576028362317629e-13,0.10000000000003648
individual_2021_10pct,57,2.7337728170095943e-07,5.015587944967592e-11,1.8762769116165146e-13,0.09999999997768934
all_2015_2016_2021,57,4.251796781318262e-07,8.69024852079292e-11,2.582378755278114e-13,0.09999999997631297
individual_2015_full,58,9.549694368615746e-10,4.928768504441905e-11,3.552713678800501e-15,0.09999999999497386
individual_2016_full,58,1.0391295290901326e-07,1.097799628979601e-10,1.865174681370263e-14,0.10000000003079676
individual_2021_10pct,58,3.876549635606352e-05,2.466915560717098e-13,8.43769498715119e-15,0.09999999999996383
all_2015_2016_2021,58,0.00010439824836794287,1.385351833249615e-10,1.687538997430238e-14,0.09999999996725417
individual_2015_full,59,1.5370460459962487e-09,2.75625078316466e-11,1.9539925233402755e-14,0.09999999999358049
individual_2016_full,59,5.6096869229804724e-06,2.77550205041166e-11,2.375877272697835e-13,0.09999999999300468
individual_2021_10pct,59,1.9296981918159872e-05,3.397282455352979e-14,6.350475700855895e-14,0.10000000000000664
all_2015_2016_2021,59,0.0001500836224295199,2.284838984678572e-13,3.2862601528904634e-14,0.10000000000004501
individual_2015_full,60,1.1641532182693481e-10,4.86804929700213e-10,1.0658141036401503e-14,0.09999999989593736
individual_2016_full,60,1.2638114640139975e-05,1.6042722705833512e-13,2.6645352591003757e-14,0.09999999999996294
individual_2021_10pct,60,1.4870238373987377e-07,9.331124761757792e-11,2.4424906541753444e-13,0.0999999999728449
all_2015_2016_2021,60,2.6611560315359384e-05,2.4862001346548368e-11,1.3944401189291966e-13,0.09999999999400166
individual_2015_full,61,4.3918334995396435e-05,3.4680036620216015e-12,2.398081733190338e-14,0.1000000000000053
individual_2016_full,61,6.09795461059548e-06,7.024381076803365e-13,9.947598300641403e-14,0.09999999999982331
individual_2021_10pct,61,1.886701284092851e-08,1.2734258092450546e-13,2.4580337765200966e-13,0.10000000000000922
all_2015_2016_2021,61,3.8324669731082395e-06,1.2878587085651816e-14,4.39648317751562e-14,0.10000000000000789
individual_2015_full,62,3.229108983759943e-06,3.6442182604901063e-11,1.1546319456101628e-14,0.09999999998359252
individual_2016_full,62,9.006296750158072e-06,4.990452495690079e-13,1.2034817586936697e-13,0.09999999999987919
individual_2021_10pct,62,2.2229358364711516e-05,2.1216362000586741e-13,1.8829382497642655e-13,0.09999999999978855
all_2015_2016_2021,62,4.405683284858242e-08,2.937650123158164e-13,9.316991622654314e-13,0.09999999999994584
individual_2015_full,63,1.8189894035458565e-12,1.2800871473928055e-13,1.509903313490213e-14,0.09999999999985579
individual_2016_full,63,4.384905150800478e-05,2.632016826709105e-11,1.092459456231154e-13,0.09999999999365297
individual_2021_10pct,63,2.075016891467385e-05,1.8329782136561334e-13,1.021405182655144e-13,0.09999999999982812
all_2015_2016_2021,63,4.791218088939786e-08,7.049916206369744e-13,8.212319713152283e-13,0.10000000000004634
individual_2015_full,64,1.1823431123048067e-11,1.5787371410169726e-13,1.5987211554602254e-14,0.09999999999985432
individual_2016_full,64,2.5295321393059567e-09,7.844835892001356e-13,9.511835763476029e-13,0.10000000000000628
individual_2021_10pct,64,0.00020569194020936266,1.0391687510491465e-13,3.552713678800501e-14,0.09999999999984362
all_2015_2016_2021,64,5.207481808611192e-05,4.5075054799781356e-14,5.329070518200751e-15,0.0999999999999438
individual_2015_full,65,1.3642420526593924e-12,1.9606538614880265e-13,1.6431300764452317e-14,0.09999999999984832
individual_2016_full,65,8.210768646677025e-05,8.79296635503124e-14,6.661338147750939e-14,0.09999999999989326
individual_2021_10pct,65,6.48786844976712e-05,3.3084646133829665e-14,6.483702463810914e-14,0.09999999999996578
all_2015_2016_2021,65,0.0001925892211147584,1.59539048638635e-13,1.3145040611561853e-13,0.09999999999975835
individual_2015_full,66,1.000444171950221e-11,1.6775469902086115e-13,7.549516567451064e-15,0.09999999999985942
individual_2016_full,66,5.3984216719982214e-05,1.7785772854495008e-13,6.128431095930864e-14,0.09999999999981705
individual_2021_10pct,66,6.969255628064275e-05,1.155742168634788e-13,9.50350909079134e-14,0.09999999999987692
all_2015_2016_2021,66,0.00017330364062217996,7.749356711883593e-14,8.43769498715119e-14,0.09999999999988456
individual_2015_full,67,5.9117155615240335e-12,1.4621637234313312e-13,9.769962616701378e-15,0.09999999999986461
individual_2016_full,67,3.678411667351611e-05,4.451994328746878e-14,1.5987211554602254e-14,0.09999999999996552
individual_2021_10pct,67,1.1596057447604835e-10,1.850963826655061e-12,5.168185324144758e-12,0.10000000000064257
all_2015_2016_2021,67,7.40580799174495e-06,2.035038804137912e-13,2.007283228522283e-13,0.09999999999982465
individual_2015_full,68,5.729816621169448e-11,1.268984917146554e-13,3.375077994860476e-14,0.09999999999984495
individual_2016_full,68,3.112905324087478e-05,4.6629367034256575e-14,2.318145675417327e-13,0.09999999999995365
individual_2021_10pct,68,2.7618443709798157e-07,1.917910275039958e-12,2.0738966099997924e-13,0.09999999999946751
all_2015_2016_2021,68,2.047638190560974e-06,2.596811654598241e-13,7.531752999057062e-13,0.09999999999983278
individual_2015_full,69,3.583409124985337e-10,1.0802470029602773e-13,1.2434497875801753e-14,0.09999999999984126
individual_2016_full,69,3.261826350353658e-06,3.5438318946034997e-13,6.217248937900877e-15,0.09999999999976825
individual_2021_10pct,69,5.359018541639671e-05,8.335654388957892e-11,7.638334409421077e-14,0.09999999997996897
all_2015_2016_2021,69,1.4725173969054595e-07,2.0058399385902703e-12,6.818989817247711e-13,0.09999999999946405
individual_2015_full,70,8.640199666842818e-12,4.134470543704083e-13,3.108624468950438e-14,0.09999999999974826
individual_2016_full,70,5.129839337314479e-06,1.3777867735598193e-13,7.016609515630989e-14,0.09999999999991409
individual_2021_10pct,70,0.000157974696776364,2.6794566565513378e-11,2.0250467969162855e-13,0.09999999999367286
all_2015_2016_2021,70,5.579060598392971e-06,1.871836019518014e-13,3.6415315207705135e-14,0.10000000000005523
individual_2015_full,71,1.7053025658242404e-11,3.518296765037121e-13,7.549516567451064e-15,0.09999999999977967
individual_2016_full,71,9.757468433235772e-08,3.8969272253552845e-11,4.063416270128073e-13,0.1000000000181678
individual_2021_10pct,71,7.275957614183426e-12,3.492550693096064e-11,6.217248937900877e-14,0.09999999999185458
all_2015_2016_2021,71,0.0001426237213308923,7.094458354117705e-11,1.1013412404281553e-13,0.09999999998330747
individual_2015_full,72,1.3334471304915496e-07,2.842170943040401e-14,4.6629367034256575e-15,0.10000000000001112
individual_2016_full,72,1.569108098919969e-05,9.824585589512935e-12,6.217248937900877e-15,0.1000000000015876
individual_2021_10pct,72,0.0003720273780345451,1.460032095224051e-11,1.474376176702208e-13,0.10000000000335259
all_2015_2016_2021,72,0.00026378365873824805,2.1116441928370477e-13,1.4210854715202004e-14,0.09999999999994838
individual_2015_full,73,8.359535286217579e-10,8.293365993949919e-13,2.7658431100974212e-14,0.10000000000028623
individual_2016_full,73,0.00017139917690656148,1.8303025761667868e-11,7.993605777301127e-15,0.09999999999568192
individual_2021_10pct,73,2.134899295924697e-05,6.117328865684613e-13,1.709743457922741e-13,0.0999999999998942
all_2015_2016_2021,73,0.00011083601566497236,1.5555512433707008e-10,5.861977570020827e-14,0.10000000003668094
individual_2015_full,74,1.0351721130064107e-05,3.9932723794322555e-11,2.7755575615628914e-14,0.09999999998207218
individual_2016_full,74,1.9582994355005212e-06,5.270672787105468e-12,1.9584334154387761e-13,0.10000000000006695
individual_2021_10pct,74,5.904385034227744e-07,1.1027567747845524e-10,1.3766765505351941e-14,0.0999999999700566
all_2015_2016_2021,74,1.5857731341384351e-06,1.9095836023552692e-14,9.725553695716371e-14,0.09999999999998221
individual_2015_full,75,4.5656634029001e-10,3.870725961974131e-10,2.220446049250313e-15,0.10000000009478167
individual_2016_full,75,1.3211338227847591e-05,2.042810365310288e-14,1.1857181902996672e-13,0.10000000000000309
individual_2021_10pct,75,1.3053522707195953e-09,1.2989609388114332e-14,1.340705324537339e-12,0.09999999999999935
all_2015_2016_2021,75,8.173046808224171e-07,3.672395720855093e-12,9.992007221626409e-15,0.10000000000009186
individual_2015_full,76,7.335074769798666e-10,2.0923551780072103e-10,6.217248937900877e-15,0.0999999999267877
individual_2016_full,76,2.5465131329838187e-05,4.336087044976011e-12,2.4424906541753444e-14,0.09999999999997218
individual_2021_10pct,76,1.3818480510963127e-05,8.482103908136196e-14,1.3145040611561853e-13,0.09999999999993155
all_2015_2016_2021,76,1.5802470443304628e-11,8.903988657493755e-14,1.545569228156296e-12,0.10000000000003129
individual_2015_full,77,6.948994268896058e-09,1.535638283201024e-11,7.993605777301127e-15,0.10000000000014023
individual_2016_full,77,8.994998643174767e-05,5.966116489730666e-12,2.2648549702353193e-13,0.10000000000005319
individual_2021_10pct,77,0.0005010208369640168,7.638334409421077e-14,5.684341886080802e-14,0.0999999999998608
all_2015_2016_2021,77,9.44156272453256e-06,4.3864911702939935e-13,5.506706202140776e-13,0.09999999999963435
individual_2015_full,78,1.5735622582724318e-08,4.533227127012651e-10,1.7763568394002505e-15,0.1000000001029188
individual_2016_full,78,9.204528032569215e-05,6.087352844019733e-12,2.4868995751603507e-14,0.10000000000000948
individual_2021_10pct,78,0.00032781313348095864,1.0114131754335176e-13,2.220446049250313e-14,0.09999999999984935
all_2015_2016_2021,78,4.207888196106069e-06,2.424727085781342e-13,3.6637359812630166e-13,0.09999999999981772
individual_2015_full,79,3.1789113563718274e-08,1.5270857911531266e-09,3.552713678800501e-15,0.09999999963318255
individual_2016_full,79,3.4751708881231025e-05,2.230327034169477e-12,5.417888360170764e-14,0.09999999999945294
individual_2021_10pct,79,0.00011767888645408675,5.662137425588298e-15,1.3233858453531866e-13,0.1000000000000062
all_2015_2016_2021,79,1.1794745660154149e-06,5.960787419212465e-13,1.1057821325266559e-13,0.09999999999964485
individual_2015_full,80,2.3044776753522456e-08,1.165376684042485e-10,4.440892098500626e-15,0.1000000000307639
individual_2016_full,80,2.472662708896678e-05,9.059419880941277e-14,2.886579864025407e-14,0.1000000000000157
individual_2021_10pct,80,2.672769369382877e-05,1.701971896750365e-13,1.9184653865522705e-13,0.09999999999984455
all_2015_2016_2021,80,3.314016794320196e-08,3.9412917374193057e-13,7.240874566605271e-13,0.10000000000017681
individual_2015_full,81,1.6302692529279739e-10,3.950173521616307e-12,1.509903313490213e-14,0.09999999999904882
individual_2016_full,81,3.28269052261021e-05,9.25370891025068e-13,7.327471962526033e-14,0.09999999999977145
individual_2021_10pct,81,5.758821498602629e-05,1.3034018309099338e-13,1.0125233984581428e-13,0.09999999999982785
all_2015_2016_2021,81,7.155176717787981e-07,8.761880110341735e-13,1.5565326805244695e-13,0.09999999999949705
individual_2015_full,82,3.524291969370097e-12,4.507272333142964e-11,2.2648549702353193e-14,0.09999999999999812
individual_2016_full,82,1.933828571054619e-06,5.6634696932178485e-12,1.1679546219056647e-13,0.10000000000009213
individual_2021_10pct,82,1.2956570571986958e-07,5.011646653230173e-11,6.059597268404104e-13,0.09999999997772469
all_2015_2016_2021,82,1.0547864803811535e-09,9.825473767932635e-14,1.6543155734183301e-12,0.09999999999980466
individual_2015_full,83,6.447939227882671e-06,2.708944180085382e-14,2.886579864025407e-14,0.09999999999999695
individual_2016_full,83,3.388086042832583e-07,1.3095191597756184e-11,1.787459069646502e-13,0.09999999999385875
individual_2021_10pct,83,9.220813808497041e-06,2.9243274468626623e-13,1.4876988529977098e-13,0.100000000000068
all_2015_2016_2021,83,1.2784275895683095e-06,2.631228568361621e-14,3.3439917501709715e-13,0.10000000000000495
individual_2015_full,84,5.248352863418404e-10,2.2311041902867146e-12,2.7755575615628914e-14,0.0999999999988425
individual_2016_full,84,3.3511241781525314e-08,1.4432899320127035e-14,3.785860513971784e-13,0.10000000000000575
individual_2021_10pct,84,2.241948095615953e-06,2.2370993946196904e-13,5.773159728050814e-14,0.09999999999998177
all_2015_2016_2021,84,2.7039277483709157e-07,2.996636272456499e-11,2.928768338961163e-13,0.09999999999202484
individual_2015_full,85,6.948539521545172e-10,1.9806378759312793e-13,1.3322676295501878e-15,0.09999999999984469
individual_2016_full,85,0.0001312723361479584,1.3100631690576847e-13,1.7763568394002505e-15,0.09999999999984047
individual_2021_10pct,85,3.193759221176151e-05,9.038880754985712e-12,1.5010215292932116e-13,0.09999999999795388
all_2015_2016_2021,85,2.3482243705075234e-08,4.1366909897533333e-13,1.7830181775480014e-13,0.10000000000009972
individual_2015_full,86,3.535809577215332e-05,3.294187145286287e-11,3.774758283725532e-15,0.09999999998508143
individual_2016_full,86,1.4915713109076023e-10,9.481304630298837e-14,2.7533531010703882e-14,0.09999999999984921
individual_2021_10pct,86,3.4130109270336106e-05,1.8706258764211725e-11,2.4424906541753444e-13,0.09999999999683443
all_2015_2016_2021,86,1.1402789823478088e-10,1.9628743075372768e-13,3.597372399966048e-12,0.1000000000000538
individual_2015_full,87,1.152982605390207e-06,9.1319174444493e-12,7.26640969617165e-14,0.10000000000000046
individual_2016_full,87,1.2732925824820995e-10,5.007105841059456e-14,3.552713678800501e-15,0.09999999999990553
individual_2021_10pct,87,9.428176781511866e-05,1.674216321134736e-12,1.829647544582258e-13,0.09999999999996116
all_2015_2016_2021,87,4.422145138960332e-08,1.0667466909808354e-11,1.4178658247487874e-12,0.1000000000031102
individual_2015_full,88,1.7609185533729033e-05,1.9283497021405083e-10,6.106226635438361e-15,0.09999999991632372
individual_2016_full,88,3.637978807091713e-11,6.394884621840902e-14,3.019806626980426e-14,0.09999999999988726
individual_2021_10pct,88,4.985753548680805e-05,9.385769939029842e-11,5.417888360170764e-14,0.09999999997746183
all_2015_2016_2021,88,4.1609382606111467e-10,2.844391389089651e-13,1.3633719153638424e-11,0.10000000000008843
individual_2015_full,89,2.0879724615952e-09,2.0328183580886616e-13,7.993605777301127e-15,0.0999999999998377
individual_2016_full,89,0.000510404566739453,1.0702549957386509e-13,2.1316282072803006e-14,0.09999999999983451
individual_2021_10pct,89,8.161732694134116e-06,5.378142375889183e-12,2.4069635173873394e-13,0.099999999998675
all_2015_2016_2021,89,8.245115168392658e-08,5.99329474937349e-11,2.999822612537173e-13,0.09999999997355251
individual_2015_full,90,5.059109753347002e-08,1.2789769243681803e-13,5.329070518200751e-15,0.09999999999983011
individual_2016_full,90,0.0004333866891101934,7.638334409421077e-14,6.838973831690964e-14,0.09999999999988878
individual_2021_10pct,90,8.958522812463343e-10,5.366818101038007e-13,2.4939494913667204e-12,0.09999999999996498
all_2015_2016_2021,90,9.165045412373729e-06,1.1945999744966684e-13,1.0169642905566434e-13,0.09999999999986449
individual_2016_full,91,0.0002776256369543262,8.493206138382448e-14,1.7763568394002505e-14,0.09999999999988954
individual_2021_10pct,91,1.208441062772181e-07,6.052447432125518e-11,1.9628743075372768e-13,0.09999999997330684
individual_2016_full,92,0.00024995831699925475,9.270362255620057e-14,6.394884621840902e-14,0.09999999999989469
individual_2021_10pct,92,6.117033990449272e-08,5.657696533489798e-13,7.480682739924305e-13,0.10000000000009039
individual_2016_full,93,5.563553531828802e-05,2.1782575743145571e-13,2.6645352591003757e-15,0.09999999999978655
individual_2021_10pct,93,4.816001819563098e-09,2.9387603461827894e-13,9.73165992235181e-13,0.09999999999990246
individual_2016_full,94,1.1925749276997522e-10,2.0605739337042905e-13,2.761679773755077e-13,0.09999999999998706
individual_2021_10pct,94,3.290926542831585e-06,2.581268532253489e-13,4.263256414560601e-14,0.09999999999982981
individual_2016_full,95,2.8910562832606956e-10,1.6919798895287386e-13,2.092687134691573e-12,0.10000000000004954
individual_2021_10pct,95,4.6283075789688155e-06,3.049782648645305e-13,1.971756091734278e-13,0.09999999999979396
individual_2016_full,96,4.918774720863439e-09,1.1243783681891273e-10,7.893685705084863e-13,0.09999999996627576
individual_2021_10pct,96,3.3005253499140963e-06,1.2756462552943049e-13,3.1308289294429414e-13,0.09999999999994544
individual_2016_full,97,1.5950727174640633e-06,1.2323475573339238e-13,2.8843594179761567e-13,0.10000000000003254
individual_2021_10pct,97,1.6128069546539336e-08,7.283063041541027e-14,1.5065726444163374e-13,0.100000000000024
individual_2016_full,98,8.126294960675295e-05,2.8676283569950556e-11,2.042810365310288e-14,0.09999999999308666
individual_2021_10pct,98,3.0527280614478514e-07,1.0291212326762889e-11,1.1257661469699087e-13,0.09999999999514435
individual_2016_full,99,0.00022180316227604635,3.0434543774049416e-12,1.0302869668521453e-13,0.10000000000001197
individual_2021_10pct,99,4.8603396862745285e-09,7.216449660063518e-15,6.987188605478423e-13,0.10000000000000153
individual_2016_full,100,1.8189894035458565e-11,2.028377465990161e-13,4.796163466380676e-14,0.09999999999994554
individual_2021_10pct,100,1.4613551684306003e-06,5.891953591685706e-13,1.7763568394002505e-14,0.09999999999965944
individual_2016_full,101,8.731149137020111e-11,2.4855673075308005e-12,3.552713678800501e-14,0.10000000000001659
individual_2021_10pct,101,4.052553777000867e-07,5.9181548550668595e-12,9.725553695716371e-14,0.09999999999710399
individual_2016_full,102,7.639755494892597e-11,3.534483816736156e-11,1.7763568394002505e-15,0.0999999999917679
individual_2021_10pct,102,1.2308191799093038e-08,7.332578988439309e-12,3.2229774404868294e-13,0.10000000000228312
individual_2016_full,103,2.546585164964199e-11,1.2077450151082303e-11,6.572520305780927e-14,0.10000000000003932
individual_2021_10pct,103,3.1263334676623344e-07,1.0648926185297114e-11,4.285460875053104e-14,0.09999999999494576
individual_2016_full,104,1.0186340659856796e-10,1.1941558852868184e-12,2.6645352591003757e-14,0.10000000000009687
individual_2021_10pct,104,5.084611984784715e-07,4.149902643746373e-12,2.320366121466577e-13,0.09999999999796205
individual_2016_full,105,7.275957614183426e-12,2.03821404198834e-11,5.329070518200751e-15,0.09999999999525026
individual_2021_10pct,105,3.550721885403618e-07,8.656408923002346e-12,1.3211653993039363e-13,0.0999999999958446
individual_2016_full,106,5.820766091346741e-11,3.441691376337985e-14,4.3520742565306136e-14,0.10000000000000878
individual_2021_10pct,106,9.568793757352978e-09,1.63202784619898e-13,5.6066262743570405e-14,0.1000000000000744
individual_2016_full,107,2.3646862246096134e-11,1.574296248918472e-12,4.085620730620576e-14,0.0999999999996368
individual_2021_10pct,107,1.4835450201644562e-08,1.3733458814613186e-13,3.758104938356155e-13,0.10000000000000583
individual_2016_full,108,0.00013560674960899632,5.4687143702381036e-11,4.440892098500626e-15,0.09999999998684081
individual_2021_10pct,108,8.320885171997361e-07,4.369349326793781e-11,1.687538997430238e-13,0.10000000001179339
individual_2016_full,109,1.5053755305416416e-05,2.956523914576792e-11,1.0080825063596421e-13,0.09999999999253147
individual_2021_10pct,109,2.1496362023754045e-08,1.0148548668098556e-11,3.15636405900932e-13,0.09999999999694713
individual_2016_full,110,3.154840669594705e-06,1.1818324097134791e-12,1.9317880628477724e-14,0.09999999999936168
individual_2021_10pct,110,1.0724488674895838e-06,1.1168843627729075e-13,1.765254609153999e-13,0.10000000000001388
individual_2016_full,111,4.355499186203815e-06,8.537615059367454e-13,2.5646151868841116e-13,0.09999999999952236
individual_2021_10pct,111,2.0912784748361446e-06,5.969558181107004e-12,1.341149413747189e-13,0.10000000000000278
individual_2016_full,112,0.00010509196727070957,1.5876189252139739e-13,1.1812772982011666e-13,0.09999999999984929
individual_2021_10pct,112,2.0040955860167742e-05,1.7105339367162742e-10,8.126832540256146e-14,0.10000000003982794
individual_2016_full,113,2.7284841053187847e-11,1.2922996006636822e-13,6.217248937900877e-15,0.09999999999984437
individual_2021_10pct,113,1.4966495655244216e-05,9.392486788328824e-14,4.440892098500626e-15,0.10000000000003159
individual_2016_full,114,2.000888343900442e-11,1.0258460747536446e-13,4.529709940470639e-14,0.0999999999998548
individual_2021_10pct,114,9.356299415230751e-07,2.502531515347073e-11,8.326672684688674e-14,0.10000000000675724
individual_2016_full,115,1.8189894035458565e-12,1.1790568521519162e-13,1.509903313490213e-14,0.09999999999986169
individual_2021_10pct,115,1.4246943464968354e-06,3.1241675912951905e-13,1.7541523789077473e-13,0.09999999999995282
individual_2016_full,116,3.456079866737127e-11,1.1324274851176597e-13,8.881784197001252e-16,0.09999999999986298
