toy_index,toy_hist,function_tag,source_model,source_label,source_root,container,dataset,mass_GeV,sigma_val,blind_lo,blind_hi,A_up,eps2_up,p0_analytic,Z_analytic,A_hat,sigma_A,extract_success,cls_statistic,cls_calibration,signal_model,global_method,visibility,kernel_str,ls_lo,ls_hi,ls_init,ls_opt,sigma_x,const_opt,lml,n_train,ls_lo_over_sigma_x,ls_hi_over_sigma_x,ls_opt_over_sigma_x,ls_lo_over_sigma,ls_hi_over_sigma,ls_opt_over_sigma,native_input_bin_width_gev,production_rebin_requested,rebinned_bin_width_gev,rebinned_n_full,rebinned_n_blind,rebinned_n_train_expected,rebinned_n_train_low,rebinned_n_train_high,training_geometry_valid,optimizer_restarts_requested,eps2_density_implementation,eps2_up_promotable,study_id,task_id,truth_model,truth_function_tag,study_scenario,source_family,exposure_multiplier,ls_upper_factor_requested,background_toy_index,optimizer_seed,injection_seed,generated_config_sha256,base_config_sha256,fit_code_commit,expected_limit_bands,repair_attempt_id,repair_row_id,repair_variant,repair_reason,repair_warm_start,repair_source_factor,repair_source_attempt_path,repair_base_seed,repair_kernel_constant_init,repair_kernel_ls_init,repair_config_path,repair_config_sha256,repair_fit_is_actual,repair_interpolation_used
1,toy_0001,fSigPowExpQ,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/sigpowexpq/2021_10pct_x10,2021,0.05,0.0019941875,0.045513078125,0.054486921875,32664.36395148684,4.289397285554055e-06,0.215630686380515,0.787035008554608,11657.891759680544,14769.730748952194,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.18**2 * RBF(length_scale=0.352),0.0430198208653474,0.3519803525346612,0.1230533693734673,0.3519803525346611,0.0391089280594068,51.53985743026392,2118.6237514484974,402,1.1,9.0,8.999999999999998,21.57260581833327,176.50313851363583,176.5031385136358,0.000125,5,0.000625,416,14,402,9,393,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f09__sigpowexpq__2021_10pct_x10__t0001,sigpowexpq,fSigPowExpQ,2021_10pct_x10,ten_pct,10,9,1,1592314742,,b4ea187def3a884134978051a84612b8b87b59f03180a82fa7791b4af0ccb21b,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False,repair__f09__sigpowexpq__2021_10pct_x10__t0001__m050__warm,repair__f09__sigpowexpq__2021_10pct_x10__t0001__m050,warm,lower_factor_optimizer_miss;unresolved_exact_initialization_state,True,25,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f25/sigpowexpq/2021_10pct_x10/toy_0001/grid_050_020_250/attempt_001,800549000,1.0,0.2050889489557788,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f09/sigpowexpq/2021_10pct_x10/toy_0001/m050MeV/warm/attempt_002/repair_config.yaml,b4ea187def3a884134978051a84612b8b87b59f03180a82fa7791b4af0ccb21b,True,False
