scenario,background_toy_index,mass_MeV,mass_GeV,lower_factor,upper_factor,strict_lml_tolerance,gate_lml_per_train_tolerance,comparable,reason,n_train,lower_lml,upper_lml,delta_lml_upper_minus_lower,delta_lml_per_train,strict_nested_order_violation,material_nested_order_violation,same_input_geometry
2021_10pct,5,50,0.05,15,20,0.0001,0.001,True,,402,1664.395987986982,1664.395988800625,8.136430551530793e-07,2.0239876993857694e-09,False,False,True
2021_10pct,5,50,0.05,20,25,0.0001,0.001,True,,402,1664.395988800625,1664.3959888418524,4.122739483136684e-08,1.025557085357384e-10,False,False,True
2021_10pct,5,70,0.07,15,20,0.0001,0.001,True,,400,1632.2578739848389,1632.2578715405673,-2.4442715584882535e-06,-6.110678896220634e-09,False,False,True
2021_10pct,5,70,0.07,20,25,0.0001,0.001,True,,400,1632.2578715405673,1632.2578735041532,1.9635858734545764e-06,4.908964683636441e-09,False,False,True
2021_10pct,5,90,0.09,15,20,0.0001,0.001,True,,398,1628.10696063786,1628.9125799103922,0.8056192725321125,0.0020241690264625944,False,False,True
2021_10pct,5,90,0.09,20,25,0.0001,0.001,True,,398,1628.9125799103922,1628.9125853084447,5.398052508098772e-06,1.356294600024817e-08,False,False,True
2021_10pct,5,110,0.11,15,20,0.0001,0.001,True,,396,1617.5494005342493,1619.1925590660767,1.6431585318273392,0.0041493902318872206,False,False,True
2021_10pct,5,110,0.11,20,25,0.0001,0.001,True,,396,1619.1925590660767,1619.1925575124642,-1.5536124919890426e-06,-3.923263868659198e-09,False,False,True
2021_10pct,5,130,0.13,15,20,0.0001,0.001,True,,394,1611.7035244131384,1613.2620440370147,1.5585196238762364,0.003955633563137656,False,False,True
2021_10pct,5,130,0.13,20,25,0.0001,0.001,True,,394,1613.2620440370147,1613.2620409086858,-3.1283288990380242e-06,-7.939921063548284e-09,False,False,True
2021_10pct,5,150,0.15,15,20,0.0001,0.001,True,,390,1600.355848241206,1602.191915784478,1.836067543271838,0.0047078654955688155,False,False,True
2021_10pct,5,150,0.15,20,25,0.0001,0.001,True,,390,1602.191915784478,1602.1919138828523,-1.9016256374015938e-06,-4.8759631728246e-09,False,False,True
2021_10pct,5,170,0.17,15,20,0.0001,0.001,True,,386,1582.534577607048,1584.6445882714715,2.1100106644234984,0.0054663488715634674,False,False,True
2021_10pct,5,170,0.17,20,25,0.0001,0.001,True,,386,1584.6445882714715,1584.6445836980224,-4.573449132294627e-06,-1.1848313814234784e-08,False,False,True
2021_10pct,5,190,0.19,15,20,0.0001,0.001,True,,382,1574.076960480193,1576.1804887557614,2.103528275568351,0.005506618522430238,False,False,True
2021_10pct,5,190,0.19,20,25,0.0001,0.001,True,,382,1576.1804887557614,1576.1804868625377,-1.8932237253466155e-06,-4.95608305064559e-09,False,False,True
2021_10pct,5,210,0.21,15,20,0.0001,0.001,True,,378,1564.805914133509,1566.5198653982864,1.713951264777279,0.0045342626052308965,False,False,True
2021_10pct,5,210,0.21,20,25,0.0001,0.001,True,,378,1566.5198653982864,1566.5198659566297,5.583433448919095e-07,1.4770987960103427e-09,False,False,True
2021_10pct,5,230,0.23,15,20,0.0001,0.001,True,,372,1554.0441092199171,1554.9570737573654,0.9129645374482607,0.0024542057458286576,False,False,True
2021_10pct,5,230,0.23,20,25,0.0001,0.001,True,,372,1554.9570737573654,1554.9570746126938,8.553283805667888e-07,2.299269840233303e-09,False,False,True
2021_10pct,5,250,0.25,15,20,0.0001,0.001,True,,366,1549.5738170132993,1549.7194595709595,0.1456425576602669,0.0003979304854105653,False,False,True
2021_10pct,5,250,0.25,20,25,0.0001,0.001,True,,366,1549.7194595709595,1549.719457877063,-1.6938965927693062e-06,-4.6281327671292514e-09,False,False,True
