toy_index,toy_hist,function_tag,source_model,source_label,source_root,container,dataset,mass_GeV,sigma_val,blind_lo,blind_hi,A_up,eps2_up,p0_analytic,Z_analytic,A_hat,sigma_A,extract_success,cls_statistic,cls_calibration,signal_model,global_method,visibility,kernel_str,ls_lo,ls_hi,ls_init,ls_opt,sigma_x,const_opt,lml,n_train,ls_lo_over_sigma_x,ls_hi_over_sigma_x,ls_opt_over_sigma_x,ls_lo_over_sigma,ls_hi_over_sigma,ls_opt_over_sigma,native_input_bin_width_gev,production_rebin_requested,rebinned_bin_width_gev,rebinned_n_full,rebinned_n_blind,rebinned_n_train_expected,rebinned_n_train_low,rebinned_n_train_high,training_geometry_valid,optimizer_restarts_requested,eps2_density_implementation,eps2_up_promotable,study_id,task_id,truth_model,truth_function_tag,study_scenario,source_family,exposure_multiplier,ls_upper_factor_requested,background_toy_index,optimizer_seed,injection_seed,generated_config_sha256,base_config_sha256,fit_code_commit,expected_limit_bands,repair_attempt_id,repair_row_id,repair_variant,repair_reason,repair_warm_start,repair_source_factor,repair_source_attempt_path,repair_base_seed,repair_kernel_constant_init,repair_config_path,repair_config_sha256,repair_fit_is_actual,repair_interpolation_used
8,toy_0008,fGenGammaThresh,functional_form,fGenGammaThresh,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/gengamma/2021_1pct_x100,2021,0.25,0.0068716875,0.234538703125,0.265461296875,16330.425318893953,7.742343412387126e-06,0.0550464912242298,1.597775349922809,8920.698570772363,5635.421640865531,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,10.4**2 * RBF(length_scale=0.244),0.0298273491207752,0.2440419473517978,0.0853177845690799,0.2440419473517978,0.0271157719279775,107.20512448113782,1872.5434688140915,366,1.1,9.0,8.999999999999998,4.3406148956534025,35.514121873527834,35.514121873527834,0.000125,5,0.000625,416,50,366,311,55,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f09__gengamma__2021_1pct_x100__t0008,gengamma,fGenGammaThresh,2021_1pct_x100,one_pct,100,9,8,2710631701,,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False,repair__f09__gengamma__2021_1pct_x100__t0008__m250__salt_01,repair__f09__gengamma__2021_1pct_x100__t0008__m250,salt_01,lower_factor_optimizer_miss,False,,,3830878276,1.0,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,True,False
