fit_id,group,rank,dataset,mass_hypothesis_MeV,bin_center_MeV,bin_width_MeV,observed,gp_mean,profiled_background,signal,total,in_fit
2015_rank2_m021,2015,2,2015,21,97.375,0.2500000000000002,406.0,427.42857049225086,427.42857049225086,0.0,427.42857049225086,False
2015_rank2_m021,2015,2,2015,21,97.625,0.24999999999998634,432.0,417.1611765448237,417.1611765448237,0.0,417.1611765448237,False
2015_rank2_m021,2015,2,2015,21,97.87500000000001,0.2500000000000141,403.0,407.1620075618195,407.1620075618195,0.0,407.1620075618195,False
2015_rank2_m021,2015,2,2015,21,98.125,0.24999999999998634,398.0,397.42444938334535,397.42444938334535,0.0,397.42444938334535,False
2015_rank2_m021,2015,2,2015,21,98.37500000000001,0.2500000000000141,381.0,387.9420334828276,387.9420334828276,0.0,387.9420334828276,False
2015_rank2_m021,2015,2,2015,21,98.625,0.2500000000000002,379.0,378.70843376549806,378.70843376549806,0.0,378.70843376549806,False
2015_rank2_m021,2015,2,2015,21,98.87500000000001,0.2500000000000002,370.0,369.7174635450478,369.7174635450478,0.0,369.7174635450478,False
2015_rank2_m021,2015,2,2015,21,99.125,0.2500000000000002,384.0,360.9630725432716,360.9630725432716,0.0,360.9630725432716,False
2015_rank2_m021,2015,2,2015,21,99.375,0.2500000000000002,337.0,352.43934410391006,352.43934410391006,0.0,352.43934410391006,False
2015_rank2_m021,2015,2,2015,21,99.625,0.2500000000000002,373.0,344.14049246026366,344.14049246026366,0.0,344.14049246026366,False
2015_rank2_m021,2015,2,2015,21,99.875,0.24999999999998634,334.0,336.06086006974374,336.06086006974374,0.0,336.06086006974374,False
2015_rank2_m021,2015,2,2015,21,100.12500000000001,0.2500000000000141,357.0,328.19491506624615,328.19491506624615,0.0,328.19491506624615,False
2015_rank2_m021,2015,2,2015,21,100.375,0.24999999999998634,332.0,320.53724881622315,320.53724881622315,0.0,320.53724881622315,False
2015_rank2_m021,2015,2,2015,21,100.62500000000001,0.2500000000000141,303.0,313.0825734915127,313.0825734915127,0.0,313.0825734915127,False
2015_rank2_m021,2015,2,2015,21,100.875,0.2500000000000002,281.0,305.82571975378397,305.82571975378397,0.0,305.82571975378397,False
2015_rank2_m021,2015,2,2015,21,101.12500000000001,0.2500000000000002,291.0,298.7616345107181,298.7616345107181,0.0,298.7616345107181,False
2015_rank2_m021,2015,2,2015,21,101.375,0.2500000000000002,289.0,291.88537867105197,291.88537867105197,0.0,291.88537867105197,False
2015_rank2_m021,2015,2,2015,21,101.625,0.2500000000000002,273.0,285.1921250415294,285.1921250415294,0.0,285.1921250415294,False
2015_rank2_m021,2015,2,2015,21,101.87500000000001,0.2500000000000002,281.0,278.67715620715643,278.67715620715643,0.0,278.67715620715643,False
2015_rank2_m021,2015,2,2015,21,102.12500000000001,0.2500000000000002,264.0,272.3358624831975,272.3358624831975,0.0,272.3358624831975,False
2015_rank2_m021,2015,2,2015,21,102.37500000000001,0.2500000000000002,281.0,266.16373992571476,266.16373992571476,0.0,266.16373992571476,False
2015_rank2_m021,2015,2,2015,21,102.62500000000001,0.2500000000000002,275.0,260.15638831727705,260.15638831727705,0.0,260.15638831727705,False
2015_rank2_m021,2015,2,2015,21,102.87500000000001,0.2500000000000002,247.0,254.3095093257626,254.3095093257626,0.0,254.3095093257626,False
2015_rank2_m021,2015,2,2015,21,103.125,0.2500000000000002,262.0,248.6189045184812,248.6189045184812,0.0,248.6189045184812,False
2015_rank2_m021,2015,2,2015,21,103.37500000000001,0.2500000000000002,209.0,243.08047356921494,243.08047356921494,0.0,243.08047356921494,False
2015_rank2_m021,2015,2,2015,21,103.625,0.2500000000000002,238.0,237.6902124076214,237.6902124076214,0.0,237.6902124076214,False
2015_rank2_m021,2015,2,2015,21,103.875,0.2500000000000002,228.0,232.44421139983322,232.44421139983322,0.0,232.44421139983322,False
2015_rank2_m021,2015,2,2015,21,104.12500000000001,0.2500000000000002,242.0,227.33865361276762,227.33865361276762,0.0,227.33865361276762,False
2015_rank2_m021,2015,2,2015,21,104.375,0.2500000000000002,219.0,222.36981303249348,222.36981303249348,0.0,222.36981303249348,False
2015_rank2_m021,2015,2,2015,21,104.62500000000001,0.2500000000000002,213.0,217.5340528520111,217.5340528520111,0.0,217.5340528520111,False
2015_rank2_m021,2015,2,2015,21,104.875,0.2500000000000002,222.0,212.8278237866531,212.8278237866531,0.0,212.8278237866531,False
2015_rank2_m021,2015,2,2015,21,105.12500000000001,0.2500000000000002,218.0,208.2476623613156,208.2476623613156,0.0,208.2476623613156,False
2015_rank2_m021,2015,2,2015,21,105.375,0.2500000000000002,211.0,203.79018927672342,203.79018927672342,0.0,203.79018927672342,False
2015_rank2_m021,2015,2,2015,21,105.62500000000001,0.2500000000000002,189.0,199.4521077552073,199.4521077552073,0.0,199.4521077552073,False
2015_rank2_m021,2015,2,2015,21,105.87500000000001,0.2500000000000002,217.0,195.23020193626883,195.23020193626883,0.0,195.23020193626883,False
2015_rank2_m021,2015,2,2015,21,106.125,0.2500000000000002,174.0,191.1213352658761,191.1213352658761,0.0,191.1213352658761,False
2015_rank2_m021,2015,2,2015,21,106.37500000000001,0.2500000000000002,171.0,187.12244891492676,187.12244891492676,0.0,187.12244891492676,False
2015_rank2_m021,2015,2,2015,21,106.625,0.2500000000000002,168.0,183.23056021534313,183.23056021534313,0.0,183.23056021534313,False
2015_rank2_m021,2015,2,2015,21,106.87500000000001,0.2500000000000002,172.0,179.44276111979912,179.44276111979912,0.0,179.44276111979912,False
2015_rank2_m021,2015,2,2015,21,107.125,0.2500000000000002,155.0,175.75621665710605,175.75621665710605,0.0,175.75621665710605,False
2015_rank2_m021,2015,2,2015,21,107.37500000000001,0.2500000000000002,165.0,172.1681634412016,172.1681634412016,0.0,172.1681634412016,False
2015_rank2_m021,2015,2,2015,21,107.625,0.24999999999998634,163.0,168.67590816631719,168.67590816631719,0.0,168.67590816631719,False
2015_rank2_m021,2015,2,2015,21,107.87500000000001,0.2500000000000141,158.0,165.27682612520053,165.27682612520053,0.0,165.27682612520053,False
2015_rank2_m021,2015,2,2015,21,108.12500000000001,0.24999999999998634,151.0,161.96835976208354,161.96835976208354,0.0,161.96835976208354,False
2015_rank2_m021,2015,2,2015,21,108.375,0.2500000000000002,147.0,158.74801722217552,158.74801722217552,0.0,158.74801722217552,False
2015_rank2_m021,2015,2,2015,21,108.62500000000001,0.2500000000000002,162.0,155.61337092611623,155.61337092611623,0.0,155.61337092611623,False
2015_rank2_m021,2015,2,2015,21,108.875,0.2500000000000141,127.0,152.5620561724953,152.5620561724953,0.0,152.5620561724953,False
2015_rank2_m021,2015,2,2015,21,109.12500000000001,0.24999999999998634,157.0,149.59176974045067,149.59176974045067,0.0,149.59176974045067,False
2015_rank2_m021,2015,2,2015,21,109.375,0.2500000000000141,151.0,146.70026851619264,146.70026851619264,0.0,146.70026851619264,False
2015_rank2_m021,2015,2,2015,21,109.62500000000001,0.24999999999998634,145.0,143.88536815098576,143.88536815098576,0.0,143.88536815098576,False
2015_rank2_m021,2015,2,2015,21,109.87500000000001,0.2500000000000002,144.0,141.14494171324714,141.14494171324714,0.0,141.14494171324714,False
2015_rank2_m021,2015,2,2015,21,110.12500000000001,0.2500000000000002,150.0,138.4769183810449,138.4769183810449,0.0,138.4769183810449,False
2015_rank2_m021,2015,2,2015,21,110.37500000000001,0.2500000000000002,125.0,135.8792821390344,135.8792821390344,0.0,135.8792821390344,False
2015_rank2_m021,2015,2,2015,21,110.625,0.2500000000000002,141.0,133.35007050002858,133.35007050002858,0.0,133.35007050002858,False
2015_rank2_m021,2015,2,2015,21,110.87500000000001,0.2500000000000002,131.0,130.88737324300652,130.88737324300652,0.0,130.88737324300652,False
2015_rank2_m021,2015,2,2015,21,111.125,0.2500000000000141,134.0,128.48933117201005,128.48933117201005,0.0,128.48933117201005,False
2015_rank2_m021,2015,2,2015,21,111.37500000000001,0.24999999999998634,116.0,126.15413489564291,126.15413489564291,0.0,126.15413489564291,False
2015_rank2_m021,2015,2,2015,21,111.625,0.2500000000000141,125.0,123.8800236209185,123.8800236209185,0.0,123.8800236209185,False
2015_rank2_m021,2015,2,2015,21,111.87500000000001,0.24999999999998634,121.0,121.66528396694063,121.66528396694063,0.0,121.66528396694063,False
2015_rank2_m021,2015,2,2015,21,112.12500000000001,0.2500000000000002,116.0,119.50824880487741,119.50824880487741,0.0,119.50824880487741,False
2015_rank2_m021,2015,2,2015,21,112.37500000000001,0.2500000000000002,113.0,117.40729611136875,117.40729611136875,0.0,117.40729611136875,False
2015_rank2_m021,2015,2,2015,21,112.62500000000001,0.2500000000000002,102.0,115.36084784166172,115.36084784166172,0.0,115.36084784166172,False
2015_rank2_m021,2015,2,2015,21,112.875,0.2500000000000141,113.0,113.36736882525975,113.36736882525975,0.0,113.36736882525975,False
2015_rank2_m021,2015,2,2015,21,113.125,0.24999999999998634,118.0,111.42536567906683,111.42536567906683,0.0,111.42536567906683,False
2015_rank2_m021,2015,2,2015,21,113.375,0.2500000000000141,110.0,109.53338574518088,109.53338574518088,0.0,109.53338574518088,False
2015_rank2_m021,2015,2,2015,21,113.625,0.24999999999998634,99.0,107.69001603708173,107.69001603708173,0.0,107.69001603708173,False
2015_rank2_m021,2015,2,2015,21,113.875,0.2500000000000141,86.0,105.89388222225791,105.89388222225791,0.0,105.89388222225791,False
2015_rank2_m021,2015,2,2015,21,114.125,0.24999999999998634,102.0,104.1436476065008,104.1436476065008,0.0,104.1436476065008,False
2015_rank2_m021,2015,2,2015,21,114.375,0.2500000000000002,93.0,102.43801215830752,102.43801215830752,0.0,102.43801215830752,False
2015_rank2_m021,2015,2,2015,21,114.625,0.2500000000000002,112.0,100.77571153459174,100.77571153459174,0.0,100.77571153459174,False
2015_rank2_m021,2015,2,2015,21,114.875,0.2500000000000002,90.0,99.15551613213874,99.15551613213874,0.0,99.15551613213874,False
2015_rank2_m021,2015,2,2015,21,115.12499999999999,0.2500000000000141,90.0,97.5762301660692,97.5762301660692,0.0,97.5762301660692,False
2015_rank2_m021,2015,2,2015,21,115.375,0.24999999999998634,94.0,96.03669076329136,96.03669076329136,0.0,96.03669076329136,False
2015_rank2_m021,2015,2,2015,21,115.62499999999999,0.2500000000000141,89.0,94.53576706446214,94.53576706446214,0.0,94.53576706446214,False
2015_rank2_m021,2015,2,2015,21,115.875,0.24999999999998634,90.0,93.07235936401113,93.07235936401113,0.0,93.07235936401113,False
2015_rank2_m021,2015,2,2015,21,116.125,0.2500000000000141,86.0,91.64539826016825,91.64539826016825,0.0,91.64539826016825,False
2015_rank2_m021,2015,2,2015,21,116.375,0.24999999999998634,80.0,90.25384381794893,90.25384381794893,0.0,90.25384381794893,False
2015_rank2_m021,2015,2,2015,21,116.625,0.2500000000000002,102.0,88.89668476671223,88.89668476671223,0.0,88.89668476671223,False
2015_rank2_m021,2015,2,2015,21,116.875,0.2500000000000141,72.0,87.57293769983195,87.57293769983195,0.0,87.57293769983195,False
2015_rank2_m021,2015,2,2015,21,117.125,0.24999999999998634,81.0,86.28164630562789,86.28164630562789,0.0,86.28164630562789,False
2015_rank2_m021,2015,2,2015,21,117.375,0.2500000000000141,87.0,85.02188060830478,85.02188060830478,0.0,85.02188060830478,False
2015_rank2_m021,2015,2,2015,21,117.62500000000001,0.24999999999998634,82.0,83.79273623189047,83.79273623189047,0.0,83.79273623189047,False
2015_rank2_m021,2015,2,2015,21,117.87500000000001,0.2500000000000141,80.0,82.59333368498659,82.59333368498659,0.0,82.59333368498659,False
2015_rank2_m021,2015,2,2015,21,118.12500000000001,0.24999999999998634,72.0,81.42281765075872,81.42281765075872,0.0,81.42281765075872,False
2015_rank2_m021,2015,2,2015,21,118.37500000000001,0.2500000000000141,94.0,80.280356312297,80.280356312297,0.0,80.280356312297,False
2015_rank2_m021,2015,2,2015,21,118.62500000000001,0.24999999999998634,95.0,79.16514068018019,79.16514068018019,0.0,79.16514068018019,False
2015_rank2_m021,2015,2,2015,21,118.87500000000001,0.24999999999998634,73.0,78.07638394501788,78.07638394501788,0.0,78.07638394501788,False
2015_rank2_m021,2015,2,2015,21,119.12500000000001,0.2500000000000141,79.0,77.01332084636178,77.01332084636178,0.0,77.01332084636178,False
2015_rank2_m021,2015,2,2015,21,119.37500000000001,0.24999999999998634,86.0,75.97520705605797,75.97520705605797,0.0,75.97520705605797,False
2015_rank2_m021,2015,2,2015,21,119.62500000000001,0.2500000000000141,87.0,74.96131857919453,74.96131857919453,0.0,74.96131857919453,False
2015_rank2_m021,2015,2,2015,21,119.87500000000001,0.24999999999998634,72.0,73.97095117250237,73.97095117250237,0.0,73.97095117250237,False
2015_rank2_m021,2015,2,2015,21,120.12500000000001,0.2500000000000141,80.0,73.00341977616635,73.00341977616635,0.0,73.00341977616635,False
2015_rank2_m021,2015,2,2015,21,120.37500000000001,0.24999999999998634,80.0,72.05805796240753,72.05805796240753,0.0,72.05805796240753,False
2015_rank2_m021,2015,2,2015,21,120.62500000000001,0.2500000000000141,68.0,71.13421740042105,71.13421740042105,0.0,71.13421740042105,False
2015_rank2_m021,2015,2,2015,21,120.87500000000001,0.2500000000000002,66.0,70.23126733825269,70.23126733825269,0.0,70.23126733825269,False
2015_rank2_m021,2015,2,2015,21,121.12500000000001,0.24999999999998634,71.0,69.34859409195872,69.34859409195872,0.0,69.34859409195872,False
2015_rank2_m021,2015,2,2015,21,121.37500000000001,0.2500000000000141,68.0,68.4856005591224,68.4856005591224,0.0,68.4856005591224,False
2015_rank2_m021,2015,2,2015,21,121.62500000000001,0.24999999999998634,65.0,67.64170573968734,67.64170573968734,0.0,67.64170573968734,False
2015_rank2_m021,2015,2,2015,21,121.87500000000001,0.2500000000000141,49.0,66.81634427682081,66.81634427682081,0.0,66.81634427682081,False
2015_rank2_m021,2015,2,2015,21,122.12500000000001,0.24999999999998634,71.0,66.00896600276536,66.00896600276536,0.0,66.00896600276536,False
2015_rank2_m021,2015,2,2015,21,122.37500000000001,0.2500000000000141,78.0,65.21903551078825,65.21903551078825,0.0,65.21903551078825,False
2015_rank2_m021,2015,2,2015,21,122.62500000000001,0.24999999999998634,62.0,64.44603172800093,64.44603172800093,0.0,64.44603172800093,False
2015_rank2_m021,2015,2,2015,21,122.87500000000001,0.2500000000000141,78.0,63.68944750806892,63.68944750806892,0.0,63.68944750806892,False
2015_rank2_m021,2015,2,2015,21,123.12500000000001,0.2500000000000002,65.0,62.948789239004526,62.948789239004526,0.0,62.948789239004526,False
2015_rank2_m021,2015,2,2015,21,123.37500000000001,0.24999999999998634,53.0,62.223576453652,62.223576453652,0.0,62.223576453652,False
2015_rank2_m021,2015,2,2015,21,123.62500000000001,0.2500000000000141,63.0,61.51334146525274,61.51334146525274,0.0,61.51334146525274,False
2015_rank2_m021,2015,2,2015,21,123.87500000000001,0.24999999999998634,53.0,60.81762900268321,60.81762900268321,0.0,60.81762900268321,False
2015_rank2_m021,2015,2,2015,21,124.12500000000001,0.2500000000000141,82.0,60.13599586734013,60.13599586734013,0.0,60.13599586734013,False
2015_rank2_m021,2015,2,2015,21,124.375,0.24999999999998634,66.0,59.468010594570785,59.468010594570785,0.0,59.468010594570785,False
2015_rank2_m021,2015,2,2015,21,124.62500000000001,0.2500000000000141,51.0,58.813253132298854,58.813253132298854,0.0,58.813253132298854,False
2015_rank2_m021,2015,2,2015,21,124.875,0.24999999999998634,59.0,58.17131452293905,58.17131452293905,0.0,58.17131452293905,False
2015_rank2_m021,2015,2,2015,21,125.12500000000001,0.2500000000000002,62.0,57.541796603427215,57.541796603427215,0.0,57.541796603427215,False
2015_rank2_m021,2015,2,2015,21,125.37500000000001,0.2500000000000002,64.0,56.924311714102565,56.924311714102565,0.0,56.924311714102565,False
2015_rank2_m021,2015,2,2015,21,125.62500000000001,0.2500000000000002,66.0,56.31848241215585,56.31848241215585,0.0,56.31848241215585,False
2015_rank2_m021,2015,2,2015,21,125.87500000000001,0.2500000000000002,52.0,55.723941202641996,55.723941202641996,0.0,55.723941202641996,False
2015_rank2_m021,2015,2,2015,21,126.12500000000001,0.2500000000000002,62.0,55.14033027387811,55.14033027387811,0.0,55.14033027387811,False
2015_rank2_m021,2015,2,2015,21,126.37500000000001,0.2500000000000002,62.0,54.56730124508063,54.56730124508063,0.0,54.56730124508063,False
2015_rank2_m021,2015,2,2015,21,126.62500000000001,0.2500000000000002,54.0,54.004514923216426,54.004514923216426,0.0,54.004514923216426,False
2015_rank2_m021,2015,2,2015,21,126.87500000000001,0.2500000000000002,44.0,53.45164106500511,53.45164106500511,0.0,53.45164106500511,False
2015_rank2_m021,2015,2,2015,21,127.12499999999999,0.250000000000028,52.0,52.908358153175044,52.908358153175044,0.0,52.908358153175044,False
2015_rank2_m021,2015,2,2015,21,127.37500000000001,0.24999999999997247,49.0,52.37435317685633,52.37435317685633,0.0,52.37435317685633,False
2015_rank2_m021,2015,2,2015,21,127.62499999999999,0.250000000000028,60.0,51.84932142239857,51.84932142239857,0.0,51.84932142239857,False
2015_rank2_m021,2015,2,2015,21,127.87500000000001,0.24999999999997247,64.0,51.33296627194119,51.33296627194119,0.0,51.33296627194119,False
2015_rank2_m021,2015,2,2015,21,128.12500000000003,0.2500000000000002,50.0,50.82499900613815,50.82499900613815,0.0,50.82499900613815,False
2015_rank2_m021,2015,2,2015,21,128.37500000000003,0.2500000000000002,67.0,50.32513862392254,50.32513862392254,0.0,50.32513862392254,False
2015_rank2_m021,2015,2,2015,21,128.62500000000003,0.2500000000000002,52.0,49.833111656351036,49.833111656351036,0.0,49.833111656351036,False
2015_rank2_m021,2015,2,2015,21,128.87500000000003,0.2500000000000002,47.0,49.34865199751334,49.34865199751334,0.0,49.34865199751334,False
2015_rank2_m021,2015,2,2015,21,129.12500000000003,0.2500000000000002,48.0,48.871500738648834,48.871500738648834,0.0,48.871500738648834,False
2015_rank2_m021,2015,2,2015,21,129.37500000000003,0.2500000000000002,44.0,48.4014060096193,48.4014060096193,0.0,48.4014060096193,False
2015_rank2_m021,2015,2,2015,21,129.62500000000003,0.2500000000000002,49.0,47.93812282385263,47.93812282385263,0.0,47.93812282385263,False
2015_rank2_m021,2015,2,2015,21,129.87500000000003,0.2500000000000002,53.0,47.48141293464551,47.48141293464551,0.0,47.48141293464551,False
2015_rank2_m021,2015,2,2015,21,130.12500000000003,0.2500000000000002,46.0,47.031044692485715,47.031044692485715,0.0,47.031044692485715,False
2015_rank2_m021,2015,2,2015,21,130.375,0.2500000000000002,41.0,46.58679291018496,46.58679291018496,0.0,46.58679291018496,False
2015_rank2_m021,2015,2,2015,21,130.62500000000003,0.2500000000000002,55.0,46.14843873406749,46.14843873406749,0.0,46.14843873406749,False
2015_rank2_m021,2015,2,2015,21,130.875,0.2500000000000002,53.0,45.71576951914694,45.71576951914694,0.0,45.71576951914694,False
2015_rank2_m021,2015,2,2015,21,131.12500000000003,0.250000000000028,44.0,45.28857870787117,45.28857870787117,0.0,45.28857870787117,False
2015_rank2_m021,2015,2,2015,21,131.375,0.24999999999997247,37.0,44.86666571800078,44.86666571800078,0.0,44.86666571800078,False
2015_rank2_m021,2015,2,2015,21,131.625,0.250000000000028,42.0,44.44983583158378,44.44983583158378,0.0,44.44983583158378,False
2015_rank2_m021,2015,2,2015,21,131.875,0.24999999999997247,48.0,44.037900087340105,44.037900087340105,0.0,44.037900087340105,False
2015_rank2_m021,2015,2,2015,21,132.12500000000003,0.250000000000028,39.0,43.630675181329664,43.630675181329664,0.0,43.630675181329664,False
2015_rank2_m021,2015,2,2015,21,132.375,0.24999999999997247,35.0,43.22798336753958,43.22798336753958,0.0,43.22798336753958,False
2015_rank2_m021,2015,2,2015,21,132.62500000000003,0.2500000000000002,34.0,42.82965236423697,42.82965236423697,0.0,42.82965236423697,False
2015_rank2_m021,2015,2,2015,21,132.875,0.2500000000000002,34.0,42.43551526334953,42.43551526334953,0.0,42.43551526334953,False
2015_rank2_m021,2015,2,2015,21,133.12500000000003,0.2500000000000002,42.0,42.04541044216397,42.04541044216397,0.0,42.04541044216397,False
2015_rank2_m021,2015,2,2015,21,133.375,0.2500000000000002,38.0,41.65918148105512,41.65918148105512,0.0,41.65918148105512,False
2015_rank2_m021,2015,2,2015,21,133.62500000000003,0.2500000000000002,33.0,41.2766770790979,41.2766770790979,0.0,41.2766770790979,False
2015_rank2_m021,2015,2,2015,21,133.875,0.2500000000000002,37.0,40.89775097815416,40.89775097815416,0.0,40.89775097815416,False
2015_rank2_m021,2015,2,2015,21,134.12500000000003,0.2500000000000002,38.0,40.52226188485534,40.52226188485534,0.0,40.52226188485534,False
2015_rank2_m021,2015,2,2015,21,134.375,0.2500000000000002,35.0,40.1500733967433,40.1500733967433,0.0,40.1500733967433,False
2015_rank2_m021,2015,2,2015,21,134.62500000000003,0.2500000000000002,45.0,39.78105393093087,39.78105393093087,0.0,39.78105393093087,False
2015_rank2_m021,2015,2,2015,21,134.875,0.2500000000000002,25.0,39.41507665422972,39.41507665422972,0.0,39.41507665422972,False
2015_rank3_m090,2015,3,2015,90,14.125,0.2499999999999985,921.0,919.7245210031659,919.7245210031659,0.0,919.7245210031659,False
2015_rank3_m090,2015,3,2015,90,14.375,0.25000000000000194,1445.0,1439.0315432537836,1439.0315432537836,0.0,1439.0315432537836,False
2015_rank3_m090,2015,3,2015,90,14.625,0.2499999999999985,2180.0,2167.2018733146574,2167.2018733146574,0.0,2167.2018733146574,False
2015_rank3_m090,2015,3,2015,90,14.875000000000002,0.25000000000000194,3107.0,3150.4055067744152,3150.4055067744152,0.0,3150.4055067744152,False
2015_rank3_m090,2015,3,2015,90,15.125,0.2499999999999985,4456.0,4432.978320139195,4432.978320139195,0.0,4432.978320139195,False
2015_rank3_m090,2015,3,2015,90,15.375,0.25000000000000194,5946.0,6054.560675117458,6054.560675117458,0.0,6054.560675117458,False
2015_rank3_m090,2015,3,2015,90,15.625,0.2499999999999985,8044.0,8047.723755765747,8047.723755765747,0.0,8047.723755765747,False
2015_rank3_m090,2015,3,2015,90,15.875,0.2500000000000002,10473.0,10436.311732007023,10436.311732007023,0.0,10436.311732007023,False
2015_rank3_m090,2015,3,2015,90,16.125,0.2500000000000002,13308.0,13234.576102599969,13234.576102599969,0.0,13234.576102599969,False
2015_rank3_m090,2015,3,2015,90,16.375,0.2500000000000002,16475.0,16447.047927914075,16447.047927914075,0.0,16447.047927914075,False
2015_rank3_m090,2015,3,2015,90,16.625,0.2500000000000002,20115.0,20069.007480036667,20069.007480036667,0.0,20069.007480036667,False
2015_rank3_m090,2015,3,2015,90,16.875,0.2500000000000002,24011.0,24087.373952582013,24087.373952582013,0.0,24087.373952582013,False
2015_rank3_m090,2015,3,2015,90,17.125,0.2500000000000002,28510.0,28481.84148894172,28481.84148894172,0.0,28481.84148894172,False
2015_rank3_m090,2015,3,2015,90,17.375,0.2500000000000002,33345.0,33226.11703259981,33226.11703259981,0.0,33226.11703259981,False
2015_rank3_m090,2015,3,2015,90,17.625,0.2500000000000002,38639.0,38289.15559430167,38289.15559430167,0.0,38289.15559430167,False
2015_rank3_m090,2015,3,2015,90,17.875,0.2500000000000002,43342.0,43636.32797093702,43636.32797093702,0.0,43636.32797093702,False
2015_rank3_m090,2015,3,2015,90,18.125000000000004,0.24999999999999675,49502.0,49230.48811901538,49230.48811901538,0.0,49230.48811901538,False
2015_rank3_m090,2015,3,2015,90,18.375,0.25000000000000366,54719.0,55032.92982937319,55032.92982937319,0.0,55032.92982937319,False
2015_rank3_m090,2015,3,2015,90,18.625,0.24999999999999675,61080.0,61004.235165799604,61004.235165799604,0.0,61004.235165799604,False
2015_rank3_m090,2015,3,2015,90,18.875,0.25000000000000366,66658.0,67105.02267961747,67105.02267961747,0.0,67105.02267961747,False
2015_rank3_m090,2015,3,2015,90,19.125,0.24999999999999675,73015.0,73296.6037989139,73296.6037989139,0.0,73296.6037989139,False
2015_rank3_m090,2015,3,2015,90,19.375,0.2500000000000002,79172.0,79541.55365030849,79541.55365030849,0.0,79541.55365030849,False
2015_rank3_m090,2015,3,2015,90,19.625,0.2500000000000002,85833.0,85804.19985948941,85804.19985948941,0.0,85804.19985948941,False
2015_rank3_m090,2015,3,2015,90,19.875,0.2500000000000002,92070.0,92051.03000781643,92051.03000781643,0.0,92051.03000781643,False
2015_rank3_m090,2015,3,2015,90,20.125,0.2500000000000002,98345.0,98251.01750894972,98251.01750894972,0.0,98251.01750894972,False
2015_rank3_m090,2015,3,2015,90,20.375,0.2500000000000002,104919.0,104375.86537584751,104375.86537584751,0.0,104375.86537584751,False
2015_rank3_m090,2015,3,2015,90,20.625,0.2500000000000002,110863.0,110400.16831957696,110400.16831957696,0.0,110400.16831957696,False
2015_rank3_m090,2015,3,2015,90,20.875,0.2500000000000002,116400.0,116301.49568483976,116301.49568483976,0.0,116301.49568483976,False
2015_rank3_m090,2015,3,2015,90,21.125,0.2500000000000002,122490.0,122060.39968854762,122060.39968854762,0.0,122060.39968854762,False
2015_rank3_m090,2015,3,2015,90,21.375,0.2500000000000002,127261.0,127660.35593615497,127660.35593615497,0.0,127660.35593615497,False
2015_rank3_m090,2015,3,2015,90,21.625000000000004,0.2500000000000002,132891.0,133087.64523376527,133087.64523376527,0.0,133087.64523376527,False
2015_rank3_m090,2015,3,2015,90,21.875,0.2500000000000002,138213.0,138331.18650345507,138331.18650345507,0.0,138331.18650345507,False
2015_rank3_m090,2015,3,2015,90,22.125000000000004,0.2500000000000002,143708.0,143382.3324372345,143382.3324372345,0.0,143382.3324372345,False
2015_rank3_m090,2015,3,2015,90,22.375000000000004,0.24999999999999675,148084.0,148234.63924619494,148234.63924619494,0.0,148234.63924619494,False
2015_rank3_m090,2015,3,2015,90,22.625000000000004,0.2500000000000002,152817.0,152883.62094541607,152883.62094541607,0.0,152883.62094541607,False
2015_rank3_m090,2015,3,2015,90,22.875000000000004,0.25000000000000366,157682.0,157326.49883323527,157326.49883323527,0.0,157326.49883323527,False
2015_rank3_m090,2015,3,2015,90,23.125,0.24999999999999675,161333.0,161561.95442378733,161561.95442378733,0.0,161561.95442378733,False
2015_rank3_m090,2015,3,2015,90,23.375000000000004,0.25000000000000366,165737.0,165589.8939057617,165589.8939057617,0.0,165589.8939057617,False
2015_rank3_m090,2015,3,2015,90,23.625,0.24999999999999675,168785.0,169411.22857665367,169411.22857665367,0.0,169411.22857665367,False
2015_rank3_m090,2015,3,2015,90,23.875,0.25000000000000366,173199.0,173027.67673154423,173027.67673154423,0.0,173027.67673154423,False
2015_rank3_m090,2015,3,2015,90,24.125,0.24999999999999675,176540.0,176441.58854313593,176441.58854313593,0.0,176441.58854313593,False
2015_rank3_m090,2015,3,2015,90,24.375,0.2500000000000002,179439.0,179655.79546829025,179655.79546829025,0.0,179655.79546829025,False
2015_rank3_m090,2015,3,2015,90,24.625,0.2500000000000002,182255.0,182673.48438086672,182673.48438086672,0.0,182673.48438086672,False
2015_rank3_m090,2015,3,2015,90,24.875,0.2500000000000002,184715.0,185498.09520972733,185498.09520972733,0.0,185498.09520972733,False
2015_rank3_m090,2015,3,2015,90,25.125,0.2500000000000002,188497.0,188133.2406282376,188133.2406282376,0.0,188133.2406282376,False
2015_rank3_m090,2015,3,2015,90,25.375,0.2500000000000002,190675.0,190582.64543164827,190582.64543164827,0.0,190582.64543164827,False
2015_rank3_m090,2015,3,2015,90,25.625000000000004,0.2500000000000002,193404.0,192850.10320735653,192850.10320735653,0.0,192850.10320735653,False
2015_rank3_m090,2015,3,2015,90,25.875000000000004,0.2500000000000002,195651.0,194939.44749126208,194939.44749126208,0.0,194939.44749126208,False
2015_rank3_m090,2015,3,2015,90,26.125000000000004,0.24999999999999675,196888.0,196854.53485149407,196854.53485149407,0.0,196854.53485149407,False
