fit_id,group,rank,dataset,mass_hypothesis_MeV,bin_center_MeV,bin_width_MeV,observed,gp_mean,profiled_background,signal,total,in_fit
2015_rank1_m051,2015,1,2015,51,24.375,0.2500000000000002,179439.0,179626.26043165414,179626.26043165414,0.0,179626.26043165414,False
2015_rank1_m051,2015,1,2015,51,24.625,0.2500000000000002,182255.0,182633.03196480242,182633.03196480242,0.0,182633.03196480242,False
2015_rank1_m051,2015,1,2015,51,24.875,0.2500000000000002,184715.0,185448.4063816563,185448.4063816563,0.0,185448.4063816563,False
2015_rank1_m051,2015,1,2015,51,25.125,0.2500000000000002,188497.0,188076.42256259036,188076.42256259036,0.0,188076.42256259036,False
2015_rank1_m051,2015,1,2015,51,25.375,0.2500000000000002,190675.0,190521.12228742,190521.12228742,0.0,190521.12228742,False
2015_rank1_m051,2015,1,2015,51,25.625000000000004,0.2500000000000002,193404.0,192786.49814343516,192786.49814343516,0.0,192786.49814343516,False
2015_rank1_m051,2015,1,2015,51,25.875000000000004,0.2500000000000002,195651.0,194876.461870374,194876.461870374,0.0,194876.461870374,False
2015_rank1_m051,2015,1,2015,51,26.125000000000004,0.24999999999999675,196888.0,196794.83023231613,196794.83023231613,0.0,196794.83023231613,False
2015_rank1_m051,2015,1,2015,51,26.375000000000004,0.25000000000000366,198311.0,198545.32470487835,198545.32470487835,0.0,198545.32470487835,False
2015_rank1_m051,2015,1,2015,51,26.625000000000004,0.24999999999999675,200907.0,200131.58201678537,200131.58201678537,0.0,200131.58201678537,False
2015_rank1_m051,2015,1,2015,51,26.875000000000004,0.25000000000000366,200595.0,201557.17246379933,201557.17246379933,0.0,201557.17246379933,False
2015_rank1_m051,2015,1,2015,51,27.125,0.24999999999999675,203380.0,202825.62290589503,202825.62290589503,0.0,202825.62290589503,False
2015_rank1_m051,2015,1,2015,51,27.375000000000004,0.25000000000000366,203492.0,203940.44238783975,203940.44238783975,0.0,203940.44238783975,False
2015_rank1_m051,2015,1,2015,51,27.625,0.24999999999999675,204661.0,204905.1476558755,204905.1476558755,0.0,204905.1476558755,False
2015_rank1_m051,2015,1,2015,51,27.875,0.2500000000000002,205269.0,205723.28736711844,205723.28736711844,0.0,205723.28736711844,False
2015_rank1_m051,2015,1,2015,51,28.125,0.2500000000000002,206193.0,206398.46309142673,206398.46309142673,0.0,206398.46309142673,False
2015_rank1_m051,2015,1,2015,51,28.375,0.2500000000000002,207176.0,206934.34632088395,206934.34632088395,0.0,206934.34632088395,False
2015_rank1_m051,2015,1,2015,51,28.625,0.2500000000000002,207662.0,207334.69093998868,207334.69093998868,0.0,207334.69093998868,False
2015_rank1_m051,2015,1,2015,51,28.875,0.2500000000000002,207384.0,207603.34049357628,207603.34049357628,0.0,207603.34049357628,False
2015_rank1_m051,2015,1,2015,51,29.125,0.2500000000000002,207841.0,207744.23006619746,207744.23006619746,6.335291264900721e-13,207744.23006619746,False
2015_rank1_m051,2015,1,2015,51,29.375000000000004,0.2500000000000002,207917.0,207761.38362060883,207761.38362060883,6.335291264900721e-13,207761.38362060883,False
2015_rank1_m051,2015,1,2015,51,29.625000000000004,0.24999999999999675,208120.0,207658.90633236826,207658.90633236826,1.9005873794702163e-12,207658.90633236826,False
2015_rank1_m051,2015,1,2015,51,29.875000000000004,0.25000000000000366,206969.0,207440.97294986923,207440.97294986923,3.1676456324503605e-12,207440.97294986923,False
2015_rank1_m051,2015,1,2015,51,30.125000000000004,0.2500000000000002,206717.0,207111.81265489737,207111.81265489737,7.602349517880865e-12,207111.81265489737,False
2015_rank1_m051,2015,1,2015,51,30.375,0.24999999999999675,206695.0,206675.69108825029,206675.69108825029,1.6471757288741874e-11,206675.6910882503,False
2015_rank1_m051,2015,1,2015,51,30.625000000000004,0.25000000000000366,206575.0,206136.89036517058,206136.89036517058,3.421057283046389e-11,206136.8903651706,False
2015_rank1_m051,2015,1,2015,51,30.875000000000004,0.24999999999999675,205645.0,205499.68779818917,205499.68779818917,7.158879129337815e-11,205499.68779818923,False
2015_rank1_m051,2015,1,2015,51,31.125,0.2500000000000002,204324.0,204768.3340543211,204768.3340543211,1.476122864721868e-10,204768.33405432125,False
2015_rank1_m051,2015,1,2015,51,31.375,0.2500000000000002,204048.0,203947.03146521377,203947.03146521377,3.028269224622545e-10,203947.03146521407,False
2015_rank1_m051,2015,1,2015,51,31.625,0.2500000000000002,202283.0,203039.9130516569,203039.9130516569,6.1515678182186e-10,203039.91305165752,False
2015_rank1_m051,2015,1,2015,51,31.875000000000007,0.25000000000000716,202547.0,202051.02286485373,202051.02286485373,1.238549442288091e-09,202051.02286485498,False
2015_rank1_m051,2015,1,2015,51,32.125,0.24999999999999328,201245.0,200984.2980401811,200984.2980401811,2.469496535058301e-09,200984.29804018358,False
2015_rank1_m051,2015,1,2015,51,32.375,0.2500000000000002,199784.0,199843.5529613935,199843.5529613935,4.880708390479516e-09,199843.55296139838,False
2015_rank1_m051,2015,1,2015,51,32.625,0.2500000000000002,199286.0,198632.46583755699,198632.46583755699,9.559954518735187e-09,198632.46583756653,False
2015_rank1_m051,2015,1,2015,51,32.875,0.2500000000000002,197652.0,197354.5680467614,197354.5680467614,1.8556068114894212e-08,197354.56804677995,False
2015_rank1_m051,2015,1,2015,51,33.125,0.2500000000000002,196057.0,196013.23568713173,196013.23568713173,3.56904968699447e-08,196013.2356871674,False
2015_rank1_m051,2015,1,2015,51,33.375,0.2500000000000002,194286.0,194611.68454513958,194611.68454513958,6.802645701512447e-08,194611.6845452076,False
2015_rank1_m051,2015,1,2015,51,33.625,0.2500000000000002,192272.0,193152.96701786638,193152.96701786638,1.2848540861432504e-07,193152.96701799487,False
2015_rank1_m051,2015,1,2015,51,33.875,0.2500000000000002,191349.0,191639.9721783215,191639.9721783215,2.404844887699989e-07,191639.972178562,False
2015_rank1_m051,2015,1,2015,51,34.125,0.2500000000000002,190254.0,190075.4279703011,190075.4279703011,4.460393491509677e-07,190075.42797074714,False
2015_rank1_m051,2015,1,2015,51,34.37499999999999,0.24999999999999328,188479.0,188461.90560285843,188461.90560285843,8.198120308432129e-07,188461.90560367826,False
2015_rank1_m051,2015,1,2015,51,34.625,0.25000000000000716,187088.0,186801.82625192616,186801.82625192616,1.4931724005739688e-06,186801.82625341933,False
2015_rank1_m051,2015,1,2015,51,34.875,0.2500000000000002,185430.0,185097.46896758376,185097.46896758376,2.695011364098466e-06,185097.46897027877,False
2015_rank1_m051,2015,1,2015,51,35.125,0.2500000000000002,183443.0,183350.98066526267,183350.98066526267,4.820204458312334e-06,183350.98067008288,False
2015_rank1_m051,2015,1,2015,51,35.37500000000001,0.24999999999999328,181165.0,181564.38675176585,181564.38675176585,8.543287883005094e-06,181564.38676030913,False
2015_rank1_m051,2015,1,2015,51,35.625,0.25000000000000716,179489.0,179739.60301119194,179739.60301119194,1.5005110119164919e-05,179739.60302619706,False
2015_rank1_m051,2015,1,2015,51,35.87500000000001,0.2500000000000002,178044.0,177878.44776334788,177878.44776334788,2.611607444654786e-05,177878.44778946394,False
2015_rank1_m051,2015,1,2015,51,36.12500000000001,0.2500000000000002,175709.0,175982.65497704555,175982.65497704555,4.504340266661866e-05,175982.65502208896,False
2015_rank1_m051,2015,1,2015,51,36.37500000000001,0.2500000000000002,174803.0,174053.88673259146,174053.88673259146,7.698552309502461e-05,174053.88680957697,False
2015_rank1_m051,2015,1,2015,51,36.62500000000001,0.2500000000000002,172476.0,172093.74600592323,172093.74600592323,0.00013038917314236458,172093.7461363124,False
2015_rank1_m051,2015,1,2015,51,36.875,0.24999999999999328,170068.0,170103.78906848014,170103.78906848014,0.00021884094496596603,170103.7892873211,False
2015_rank1_m051,2015,1,2015,51,37.125,0.25000000000000716,168158.0,168085.53711623282,168085.53711623282,0.0003639738790904737,168085.5374802067,False
2015_rank1_m051,2015,1,2015,51,37.37500000000001,0.24999999999999328,165591.0,166040.48730863706,166040.48730863706,0.0005998828456549224,166040.48790851992,False
2015_rank1_m051,2015,1,2015,51,37.625,0.25000000000000716,163643.0,163970.122988553,163970.122988553,0.0009797544805714312,163970.12396830748,False
2015_rank1_m051,2015,1,2015,51,37.87500000000001,0.24999999999999328,161455.0,161875.92273384338,161875.92273384338,0.001585705986621905,161875.92431954938,False
2015_rank1_m051,2015,1,2015,51,38.125,0.2500000000000002,160168.0,159759.36830644074,159759.36830644074,0.0025432125942537825,159759.37084965332,False
2015_rank1_m051,2015,1,2015,51,38.375,0.2500000000000002,157355.0,157621.95185872936,157621.95185872936,0.004042008844287128,157621.9559007382,False
2015_rank1_m051,2015,1,2015,51,38.625,0.25000000000000716,155293.0,155465.18114581492,155465.18114581492,0.006365997276241034,155465.1875118122,False
2015_rank1_m051,2015,1,2015,51,38.87500000000001,0.2500000000000002,153193.0,153290.58435534348,153290.58435534348,0.009935511582093349,153290.59429085508,False
2015_rank1_m051,2015,1,2015,51,39.125,0.24999999999999328,150930.0,151099.71308407577,151099.71308407577,0.015366275563004133,151099.72845035134,False
2015_rank1_m051,2015,1,2015,51,39.375,0.2500000000000002,150009.0,148894.14434770192,148894.14434770192,0.023550579549580616,148894.16789828148,False
2015_rank1_m051,2015,1,2015,51,39.625,0.2500000000000002,146848.0,146675.48148963298,146675.48148963298,0.035767549007993844,146675.517257182,False
2015_rank1_m051,2015,1,2015,51,39.87500000000001,0.25000000000000716,144438.0,144445.3538595321,144445.3538595321,0.05383086566105306,144445.40769039775,False
2015_rank1_m051,2015,1,2015,51,40.125,0.24999999999999328,142324.0,142205.41544846824,142205.41544846824,0.08028384224622812,142205.4957323105,False
2015_rank1_m051,2015,1,2015,51,40.375,0.2500000000000002,140056.0,139957.34260482035,139957.34260482035,0.11865322236628603,139957.46125804272,False
2015_rank1_m051,2015,1,2015,51,40.625,0.2500000000000002,137487.0,137702.83099734396,137702.83099734396,0.17377429282192708,137703.00477163677,False
2015_rank1_m051,2015,1,2015,51,40.875,0.2500000000000002,135234.0,135443.5916286404,135443.5916286404,0.25220060712647085,135443.84382924752,False
2015_rank1_m051,2015,1,2015,51,41.125,0.2500000000000002,132966.0,133181.3462186124,133181.3462186124,0.3627115054730541,133181.70893011786,False
2015_rank1_m051,2015,1,2015,51,41.375,0.2500000000000002,131301.0,130917.82227085275,130917.82227085275,0.5169292933175934,130918.33920014606,False
2015_rank1_m051,2015,1,2015,51,41.625,0.2500000000000002,128300.0,128654.74749398108,128654.74749398108,0.7300549722228407,128655.4775489533,False
2015_rank1_m051,2015,1,2015,51,41.875,0.2500000000000002,126045.0,126393.84390338157,126393.84390338157,1.0217263458867125,126394.86562972746,False
2015_rank1_m051,2015,1,2015,51,42.125,0.2500000000000002,124059.0,124136.82187767533,124136.82187767533,1.416994717064318,124138.2388723924,False
2015_rank1_m051,2015,1,2015,51,42.375,0.2500000000000002,121598.0,121885.37402015644,121885.37402015644,1.9474058981655902,121887.32142605461,False
2015_rank1_m051,2015,1,2015,51,42.625,0.2500000000000002,120044.0,119641.16897373853,119641.16897373853,2.6521576920862273,119643.82113143062,False
2015_rank1_m051,2015,1,2015,51,42.875,0.2500000000000002,117619.0,117405.84536787662,117405.84536787662,3.57928942422237,117409.42465730084,False
2015_rank1_m051,2015,1,2015,51,43.12500000000001,0.2500000000000002,115149.0,115181.00605069824,115181.00605069824,4.7868399299126105,115185.79289062816,False
2015_rank1_m051,2015,1,2015,51,43.37500000000001,0.2500000000000002,112933.0,112968.21235425299,112968.21235425299,6.343889463677489,112974.55624371667,False
2015_rank1_m051,2015,1,2015,51,43.62500000000001,0.2500000000000002,110469.0,110768.97883358503,110768.97883358503,8.3313796341873,110777.31021321921,False
2015_rank1_m051,2015,1,2015,51,43.87500000000001,0.2500000000000002,108083.0,108584.76841836536,108584.76841836536,10.842585542285805,108595.61100390764,False
2015_rank1_m051,2015,1,2015,51,44.12500000000001,0.2500000000000002,106759.0,106416.98776982326,106416.98776982326,13.983098164500937,106430.97086798777,False
2015_rank1_m051,2015,1,2015,51,44.37500000000001,0.2500000000000002,104442.0,104266.98337431271,104266.98337431271,17.87016543159704,104284.8535397443,False
2015_rank1_m051,2015,1,2015,51,44.62500000000001,0.2500000000000002,102899.0,102136.0379478856,102136.0379478856,22.631240363601854,102158.6691882492,False
2015_rank1_m051,2015,1,2015,51,44.875,0.24999999999999328,99677.0,100025.36738788204,100025.36738788204,28.401596945944096,100053.76898482798,False
2015_rank1_m051,2015,1,2015,51,45.12500000000001,0.25000000000000716,98144.0,97936.11823129402,98077.43898957926,35.32090167287651,98112.75989125214,True
2015_rank1_m051,2015,1,2015,51,45.37500000000001,0.24999999999999328,96545.0,95869.36574871285,96018.76907549509,43.52867255356876,96062.29774804866,True
2015_rank1_m051,2015,1,2015,51,45.625,0.2500000000000002,93397.0,93826.11239947203,93983.12004952312,53.15861837020579,94036.27866789332,True
2015_rank1_m051,2015,1,2015,51,45.875,0.2500000000000002,92391.0,91807.28685389861,91971.38103997151,64.33192799858377,92035.7129679701,True
2015_rank1_m051,2015,1,2015,51,46.125,0.2500000000000002,90565.0,89813.74356201653,89984.37215195618,77.14966966823197,90061.52182162441,True
2015_rank1_m051,2015,1,2015,51,46.37500000000001,0.2500000000000002,88038.0,87846.26273266731,88022.84481338195,91.68455814526558,88114.52937152721,True
2015_rank1_m051,2015,1,2015,51,46.62500000000001,0.2500000000000002,86197.0,85905.55074318706,86087.48206072747,107.97244701030463,86195.45450773778,True
2015_rank1_m051,2015,1,2015,51,46.875,0.2500000000000002,84383.0,83992.24101482131,84178.89936996528,126.00399488452682,84304.9033648498,True
2015_rank1_m051,2015,1,2015,51,47.125,0.2500000000000002,82173.0,82106.89523908553,82297.64569965181,145.71702898716117,82443.36272863897,True
2015_rank1_m051,2015,1,2015,51,47.375,0.25000000000000716,80437.0,80250.00491484252,80444.20500031661,166.9901769201173,80611.19517723673,True
2015_rank1_m051,2015,1,2015,51,47.625,0.2500000000000002,78959.0,78421.99329583003,78618.99779857176,189.63834899416193,78808.63614756592,True
2015_rank1_m051,2015,1,2015,51,47.875,0.24999999999999328,77230.0,76623.21748169731,76822.38314168307,213.41062156574893,77035.79376324882,True
2015_rank1_m051,2015,1,2015,51,48.125,0.2500000000000002,74983.0,74853.97083885364,75054.66070891687,237.99099256575371,75292.65170148262,True
2015_rank1_m051,2015,1,2015,51,48.37500000000001,0.2500000000000002,73915.0,73114.48562792884,73316.07323768482,263.0023534096533,73579.07559109447,True
2015_rank1_m051,2015,1,2015,51,48.62500000000001,0.2500000000000002,72192.0,71404.93571121596,71606.80872383664,288.01385104944137,71894.82257488609,True
2015_rank1_m051,2015,1,2015,51,48.87500000000001,0.2500000000000002,70292.0,69725.43945156784,69927.00316920347,312.55160904177467,70239.55477824525,True
2015_rank1_m051,2015,1,2015,51,49.125,0.2500000000000002,68489.0,68076.0627540698,68276.74324014962,336.11255053240035,68612.85579068202,True
2015_rank1_m051,2015,1,2015,51,49.375,0.25000000000000716,67123.0,66456.82205448904,66656.06889275624,358.1808358783589,67014.2497286346,True
2015_rank1_m051,2015,1,2015,51,49.625,0.2500000000000002,65370.0,64867.68746920731,65064.97615495724,378.2462122888817,65443.222367246126,True
2015_rank1_m051,2015,1,2015,51,49.875,0.2500000000000002,63587.0,63308.58588383357,63503.419940263964,395.8233918132126,63899.243332077174,True
2015_rank1_m051,2015,1,2015,51,50.125,0.24999999999998634,62418.0,61779.40404380771,61971.316782122325,410.4714451370171,62381.78822725934,True
2015_rank1_m051,2015,1,2015,51,50.37500000000001,0.25000000000000716,61172.0,60279.991652519224,60468.54756045015,421.8121363710511,60890.3596968212,True
2015_rank1_m051,2015,1,2015,51,50.62500000000001,0.2500000000000002,59713.0,58810.16434827285,58994.96020630237,429.54613751401683,59424.506343816385,True
2015_rank1_m051,2015,1,2015,51,50.875,0.24999999999999328,57639.0,57369.70665251452,57550.3723591111,433.4661532914477,57983.838512402544,True
2015_rank1_m051,2015,1,2015,51,51.12500000000001,0.2500000000000002,56401.0,55958.374836495634,56134.573976004634,433.4661532914604,56568.040129296096,True
2015_rank1_m051,2015,1,2015,51,51.375,0.25000000000000716,55231.0,54575.899667388505,54747.32970003173,429.54613751402826,55176.87583754576,True
2015_rank1_m051,2015,1,2015,51,51.625,0.2500000000000002,53821.0,53221.98906211293,53388.38133831134,421.81213637103843,53810.193474682375,True
2015_rank1_m051,2015,1,2015,51,51.875,0.2500000000000002,52385.0,51896.33060377437,52057.450141632624,410.4714451370399,52467.92158676966,True
2015_rank1_m051,2015,1,2015,51,52.125,0.2500000000000002,51300.0,50598.59394185498,50754.2390125868,395.82339181321066,51150.06240440001,True
2015_rank1_m051,2015,1,2015,51,52.37500000000001,0.24999999999999328,50125.0,49328.43307597873,49478.434502193806,378.2462122888697,49856.680714482674,True
2015_rank1_m051,2015,1,2015,51,52.62500000000001,0.2500000000000002,48743.0,48085.48849015461,48229.70885404873,358.1808358783469,48587.88968992708,True
2015_rank1_m051,2015,1,2015,51,52.87500000000001,0.2500000000000002,46922.0,46869.38913821547,47007.721777163235,336.1125505324022,47343.83432769564,True
2015_rank1_m051,2015,1,2015,51,53.12500000000001,0.2500000000000002,45979.0,45679.75431631316,45812.12230701818,312.5516090417721,46124.67391605995,True
2015_rank1_m051,2015,1,2015,51,53.37500000000001,0.25000000000000716,44989.0,44516.195398951604,44642.55018194414,288.0138510494483,44930.56403299359,True
2015_rank1_m051,2015,1,2015,51,53.625,0.2500000000000002,43906.0,43378.317422687636,43498.63751094203,263.00235340965264,43761.63986435169,True
2015_rank1_m051,2015,1,2015,51,53.875,0.2500000000000002,42351.0,42265.72054347575,42380.010068981624,237.99099256575118,42618.00106154737,True
2015_rank1_m051,2015,1,2015,51,54.125,0.2500000000000002,41149.0,41178.00137800284,41286.288661080725,213.41062156575398,41499.69928264648,True
2015_rank1_m051,2015,1,2015,51,54.37500000000001,0.2500000000000002,40369.0,40114.7542039363,40217.090159112435,189.63834899416065,40406.72850810659,True
2015_rank1_m051,2015,1,2015,51,54.62500000000001,0.24999999999999328,39732.0,39075.572051454925,39172.02855404962,166.99017692010588,39339.01873096972,True
2015_rank1_m051,2015,1,2015,51,54.87500000000001,0.2500000000000002,37980.0,38060.04767937855,38150.715894584355,145.71702898716117,38296.43292357152,True
2015_rank1_m051,2015,1,2015,51,55.12500000000001,0.2500000000000002,37548.0,37067.77443170589,37152.763429178754,126.0039948845262,37278.767424063284,True
2015_rank1_m051,2015,1,2015,51,55.37500000000001,0.2500000000000002,36210.0,36098.347022533046,36177.781799575096,107.97244701030463,36285.7542465854,True
2015_rank1_m051,2015,1,2015,51,55.625,0.25000000000000716,35354.0,35151.36217078906,35225.38230824884,91.68455814526685,35317.0668663941,True
2015_rank1_m051,2015,1,2015,51,55.875,0.2500000000000002,34379.0,34226.419208828425,34295.177111804354,77.14966966823069,34372.326781472584,True
2015_rank1_m051,2015,1,2015,51,56.125,0.24999999999999328,33481.0,33323.120553565815,33386.77993947647,64.33192799858186,33451.111867475054,True
2015_rank1_m051,2015,1,2015,51,56.375,0.2500000000000002,32553.0,32441.072138011717,32499.80647312603,53.15861837020579,32552.965091496237,True
2015_rank1_m051,2015,1,2015,51,56.625,0.2500000000000002,31666.0,31579.883740790952,31633.87478487096,43.52867255356876,31677.40345742453,True
2015_rank1_m051,2015,1,2015,51,56.875,0.24999999999999328,31183.0,30739.169283455616,30788.605652017563,35.32090167287588,30823.92655369044,True
2015_rank1_m051,2015,1,2015,51,57.125,0.2500000000000002,29766.0,29918.547040610138,29918.547040610138,28.40159694594473,29946.94863755608,False
2015_rank1_m051,2015,1,2015,51,57.375,0.25000000000000716,29124.0,29117.639825502636,29117.639825502636,22.631240363601854,29140.271065866236,False
2015_rank1_m051,2015,1,2015,51,57.625,0.2500000000000002,28200.0,28336.075100126352,28336.075100126352,17.870165431595776,28353.945265557948,False
2015_rank1_m051,2015,1,2015,51,57.875,0.2500000000000002,27598.0,27573.485056747868,27573.485056747868,13.983098164500937,27587.46815491237,False
2015_rank1_m051,2015,1,2015,51,58.125,0.2500000000000002,26746.0,26829.506681253137,26829.506681253137,10.842585542286438,26840.349266795423,False
2015_rank1_m051,2015,1,2015,51,58.375,0.2500000000000002,26103.0,26103.781753911473,26103.781753911473,8.331379634186666,26112.11313354566,False
2015_rank1_m051,2015,1,2015,51,58.625,0.2500000000000002,25285.0,25395.95684338687,25395.95684338687,6.343889463677489,25402.30073285055,False
2015_rank1_m051,2015,1,2015,51,58.87500000000001,0.2500000000000002,24932.0,24705.683277980315,24705.683277980315,4.7868399299126105,24710.470117910227,False
2015_rank1_m051,2015,1,2015,51,59.12500000000001,0.2500000000000002,24003.0,24032.617095989834,24032.617095989834,3.57928942422237,24036.196385414056,False
2015_rank1_m051,2015,1,2015,51,59.37500000000001,0.2500000000000002,23308.0,23376.418973472388,23376.418973472388,2.6521576920862273,23379.071131164474,False
2015_rank1_m051,2015,1,2015,51,59.62500000000001,0.2500000000000002,22875.0,22736.754158216612,22736.754158216612,1.9474058981655902,22738.701564114777,False
2015_rank1_m051,2015,1,2015,51,59.87500000000001,0.2500000000000002,22214.0,22113.292380493203,22113.292380493203,1.4169947170649515,22114.70937521027,False
2015_rank1_m051,2015,1,2015,51,60.12500000000001,0.2500000000000002,21462.0,21505.707766529467,21505.707766529467,1.021726345886079,21506.729492875354,False
2015_rank1_m051,2015,1,2015,51,60.37500000000001,0.2500000000000002,20794.0,20913.678750182997,20913.678750182997,0.7300549722228407,20914.40880515522,False
2015_rank1_m051,2015,1,2015,51,60.62500000000001,0.2500000000000002,20322.0,20336.887977433296,20336.887977433296,0.5169292933182269,20337.404906726613,False
2015_rank1_m051,2015,1,2015,51,60.875,0.2500000000000002,19674.0,19775.02222045101,19775.02222045101,0.3627115054724206,19775.384931956483,False
2015_rank1_m051,2015,1,2015,51,61.12500000000001,0.2500000000000002,19567.0,19227.772289504577,19227.772289504577,0.25220060712710435,19228.024490111704,False
2015_rank1_m051,2015,1,2015,51,61.37500000000001,0.2500000000000002,18755.0,18694.8329450936,18694.8329450936,0.17377429282192708,18695.006719386423,False
