mass_MeV,minimum_limit_ratio,maximum_limit_ratio
50,0.6066884456739824,1.4506558852838487
51,0.654352148892219,1.4031200421538117
52,0.721813412182979,1.3169766950132422
53,0.7676031270783088,1.2434009995085071
54,0.715373211244268,1.3309617080961222
55,0.7092379852025064,1.3015344636682449
56,0.7350437546768002,1.2769931966815322
57,0.7709675943263583,1.2726858960900695
58,0.7996067136511881,1.1363773042878287
59,0.7488274306612193,1.2154938941107816
60,0.7303876216155869,1.3438973313225742
61,0.7319072662717423,1.3788557192747708
62,0.6700323903351267,1.4628173026974178
63,0.6534513294419566,1.3920088159537685
64,0.6784119697836424,1.3407248685170567
65,0.7631133709182897,1.2200220162757436
66,0.7762267725767042,1.2282955321286597
67,0.8068791578520824,1.1187904088626648
68,0.759713073484777,1.2465419065855332
69,0.7825737481272507,1.2585980676475208
70,0.8042144431234556,1.2367071886769605
71,0.8350774478529741,1.1804419148769638
72,0.8534451706677117,1.1497613384370482
73,0.8266277966732198,1.2022919622881434
74,0.822675733484526,1.1639853863831209
75,0.798000090365539,1.1583627909891892
76,0.7675197522702478,1.2192850233032735
77,0.703292580080143,1.3608094206648818
78,0.6865803789022228,1.3288477831339955
79,0.7042671363121633,1.274427705156437
80,0.7583391570811111,1.2258239452144428
81,0.7851354023508442,1.2585119899066368
82,0.7969649908852199,1.2151987715344468
83,0.7905887311528043,1.1517911579566047
84,0.7784438452947503,1.2262212870639233
85,0.8504434134316161,1.1672705334787843
86,0.8696329112203823,1.1766200098360913
87,0.8695694403898786,1.133584609016534
88,0.8321284748484945,1.157603794944301
89,0.8099371107174282,1.19467907896531
90,0.7808737826208328,1.2429444062684656
91,0.7704663609815895,1.2259129209295634
92,0.8190798040071806,1.1255942525759233
93,0.862876136147987,1.073825525819241
94,0.8506055323597841,1.1452223292218129
95,0.7906712904085085,1.2411578276882456
96,0.6971636946078487,1.350206946903025
97,0.6850458396009733,1.322493370319687
98,0.7125133656662351,1.327183333714865
99,0.8123238051506609,1.2149528547288844
100,0.8281346066064115,1.2308584861482852
101,0.8044948673000578,1.1896543304122746
102,0.8020704843781966,1.1244850957547232
103,0.7772096678638851,1.1993444020878061
104,0.8049099128471204,1.202132971252638
105,0.8196401063556705,1.2020630700528014
106,0.803612444814421,1.2101226879010256
107,0.7917938229948719,1.1871597972502566
108,0.8082483018717193,1.165092483905287
109,0.8122498609633231,1.2058228074847828
110,0.8589674828652833,1.1478279619305891
111,0.8621576984109307,1.144454132025943
112,0.8821660392703377,1.094308471091788
113,0.865143385615974,1.1166463966305036
114,0.8290133007033317,1.187560319491584
115,0.823917459512836,1.1895259724333196
116,0.8211476613993642,1.1743634765324094
117,0.8164582462451362,1.1800422840198652
118,0.7831029356088314,1.248942546040797
119,0.7938446757388506,1.2007841381223996
120,0.8057229083543718,1.165321136121442
121,0.798617117539011,1.1950364247075964
122,0.8249056609220351,1.155499937839035
123,0.798621660347427,1.2091429067975814
124,0.7796864504430118,1.2256489049215173
125,0.7478956332877544,1.2586068185802046
126,0.7155487978367567,1.3112011134984656
127,0.7308880697898886,1.276155934872574
128,0.7783509373924464,1.207387536323684
129,0.8049430366670167,1.1994724252144666
130,0.8487115032258045,1.1457266314135621
131,0.88989245634991,1.087152662894471
132,0.8694958647832176,1.109560388412952
133,0.8135013723642041,1.1896447932145329
134,0.7767837756797864,1.2478279989858128
135,0.7894380713325458,1.2039793429615262
136,0.8047649770281804,1.192707387261943
137,0.8461860947765456,1.1473376668074766
138,0.8572581288873903,1.167610031839034
139,0.8748123102558201,1.1381468482307144
140,0.8598861505723231,1.1386353246939713
141,0.8699179317788253,1.0910719392362216
142,0.8309289507682383,1.1512512402089117
143,0.8145245845645429,1.1883726201005915
144,0.8365265550082525,1.1495610913194894
145,0.8118533737546617,1.2046553861743525
146,0.8309106954223642,1.154071945021527
147,0.8300541059313058,1.1509382225752072
148,0.8302206777887353,1.1526234921356922
149,0.8521685943408676,1.1246133035903814
150,0.8380138173666083,1.1602674169962126
151,0.8131086505631973,1.2075019829901839
152,0.7911728918382006,1.223646451538556
153,0.7599399759505215,1.2631582247129178
154,0.7580586753187754,1.2375448989075728
155,0.7237839885312266,1.3064719607282698
156,0.7266670190176456,1.30243265614738
157,0.7535962094076224,1.2578265208859052
158,0.7937912279535283,1.197613423016961
159,0.8276427970342914,1.1433403478371287
160,0.8424159183399074,1.1303877192076734
161,0.8448187309709079,1.1353655304241652
162,0.8464964229784644,1.1251445181448974
163,0.8156236001633985,1.1713200076854968
164,0.7802900982816887,1.2215244815562798
165,0.7600981062852912,1.2433494192132635
166,0.7567292869821589,1.247910099151534
167,0.7981134022367614,1.1785913699758301
168,0.8472166812637605,1.130710372668199
169,0.9068652684119799,1.0777690259874813
170,0.9115191002337036,1.110940638966791
171,0.9014243765151377,1.1328861120898286
172,0.8749159881358897,1.1546863308045718
173,0.8268731508728998,1.1927137490343898
174,0.7688420692629786,1.2607056543530983
175,0.7198133730672032,1.3359853425713315
176,0.7257781625536404,1.285191547546141
177,0.7422832049239253,1.253586681707864
178,0.7789458611699055,1.2153119928720482
179,0.8291555195874862,1.1658650957371077
180,0.8891942512244486,1.0892930338761129
181,0.873201698873128,1.1229331185150802
182,0.8965755677429227,1.0650623854175498
183,0.8812779618353268,1.0685383242753261
184,0.868288319993757,1.0670042564877806
185,0.8360406890929993,1.1053307790292335
186,0.8049533004677439,1.1589845507970413
187,0.7912452853714502,1.201840505497688
188,0.7748650852193172,1.2586764037731963
189,0.7650288210117753,1.2933643133742878
190,0.7555996046050119,1.310551568878151
191,0.74795434520583,1.307902094245527
192,0.7585503865524846,1.267266471670026
193,0.7742847846825546,1.2252506657750666
194,0.7884308507573103,1.2073304675855312
195,0.8197299272623594,1.1692436822585905
196,0.8592507119057725,1.1300601677064561
197,0.8820448541843073,1.1225361740270938
198,0.8756731565369466,1.151501131889353
199,0.8387696796117151,1.2072666537841141
200,0.8285271900629958,1.179280120126889
201,0.8023039282348065,1.1808344960568395
202,0.7779295076360545,1.1814701870899584
203,0.7292708325041597,1.2662067671310555
204,0.7225401333712292,1.2736645382718825
205,0.7167689938699271,1.295566365708426
206,0.7404989225610306,1.2580572634097398
207,0.7691010503319965,1.2183545532797821
208,0.7835854451003942,1.2104650826923837
209,0.8043581248491428,1.1874891806907135
210,0.8263159657341852,1.1541577833021441
211,0.860541777772529,1.0956014352937635
212,0.8649330465026474,1.094758557453246
213,0.8717604783335399,1.0848381861588179
214,0.8471669969497079,1.1332453146614432
215,0.8484548937942652,1.1286026451119706
216,0.8240237234495523,1.1724941254336287
217,0.7986710321938557,1.2162450744260245
218,0.7726675644279809,1.2620044798166377
219,0.7690771228514716,1.2570966509876529
220,0.7577325708873421,1.2805430069709387
221,0.7547136085456917,1.2841373770087865
222,0.7770668168496595,1.2310669060645552
223,0.7871245281335204,1.2175766984560856
224,0.7944320925946924,1.215416136711685
