mass_MeV,width_scale,sigma_template_MeV,n_fixed_fit_bins,template_fraction_in_fixed_window,signed_r,excess_Z_reference,deficit_magnitude_reference,p0_asymptotic_fixed_width_reference,A_hat_window,sigma_A_window,raw_signed_twice_delta_nll,signed_fallback_source,signed_fallback_nll_improvement,bounded_feasible_fallbacks,signed_feasible_fallbacks,covariance_diagonal_load_relative,nominal_saved_r,post_selection_width_scan,eps2_90,epsilon_90,A90_full_template_events,A90_fitted_window_events,signal_yield_per_eps2_total,signal_yield_per_eps2_fitted_window,nominal_saved_eps2_90,cls_at_limit,limit_optimizer_ok,limit_convergence_reason,limit_numerical_method,limit_initial_error,limit_ratio_to_nominal
52,0.8,1.6071648000000003,15,0.9964365783017682,-0.437912882393197,0.0,0.437912882393197,0.5,-1675.512950890872,3839.725628935641,0.19176769256591797,none,0.0,0,0,1e-07,-0.5493827813631382,True,5.807102875610493e-06,0.0024097931188403897,5416.715187810279,5397.413147376894,932774105.0636762,929450237.5781435,8.045157900312727e-06,0.10000006135613149,True,bracket_width,production,,0.721813412182979
52,0.9,1.8080604000000002,15,0.9904305509602929,-0.49332978136431377,0.0,0.49332978136431377,0.5,-2279.6661092682366,4603.697965222566,0.2433742731809616,none,0.0,0,0,1e-07,-0.5493827813631382,True,6.857420296667216e-06,0.002618667656780298,6396.424080269252,6335.21382599676,932774105.0636762,923847970.799711,8.045157900312727e-06,0.09999999863671459,True,cls_residual,production,,0.8523661538525465
52,1.0,2.008956,15,0.9803084378467749,-0.5493827135544872,0.0,0.5493827135544872,0.5,-3034.8542395407903,5463.175069105573,0.30182136595249176,none,0.0,0,0,1e-07,-0.5493827813631382,True,8.045157900361096e-06,0.0028363987555280546,7504.314960605286,7356.54327614115,932774105.0636762,914406325.798896,8.045157900312727e-06,0.10000006742747891,True,bracket_width,production,,1.0
52,1.1,2.2098516000000004,15,0.9660222359242866,-0.6007662246670551,0.0,0.6007662246670551,0.5,-3900.180409965471,6372.9870030873435,0.3609200567007065,none,0.0,0,0,1e-07,-0.5493827813631382,True,9.333013007778667e-06,0.0030549980372790203,8705.592855878394,8409.796275682143,932774105.0636762,901080526.5858879,8.045157900312727e-06,0.09999998007263217,True,bracket_width,production,,1.1600782885019283
52,1.2,2.4107472,15,0.9480761829242011,-0.6791082632564208,0.0,0.6791082632564208,0.5,-4778.364641450706,7254.687402416123,0.46118803322315216,none,0.0,0,0,1e-07,-0.5493827813631382,True,1.0595285462477232e-05,0.0032550400093512262,9883.007915156379,9369.844420011126,932774105.0636762,884340913.0593079,8.045157900312727e-06,0.10000006791110158,True,bracket_width,production,,1.3169766950132422
53,0.8,1.6132783000000002,14,0.9931448502423583,-0.5946666518228826,0.0,0.5946666518228826,0.5,-2372.5080740607023,3979.6555599973194,0.3536284267902374,none,0.0,0,0,1e-07,-0.7965714306515927,True,4.91124835132918e-06,0.0022161336492479825,5306.413989786803,5270.037727210769,1080461343.0617237,1073054618.747693,6.398160947997226e-06,0.09999999187471413,True,bracket_width,production,,0.7676031270783088
53,0.9,1.8149380875,14,0.9838216076929567,-0.7053721863485866,0.0,0.7053721863485866,0.5,-3329.071122660476,4692.684243718468,0.4975499212741852,none,0.0,0,0,1e-07,-0.7965714306515927,True,5.614942599914037e-06,0.0023695870104121597,6066.728422717607,5968.578510274591,1080461343.0617237,1062981215.5810764,6.398160947997226e-06,0.10000006536765443,True,bracket_width,production,,0.8775869574774717
53,1.0,2.016597875,14,0.9696386583051,-0.7965714680648373,0.0,0.7965714680648373,0.5,-4345.047428399471,5438.832220969741,0.6345261037349701,none,0.0,0,0,1e-07,-0.7965714306515927,True,6.398160948122541e-06,0.0025294586274779316,6912.965571133553,6703.078661303287,1080461343.0617237,1047657087.0368961,6.398160947997226e-06,0.1000000570830809,True,bracket_width,production,,1.0
53,1.1,2.2182576625000006,14,0.9510636915577011,-0.8677275754360462,0.0,0.8677275754360462,0.5,-5346.582608257032,6161.999835367263,0.7529511451721191,none,0.0,0,0,1e-07,-0.7965714306515927,True,7.148844345270093e-06,0.0026737322875093708,7724.049962629733,7346.063471234757,1080461343.0617237,1027587553.5176748,6.398160947997226e-06,0.10000000172800351,True,cls_residual,production,,1.1173279952214754
53,1.2,2.4199174500000002,14,0.9290044733046987,-0.9176982237525669,0.0,0.9176982237525669,0.5,-6224.223909986229,6799.970343077347,0.8421700298786163,none,0.0,0,0,1e-07,-0.7965714306515927,True,7.955479717911866e-06,0.0028205459964184003,8595.588300715357,7985.339982050101,1080461343.0617237,1003753420.9371442,6.398160947997226e-06,0.09999993934033773,True,bracket_width,production,,1.2434009995085071
54,0.8,1.6195292000000001,14,0.9929278004099221,-0.6157510676775468,0.0,0.6157510676775468,0.5,-2576.5155955305145,4190.326621663225,0.3791493773460388,none,0.0,1,0,1e-07,-0.5810758186152389,True,4.482857156333174e-06,0.0021172758810162587,5542.045126048837,5502.850676780201,1236275199.6724434,1227532014.7120967,6.2664593612279555e-06,0.09999992721751454,True,bracket_width,production,,0.715373211244268
54,0.9,1.8219703500000002,14,0.9834080447685094,-0.6050226598626037,0.0,0.6050226598626037,0.5,-2970.9288571506054,4917.780590938343,0.36605241894721985,none,0.0,1,0,1e-07,-0.5810758186152389,True,5.314419886264356e-06,0.002305302558508179,6570.085506034671,6461.0749414514785,1236275199.6724434,1215762976.9056761,6.2664593612279555e-06,0.10000004448911001,True,bracket_width,production,,0.8480737813754184
54,1.0,2.0244115,14,0.9689957522960787,-0.5810757929711474,0.0,0.5810757929711474,0.5,-3285.794926989956,5664.013206609926,0.33764907717704773,none,0.0,1,0,1e-07,-0.5810758186152389,True,6.266459361171799e-06,0.0025032897077988795,7747.068297971918,7506.8762734824,1236275199.6724434,1197945417.151584,6.2664593612279555e-06,0.10000006280393879,True,bracket_width,production,,1.0
54,1.1,2.22685265,14,0.9501873971597118,-0.5424953290413028,0.0,0.5424953290413028,0.5,-3450.184067244931,6372.17909232471,0.29430118203163147,none,0.0,1,0,1e-07,-0.5810758186152389,True,7.284267573511055e-06,0.002698938230769844,9005.359348909884,8556.77896022856,1236275199.6724434,1174693114.149862,6.2664593612279555e-06,0.10000010402944914,True,bracket_width,production,,1.1624215771103206
54,1.2,2.4292938,14,0.9279110193115849,-0.4910529851546354,0.0,0.4910529851546354,0.5,-3422.461086968244,6986.486308358445,0.24113303422927856,none,0.0,1,0,1e-07,-0.5810758186152389,True,8.340417455060152e-06,0.0028879780911669245,10311.051254606022,9567.73807983547,1236275199.6724434,1147153380.6776903,6.2664593612279555e-06,0.10000006541823293,True,bracket_width,production,,1.3309617080961222
55,0.8,1.6259175000000001,15,0.9960341170498005,-0.6151538372307382,0.0,0.6151538372307382,0.5,-2684.422981826651,4364.874151289304,0.37841424345970154,none,0.0,0,0,1e-07,-0.5977355555357049,True,4.112855326903127e-06,0.00202801758545214,5752.998476754481,5730.1827581829975,1398784547.3490894,1393237131.561755,5.798976335094624e-06,0.10000006141031595,True,bracket_width,production,,0.7092379852025064
55,0.9,1.8291571875000001,15,0.9895677313429008,-0.59318384986006,0.0,0.59318384986006,0.5,-3057.299144758353,5154.99153972472,0.35186707973480225,none,0.0,0,0,1e-07,-0.5977355555357049,True,4.9279490794348275e-06,0.0022198984389910337,6893.139022436607,6821.227944263814,1398784547.3490894,1384192051.1577446,5.798976335094624e-06,0.09999997160098678,True,bracket_width,production,,0.8497961631221815
55,1.0,2.032396875,15,0.9788502618579532,-0.597735455818281,0.0,0.597735455818281,0.5,-3591.982615176669,6010.073808673041,0.3572876751422882,none,0.0,0,0,1e-07,-0.5977355555357049,True,5.798977794074012e-06,0.0024081066824528374,8111.520528771237,7939.963993653889,1398784547.3490894,1369200620.455515,5.798976335094624e-06,0.09999999801808758,True,cls_residual,production,,1.0
55,1.1,2.2356365625000003,15,0.9639088964899775,-0.6171781321913177,0.0,0.6171781321913177,0.5,-4246.552882151057,6881.114606728462,0.3809088468551636,none,0.0,0,0,1e-07,-0.5977355555357049,True,6.67133124115203e-06,0.0025828920304867622,9331.75505037068,8994.961712917577,1398784547.3490894,1348300869.4624932,5.798976335094624e-06,0.09999992231501262,True,bracket_width,production,,1.1504322792836832
55,1.2,2.43887625,15,0.9453137870036065,-0.6414782029564531,0.0,0.6414782029564531,0.5,-4941.452137037555,7702.918168070899,0.41149428486824036,none,0.0,0,0,1e-07,-0.5977355555357049,True,7.547569453034181e-06,0.0027472840139006706,10557.42352094823,9980.078009588522,1398784547.3490894,1322290317.6566932,5.798976335094624e-06,0.10000007280361754,True,bracket_width,production,,1.3015344636682449
56,0.8,1.6324432,14,0.9926384875643526,0.19367046569582289,0.19367046569582289,0.0,0.42321695946023624,866.5033675345728,4522.91487207322,0.037508249282836914,none,0.0,0,0,1e-07,0.1643998447106549,True,5.100114612531732e-06,0.0022583433336257207,7990.719485102946,7931.895704243591,1566772532.0267456,1555238716.5483997,6.938518394247164e-06,0.09999999165820969,True,bracket_width,production,,0.7350437546768002
56,0.9,1.8364986,14,0.9827928195548311,0.1756322441100361,0.1756322441100361,0.0,0.4302914344780512,917.8894667112064,5280.578868776833,0.03084668517112732,none,0.0,0,0,1e-07,0.1643998447106549,True,5.982621953513818e-06,0.0024459398916395754,9373.40774626564,9212.117827789503,1566772532.0267456,1539812794.3516269,6.938518394247164e-06,0.09999993081174366,True,bracket_width,production,,0.8622333491716779
56,1.0,2.040554,14,0.9679691638184779,0.16440002599005946,0.16440002599005946,0.0,0.43470812155741057,987.337054040978,6053.356225654982,0.027027368545532227,none,0.0,0,0,1e-07,0.1643998447106549,True,6.9385183944243704e-06,0.002634106754561092,10871.08003334642,10522.870249682084,1566772532.0267456,1516587497.7196884,6.938518394247164e-06,0.10000004547763532,True,bracket_width,production,,1.0
56,1.1,2.2446094,14,0.9487182088285818,0.15521747852324616,0.15521747852324616,0.0,0.4383249347064798,1049.3955118898086,6786.195253867289,0.024092406034469604,bounded,2.9802322387695312e-08,0,1,1e-07,0.1643998447106549,True,7.920186170787945e-06,0.002814282532154145,12409.130140928643,11772.76772042259,1566772532.0267456,1486425630.2262359,6.938518394247164e-06,0.10000007786219048,True,bracket_width,production,,1.1414808926863147
56,1.2,2.4486648,14,0.9260120694041728,0.14566103657172544,0.14566103657172544,0.0,0.4420944907702797,1084.059253650696,7426.515119467996,0.021217137575149536,none,0.0,0,0,1e-07,0.1643998447106549,True,8.86044078472959e-06,0.002976649254569572,13882.295243163824,12855.172946201836,1566772532.0267456,1450850274.6677024,6.938518394247164e-06,0.09999994067302807,True,bracket_width,production,,1.2769931966815322
57,0.8,1.6391063000000001,15,0.9957329788962613,0.5484532878374813,0.5484532878374813,0.0,0.29169034769083346,2674.2829578940346,4684.82980614215,0.30080100893974304,none,0.0,0,0,1e-07,0.37545153136663073,True,5.527537161517517e-06,0.0023510714922174354,9613.658512257196,9572.636828501258,1739230009.919623,1731808678.7630403,7.169610243391224e-06,0.09999988141256781,True,bracket_width,production,,0.7709675943263583
57,0.9,1.8439945875000001,15,0.9889330515138679,0.4457814608311681,0.4457814608311681,0.0,0.32787755738889013,2595.952944942178,5504.277340079511,0.19872111082077026,none,0.0,0,0,1e-07,0.37545153136663073,True,6.282903249414464e-06,0.002506572011615558,10927.41388080315,10806.480754297656,1739230009.919623,1719982040.9943073,7.169610243391224e-06,0.10000007400909851,True,bracket_width,production,,0.8763242402619129
57,1.0,2.0488828750000003,15,0.9777906766177717,0.37545153136663073,0.37545153136663073,0.0,0.3536623433085857,2548.2602769014393,6384.065598550558,0.1409638524055481,none,0.0,0,0,1e-07,0.37545153136663073,True,7.16961024327782e-06,0.0026776127881525027,12469.601294535913,12192.659886938112,1739230009.919623,1700602888.1932418,7.169610243391224e-06,0.1000000982611484,True,bracket_width,production,,1.0
57,1.1,2.2537711625000005,15,0.9623870821165977,0.33120769014598805,0.33120769014598805,0.0,0.37024380592359696,2558.061560196646,7275.899878124642,0.10969853401184082,none,0.0,0,0,1e-07,0.37545153136663073,True,8.175307739187037e-06,0.0028592495062843043,14218.740560322241,13683.93223922144,1739230009.919623,1673812494.3761673,7.169610243391224e-06,0.09999993853510136,True,bracket_width,production,,1.140272268893857
57,1.2,2.4586594500000003,15,0.9433382583525808,0.3081659659647123,0.3081659659647123,0.0,0.37897802413899007,2635.441804569394,8118.294941877771,0.09496623277664185,bounded,1.4901161193847656e-08,0,1,1e-07,0.37545153136663073,True,9.124661837082574e-06,0.0030207055197557036,15869.88569742233,14970.670334060913,1739230009.919623,1640682208.4321191,7.169610243391224e-06,0.10000000617887274,True,cls_residual,production,,1.2726858960900695
58,0.8,1.6459068000000001,15,0.9953432523797927,0.321582231425974,0.321582231425974,0.0,0.3738846033131255,1373.3711660765346,4784.042816325277,0.10341513156890869,none,0.0,0,0,1e-07,0.06702983009950828,True,4.614142031112779e-06,0.002148055406900106,8838.075327942855,8796.918641692244,1915432006.285988,1906512322.849047,5.770514369531544e-06,0.09999999758520649,True,cls_residual,production,,0.7996067136511881
58,0.9,1.8516451500000002,15,0.9882219506897375,0.21639930080452463,0.21639930080452463,0.0,0.414338255617697,1015.818371781507,5585.71313978791,0.046828657388687134,none,0.0,0,0,1e-07,0.06702983009950828,True,5.2170890218823825e-06,0.0022840947926656596,9992.979292156775,9875.28148929732,1915432006.285988,1892871953.6654966,5.770514369531544e-06,0.0999999588192155,True,bracket_width,production,,0.904094277870984
58,1.0,2.0573835000000003,15,0.976731918092346,0.06702983009950828,0.06702983009950828,0.0,0.4732789778055637,251.39220447180023,6429.156869729256,0.004492998123168945,none,0.0,0,0,1e-07,0.06702983009950828,True,5.770514369549933e-06,0.0024021894949295595,11053.02791616915,10795.845157288142,1915432006.285988,1870863577.4751837,5.770514369531544e-06,0.09999999374445272,True,bracket_width,production,,1.0
58,1.1,2.2631218500000005,15,0.9610004679409484,-0.3197441641518822,0.0,0.3197441641518822,0.5,-960.9409523621183,7265.854916967372,0.10223633050918579,none,0.0,0,0,1e-07,0.06702983009950828,True,6.221270149950886e-06,0.0024942474115353685,11916.419964967556,11451.685162514681,1915432006.285988,1840731054.3499038,5.770514369531544e-06,0.10000009013160067,True,bracket_width,production,,1.0781136223799248
58,1.2,2.4688602,15,0.9416688005039517,-0.43234685369383263,0.0,0.43234685369383263,0.5,-2575.337843307288,8041.06112800112,0.1869238018989563,none,0.0,0,0,1e-07,0.06702983009950828,True,6.557481563623332e-06,0.0025607580056739706,12560.410067594417,11827.746282189393,1915432006.285988,1803702559.806204,5.770514369531544e-06,0.09999999465271964,True,cls_residual,production,,1.1363773042878287
59,0.8,1.6528447000000004,15,0.9951696243797379,-0.2673305842213851,0.0,0.2673305842213851,0.5,-1317.1995066559484,4932.8128817553825,0.0714656412601471,none,0.0,0,0,1e-06,-0.17720783756072242,True,3.515602266148498e-06,0.0018749939376297988,7358.722247839913,7323.176855297666,2093161197.071854,2083050442.2562397,4.694809674652309e-06,0.10000004910171846,True,bracket_width,production,,0.7488274306612193
59,0.9,1.8594502875000003,15,0.9878671678469729,-0.2819650884147669,0.0,0.2819650884147669,0.5,-1619.315333991811,5752.7560104798495,0.07950431108474731,none,0.0,0,0,1e-06,-0.17720783756072242,True,4.1093343018440865e-06,0.0020271493042802956,8601.4991064164,8497.138561493837,2093161197.071854,2067765223.598552,4.694809674652309e-06,0.10000000197209137,True,bracket_width,production,,0.875293054794027
59,1.0,2.066055875,15,0.9761512235401387,-0.17719169181157718,0.0,0.17719169181157718,0.5,-2211.142504881915,6617.544123930299,0.03139689564704895,none,0.0,0,0,1e-06,-0.17720783756072242,True,4.694809674699282e-06,0.00216675094893236,9826.993438718071,9592.63166892556,2093161197.071854,2043241863.588432,4.694809674652309e-06,0.10000007630298229,True,bracket_width,production,,1.0
59,1.1,2.272661462500001,15,0.9601775162166096,-0.3021655244933682,0.0,0.3021655244933682,0.5,-3122.114159590222,7479.783425333672,0.0913040041923523,none,0.0,0,0,1e-06,-0.17720783756072242,True,5.232751419209155e-06,0.0022875208019183463,10952.992224611278,10516.816869367094,2093161197.071854,2009806319.245438,4.694809674652309e-06,0.1000000639452872,True,bracket_width,production,,1.1145822262846745
59,1.2,2.4792670500000002,15,0.9406105005276184,-0.4315889767777887,0.0,0.4315889767777887,0.5,-4314.657507483002,8284.477327000794,0.18626904487609863,none,0.0,0,0,1e-06,-0.17720783756072242,True,5.706512493609202e-06,0.002388830779609389,11944.650522228529,11235.263706340855,2093161197.071854,1968849401.2627463,4.694809674652309e-06,0.10000008496732715,True,bracket_width,production,,1.2154938941107816
60,0.8,1.6599200000000003,15,0.9952264998381928,-0.828366730155552,0.0,0.828366730155552,0.5,-4208.380386301368,5080.229598389445,0.6861914396286011,none,0.0,0,0,1e-06,-0.8130983570258211,True,2.7310658226724704e-06,0.001652593665325046,6202.009452954026,6172.4041598268195,2270911744.955704,2260071547.373708,3.739200585900289e-06,0.09999999376024479,True,cls_residual,production,,0.7303876216155869
60,0.9,1.86741,15,0.9878843298083805,-0.8338884213567896,0.0,0.8338884213567896,0.5,-4930.70414436228,5912.974141854573,0.6953698992729187,none,0.0,0,0,1e-06,-0.8130983570258211,True,3.196650603074304e-06,0.0017879179519973236,7259.311399041172,7171.359976312126,2270911744.955704,2243398127.219546,3.739200585900289e-06,0.10000002936389156,True,bracket_width,production,,0.8549021454308164
60,1.0,2.0749,15,0.9760618922993104,-0.8130983936786091,0.0,0.8130983936786091,0.5,-5514.70611811599,6782.661534612252,0.6611289978027344,none,0.0,1,0,1e-06,-0.8130983570258211,True,3.7392005858909093e-06,0.0019337012659381772,8491.394527244916,8288.12661052268,2270911744.955704,2216550415.026194,3.739200585900289e-06,0.10000000914555764,True,bracket_width,production,,1.0
60,1.1,2.2823900000000004,15,0.9599272992462282,-0.7662829083070476,0.0,0.7662829083070476,0.5,-5853.117817642242,7639.06139331278,0.5871894955635071,none,0.0,0,0,1e-06,-0.8130983570258211,True,4.353357594427103e-06,0.002086470127854004,9886.090891176618,9489.92852926991,2270911744.955704,2179910178.1618686,3.739200585900289e-06,0.09999997770190079,True,bracket_width,production,,1.164248211463591
60,1.2,2.4898800000000003,15,0.9401677930335628,-0.6969606389680933,0.0,0.6969606389680933,0.5,-5872.801066110079,8427.61102486967,0.485754132270813,none,0.0,0,0,1e-06,-0.8130983570258211,True,5.025101688658598e-06,0.0022416738586731565,11411.562444371553,10728.783478389492,2270911744.955704,2135038083.4290016,3.739200585900289e-06,0.10000005852872708,True,bracket_width,production,,1.3438973313225742
61,0.8,1.6671327,16,0.9972927612568938,-1.0198572741021323,0.0,1.0198572741021323,0.5,-5158.666232781235,5189.220877787526,1.040108859539032,none,0.0,0,0,1e-07,-1.0301560755410866,True,2.4678094004726873e-06,0.00157092628740902,6040.545728743472,6024.192529317113,2447735926.277961,2441109320.745448,3.3717514693123736e-06,0.1000000086951915,True,cls_residual,production,,0.7319072662717423
61,0.9,1.8755242875,16,0.99232223180909,-1.0464808447971583,0.0,1.0464808447971583,0.5,-6189.829714185406,6063.469330677412,1.0951221585273743,none,0.0,0,0,1e-07,-1.0301560755410866,True,2.872621654856216e-06,0.001694881014955391,7031.419227195608,6977.433620316093,2447735926.277961,2428942777.2434363,3.3717514693123736e-06,0.09999996499766606,True,bracket_width,production,,0.8519671989401236
61,1.0,2.0839158749999998,16,0.9835748549494219,-1.0301560755410866,0.0,1.0301560755410866,0.5,-7032.820606487604,7011.604419137297,1.0612215399742126,none,0.0,0,0,1e-07,-1.0301560755410866,True,3.371751469340434e-06,0.0018362329561742523,8253.157205985082,8117.597901751553,2447735926.277961,2407531508.6433334,3.3717514693123736e-06,0.10000005459046145,True,bracket_width,production,,1.0
61,1.1,2.2923074625,16,0.9708319847523827,-0.9815098375963281,0.0,0.9815098375963281,0.5,-7579.20361438671,7993.26099646391,0.9633615612983704,none,0.0,0,0,1e-07,-1.0301560755410866,True,3.967825797592815e-06,0.0019919402093418405,9712.189753980438,9428.904455148584,2447735926.277961,2376340327.4581447,3.3717514693123736e-06,0.09999998930418041,True,bracket_width,production,,1.176784776005149
61,1.2,2.5006990499999997,16,0.9544393314064991,-0.8982634666064062,0.0,0.8982634666064062,0.5,-7727.913411770684,8952.991929926091,0.8068772554397583,none,0.0,0,0,1e-07,-1.0301560755410866,True,4.649158797473169e-06,0.0021561908072972504,11379.913015546319,10861.436570022146,2447735926.277961,2336215440.936405,3.3717514693123736e-06,0.10000006652372331,True,bracket_width,production,,1.3788557192747708
62,0.8,1.6744828,15,0.9948488446984255,-0.35152485963864594,0.0,0.35152485963864594,0.5,-1814.0061486106306,5154.12999156102,0.12356972694396973,none,0.0,0,0,1e-06,-0.05106509183658211,True,2.8476658974679486e-06,0.0016875028585066007,7468.196972591633,7429.727130163065,2622567829.755629,2609058575.5756445,4.2500421450269414e-06,0.1000000833950766,True,bracket_width,production,,0.6700323903351267
62,0.9,1.88379315,15,0.9871161174532649,-0.21671589206607098,0.0,0.21671589206607098,0.5,-1290.031127706528,5941.448669397037,0.04696577787399292,none,0.0,0,0,1e-06,-0.05106509183658211,True,3.4768801016674427e-06,0.0018646394025836315,9118.353902550516,9000.874101850492,2622567829.755629,2588778973.866212,4.2500421450269414e-06,0.10000003497271083,True,bracket_width,production,,0.8180813231988693
62,1.0,2.0931035,15,0.9748115359060102,-0.05106567544763645,0.0,0.05106567544763645,0.5,-346.73095606749206,6746.677556676653,0.00260770320892334,none,0.0,0,0,1e-06,-0.05106509183658211,True,4.250042145042639e-06,0.002061563034457748,11146.02380469443,10865.27258429913,2622567829.755629,2556509374.141776,4.2500421450269414e-06,0.09999994097894395,True,bracket_width,production,,1.0
62,1.1,2.30241385,15,0.9581649429764697,0.13538010421528004,0.13538010421528004,0.0,0.44615567692148955,1017.7188796370268,7524.4013517289,0.018327772617340088,none,0.0,0,0,1e-06,-0.05106509183658211,True,5.172300942396674e-06,0.0022742693205503772,13564.71005734424,12997.229638587587,2622567829.755629,2512852555.049726,4.2500421450269414e-06,0.09999991973597289,True,bracket_width,production,,1.216999918090173
62,1.2,2.5117242,15,0.9379125095160392,0.3303937136906439,0.3303937136906439,0.0,0.37055124542699075,2724.4134090841,8230.247891041407,0.10916000604629517,none,0.0,0,0,1e-06,-0.05106509183658211,True,6.217035186961621e-06,0.002493398320959092,16304.59647778432,15292.284999125064,2622567829.755629,2459739174.5821342,4.2500421450269414e-06,0.10000002633329934,True,bracket_width,production,,1.4628173026974178
63,0.8,1.6819703000000001,15,0.9943929279346525,0.26057102714817776,0.26057102714817776,0.0,0.39721166748386005,1364.4501130497974,5252.114402704547,0.0678972601890564,none,0.0,0,0,1e-06,0.639789315354666,True,3.42259957607388e-06,0.0018500269122566516,9561.203167186977,9507.592811997132,2793550035.4834933,2777886399.116384,5.237726853987156e-06,0.09999993963212378,True,bracket_width,production,,0.6534513294419566
