mass_MeV,width_scale,sigma_template_MeV,n_fixed_fit_bins,template_fraction_in_fixed_window,signed_r,excess_Z_reference,deficit_magnitude_reference,p0_asymptotic_fixed_width_reference,A_hat_window,sigma_A_window,raw_signed_twice_delta_nll,signed_fallback_source,signed_fallback_nll_improvement,bounded_feasible_fallbacks,signed_feasible_fallbacks,covariance_diagonal_load_relative,nominal_saved_r,post_selection_width_scan,eps2_90,epsilon_90,A90_full_template_events,A90_fitted_window_events,signal_yield_per_eps2_total,signal_yield_per_eps2_fitted_window,nominal_saved_eps2_90,cls_at_limit,limit_optimizer_ok,limit_convergence_reason,limit_numerical_method,limit_initial_error,limit_ratio_to_nominal
79,1.1,2.5031279625000002,16,0.953958841219578,2.7496907753918927,2.7496907753918927,0.0,0.002982576384246632,19825.44922449697,7213.056336186888,7.5607993602752686,none,0.0,0,0,1e-06,2.6171799047559157,True,6.790863258698978e-06,0.0026059284830361284,30492.3456700893,29088.4427415052,4490201688.427334,4283467599.5343323,5.944902153866691e-06,0.09999988718232691,True,bracket_width,production,,1.1423002570311245
79,1.2,2.7306850500000004,16,0.9326194414295298,2.836773310467291,2.836773310467291,0.0,0.002278597773666462,21841.479406274626,7701.79201132289,8.047282814979553,none,0.0,0,0,1e-06,2.6171799047559157,True,7.576348009680166e-06,0.0027525166683746286,34019.330625178955,31727.089125460894,4490201688.427334,4187649390.567032,5.944902153866691e-06,0.10000024635064754,True,bracket_width,production,,1.274427705156437
80,0.8,1.8302800000000001,17,0.9962787452365856,2.0159000090834036,2.0159000090834036,0.0,0.021905216338499196,10893.431704706814,5405.322456981659,4.063852846622467,none,0.0,0,0,1e-06,2.137399205960069,True,3.959314954244036e-06,0.0019898027425461137,17957.143185128367,17890.320080513393,4535416705.326736,4518539264.307969,5.221034569145116e-06,0.09999981351067407,True,bracket_width,production,,0.7583391570811111
80,0.9,2.059065,17,0.9900875192151989,2.0917439173558354,2.0917439173558354,0.0,0.01823071481079893,12733.048304334843,6088.6939210902465,4.3753926157951355,none,0.0,0,0,1e-06,2.137399205960069,True,4.58776446142565e-06,0.002141906734997033,20807.42357845421,20601.170392051565,4535416705.326736,4490459474.384119,5.221034569145116e-06,0.10000011834845843,True,bracket_width,production,,0.8787079266919489
80,1.0,2.28785,17,0.9797230507514317,2.137399261733126,2.137399261733126,0.0,0.01628276571017792,14462.276895201283,6767.468484953825,4.568475604057312,none,0.0,0,0,1e-06,2.137399205960069,True,5.22103456912822e-06,0.002284958329845037,23679.567403912508,23199.418017435324,4535416705.326736,4443452290.971718,5.221034569145116e-06,0.09999998591228332,True,bracket_width,production,,1.0
80,1.1,2.516635,17,0.9651677459332194,2.1504323402675714,2.1504323402675714,0.0,0.015760516260663167,15970.068031745388,7410.748421896949,4.6243592500686646,none,0.0,0,0,1e-06,2.137399205960069,True,5.846230608198239e-06,0.0024178979730745957,26515.091963614777,25591.511543734097,4535416705.326736,4377437918.348075,5.221034569145116e-06,0.10000005224169815,True,bracket_width,production,,1.1197456233610825
80,1.2,2.74542,17,0.9469531954593705,2.1485222262235357,2.1485222262235357,0.0,0.01583614633023292,17171.569247047788,7992.76407961353,4.616147756576538,none,0.0,0,0,1e-06,2.137399205960069,True,6.400069193629742e-06,0.0025298358036895878,29026.980736035348,27487.192162526262,4535416705.326736,4294827341.8489637,5.221034569145116e-06,0.1000000875782308,True,bracket_width,production,,1.2258239452144428
81,0.8,1.8402407000000003,16,0.9934130532448627,1.6749889038914056,1.6749889038914056,0.0,0.04696820438748848,8935.552019003933,5335.393262737658,2.8055878281593323,none,0.0,0,0,1e-06,1.7156965181768842,True,3.5025218615894654e-06,0.0018715025678821458,16024.077150845751,15918.52740785292,4575011315.867684,4544875959.925914,4.461039060518347e-06,0.09999995365227045,True,bracket_width,production,,0.7851354023508442
81,0.9,2.0702707875000006,16,0.984270966900418,1.6730160607264197,1.6730160607264197,0.0,0.04716206717266676,9970.692238639054,5960.682719817632,2.7989827394485474,none,0.0,0,0,1e-06,1.7156965181768842,True,3.94692829551553e-06,0.0019866877700120697,18057.2416149019,17773.21866385396,4575011315.867684,4503050811.44944,4.461039060518347e-06,0.10000000905731782,True,cls_residual,production,,0.8847548303219527
81,1.0,2.3003008750000005,16,0.9702669687452565,1.7156966745104119,1.7156966745104119,0.0,0.04310878687526087,11240.9501345717,6553.07115303738,2.9436150789260864,none,0.0,0,0,1e-06,1.7156965181768842,True,4.461041816611824e-06,0.002112117851023428,20409.316791558027,19802.485937506674,4575011315.867684,4438982361.422186,4.461039060518347e-06,0.09999985188530565,True,bracket_width,production,,1.0
81,1.1,2.530330962500001,16,0.951848177723617,1.7854032116104388,1.7854032116104388,0.0,0.037097969049131,12649.021229084814,7086.145080956007,3.1876646280288696,none,0.0,0,0,1e-06,1.7156965181768842,True,5.024693441367378e-06,0.002241582798240426,22988.02935302189,21881.113849130907,4575011315.867684,4354716184.073584,4.461039060518347e-06,0.10000004793648155,True,bracket_width,production,,1.1263497738704564
81,1.2,2.7603610500000006,16,0.9299144310260307,1.867250369621605,1.867250369621605,0.0,0.03093331629962659,14083.366827486776,7543.85043238267,3.4866239428520203,none,0.0,0,0,1e-06,1.7156965181768842,True,5.6142746136808645e-06,0.0023694460562926653,25685.369887978628,23885.196125072784,4575011315.867684,4254369044.7327495,4.461039060518347e-06,0.09999990185720686,True,bracket_width,production,,1.2585119899066368
82,0.8,1.8503388000000003,17,0.9958882795753822,0.46193012749960677,0.46193012749960677,0.0,0.3220657140807337,2490.3058083653445,5390.604696113604,0.21337944269180298,none,0.0,0,0,1e-06,0.42877099522380807,True,2.2934809345294276e-06,0.001514424291448545,10572.9188098445,10529.445923626236,4609987661.403356,4591032680.978727,2.877768735995597e-06,0.10000002532600781,True,bracket_width,production,,0.7969649908852199
82,0.9,2.08163115,17,0.9892566022093036,0.43945943192088815,0.43945943192088815,0.0,0.33016433549125146,2664.608504767266,6062.951906176313,0.19312459230422974,none,0.0,0,0,1e-06,0.42877099522380807,True,2.5758107673397557e-06,0.0016049332594658744,11874.455855546183,11746.883852741987,4609987661.403356,4560460730.146697,2.877768735995597e-06,0.0999999263777265,True,bracket_width,production,,0.895072190838236
82,1.0,2.3129235,17,0.9783263351590074,0.42877099522380807,0.42877099522380807,0.0,0.3340449443707417,2883.8532846148464,6725.493395732818,0.18384456634521484,none,0.0,0,0,1e-06,0.42877099522380807,True,2.8777687360921206e-06,0.0016963987550373057,13266.478365757006,12978.945160037309,4609987661.403356,4510072333.908989,2.877768735995597e-06,0.09999986549455439,True,bracket_width,production,,1.0
82,1.1,2.5442158500000005,17,0.9631516226018882,0.4243718189013531,0.4243718189013531,0.0,0.3356473348254119,3118.431845133954,7348.023467787867,0.18009144067764282,none,0.0,0,0,1e-06,0.42877099522380807,True,3.1885308526665206e-06,0.0017856457802897306,14699.087888796581,14157.450350862191,4609987661.403356,4440117096.255326,2.877768735995597e-06,0.09999992954488174,True,bracket_width,production,,1.1079871751600168
82,1.2,2.7755082000000004,17,0.9443260044486179,0.42265812279362114,0.42265812279362114,0.0,0.33627235672252964,3341.761416806089,7906.199053009771,0.17863988876342773,none,0.0,0,0,1e-06,0.42877099522380807,True,3.4970610328593827e-06,0.0018700430564185903,16121.40821265623,15223.865003542793,4609987661.403356,4353331228.850459,2.877768735995597e-06,0.10000001492876345,True,bracket_width,production,,1.2151987715344468
83,0.8,1.8605743000000001,17,0.9955032387438268,-0.7181896845251775,0.0,0.7181896845251775,0.5,-3869.8569219992924,5387.228142148497,0.515796422958374,none,0.0,0,0,1e-06,-0.7267395542130244,True,1.4756169812718957e-06,0.0012147497607622303,6848.073566442162,6817.279414549162,4640820520.064443,4619951858.152964,1.8664779501165972e-06,0.09999996883863864,True,bracket_width,production,,0.7905887311528043
83,0.9,2.0931460875,17,0.9885275495120803,-0.6960441939913109,0.0,0.6960441939913109,0.5,-4214.861364957055,6054.284442712239,0.48447751998901367,none,0.0,0,0,1e-06,-0.7267395542130244,True,1.683211694387099e-06,0.0012973864861278227,7811.483370924088,7721.8665147139545,4640820520.064443,4587578936.424682,1.8664779501165972e-06,0.0999999719409816,True,bracket_width,production,,0.9018113877898372
83,1.0,2.325717875,17,0.9772060697567985,-0.7267393491717106,0.0,0.7267393491717106,0.5,-4876.383711857735,6708.684007880555,0.5281500816345215,none,0.0,0,0,1e-06,-0.7267395542130244,True,1.8664786419611763e-06,0.0013661912903986675,8661.992381875441,8464.55153175583,4640820520.064443,4535037980.858875,1.8664779501165972e-06,0.09999991405162181,True,bracket_width,production,,1.0
83,1.1,2.5582896625,17,0.9616443986785893,-0.7935704546335411,0.0,0.7935704546335411,0.5,-5811.908202235306,7320.755345921752,0.6297540664672852,none,0.0,0,0,1e-06,-0.7267395542130244,True,2.021650477678574e-06,0.0014218475578199564,9382.11702120881,9022.260281192503,4640820520.064443,4462819058.392629,1.8664779501165972e-06,0.10000002584351082,True,bracket_width,production,,1.0831361432319166
83,1.2,2.79086145,17,0.9424689984704788,-0.8819063988603669,0.0,0.8819063988603669,0.5,-6939.6987388110065,7867.114718622205,0.7777588963508606,none,0.0,0,0,1e-06,-0.7267395542130244,True,2.1497935963257344e-06,0.0014662174451034657,9976.806235731603,9402.830580923992,4640820520.064443,4373829467.626381,1.8664779501165972e-06,0.10000002605703048,True,bracket_width,production,,1.1517911579566047
84,0.8,1.8709472000000003,17,0.9952783456772133,-1.4089524475152206,0.0,1.4089524475152206,0.5,-7528.794103266952,5336.1834996847065,1.9851469993591309,none,0.0,0,0,1e-06,-1.3604003503160775,True,1.151065461981122e-06,0.001072877188675909,5370.509487748122,5345.15179840973,4665685545.3770895,4643655791.052998,1.4786743242991347e-06,0.1000000623572122,True,bracket_width,production,,0.7784438452947503
84,0.9,2.1048156000000002,17,0.9880650592184995,-1.3808930000408977,0.0,1.3808930000408977,0.5,-8264.347740309078,5984.78273197915,1.9068654775619507,none,0.0,0,0,1e-06,-1.3604003503160775,True,1.3131804917606371e-06,0.0011459408762063761,6126.887238878783,6053.763202507834,4665685545.3770895,4610000864.687911,1.4786743242991347e-06,0.10000002258651812,True,bracket_width,production,,0.888079179973664
84,1.0,2.338684,17,0.9764460269513072,-1.3604001312458252,0.0,1.3604001312458252,0.5,-9004.259009745823,6616.848277963853,1.8506885170936584,none,0.0,0,0,1e-06,-1.3604003503160775,True,1.4786750116127928e-06,0.0012160078172498698,6899.032627992107,6736.5329994103295,4665685545.3770895,4555790113.787602,1.4786743242991347e-06,0.09999999661882265,True,cls_residual,production,,1.0
84,1.1,2.5725524,17,0.9605643940130892,-1.3430947990803028,0.0,1.3430947990803028,0.5,-9675.802857565404,7204.247804086394,1.8039036393165588,none,0.0,0,0,1e-06,-1.3604003503160775,True,1.6459782903589495e-06,0.0012829568544417032,7679.617117332245,7376.766762562795,4665685545.3770895,4481691408.550774,1.4786743242991347e-06,0.09999997692330498,True,bracket_width,production,,1.1131440495255809
84,1.2,2.8064208,17,0.9410775562824418,-1.3235033741739723,0.0,1.3235033741739723,0.5,-10224.732538930544,7725.756739258072,1.7516611814498901,none,0.0,0,0,1e-06,-1.3604003503160775,True,1.8131827758891006e-06,0.0013465447545065483,8459.740668592483,7961.272075182204,4665685545.3770895,4390771951.425783,1.4786743242991347e-06,0.09999994428361929,True,bracket_width,production,,1.2262212870639233
85,0.8,1.8814575000000002,17,0.9952282799995781,-1.7488316825402779,0.0,1.7488316825402779,0.5,-9276.774037345207,5301.290551499635,3.058412253856659,none,0.0,0,0,1e-06,-1.9854986358672475,True,1.0250068818376879e-06,0.0010124262352575065,4803.808870915676,4780.886440048123,4686611335.041134,4664248137.999513,1.2052617089781856e-06,0.10000000337175727,True,bracket_width,production,,0.8504434134316161
85,0.9,2.1166396875,17,0.9878851627702336,-1.885417544819608,0.0,1.885417544819608,0.5,-11201.399145302568,5938.615041824631,3.5547993183135986,none,0.0,0,0,1e-06,-1.9854986358672475,True,1.110556069158252e-06,0.0010538292409865329,5204.744661915789,5141.690027514184,4686611335.041134,4629833801.557933,1.2052617089781856e-06,0.10000000791945765,True,cls_residual,production,,0.921423173831627
85,1.0,2.351821875,17,0.9760599524488284,-1.9854987709571879,0.0,1.9854987709571879,0.5,-13022.515778139816,6556.683411664829,3.9422053694725037,none,0.0,0,0,1e-06,-1.9854986358672475,True,1.2052617089497964e-06,0.0010978441186934493,5648.593186855164,5513.365597364627,4686611335.041134,4574413636.826389,1.2052617089781856e-06,0.09999998924697044,True,bracket_width,production,,1.0
85,1.1,2.5870040625,17,0.9599210921020445,-2.057261055505344,0.0,2.057261055505344,0.5,-14667.002972808923,7127.629633791053,4.232323050498962,none,0.0,0,0,1e-06,-1.9854986358672475,True,1.3049561485727293e-06,0.0011423467724700452,6115.822277632576,5870.706799847075,4686611335.041134,4498777070.990507,1.2052617089781856e-06,0.09999998349756499,True,bracket_width,production,,1.0827160100438282
85,1.2,2.8221862499999997,17,0.9401564439070683,-2.1058763098951263,0.0,2.1058763098951263,0.5,-16073.162744790408,7631.163793216384,4.434715032577515,none,0.0,0,0,1e-06,-1.9854986358672475,True,1.40686647798738e-06,0.0011861140240244105,6593.436382625053,6198.861702616255,4686611335.041134,4406147846.7268305,1.2052617089781856e-06,0.09999998575091322,True,bracket_width,production,,1.1672705334787843
86,0.8,1.8921052,18,0.9970497936457812,-1.9259254912237684,0.0,1.9259254912237684,0.5,-10151.409786448083,5288.376485194938,3.709188997745514,none,0.0,1,0,1e-06,-2.27621053568248,True,9.779667327651378e-07,0.0009889220054003945,4599.084227292692,4585.515979781746,4702700074.765405,4688826139.122847,1.124573851168775e-06,0.09999999811233552,True,bracket_width,production,,0.8696329112203823
86,0.9,2.12861835,18,0.9917717919917591,-2.1355055829276397,0.0,2.1355055829276397,0.5,-12612.112895256643,5946.806149973469,4.560384094715118,none,0.0,1,0,1e-06,-2.27621053568248,True,1.0434920071020164e-06,0.0010215145652911742,4907.229939815755,4866.852231126683,4702700074.765405,4664005280.349864,1.124573851168775e-06,0.09999997860024856,True,bracket_width,production,,0.9278996529928538
86,1.0,2.3651315,18,0.9826074854868985,-2.276210457124748,0.0,2.276210457124748,0.5,-14943.404744235177,6605.148681109031,5.181134045124054,none,0.0,1,0,1e-06,-2.27621053568248,True,1.1245741969364146e-06,0.0010604594272938567,5288.535160012122,5196.554235488564,4702700074.765405,4620908295.464284,1.124573851168775e-06,0.09999992602902814,True,bracket_width,production,,1.0
86,1.1,2.6016446500000003,18,0.9693890600496771,-2.3648018350909923,0.0,2.3648018350909923,0.5,-17012.73861900913,7235.170360279767,5.592287719249725,none,0.0,1,0,1e-06,-2.27621053568248,True,1.2186502505049325e-06,0.001103924929741571,5730.946624162425,5555.516961191683,4702700074.765405,4558746005.172381,1.124573851168775e-06,0.10000000175276336,True,cls_residual,production,,1.083654821375772
86,1.2,2.8381578,18,0.9525117375592432,-2.4092040445359046,0.0,2.4092040445359046,0.5,-18716.001354312502,7811.823757873469,5.80426412820816,none,0.0,1,0,1e-06,-2.27621053568248,True,1.3231965026607385e-06,0.0011503027873828431,6222.5962919919775,5927.096006214982,4702700074.765405,4479377019.434777,1.124573851168775e-06,0.0999999741963139,True,bracket_width,production,,1.1766200098360913
87,0.8,1.9028903000000001,17,0.994734115849892,-2.0504142796203366,0.0,2.0504142796203366,0.5,-10747.83974203328,5236.579240821355,4.204198718070984,none,0.0,0,0,1e-06,-2.3655827940548306,True,9.207208011641318e-07,0.0009595419746754864,4341.838444085901,4318.974825840859,4715694962.681641,4690862659.320912,1.0588234424693088e-06,0.09999996687806316,True,bracket_width,production,,0.8695694403898786
87,0.9,2.1407515875,17,0.9868819620632975,-2.216895564230995,0.0,2.216895564230995,0.5,-12976.142305399908,5850.571061008253,4.914625942707062,none,0.0,0,0,1e-06,-2.3655827940548306,True,9.895733616917282e-07,0.0009947730201868808,4666.52611693362,4605.310450299072,4715694962.681641,4653834297.263266,1.0588234424693088e-06,0.09999992156416476,True,bracket_width,production,,0.934596843324288
87,1.0,2.378612875,17,0.9744295586762204,-2.3655829452344292,0.0,2.3655829452344292,0.5,-15245.652129025611,6439.721673298654,5.595982670783997,none,0.0,0,0,1e-06,-2.3655827940548306,True,1.0588237792157451e-06,0.001028991632237962,4993.089962015227,4865.414448117163,4715694962.681641,4595112561.337546,1.0588234424693088e-06,0.09999993106953806,True,bracket_width,production,,1.0
87,1.1,2.6164741625000003,17,0.9576256887278733,-2.4902920106688047,0.0,2.4902920106688047,0.5,-17392.93367319784,6977.958005265453,6.201554298400879,none,0.0,0,0,1e-06,-2.3655827940548306,True,1.1290409840381865e-06,0.0010625634023615656,5324.2128810899985,5098.603027187624,4715694962.681641,4515870636.468569,1.0588234424693088e-06,0.10000003420752807,True,bracket_width,production,,1.0663162333532499
87,1.2,2.8543354499999998,17,0.9372216123376433,-2.584976559409108,0.0,2.584976559409108,0.5,-19290.96308462855,7447.818667102735,6.68210381269455,none,0.0,0,0,1e-06,-2.3655827940548306,True,1.2002663397796893e-06,0.0010955666751867224,5660.089932375411,5304.758612396946,4715694962.681641,4419651236.21699,1.0588234424693088e-06,0.1000000494040558,True,bracket_width,production,,1.133584609016534
88,0.8,1.9138128000000003,17,0.994268193279343,-1.9415127362342668,0.0,1.9415127362342668,0.5,-10099.371315344102,5200.538917171881,3.7694717049598694,none,0.0,0,0,1e-06,-2.084567102047165,True,9.428174117101217e-07,0.0009709878535337719,4454.975612627565,4429.440553470743,4725173249.130968,4698089469.34533,1.1330190472273286e-06,0.10000000998706636,True,cls_residual,production,,0.8321284748484945
88,0.9,2.1530394,17,0.9860354476206262,-2.011247198151509,0.0,2.011247198151509,0.5,-11671.19012609415,5801.502130271955,4.045115292072296,none,0.0,0,0,1e-06,-2.084567102047165,True,1.0392428230911434e-06,0.0010194325986013707,4910.602387021619,4842.028022773777,4725173249.130968,4659188319.7918625,1.1330190472273286e-06,0.10000002978577875,True,bracket_width,production,,0.917233320720601
88,1.0,2.3922660000000002,17,0.9731658135455593,-2.084566987673977,0.0,2.084566987673977,0.5,-13291.354989178752,6374.734193291909,4.345419526100159,none,0.0,0,0,1e-06,-2.084567102047165,True,1.133019047187131e-06,0.001064433674395512,5353.711292524489,5210.048805477642,4725173249.130968,4598377069.134252,1.1330190472273286e-06,0.1000000057841473,True,bracket_width,production,,1.0
88,1.1,2.6314926,17,0.9559605969445379,-2.1527993331021453,0.0,2.1527993331021453,0.5,-14847.520649772468,6895.549949524025,4.6345449686050415,none,0.0,0,0,1e-06,-2.084567102047165,True,1.2237476629151034e-06,0.0011062312881649585,5782.419720492988,5527.765407786345,4725173249.130968,4517079439.905602,1.1330190472273286e-06,0.09999995324570986,True,bracket_width,production,,1.0800768671570158
88,1.2,2.8707192,17,0.9352018286009258,-2.2104935891240314,0.0,2.2104935891240314,0.5,-16245.045338021759,7347.876940785209,4.886281907558441,none,0.0,0,0,1e-06,-2.084567102047165,True,1.3115871487679989e-06,0.0011452454535024353,6197.4765092625075,5795.891364173579,4725173249.130968,4418990663.043459,1.1330190472273286e-06,0.09999996898453238,True,bracket_width,production,,1.157603794944301
89,0.8,1.9248727,17,0.9939859348954917,-1.4298191322639402,0.0,1.4298191322639402,0.5,-7402.473183088429,5176.24501446031,2.0443827509880066,none,0.0,1,0,1e-06,-1.4698310688161544,True,1.0964975459415405e-06,0.0010471377874671224,5186.651066378119,5155.458209190554,4730198517.6122265,4701750795.770057,1.3538057849223548e-06,0.09999996875295684,True,bracket_width,production,,0.8099371107174282
89,0.9,2.1654817875,17,0.9854807575871555,-1.4549516456473828,0.0,1.4549516456473828,0.5,-8394.713240805504,5768.94697648873,2.1168842911720276,none,0.0,1,0,1e-06,-1.4698310688161544,True,1.2227404605003313e-06,0.0011057759540251955,5783.805113683158,5699.828645168944,4730198517.6122265,4661519618.674137,1.3538057849223548e-06,0.09999996056267138,True,bracket_width,production,,0.9031874985954013
89,1.0,2.406090875,17,0.9722835812229912,-1.4698311093681915,0.0,1.4698311093681915,0.5,-9307.499760343855,6331.708862385544,2.1604034900665283,none,0.0,1,0,1e-06,-1.4698310688161544,True,1.3538057849581458e-06,0.001163531600326414,6403.7701171438775,6226.280542825423,4730198517.6122265,4599094354.5997,1.3538057849223548e-06,0.09999987893314931,True,bracket_width,production,,1.0
89,1.1,2.6466999625,17,0.954737081642527,-1.4768804783019278,0.0,1.4768804783019278,0.5,-10103.664449950747,6840.724710700397,2.181175947189331,none,0.0,1,0,1e-06,-1.4698310688161544,True,1.486186180824693e-06,0.0012190923594316769,7029.955669432739,6711.759359910551,4730198517.6122265,4516095928.294905,1.3538057849223548e-06,0.09999991018276967,True,bracket_width,production,,1.097783889932661
89,1.2,2.88730905,17,0.9336544884385859,-1.477322317338118,0.0,1.477322317338118,0.5,-10757.152115293235,7281.174768775903,2.1824812293052673,none,0.0,1,0,1e-06,-1.4698310688161544,True,1.6173634482717059e-06,0.0012717560490407372,7650.450185455022,7142.877154225894,4730198517.6122265,4416371077.174201,1.3538057849223548e-06,0.0999999956359383,True,bracket_width,production,,1.19467907896531
90,0.8,1.9360700000000002,17,0.9939032708360783,-0.4850865337019629,0.0,0.4850865337019629,0.5,-2509.330031543278,5172.509008901616,0.2353089451789856,none,0.0,1,0,1e-06,-0.4201223914880649,True,1.5128517611964364e-06,0.0012299803905739459,7159.122347540558,7115.475117536224,4732203465.776962,4703352502.897548,1.9373832172373834e-06,0.10000007461088806,True,bracket_width,production,,0.7808737826208328
90,0.9,2.1780787500000005,17,0.9852342095608341,-0.46149494924292217,0.0,0.46149494924292217,0.5,-2660.6090580949526,5764.984912080469,0.2129775881767273,none,0.0,1,0,1e-06,-0.4201223914880649,True,1.7156722470897069e-06,0.0013098367253553806,8118.91015381526,7999.028027889607,4732203465.776962,4662328741.085805,1.9373832172373834e-06,0.10000002985569098,True,bracket_width,production,,0.8855616337869121
90,1.0,2.4200875,17,0.9717959941172746,-0.42012232055082016,0.0,0.42012232055082016,0.5,-2657.6476274528195,6326.004845931378,0.1765027642250061,none,0.0,1,0,1e-06,-0.4201223914880649,True,1.93738321719405e-06,0.0013918991404530897,9168.091574943805,8909.514666230725,4732203465.776962,4598736371.389935,1.9373832172373834e-06,0.09999992546632357,True,bracket_width,production,,1.0
90,1.1,2.6620962500000003,17,0.9539634529735997,-0.3698962515926476,0.0,0.3698962515926476,0.5,-2526.721330897205,6831.40187156107,0.13682323694229126,none,0.0,1,0,1e-06,-0.4201223914880649,True,2.170704946680668e-06,0.0014733312413305665,10272.217471861451,9799.320049152691,4732203465.776962,4514349158.386227,1.9373832172373834e-06,0.10000003172345333,True,bracket_width,production,,1.1204313774455743
90,1.2,2.904105,17,0.9325829613000901,-0.3170492914066479,0.0,0.3170492914066479,0.5,-2303.527822927566,7266.482522140846,0.10052025318145752,none,0.0,1,0,1e-06,-0.4201223914880649,True,2.408059632609748e-06,0.001551792393527481,11395.428139233449,10627.182119368705,4732203465.776962,4413172321.588828,1.9373832172373834e-06,0.09999999081822337,True,cls_residual,production,,1.2429444062684656
91,0.8,1.9474047000000003,18,0.9961286636986869,0.4878985927349608,0.4878985927349608,0.0,0.3128108356760979,2523.741705171187,5172.931879585341,0.23804503679275513,none,0.0,0,0,1e-06,0.5535231175854425,True,2.1523390172250085e-06,0.0014670852113033545,10182.598198636704,10143.177936588636,4730945319.090594,4712630238.737271,2.793553523236596e-06,0.09999995240417243,True,bracket_width,production,,0.7704663609815895
91,0.9,2.1908302875000003,18,0.9897571041372536,0.5247407318430811,0.5247407318430811,0.0,0.29988171887346493,3040.1640276839903,5793.675663406893,0.2753527760505676,bounded,2.9802322387695312e-08,0,1,1e-06,0.5535231175854425,True,2.474572470376923e-06,0.0015730773885530625,11707.067045480153,11587.152776875111,4730945319.090594,4682486738.854801,2.793553523236596e-06,0.10000000812054148,True,cls_residual,production,,0.8858153065006739
91,1.0,2.4342558750000003,18,0.9791543139030453,0.553523171426592,0.553523171426592,0.0,0.28995260917738697,3543.951302368275,6401.445319572345,0.2838696241378784,bounded,0.011259138584136963,0,1,1e-06,0.5535231175854425,True,2.7935535231971527e-06,0.0016713926897043534,13216.148964198608,12940.649271480332,4730945319.090594,4632325518.026975,2.793553523236596e-06,0.10000016283773801,True,bracket_width,production,,1.0
91,1.1,2.6776814625000003,18,0.9643325119426533,0.5752748910358835,0.5752748910358835,0.0,0.2825527000777186,4009.8296187730834,6969.585913989358,0.33094120025634766,none,0.0,0,0,1e-06,0.5535231175854425,True,3.11331723752887e-06,0.0017644594746065636,14728.933611731269,14203.589548037391,4730945319.090594,4562204383.42197,2.793553523236596e-06,0.09999990939562407,True,bracket_width,production,,1.1144648604998826
91,1.2,2.9211070500000003,18,0.9458506346939971,0.5906146739884586,0.5906146739884586,0.0,0.2773893152898381,4416.459820846993,7477.295635014556,0.34878772497177124,bounded,1.8984079360961914e-05,0,1,1e-06,0.5535231175854425,True,3.4246533593956943e-06,0.0018505818975110759,16201.847780140939,15324.528006061833,4730945319.090594,4474767632.764433,2.793553523236596e-06,0.09999995225536305,True,bracket_width,production,,1.2259129209295634
92,0.8,1.9588768000000003,17,0.993284549374508,1.2806789940118788,1.2806789940118788,0.0,0.10015322048213089,6534.506966954136,5103.546767639858,1.6401386857032776,none,0.0,0,0,1e-06,1.2216796387109052,True,2.8366558699467124e-06,0.0016842374743327357,13407.189328330367,13317.154010369342,4726406706.705042,4694666755.830172,3.463222821589818e-06,0.10000014821989586,True,bracket_width,production,,0.8190798040071806
92,0.9,2.2037364000000004,17,0.9840347932257084,1.2705962423737678,1.2705962423737678,0.0,0.10193616222134307,7208.656098596091,5674.311625658509,1.6144148111343384,none,0.0,0,0,1e-06,1.2216796387109052,True,3.17229354039179e-06,0.001781093355327505,14993.549464944837,14754.174347456425,4726406706.705042,4650948646.333097,3.463222821589818e-06,0.0999998489592568,True,bracket_width,production,,0.9159946396198434
92,1.0,2.448596,17,0.9699100553461671,1.2216796387109052,1.2216796387109052,0.0,0.11091439953818072,7584.896378931321,6209.064385211001,1.492501139640808,none,0.0,0,0,1e-06,1.2216796387109052,True,3.463222821596813e-06,0.001860973621950836,16368.599570809136,15876.069315662737,4726406706.705042,4584189390.488784,3.463222821589818e-06,0.1000001157558914,True,bracket_width,production,,1.0
92,1.1,2.6934556000000005,17,0.951372420592732,1.1467993074639886,1.1467993074639886,0.0,0.12573228775418654,7667.048003479042,6685.7124201032875,1.315148651599884,none,0.0,0,0,1e-06,1.2216796387109052,True,3.704428876835132e-06,0.0019246892935835466,17508.637487985394,16657.234828225315,4726406706.705042,4496572989.263699,3.463222821589818e-06,0.09999988424932789,True,bracket_width,production,,1.0696478591369136
92,1.2,2.9383152000000003,17,0.929331225805915,1.0570890705452656,1.0570890705452656,0.0,0.14523546938843757,7497.201202112658,7092.121043670604,1.1174373030662537,none,0.0,0,0,1e-06,1.2216796387109052,True,3.898183703379145e-06,0.001974381853487097,18424.401599619487,17122.371723314838,4726406706.705042,4392397338.399494,3.463222821589818e-06,0.10000009982959515,True,bracket_width,production,,1.1255942525759233
93,0.8,1.9704863000000006,18,0.9956131864413235,1.7624646149458312,1.7624646149458312,0.0,0.03899541492087541,8959.94100508999,5101.82231026488,3.1062815189361572,none,0.0,0,0,1e-06,1.5149466579476312,True,3.3253456190023596e-06,0.0018235530206172673,15687.119243053561,15618.30277566156,4717440242.425048,4696745711.607331,3.853792542962685e-06,0.09999979530506078,True,bracket_width,production,,0.862876136147987
93,0.9,2.2167970875000003,18,0.9887046915786342,1.656578787072509,1.656578787072509,0.0,0.048802332015482834,9407.658058109148,5700.545476275484,2.7442532777786255,none,0.0,0,0,1e-06,1.5149466579476312,True,3.6192587902124054e-06,0.001902434963464561,17073.637064698596,16880.78506817836,4717440242.425048,4664155299.927494,3.853792542962685e-06,0.0999998873404705,True,bracket_width,production,,0.9391420918091047
