dataset_set,n_active_datasets,mass_GeV,mass_MeV,sigma_mass_res_GeV,sigma_mass_res_min_GeV,sigma_mass_res_max_GeV,n_likelihood_bins,observed_count_sum,background_mean_sum,signal_per_eps2_sum,cls_alpha,eps2_obs,ul_eps2_obs,p0_analytic,Z_analytic,q0_analytic,p0_fit_ok,lrt_A_hat_scaled,lrt_sigma_A_scaled,eps2_lrt_scale,cls_statistic,cls_calibration,combined_mode,observed_gp_fit_mode,observed_gp_optimizer_restarts,expected_bands_produced,toy_draws,reference_closure_checked,reference_eps2_obs,reference_bitwise_equal,limit_solver,profile_cache_limit_calls,profile_cache_asimov_fixed_nodes,meta,gp_lml_by_dataset,gp_ls_opt_by_dataset,gp_const_opt_by_dataset,gp_state_sha256_by_dataset
2015,1,0.029,29,0.0014511251288901,0.0014511251288901,0.0014511251288901,26,5308495,5302853.06406108,1187516060.1752234,0.1,8.39795864481337e-06,8.39795864481337e-06,0.2958487354012595,0.5363778004489851,0.28770114481449127,True,21729.445489920025,42121.77764321801,10000000000.0,tilde_q_mu,asymptotic,count_scale,fixed_reviewed_max_lml,0,False,0,False,,,campaign_local_deterministic_profile_cache_v1,1,22,"[{""const_opt"": 52.79808549273994, ""dens"": 823046135.5837226, ""key"": ""2015"", ""lml"": 1076.441099262334, ""lml_delta"": -2.0311699699959718e-07, ""ls_opt"": 0.3575969641454719, ""reviewed_lml"": 1076.441099465451, ""sigma"": 0.0014511251288901, ""state_sha256"": ""b83cee0e17b8702ec00f63536f3b8488acae5acda7041c99df641f307e4b375c""}]","{""2015"": 1076.441099262334}","{""2015"": 0.3575969641454719}","{""2015"": 52.79808549273994}","{""2015"": ""b83cee0e17b8702ec00f63536f3b8488acae5acda7041c99df641f307e4b375c""}"
2015,1,0.03,30,0.0015043442127557999,0.0015043442127557999,0.0015043442127557999,28,5704710,5693984.858197951,1233369661.5803795,0.1,1.023124658847981e-05,1.023124658847981e-05,0.1291357096850267,1.1304861780495934,1.277998998761177,True,46438.42946511689,41101.365026069376,10000000000.0,tilde_q_mu,asymptotic,count_scale,fixed_reviewed_max_lml,0,False,0,False,,,campaign_local_deterministic_profile_cache_v1,1,22,"[{""const_opt"": 55.669535581264306, ""dens"": 822008895.937668, ""key"": ""2015"", ""lml"": 1066.70684583366, ""lml_delta"": -1.4064812603464816e-07, ""ls_opt"": 0.3628488513309133, ""reviewed_lml"": 1066.7068459743082, ""sigma"": 0.0015043442127557999, ""state_sha256"": ""3c3b9333983c07f1110b5b3185d5aed4cdf9462354ea74dedfcbbc0e94f04e8f""}]","{""2015"": 1066.70684583366}","{""2015"": 0.3628488513309133}","{""2015"": 55.669535581264306}","{""2015"": ""3c3b9333983c07f1110b5b3185d5aed4cdf9462354ea74dedfcbbc0e94f04e8f""}"
2015,1,0.031,31,0.0015575632966214998,0.0015575632966214998,0.0015575632966214998,28,5658690,5658168.573470683,1256547871.260905,0.1,8.58777369557878e-06,8.58777369557878e-06,0.24762900261473264,0.6819698664427923,0.46508289873600006,True,27601.811079721592,40517.92712583994,10000000000.0,tilde_q_mu,asymptotic,count_scale,fixed_reviewed_max_lml,0,False,0,False,,,campaign_local_deterministic_profile_cache_v1,1,22,"[{""const_opt"": 53.65388371836952, ""dens"": 814302946.6626806, ""key"": ""2015"", ""lml"": 1063.9683131627821, ""lml_delta"": -1.7356865100737195e-07, ""ls_opt"": 0.3587365403918236, ""reviewed_lml"": 1063.9683133363508, ""sigma"": 0.0015575632966214998, ""state_sha256"": ""8840b2e03f9f83ed671cf5a48feb834ceb9da2492e533d54b84422925bc71c9a""}]","{""2015"": 1063.9683131627821}","{""2015"": 0.3587365403918236}","{""2015"": 53.65388371836952}","{""2015"": ""8840b2e03f9f83ed671cf5a48feb834ceb9da2492e533d54b84422925bc71c9a""}"
2015,1,0.032,32,0.0016107823804872,0.0016107823804872,0.0016107823804872,28,5572517,5572488.6135384645,1268245860.5861568,0.1,6.499028153551335e-06,6.499028153551335e-06,0.5,0.0,0.0,True,0.0,39813.417329301374,10000000000.0,tilde_q_mu,asymptotic,count_scale,fixed_reviewed_max_lml,0,False,0,False,,,campaign_local_deterministic_profile_cache_v1,1,22,"[{""const_opt"": 53.600317580777975, ""dens"": 800432354.0283093, ""key"": ""2015"", ""lml"": 1064.3351452141974, ""lml_delta"": 0.0, ""ls_opt"": 0.3590113268961968, ""reviewed_lml"": 1064.3351452141974, ""sigma"": 0.0016107823804872, ""state_sha256"": ""61cdc0216f77701b078869d568f13f3c2924442606cf97542537872a0bb0c19d""}]","{""2015"": 1064.3351452141974}","{""2015"": 0.3590113268961968}","{""2015"": 53.600317580777975}","{""2015"": ""61cdc0216f77701b078869d568f13f3c2924442606cf97542537872a0bb0c19d""}"
2015,1,0.033,33,0.0016640014643529,0.0016640014643529,0.0016640014643529,30,5830151,5834138.903292186,1284695858.4220338,0.1,5.039214999647856e-06,5.039214999647856e-06,0.5,0.0,0.0,True,0.0,40461.48856578484,10000000000.0,tilde_q_mu,asymptotic,count_scale,fixed_reviewed_max_lml,0,False,0,False,,,campaign_local_deterministic_profile_cache_v1,1,22,"[{""const_opt"": 52.4094309018401, ""dens"": 781756301.0638617, ""key"": ""2015"", ""lml"": 1056.2302992251562, ""lml_delta"": -1.2152440831414424e-07, ""ls_opt"": 0.3570034455670367, ""reviewed_lml"": 1056.2302993466806, ""sigma"": 0.0016640014643529, ""state_sha256"": ""735ed2b16c84f58b8120b5749d2658a4157dfd506541c3733583c7847ce7447b""}]","{""2015"": 1056.2302992251562}","{""2015"": 0.3570034455670367}","{""2015"": 52.4094309018401}","{""2015"": ""735ed2b16c84f58b8120b5749d2658a4157dfd506541c3733583c7847ce7447b""}"
2015,1,0.034,34,0.0017172205482186,0.0017172205482186,0.0017172205482186,30,5667888,5677307.975857439,1279253117.7166407,0.1,4.503084940491807e-06,4.503084940491807e-06,0.5,0.0,0.0,True,0.0,39688.09444088483,10000000000.0,tilde_q_mu,asymptotic,count_scale,fixed_reviewed_max_lml,0,False,0,False,,,campaign_local_deterministic_profile_cache_v1,1,22,"[{""const_opt"": 54.03492341972004, ""dens"": 759251610.420538, ""key"": ""2015"", ""lml"": 1056.5206332351695, ""lml_delta"": -4.4765783968614414e-08, ""ls_opt"": 0.3608408913183678, ""reviewed_lml"": 1056.5206332799353, ""sigma"": 0.0017172205482186, ""state_sha256"": ""d401bbdfb00e49a060f87a5ce3b1fedb6846ee94e6283168bd9f46ec3006e3c2""}]","{""2015"": 1056.5206332351695}","{""2015"": 0.3608408913183678}","{""2015"": 54.03492341972004}","{""2015"": ""d401bbdfb00e49a060f87a5ce3b1fedb6846ee94e6283168bd9f46ec3006e3c2""}"
2015,1,0.035,35,0.0017704396320843,0.0017704396320843,0.0017704396320843,32,5836437,5857175.6987989545,1278301415.3520532,0.1,4.3090932589142466e-06,4.3090932589142466e-06,0.5,0.0,0.0,True,0.0,39591.18286086427,10000000000.0,tilde_q_mu,asymptotic,count_scale,fixed_reviewed_max_lml,0,False,0,False,,,campaign_local_deterministic_profile_cache_v1,1,22,"[{""const_opt"": 56.12166313678857, ""dens"": 733146781.9259496, ""key"": ""2015"", ""lml"": 1049.1347524633345, ""lml_delta"": -2.3739858079352416e-07, ""ls_opt"": 0.3673791350160184, ""reviewed_lml"": 1049.134752700733, ""sigma"": 0.0017704396320843, ""state_sha256"": ""0bd154b413a27ac09c500a047caada1f06d07a768056f8ed1193064514e7cdad""}]","{""2015"": 1049.1347524633345}","{""2015"": 0.3673791350160184}","{""2015"": 56.12166313678857}","{""2015"": ""0bd154b413a27ac09c500a047caada1f06d07a768056f8ed1193064514e7cdad""}"
2015,1,0.036,36,0.0018236587159499997,0.0018236587159499997,0.0018236587159499997,32,5615460,5616723.67268244,1257258770.7311766,0.1,5.397785863597617e-06,5.397785863597617e-06,0.5,0.0,0.0,True,0.0,40171.67121244637,10000000000.0,tilde_q_mu,asymptotic,count_scale,fixed_reviewed_max_lml,0,False,0,False,,,campaign_local_deterministic_profile_cache_v1,1,21,"[{""const_opt"": 53.65512935341233, ""dens"": 704234099.8449053, ""key"": ""2015"", ""lml"": 1050.5993076628067, ""lml_delta"": -1.2618602340808138e-07, ""ls_opt"": 0.358952611661344, ""reviewed_lml"": 1050.5993077889927, ""sigma"": 0.0018236587159499997, ""state_sha256"": ""0431a6d5a1e596a177680faff7b91684ef92402c0dfffaba481ffe50eaffffdc""}]","{""2015"": 1050.5993076628067}","{""2015"": 0.358952611661344}","{""2015"": 53.65512935341233}","{""2015"": ""0431a6d5a1e596a177680faff7b91684ef92402c0dfffaba481ffe50eaffffdc""}"
2015,1,0.037,37,0.0018768777998156997,0.0018768777998156997,0.0018768777998156997,34,5703212,5703298.711140944,1242364151.784438,0.1,7.58231184821308e-06,7.58231184821308e-06,0.3755955047231654,0.3170693125655567,0.10053294897079468,True,12947.254842042013,40962.85140038024,10000000000.0,tilde_q_mu,asymptotic,count_scale,fixed_reviewed_max_lml,0,False,0,False,,,campaign_local_deterministic_profile_cache_v1,1,22,"[{""const_opt"": 53.21238473241704, ""dens"": 673803749.1307225, ""key"": ""2015"", ""lml"": 1041.156639075686, ""lml_delta"": -2.0415882318047807e-07, ""ls_opt"": 0.3585438789488137, ""reviewed_lml"": 1041.1566392798447, ""sigma"": 0.0018768777998156997, ""state_sha256"": ""7da189cbe5ee1bf47f16d71fbc528e79a048cee5a4212d876344306868d67606""}]","{""2015"": 1041.156639075686}","{""2015"": 0.3585438789488137}","{""2015"": 53.21238473241704}","{""2015"": ""7da189cbe5ee1bf47f16d71fbc528e79a048cee5a4212d876344306868d67606""}"
2015,1,0.038,38,0.0019300968836813998,0.0019300968836813998,0.0019300968836813998,34,5432650,5419103.501123693,1208728121.9124308,0.1,1.2192184480002683e-05,1.2192184480002683e-05,0.05427224814658087,1.6047697007205641,2.575285792350769,True,66986.7292250777,41786.77763229909,10000000000.0,tilde_q_mu,asymptotic,count_scale,fixed_reviewed_max_lml,0,False,0,False,,,campaign_local_deterministic_profile_cache_v1,1,23,"[{""const_opt"": 50.346387875625496, ""dens"": 641013054.8399808, ""key"": ""2015"", ""lml"": 1041.0444732019773, ""lml_delta"": 2.2737367544323206e-13, ""ls_opt"": 0.352562264751592, ""reviewed_lml"": 1041.044473201977, ""sigma"": 0.0019300968836813998, ""state_sha256"": ""14e97fbe4d54bc66aef4a61a4a6894c2acfe36a018b5ce8b9712dc626d932bb6""}]","{""2015"": 1041.0444732019773}","{""2015"": 0.352562264751592}","{""2015"": 50.346387875625496}","{""2015"": ""14e97fbe4d54bc66aef4a61a4a6894c2acfe36a018b5ce8b9712dc626d932bb6""}"
2015+2016,2,0.039,39,0.00186648347401855,0.0017496509804900001,0.0019833159675471,68,8877467,8864203.594458254,1664783281.700295,0.1,1.1292680637828364e-05,1.1292680637828364e-05,0.05324037587177009,1.6142152202546562,2.6056907773017883,True,62318.52268517987,38590.315286442165,10000000000.0,tilde_q_mu,asymptotic,count_scale,fixed_reviewed_max_lml,0,False,0,False,,,campaign_local_deterministic_profile_cache_v1,1,23,"[{""const_opt"": 50.77400049308937, ""dens"": 607069903.4410157, ""key"": ""2015"", ""lml"": 1033.8492584037508, ""lml_delta"": -1.5445289136550855e-07, ""ls_opt"": 0.3539351415440558, ""reviewed_lml"": 1033.8492585582037, ""sigma"": 0.0019833159675471, ""state_sha256"": ""73c897099b1369d3cd1c013055c35a1aa4ac0a2f2a071996d8eb85433e08e128""}, {""const_opt"": 79.01011823860603, ""dens"": 423346821.0017893, ""key"": ""2016"", ""lml"": 2360.8063553985744, ""lml_delta"": -1.540433913760353e-07, ""ls_opt"": 0.3896811001359248, ""reviewed_lml"": 2360.806355552618, ""sigma"": 0.0017496509804900001, ""state_sha256"": ""f4d09804e8a009030c988d43d1ce5ac60069b4d4bfdba08e8fc46a7f8214fd14""}]","{""2015"": 1033.8492584037508, ""2016"": 2360.8063553985744}","{""2015"": 0.3539351415440558, ""2016"": 0.3896811001359248}","{""2015"": 50.77400049308937, ""2016"": 79.01011823860603}","{""2015"": ""73c897099b1369d3cd1c013055c35a1aa4ac0a2f2a071996d8eb85433e08e128"", ""2016"": ""f4d09804e8a009030c988d43d1ce5ac60069b4d4bfdba08e8fc46a7f8214fd14""}"
2015+2016,2,0.04,40,0.0019097267257064,0.0017829184000000002,0.0020365350514127997,68,9261520,9255997.572029741,1737724558.9902706,0.1,9.720089270044487e-06,9.720089270044487e-06,0.10648724684017896,1.2454279253797362,1.5510907173156738,True,46765.68576353875,37580.02543387637,10000000000.0,tilde_q_mu,asymptotic,count_scale,fixed_reviewed_max_lml,0,False,0,True,9.720089270044487e-06,True,campaign_local_deterministic_profile_cache_v1,1,22,"[{""const_opt"": 51.98878937203811, ""dens"": 572175251.6161546, ""key"": ""2015"", ""lml"": 1035.2673567818633, ""lml_delta"": -9.775703802006319e-09, ""ls_opt"": 0.3559858929862724, ""reviewed_lml"": 1035.267356791639, ""sigma"": 0.0020365350514127997, ""state_sha256"": ""36d6c571efc0f7878e56add1c44f97c11d78f4cefdf81516361664484416ebf6""}, {""const_opt"": 91.6192879765415, ""dens"": 513587375.6719711, ""key"": ""2016"", ""lml"": 2355.974935913487, ""lml_delta"": 0.0, ""ls_opt"": 0.3983641065686693, ""reviewed_lml"": 2355.974935913487, ""sigma"": 0.0017829184000000002, ""state_sha256"": ""d2f2c51ae91fe3b7c3df977f2126a486f181414d33fc419dac110377c2d42c6b""}]","{""2015"": 1035.2673567818633, ""2016"": 2355.974935913487}","{""2015"": 0.3559858929862724, ""2016"": 0.3983641065686693}","{""2015"": 51.98878937203811, ""2016"": 91.6192879765415}","{""2015"": ""36d6c571efc0f7878e56add1c44f97c11d78f4cefdf81516361664484416ebf6"", ""2016"": ""d2f2c51ae91fe3b7c3df977f2126a486f181414d33fc419dac110377c2d42c6b""}"
2015+2016,2,0.041,41,0.0019530121102842501,0.0018162700852900004,0.0020897541352785,70,9924313,9927792.10692479,1821183583.8433495,0.1,6.551489453256481e-06,6.551489453256481e-06,0.41296059839602683,0.21993574569622565,0.048371732234954834,True,7907.930338647725,36720.16676248639,10000000000.0,tilde_q_mu,asymptotic,count_scale,fixed_reviewed_max_lml,0,False,0,False,,,campaign_local_deterministic_profile_cache_v1,1,22,"[{""const_opt"": 51.73137039478016, ""dens"": 536941035.2362417, ""key"": ""2015"", ""lml"": 1033.220876803131, ""lml_delta"": 0.0, ""ls_opt"": 0.3551100109498989, ""reviewed_lml"": 1033.220876803131, ""sigma"": 0.0020897541352785, ""state_sha256"": ""09fe335adbfe7cf037828f69e3842991b4664c9cd57bf779a3be74e49aa7738e""}, {""const_opt"": 94.773938066107, ""dens"": 604568032.6678079, ""key"": ""2016"", ""lml"": 2353.2473153407054, ""lml_delta"": 0.0, ""ls_opt"": 0.4085251693277789, ""reviewed_lml"": 2353.2473153407054, ""sigma"": 0.0018162700852900004, ""state_sha256"": ""d3503e1d1ed4059b5b6e78a18c372807d10e6be2ddc38b5da004606e28993842""}]","{""2015"": 1033.220876803131, ""2016"": 2353.2473153407054}","{""2015"": 0.3551100109498989, ""2016"": 0.4085251693277789}","{""2015"": 51.73137039478016, ""2016"": 94.773938066107}","{""2015"": ""09fe335adbfe7cf037828f69e3842991b4664c9cd57bf779a3be74e49aa7738e"", ""2016"": ""d3503e1d1ed4059b5b6e78a18c372807d10e6be2ddc38b5da004606e28993842""}"
2015+2016,2,0.042,42,0.0019963446982921,0.0018497161774400001,0.0021429732191442,72,10633820,10640106.856935048,1903759980.841124,0.1,5.077011556766866e-06,5.077011556766866e-06,0.5,0.0,0.0,True,0.0,35794.01767749758,10000000000.0,tilde_q_mu,asymptotic,count_scale,fixed_reviewed_max_lml,0,False,0,False,,,campaign_local_deterministic_profile_cache_v1,1,21,"[{""const_opt"": 51.83956134757058, ""dens"": 501846452.67817795, ""key"": ""2015"", ""lml"": 1032.9628568674193, ""lml_delta"": -5.5395048548234627e-08, ""ls_opt"": 0.3545606136926112, ""reviewed_lml"": 1032.9628569228144, ""sigma"": 0.0021429732191442, ""state_sha256"": ""7c9cd0053c09557c9728900c3f90345739cf3b040312051649d4b259cd370944""}, {""const_opt"": 89.1903060395186, ""dens"": 694489179.9053719, ""key"": ""2016"", ""lml"": 2339.8741158889025, ""lml_delta"": 0.0, ""ls_opt"": 0.3970047868192475, ""reviewed_lml"": 2339.8741158889025, ""sigma"": 0.0018497161774400001, ""state_sha256"": ""ae52a86ef8581d2c6a5a8da352abd1e41d463b5ef419e194c33bc5d5571faaad""}]","{""2015"": 1032.9628568674193, ""2016"": 2339.8741158889025}","{""2015"": 0.3545606136926112, ""2016"": 0.3970047868192475}","{""2015"": 51.83956134757058, ""2016"": 89.1903060395186}","{""2015"": ""7c9cd0053c09557c9728900c3f90345739cf3b040312051649d4b259cd370944"", ""2016"": ""ae52a86ef8581d2c6a5a8da352abd1e41d463b5ef419e194c33bc5d5571faaad""}"
