dataset_set,n_active_datasets,mass_GeV,mass_MeV,sigma_mass_res_GeV,sigma_mass_res_min_GeV,sigma_mass_res_max_GeV,n_likelihood_bins,observed_count_sum,background_mean_sum,signal_per_eps2_sum,cls_alpha,eps2_obs,ul_eps2_obs,p0_analytic,Z_analytic,q0_analytic,p0_fit_ok,lrt_A_hat_scaled,lrt_sigma_A_scaled,eps2_lrt_scale,cls_statistic,cls_calibration,combined_mode,observed_gp_fit_mode,observed_gp_optimizer_restarts,expected_bands_produced,toy_draws,reference_closure_checked,reference_eps2_obs,reference_bitwise_equal,limit_solver,profile_cache_limit_calls,profile_cache_asimov_fixed_nodes,meta,gp_lml_by_dataset,gp_ls_opt_by_dataset,gp_const_opt_by_dataset,gp_state_sha256_by_dataset
2015,1,0.019,19,0.0009189342902331,0.0009189342902331,0.0009189342902331,16,1136412,1141204.783486856,265796818.52123833,0.1,9.091092361019903e-06,9.091092361019903e-06,0.5,0.0,0.0,True,0.0,98628.47064441309,10000000000.0,tilde_q_mu,asymptotic,count_scale,fixed_reviewed_max_lml,0,False,0,False,,,campaign_local_deterministic_profile_cache_v1,1,22,"[{""const_opt"": 49.77651343832814, ""dens"": 282453695.05657667, ""key"": ""2015"", ""lml"": 1136.0402568150648, ""lml_delta"": -2.847757514246041e-07, ""ls_opt"": 0.3626237023895018, ""reviewed_lml"": 1136.0402570998406, ""sigma"": 0.0009189342902331, ""state_sha256"": ""e909a220efc26c8fe70dd4d638bab27f5914adeec07510ade7665d69253917c9""}]","{""2015"": 1136.0402568150648}","{""2015"": 0.3626237023895018}","{""2015"": 49.77651343832814}","{""2015"": ""e909a220efc26c8fe70dd4d638bab27f5914adeec07510ade7665d69253917c9""}"
2015,1,0.02,20,0.0009721533740987999,0.0009721533740987999,0.0009721533740987999,18,1700481,1705341.6202204279,379009431.6061488,0.1,1.3250739100729953e-05,1.3250739100729953e-05,0.48337921629011105,0.04167418610751194,0.0017367377877235413,True,2872.4391222463996,79372.17171557047,10000000000.0,tilde_q_mu,asymptotic,count_scale,fixed_reviewed_max_lml,0,False,0,True,1.3250739100729953e-05,True,campaign_local_deterministic_profile_cache_v1,1,22,"[{""const_opt"": 50.58743405495433, ""dens"": 379153831.1551498, ""key"": ""2015"", ""lml"": 1125.642635398955, ""lml_delta"": -1.4189708963385783e-08, ""ls_opt"": 0.3630675337696885, ""reviewed_lml"": 1125.6426354131447, ""sigma"": 0.0009721533740987999, ""state_sha256"": ""e1092c305c354145dc00de9883b29055e0eccc96cfab187dd8faad042f80ae5e""}]","{""2015"": 1125.642635398955}","{""2015"": 0.3630675337696885}","{""2015"": 50.58743405495433}","{""2015"": ""e1092c305c354145dc00de9883b29055e0eccc96cfab187dd8faad042f80ae5e""}"
2015,1,0.021,21,0.0010253724579645,0.0010253724579645,0.0010253724579645,18,2111754,2104131.620173191,492318919.8096628,0.1,2.62940119494728e-05,2.62940119494728e-05,0.005940912707633715,2.5156347292362464,6.328418090939522,True,174021.60347108016,69186.43010952605,10000000000.0,tilde_q_mu,asymptotic,count_scale,fixed_reviewed_max_lml,0,False,0,False,,,campaign_local_deterministic_profile_cache_v1,1,23,"[{""const_opt"": 47.96389341334741, ""dens"": 472707141.1161992, ""key"": ""2015"", ""lml"": 1120.2755873813135, ""lml_delta"": -2.2737367544323206e-13, ""ls_opt"": 0.3589892049000028, ""reviewed_lml"": 1120.2755873813137, ""sigma"": 0.0010253724579645, ""state_sha256"": ""10b61e71bf72b2ea9aa39a77a33752d65d305e476bafa628d60acf1cebcc5ba9""}]","{""2015"": 1120.2755873813135}","{""2015"": 0.3589892049000028}","{""2015"": 47.96389341334741}","{""2015"": ""10b61e71bf72b2ea9aa39a77a33752d65d305e476bafa628d60acf1cebcc5ba9""}"
2015,1,0.022,22,0.0010785915418301997,0.0010785915418301997,0.0010785915418301997,20,2756609,2737879.096057062,612933316.5056059,0.1,1.6849498786461963e-05,1.6849498786461963e-05,0.07704579207424724,1.4252270339921462,2.0312720984220505,True,86761.51954749943,61294.08752885259,10000000000.0,tilde_q_mu,asymptotic,count_scale,fixed_reviewed_max_lml,0,False,0,False,,,campaign_local_deterministic_profile_cache_v1,1,23,"[{""const_opt"": 47.16045874135998, ""dens"": 557319166.6376408, ""key"": ""2015"", ""lml"": 1110.6608250129177, ""lml_delta"": -9.052928362507373e-08, ""ls_opt"": 0.3638062275358118, ""reviewed_lml"": 1110.660825103447, ""sigma"": 0.0010785915418301997, ""state_sha256"": ""3cf40bdb1595310c0228000bd55b8c6425bb46ef11536672b0e3f8620e3c09ff""}]","{""2015"": 1110.6608250129177}","{""2015"": 0.3638062275358118}","{""2015"": 47.16045874135998}","{""2015"": ""3cf40bdb1595310c0228000bd55b8c6425bb46ef11536672b0e3f8620e3c09ff""}"
2015,1,0.023,23,0.0011318106256958998,0.0011318106256958998,0.0011318106256958998,20,3121584,3131611.3459805385,719405630.3758705,0.1,6.694628007588694e-06,6.694628007588694e-06,0.5,0.0,0.0,True,0.0,56313.007804349225,10000000000.0,tilde_q_mu,asymptotic,count_scale,fixed_reviewed_max_lml,0,False,0,False,,,campaign_local_deterministic_profile_cache_v1,1,22,"[{""const_opt"": 46.55558049397837, ""dens"": 630016895.0561807, ""key"": ""2015"", ""lml"": 1107.0416201565347, ""lml_delta"": -1.960606823558919e-07, ""ls_opt"": 0.3502063344760394, ""reviewed_lml"": 1107.0416203525954, ""sigma"": 0.0011318106256958998, ""state_sha256"": ""1f9790410d346ff75881ec048c7061459dd27584dec811a380f4aef92bcb905f""}]","{""2015"": 1107.0416201565347}","{""2015"": 0.3502063344760394}","{""2015"": 46.55558049397837}","{""2015"": ""1f9790410d346ff75881ec048c7061459dd27584dec811a380f4aef92bcb905f""}"
2015,1,0.024,24,0.0011850297095615998,0.0011850297095615998,0.0011850297095615998,22,3756992,3764878.795631733,829316244.2441415,0.1,6.022729184916315e-06,6.022729184916315e-06,0.4999311292015692,0.00017263349150062197,2.9802322387695312e-08,True,0.0,53886.71638480558,10000000000.0,tilde_q_mu,asymptotic,count_scale,fixed_reviewed_max_lml,0,False,0,False,,,campaign_local_deterministic_profile_cache_v1,1,22,"[{""const_opt"": 46.60283339865349, ""dens"": 691123382.2635775, ""key"": ""2015"", ""lml"": 1097.6890328535821, ""lml_delta"": 2.2737367544323206e-13, ""ls_opt"": 0.3484289370030476, ""reviewed_lml"": 1097.689032853582, ""sigma"": 0.0011850297095615998, ""state_sha256"": ""d1042ab0a6b2181ce628bb596c4a9a11734396eb10cd73d26e2067ca3719d160""}]","{""2015"": 1097.6890328535821}","{""2015"": 0.3484289370030476}","{""2015"": 46.60283339865349}","{""2015"": ""d1042ab0a6b2181ce628bb596c4a9a11734396eb10cd73d26e2067ca3719d160""}"
2015,1,0.025,25,0.0012382487934273,0.0012382487934273,0.0012382487934273,22,4027047,4034587.6333827716,917968056.1605799,0.1,7.086739843449337e-06,7.086739843449337e-06,0.5,0.0,0.0,True,0.0,48901.56099022459,10000000000.0,tilde_q_mu,asymptotic,count_scale,fixed_reviewed_max_lml,0,False,0,False,,,campaign_local_deterministic_profile_cache_v1,1,22,"[{""const_opt"": 50.580618615587305, ""dens"": 738967301.358607, ""key"": ""2015"", ""lml"": 1098.3909831440674, ""lml_delta"": -1.0215831025561783e-07, ""ls_opt"": 0.356715634971048, ""reviewed_lml"": 1098.3909832462257, ""sigma"": 0.0012382487934273, ""state_sha256"": ""508b43006dc6809282276b8fb42c5b7ed9bd5074000698589894cdac20aba907""}]","{""2015"": 1098.3909831440674}","{""2015"": 0.356715634971048}","{""2015"": 50.580618615587305}","{""2015"": ""508b43006dc6809282276b8fb42c5b7ed9bd5074000698589894cdac20aba907""}"
2015,1,0.026,26,0.0012914678772929999,0.0012914678772929999,0.0012914678772929999,24,4602148,4612430.673401837,1007997705.006175,0.1,8.504925358416046e-06,8.504925358416046e-06,0.3834249127734906,0.2964979588308081,0.08791103959083557,True,13578.266687936302,46293.524283914834,10000000000.0,tilde_q_mu,asymptotic,count_scale,fixed_reviewed_max_lml,0,False,0,False,,,campaign_local_deterministic_profile_cache_v1,1,22,"[{""const_opt"": 52.900920880039315, ""dens"": 775313630.7800946, ""key"": ""2015"", ""lml"": 1088.5043977893056, ""lml_delta"": -6.077607395127416e-08, ""ls_opt"": 0.3602766417521963, ""reviewed_lml"": 1088.5043978500817, ""sigma"": 0.0012914678772929999, ""state_sha256"": ""5aaecaedb9e5a87742e9d072eae446b6e837aacb18f091d5eb0884f60394e72b""}]","{""2015"": 1088.5043977893056}","{""2015"": 0.3602766417521963}","{""2015"": 52.900920880039315}","{""2015"": ""5aaecaedb9e5a87742e9d072eae446b6e837aacb18f091d5eb0884f60394e72b""}"
2015,1,0.027,27,0.0013446869611586998,0.0013446869611586998,0.0013446869611586998,24,4763941,4760585.376291167,1075273836.6436706,0.1,7.721166893556462e-06,7.721166893556462e-06,0.443594697660886,0.14186151255553772,0.020124688744544983,True,6298.085047635871,44523.51130229668,10000000000.0,tilde_q_mu,asymptotic,count_scale,fixed_reviewed_max_lml,0,False,0,False,,,campaign_local_deterministic_profile_cache_v1,1,22,"[{""const_opt"": 50.955811007673915, ""dens"": 800922607.8622017, ""key"": ""2015"", ""lml"": 1087.073070961299, ""lml_delta"": -1.855235041148262e-07, ""ls_opt"": 0.354523458444351, ""reviewed_lml"": 1087.0730711468225, ""sigma"": 0.0013446869611586998, ""state_sha256"": ""504196692d0311568f7937c10e261523e600133d46b878ba55b1ce7dd24ed850""}]","{""2015"": 1087.073070961299}","{""2015"": 0.354523458444351}","{""2015"": 50.955811007673915}","{""2015"": ""504196692d0311568f7937c10e261523e600133d46b878ba55b1ce7dd24ed850""}"
2015,1,0.028,28,0.0013979060450244,0.0013979060450244,0.0013979060450244,26,5255663,5244770.51248,1143174129.2279308,0.1,7.527736631736017e-06,7.527736631736017e-06,0.4715599466808214,0.0713491317383426,0.005090698599815369,True,4245.859015573072,43982.334705172885,10000000000.0,tilde_q_mu,asymptotic,count_scale,fixed_reviewed_max_lml,0,False,0,False,,,campaign_local_deterministic_profile_cache_v1,1,22,"[{""const_opt"": 49.81984023244658, ""dens"": 816392166.0291471, ""key"": ""2015"", ""lml"": 1077.8999410759343, ""lml_delta"": 0.0, ""ls_opt"": 0.3536367860898344, ""reviewed_lml"": 1077.8999410759343, ""sigma"": 0.0013979060450244, ""state_sha256"": ""bc028c41cb84f3730368cf1626644037b73bd19525e0114d8382c5d8286a34b7""}]","{""2015"": 1077.8999410759343}","{""2015"": 0.3536367860898344}","{""2015"": 49.81984023244658}","{""2015"": ""bc028c41cb84f3730368cf1626644037b73bd19525e0114d8382c5d8286a34b7""}"
