scenario,background_toy_index,mass_GeV,mass_MeV,upper_factor,attempt,optimizer_seed,optimizer_seed_namespace,seed_includes_upper_factor,optimizer_restarts,background_only,fit_ok,error,gp_lml,ell_opt,ell_lo,ell_hi,ell_init,sigma_x,ell_over_sigma_x,ell_lo_over_sigma_x,ell_hi_over_sigma_x,ell_over_ell_hi,ell_over_ell_lo,ell_mass_delta_GeV,kernel_constant_opt,kernel_constant_lo,kernel_constant_hi,kernel_constant_init,n_blind,blind_lo,blind_hi,sigma_mass_GeV,support_lo_GeV,support_hi_GeV,ell_at_lower_exact,ell_at_upper_exact,ell_near_lower,ell_near_upper,constant_at_lower_exact,constant_at_upper_exact,optimizer_warning_count,optimizer_warnings,n_train,n_train_low,n_train_high,train_domain_lo,train_domain_hi,bin_width_median,training_counts_sha256,covariance_valid,covariance_min_eigenvalue,covariance_min_eigenvalue_relative,evaluated_attempt_count,maximum_lml_candidate_attempt,matches_maximum_lml_branch,selected_maximum_lml_reproduced_branch,maximum_lml_branch_replicates,study_id,selected_attempt,n_attempts,top_branch_replicates,optimizer_gate_status,truth_model,support_preserved_40_300,common_seeds_across_factors,factor_selection_performed
2021_10pct,0,0.05,50,15,2,2087371164,v4p8_rigid_length_scan_common_v1,False,12,True,True,,1674.7811374746473,0.4182180428122497,0.0430198208653474,0.586633920891102,0.1588612167593829,0.0391089280594068,10.69367184334413,1.1,15.0,0.712911456222942,9.721519857585571,0.0259625950123532,102.72249229885824,1e-08,1e+18,1.0,14,0.045513078125,0.054486921875,0.0019941875,0.04,0.3,False,False,False,False,False,False,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",402,9,393,0.04,0.3,0.000625,645ad288b34b8c0c0ac5e993e65a6181344f285528c7f25b3effc056df19a455,True,-0.017344020873773,-8.170243566079781e-08,3,2,True,True,3,v4p8p2_2021_rigid_ggt26_scaled1pct_20toy_20260813,2,3,3,maximum_lml_reproduced,rigid_ggt26_scaled1pct,True,True,False
2021_10pct,0,0.05,50,20,2,2087371164,v4p8_rigid_length_scan_common_v1,False,12,True,True,,1674.781135367766,0.4182174240755917,0.0430198208653474,0.782178561188136,0.1834371325196424,0.0391089280594068,10.693656022489696,1.1,20.0,0.5346828011244847,9.721505474990632,0.0259625480115256,102.7316599886348,1e-08,1e+18,1.0,14,0.045513078125,0.054486921875,0.0019941875,0.04,0.3,False,False,False,False,False,False,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",402,9,393,0.04,0.3,0.000625,645ad288b34b8c0c0ac5e993e65a6181344f285528c7f25b3effc056df19a455,True,-0.0175596324338695,-8.271656487710225e-08,3,2,True,True,3,v4p8p2_2021_rigid_ggt26_scaled1pct_20toy_20260813,2,3,3,maximum_lml_reproduced,rigid_ggt26_scaled1pct,True,True,False
2021_10pct,0,0.05,50,25,2,2087371164,v4p8_rigid_length_scan_common_v1,False,12,True,True,,1674.7811357479852,0.4182342904224332,0.0430198208653474,0.97772320148517,0.2050889489557788,0.0391089280594068,10.69408728838417,1.1,25.0,0.4277634915353667,9.7218975348947,0.0259638292330121,102.82267590290095,1e-08,1e+18,1.0,14,0.045513078125,0.054486921875,0.0019941875,0.04,0.3,False,False,False,False,False,False,0,,402,9,393,0.04,0.3,0.000625,645ad288b34b8c0c0ac5e993e65a6181344f285528c7f25b3effc056df19a455,True,-0.0198452724740957,-9.348136167651076e-08,3,2,True,True,3,v4p8p2_2021_rigid_ggt26_scaled1pct_20toy_20260813,2,3,3,maximum_lml_reproduced,rigid_ggt26_scaled1pct,True,True,False
2021_10pct,0,0.07,70,15,2,2474693691,v4p8_rigid_length_scan_common_v1,False,12,True,True,,1652.719489358061,0.4164677433198863,0.0336246112080568,0.4585174255644109,0.1241671058160028,0.0305678283709607,13.624381106363725,1.1,15.0,0.9082920737575816,12.385801005785202,0.0361616556147662,145.62305334017665,1e-08,1e+18,1.0,16,0.065111228125,0.074888771875,0.0021727875,0.04,0.3,False,False,False,False,False,False,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",400,40,360,0.04,0.3,0.000625,b8006e44fe8eac4a28d5268e160a081d2dd2c1bf24dec11c4df440bfd1c70477,True,-0.7311093153625442,-2.9684651806309497e-06,3,2,True,True,3,v4p8p2_2021_rigid_ggt26_scaled1pct_20toy_20260813,2,3,3,maximum_lml_reproduced,rigid_ggt26_scaled1pct,True,True,False
2021_10pct,0,0.07,70,20,2,2474693691,v4p8_rigid_length_scan_common_v1,False,12,True,True,,1652.719489483163,0.4164534449693063,0.0336246112080568,0.6113565674192145,0.1433758239347319,0.0305678283709607,13.6239133482225,1.1,20.0,0.681195667411125,12.385375771111365,0.036160137689048,145.54119798913845,1e-08,1e+18,1.0,16,0.065111228125,0.074888771875,0.0021727875,0.04,0.3,False,False,False,False,False,False,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",400,40,360,0.04,0.3,0.000625,b8006e44fe8eac4a28d5268e160a081d2dd2c1bf24dec11c4df440bfd1c70477,True,-0.9042360296843716,-3.671305255630833e-06,3,2,True,True,3,v4p8p2_2021_rigid_ggt26_scaled1pct_20toy_20260813,2,3,3,maximum_lml_reproduced,rigid_ggt26_scaled1pct,True,True,False
2021_10pct,0,0.07,70,25,2,2474693691,v4p8_rigid_length_scan_common_v1,False,12,True,True,,1652.7194865566623,0.4164738110834091,0.0336246112080568,0.7641957092740181,0.160299044324051,0.0305678283709607,13.624579607986057,1.1,25.0,0.5449831843194421,12.385981461805503,0.036162299780542,145.6784210608307,1e-08,1e+18,1.0,16,0.065111228125,0.074888771875,0.0021727875,0.04,0.3,False,False,False,False,False,False,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",400,40,360,0.04,0.3,0.000625,b8006e44fe8eac4a28d5268e160a081d2dd2c1bf24dec11c4df440bfd1c70477,True,-0.9843696615680112,-3.99676973094726e-06,3,2,True,True,3,v4p8p2_2021_rigid_ggt26_scaled1pct_20toy_20260813,2,3,3,maximum_lml_reproduced,rigid_ggt26_scaled1pct,True,True,False
2021_10pct,0,0.09,90,15,1,3218498964,v4p8_rigid_length_scan_common_v1,False,12,True,True,,1640.7986858151637,0.3980202281426503,0.0291881500637943,0.3980202281426503,0.1077843873084286,0.0265346818761766,15.0,1.1,15.0,1.0,13.636363636363637,0.0439986732085171,96.28195617318626,1e-08,1e+18,1.0,18,0.084554803125,0.095445196875,0.0024200875,0.04,0.3,False,True,False,True,False,False,2,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html | ConvergenceWarning: The optimal value found for dimension 0 of parameter k2__length_scale is close to the specified upper bound 0.39802022814265037. Increasing the bound and calling fit again may find a better value.",398,71,327,0.04,0.3,0.000625,906429d45e7be2146f369e4d6bb4935ba57a6966b8498ce89647dba2892d2478,True,-0.6117453411223722,-4.3477977560314326e-06,3,1,True,True,3,v4p8p2_2021_rigid_ggt26_scaled1pct_20toy_20260813,1,3,3,maximum_lml_reproduced,rigid_ggt26_scaled1pct,True,True,False
2021_10pct,0,0.09,90,20,2,2352064173,v4p8_rigid_length_scan_common_v1,False,12,True,True,,1641.288455055525,0.4200275778697885,0.0291881500637943,0.5306936375235338,0.1244586900539202,0.0265346818761766,15.829380575574069,1.1,20.0,0.7914690287787034,14.390345977794606,0.0469803175789498,156.73908442253796,1e-08,1e+18,1.0,18,0.084554803125,0.095445196875,0.0024200875,0.04,0.3,False,False,False,False,False,False,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",398,71,327,0.04,0.3,0.000625,906429d45e7be2146f369e4d6bb4935ba57a6966b8498ce89647dba2892d2478,True,-1.0531265613682923,-8.039092118893602e-06,3,2,True,True,3,v4p8p2_2021_rigid_ggt26_scaled1pct_20toy_20260813,2,3,3,maximum_lml_reproduced,rigid_ggt26_scaled1pct,True,True,False
2021_10pct,0,0.09,90,25,2,2352064173,v4p8_rigid_length_scan_common_v1,False,12,True,True,,1641.288452589033,0.4200266671940385,0.0291881500637943,0.6633670469044173,0.1391490456755713,0.0265346818761766,15.829346255367996,1.1,25.0,0.6331738502147198,14.390314777607268,0.0469801928343532,156.71455046578353,1e-08,1e+18,1.0,18,0.084554803125,0.095445196875,0.0024200875,0.04,0.3,False,False,False,False,False,False,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",398,71,327,0.04,0.3,0.000625,906429d45e7be2146f369e4d6bb4935ba57a6966b8498ce89647dba2892d2478,True,-0.8512406200823215,-6.498016263258866e-06,3,2,True,True,3,v4p8p2_2021_rigid_ggt26_scaled1pct_20toy_20260813,2,3,3,maximum_lml_reproduced,rigid_ggt26_scaled1pct,True,True,False
2021_10pct,0,0.11,110,15,2,3852253941,v4p8_rigid_length_scan_common_v1,False,12,True,True,,1631.262557359339,0.3685381877354698,0.0270261337672677,0.3685381877354698,0.0998006130245964,0.0245692125156979,15.0,1.1,15.0,1.0,13.636363636363637,0.0490181828975163,71.62600322399365,1e-08,1e+18,1.0,20,0.103843803125,0.116156196875,0.0027360875,0.04,0.3,False,True,False,True,False,False,1,ConvergenceWarning: The optimal value found for dimension 0 of parameter k2__length_scale is close to the specified upper bound 0.36853818773546987. Increasing the bound and calling fit again may find a better value.,396,102,294,0.04,0.3,0.000625,05b8cc13f44547ca6586ffa761ecfcf71c53bd8cd53d532a2c08fa09b5012891,True,-0.2931146264935761,-3.635532099340246e-06,3,2,True,True,3,v4p8p2_2021_rigid_ggt26_scaled1pct_20toy_20260813,2,3,3,maximum_lml_reproduced,rigid_ggt26_scaled1pct,True,True,False
