scenario,background_toy_index,mass_MeV,mass_GeV,lower_factor,upper_factor,strict_lml_tolerance,gate_lml_per_train_tolerance,comparable,reason,n_train,lower_lml,upper_lml,delta_lml_upper_minus_lower,delta_lml_per_train,strict_nested_order_violation,material_nested_order_violation,same_input_geometry
2021_1pct_x100,11,50,0.05,15,20,0.0001,0.001,True,,402,2094.344195440453,2094.3442049020887,9.461635727348039e-06,2.3536407281960295e-08,False,False,True
2021_1pct_x100,11,50,0.05,20,25,0.0001,0.001,True,,402,2094.3442049020887,2094.344075614271,-0.00012928781779919518,-3.216114870626746e-07,True,False,True
2021_1pct_x100,11,70,0.07,15,20,0.0001,0.001,True,,400,2069.2834513397024,2069.2834494931208,-1.8465816538082436e-06,-4.616454134520609e-09,False,False,True
2021_1pct_x100,11,70,0.07,20,25,0.0001,0.001,True,,400,2069.2834494931208,2069.2834470852313,-2.407889496680582e-06,-6.019723741701455e-09,False,False,True
2021_1pct_x100,11,90,0.09,15,20,0.0001,0.001,True,,398,2053.115260303979,2053.115248580943,-1.1723036095645512e-05,-2.9454864561923395e-08,False,False,True
2021_1pct_x100,11,90,0.09,20,25,0.0001,0.001,True,,398,2053.115248580943,2053.115263697689,1.5116745998966508e-05,3.798177386675002e-08,False,False,True
2021_1pct_x100,11,110,0.11,15,20,0.0001,0.001,True,,396,2046.895256656745,2047.5405251674183,0.6452685106733043,0.0016294659360436977,False,False,True
2021_1pct_x100,11,110,0.11,20,25,0.0001,0.001,True,,396,2047.5405251674183,2047.540554802064,2.96346456707397e-05,7.483496381499924e-08,False,False,True
2021_1pct_x100,11,130,0.13,15,20,0.0001,0.001,True,,394,2031.5656107760951,2033.2323615142395,1.6667507381444011,0.004230331822701525,False,False,True
2021_1pct_x100,11,130,0.13,20,25,0.0001,0.001,True,,394,2033.2323615142395,2033.2323521960052,-9.318234333477449e-06,-2.3650340947912307e-08,False,False,True
2021_1pct_x100,11,150,0.15,15,20,0.0001,0.001,True,,390,2019.2826186651394,2021.3185922136743,2.035973548534912,0.005220444996243364,False,False,True
2021_1pct_x100,11,150,0.15,20,25,0.0001,0.001,True,,390,2021.3185922136743,2021.318584528877,-7.6847973105032e-06,-1.9704608488469744e-08,False,False,True
2021_1pct_x100,11,170,0.17,15,20,0.0001,0.001,True,,386,2000.3191813071285,2001.8213722926498,1.502190985521338,0.0038916864909879223,False,False,True
2021_1pct_x100,11,170,0.17,20,25,0.0001,0.001,True,,386,2001.8213722926498,2001.821358627663,-1.3664986909134313e-05,-3.540152048998527e-08,False,False,True
2021_1pct_x100,11,190,0.19,15,20,0.0001,0.001,True,,382,1996.5099569202516,1997.8200188995957,1.3100619793440273,0.0034294816213194432,False,False,True
2021_1pct_x100,11,190,0.19,20,25,0.0001,0.001,True,,382,1997.8200188995957,1997.8200304773973,1.1577801615203498e-05,3.030838119163219e-08,False,False,True
2021_1pct_x100,11,210,0.21,15,20,0.0001,0.001,True,,378,1974.8515804555161,1975.078456363635,0.22687590811892733,0.0006002008151294374,False,False,True
2021_1pct_x100,11,210,0.21,20,25,0.0001,0.001,True,,378,1975.078456363635,1975.0784612251475,4.861512479692465e-06,1.2861144126170542e-08,False,False,True
2021_1pct_x100,11,230,0.23,15,20,0.0001,0.001,True,,372,1956.8406009038645,1956.8406103378911,9.434026651433669e-06,2.5360286697402336e-08,False,False,True
2021_1pct_x100,11,230,0.23,20,25,0.0001,0.001,True,,372,1956.8406103378911,1956.8406351069907,2.4769099582044873e-05,6.658360102700234e-08,False,False,True
2021_1pct_x100,11,250,0.25,15,20,0.0001,0.001,True,,366,1944.6555481226312,1944.6555426537723,-5.468858944368549e-06,-1.4942237552919532e-08,False,False,True
2021_1pct_x100,11,250,0.25,20,25,0.0001,0.001,True,,366,1944.6555426537723,1944.6555662668636,2.3613091343577253e-05,6.45166430152384e-08,False,False,True
