scope_key,dataset_set,mass_MeV,raw_eps2_90,conditioned_eps2_90,relative_limit_difference,raw_p0,conditioned_p0,raw_Z,conditioned_Z,absolute_Z_difference,limit_relative_tolerance,Z_absolute_tolerance,passed,conditioning_by_dataset,raw_p0_profile,conditioned_p0_profile
individual_2021_10pct,2021,250,1.8687432367578554e-05,1.8687432367578554e-05,0.0,0.08977508009064578,0.08977508031559539,1.3421413765088737,1.3421413751210578,1.3878158622304682e-09,0.0005,0.005,True,"{""2021"":{""conditioned_covariance_sha256"":""76098b5674f19b2eb95c0a9e0857b8323c25e66b7b66a25ed7c7dede7683d1f3"",""core_effective_covariance_sha256"":""0d8aa336da87a6a450d4b15050e5e3abd31e963c1dc1fced6b14e4d3e306bc96"",""core_effective_diagonal_change_relative"":1.0010000030269943e-07,""covariance_scale"":2866.226869345964,""effective_v_min_eigenvalue"":12028.994139510904,""effective_v_min_eigenvalue_relative"":0.3889573205130543,""effective_v_sha256"":""ea98c437fbe5c2363422df36763788b0caafbcf191f3ecb1df6c0d7361126352"",""eigen_clipping_used"":false,""raw_covariance_sha256"":""b228af7b0a6c2e80832ab313c69150133abe4f79e9163babf9218a7d1ad0962b"",""raw_min_eigenvalue"":-0.00011941146956634852,""raw_min_eigenvalue_relative"":-4.166155542097638e-08,""selected_diagonal_load_absolute"":0.0002866226869345964,""selected_diagonal_load_relative"":1e-07}}","{""nll0"": -8416544.42301966, ""nll_alt"": -8416545.323691398, ""tolerance"": 1.0099999999999999e-06}","{""nll0"": -8416544.423019662, ""nll_alt"": -8416545.323691398, ""tolerance"": 1.0099999999999999e-06}"
pair_2015_2016,2015+2016,50,6.978922154491182e-06,6.978922154491182e-06,0.0,0.1717018850536423,0.1717021413956295,0.9474612948279965,0.9474602882699151,1.0065580813289898e-06,0.0005,0.005,True,"{""2015"":{""conditioned_covariance_sha256"":""1a18c5092bcd4994da6ba3bfa428096e7e3f3a0bf5ebda5a0350beaddc5d716f"",""core_effective_covariance_sha256"":""19ee08e39a1b148e9d9cc6b17ca209606d510bbe2f68f2ec56a6ed81372b9ec1"",""core_effective_diagonal_change_relative"":1.0010000032026329e-07,""covariance_scale"":29557.737234551725,""effective_v_min_eigenvalue"":35462.32272750203,""effective_v_min_eigenvalue_relative"":0.2966608140770809,""effective_v_sha256"":""4a7d27f53e2792b175c51b36ec6e7234116ff7cb5f880cabaa404be4a6b4dc40"",""eigen_clipping_used"":false,""raw_covariance_sha256"":""e0b3e0633a27f13d8369dd9f920441640793f64926e10b7e8dd23dfce8eecbed"",""raw_min_eigenvalue"":-0.001549617792244857,""raw_min_eigenvalue_relative"":-5.242680723318091e-08,""selected_diagonal_load_absolute"":0.0029557737234551726,""selected_diagonal_load_relative"":1e-07},""2016"":{""conditioned_covariance_sha256"":""a3f02b9420b931878c8048db15dd1f7774ebcff132b82125680db12aeb2e50a8"",""core_effective_covariance_sha256"":""788559ac809a26dacf22b57f7cacff5df29b159b8d59ddc5b4be5c84c04b472c"",""core_effective_diagonal_change_relative"":1.0001000004976257e-06,""covariance_scale"":83548.6174534247,""effective_v_min_eigenvalue"":245674.2903482172,""effective_v_min_eigenvalue_relative"":0.6150095626209237,""effective_v_sha256"":""92a61ac39d745a5a68b8faca45673228dca20090732b228504d2ad4d0f31487f"",""eigen_clipping_used"":false,""raw_covariance_sha256"":""5e8490d920db5da6b9e910da39485c3c65a6f4fa9c710e29e1969d40e1ae5b0b"",""raw_min_eigenvalue"":-0.07362458528825894,""raw_min_eigenvalue_relative"":-8.812184753302705e-07,""selected_diagonal_load_absolute"":0.08354861745342469,""selected_diagonal_load_relative"":1e-06}}","{""nll0"": -165172989.45766532, ""nll_alt"": -165172989.90650678, ""tolerance"": 1.0099999999999999e-06}","{""nll0"": -165172989.45763016, ""nll_alt"": -165172989.90647066, ""tolerance"": 1.0099999999999999e-06}"
pair_2015_2021,2015+2021,50,2.0871908343353012e-05,2.087189651257696e-05,5.668277119896814e-07,0.0004031828404454537,0.00040318200524970874,3.3506004135277196,3.3506009872307554,5.737030357444439e-07,0.0005,0.005,True,"{""2015"":{""conditioned_covariance_sha256"":""1a18c5092bcd4994da6ba3bfa428096e7e3f3a0bf5ebda5a0350beaddc5d716f"",""core_effective_covariance_sha256"":""19ee08e39a1b148e9d9cc6b17ca209606d510bbe2f68f2ec56a6ed81372b9ec1"",""core_effective_diagonal_change_relative"":1.0010000032026329e-07,""covariance_scale"":29557.737234551725,""effective_v_min_eigenvalue"":35462.32272750203,""effective_v_min_eigenvalue_relative"":0.2966608140770809,""effective_v_sha256"":""4a7d27f53e2792b175c51b36ec6e7234116ff7cb5f880cabaa404be4a6b4dc40"",""eigen_clipping_used"":false,""raw_covariance_sha256"":""e0b3e0633a27f13d8369dd9f920441640793f64926e10b7e8dd23dfce8eecbed"",""raw_min_eigenvalue"":-0.001549617792244857,""raw_min_eigenvalue_relative"":-5.242680723318091e-08,""selected_diagonal_load_absolute"":0.0029557737234551726,""selected_diagonal_load_relative"":1e-07},""2021"":{""conditioned_covariance_sha256"":""39e7b0c7b73fcfcd8ce0d0b522a7bdb8f674271726c79fb89b465a06b1ca8a05"",""core_effective_covariance_sha256"":""fade5d05ebc9ead7575b58388308fd55ee31a991347087c01ce227a59943fa20"",""core_effective_diagonal_change_relative"":1.0010000025667973e-07,""covariance_scale"":574368.871317671,""effective_v_min_eigenvalue"":107537.69473801307,""effective_v_min_eigenvalue_relative"":0.12031483383894347,""effective_v_sha256"":""08335e77824f2edf86eaa1a4bd176fa804223d2ae62f09a87318cd877d1280b0"",""eigen_clipping_used"":false,""raw_covariance_sha256"":""ae9b288dd3cf43705840f6e7a7421446e474d76ec9e2298af96b063859acc2b2"",""raw_min_eigenvalue"":-0.011225609053514081,""raw_min_eigenvalue_relative"":-1.9544250418309037e-08,""selected_diagonal_load_absolute"":0.0574368871317671,""selected_diagonal_load_relative"":1e-07}}","{""nll0"": -79058131.72523105, ""nll_alt"": -79058137.33849262, ""tolerance"": 1.0561326156556607e-06}","{""nll0"": -79058131.7252062, ""nll_alt"": -79058137.33846968, ""tolerance"": 1.0561326348781586e-06}"
pair_2016_2021,2016+2021,50,5.2010823588225476e-06,5.201077727687083e-06,8.904176371782313e-07,0.49655099776369815,0.49655099776369815,0.008645474223450085,0.008645474223450085,0.0,0.0005,0.005,True,"{""2016"":{""conditioned_covariance_sha256"":""a3f02b9420b931878c8048db15dd1f7774ebcff132b82125680db12aeb2e50a8"",""core_effective_covariance_sha256"":""788559ac809a26dacf22b57f7cacff5df29b159b8d59ddc5b4be5c84c04b472c"",""core_effective_diagonal_change_relative"":1.0001000004976257e-06,""covariance_scale"":83548.6174534247,""effective_v_min_eigenvalue"":245674.2903482172,""effective_v_min_eigenvalue_relative"":0.6150095626209237,""effective_v_sha256"":""92a61ac39d745a5a68b8faca45673228dca20090732b228504d2ad4d0f31487f"",""eigen_clipping_used"":false,""raw_covariance_sha256"":""5e8490d920db5da6b9e910da39485c3c65a6f4fa9c710e29e1969d40e1ae5b0b"",""raw_min_eigenvalue"":-0.07362458528825894,""raw_min_eigenvalue_relative"":-8.812184753302705e-07,""selected_diagonal_load_absolute"":0.08354861745342469,""selected_diagonal_load_relative"":1e-06},""2021"":{""conditioned_covariance_sha256"":""39e7b0c7b73fcfcd8ce0d0b522a7bdb8f674271726c79fb89b465a06b1ca8a05"",""core_effective_covariance_sha256"":""fade5d05ebc9ead7575b58388308fd55ee31a991347087c01ce227a59943fa20"",""core_effective_diagonal_change_relative"":1.0010000025667973e-07,""covariance_scale"":574368.871317671,""effective_v_min_eigenvalue"":107537.69473801307,""effective_v_min_eigenvalue_relative"":0.12031483383894347,""effective_v_sha256"":""08335e77824f2edf86eaa1a4bd176fa804223d2ae62f09a87318cd877d1280b0"",""eigen_clipping_used"":false,""raw_covariance_sha256"":""ae9b288dd3cf43705840f6e7a7421446e474d76ec9e2298af96b063859acc2b2"",""raw_min_eigenvalue"":-0.011225609053514081,""raw_min_eigenvalue_relative"":-1.9544250418309037e-08,""selected_diagonal_load_absolute"":0.0574368871317671,""selected_diagonal_load_relative"":1e-07}}","{""nll0"": -183138468.78168872, ""nll_alt"": -183138468.7817261, ""tolerance"": 1.0099999999999999e-06}","{""nll0"": -183138468.7816179, ""nll_alt"": -183138468.78165528, ""tolerance"": 1.0099999999999999e-06}"
all_2015_2016_2021,2015+2016+2021,50,7.742969697827516e-06,7.742945664604561e-06,3.1038766640234527e-06,0.07062159173444019,0.07062154244179232,1.4711772666071887,1.4711776312415186,3.6463432984135125e-07,0.0005,0.005,True,"{""2015"":{""conditioned_covariance_sha256"":""1a18c5092bcd4994da6ba3bfa428096e7e3f3a0bf5ebda5a0350beaddc5d716f"",""core_effective_covariance_sha256"":""19ee08e39a1b148e9d9cc6b17ca209606d510bbe2f68f2ec56a6ed81372b9ec1"",""core_effective_diagonal_change_relative"":1.0010000032026329e-07,""covariance_scale"":29557.737234551725,""effective_v_min_eigenvalue"":35462.32272750203,""effective_v_min_eigenvalue_relative"":0.2966608140770809,""effective_v_sha256"":""4a7d27f53e2792b175c51b36ec6e7234116ff7cb5f880cabaa404be4a6b4dc40"",""eigen_clipping_used"":false,""raw_covariance_sha256"":""e0b3e0633a27f13d8369dd9f920441640793f64926e10b7e8dd23dfce8eecbed"",""raw_min_eigenvalue"":-0.001549617792244857,""raw_min_eigenvalue_relative"":-5.242680723318091e-08,""selected_diagonal_load_absolute"":0.0029557737234551726,""selected_diagonal_load_relative"":1e-07},""2016"":{""conditioned_covariance_sha256"":""a3f02b9420b931878c8048db15dd1f7774ebcff132b82125680db12aeb2e50a8"",""core_effective_covariance_sha256"":""788559ac809a26dacf22b57f7cacff5df29b159b8d59ddc5b4be5c84c04b472c"",""core_effective_diagonal_change_relative"":1.0001000004976257e-06,""covariance_scale"":83548.6174534247,""effective_v_min_eigenvalue"":245674.2903482172,""effective_v_min_eigenvalue_relative"":0.6150095626209237,""effective_v_sha256"":""92a61ac39d745a5a68b8faca45673228dca20090732b228504d2ad4d0f31487f"",""eigen_clipping_used"":false,""raw_covariance_sha256"":""5e8490d920db5da6b9e910da39485c3c65a6f4fa9c710e29e1969d40e1ae5b0b"",""raw_min_eigenvalue"":-0.07362458528825894,""raw_min_eigenvalue_relative"":-8.812184753302705e-07,""selected_diagonal_load_absolute"":0.08354861745342469,""selected_diagonal_load_relative"":1e-06},""2021"":{""conditioned_covariance_sha256"":""39e7b0c7b73fcfcd8ce0d0b522a7bdb8f674271726c79fb89b465a06b1ca8a05"",""core_effective_covariance_sha256"":""fade5d05ebc9ead7575b58388308fd55ee31a991347087c01ce227a59943fa20"",""core_effective_diagonal_change_relative"":1.0010000025667973e-07,""covariance_scale"":574368.871317671,""effective_v_min_eigenvalue"":107537.69473801307,""effective_v_min_eigenvalue_relative"":0.12031483383894347,""effective_v_sha256"":""08335e77824f2edf86eaa1a4bd176fa804223d2ae62f09a87318cd877d1280b0"",""eigen_clipping_used"":false,""raw_covariance_sha256"":""ae9b288dd3cf43705840f6e7a7421446e474d76ec9e2298af96b063859acc2b2"",""raw_min_eigenvalue"":-0.011225609053514081,""raw_min_eigenvalue_relative"":-1.9544250418309037e-08,""selected_diagonal_load_absolute"":0.0574368871317671,""selected_diagonal_load_relative"":1e-07}}","{""nll0"": -213684794.97604802, ""nll_alt"": -213684796.0582293, ""tolerance"": 1.010821812748909e-06}","{""nll0"": -213684794.9757333, ""nll_alt"": -213684796.05791512, ""tolerance"": 1.010821818113327e-06}"
pair_2015_2016,2015+2016,65,6.272815598659819e-06,6.272879529634472e-06,1.0191751000476756e-05,0.11821262408946964,0.11820967961796097,1.1839692178056163,1.1839840940892343,1.4876283618070474e-05,0.0005,0.005,True,"{""2015"":{""conditioned_covariance_sha256"":""2d1c6bf880c46d889ca6dc63c328eb3c4bb1783bc18aebb288e94680ae615f92"",""core_effective_covariance_sha256"":""792b1f8686eab7f9825bf12435e7438972a9c535c3ef61d815aeb45789fdc060"",""core_effective_diagonal_change_relative"":1.0010000031891008e-07,""covariance_scale"":3877.275455086016,""effective_v_min_eigenvalue"":5457.673209379473,""effective_v_min_eigenvalue_relative"":0.17475875196711976,""effective_v_sha256"":""403e3488d18494fbcaf4f9dfd6eeef56dcc3a3414a815f4c45c7476f1877bf16"",""eigen_clipping_used"":false,""raw_covariance_sha256"":""a4525b2bd1a1c036db8d4b39145d0aebd8e91372f3f01a3a94a58b6a316dad57"",""raw_min_eigenvalue"":-0.00011557272410453685,""raw_min_eigenvalue_relative"":-2.9807715609406685e-08,""selected_diagonal_load_absolute"":0.00038772754550860154,""selected_diagonal_load_relative"":1e-07},""2016"":{""conditioned_covariance_sha256"":""05258b7a3128eccd23a38b6c49ab5a0d912cc02544c3f4752fe2b85ffa9abef9"",""core_effective_covariance_sha256"":""1d8009aaa1f9c81e18ab8479e54b7e5ba3405785d15639d19ab43ee0682863fa"",""core_effective_diagonal_change_relative"":1.0000100001374334e-05,""covariance_scale"":51381.551270337695,""effective_v_min_eigenvalue"":316503.48808946414,""effective_v_min_eigenvalue_relative"":0.7893279175269228,""effective_v_sha256"":""25755b33e72d569ddbfa2008f79ef10e229f458cbf983b55d08cea6a6d902e1f"",""eigen_clipping_used"":false,""raw_covariance_sha256"":""8f09620e6b07a5daae3b51c3bc84103ddea158302b799d8a0c7a491a07c00f58"",""raw_min_eigenvalue"":-0.12739447174730925,""raw_min_eigenvalue_relative"":-2.4793815795291768e-06,""selected_diagonal_load_absolute"":0.513815512703377,""selected_diagonal_load_relative"":1e-05}}","{""nll0"": -200013516.73662442, ""nll_alt"": -200013517.43751597, ""tolerance"": 1.0099999999999999e-06}","{""nll0"": -200013516.7348042, ""nll_alt"": -200013517.43571338, ""tolerance"": 1.0099999999999999e-06}"
pair_2015_2021,2015+2021,65,9.265793796153805e-06,9.266213937819702e-06,4.534329979066776e-05,0.0019835199557487687,0.001983397962118732,2.880770810592448,2.880790197544031,1.9386951583211243e-05,0.0005,0.005,True,"{""2015"":{""conditioned_covariance_sha256"":""2d1c6bf880c46d889ca6dc63c328eb3c4bb1783bc18aebb288e94680ae615f92"",""core_effective_covariance_sha256"":""792b1f8686eab7f9825bf12435e7438972a9c535c3ef61d815aeb45789fdc060"",""core_effective_diagonal_change_relative"":1.0010000031891008e-07,""covariance_scale"":3877.275455086016,""effective_v_min_eigenvalue"":5457.673209379473,""effective_v_min_eigenvalue_relative"":0.17475875196711976,""effective_v_sha256"":""403e3488d18494fbcaf4f9dfd6eeef56dcc3a3414a815f4c45c7476f1877bf16"",""eigen_clipping_used"":false,""raw_covariance_sha256"":""a4525b2bd1a1c036db8d4b39145d0aebd8e91372f3f01a3a94a58b6a316dad57"",""raw_min_eigenvalue"":-0.00011557272410453685,""raw_min_eigenvalue_relative"":-2.9807715609406685e-08,""selected_diagonal_load_absolute"":0.00038772754550860154,""selected_diagonal_load_relative"":1e-07},""2021"":{""conditioned_covariance_sha256"":""9abf2d43f8810775c1d0a666f638df5ddf22d472f9d7a43bd82a5b44a7489d0e"",""core_effective_covariance_sha256"":""2137505677c369d65e2168b786889ad9ddf3b862b256acab78a52d51d6b9653d"",""core_effective_diagonal_change_relative"":1.000100000171776e-06,""covariance_scale"":592214.8105138317,""effective_v_min_eigenvalue"":815968.104844872,""effective_v_min_eigenvalue_relative"":0.5150852786255574,""effective_v_sha256"":""f0cf916d8701b734c25e664d2c1fdf4783b4195612f220bc44d269282df6e302"",""eigen_clipping_used"":false,""raw_covariance_sha256"":""5f2dc0d2b8eb3ad8e63ccdaacc7e05151c420a51ab97949c737b4252dabe01e2"",""raw_min_eigenvalue"":-0.1907380018087406,""raw_min_eigenvalue_relative"":-3.220757036509234e-07,""selected_diagonal_load_absolute"":0.5922148105138316,""selected_diagonal_load_relative"":1e-06}}","{""nll0"": -193211679.3450226, ""nll_alt"": -193211683.49444282, ""tolerance"": 1.0414942023158074e-06}","{""nll0"": -193211679.34293634, ""nll_alt"": -193211683.49241242, ""tolerance"": 1.0414947608113288e-06}"
pair_2016_2021,2016+2021,65,5.925176470944284e-06,5.925176470944284e-06,0.0,0.014540435470416401,0.014540446547305628,2.182388518983043,2.1823882185548054,3.004282378427092e-07,0.0005,0.005,True,"{""2016"":{""conditioned_covariance_sha256"":""05258b7a3128eccd23a38b6c49ab5a0d912cc02544c3f4752fe2b85ffa9abef9"",""core_effective_covariance_sha256"":""1d8009aaa1f9c81e18ab8479e54b7e5ba3405785d15639d19ab43ee0682863fa"",""core_effective_diagonal_change_relative"":1.0000100001374334e-05,""covariance_scale"":51381.551270337695,""effective_v_min_eigenvalue"":316503.48808946414,""effective_v_min_eigenvalue_relative"":0.7893279175269228,""effective_v_sha256"":""25755b33e72d569ddbfa2008f79ef10e229f458cbf983b55d08cea6a6d902e1f"",""eigen_clipping_used"":false,""raw_covariance_sha256"":""8f09620e6b07a5daae3b51c3bc84103ddea158302b799d8a0c7a491a07c00f58"",""raw_min_eigenvalue"":-0.12739447174730925,""raw_min_eigenvalue_relative"":-2.4793815795291768e-06,""selected_diagonal_load_absolute"":0.513815512703377,""selected_diagonal_load_relative"":1e-05},""2021"":{""conditioned_covariance_sha256"":""9abf2d43f8810775c1d0a666f638df5ddf22d472f9d7a43bd82a5b44a7489d0e"",""core_effective_covariance_sha256"":""2137505677c369d65e2168b786889ad9ddf3b862b256acab78a52d51d6b9653d"",""core_effective_diagonal_change_relative"":1.000100000171776e-06,""covariance_scale"":592214.8105138317,""effective_v_min_eigenvalue"":815968.104844872,""effective_v_min_eigenvalue_relative"":0.5150852786255574,""effective_v_sha256"":""f0cf916d8701b734c25e664d2c1fdf4783b4195612f220bc44d269282df6e302"",""eigen_clipping_used"":false,""raw_covariance_sha256"":""5f2dc0d2b8eb3ad8e63ccdaacc7e05151c420a51ab97949c737b4252dabe01e2"",""raw_min_eigenvalue"":-0.1907380018087406,""raw_min_eigenvalue_relative"":-3.220757036509234e-07,""selected_diagonal_load_absolute"":0.5922148105138316,""selected_diagonal_load_relative"":1e-06}}","{""nll0"": -378767626.1341591, ""nll_alt"": -378767628.5155689, ""tolerance"": 1.023814098238945e-06}","{""nll0"": -378767626.13415325, ""nll_alt"": -378767628.5155624, ""tolerance"": 1.0238140916824341e-06}"
all_2015_2016_2021,2015+2016+2021,65,6.471542307038459e-06,6.471517366791821e-06,3.853833515199412e-06,0.005222915710834441,0.005222486752140313,2.560710654414814,2.56073919137083,2.8536956016012027e-05,0.0005,0.005,True,"{""2015"":{""conditioned_covariance_sha256"":""2d1c6bf880c46d889ca6dc63c328eb3c4bb1783bc18aebb288e94680ae615f92"",""core_effective_covariance_sha256"":""792b1f8686eab7f9825bf12435e7438972a9c535c3ef61d815aeb45789fdc060"",""core_effective_diagonal_change_relative"":1.0010000031891008e-07,""covariance_scale"":3877.275455086016,""effective_v_min_eigenvalue"":5457.673209379473,""effective_v_min_eigenvalue_relative"":0.17475875196711976,""effective_v_sha256"":""403e3488d18494fbcaf4f9dfd6eeef56dcc3a3414a815f4c45c7476f1877bf16"",""eigen_clipping_used"":false,""raw_covariance_sha256"":""a4525b2bd1a1c036db8d4b39145d0aebd8e91372f3f01a3a94a58b6a316dad57"",""raw_min_eigenvalue"":-0.00011557272410453685,""raw_min_eigenvalue_relative"":-2.9807715609406685e-08,""selected_diagonal_load_absolute"":0.00038772754550860154,""selected_diagonal_load_relative"":1e-07},""2016"":{""conditioned_covariance_sha256"":""05258b7a3128eccd23a38b6c49ab5a0d912cc02544c3f4752fe2b85ffa9abef9"",""core_effective_covariance_sha256"":""1d8009aaa1f9c81e18ab8479e54b7e5ba3405785d15639d19ab43ee0682863fa"",""core_effective_diagonal_change_relative"":1.0000100001374334e-05,""covariance_scale"":51381.551270337695,""effective_v_min_eigenvalue"":316503.48808946414,""effective_v_min_eigenvalue_relative"":0.7893279175269228,""effective_v_sha256"":""25755b33e72d569ddbfa2008f79ef10e229f458cbf983b55d08cea6a6d902e1f"",""eigen_clipping_used"":false,""raw_covariance_sha256"":""8f09620e6b07a5daae3b51c3bc84103ddea158302b799d8a0c7a491a07c00f58"",""raw_min_eigenvalue"":-0.12739447174730925,""raw_min_eigenvalue_relative"":-2.4793815795291768e-06,""selected_diagonal_load_absolute"":0.513815512703377,""selected_diagonal_load_relative"":1e-05},""2021"":{""conditioned_covariance_sha256"":""9abf2d43f8810775c1d0a666f638df5ddf22d472f9d7a43bd82a5b44a7489d0e"",""core_effective_covariance_sha256"":""2137505677c369d65e2168b786889ad9ddf3b862b256acab78a52d51d6b9653d"",""core_effective_diagonal_change_relative"":1.000100000171776e-06,""covariance_scale"":592214.8105138317,""effective_v_min_eigenvalue"":815968.104844872,""effective_v_min_eigenvalue_relative"":0.5150852786255574,""effective_v_sha256"":""f0cf916d8701b734c25e664d2c1fdf4783b4195612f220bc44d269282df6e302"",""eigen_clipping_used"":false,""raw_covariance_sha256"":""5f2dc0d2b8eb3ad8e63ccdaacc7e05151c420a51ab97949c737b4252dabe01e2"",""raw_min_eigenvalue"":-0.1907380018087406,""raw_min_eigenvalue_relative"":-3.220757036509234e-07,""selected_diagonal_load_absolute"":0.5922148105138316,""selected_diagonal_load_relative"":1e-06}}","{""nll0"": -385996411.10787344, ""nll_alt"": -385996414.38649297, ""tolerance"": 1.0327861952781676e-06}","{""nll0"": -385996411.1057709, ""nll_alt"": -385996414.3844635, ""tolerance"": 1.0327869260311127e-06}"
pair_2015_2016,2015+2016,90,1.3713028003205983e-05,1.371310068028537e-05,5.299856411733472e-06,0.0001266135155960372,0.0001265983596407394,3.658973995522668,3.659004677587607,3.068206493894721e-05,0.0005,0.005,True,"{""2015"":{""conditioned_covariance_sha256"":""28ee40149021442d67676491fe89362b273aa9f244d7fc82f5b5477c51f36b16"",""core_effective_covariance_sha256"":""113a7a35c5a008086210060e02d8e8a1076cbd1ae7c2941dfbbac3a0ec67476d"",""core_effective_diagonal_change_relative"":1.0100000187515237e-08,""covariance_scale"":182.55109700750765,""effective_v_min_eigenvalue"":313.0363384929557,""effective_v_min_eigenvalue_relative"":0.11679707067038526,""effective_v_sha256"":""fc41d231e5e95e3ed9b44a5d85307195d9701cf5f49f7830fc73fa36035c1fb1"",""eigen_clipping_used"":false,""raw_covariance_sha256"":""9574185ca2dc434584f59e81b785b3f62e1657016d196b591430da882124f9c0"",""raw_min_eigenvalue"":-8.341656417837136e-07,""raw_min_eigenvalue_relative"":-4.569491257285665e-09,""selected_diagonal_load_absolute"":1.8255109700750765e-06,""selected_diagonal_load_relative"":1e-08},""2016"":{""conditioned_covariance_sha256"":""7f44d60ac98277c3b56cc4809ea9026b1f3465acd50c4a1d82aab29594b892f3"",""core_effective_covariance_sha256"":""f3550d4aeda1c1794de3b50320e2f24b052e1c59b2950af58a887011eaa56a68"",""core_effective_diagonal_change_relative"":1.0000100001275341e-05,""covariance_scale"":15372.607815728721,""effective_v_min_eigenvalue"":125527.19041279392,""effective_v_min_eigenvalue_relative"":0.5007286972562671,""effective_v_sha256"":""7664708e82829d54053c85c316be82d1f7dbcd7882157a792d9226862de19ab3"",""eigen_clipping_used"":false,""raw_covariance_sha256"":""0d778c4303b3cb707e5475e4f15bc5837659a2ef540fe036ec3f83237eef6b65"",""raw_min_eigenvalue"":-0.07505345555698044,""raw_min_eigenvalue_relative"":-4.8822851956314355e-06,""selected_diagonal_load_absolute"":0.15372607815728723,""selected_diagonal_load_relative"":1e-05}}","{""nll0"": -132355556.62377201, ""nll_alt"": -132355563.31781736, ""tolerance"": 1.0669404534995555e-06}","{""nll0"": -132355556.61363703, ""nll_alt"": -132355563.30779465, ""tolerance"": 1.06694157615304e-06}"
pair_2015_2021,2015+2021,90,2.0223262292825103e-06,2.0223301953564675e-06,1.9611444976863623e-06,0.5,0.5,0.0,0.0,0.0,0.0005,0.005,True,"{""2015"":{""conditioned_covariance_sha256"":""28ee40149021442d67676491fe89362b273aa9f244d7fc82f5b5477c51f36b16"",""core_effective_covariance_sha256"":""113a7a35c5a008086210060e02d8e8a1076cbd1ae7c2941dfbbac3a0ec67476d"",""core_effective_diagonal_change_relative"":1.0100000187515237e-08,""covariance_scale"":182.55109700750765,""effective_v_min_eigenvalue"":313.0363384929557,""effective_v_min_eigenvalue_relative"":0.11679707067038526,""effective_v_sha256"":""fc41d231e5e95e3ed9b44a5d85307195d9701cf5f49f7830fc73fa36035c1fb1"",""eigen_clipping_used"":false,""raw_covariance_sha256"":""9574185ca2dc434584f59e81b785b3f62e1657016d196b591430da882124f9c0"",""raw_min_eigenvalue"":-8.341656417837136e-07,""raw_min_eigenvalue_relative"":-4.569491257285665e-09,""selected_diagonal_load_absolute"":1.8255109700750765e-06,""selected_diagonal_load_relative"":1e-08},""2021"":{""conditioned_covariance_sha256"":""5b32092d6ecc8517f22618a323e1609a436ed45ea9a217e195999ee81ccd25c1"",""core_effective_covariance_sha256"":""1acbf461d63567d1f49062cb1e59d4b433a8c0d58ca7fbcfcb3234954cbcc23a"",""core_effective_diagonal_change_relative"":1.000100000282821e-06,""covariance_scale"":264611.7102562928,""effective_v_min_eigenvalue"":1005511.2830678907,""effective_v_min_eigenvalue_relative"":0.7453624294257929,""effective_v_sha256"":""33cf66e280025fcdf9c49e94c84bbb2dd95cfa3dd363389c6f1bbb5bbfd3e133"",""eigen_clipping_used"":false,""raw_covariance_sha256"":""d69147c94b23c206ce4250042f2bb95dc4e414e10e24837ec283b767284da8bf"",""raw_min_eigenvalue"":-0.2336934647775293,""raw_min_eigenvalue_relative"":-8.831561707952485e-07,""selected_diagonal_load_absolute"":0.26461171025629276,""selected_diagonal_load_relative"":1e-06}}","{""nll0"": -233828615.01334488, ""nll_alt"": -233828615.01334488, ""tolerance"": 1.0099999999999999e-06}","{""nll0"": -233828614.99587786, ""nll_alt"": -233828614.99587786, ""tolerance"": 1.0099999999999999e-06}"
