scenario,background_toy_index,mass_MeV,mass_GeV,lower_factor,upper_factor,strict_lml_tolerance,gate_lml_per_train_tolerance,comparable,reason,n_train,lower_lml,upper_lml,delta_lml_upper_minus_lower,delta_lml_per_train,strict_nested_order_violation,material_nested_order_violation,same_input_geometry
2021_10pct_x10,0,50,0.05,15,20,0.0001,0.001,True,,402,2110.707504169331,2110.7074874411087,-1.6728222362871747e-05,-4.161249343997947e-08,False,False,True
2021_10pct_x10,0,50,0.05,20,25,0.0001,0.001,True,,402,2110.7074874411087,2110.707633798273,0.0001463571643398609,3.640725481091067e-07,False,False,True
2021_10pct_x10,0,70,0.07,15,20,0.0001,0.001,True,,400,2086.8689783284685,2086.8690300021485,5.167367999092676e-05,1.291841999773169e-07,False,False,True
2021_10pct_x10,0,70,0.07,20,25,0.0001,0.001,True,,400,2086.8690300021485,2086.869042616714,1.2614565548574319e-05,3.1536413871435796e-08,False,False,True
2021_10pct_x10,0,90,0.09,15,20,0.0001,0.001,True,,398,2072.183485665314,2072.1835103905223,2.4725208277232014e-05,6.212363888751762e-08,False,False,True
2021_10pct_x10,0,90,0.09,20,25,0.0001,0.001,True,,398,2072.1835103905223,2072.1835398710646,2.948054225271335e-05,7.407171420279735e-08,False,False,True
2021_10pct_x10,0,110,0.11,15,20,0.0001,0.001,True,,396,2062.591974562254,2063.4395374418787,0.8475628796245473,0.0021403103020821903,False,False,True
2021_10pct_x10,0,110,0.11,20,25,0.0001,0.001,True,,396,2063.4395374418787,2063.4395986747622,6.123288358139689e-05,1.5462849389241638e-07,False,False,True
2021_10pct_x10,0,130,0.13,15,20,0.0001,0.001,True,,394,2052.7468434579273,2054.695854376674,1.9490109187468079,0.004946728220169563,False,False,True
2021_10pct_x10,0,130,0.13,20,25,0.0001,0.001,True,,394,2054.695854376674,2054.6958294254055,-2.4951268642325886e-05,-6.332809300082712e-08,False,False,True
2021_10pct_x10,0,150,0.15,15,20,0.0001,0.001,True,,390,2034.1960556020738,2036.5162588247592,2.32020322268545,0.005949239032526795,False,False,True
2021_10pct_x10,0,150,0.15,20,25,0.0001,0.001,True,,390,2036.5162588247592,2036.5163147110231,5.588626390817808e-05,1.43298112585072e-07,False,False,True
2021_10pct_x10,0,170,0.17,15,20,0.0001,0.001,True,,386,2020.770112709883,2022.460137155706,1.690024445822928,0.0043783016731163945,False,False,True
2021_10pct_x10,0,170,0.17,20,25,0.0001,0.001,True,,386,2022.460137155706,2022.460104213697,-3.294200905656908e-05,-8.534199237453128e-08,False,False,True
2021_10pct_x10,0,190,0.19,15,20,0.0001,0.001,True,,382,2010.7125644035968,2011.926862821681,1.2142984180841268,0.003178791670377295,False,False,True
2021_10pct_x10,0,190,0.19,20,25,0.0001,0.001,True,,382,2011.926862821681,2011.9268192557406,-4.356594035925809e-05,-1.1404696429125155e-07,False,False,True
2021_10pct_x10,0,210,0.21,15,20,0.0001,0.001,True,,378,2000.5030983577142,2000.7429044590506,0.23980610133639857,0.000634407675493118,False,False,True
2021_10pct_x10,0,210,0.21,20,25,0.0001,0.001,True,,378,2000.7429044590506,2000.7429239295805,1.947052987816278e-05,5.150933830201793e-08,False,False,True
2021_10pct_x10,0,230,0.23,15,20,0.0001,0.001,True,,372,1973.2873184830432,1973.28732845883,9.975786724680802e-06,2.6816630980324738e-08,False,False,True
2021_10pct_x10,0,230,0.23,20,25,0.0001,0.001,True,,372,1973.28732845883,1973.287343483148,1.5024318145151483e-05,4.0387952003095385e-08,False,False,True
2021_10pct_x10,0,250,0.25,15,20,0.0001,0.001,True,,366,1965.5080785269104,1965.5081186902905,4.0163380162994144e-05,1.0973601137430095e-07,False,False,True
2021_10pct_x10,0,250,0.25,20,25,0.0001,0.001,True,,366,1965.5081186902905,1965.508113836003,-4.8542874537815806e-06,-1.3263080474813062e-08,False,False,True
