model,scenario,background_toy_index,mass_GeV,inj_nsigma,strength,role,attempt,optimizer_seed,optimizer_restarts,fit_ok,refit_fallback_used,error,gp_lml,gp_ls,gp_const,gp_const_lo,gp_const_hi,gp_ls_lo,gp_ls_hi,gp_ls_init,gp_const_init,sigma_A,sigmaA_reference,A_hat,Zhat,pull,amplitude_nll,n_blind,integral_density,A_per_eps2_unit,optimizer_warning_count,optimizer_warnings,n_train,n_train_low,n_train_high,train_domain_lo,train_domain_hi,bin_width_median,n_zero_train,min_y_train,max_y_train,training_counts_sha256,ls_at_lower,ls_at_upper,const_at_lower,const_at_upper,covariance_valid,covariance_min_eigenvalue,covariance_min_eigenvalue_relative,optimizer_selection_pull_blind,selected_extraction_upper_factor,signal_seed,reference_attempt_selected,reference_gp_lml,reference_gp_ls,reference_gp_const,Nsig_full,Nsig_win,Nsig_train,signal_counts_sha256,optimizer_trigger_reasons
regional_blend,2021_10pct_x10,11,0.065,0.0,0.0,reference_bonly,0,35211657,12,True,False,,1451.9846350549635,0.16843908465206228,1.0,1e-08,1e+18,0.03533208047215282,0.803001828912564,0.16843908465206228,1.0,40312.53756286737,40312.49871323455,-13826.4933277838,-0.34298246063576115,-0.34298246063576115,-2321515643.4356637,16,15498585957.149664,31023122725.153214,0,,400,32,368,0.04,0.3,0.0006250000000000006,0,42323.0,11540177.0,42e13705ecd7bb42e7719ba33ed515fc696ab384a8250479b73affdaf960f5ff,False,False,False,False,True,-0.20018882910473634,-4.579609238350433e-09,True,25.0,,,,,,,,,,
regional_blend,2021_10pct_x10,11,0.065,1.0,51274.90285580362,injected_refit,0,3078805682,12,True,False,,1987.7515219880522,0.167310384338867,59.404097855691354,1e-08,1e+18,0.03533208047215282,0.803001828912564,0.16843908465206228,1.0,51262.14982476874,51274.90285580362,22797.593235068067,0.44472565651261026,-0.5555231241389714,-2322320126.9634476,16,15498585957.149664,31023122725.153214,0,,400,32,368,0.04,0.3,0.0006250000000000006,0,42323.0,11540177.0,c4494d46def5710eadf12fc1aae1b1603280c8bd771b9aff1a6496d4a5469ce8,False,False,False,False,True,-14.24421966828471,-1.6919848579254903e-07,True,25.0,1697826276.0,1.0,1987.8510359835202,0.16727877105221747,59.39207530892857,50966.0,50016.0,950.0,12dc48a929d5496c7c2c192a3d96aef934a368306f5b81fdd2512a2717c3d3ef,
regional_blend,2021_10pct_x10,11,0.065,3.0,153824.70856741088,injected_refit,0,3261919549,12,True,False,,1987.5414292162034,0.167332901501038,59.44440258637234,1e-08,1e+18,0.03533208047215282,0.803001828912564,0.16843908465206228,1.0,51265.734303614765,51274.90285580362,125341.14689114153,2.444930294937835,-0.5556062360792318,-2323934863.8426785,16,15498585957.149664,31023122725.153214,0,,400,32,368,0.04,0.3,0.0006250000000000006,0,42323.0,11540177.0,ec7c5e92739098ebf34c9fa90d72dbfd99287cada31ebe1ff0ef22dc5c4b28b9,False,False,False,False,True,-11.717241747316859,-1.3922921076397526e-07,True,25.0,1405707547.0,1.0,1987.8510359835202,0.16727877105221747,59.39207530892857,153283.0,150404.0,2879.0,2023cc3399299b9e0a04637d4c3c98293a59533b5e3449909cacd9ce458ddea9,
regional_blend,2021_10pct_x10,11,0.065,5.0,256374.5142790181,injected_refit,0,2103228209,12,True,False,,1987.3310071092235,0.16735806913785545,59.44569418065311,1e-08,1e+18,0.03533208047215282,0.803001828912564,0.16843908465206228,1.0,51265.41710866353,51274.90285580362,227517.63198131102,4.438033372459618,-0.5628917879774834,-2325566657.0063553,16,15498585957.149664,31023122725.153214,0,,400,32,368,0.04,0.3,0.0006250000000000006,0,42323.0,11540177.0,0e3207caa4ea4b9ac16d4c261ff3f7d25146fb6743d72e1ab58adf23fddf68a7,False,False,False,False,True,-15.1512778075263,-1.8013061096484594e-07,True,25.0,3845328932.0,1.0,1987.8510359835202,0.16727877105221747,59.39207530892857,256584.0,251846.0,4738.0,a2e310a049ef84b77e405dee4604ff15c8f03c5504644d1569443bfa09352c9f,
regional_blend,2021_10pct_x10,11,0.09,0.0,0.0,reference_bonly,0,3965644846,12,True,False,,1983.7205641431337,0.17342420394437566,62.12548111115141,1e-08,1e+18,0.02918815006379436,0.6633670469044173,0.13914904567557138,1.0,34531.47647394838,34539.02955508015,-74059.40186754861,-2.14469259440503,-2.14469259440503,-2924008227.800552,18,17132648854.522606,47483978666.60842,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",398,71,327,0.04,0.3,0.0006250000000000006,0,42323.0,11540177.0,6507a680261027996016c6814bf2a524c74bece62828676fa0352495b7d6494e,False,False,False,False,True,-24.96804219879668,-1.333394646654324e-06,True,25.0,,,,,,,,,,
regional_blend,2021_10pct_x10,11,0.09,1.0,34534.16563302577,injected_refit,0,4043881349,12,True,False,,1983.7716277249674,0.1734249061601418,62.099809933609414,1e-08,1e+18,0.02918815006379436,0.6633670469044173,0.13914904567557138,1.0,34533.32428887449,34534.16563302577,-40196.0897966839,-1.16397973911923,-2.1640041023732346,-2924554861.0645475,18,17132648854.522606,47483978666.60842,0,,398,71,327,0.04,0.3,0.0006250000000000006,0,42323.0,11540177.0,88a9f4988ce5dcc78bbaf7f232dc50ccf57b5047ef0b275ec5dc9a9f558e12c4,False,False,False,False,True,-21.69174175305897,-1.1584484352938622e-06,True,25.0,4249218049.0,2.0,1983.7205723632915,0.17341290055169953,62.09964376347728,34461.0,33771.0,690.0,bec974398662a7893a7213a4ef64bf011c35914f26b5c7b08e723dbd73360a8b,
regional_blend,2021_10pct_x10,11,0.09,3.0,103602.4968990773,injected_refit,0,3305095927,12,True,False,,1340.9102540105205,0.13914904567557138,1.0,1e-08,1e+18,0.02918815006379436,0.6633670469044173,0.13914904567557138,1.0,41967.25096318494,34534.16563302577,91271.81277975964,2.1748342025029537,-0.2938168175498212,-2925657020.699838,18,17132648854.522606,47483978666.60842,0,,398,71,327,0.04,0.3,0.0006250000000000006,0,42323.0,11540177.0,a5fdd4e1ac68f71eb280cc3e3341370074ec8ff3db05df385c508fd62c971c08,False,False,False,False,True,-0.31833436550507926,-9.502768596495226e-09,True,25.0,3675959068.0,2.0,1983.7205723632915,0.17341290055169953,62.09964376347728,103839.0,101862.0,1977.0,55e4647498397a454c243678117759c0fae4fda8c87ca4d687ec79c20734f6fd,exact_start_signature;reference_relative_lml;reference_relative_length;reference_relative_constant
regional_blend,2021_10pct_x10,11,0.09,5.0,172670.82816512883,injected_refit,0,1322527284,12,True,False,,1983.9654047613576,0.1734733878353884,62.13616006671294,1e-08,1e+18,0.02918815006379436,0.6633670469044173,0.13914904567557138,1.0,34529.96645392599,34534.16563302577,94509.8029840999,2.737037208252321,-2.2635708402821857,-2926760589.6945786,18,17132648854.522606,47483978666.60842,0,,398,71,327,0.04,0.3,0.0006250000000000006,0,42323.0,11540177.0,7899f46cfec9a66c0931f20c58d9dbab46c818abd682eb95b5af0006708521c7,False,False,False,False,True,-22.767187501841367,-1.2171712942045746e-06,True,25.0,2596070786.0,2.0,1983.7205723632915,0.17341290055169953,62.09964376347728,173555.0,170036.0,3519.0,1b9067ba41e7b2fb1cc297881e8431174894899401660ed5e7d14b9178c737e3,
regional_blend,2021_10pct_x10,11,0.12,0.0,0.0,reference_bonly,0,3762252107,12,True,False,,1959.626553823714,0.17766500852422842,63.32516635389823,1e-08,1e+18,0.026444851590963617,0.6010193543400821,0.12607088335067795,1.0,23935.414917084632,23940.809741652105,-75969.40397264583,-3.1739330291876557,-3.1739330291876557,-2007908459.1689835,22,9949583220.183804,36767678785.34155,0,,394,117,277,0.04,0.3,0.0006250000000000006,0,42323.0,11540177.0,4a283a6acf3be32295f5a8faa756ec5350cbd5773b1d27f9c01758440bf9715a,False,False,False,False,True,-8.099050145372704,-1.5879011087669062e-06,True,25.0,,,,,,,,,,
regional_blend,2021_10pct_x10,11,0.12,1.0,23935.414917084632,injected_refit,0,3253848302,12,True,False,,1959.7041034717358,0.17770422608675396,63.345925401839914,1e-08,1e+18,0.026444851590963617,0.6010193543400821,0.12607088335067795,1.0,23931.152527017777,23935.414917084632,-52913.35475626681,-2.2110658772714236,-3.211243987793349,-2008275655.1571245,22,9949583220.183804,36767678785.34155,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",394,117,277,0.04,0.3,0.0006250000000000006,0,42323.0,11540177.0,4e94c82e771b72de8f7a3e4093bc0174c9b2efdf2eeee431e0e401220f21e4ec,False,False,False,False,True,-9.555667764931826,-1.8750672896782463e-06,True,25.0,978531369.0,0.0,1959.626553823714,0.17766500852422842,63.32516635389823,23884.0,23476.0,408.0,e10fbdd5adaa1a084045204480fd0729284126153757446d4147d26e0ba70638,
