dataset,mass_hypothesis_MeV,bin_center_MeV,observed,gp_mean,gp_predictive_sigma,display_total_sigma,data_minus_gp,standalone_signal_display,shared_signal_display,in_blind_window,null_profiled_expectation,standalone_profiled_expectation,shared_profiled_expectation,null_profiled_pearson,standalone_profiled_pearson,shared_profiled_pearson
2015,65,48.375000000000007,73915,73627.577690278602,51.741182509047626,276.23310384114569,287.42230972139805,0.00062000806179967043,0.00017075430966667884,False,,,,,,
2015,65,48.625000000000007,72192,71926.569313490603,51.228467481794446,273.04015308013561,265.43068650939676,0.00089196415045959137,0.00024565281025065879,False,,,,,,
2015,65,48.875000000000007,70292,70253.725274806289,50.692424294645903,269.85819823691611,38.274725193710765,0.0012761574946998091,0.00035146219131555832,False,,,,,,
2015,65,49.125,68489,68609.117917196694,50.12683937622144,266.68674122094296,-120.11791719669418,0.0018157997997917468,0.00050008324150874488,False,,,,,,
2015,65,49.375,67123,66992.782980999313,49.526961380720046,263.52552605887473,130.21701900068729,0.0025694399079064971,0.00070764069814038984,False,,,,,,
2015,65,49.625,65370,65404.721903896825,48.889768423570423,260.37459814737531,-34.721903896825097,0.0036158947411236713,0.000995841261411603,False,,,,,,
2015,65,49.875,63587,63844.904046607408,48.214129142523738,257.23434120579503,-257.90404660740751,0.0050605754875501898,0.0013937158677977833,False,,,,,,
2015,65,50.125,62418,62313.268871813329,47.50096393058859,254.10551046002212,104.73112818667141,0.007043537788605796,0.0019398367647244479,False,,,,,,
2015,65,50.375000000000007,61172,60809.728118652041,46.753347235465718,250.98924996177041,362.2718813479587,0.0097496405423487687,0.0026851153120085337,False,,,,,,
2015,65,50.625000000000007,59713,59334.167779608688,45.976572268453744,247.88709723816817,378.83222039131215,0.013421256399119673,0.0036963025361945283,False,,,,,,
2015,65,50.875,57639,57886.4501104831,45.178168517126402,244.80097430575103,-247.45011048309971,0.01837403572396603,0.0050603306297821154,False,,,,,,
2015,65,51.125000000000007,56401,56466.415507849117,44.367875918669689,241.73316677978548,-65.415507849116693,0.025016281428990084,0.0068896489078472019,False,,,,,,
2015,65,51.375,55231,55073.884302983934,43.557559885909193,238.68629061217257,157.11569701606641,0.033872540139557018,0.0093287209708181936,False,,,,,,
2015,65,51.625,53821,53708.658460652143,42.761063135001713,235.66324911001237,112.34153934785718,0.045612050121097619,0.012561859451154187,False,,,,,,
2015,65,51.875,52385,52370.523141201447,41.993954812999405,232.66717727698008,14.476858798552712,0.061082701250830103,0.016822578813550225,False,,,,,,
2015,65,52.125,51300,51059.248307609931,41.273198747282898,229.70138276127693,240.75169239006937,0.081351148998276224,0.022404643009755091,False,,,,,,
2015,65,52.375000000000007,50125,49774.590033903012,40.61668419887063,226.76927717222586,350.40996609698777,0.10774967358955609,0.029674970801491611,False,,,,,,
2015,65,52.625000000000007,48743,48516.291921795048,40.042625300715279,223.87430348918681,226.70807820495247,0.14193027705947212,0.039088534445413735,False,,,,,,
2015,65,52.875000000000007,46922,47284.086245552302,39.568849696627673,221.01986361380872,-362.08624555230199,0.18592635423459677,0.05120534428861815,False,,,,,,
2015,65,53.125000000000007,45979,46077.695172365726,39.211961450439148,218.20924153929974,-98.695172365725739,0.24222204815685039,0.066709549709751875,False,,,,,,
2015,65,53.375000000000007,44989,44896.831755283667,38.986478921758263,215.44553208177786,92.168244716332993,0.31382909655664992,0.086430603144581147,False,,,,,,
2015,65,53.625,43906,43741.20096300749,38.903981936432217,212.73156976226574,164.79903699251008,0.40437058574987778,0.11136632646164028,False,,,,,,
2015,65,53.875,42351,42610.50051772916,38.972389515857962,210.06986376514104,-259.50051772916049,0.51817054696708675,0.14270758638225392,False,,,,,,
2015,65,54.125,41149,41504.421775447277,39.195469538390149,207.46254266199995,-355.42177544727747,0.66034775690663206,0.18186412777155883,False,,,,,,
2015,65,54.375000000000007,40369,40422.650413490293,39.572609507899735,204.91130236459628,-53.650413490293431,0.83691144408377505,0.23049093179830693,False,,,,,,
2015,65,54.625000000000007,39732,39364.867175916588,40.098919864782687,202.41736721496713,367.13282408341183,1.0548558670121126,0.29051426338984909,False,,,,,,
2015,65,54.875000000000007,37980,38330.748450972227,40.765622574855222,199.98146022791155,-350.74845097222715,1.322249939136618,0.36415635452984257,False,,,,,,
2015,65,55.125000000000007,37548,37319.966874542282,41.560663904672559,197.60378452534616,228.03312545771769,1.648317257380062,0.45395744464778748,False,,,,,,
2015,65,55.375000000000007,36210,36332.191820555119,42.469459252993666,195.28401570481086,-122.19182055511919,2.0435010843813273,0.56279367715606798,False,,,,,,
2015,65,55.625,35354,35367.089869837095,43.475679764060359,193.02130607988389,-13.089869837094739,2.5195080865773614,0.69388914520620981,False,,,,,,
2015,65,55.875,34379,34424.325265308296,44.561991931006347,190.81429818063259,-45.325265308296366,3.0893239975972659,0.85082020549092496,False,,,,,,
2015,65,56.125,33481,33503.560255546268,45.710718472082974,188.66115137669519,-22.560255546268309,3.7671939225111286,1.0375100539043309,False,,,,,,
2015,65,56.375,32553,32604.455479316322,46.904363693611657,186.55957443352759,-51.455479316322453,4.5685597914541427,1.2582114998574896,False,,,,,,
2015,65,56.625,31666,31726.670269968017,48.126027344069023,184.50686918890065,-60.670269968017237,5.5099475805194391,1.5174759061684255,False,,,,,,
2015,65,56.875,31183,30869.862960884573,49.359693358896919,182.49997887498208,313.13703911542689,6.6087974098517712,1.8201063969564892,False,,,,,,
2015,65,57.125,29766,30033.691139269431,50.590425270132158,180.53554295008576,-267.69113926943101,7.8832305616539005,2.1710936928646114,False,,,,,,
2015,65,57.375,29124,29217.811906372648,51.804482234934142,178.60995573036305,-93.811906372648082,9.3517488785747922,2.5755333233927078,False,,,,,,
2015,65,57.625,28200,28421.882108481972,52.989373205654942,176.71942672272948,-221.88210848197195,11.032863929932409,3.0385234968294914,True,28445.811805410693,28411.36730233991,28436.823020536594,-1.4574496837869664,-1.253983255035485,-1.4043759334347579
2015,65,57.875,27598,27645.558545419142,54.133870678437205,174.86004260564764,-47.55854541914232,12.944655768293396,3.5650435789041639,True,27671.601499308235,27635.505170017514,27662.124869470528,-0.44245541429686042,-0.22560952680979904,-0.38555267919610148
