dataset_set,mass_GeV,sigma_mass_res_GeV,sigma_mass_res_min_GeV,cls_alpha,eps2_obs,p0_analytic,Z_analytic,eps2_lo2,eps2_lo1,eps2_med,eps2_hi1,eps2_hi2,eps2_mean,ul_eps2_obs,toy_eps2_uls_q02,toy_eps2_uls_q16,toy_eps2_uls_q50,toy_eps2_uls_q84,toy_eps2_uls_q97,toy_eps2_uls_mean,p_strong,p_weak,p_two,meta,cls_statistic,cls_calibration,combined_mode,global_method,bands_refit_gp_on_toy,bands_train_exclude_nsigma,bands_refit_restarts,bands_refit_optimize,bandfix_applied,bandfix_note,mass_MeV,dimuon_threshold_GeV,dimuon_threshold_MeV,N_eff_dimuon,BR_ee_minimal,eps2_obs_ee_channel,eps2_obs_dimuon,eps2_lo2_ee_channel,eps2_lo2_dimuon,eps2_lo1_ee_channel,eps2_lo1_dimuon,eps2_med_ee_channel,eps2_med_dimuon,eps2_hi1_ee_channel,eps2_hi1_dimuon,eps2_hi2_ee_channel,eps2_hi2_dimuon,eps2_mean_ee_channel,eps2_mean_dimuon,ul_eps2_obs_ee_channel,ul_eps2_obs_dimuon,toy_eps2_uls_q02_ee_channel,toy_eps2_uls_q02_dimuon,toy_eps2_uls_q16_ee_channel,toy_eps2_uls_q16_dimuon,toy_eps2_uls_q50_ee_channel,toy_eps2_uls_q50_dimuon,toy_eps2_uls_q84_ee_channel,toy_eps2_uls_q84_dimuon,toy_eps2_uls_q97_ee_channel,toy_eps2_uls_q97_dimuon,toy_eps2_uls_mean_ee_channel,toy_eps2_uls_mean_dimuon
2015+2016+2021,0.063,0.0026506851628713,0.002102462875,0.1,1.0136934152902594e-05,0.209002508051083,0.8098871878666444,4.819438899232875e-06,5.6764949167421385e-06,7.540213601487534e-06,1.083586222483218e-05,1.4758777851629706e-05,8.17785920983771e-06,1.0136934152902594e-05,4.819438899232875e-06,5.6764949167421385e-06,7.540213601487534e-06,1.083586222483218e-05,1.4758777851629706e-05,8.17785920983771e-06,0.7883,0.2117,0.4234,"[{'key': '2015', 'sigma': 0.0032605739803239, 'dens': 66205727.27272734}, {'key': '2016', 'sigma': 0.00258901863329, 'dens': 142906235.29411775}, {'key': '2021', 'sigma': 0.0021024628750000002, 'dens': 183351066.6666667}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,True,False,,63.0,0.211316749,211.316749,1.0,1.0,1.0136934152902594e-05,1.0136934152902594e-05,4.819438899232875e-06,4.819438899232875e-06,5.6764949167421385e-06,5.6764949167421385e-06,7.540213601487534e-06,7.540213601487534e-06,1.083586222483218e-05,1.083586222483218e-05,1.4758777851629706e-05,1.4758777851629706e-05,8.17785920983771e-06,8.17785920983771e-06,1.0136934152902594e-05,1.0136934152902594e-05,4.819438899232875e-06,4.819438899232875e-06,5.6764949167421385e-06,5.6764949167421385e-06,7.540213601487534e-06,7.540213601487534e-06,1.083586222483218e-05,1.083586222483218e-05,1.4758777851629706e-05,1.4758777851629706e-05,8.17785920983771e-06,8.17785920983771e-06
2015+2016+2021,0.064,0.0026841182514765,0.002111994,0.1,9.66806844061595e-06,0.2522340697305707,0.6674759926747036,4.834310695057553e-06,5.711265191589022e-06,7.520827999728199e-06,1.0748311779757949e-05,1.4648204549427248e-05,8.153262617026044e-06,9.66806844061595e-06,4.834310695057553e-06,5.711265191589022e-06,7.520827999728199e-06,1.0748311779757949e-05,1.4648204549427248e-05,8.153262617026044e-06,0.7559,0.2441,0.4882,"[{'key': '2015', 'sigma': 0.0033137930641896, 'dens': 59208181.81818184}, {'key': '2016', 'sigma': 0.0026265676902400004, 'dens': 141688666.66666675}, {'key': '2021', 'sigma': 0.0021119940000000003, 'dens': 180754133.33333316}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,True,False,,64.0,0.211316749,211.316749,1.0,1.0,9.66806844061595e-06,9.66806844061595e-06,4.834310695057553e-06,4.834310695057553e-06,5.711265191589022e-06,5.711265191589022e-06,7.520827999728199e-06,7.520827999728199e-06,1.0748311779757949e-05,1.0748311779757949e-05,1.4648204549427248e-05,1.4648204549427248e-05,8.153262617026044e-06,8.153262617026044e-06,9.66806844061595e-06,9.66806844061595e-06,4.834310695057553e-06,4.834310695057553e-06,5.711265191589022e-06,5.711265191589022e-06,7.520827999728199e-06,7.520827999728199e-06,1.0748311779757949e-05,1.0748311779757949e-05,1.4648204549427248e-05,1.4648204549427248e-05,8.153262617026044e-06,8.153262617026044e-06
2015+2016+2021,0.065,0.0027176932764351,0.002121696875,0.1,9.307322171191208e-06,0.2978853529223642,0.5304922140828264,4.898681092340886e-06,5.757757043322241e-06,7.722540796648897e-06,1.1056742984642349e-05,1.5101698329975384e-05,8.340321318381304e-06,9.307322171191208e-06,4.898681092340886e-06,5.757757043322241e-06,7.722540796648897e-06,1.1056742984642349e-05,1.5101698329975384e-05,8.340321318381304e-06,0.699,0.301,0.602,"[{'key': '2015', 'sigma': 0.0033670121480552997, 'dens': 53206000.000000015}, {'key': '2016', 'sigma': 0.0026643708062500005, 'dens': 140523222.22222233}, {'key': '2021', 'sigma': 0.002121696875, 'dens': 175464266.6666665}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,True,False,,65.0,0.211316749,211.316749,1.0,1.0,9.307322171191208e-06,9.307322171191208e-06,4.898681092340886e-06,4.898681092340886e-06,5.757757043322241e-06,5.757757043322241e-06,7.722540796648897e-06,7.722540796648897e-06,1.1056742984642349e-05,1.1056742984642349e-05,1.5101698329975384e-05,1.5101698329975384e-05,8.340321318381304e-06,8.340321318381304e-06,9.307322171191208e-06,9.307322171191208e-06,4.898681092340886e-06,4.898681092340886e-06,5.757757043322241e-06,5.757757043322241e-06,7.722540796648897e-06,7.722540796648897e-06,1.1056742984642349e-05,1.1056742984642349e-05,1.5101698329975384e-05,1.5101698329975384e-05,8.340321318381304e-06,8.340321318381304e-06
2015+2016+2021,0.066,0.002751411484987,0.0021315715,0.1,7.934027204324628e-06,0.4682464272201346,0.0796786322053935,5.022975790702723e-06,5.850167524834642e-06,7.73259844444603e-06,1.1290474092791884e-05,1.548780536520307e-05,8.465619754729356e-06,7.934027204324628e-06,5.022975790702723e-06,5.850167524834642e-06,7.73259844444603e-06,1.1290474092791884e-05,1.548780536520307e-05,8.465619754729356e-06,0.5259,0.4741,0.9482,"[{'key': '2015', 'sigma': 0.003420231231921, 'dens': 47475913.04347827}, {'key': '2016', 'sigma': 0.00270243172304, 'dens': 139061666.66666666}, {'key': '2021', 'sigma': 0.0021315715000000002, 'dens': 170244533.3333332}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,True,False,,66.0,0.211316749,211.316749,1.0,1.0,7.934027204324628e-06,7.934027204324628e-06,5.022975790702723e-06,5.022975790702723e-06,5.850167524834642e-06,5.850167524834642e-06,7.73259844444603e-06,7.73259844444603e-06,1.1290474092791884e-05,1.1290474092791884e-05,1.548780536520307e-05,1.548780536520307e-05,8.465619754729356e-06,8.465619754729356e-06,7.934027204324628e-06,7.934027204324628e-06,5.022975790702723e-06,5.022975790702723e-06,5.850167524834642e-06,5.850167524834642e-06,7.73259844444603e-06,7.73259844444603e-06,1.1290474092791884e-05,1.1290474092791884e-05,1.548780536520307e-05,1.548780536520307e-05,8.465619754729356e-06,8.465619754729356e-06
2015+2016+2021,0.067,0.0027852740354922,0.002141617875,0.1,7.6757786548239e-06,0.4976884766331719,0.0057941622491727,4.931999242081754e-06,5.833492255031678e-06,7.69325941200118e-06,1.1037706243396157e-05,1.4927018261395806e-05,8.360544347937354e-06,7.6757786548239e-06,4.931999242081754e-06,5.833492255031678e-06,7.69325941200118e-06,1.1037706243396157e-05,1.4927018261395806e-05,8.360544347937354e-06,0.497,0.503,0.994,"[{'key': '2015', 'sigma': 0.0034734503157867, 'dens': 42399826.08695654}, {'key': '2016', 'sigma': 0.0027407539156900002, 'dens': 137287555.55555564}, {'key': '2021', 'sigma': 0.002141617875, 'dens': 167574266.6666665}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,True,False,,67.0,0.211316749,211.316749,1.0,1.0,7.6757786548239e-06,7.6757786548239e-06,4.931999242081754e-06,4.931999242081754e-06,5.833492255031678e-06,5.833492255031678e-06,7.69325941200118e-06,7.69325941200118e-06,1.1037706243396157e-05,1.1037706243396157e-05,1.4927018261395806e-05,1.4927018261395806e-05,8.360544347937354e-06,8.360544347937354e-06,7.6757786548239e-06,7.6757786548239e-06,4.931999242081754e-06,4.931999242081754e-06,5.833492255031678e-06,5.833492255031678e-06,7.69325941200118e-06,7.69325941200118e-06,1.1037706243396157e-05,1.1037706243396157e-05,1.4927018261395806e-05,1.4927018261395806e-05,8.360544347937354e-06,8.360544347937354e-06
2015+2016+2021,0.068,0.0028192819974307,0.002151836,0.1,7.20397668519458e-06,0.5,0.0,4.91361640662082e-06,5.8110880833025485e-06,7.718260095797608e-06,1.114255161819306e-05,1.5243311974418438e-05,8.390209244689627e-06,7.20397668519458e-06,4.91361640662082e-06,5.8110880833025485e-06,7.718260095797608e-06,1.114255161819306e-05,1.5243311974418438e-05,8.390209244689627e-06,0.4236,0.5764,0.8472,"[{'key': '2015', 'sigma': 0.0035266693996524002, 'dens': 38110500.00000001}, {'key': '2016', 'sigma': 0.00277934059264, 'dens': 135254631.57894745}, {'key': '2021', 'sigma': 0.002151836, 'dens': 162148133.3333332}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,True,False,,68.0,0.211316749,211.316749,1.0,1.0,7.20397668519458e-06,7.20397668519458e-06,4.91361640662082e-06,4.91361640662082e-06,5.8110880833025485e-06,5.8110880833025485e-06,7.718260095797608e-06,7.718260095797608e-06,1.114255161819306e-05,1.114255161819306e-05,1.5243311974418438e-05,1.5243311974418438e-05,8.390209244689627e-06,8.390209244689627e-06,7.20397668519458e-06,7.20397668519458e-06,4.91361640662082e-06,4.91361640662082e-06,5.8110880833025485e-06,5.8110880833025485e-06,7.718260095797608e-06,7.718260095797608e-06,1.114255161819306e-05,1.114255161819306e-05,1.5243311974418438e-05,1.5243311974418438e-05,8.390209244689627e-06,8.390209244689627e-06
2015+2016+2021,0.069,0.0028534363514027,0.002162225875,0.1,6.097209131531063e-06,0.5,0.0,4.912735632528121e-06,5.778052486486924e-06,7.634328462795157e-06,1.0987487846697264e-05,1.5162072119796773e-05,8.324014310227482e-06,6.097209131531063e-06,4.912735632528121e-06,5.778052486486924e-06,7.634328462795157e-06,1.0987487846697264e-05,1.5162072119796773e-05,8.324014310227482e-06,0.2203,0.7797,0.4406,"[{'key': '2015', 'sigma': 0.0035798884835181, 'dens': 34082583.33333334}, {'key': '2016', 'sigma': 0.002818194695690001, 'dens': 133220105.26315796}, {'key': '2021', 'sigma': 0.0021622258750000002, 'dens': 158183015.3846155}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,True,False,,69.0,0.211316749,211.316749,1.0,1.0,6.097209131531063e-06,6.097209131531063e-06,4.912735632528121e-06,4.912735632528121e-06,5.778052486486924e-06,5.778052486486924e-06,7.634328462795157e-06,7.634328462795157e-06,1.0987487846697264e-05,1.0987487846697264e-05,1.5162072119796773e-05,1.5162072119796773e-05,8.324014310227482e-06,8.324014310227482e-06,6.097209131531063e-06,6.097209131531063e-06,4.912735632528121e-06,4.912735632528121e-06,5.778052486486924e-06,5.778052486486924e-06,7.634328462795157e-06,7.634328462795157e-06,1.0987487846697264e-05,1.0987487846697264e-05,1.5162072119796773e-05,1.5162072119796773e-05,8.324014310227482e-06,8.324014310227482e-06
2015+2016+2021,0.07,0.0028877379891279,0.0021727875,0.1,5.647448234799562e-06,0.5,0.0,4.981781887146405e-06,5.857687964242491e-06,7.786189885488106e-06,1.1233930213650932e-05,1.532374191506134e-05,8.475958429086267e-06,5.647448234799562e-06,4.981781887146405e-06,5.857687964242491e-06,7.786189885488106e-06,1.1233930213650932e-05,1.532374191506134e-05,8.475958429086267e-06,0.1241,0.8759,0.2482,"[{'key': '2015', 'sigma': 0.0036331075673838, 'dens': 30497583.333333343}, {'key': '2016', 'sigma': 0.002857318900000001, 'dens': 130986421.05263166}, {'key': '2021', 'sigma': 0.0021727875000000004, 'dens': 154234533.3333335}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,True,False,,70.0,0.211316749,211.316749,1.0,1.0,5.647448234799562e-06,5.647448234799562e-06,4.981781887146405e-06,4.981781887146405e-06,5.857687964242491e-06,5.857687964242491e-06,7.786189885488106e-06,7.786189885488106e-06,1.1233930213650932e-05,1.1233930213650932e-05,1.532374191506134e-05,1.532374191506134e-05,8.475958429086267e-06,8.475958429086267e-06,5.647448234799562e-06,5.647448234799562e-06,4.981781887146405e-06,4.981781887146405e-06,5.857687964242491e-06,5.857687964242491e-06,7.786189885488106e-06,7.786189885488106e-06,1.1233930213650932e-05,1.1233930213650932e-05,1.532374191506134e-05,1.532374191506134e-05,8.475958429086267e-06,8.475958429086267e-06
2015+2016+2021,0.071,0.0029221877134464,0.002183520875,0.1,5.235257864255739e-06,0.4999513009912829,0.0001220703125,4.939394093905966e-06,5.833108648595742e-06,7.726958073351824e-06,1.1205824542899738e-05,1.5335704054421434e-05,8.426032648920882e-06,5.235257864255739e-06,4.939394093905966e-06,5.833108648595742e-06,7.726958073351824e-06,1.1205824542899738e-05,1.5335704054421434e-05,8.426032648920882e-06,0.0575,0.9425,0.115,"[{'key': '2015', 'sigma': 0.0036863266512494994, 'dens': 27486879.999999974}, {'key': '2016', 'sigma': 0.00289671561409, 'dens': 128580800.00000006}, {'key': '2021', 'sigma': 0.002183520875, 'dens': 150336615.3846155}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,True,False,,71.0,0.211316749,211.316749,1.0,1.0,5.235257864255739e-06,5.235257864255739e-06,4.939394093905966e-06,4.939394093905966e-06,5.833108648595742e-06,5.833108648595742e-06,7.726958073351824e-06,7.726958073351824e-06,1.1205824542899738e-05,1.1205824542899738e-05,1.5335704054421434e-05,1.5335704054421434e-05,8.426032648920882e-06,8.426032648920882e-06,5.235257864255739e-06,5.235257864255739e-06,4.939394093905966e-06,4.939394093905966e-06,5.833108648595742e-06,5.833108648595742e-06,7.726958073351824e-06,7.726958073351824e-06,1.1205824542899738e-05,1.1205824542899738e-05,1.5335704054421434e-05,1.5335704054421434e-05,8.426032648920882e-06,8.426032648920882e-06
2015+2016+2021,0.072,0.0029567862383184,0.002194426,0.1,5.2243833237354246e-06,0.5,0.0,5.062219844529792e-06,5.908840510220128e-06,7.826122498630635e-06,1.131708644435815e-05,1.5575830842500324e-05,8.52829813368298e-06,5.2243833237354246e-06,5.062219844529792e-06,5.908840510220128e-06,7.826122498630635e-06,1.131708644435815e-05,1.5575830842500324e-05,8.52829813368298e-06,0.0438,0.9562,0.0876,"[{'key': '2015', 'sigma': 0.0037395457351151996, 'dens': 24601680.000000034}, {'key': '2016', 'sigma': 0.00293638697984, 'dens': 126101099.99999988}, {'key': '2021', 'sigma': 0.002194426, 'dens': 146434933.33333346}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,True,False,,72.0,0.211316749,211.316749,1.0,1.0,5.2243833237354246e-06,5.2243833237354246e-06,5.062219844529792e-06,5.062219844529792e-06,5.908840510220128e-06,5.908840510220128e-06,7.826122498630635e-06,7.826122498630635e-06,1.131708644435815e-05,1.131708644435815e-05,1.5575830842500324e-05,1.5575830842500324e-05,8.52829813368298e-06,8.52829813368298e-06,5.2243833237354246e-06,5.2243833237354246e-06,5.062219844529792e-06,5.062219844529792e-06,5.908840510220128e-06,5.908840510220128e-06,7.826122498630635e-06,7.826122498630635e-06,1.131708644435815e-05,1.131708644435815e-05,1.5575830842500324e-05,1.5575830842500324e-05,8.52829813368298e-06,8.52829813368298e-06
2015+2016+2021,0.073,0.0029915341888236,0.002205502875,0.1,5.722808013642164e-06,0.5,0.0,5.056877163500379e-06,5.927654065828012e-06,7.849831855954519e-06,1.1349399780010158e-05,1.5575907528033584e-05,8.550751123785033e-06,5.722808013642164e-06,5.056877163500379e-06,5.927654065828012e-06,7.849831855954519e-06,1.1349399780010158e-05,1.5575907528033584e-05,8.550751123785033e-06,0.1177,0.8823,0.2354,"[{'key': '2015', 'sigma': 0.0037927648189808997, 'dens': 22031760.000000004}, {'key': '2016', 'sigma': 0.00297633487249, 'dens': 123558499.9999999}, {'key': '2021', 'sigma': 0.002205502875, 'dens': 141273066.6666668}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,True,False,,73.0,0.211316749,211.316749,1.0,1.0,5.722808013642164e-06,5.722808013642164e-06,5.056877163500379e-06,5.056877163500379e-06,5.927654065828012e-06,5.927654065828012e-06,7.849831855954519e-06,7.849831855954519e-06,1.1349399780010158e-05,1.1349399780010158e-05,1.5575907528033584e-05,1.5575907528033584e-05,8.550751123785033e-06,8.550751123785033e-06,5.722808013642164e-06,5.722808013642164e-06,5.056877163500379e-06,5.056877163500379e-06,5.927654065828012e-06,5.927654065828012e-06,7.849831855954519e-06,7.849831855954519e-06,1.1349399780010158e-05,1.1349399780010158e-05,1.5575907528033584e-05,1.5575907528033584e-05,8.550751123785033e-06,8.550751123785033e-06
2015+2016+2021,0.074,0.0030264321011621,0.0022167515,0.1,7.304277421858872e-06,0.5,0.0,5.058645752575648e-06,5.961106979324579e-06,7.938700906740993e-06,1.1381286146279284e-05,1.5534055254184797e-05,8.600118900695219e-06,7.304277421858872e-06,5.058645752575648e-06,5.961106979324579e-06,7.938700906740993e-06,1.1381286146279284e-05,1.5534055254184797e-05,8.600118900695219e-06,0.4106,0.5894,0.8212,"[{'key': '2015', 'sigma': 0.0038459839028465994, 'dens': 19867230.769230794}, {'key': '2016', 'sigma': 0.00301656090064, 'dens': 120875200.00000022}, {'key': '2021', 'sigma': 0.0022167515, 'dens': 137550276.92307705}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,True,False,,74.0,0.211316749,211.316749,1.0,1.0,7.304277421858872e-06,7.304277421858872e-06,5.058645752575648e-06,5.058645752575648e-06,5.961106979324579e-06,5.961106979324579e-06,7.938700906740993e-06,7.938700906740993e-06,1.1381286146279284e-05,1.1381286146279284e-05,1.5534055254184797e-05,1.5534055254184797e-05,8.600118900695219e-06,8.600118900695219e-06,7.304277421858872e-06,7.304277421858872e-06,5.058645752575648e-06,5.058645752575648e-06,5.961106979324579e-06,5.961106979324579e-06,7.938700906740993e-06,7.938700906740993e-06,1.1381286146279284e-05,1.1381286146279284e-05,1.5534055254184797e-05,1.5534055254184797e-05,8.600118900695219e-06,8.600118900695219e-06
2015+2016+2021,0.075,0.003061480422654,0.002228171875,0.1,1.1117661149877998e-05,0.177385029876722,0.9253765742795982,5.067634024118964e-06,6.008101694913309e-06,7.916231390997329e-06,1.1400671945058291e-05,1.5400150145228707e-05,8.588263950252065e-06,1.1117661149877998e-05,5.067634024118964e-06,6.008101694913309e-06,7.916231390997329e-06,1.1400671945058291e-05,1.5400150145228707e-05,8.588263950252065e-06,0.8262,0.1738,0.3476,"[{'key': '2015', 'sigma': 0.0038992029867122996, 'dens': 17827538.461538445}, {'key': '2016', 'sigma': 0.0030570664062500004, 'dens': 118086666.66666672}, {'key': '2021', 'sigma': 0.002228171875, 'dens': 133788133.33333346}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,True,False,,75.0,0.211316749,211.316749,1.0,1.0,1.1117661149877998e-05,1.1117661149877998e-05,5.067634024118964e-06,5.067634024118964e-06,6.008101694913309e-06,6.008101694913309e-06,7.916231390997329e-06,7.916231390997329e-06,1.1400671945058291e-05,1.1400671945058291e-05,1.5400150145228707e-05,1.5400150145228707e-05,8.588263950252065e-06,8.588263950252065e-06,1.1117661149877998e-05,1.1117661149877998e-05,5.067634024118964e-06,5.067634024118964e-06,6.008101694913309e-06,6.008101694913309e-06,7.916231390997329e-06,7.916231390997329e-06,1.1400671945058291e-05,1.1400671945058291e-05,1.5400150145228707e-05,1.5400150145228707e-05,8.588263950252065e-06,8.588263950252065e-06
2015+2016+2021,0.076,0.0030966795117393,0.002239764,0.1,1.584381697596642e-05,0.0232461393816932,1.9908963937666768,5.099799632183109e-06,5.951413953473004e-06,7.942318994630245e-06,1.144807496954501e-05,1.564406417786329e-05,8.627885131670985e-06,1.584381697596642e-05,5.099799632183109e-06,5.951413953473004e-06,7.942318994630245e-06,1.144807496954501e-05,1.564406417786329e-05,8.627885131670985e-06,0.9774,0.0226,0.0452,"[{'key': '2015', 'sigma': 0.003952422070578, 'dens': 16010615.384615371}, {'key': '2016', 'sigma': 0.00309785246464, 'dens': 115279809.52380957}, {'key': '2021', 'sigma': 0.002239764, 'dens': 130055507.6923078}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,True,False,,76.0,0.211316749,211.316749,1.0,1.0,1.584381697596642e-05,1.584381697596642e-05,5.099799632183109e-06,5.099799632183109e-06,5.951413953473004e-06,5.951413953473004e-06,7.942318994630245e-06,7.942318994630245e-06,1.144807496954501e-05,1.144807496954501e-05,1.564406417786329e-05,1.564406417786329e-05,8.627885131670985e-06,8.627885131670985e-06,1.584381697596642e-05,1.584381697596642e-05,5.099799632183109e-06,5.099799632183109e-06,5.951413953473004e-06,5.951413953473004e-06,7.942318994630245e-06,7.942318994630245e-06,1.144807496954501e-05,1.144807496954501e-05,1.564406417786329e-05,1.564406417786329e-05,8.627885131670985e-06,8.627885131670985e-06
2015+2016+2021,0.077,0.0031320296379779,0.002251527875,0.1,1.7874855613141676e-05,0.0086536679603744,2.3801128697328378,5.162283215599642e-06,6.086489258195671e-06,8.044329344930765e-06,1.148260361026874e-05,1.570728729049459e-05,8.723784172877657e-06,1.7874855613141676e-05,5.162283215599642e-06,6.086489258195671e-06,8.044329344930765e-06,1.148260361026874e-05,1.570728729049459e-05,8.723784172877657e-06,0.9911,0.0089,0.0178,"[{'key': '2015', 'sigma': 0.0040056411544437, 'dens': 14475407.407407394}, {'key': '2016', 'sigma': 0.00313891988449, 'dens': 112458095.23809513}, {'key': '2021', 'sigma': 0.002251527875, 'dens': 125136738.46153834}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,True,False,,77.0,0.211316749,211.316749,1.0,1.0,1.7874855613141676e-05,1.7874855613141676e-05,5.162283215599642e-06,5.162283215599642e-06,6.086489258195671e-06,6.086489258195671e-06,8.044329344930765e-06,8.044329344930765e-06,1.148260361026874e-05,1.148260361026874e-05,1.570728729049459e-05,1.570728729049459e-05,8.723784172877657e-06,8.723784172877657e-06,1.7874855613141676e-05,1.7874855613141676e-05,5.162283215599642e-06,5.162283215599642e-06,6.086489258195671e-06,6.086489258195671e-06,8.044329344930765e-06,8.044329344930765e-06,1.148260361026874e-05,1.148260361026874e-05,1.570728729049459e-05,1.570728729049459e-05,8.723784172877657e-06,8.723784172877657e-06
2015+2016+2021,0.078,0.0031675309820498,0.0022634635,0.1,1.6688555240872563e-05,0.0164927475546346,2.132259796825628,5.188969502493039e-06,6.0743927239462525e-06,7.996445939125991e-06,1.158662235580277e-05,1.5745227786802362e-05,8.719648887505013e-06,1.6688555240872563e-05,5.188969502493039e-06,6.0743927239462525e-06,7.996445939125991e-06,1.158662235580277e-05,1.5745227786802362e-05,8.719648887505013e-06,0.9843,0.0157,0.0314,"[{'key': '2015', 'sigma': 0.0040588602383094, 'dens': 13040962.962962965}, {'key': '2016', 'sigma': 0.0031802692078400003, 'dens': 109517809.52380943}, {'key': '2021', 'sigma': 0.0022634635, 'dens': 122702276.92307681}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,True,False,,78.0,0.211316749,211.316749,1.0,1.0,1.6688555240872563e-05,1.6688555240872563e-05,5.188969502493039e-06,5.188969502493039e-06,6.0743927239462525e-06,6.0743927239462525e-06,7.996445939125991e-06,7.996445939125991e-06,1.158662235580277e-05,1.158662235580277e-05,1.5745227786802362e-05,1.5745227786802362e-05,8.719648887505013e-06,8.719648887505013e-06,1.6688555240872563e-05,1.6688555240872563e-05,5.188969502493039e-06,5.188969502493039e-06,6.0743927239462525e-06,6.0743927239462525e-06,7.996445939125991e-06,7.996445939125991e-06,1.158662235580277e-05,1.158662235580277e-05,1.5745227786802362e-05,1.5745227786802362e-05,8.719648887505013e-06,8.719648887505013e-06
2015+2016+2021,0.079,0.003203183635755,0.002275570875,0.1,1.3346037936454214e-05,0.0868486177588708,1.3604194229846778,5.195908507857602e-06,6.166144691632197e-06,8.117540725379816e-06,1.1699130005182192e-05,1.6039260853348054e-05,8.842463884758346e-06,1.3346037936454214e-05,5.195908507857602e-06,6.166144691632197e-06,8.117540725379816e-06,1.1699130005182192e-05,1.6039260853348054e-05,8.842463884758346e-06,0.9185,0.0815,0.163,"[{'key': '2015', 'sigma': 0.0041120793221751, 'dens': 11754148.14814815}, {'key': '2016', 'sigma': 0.0032219007100900005, 'dens': 106504454.54545446}, {'key': '2021', 'sigma': 0.002275570875, 'dens': 117880492.3076922}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,True,False,,79.0,0.211316749,211.316749,1.0,1.0,1.3346037936454214e-05,1.3346037936454214e-05,5.195908507857602e-06,5.195908507857602e-06,6.166144691632197e-06,6.166144691632197e-06,8.117540725379816e-06,8.117540725379816e-06,1.1699130005182192e-05,1.1699130005182192e-05,1.6039260853348054e-05,1.6039260853348054e-05,8.842463884758346e-06,8.842463884758346e-06,1.3346037936454214e-05,1.3346037936454214e-05,5.195908507857602e-06,5.195908507857602e-06,6.166144691632197e-06,6.166144691632197e-06,8.117540725379816e-06,8.117540725379816e-06,1.1699130005182192e-05,1.1699130005182192e-05,1.6039260853348054e-05,1.6039260853348054e-05,8.842463884758346e-06,8.842463884758346e-06
2015+2016+2021,0.08,0.0032389876020135,0.00228785,0.1,9.38785869937788e-06,0.348747163915436,0.3887050748667984,5.245741014699251e-06,6.139175689675111e-06,8.077645643435138e-06,1.1721767948577496e-05,1.58743237654358e-05,8.82684712362694e-06,9.38785869937788e-06,5.245741014699251e-06,6.139175689675111e-06,8.077645643435138e-06,1.1721767948577496e-05,1.58743237654358e-05,8.82684712362694e-06,0.6535,0.3465,0.693,"[{'key': '2015', 'sigma': 0.0041652984060407995, 'dens': 10668642.857142858}, {'key': '2016', 'sigma': 0.003263814400000001, 'dens': 103509363.63636367}, {'key': '2021', 'sigma': 0.00228785, 'dens': 114371657.14285704}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,True,False,,80.0,0.211316749,211.316749,1.0,1.0,9.38785869937788e-06,9.38785869937788e-06,5.245741014699251e-06,5.245741014699251e-06,6.139175689675111e-06,6.139175689675111e-06,8.077645643435138e-06,8.077645643435138e-06,1.1721767948577496e-05,1.1721767948577496e-05,1.58743237654358e-05,1.58743237654358e-05,8.82684712362694e-06,8.82684712362694e-06,9.38785869937788e-06,9.38785869937788e-06,5.245741014699251e-06,5.245741014699251e-06,6.139175689675111e-06,6.139175689675111e-06,8.077645643435138e-06,8.077645643435138e-06,1.1721767948577496e-05,1.1721767948577496e-05,1.58743237654358e-05,1.58743237654358e-05,8.82684712362694e-06,8.82684712362694e-06
