mass_MeV,dataset,bin_center_GeV,bin_center_MeV,observed_events,gp_mean_events,joint_profiled_background_events,independent_profiled_background_events,shared_signal_events,shared_total_events,independent_signed_signal_events,independent_signed_total_events,in_fitted_window,bin_width_MeV
66,2016,0.07912499999999999,79.12499999999999,260128.0,259905.4617700539,259905.4617700539,259905.4617700539,0.0034411137140168144,259905.4652111676,0.0020361548425757293,259905.46380620875,False,0.2500000000000141
66,2016,0.079375,79.375,257382.0,258037.1055244192,258037.1055244192,258037.1055244192,0.0021870317335582245,258037.10771145092,0.0012940970933370355,258037.1068185163,False,0.2500000000000002
66,2016,0.079625,79.625,256230.0,256163.40646673762,256163.40646673762,256163.40646673762,0.0013781519037875595,256163.40784488953,0.0008154716484002505,256163.40728220926,False,0.2500000000000002
66,2016,0.079875,79.875,254525.0,254284.73557759234,254284.73557759234,254284.73557759234,0.0008610433915981742,254284.73643863574,0.0005094913499455152,254284.73608708367,False,0.2500000000000002
66,2016,0.080125,80.125,253394.0,252401.46360223755,252401.46360223755,252401.46360223755,0.0005333827048234898,252401.46413562025,0.0003156099645729937,252401.46391784752,False,0.2500000000000002
66,2016,0.080375,80.375,250761.0,250513.96044993124,250513.96044993124,250513.96044993124,0.0003275961312456248,250513.96077752736,0.00019384318696815775,250513.96064377442,False,0.2500000000000002
66,2016,0.080625,80.625,249001.0,248622.5954315229,248622.5954315229,248622.5954315229,0.00019949156487582175,248622.59563101447,0.00011804193340671737,248622.59554956484,False,0.24999999999998634
66,2016,0.080875,80.875,247223.0,246727.73687348593,246727.73687348593,246727.73687348593,0.00012044707204329332,246727.736993933,7.127020767027784e-05,246727.73694475615,False,0.2500000000000141
66,2016,0.08112499999999999,81.12499999999999,244401.0,244829.75203921925,244829.75203921925,244829.75203921925,7.210309510191287e-05,244829.75211132233,4.266440416032728e-05,244829.75208188366,False,0.24999999999998634
66,2016,0.081375,81.375,242767.0,242929.00698079797,242929.00698079797,242929.00698079797,4.279543846735169e-05,242929.0070235934,2.5322656127435375e-05,242929.00700612064,False,0.2500000000000002
66,2016,0.08162499999999999,81.62499999999999,240225.0,241025.86653214565,241025.86653214565,241025.86653214565,2.5184134133231586e-05,241025.86655732978,1.490180242012358e-05,241025.86654704745,False,0.2500000000000002
66,2016,0.08187499999999999,81.87499999999999,238656.0,239120.69396970316,239120.69396970316,239120.69396970316,1.4694083716558805e-05,239120.69398439725,8.694693696059061e-06,239120.69397839785,False,0.2500000000000002
66,2016,0.082125,82.125,237169.0,237213.85095591578,237213.85095591578,237213.85095591578,8.500487746549761e-06,237213.85096441628,5.029856821903436e-06,237213.85096094565,False,0.2500000000000141
66,2016,0.082375,82.375,235074.0,235305.69706578177,235305.69706578177,235305.69706578177,4.8756344016544305e-06,235305.69707065742,2.8849806843404354e-06,235305.69706866675,False,0.24999999999998634
66,2016,0.082625,82.625,233751.0,233396.59027158312,233396.59027158312,233396.59027158312,2.7727105686277606e-06,233396.59027435584,1.64065140549573e-06,233396.59027322376,False,0.2500000000000141
66,2016,0.082875,82.875,231399.0,231486.88601139846,231486.88601139846,231486.88601139846,1.563377034044667e-06,231486.88601296183,9.250719340297206e-07,231486.88601232352,False,0.24999999999998634
66,2016,0.083125,83.125,229412.0,229576.9375404823,229576.9375404823,229576.9375404823,8.739940557608994e-07,229576.93754135628,5.171544380446073e-07,229576.93754099944,False,0.2500000000000002
66,2016,0.083375,83.375,227465.0,227667.09556873894,227667.09556873894,227667.09556873894,4.844398469571535e-07,227667.09556922337,2.866497948906879e-07,227667.09556902558,False,0.2500000000000002
66,2016,0.08362499999999999,83.62499999999999,225947.0,225757.70806568654,225757.70806568654,225757.70806568654,2.662303531147957e-07,225757.7080659528,1.575322025910501e-07,225757.70806584408,False,0.2500000000000002
66,2016,0.083875,83.875,224498.0,223849.12008417756,223849.12008417756,223849.12008417756,1.4506360742686756e-07,223849.1200843226,8.58361540162336e-08,223849.12008426338,False,0.2500000000000141
66,2016,0.084125,84.125,221251.0,221941.67350837242,221941.67350837242,221941.67350837242,7.837000969034884e-08,221941.6735084508,4.637262468069978e-08,221941.67350841878,False,0.24999999999998634
66,2016,0.08437499999999999,84.37499999999999,220686.0,220035.7071180403,220035.7071180403,220035.7071180403,4.197795906150408e-08,220035.70711808227,2.4838942193733498e-08,220035.70711806513,False,0.2500000000000002
66,2016,0.08462499999999999,84.62499999999999,217884.0,218131.5561355015,218131.5561355015,218131.5561355015,2.2293310231243955e-08,218131.5561355238,1.31912617125935e-08,218131.5561355147,False,0.2500000000000002
66,2016,0.08487499999999999,84.87499999999999,216054.0,216229.5522706633,216229.5522706633,216229.5522706633,1.1740336399005417e-08,216229.55227067502,6.946920328418467e-09,216229.55227067025,False,0.2500000000000002
66,2016,0.085125,85.125,214943.0,214330.02344934136,214330.02344934136,214330.02344934136,6.128586169360335e-09,214330.0234493475,3.6263696709747e-09,214330.023449345,False,0.2500000000000141
66,2016,0.085375,85.375,212685.0,212433.29343551834,212433.29343551834,212433.29343551834,3.171740556357812e-09,212433.2934355215,1.876762998826676e-09,212433.2934355202,False,0.2500000000000002
66,2016,0.08562499999999999,85.62499999999999,209949.0,210539.6820568348,210539.6820568348,210539.6820568348,1.628033210103045e-09,210539.68205683643,9.633298926224404e-10,210539.68205683577,False,0.24999999999998634
66,2016,0.08587499999999999,85.875,208692.0,208649.50476050802,208649.50476050802,208649.50476050802,8.282975981226019e-10,208649.50476050883,4.901152085272065e-10,208649.5047605085,False,0.2500000000000002
66,2016,0.08612500000000001,86.125,205864.0,206763.07259295054,206763.07259295054,206763.07259295054,4.1890913008499405e-10,206763.07259295095,2.478743583355987e-10,206763.0725929508,False,0.2500000000000141
66,2016,0.086375,86.375,204959.0,204880.6920541775,204880.6920541775,204880.6920541775,2.08094470464299e-10,204880.6920541777,1.2313239229008635e-10,204880.6920541776,False,0.24999999999998634
66,2016,0.086625,86.625,202229.0,203002.66478647597,203002.66478647597,203002.66478647597,1.0472728252124851e-10,203002.6647864761,6.196858958389967e-11,203002.66478647603,False,0.2500000000000002
66,2016,0.086875,86.875,201201.0,201129.28756331172,201129.28756331172,201129.28756331172,5.032349939332721e-11,201129.28756331178,2.977711447538036e-11,201129.28756331175,False,0.2500000000000002
66,2016,0.087125,87.125,199226.0,199260.85214114873,199260.85214114873,199260.85214114873,2.448170240756459e-11,199260.85214114876,1.4486163798833689e-11,199260.85214114873,False,0.2500000000000002
66,2016,0.087375,87.375,197313.0,197397.64512825446,197397.64512825446,197397.64512825446,1.2240851203782294e-11,197397.64512825446,7.243081899416844e-12,197397.64512825446,False,0.2500000000000002
66,2016,0.087625,87.625,196319.0,195539.9478826065,195539.9478826065,195539.9478826065,5.4403783127921306e-12,195539.9478826065,3.219147510851931e-12,195539.9478826065,False,0.2500000000000141
66,2016,0.087875,87.875,193015.0,193688.03620774392,193688.03620774392,193688.03620774392,2.7201891563960653e-12,193688.03620774392,1.6095737554259655e-12,193688.03620774392,False,0.24999999999998634
66,2016,0.088125,88.125,191728.0,191842.18056391156,191842.18056391156,191842.18056391156,1.3600945781980326e-12,191842.18056391156,8.047868777129827e-13,191842.18056391156,False,0.2500000000000002
66,2016,0.088375,88.375,189750.0,190002.64579339366,190002.64579339366,190002.64579339366,1.3600945781980326e-12,190002.64579339366,8.047868777129827e-13,190002.64579339366,False,0.2500000000000141
66,2016,0.088625,88.625,187929.0,188169.6908792569,188169.6908792569,188169.6908792569,0.0,188169.6908792569,0.0,188169.6908792569,False,0.24999999999998634
66,2016,0.088875,88.875,185859.0,186343.56915716938,186343.56915716938,186343.56915716938,0.0,186343.56915716938,0.0,186343.56915716938,False,0.2500000000000002
66,2016,0.089125,89.125,185028.0,184524.52792109377,184524.52792109377,184524.52792109377,0.0,184524.52792109377,0.0,184524.52792109377,False,0.2500000000000002
66,2016,0.08937499999999998,89.37499999999999,183136.0,182712.808501369,182712.808501369,182712.808501369,0.0,182712.808501369,0.0,182712.808501369,False,0.2500000000000002
66,2016,0.089625,89.625,180778.0,180908.6464758407,180908.6464758407,180908.6464758407,0.0,180908.6464758407,0.0,180908.6464758407,False,0.2500000000000002
66,2016,0.089875,89.875,179220.0,179112.27101668133,179112.27101668133,179112.27101668133,0.0,179112.27101668133,0.0,179112.27101668133,False,0.2500000000000002
66,2016,0.09012499999999998,90.12499999999999,177480.0,177323.90526511022,177323.90526511022,177323.90526511022,0.0,177323.90526511022,0.0,177323.90526511022,False,0.2500000000000002
66,2016,0.09037499999999998,90.37499999999999,176427.0,175543.76614655784,175543.76614655784,175543.76614655784,0.0,175543.76614655784,0.0,175543.76614655784,False,0.2500000000000002
66,2016,0.090625,90.625,174291.0,173772.0644107525,173772.0644107525,173772.0644107525,0.0,173772.0644107525,0.0,173772.0644107525,False,0.2500000000000141
66,2016,0.090875,90.875,171404.0,172009.00457878274,172009.00457878274,172009.00457878274,0.0,172009.00457878274,0.0,172009.00457878274,False,0.24999999999998634
66,2016,0.091125,91.125,169830.0,170254.78463517578,170254.78463517578,170254.78463517578,0.0,170254.78463517578,0.0,170254.78463517578,False,0.2500000000000002
66,2016,0.091375,91.375,168510.0,168509.59666351843,168509.59666351843,168509.59666351843,0.0,168509.59666351843,0.0,168509.59666351843,False,0.2500000000000002
66,2016,0.091625,91.625,167168.0,166773.626096494,166773.626096494,166773.626096494,0.0,166773.626096494,0.0,166773.626096494,False,0.2500000000000002
66,2016,0.091875,91.875,165338.0,165047.05222750513,165047.05222750513,165047.05222750513,0.0,165047.05222750513,0.0,165047.05222750513,False,0.2500000000000002
66,2016,0.092125,92.125,163626.0,163330.04791006414,163330.04791006414,163330.04791006414,0.0,163330.04791006414,0.0,163330.04791006414,False,0.2500000000000002
66,2016,0.092375,92.375,162286.0,161622.77992088092,161622.77992088092,161622.77992088092,0.0,161622.77992088092,0.0,161622.77992088092,False,0.24999999999998634
66,2016,0.09262499999999999,92.62499999999999,160800.0,159925.4084711731,159925.4084711731,159925.4084711731,0.0,159925.4084711731,0.0,159925.4084711731,False,0.2500000000000141
66,2016,0.092875,92.875,158195.0,158238.08765212496,158238.08765212496,158238.08765212496,0.0,158238.08765212496,0.0,158238.08765212496,False,0.2500000000000002
66,2016,0.093125,93.125,156913.0,156560.96536037172,156560.96536037172,156560.96536037172,0.0,156560.96536037172,0.0,156560.96536037172,False,0.24999999999998634
66,2016,0.093375,93.375,154430.0,154894.18318900195,154894.18318900195,154894.18318900195,0.0,154894.18318900195,0.0,154894.18318900195,False,0.2500000000000141
66,2016,0.093625,93.625,153883.0,153237.87663990023,153237.87663990023,153237.87663990023,0.0,153237.87663990023,0.0,153237.87663990023,False,0.2500000000000002
66,2016,0.093875,93.875,151729.0,151592.17510859377,151592.17510859377,151592.17510859377,0.0,151592.17510859377,0.0,151592.17510859377,False,0.2500000000000002
66,2016,0.094125,94.125,150274.0,149957.20188342448,149957.20188342448,149957.20188342448,0.0,149957.20188342448,0.0,149957.20188342448,False,0.2500000000000002
66,2016,0.094375,94.375,148174.0,148333.07426378084,148333.07426378084,148333.07426378084,0.0,148333.07426378084,0.0,148333.07426378084,False,0.2500000000000002
66,2016,0.094625,94.625,147074.0,146719.90359448895,146719.90359448895,146719.90359448895,0.0,146719.90359448895,0.0,146719.90359448895,False,0.24999999999998634
66,2016,0.09487499999999999,94.87499999999999,145191.0,145117.79526909237,145117.79526909237,145117.79526909237,0.0,145117.79526909237,0.0,145117.79526909237,False,0.2500000000000141
66,2016,0.095125,95.125,143658.0,143526.84907420707,143526.84907420707,143526.84907420707,0.0,143526.84907420707,0.0,143526.84907420707,False,0.2500000000000002
66,2016,0.095375,95.375,141899.0,141947.15888656897,141947.15888656897,141947.15888656897,0.0,141947.15888656897,0.0,141947.15888656897,False,0.24999999999998634
66,2016,0.09562499999999999,95.62499999999999,139947.0,140378.81285020808,140378.81285020808,140378.81285020808,0.0,140378.81285020808,0.0,140378.81285020808,False,0.2500000000000002
66,2016,0.09587499999999999,95.87499999999999,139138.0,138821.89370524808,138821.89370524808,138821.89370524808,0.0,138821.89370524808,0.0,138821.89370524808,False,0.2500000000000002
66,2016,0.096125,96.125,137171.0,137276.4786007947,137276.4786007947,137276.4786007947,0.0,137276.4786007947,0.0,137276.4786007947,False,0.2500000000000141
66,2016,0.096375,96.375,135745.0,135742.63931243285,135742.63931243285,135742.63931243285,0.0,135742.63931243285,0.0,135742.63931243285,False,0.2500000000000002
66,2016,0.096625,96.625,134222.0,134220.44222612397,134220.44222612397,134220.44222612397,0.0,134220.44222612397,0.0,134220.44222612397,False,0.2500000000000002
66,2016,0.096875,96.875,132227.0,132709.94859113175,132709.94859113175,132709.94859113175,0.0,132709.94859113175,0.0,132709.94859113175,False,0.24999999999998634
66,2016,0.09712499999999999,97.12499999999999,131621.0,131211.2144941182,131211.2144941182,131211.2144941182,0.0,131211.2144941182,0.0,131211.2144941182,False,0.2500000000000141
66,2016,0.097375,97.375,129448.0,129724.29086855188,129724.29086855188,129724.29086855188,0.0,129724.29086855188,0.0,129724.29086855188,False,0.2500000000000002
66,2016,0.097625,97.625,127777.0,128249.22385419314,128249.22385419314,128249.22385419314,0.0,128249.22385419314,0.0,128249.22385419314,False,0.24999999999998634
66,2016,0.09787499999999999,97.87499999999999,126416.0,126786.0547483756,126786.0547483756,126786.0547483756,0.0,126786.0547483756,0.0,126786.0547483756,False,0.2500000000000002
66,2016,0.09812499999999999,98.12499999999999,125552.0,125334.82000593148,125334.82000593148,125334.82000593148,0.0,125334.82000593148,0.0,125334.82000593148,False,0.2500000000000002
66,2016,0.098375,98.375,123934.0,123895.55158327239,123895.55158327239,123895.55158327239,0.0,123895.55158327239,0.0,123895.55158327239,False,0.2500000000000002
66,2016,0.09862499999999999,98.62499999999999,121846.0,122468.27687952296,122468.27687952296,122468.27687952296,0.0,122468.27687952296,0.0,122468.27687952296,False,0.2500000000000002
66,2016,0.09887499999999999,98.87499999999999,120780.0,121053.01876586812,121053.01876586812,121053.01876586812,0.0,121053.01876586812,0.0,121053.01876586812,False,0.2500000000000141
66,2016,0.09912499999999999,99.12499999999999,119706.0,119649.79598912496,119649.79598912496,119649.79598912496,0.0,119649.79598912496,0.0,119649.79598912496,False,0.2500000000000002
66,2016,0.09937499999999999,99.37499999999999,118021.0,118258.62289693476,118258.62289693476,118258.62289693476,0.0,118258.62289693476,0.0,118258.62289693476,False,0.2500000000000002
66,2016,0.099625,99.625,117263.0,116879.50991482018,116879.50991482018,116879.50991482018,0.0,116879.50991482018,0.0,116879.50991482018,False,0.2500000000000002
66,2016,0.09987499999999999,99.87499999999999,116159.0,115512.46345241493,115512.46345241493,115512.46345241493,0.0,115512.46345241493,0.0,115512.46345241493,False,0.2500000000000002
66,2016,0.10012499999999999,100.12499999999999,113790.0,114157.48592715974,114157.48592715974,114157.48592715974,0.0,114157.48592715974,0.0,114157.48592715974,False,0.24999999999998634
66,2016,0.10037499999999999,100.37499999999999,112887.0,112814.576127844,112814.576127844,112814.576127844,0.0,112814.576127844,0.0,112814.576127844,False,0.2500000000000002
66,2016,0.100625,100.625,111348.0,111483.72913587163,111483.72913587163,111483.72913587163,0.0,111483.72913587163,0.0,111483.72913587163,False,0.2500000000000141
66,2016,0.10087499999999999,100.87499999999999,109328.0,110164.93646957322,110164.93646957322,110164.93646957322,0.0,110164.93646957322,0.0,110164.93646957322,False,0.24999999999998634
66,2016,0.10112499999999999,101.12499999999999,108649.0,108858.18620899238,108858.18620899238,108858.18620899238,0.0,108858.18620899238,0.0,108858.18620899238,False,0.2500000000000002
66,2016,0.10137499999999999,101.375,108160.0,107563.46311150712,107563.46311150712,107563.46311150712,0.0,107563.46311150712,0.0,107563.46311150712,False,0.2500000000000002
66,2016,0.101625,101.625,106098.0,106280.74874081499,106280.74874081499,106280.74874081499,0.0,106280.74874081499,0.0,106280.74874081499,False,0.2500000000000002
66,2016,0.10187500000000001,101.87500000000001,104554.0,105010.02148706678,105010.02148706678,105010.02148706678,0.0,105010.02148706678,0.0,105010.02148706678,False,0.2500000000000141
66,2016,0.10212500000000001,102.12500000000001,103021.0,103751.25674979291,103751.25674979291,103751.25674979291,0.0,103751.25674979291,0.0,103751.25674979291,False,0.24999999999998634
66,2016,0.102375,102.375,101970.0,102504.42703146335,102504.42703146335,102504.42703146335,0.0,102504.42703146335,0.0,102504.42703146335,False,0.2500000000000002
66,2016,0.102625,102.625,100813.0,101269.50200321326,101269.50200321326,101269.50200321326,0.0,101269.50200321326,0.0,101269.50200321326,False,0.2500000000000002
66,2016,0.10287500000000001,102.87500000000001,100649.0,100046.44860766688,100046.44860766688,100046.44860766688,0.0,100046.44860766688,0.0,100046.44860766688,False,0.2500000000000002
66,2016,0.103125,103.125,98845.0,98835.23122143332,98835.23122143332,98835.23122143332,0.0,98835.23122143332,0.0,98835.23122143332,False,0.2500000000000002
66,2016,0.103375,103.375,97462.0,97635.81173442923,97635.81173442923,97635.81173442923,0.0,97635.81173442923,0.0,97635.81173442923,False,0.2500000000000002
66,2016,0.103625,103.625,96879.0,96448.14953979486,96448.14953979486,96448.14953979486,0.0,96448.14953979486,0.0,96448.14953979486,False,0.2500000000000002
66,2016,0.103875,103.875,95106.0,95272.20184706901,95272.20184706901,95272.20184706901,0.0,95272.20184706901,0.0,95272.20184706901,False,0.2500000000000002
66,2016,0.104125,104.125,94410.0,94107.92347064124,94107.92347064124,94107.92347064124,0.0,94107.92347064124,0.0,94107.92347064124,False,0.2500000000000002
66,2016,0.104375,104.375,93285.0,92955.2672306179,92955.2672306179,92955.2672306179,0.0,92955.2672306179,0.0,92955.2672306179,False,0.2500000000000002
66,2016,0.104625,104.625,91755.0,91814.1838602431,91814.1838602431,91814.1838602431,0.0,91814.1838602431,0.0,91814.1838602431,False,0.2500000000000002
66,2016,0.104875,104.875,90691.0,90684.62216966107,90684.62216966107,90684.62216966107,0.0,90684.62216966107,0.0,90684.62216966107,False,0.2500000000000002
66,2016,0.10512500000000001,105.12500000000001,89852.0,89566.52909121235,89566.52909121235,89566.52909121235,0.0,89566.52909121235,0.0,89566.52909121235,False,0.2500000000000002
66,2016,0.105375,105.375,88162.0,88459.84974228383,88459.84974228383,88459.84974228383,0.0,88459.84974228383,0.0,88459.84974228383,False,0.2500000000000002
66,2016,0.105625,105.625,87686.0,87364.52766935146,87364.52766935146,87364.52766935146,0.0,87364.52766935146,0.0,87364.52766935146,False,0.2500000000000002
66,2016,0.105875,105.875,86166.0,86280.50466987392,86280.50466987392,86280.50466987392,0.0,86280.50466987392,0.0,86280.50466987392,False,0.24999999999998634
66,2016,0.106125,106.125,84792.0,85207.72108850085,85207.72108850085,85207.72108850085,0.0,85207.72108850085,0.0,85207.72108850085,False,0.2500000000000141
66,2016,0.106375,106.375,84129.0,84146.11577316589,84146.11577316589,84146.11577316589,0.0,84146.11577316589,0.0,84146.11577316589,False,0.2500000000000002
66,2016,0.106625,106.625,82807.0,83095.62623616643,83095.62623616643,83095.62623616643,0.0,83095.62623616643,0.0,83095.62623616643,False,0.24999999999998634
66,2016,0.106875,106.875,81757.0,82056.1887183911,82056.1887183911,82056.1887183911,0.0,82056.1887183911,0.0,82056.1887183911,False,0.2500000000000002
66,2016,0.10712499999999998,107.12499999999999,80998.0,81027.73804317084,81027.73804317084,81027.73804317084,0.0,81027.73804317084,0.0,81027.73804317084,False,0.2500000000000141
66,2016,0.10737500000000001,107.37500000000001,80308.0,80010.20819698747,80010.20819698747,80010.20819698747,0.0,80010.20819698747,0.0,80010.20819698747,False,0.2500000000000002
66,2016,0.107625,107.625,79267.0,79003.53175236251,79003.53175236251,79003.53175236251,0.0,79003.53175236251,0.0,79003.53175236251,False,0.2500000000000002
66,2016,0.107875,107.875,78426.0,78007.64044454414,78007.64044454414,78007.64044454414,0.0,78007.64044454414,0.0,78007.64044454414,False,0.2500000000000002
66,2016,0.108125,108.125,76308.0,77022.46502118821,77022.46502118821,77022.46502118821,0.0,77022.46502118821,0.0,77022.46502118821,False,0.2500000000000002
66,2016,0.108375,108.375,75859.0,76047.93523628131,76047.93523628131,76047.93523628131,0.0,76047.93523628131,0.0,76047.93523628131,False,0.2500000000000002
66,2016,0.108625,108.625,75180.0,75083.98011829118,75083.98011829118,75083.98011829118,0.0,75083.98011829118,0.0,75083.98011829118,False,0.2500000000000002
66,2016,0.108875,108.875,74112.0,74130.52787662903,74130.52787662903,74130.52787662903,0.0,74130.52787662903,0.0,74130.52787662903,False,0.2500000000000002
66,2016,0.10912499999999999,109.12499999999999,73083.0,73187.50596219902,73187.50596219902,73187.50596219902,0.0,73187.50596219902,0.0,73187.50596219902,False,0.24999999999998634
66,2016,0.10937499999999999,109.37499999999999,72112.0,72254.84119744103,72254.84119744103,72254.84119744103,0.0,72254.84119744103,0.0,72254.84119744103,False,0.2500000000000141
66,2016,0.109625,109.625,71762.0,71332.45977720828,71332.45977720828,71332.45977720828,0.0,71332.45977720828,0.0,71332.45977720828,False,0.2500000000000002
66,2016,0.10987499999999999,109.87499999999999,70365.0,70420.28734045225,70420.28734045225,70420.28734045225,0.0,70420.28734045225,0.0,70420.28734045225,False,0.24999999999998634
66,2016,0.11012499999999999,110.12499999999999,69330.0,69518.24900457023,69518.24900457023,69518.24900457023,0.0,69518.24900457023,0.0,69518.24900457023,False,0.2500000000000141
66,2016,0.110375,110.375,68426.0,68626.26937369136,68626.26937369136,68626.26937369136,0.0,68626.26937369136,0.0,68626.26937369136,False,0.2500000000000002
66,2016,0.110625,110.625,67709.0,67744.27269316459,67744.27269316459,67744.27269316459,0.0,67744.27269316459,0.0,67744.27269316459,False,0.2500000000000002
66,2016,0.110875,110.875,67134.0,66872.18283206211,66872.18283206211,66872.18283206211,0.0,66872.18283206211,0.0,66872.18283206211,False,0.2500000000000002
66,2016,0.111125,111.125,66256.0,66009.9232729973,66009.9232729973,66009.9232729973,0.0,66009.9232729973,0.0,66009.9232729973,False,0.2500000000000002
66,2016,0.11137499999999999,111.37499999999999,64822.0,65157.41720297855,65157.41720297855,65157.41720297855,0.0,65157.41720297855,0.0,65157.41720297855,False,0.24999999999998634
66,2016,0.11162499999999999,111.62499999999999,64552.0,64314.58762847211,64314.58762847211,64314.58762847211,0.0,64314.58762847211,0.0,64314.58762847211,False,0.2500000000000141
66,2016,0.111875,111.875,63250.0,63481.35727337924,63481.35727337924,63481.35727337924,0.0,63481.35727337924,0.0,63481.35727337924,False,0.2500000000000002
66,2016,0.11212499999999999,112.12499999999999,62627.0,62657.64870001198,62657.64870001198,62657.64870001198,0.0,62657.64870001198,0.0,62657.64870001198,False,0.24999999999998634
66,2016,0.11237499999999999,112.37499999999999,61589.0,61843.38428184016,61843.38428184016,61843.38428184016,0.0,61843.38428184016,0.0,61843.38428184016,False,0.2500000000000002
66,2016,0.11262499999999999,112.62499999999999,60987.0,61038.48634617759,61038.48634617759,61038.48634617759,0.0,61038.48634617759,0.0,61038.48634617759,False,0.2500000000000141
66,2016,0.11287499999999999,112.87499999999999,59866.0,60242.877125621984,60242.877125621984,60242.877125621984,0.0,60242.877125621984,0.0,60242.877125621984,False,0.2500000000000002
66,2016,0.113125,113.125,59702.0,59456.478715626385,59456.478715626385,59456.478715626385,0.0,59456.478715626385,0.0,59456.478715626385,False,0.2500000000000002
66,2016,0.113375,113.375,58809.0,58679.21331324462,58679.21331324462,58679.21331324462,0.0,58679.21331324462,0.0,58679.21331324462,False,0.2500000000000002
66,2016,0.11362499999999999,113.62499999999999,58501.0,57911.00302000182,57911.00302000182,57911.00302000182,0.0,57911.00302000182,0.0,57911.00302000182,False,0.24999999999998634
66,2016,0.11387499999999999,113.87499999999999,57405.0,57151.77003692647,57151.77003692647,57151.77003692647,0.0,57151.77003692647,0.0,57151.77003692647,False,0.2500000000000141
66,2016,0.114125,114.125,56450.0,56401.43654913988,56401.43654913988,56401.43654913988,0.0,56401.43654913988,0.0,56401.43654913988,False,0.2500000000000002
66,2016,0.11437499999999999,114.37499999999999,55895.0,55659.92491916195,55659.92491916195,55659.92491916195,0.0,55659.92491916195,0.0,55659.92491916195,False,0.24999999999998634
66,2016,0.11462499999999999,114.62499999999999,54964.0,54927.15752955932,54927.15752955932,54927.15752955932,0.0,54927.15752955932,0.0,54927.15752955932,False,0.2500000000000002
66,2016,0.11487499999999999,114.87499999999999,54219.0,54203.05689726578,54203.05689726578,54203.05689726578,0.0,54203.05689726578,0.0,54203.05689726578,False,0.2500000000000141
66,2016,0.11512499999999999,115.12499999999999,54033.0,53487.545721896946,53487.545721896946,53487.545721896946,0.0,53487.545721896946,0.0,53487.545721896946,False,0.24999999999998634
66,2016,0.11537499999999999,115.37499999999999,52749.0,52780.54683301473,52780.54683301473,52780.54683301473,0.0,52780.54683301473,0.0,52780.54683301473,False,0.2500000000000002
66,2016,0.11562499999999999,115.62499999999999,52032.0,52081.98324790734,52081.98324790734,52081.98324790734,0.0,52081.98324790734,0.0,52081.98324790734,False,0.2500000000000002
66,2016,0.115875,115.875,51664.0,51391.77822400638,51391.77822400638,51391.77822400638,0.0,51391.77822400638,0.0,51391.77822400638,False,0.2500000000000002
66,2016,0.11612499999999999,116.12499999999999,50430.0,50709.85516498227,50709.85516498227,50709.85516498227,0.0,50709.85516498227,0.0,50709.85516498227,False,0.2500000000000141
66,2016,0.116375,116.375,49989.0,50036.13775977651,50036.13775977651,50036.13775977651,0.0,50036.13775977651,0.0,50036.13775977651,False,0.24999999999998634
66,2016,0.116625,116.625,48974.0,49370.54992949987,49370.54992949987,49370.54992949987,0.0,49370.54992949987,0.0,49370.54992949987,False,0.2500000000000002
66,2016,0.11687499999999999,116.87499999999999,48885.0,48713.01583038645,48713.01583038645,48713.01583038645,0.0,48713.01583038645,0.0,48713.01583038645,False,0.2500000000000002
66,2016,0.11712499999999999,117.125,47666.0,48063.4599706272,48063.4599706272,48063.4599706272,0.0,48063.4599706272,0.0,48063.4599706272,False,0.2500000000000141
66,2016,0.11737500000000001,117.375,47630.0,47421.807046550224,47421.807046550224,47421.807046550224,0.0,47421.807046550224,0.0,47421.807046550224,False,0.24999999999998634
66,2016,0.117625,117.625,46988.0,46787.98210053823,46787.98210053823,46787.98210053823,0.0,46787.98210053823,0.0,46787.98210053823,False,0.2500000000000002
66,2016,0.117875,117.875,46541.0,46161.9105057351,46161.9105057351,46161.9105057351,0.0,46161.9105057351,0.0,46161.9105057351,False,0.2500000000000002
66,2016,0.118125,118.125,45412.0,45543.517894568846,45543.517894568846,45543.517894568846,0.0,45543.517894568846,0.0,45543.517894568846,False,0.24999999999998634
66,2016,0.118375,118.375,44980.0,44932.73027247621,44932.73027247621,44932.73027247621,0.0,44932.73027247621,0.0,44932.73027247621,False,0.2500000000000141
66,2016,0.11862500000000001,118.62500000000001,44481.0,44329.47400395537,44329.47400395537,44329.47400395537,0.0,44329.47400395537,0.0,44329.47400395537,False,0.2500000000000141
66,2016,0.118875,118.875,43610.0,43733.67574741056,43733.67574741056,43733.67574741056,0.0,43733.67574741056,0.0,43733.67574741056,False,0.24999999999998634
66,2016,0.119125,119.125,42987.0,43145.26253267495,43145.26253267495,43145.26253267495,0.0,43145.26253267495,0.0,43145.26253267495,False,0.2500000000000002
66,2016,0.119375,119.375,42922.0,42564.16174846905,42564.16174846905,42564.16174846905,0.0,42564.16174846905,0.0,42564.16174846905,False,0.2500000000000141
66,2016,0.119625,119.625,42350.0,41990.30116832554,41990.30116832554,41990.30116832554,0.0,41990.30116832554,0.0,41990.30116832554,False,0.24999999999998634
66,2016,0.119875,119.875,41538.0,41423.608930371236,41423.608930371236,41423.608930371236,0.0,41423.608930371236,0.0,41423.608930371236,False,0.2500000000000002
66,2016,0.120125,120.125,41048.0,40864.01354805333,40864.01354805333,40864.01354805333,0.0,40864.01354805333,0.0,40864.01354805333,False,0.2500000000000002
