scenario,background_toy_index,mass_GeV,mass_MeV,upper_factor,attempt,optimizer_seed,optimizer_seed_namespace,seed_includes_upper_factor,optimizer_restarts,background_only,fit_ok,error,gp_lml,ell_opt,ell_lo,ell_hi,ell_init,sigma_x,ell_over_sigma_x,ell_lo_over_sigma_x,ell_hi_over_sigma_x,ell_over_ell_hi,ell_over_ell_lo,ell_mass_delta_GeV,kernel_constant_opt,kernel_constant_lo,kernel_constant_hi,kernel_constant_init,n_blind,blind_lo,blind_hi,sigma_mass_GeV,support_lo_GeV,support_hi_GeV,ell_at_lower_exact,ell_at_upper_exact,ell_near_lower,ell_near_upper,constant_at_lower_exact,constant_at_upper_exact,optimizer_warning_count,optimizer_warnings,n_train,n_train_low,n_train_high,train_domain_lo,train_domain_hi,bin_width_median,training_counts_sha256,covariance_valid,covariance_min_eigenvalue,covariance_min_eigenvalue_relative,evaluated_attempt_count,maximum_lml_candidate_attempt,matches_maximum_lml_branch,selected_maximum_lml_reproduced_branch,maximum_lml_branch_replicates
2021_10pct,9,0.05,50,15,0,4025423848,v4p8_rigid_length_scan_common_v1,False,12,True,True,,1682.2489311277743,0.4009877600232657,0.04301982086534748,0.586633920891102,0.1588612167593829,0.0391089280594068,10.253100248980536,1.1,15.0,0.6835400165987023,9.32100022634594,0.024664949522159918,100.63913122576997,1e-08,1e+18,1.0,14,0.045513078125,0.054486921875000004,0.0019941875000000003,0.04,0.3,False,False,False,False,False,False,2,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html | ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",402,9,393,0.04,0.3,0.0006250000000000006,38931e685af905e052f93da7ced0b31f6b13ea07bdc82a0495165482af3928ed,True,-0.021499107688863005,-8.931809123451243e-08,3,0,True,True,3
2021_10pct,9,0.05,50,20,0,4025423848,v4p8_rigid_length_scan_common_v1,False,12,True,True,,1682.2489290140331,0.40099570310420024,0.04301982086534748,0.782178561188136,0.1834371325196424,0.0391089280594068,10.253303350454512,1.1,20.0,0.5126651675227256,9.321184864049556,0.024665542594252354,100.66625188574778,1e-08,1e+18,1.0,14,0.045513078125,0.054486921875000004,0.0019941875000000003,0.04,0.3,False,False,False,False,False,False,0,,402,9,393,0.04,0.3,0.0006250000000000006,38931e685af905e052f93da7ced0b31f6b13ea07bdc82a0495165482af3928ed,True,-0.016653913960204873,-6.918994702732571e-08,3,0,True,True,3
2021_10pct,9,0.05,50,25,0,4025423848,v4p8_rigid_length_scan_common_v1,False,12,True,True,,1682.24892777038,0.40098890711053686,0.04301982086534748,0.97772320148517,0.20508894895577884,0.0391089280594068,10.25312957955358,1.1,25.0,0.4101251831821432,9.321026890503255,0.024665035169422245,100.63498714708328,1e-08,1e+18,1.0,14,0.045513078125,0.054486921875000004,0.0019941875000000003,0.04,0.3,False,False,False,False,False,False,0,,402,9,393,0.04,0.3,0.0006250000000000006,38931e685af905e052f93da7ced0b31f6b13ea07bdc82a0495165482af3928ed,True,-0.017672639000789435,-7.342223012016141e-08,3,0,True,True,3
2021_10pct,9,0.05,50,15,1,1972307484,v4p8_rigid_length_scan_common_v1,False,12,True,True,,1682.2489301169765,0.40098915334446733,0.04301982086534748,0.586633920891102,0.1588612167593829,0.0391089280594068,10.253135875658911,1.1,15.0,0.6835423917105942,9.321032614235374,0.024665053554489582,100.61105358653923,1e-08,1e+18,1.0,14,0.045513078125,0.054486921875000004,0.0019941875000000003,0.04,0.3,False,False,False,False,False,False,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",402,9,393,0.04,0.3,0.0006250000000000006,38931e685af905e052f93da7ced0b31f6b13ea07bdc82a0495165482af3928ed,True,-0.01766308829289403,-7.338574203923957e-08,3,0,True,False,3
2021_10pct,9,0.05,50,20,1,1972307484,v4p8_rigid_length_scan_common_v1,False,12,True,True,,1682.2489244974329,0.4010042664167421,0.04301982086534748,0.782178561188136,0.1834371325196424,0.0391089280594068,10.253522311008195,1.1,20.0,0.5126761155504098,9.32138391909836,0.02466618198136733,100.65069588890326,1e-08,1e+18,1.0,14,0.045513078125,0.054486921875000004,0.0019941875000000003,0.04,0.3,False,False,False,False,False,False,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",402,9,393,0.04,0.3,0.0006250000000000006,38931e685af905e052f93da7ced0b31f6b13ea07bdc82a0495165482af3928ed,True,-0.01774041478582349,-7.371102288170663e-08,3,0,True,False,3
2021_10pct,9,0.05,50,25,1,1972307484,v4p8_rigid_length_scan_common_v1,False,12,True,True,,1682.2489275080022,0.40097963092232136,0.04301982086534748,0.97772320148517,0.20508894895577884,0.0391089280594068,10.252892391047636,1.1,25.0,0.4101156956419054,9.320811264588759,0.024664342565715258,100.65168115373405,1e-08,1e+18,1.0,14,0.045513078125,0.054486921875000004,0.0019941875000000003,0.04,0.3,False,False,False,False,False,False,0,,402,9,393,0.04,0.3,0.0006250000000000006,38931e685af905e052f93da7ced0b31f6b13ea07bdc82a0495165482af3928ed,True,-0.02192235234141279,-9.106845337257375e-08,3,0,True,False,3
2021_10pct,9,0.05,50,15,2,3240232228,v4p8_rigid_length_scan_common_v1,False,12,True,True,,1682.2489280166672,0.4009865164577043,0.04301982086534748,0.586633920891102,0.1588612167593829,0.0391089280594068,10.253068451495329,1.1,15.0,0.6835378967663552,9.320971319541208,0.02466485667145778,100.63209416920856,1e-08,1e+18,1.0,14,0.045513078125,0.054486921875000004,0.0019941875000000003,0.04,0.3,False,False,False,False,False,False,0,,402,9,393,0.04,0.3,0.0006250000000000006,38931e685af905e052f93da7ced0b31f6b13ea07bdc82a0495165482af3928ed,True,-0.019741408779004026,-8.201589739702807e-08,3,0,True,False,3
2021_10pct,9,0.05,50,20,2,3240232228,v4p8_rigid_length_scan_common_v1,False,12,True,True,,1682.2489274148286,0.4009855458956736,0.04301982086534748,0.782178561188136,0.1834371325196424,0.0391089280594068,10.253043634603666,1.1,20.0,0.5126521817301833,9.320948758730605,0.02466478420461804,100.6249079430274,1e-08,1e+18,1.0,14,0.045513078125,0.054486921875000004,0.0019941875000000003,0.04,0.3,False,False,False,False,False,False,0,,402,9,393,0.04,0.3,0.0006250000000000006,38931e685af905e052f93da7ced0b31f6b13ea07bdc82a0495165482af3928ed,True,-0.02302679330203941,-9.566549803612121e-08,3,0,True,False,3
2021_10pct,9,0.05,50,25,2,3240232228,v4p8_rigid_length_scan_common_v1,False,12,True,True,,1682.2489276057197,0.4009841868498867,0.04301982086534748,0.97772320148517,0.20508894895577884,0.0391089280594068,10.253008884334243,1.1,25.0,0.4101203553733697,9.320917167576583,0.024664682731826582,100.55544182431778,1e-08,1e+18,1.0,14,0.045513078125,0.054486921875000004,0.0019941875000000003,0.04,0.3,False,False,False,False,False,False,0,,402,9,393,0.04,0.3,0.0006250000000000006,38931e685af905e052f93da7ced0b31f6b13ea07bdc82a0495165482af3928ed,True,-0.019786769231162002,-8.221370941439413e-08,3,0,True,False,3
2021_10pct,9,0.07,70,15,0,3960049066,v4p8_rigid_length_scan_common_v1,False,12,True,True,,1661.351853735756,0.4085686582258551,0.0336246112080568,0.4585174255644109,0.1241671058160028,0.030567828370960726,13.365969386755427,1.1,15.0,0.8910646257836952,12.150881260686752,0.03532637896712434,96.6148699738616,1e-08,1e+18,1.0,16,0.065111228125,0.07488877187500001,0.0021727875000000004,0.04,0.3,False,False,False,False,False,False,0,,400,40,360,0.04,0.3,0.0006250000000000006,29b009ad2f269612f5957ea0a6b57870780c50a39565d4720ebcf85789bca389,True,-0.39476875050360066,-1.586643269225113e-06,3,1,True,False,3
