mass_GeV,mass_MeV,dataset_set,p0_analytic,Z_analytic,sigma_mass_res_min_GeV,sigma_mass_res_GeV,p0_local_asymptotic,Z_local_asymptotic,p_sidak_resolution_spacing_analytic,Z_sidak_resolution_spacing_analytic,N_eff_resolution_spacing,independence_width_sigma,is_scan_minimum,scan_toy_calibrated,uses_limit_tail_pvalues,interpretation
0.019,19,2015,0.5,0,0.00091893429023309997,0.00091893429023309997,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.029999999999999999,30,2015,0.12913570968502669,1.1304861780495934,0.0015043442127556999,0.0015043442127556999,0.12913570968502669,1.1304861780495934,0.99249474687511596,-2.4321254765996487,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.031,31,2015,0.24762900261473261,0.68196986644279234,0.0015575632966214001,0.0015575632966214001,0.24762900261473261,0.68196986644279234,0.99995753848018276,-3.9300646078237067,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.032000000000000001,32,2015,0.5,0,0.0016107823804872,0.0016107823804872,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.033000000000000002,33,2015,0.5,0,0.0016640014643528999,0.0016640014643528999,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.034000000000000002,34,2015,0.5,0,0.0017172205482186001,0.0017172205482186001,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.035000000000000003,35,2015,0.5,0,0.0017704396320843,0.0017704396320843,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.035999999999999997,36,2015,0.5,0,0.0018236587159499,0.0018236587159499,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.036999999999999998,37,2015,0.37559550472316539,0.3170693125655567,0.0018768777998155999,0.0018768777998155999,0.37559550472316539,0.3170693125655567,0.99999994201628706,-5.2997404388733251,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.037999999999999999,38,2015,0.054272248146580798,1.6047697007205639,0.0019300968836813001,0.0019300968836813001,0.054272248146580798,1.6047697007205639,0.86114151929749716,-1.0854622797259976,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.039,39,2015+2016,0.053240375871770003,1.6142152202546562,0.0017496509804899999,0.0018664834740185,0.053240375871770003,1.6142152202546562,0.85567922237100191,-1.0611063877020432,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.040000000000000001,40,2015+2016,0.10648724684017891,1.2454279253797362,0.0017829184,0.0019097267257064,0.10648724684017891,1.2454279253797362,0.98138438618604451,-2.0832194212088186,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.041000000000000002,41,2015+2016,0.41296059839602678,0.21993574569622559,0.0018162700852899999,0.0019530121102842,0.41296059839602678,0.21993574569622559,0.99999999346675961,-5.6851932662030915,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.042000000000000003,42,2015+2016,0.5,0,0.0018497161774399999,0.0019963446982921001,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.042999999999999997,43,2015+2016,0.5,0,0.00188326655089,0.0020397294269499,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.043999999999999997,44,2015+2016,0.5,0,0.0019169308134400001,0.0020831711001578,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.044999999999999998,45,2015+2016,0.49990260198329139,0.000244140625,0.0019507183062499999,0.0021266743884956001,0.49990260198329139,0.000244140625,0.99999999997750233,-6.5866195073653282,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.045999999999999999,46,2015+2016,0.5,0,0.0019846381038399999,0.0021702438292234998,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.047,47,2015+2016,0.5,0,0.0020186990140900001,0.0022138838262813001,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.048000000000000001,48,2015+2016,0.34690016060193141,0.39370300678600062,0.00205290957824,0.0022575986502890999,0.34690016060193141,0.39370300678600062,0.99999971573557223,-5.0016121258812625,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.049000000000000002,49,2015+2016,0.24156443928924931,0.70127906086317671,0.0020872780708900002,0.0023013924385470001,0.24156443928924931,0.70127906086317671,0.99994358978953746,-3.8612239744195462,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.050000000000000003,50,2015+2016+2021,0.030015763366390801,1.8805619873210484,0.0019941874999999999,0.0022282419633566,0.030015763366390801,1.8805619873210484,0.6598143259989423,-0.41195644447126373,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.050999999999999997,51,2015+2016+2021,0.0086216185747851008,2.3814797848747125,0.0020014858749999999,0.0022599838186085001,0.0086216185747851008,2.3814797848747125,0.26388383585319169,0.63141735440576707,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.051999999999999998,52,2015+2016+2021,0.031157141977240801,1.864052842683549,0.0020089560000000001,0.0022918433080137001,0.031157141977240801,1.864052842683549,0.67369456680796158,-0.45013809963815582,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.052999999999999999,53,2015+2016+2021,0.1049034973116522,1.2540963287315596,0.0020165978750000002,0.0023238228342523002,0.1049034973116522,1.2540963287315596,0.98018065290550893,-2.0574943880581942,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.053999999999999999,54,2015+2016+2021,0.3428113610235296,0.4048024577641039,0.0020244115,0.0023559247111242,0.3428113610235296,0.4048024577641039,0.99999964549474096,-4.9588791541152695,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.055,55,2015+2016+2021,0.49986225840519077,0.00034526698300120002,0.0020323968750000001,0.0023881511635494,0.49986225840519077,0.00034526698300120002,0.99999999997743805,-6.5861956770534817,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.056000000000000001,56,2015+2016+2021,0.5,0,0.002040554,0.002420504327568,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.057000000000000002,57,2015+2016+2021,0.5,0,0.0020488828750000001,0.0024529862503399002,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.058000000000000003,58,2015+2016+2021,0.5,0,0.0020573835,0.0024855988901450999,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.058999999999999997,59,2015+2016+2021,0.5,0,0.0020660558750000002,0.0025183441163837,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.059999999999999998,60,2015+2016+2021,0.5,0,0.0020749000000000002,0.0025512237095756001,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.060999999999999999,61,2015+2016+2021,0.5,0,0.002083915875,0.0025842393613608001,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.062,62,2015+2016+2021,0.4663616455466762,0.084419012952798703,0.0020931035,0.0026173926744994,0.4663616455466762,0.084419012952798703,0.99999999977632148,-6.2365392739450272,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.063,63,2015+2016+2021,0.093412485638666304,1.3200300919108283,0.0021024628749999998,0.0026506851628713001,0.093412485638666304,1.3200300919108283,0.96887583599505933,-1.8645227628627246,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.064000000000000001,64,2015+2016+2021,0.0029439698814883999,2.7539575883124776,0.0021119939999999999,0.0026841182514764999,0.0029439698814883999,2.7539575883124776,0.099058847091759925,1.2869328501336201,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.065000000000000002,65,2015+2016+2021,3.2591825213041319e-05,3.9932141411659789,0.0021216968750000001,0.0027176932764350998,3.2591825213041319e-05,3.9932141411659789,0.0011524978358571198,3.0478309363727627,35.381377775674636,2.25,True,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.066000000000000003,66,2015+2016+2021,4.437467718164273e-05,3.9194552034965895,0.0021315714999999998,0.0027514114849869998,4.437467718164273e-05,3.9194552034965895,0.001568840134707226,2.953917348996363,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.067000000000000004,67,2015+2016+2021,0.0017399450499956,2.9218232053358104,0.0021416178750000001,0.0027852740354921998,0.0017399450499956,2.9218232053358104,0.059755444636511536,1.5568298451788836,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.068000000000000005,68,2015+2016+2021,0.053137496041251397,1.6151648878951701,0.0021518359999999999,0.0028192819974307,0.053137496041251397,1.6151648878951701,0.85512331093193983,-1.0586627937283011,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.069000000000000006,69,2015+2016+2021,0.5,0,0.0021622258749999998,0.0028534363514026999,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.070000000000000007,70,2015+2016+2021,0.5,0,0.0021727875,0.0028877379891278998,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.070999999999999994,71,2015+2016+2021,0.5,0,0.002183520875,0.0029221877134464002,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.071999999999999995,72,2015+2016+2021,0.5,0,0.0021944260000000002,0.0029567862383184,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.072999999999999995,73,2015+2016+2021,0.5,0,0.0022055028750000002,0.0029915341888236001,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.073999999999999996,74,2015+2016+2021,0.5,0,0.0022167515,0.0030264321011620999,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.074999999999999997,75,2015+2016+2021,0.5,0,0.0022281718750000001,0.003061480422654,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.075999999999999998,76,2015+2016+2021,0.5,0,0.002239764,0.0030966795117393,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.076999999999999999,77,2015+2016+2021,0.225268073316401,0.75452148949398079,0.0022515278750000001,0.0031320296379778998,0.225268073316401,0.75452148949398079,0.99988031886368678,-3.6733808958678904,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.078,78,2015+2016+2021,0.058942403980740403,1.5637137467216951,0.0022634635,0.0031675309820498,0.058942403980740403,1.5637137467216951,0.88345196191547282,-1.1924213417632092,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.079000000000000001,79,2015+2016+2021,0.017623283192932899,2.10551427109012,0.0022755708750000002,0.0032031836357549999,0.017623283192932899,2.10551427109012,0.46692643007729584,0.082998339238723615,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.080000000000000002,80,2015+2016+2021,0.0166061023537095,2.1295085929792177,0.0022878500000000001,0.0032389876020134998,0.0166061023537095,2.1295085929792177,0.44704568907935144,0.13312897778728056,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.081000000000000003,81,2015+2016+2021,0.027148205488759899,1.9244643035713913,0.0023003008749999999,0.0032749427948655001,0.027148205488759899,1.9244643035713913,0.62236240548238697,-0.31169123602325338,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.082000000000000003,82,2015+2016+2021,0.1009110763561428,1.2763773677685539,0.0023129234999999999,0.0033110490394707001,0.1009110763561428,1.2763773677685539,0.97680074625014279,-1.9917498836044309,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.083000000000000004,83,2015+2016+2021,0.36990308164063412,0.33211004780746289,0.0023257178750000001,0.0033473060721092998,0.36990308164063412,0.33211004780746289,0.99999992006152305,-5.2408057406204493,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.084000000000000005,84,2015+2016+2021,0.5,0,0.0023386840000000002,0.0033837135401812001,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.085000000000000006,85,2015+2016+2021,0.5,0,0.002351821875,0.0034202710022063999,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.085999999999999993,86,2015+2016+2021,0.5,0,0.0023651315000000001,0.0034569779278249002,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.086999999999999994,87,2015+2016+2021,0.5,0,0.002378612875,0.0034938336977969001,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.087999999999999995,88,2015+2016+2021,0.5,0,0.0023922660000000001,0.0035308376040020998,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.088999999999999996,89,2015+2016+2021,0.5,0,0.002406090875,0.0035679888494406001,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.089999999999999997,90,2015+2016+2021,0.31656701666447951,0.47732033430190879,0.0024200875000000002,0.0036052865482324998,0.31656701666447951,0.47732033430190879,0.99999858318086687,-4.6825241242910867,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.090999999999999998,91,2016+2021,0.1490160347371729,1.0406628094926895,0.0024342558750000002,0.0030887404241449999,0.1490160347371729,1.0406628094926895,0.99668470817135546,-2.7148497931157567,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.091999999999999998,92,2016+2021,0.1104253908323283,1.2242689617792579,0.0024485959999999999,0.0031185122707199,0.1104253908323283,1.2242689617792579,0.984077819763297,-2.1463588405154663,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.092999999999999999,93,2016+2021,0.13212810213648529,1.1163877278760868,0.0024631078749999999,0.003148499010945,0.13212810213648529,1.1163877278760868,0.99335530194675181,-2.475918363880715,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.094,94,2016+2021,0.24417552035705001,0.69293388958521385,0.0024777915000000002,0.0031786987827198999,0.24417552035705001,0.69293388958521385,0.99995006950925025,-3.8909294156889507,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.095000000000000001,95,2016+2021,0.37995353418225009,0.30560282620925638,0.0024926468749999998,0.0032091095906250002,0.37995353418225009,0.30560282620925638,0.99999995474323655,-5.3448068353100755,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.096000000000000002,96,2016+2021,0.5,0,0.0025076740000000001,0.0032397293059200001,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.097000000000000003,97,2016+2021,0.49986225840519077,0.00034526698300120002,0.0025228728750000002,0.0032705556665449998,0.49986225840519077,0.00034526698300120002,0.99999999997743805,-6.5861956770534817,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.098000000000000004,98,2016+2021,0.5,0,0.0025382435000000001,0.0033015862771200001,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.099000000000000005,99,2016+2021,0.5,0,0.0025537858749999998,0.0033328186089449999,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.10000000000000001,100,2016+2021,0.5,0,0.0025695000000000002,0.0033642500000000001,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.10100000000000001,101,2016+2021,0.49986225840519077,0.00034526698300120002,0.0025853858749999999,0.003395877654945,0.49986225840519077,0.00034526698300120002,0.99999999997743805,-6.5861956770534817,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.10199999999999999,102,2016+2021,0.5,0,0.0026014434999999999,0.0034276986451199998,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.10299999999999999,103,2016+2021,0.49986225840519077,0.00034526698300120002,0.0026176728750000001,0.0034597099085450001,0.49986225840519077,0.00034526698300120002,0.99999999997743805,-6.5861956770534817,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.104,104,2016+2021,0.5,0,0.0026340740000000001,0.0034919082499199998,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.105,105,2016+2021,0.49469576331269338,0.0132961414103418,0.002650646875,0.0035242903406249998,0.49469576331269338,0.0132961414103418,0.99999999996754407,-6.5319660927782977,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.106,106,2016+2021,0.49340163009877469,0.0165404147323772,0.0026673915,0.0035568527187199999,0.49340163009877469,0.0165404147323772,0.99999999996446975,-6.5184016804921958,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.107,107,2016+2021,0.49990260198329139,0.000244140625,0.0026843078749999999,0.0035895917889450001,0.49990260198329139,0.000244140625,0.99999999997750233,-6.5866195073653282,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.108,108,2016+2021,0.5,0,0.002701396,0.0036225038227200002,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.109,109,2016+2021,0.5,0,0.0027186558749999999,0.0036555849581449999,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.11,110,2016+2021,0.5,0,0.0027360875000000001,0.0036888312000000001,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.111,111,2016+2021,0.5,0,0.002753690875,0.0037222384197450002,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.112,112,2016+2021,0.5,0,0.0027714660000000002,0.0037558023555200001,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.113,113,2016+2021,0.5,0,0.0027894128750000002,0.0037895186121448998,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.114,114,2016+2021,0.5,0,0.0028075315,0.0038233826611200001,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.115,115,2016+2021,0.5,0,0.002825821875,0.0038573898406249999,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.11600000000000001,116,2016+2021,0.5,0,0.0028442839999999999,0.0038915353555199999,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.11700000000000001,117,2016+2021,0.5,0,0.002862917875,0.003925814277345,0.5,0,0.99999999997765687,-6.5876433249583108,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.11799999999999999,118,2016+2021,0.49967696735534328,0.00080972284920780002,0.0028817234999999998,0.0039602215443200004,0.49967696735534328,0.00080972284920780002,0.9999999999771404,-6.5842484496828906,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.11899999999999999,119,2016+2021,0.31620080406793011,0.4783493064357785,0.002900700875,0.0039947519613449996,0.31620080406793011,0.4783493064357785,0.99999855607068522,-4.6786386492705603,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.12,120,2016+2021,0.26239598054849939,0.63597615942266572,0.0029198499999999999,0.0040294001999999999,0.26239598054849939,0.63597615942266572,0.99997894257086217,-4.0955603027746674,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.121,121,2016+2021,0.18258704298608891,0.90554999578624562,0.002939170875,0.0040641607985449999,0.18258704298608891,0.90554999578624562,0.99920189459023923,-3.1565982875045768,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.122,122,2016+2021,0.13980231039350391,1.0812079537215189,0.0029586635,0.0040990281619200002,0.13980231039350391,1.0812079537215189,0.99514715136190846,-2.5861418700138197,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.123,123,2016+2021,0.1563680539911404,1.009497483324501,0.0029783278750000002,0.0041339965617450004,0.1563680539911404,1.009497483324501,0.99756111123153557,-2.8149964325237233,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.124,124,2016+2021,0.17049503823370049,0.9522108165163472,0.0029981640000000002,0.00416906013632,0.17049503823370049,0.9522108165163472,0.99865815005937275,-3.0018209327733736,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.125,125,2016+2021,0.15696455770100881,1.0070117756193888,0.003018171875,0.0042042128906249997,0.15696455770100881,1.0070117756193888,0.99762138904535846,-2.8230293316324637,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
0.126,126,2016+2021,0.2046546525139176,0.82510971437976355,0.0030383515000000001,0.0042394486963199998,0.2046546525139176,0.82510971437976355,0.99969694235513706,-3.4288630481665221,35.381377775674636,2.25,False,False,False,analytic resolution-spacing Sidak reference; not scan-toy calibrated
