mass_MeV,A90,Ahat,Ahat_bounded,sigma_A,signed_r,Z0,p0_fixed_mass,p_signed,cls,q_obs,q_asimov,cls_branch,max_score,max_iterations,boundary_fits,min_lambda,min_background,n_profiles,n_cls_evaluations,monotonicity_error,nll_null,nll_free,n_bins,nuisance_rank,zero_bins,ok,status,calibration,cov_load,cov_load_over_poisson,prior_relative_error,feature_rank,density_observed,K_counts_per_epsilon2,branching_factor,epsilon2_90,epsilon2_90_fixed_density
50,41299.392608736307,17972.465170590953,17972.465170590953,17034.969176464932,1.0550378023724294,1.0550378023724294,0.14570401806632399,0.14570401806632399,0.10000000000280622,1.8751149630208648,5.880958734913623,interior,1.931238100549848e-07,3,0,1019951.9285020581,1019105.9918881365,18,8,0,0.85537756959734867,0.29882518737992592,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,7.4169089102583836e-10,7.6480773804979175e-14,25,4326234048.5050611,6661316874.8516073,1,6.1998841046960888e-06,6.1998841046960888e-06
51,33562.677382226946,7008.6073221081815,7008.6073221081815,17582.914114118073,0.39860426518957914,0.39860426518957914,0.3450924091875035,0.3450924091875035,0.099999998429714132,2.2807221918187879,3.6440410300090704,interior,1.4677686532849066e-07,2,0,1410640.9121464437,1409680.020099431,20,9,0,0.15978775024572178,0.080345070132059604,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,4.3356334446404772e-10,2.2271174763555241e-14,26,5058467816.020896,7944548949.2426882,1,4.2246171049680921e-06,4.2246171049680921e-06
52,31420.909600788269,-1120.4953277741163,0,19515.250802557941,-0.057416380988528637,0,0.5,0.52289324280704375,0.10000000000064573,2.7771760602154383,2.5922309611703689,deficit,9.1206166841217851e-08,2,0,1634362.0354526555,1633718.4926931558,24,11,0,0.050370123128856484,0.048721802725946547,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,5.600557114599548e-10,7.3798648620803293e-14,26,5824519051.4976711,9327032535.7003975,1,3.3688002567291111e-06,3.3688002567291111e-06
53,29838.737673248273,-4685.7438771478464,0,19804.709359482371,-0.23659713131681981,0,0.5,0.59351532704808441,0.099999999999706254,2.9828669141255411,2.2697829497961672,deficit,6.6257779485212609e-08,2,0,2130556.3729152065,2129694.489920368,24,11,0,0.066679444711000346,0.038690343437326108,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,3.3786934418808239e-10,5.371088037930954e-14,26,6625487784.680768,10813687256.572727,1,2.7593490513711522e-06,2.7593490513711522e-06
54,29630.752989170036,-6785.4949926667805,0,20376.187993887117,-0.33301031991510677,0,0.5,0.63043675341121463,0.099999999247632393,3.0831034777318722,2.114407990707273,deficit,2.9141507873475803e-08,2,0,2681657.2347659194,2680509.0368616013,20,9,0,0.082930821556913309,0.027482884971932419,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,2.7693221548218585e-10,6.8034219651214427e-14,26,7430812804.708827,12356917824.807182,1,2.3979080713545486e-06,2.3979080713545486e-06
55,29262.007038827775,-9530.1192084751256,0,21024.74834700497,-0.45327995627255718,0,0.5,0.67482641801259191,0.10000000380528161,3.1987549432303743,1.9367535216557616,deficit,2.6263894614686478e-08,2,0,2973361.0832206341,2972535.232791164,20,9,0,0.16323393153838758,0.060502572159161917,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,2.9973022004062279e-10,3.9314340180516574e-14,26,8260816521.0926161,13991547258.550287,1,2.0914060824077661e-06,2.0914060824077661e-06
56,31649.749435784477,-5241.5192179027799,0,21098.569832173085,-0.24842965075369489,0,0.5,0.5980990027408768,0.099999999999874079,2.9955315160526181,2.2500840645085325,deficit,2.91579682620835e-08,2,0,3581611.419909412,3580533.1633400652,22,10,0,0.055675109769994298,0.024816464083192893,14,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.9812751615863526e-10,6.7770489748335308e-14,26,9084835625.5703888,15666976026.00351,1,2.0201568817909284e-06,2.0201568817909284e-06
57,35042.310589816305,-2360.5896559336479,0,22165.122105895436,-0.10650012465342817,0,0.5,0.54240722174345157,0.10000000000014564,2.8361477042596901,2.4993237190416515,deficit,4.7174144368611337e-08,2,0,3895252.8151984834,3894466.4125719657,22,10,0,0.033993482764493307,0.028322344488895437,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,2.3128369582007895e-10,6.9647507975167257e-14,26,9905583843.9399757,17387414681.1297,1,2.0153836112189353e-06,2.0153836112189353e-06
58,37091.975352096742,151.60971214332557,151.60971214332557,22493.52902504813,0.0067401489653697109,0.0067401489653697109,0.49731108996088036,0.49731108996088036,0.10000000000217912,2.6969859408944732,2.719184566582427,interior,1.2441965790976894e-07,2,0,4535888.3244297504,4534842.9566170061,22,10,0,0.027922474604928606,0.027899759800890919,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.9685198624546597e-10,6.6382081545329006e-14,26,10724615759.721174,19155337699.54287,1,1.9363780442765005e-06,1.9363780442765005e-06
59,40575.242510838551,3617.7650736470391,3617.7650736470391,23277.094434460043,0.15542181552236628,0.15542181552236628,0.43824439341777843,0.43824439341777843,0.10000000000005541,2.5208049691257615,3.0385814290772517,interior,2.4644334128964829e-08,2,0,4860672.9303208534,4859887.6026200242,22,10,0,0.025412408970664518,0.013334438600530291,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.8960295118293911e-10,8.9537522824141359e-14,26,11518007177.267097,20927118543.043785,1,1.9388833884312199e-06,1.9388833884312199e-06
60,41960.165112328497,4717.0211620353575,4717.0211620353575,23681.009795512331,0.19919026992611644,0.19919026992611644,0.42105695519637432,0.42105695519637432,0.099999999999992345,2.4733417925410461,3.1396772593032356,interior,1.3106094653991818e-08,2,0,5515034.141755796,5513970.9565575598,22,10,0,0.031120419170387732,0.011282037353768168,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.6634180336480948e-10,1.1262376201144439e-13,26,12294224308.344639,22716031429.69656,1,1.8471609022989013e-06,1.8471609022989013e-06
61,43325.516234532246,5782.2148636785423,5782.2148636785423,24080.42640424809,0.2401212491348893,0.2401212491348893,0.40511813080687864,0.40511813080687864,0.10000000000004253,2.4306898428269061,3.2372711255328164,interior,7.9713717848761689e-09,2,0,5842716.8675817912,5841961.7808620492,22,10,0,0.050407064972021562,0.021577957828971771,16,7,0,True,converged,fixed-mass asymptotic reference,1e-10,1.844971011461166e-10,7.6503272542631182e-14,26,13032060454.903559,24480653049.237186,1,1.7697859672041004e-06,1.7697859672041004e-06
62,46300.74967667352,11965.754844451623,11965.754844451623,23227.743698264476,0.51515112034581523,0.51515112034581523,0.30322371130255699,0.30322371130255699,0.09999999953902565,2.1849972431861264,3.9736890779493712,interior,4.5939079207357736e-09,2,0,6493735.3766410835,6492694.1483447878,20,9,0,0.19682441822878752,0.064134079832013191,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.1795748589308981e-10,2.2227392264584742e-14,26,13735964038.422228,26225930899.568924,1,1.7654568622932871e-06,1.7654568622932871e-06
63,44421.395691383303,8902.5283505941734,8902.5283505941734,23434.119781649417,0.37989704840742489,0.37989704840742489,0.35201091920618549,0.35201091920618549,0.099999997795798864,2.2972663662538726,3.5933974082272293,interior,3.073859389246536e-09,2,0,7132435.47790555,7131128.9498106996,20,9,0,0.11308176212081504,0.040920878426478374,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.0499487509119437e-10,2.813806290550403e-14,26,14394171911.387421,27925908622.610462,1,1.5906875687266671e-06,1.5906875687266671e-06
64,46155.486224494336,11643.51066201611,11643.51066201611,23284.86876688536,0.50004813048359642,0.50004813048359642,0.30852059385545078,0.30852059385545078,0.099999999389025956,2.1967580472797752,3.9294024802983918,interior,1.9607826740042356e-07,2,0,7443524.4934986476,7442579.0705161346,20,9,0,0.24386499842791598,0.11884093202784607,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,9.3711521957993731e-11,1.2653484602781215e-13,25,15005891502.480671,29574802558.919823,1,1.5606354812527309e-06,1.5606354812527309e-06
65,40358.783440691484,1440.139101190601,1440.139101190601,23992.811130583894,0.060023801868726544,0.060023801868726544,0.47606833885753025,0.47606833885753025,0.10000000000050406,2.6311323814813581,2.829487964777563,interior,3.096249323597533e-08,2,0,8046056.4464243762,8044950.6282291096,22,10,0,0.029020821854807005,0.027219393459418935,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,9.1071997201976927e-11,4.8835387713193374e-14,26,15564339702.864136,31154740314.562881,1,1.2954299420633044e-06,1.2954299420633044e-06
66,39230.426899697522,-1507.0675748444914,0,24404.965025095345,-0.061752473305319536,0,0.5,0.52462002399224084,0.10000000000062467,2.7824523630347344,2.5839041650562349,deficit,3.1260411592626269e-08,2,0,8333876.7388154175,8333103.1737707248,22,10,0,0.038352823785778228,0.036446139806116128,16,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.0195848653907214e-10,2.699292762799354e-14,26,16069961317.587072,32661704466.234394,1,1.2011138898232901e-06,1.2011138898232901e-06
67,36610.137793122391,-4763.2986175028218,0,23962.24833582783,-0.19878314823175294,0,0.5,0.57878381065543916,0.099999999999905567,2.9415832484413142,2.3341272720456647,deficit,3.1087370455651353e-09,2,0,8877965.7336665783,8876976.1455641668,22,10,0,0.051359838816286738,0.031602468805823208,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,7.5767333088643627e-11,2.968656727064925e-14,26,16524465253.05818,34094340557.006371,1,1.0737892915661344e-06,1.0737892915661344e-06
68,34176.246035320648,-9447.2972696676516,0,24025.166818408481,-0.39322389122472651,0,0.5,0.65292293728617468,0.099999999958767849,3.1422106245970949,2.0233864600649052,deficit,4.3361760848625863e-08,2,0,9132345.8911466766,9131651.326564189,20,9,0,0.14937869209806925,0.072066177783111474,16,6,0,True,converged,fixed-mass asymptotic reference,1e-10,8.1353987409980325e-11,2.3095372031248735e-14,26,16917678571.932867,35426623346.724373,1,9.647051512878849e-07,9.647051512878849e-07
69,30411.684037031879,-16030.483264335824,0,23678.283307955142,-0.67700840630042913,0,0.5,0.75079968960699783,0.099999999969740183,3.3885602311310468,1.649388797296834,deficit,5.0280117847023575e-08,2,0,9602817.6689020377,9601922.9311346505,20,9,0,0.38606474392936535,0.1568945528286419,16,6,0,True,converged,fixed-mass asymptotic reference,1e-10,6.9804410457349124e-11,7.4312936816732411e-14,25,17264944484.113174,36685492589.956749,1,8.2898393588307905e-07,8.2898393588307905e-07
70,29054.947205540178,-17418.483283051926,0,23215.403167510423,-0.7502934922296548,0,0.5,0.7734610193917415,0.09999999737715469,3.4442630782139183,1.5661464035000701,deficit,4.3621062317811266e-10,2,0,10019337.977542598,10018211.755569316,20,9,0,0.39394381633166736,0.11247365409058184,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,5.3704895661462177e-11,7.1923539525934144e-14,25,17557317278.709332,37847419620.925461,1,7.6768634418278779e-07,7.6768634418278779e-07
71,25235.0918822981,-26595.357395577368,0,23125.559348442537,-1.1500300975704578,0,0.5,0.87493426243694128,0.1000000011923701,3.7004910423280846,1.1905291052683558,deficit,2.6342292791525779e-09,2,0,10206514.282572974,10205713.681234943,22,10,0,1.0057443788300318,0.34445976617107343,16,6,0,True,converged,fixed-mass asymptotic reference,1e-10,5.6194458749579927e-11,3.7292185963477762e-14,25,17804793209.388012,38929189392.767838,1,6.4823060217601677e-07,6.4823060217601677e-07
72,27841.286057376095,-18689.231809574987,0,22794.750006299357,-0.81988551769193863,0,0.5,0.79385931326235437,0.10000000000002698,3.494458305542592,1.4915931321893292,deficit,2.2598289906028413e-09,2,0,10539772.739117492,10538756.542337444,22,10,0,0.54336127435798431,0.20725514329749514,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,4.514100559137695e-11,4.5269310688426079e-14,25,18007897735.304909,39927819178.665398,1,6.9729042632642731e-07,6.9729042632642731e-07
73,33768.443131629218,-8118.8143591511098,0,23347.220733648133,-0.34774115344441192,0,0.5,0.63598270638457799,0.099999999592254363,3.0977704191004443,2.0917789184767646,deficit,7.3686403645467635e-08,2,0,10685732.084626613,10684990.498413565,20,9,0,0.19042907963268713,0.12996712473326211,16,6,0,True,converged,fixed-mass asymptotic reference,1e-10,5.253796661195728e-11,9.4153144499707509e-14,25,18168336434.631653,40843043925.893875,1,8.2678566252062652e-07,8.2678566252062652e-07
74,38259.574449168998,-658.90598869108055,0,23504.060612568221,-0.028033681061336951,0,0.5,0.51118235595293648,0.10000000000131884,2.7408721986627249,2.649597435618245,deficit,8.291164049073485e-08,2,0,10938751.245050166,10937787.211671116,22,10,0,0.051267800591519988,0.050874856954595607,16,6,0,True,converged,fixed-mass asymptotic reference,1e-10,5.0652599224736289e-11,2.0669905906033918e-14,26,18293700875.053253,41688221840.238052,1,9.1775500993521202e-07,9.1775500993521202e-07
75,40493.388561947228,3039.4932215856893,3039.4932215856893,23455.329081611704,0.12958661583226425,0.12958661583226425,0.44844674648483407,0.44844674648483407,0.10000000000014848,2.5497559188100074,2.9804234186538769,interior,7.392138234862955e-09,2,0,11046436.206417058,11045722.007903928,22,10,0,0.037943337852501133,0.029546992351071714,16,6,0,True,converged,fixed-mass asymptotic reference,1e-10,4.9563490843413263e-11,2.9284228662781664e-14,26,18381348742.993561,42454009835.602684,1,9.5381775994193031e-07,9.5381775994193031e-07
76,42134.896675413547,6001.3481274480146,6001.3481274480146,23262.627997324664,0.25798299027146748,0.25798299027146748,0.39821001739526118,0.39821001739526118,0.10000000000013702,2.4126331913765267,3.2807032099550044,interior,1.5168863942705002e-09,2,0,11227244.466975767,11226289.885550793,20,9,0,0.068769240890943661,0.035491629256239624,16,6,0,True,converged,fixed-mass asymptotic reference,1e-10,4.5297842492434024e-11,2.5656559926941189e-14,26,18439649191.184986,43156510794.039108,1,9.7632769424986345e-07,9.7632769424986345e-07
77,45037.647597792202,10384.058044367855,10384.058044367855,23161.407344466341,0.44833629604485292,0.44833629604485292,0.32695525472944931,0.32695525472944931,0.099999998453632249,2.2384890297950761,3.7812479211690091,interior,1.3509787932797224e-07,2,0,11301213.672508791,11300498.374822704,20,9,0,0.17905305414601558,0.078550336970406573,17,6,0,True,converged,fixed-mass asymptotic reference,1e-10,4.8140517197563012e-11,1.1780354561782667e-13,25,18467532798.934109,43790477629.360725,1,1.0284803919926937e-06,1.0284803919926937e-06
78,45938.419971092742,12675.820351012384,12675.820351012384,22674.368037138,0.55904048834385622,0.55904048834385622,0.28806704414068307,0.28806704414068307,0.099999999802317885,2.15193678293135,4.1048423011065669,interior,4.8565357069207948e-08,2,0,11397635.780935224,11396458.743584793,20,9,0,0.22622777119450632,0.069964637390637713,16,6,0,True,converged,fixed-mass asymptotic reference,1e-10,3.8914820642380135e-11,9.7335335132835662e-14,25,18470065249.469555,44365268100.723816,1,1.0354590863014138e-06,1.0354590863014138e-06
79,45514.018915801498,12395.388451964065,12395.388451964065,22540.873875448502,0.54991020165261695,0.54991020165261695,0.29119048334023145,0.29119048334023145,0.099999999763390982,2.1586910979042631,4.0772079691022718,interior,4.9515161526514362e-08,2,0,11308500.500441017,11307553.428623546,20,9,0,0.21791010492916507,0.066709489988354145,16,6,0,True,converged,fixed-mass asymptotic reference,1e-10,3.7054200566590568e-11,1.0621438540294637e-13,25,18447971396.065014,44880303568.311516,1,1.0141201216815617e-06,1.0141201216815617e-06
80,44016.330701093793,9892.367146932289,9892.367146932289,22750.167775741345,0.43482791514209918,0.43482791514209918,0.3318436704558026,0.3318436704558026,0.099999998046202257,2.2497660067926932,3.7434355514627837,interior,1.2727084208741246e-07,2,0,11205174.38498297,11204429.234393319,20,9,0,0.15872354785441439,0.064185889961002093,17,6,0,True,converged,fixed-mass asymptotic reference,1e-10,4.1802884795840844e-11,2.1627571501753439e-14,26,18403458611.727283,45338747014.22361,1,9.7083253507833049e-07,9.7083253507833049e-07
81,43045.53032604725,9763.7186816566045,9763.7186816566045,22208.572217034878,0.4396393905078988,0.4396393905078988,0.33009915329451123,0.33009915329451123,0.09999999820125631,2.2457383395648409,3.7568382025293738,interior,1.9478310830933765e-07,2,0,11148768.477037838,11147720.111697536,20,9,0,0.16874104805920026,0.072099651216121885,16,6,0,True,converged,fixed-mass asymptotic reference,1e-10,3.4248421956997515e-11,1.0407388337045198e-13,25,18339638704.333931,45746289341.826805,1,9.4096222765525607e-07,9.4096222765525607e-07
