mass_MeV,A90,Ahat,Ahat_bounded,sigma_A,signed_r,Z0,p0_fixed_mass,p_signed,cls,q_obs,q_asimov,cls_branch,max_score,max_iterations,boundary_fits,min_lambda,min_background,n_profiles,n_cls_evaluations,monotonicity_error,nll_null,nll_free,n_bins,nuisance_rank,zero_bins,ok,status,calibration,cov_load,cov_load_over_poisson,prior_relative_error,feature_rank,density_observed,K_counts_per_epsilon2,branching_factor,epsilon2_90,epsilon2_90_fixed_density
50,43411.744720838142,20415.448511669878,20415.448511669878,17032.218747221614,1.1986424603379471,1.1986424603379471,0.11533350024965294,0.11533350024965294,0.10000000000214644,1.8229255021349109,6.5005962002863029,interior,1.9292120501113175e-07,3,0,1019869.9281583431,1018994.1752831985,16,7,0,1.1305375674480764,0.41216569358557298,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,7.4142331921620234e-10,7.6480773804979175e-14,25,4326234048.5050611,6661316874.8516073,1,6.516991390205441e-06,6.516991390205441e-06
51,35823.367588494009,10102.417752916166,10102.417752916166,17580.487969973587,0.57464011293566686,0.57464011293566686,0.2827673586822832,0.2827673586822832,0.099999999855870242,2.140446154967937,4.1529062786506659,interior,1.7957897480158636e-07,2,0,1410529.7536717837,1409519.2305071473,22,10,0,0.24468742866099694,0.079581798963638942,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,4.3343585430768219e-10,2.2271174763555241e-14,26,5058467816.020896,7944548949.2426882,1,4.50917576534145e-06,4.50917576534145e-06
52,33960.628234684584,2954.0330881792652,2954.0330881792652,19511.953799786384,0.15139615827933656,0.15139615827933656,0.43983160989140457,0.43983160989140457,0.10000000000003387,2.5252315883172889,3.0295242981392869,interior,1.1100694963239732e-07,2,0,1634210.6073760099,1633534.7022120568,22,10,0,0.041899954066877965,0.030439555696007002,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,5.5985275073839046e-10,7.3798648620803293e-14,26,5824519051.4976711,9327032535.7003975,1,3.6410967909349496e-06,3.6410967909349496e-06
53,32536.103579181978,-58.23369932444993,0,19802.045256416055,-0.002940791962394954,0,0.5,0.50117320456063463,0.10000000000241467,2.7092837717657772,2.6996148453908182,deficit,4.5623410382944485e-08,2,0,2130486.338692816,2129624.5716373273,22,10,0,0.035493221832440962,0.035488897703757918,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,3.3778219756371215e-10,5.371088037930954e-14,26,6625487784.680768,10813687256.572727,1,3.0087890288676534e-06,3.0087890288676534e-06
54,31744.981887184982,-2970.7593750809656,0,20374.381052778859,-0.14580843765146495,0,0.5,0.55796369259326173,0.10000000000004679,2.8819254380843926,2.427450833166386,deficit,3.792090264020942e-08,2,0,2681652.8980243835,2680504.8019411713,24,11,0,0.035243704277494792,0.024613654032314219,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,2.7689623290197314e-10,6.8034219651214427e-14,26,7430812804.708827,12356917824.807182,1,2.5690048551957843e-06,2.5690048551957843e-06
55,29637.859162029676,-8791.3789526266355,0,21024.627388401819,-0.41814582015584789,0,0.5,0.66207974707514838,0.09999999999189961,3.1660179002454685,1.9868568997888756,deficit,9.8739669995850932e-08,2,0,2973315.9607668607,2972490.1150886347,22,10,0,0.17315746890601547,0.085734505449112125,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,2.9974908265932736e-10,3.9314340180516574e-14,26,8260816521.0926161,13991547258.550287,1,2.118268881514721e-06,2.118268881514721e-06
56,31149.314627532658,-6156.8051353093269,0,21099.050497617405,-0.29180426298457823,0,0.5,0.61478185717941414,0.099999996710297828,3.041101391114625,2.1793635459442582,deficit,1.2334587129458896e-08,2,0,3581539.1713592825,3580460.8902252056,20,9,0,0.066431979220037754,0.023857115272051307,14,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.98147669176662e-10,6.7770489748335308e-14,26,9084835625.5703888,15666976026.00351,1,1.9882148651936465e-06,1.9882148651936465e-06
57,33095.181427713993,-5791.1630798927545,0,22166.612670485985,-0.26125573676144748,0,0.5,0.6030523508054132,0.10000000030415161,3.0091681763379432,2.2288946323382426,deficit,2.4126354691844654e-08,2,0,3895170.3312010332,3894383.8756903531,20,9,0,0.060114001186576629,0.025986721191193253,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,2.3132932977536533e-10,6.9647507975167257e-14,26,9905583843.9399757,17387414681.1297,1,1.9033986383054231e-06,1.9033986383054231e-06
58,33842.810814791788,-5412.7275327510433,0,22495.650276835433,-0.24061183861361529,0,0.5,0.59507201308391522,0.099999999999740227,2.987165149640902,2.2630952156100439,deficit,2.9681740398856959e-08,2,0,4535818.1837637955,4534775.0609682966,22,10,0,0.053480194833709291,0.024533166393197067,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.9689807648540761e-10,6.6382081545329006e-14,26,10724615759.721174,19155337699.54287,1,1.7667561567238476e-06,1.7667561567238476e-06
59,36787.308284358893,-2507.0036852501171,0,23279.202137321325,-0.10769278658176357,0,0.5,0.54288030414572264,0.10000000000021506,2.8375491783138171,2.4971200741837309,deficit,3.7100603034190272e-08,2,0,4860795.7096574493,4860048.9960091887,22,10,0,0.018771257610242349,0.012972389469369712,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.8964535005612289e-10,8.9537522824141359e-14,26,11518007177.267097,20927118543.043785,1,1.7578773785169324e-06,1.7578773785169324e-06
