mass_MeV,A90,Ahat,Ahat_bounded,sigma_A,signed_r,Z0,p0_fixed_mass,p_signed,cls,q_obs,q_asimov,cls_branch,max_score,max_iterations,boundary_fits,min_lambda,min_background,n_profiles,n_cls_evaluations,monotonicity_error,nll_null,nll_free,n_bins,nuisance_rank,zero_bins,ok,status,calibration,cov_load,cov_load_over_poisson,prior_relative_error,feature_rank,density_observed,K_counts_per_epsilon2,branching_factor,epsilon2_90,epsilon2_90_fixed_density
50,34176.111521704988,9059.7656532107158,9059.7656532107158,17041.249073738669,0.53163847717355983,0.53163847717355983,0.29748820505595197,0.29748820505595197,0.099999999664285008,2.1722272674677696,4.0231462098707196,interior,1.9369593995399725e-07,3,0,1020253.2318817829,1019516.2114204515,22,10,0,0.23875881955593611,0.097439084350225247,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,7.4245138624123851e-10,7.6480773804979175e-14,25,4326257306.2557793,6661352685.9625158,1,5.130506239929975e-06,5.130506239929975e-06
51,29777.352608798683,1360.5976286254543,1360.5976286254543,17588.160289570773,0.077358760377633548,0.077358760377633548,0.46916907344028413,0.46916907344028413,0.10000000000034037,2.6103544647293253,2.866388106829044,interior,1.6505875155559124e-07,2,0,1410545.7410570015,1409675.4153520621,22,10,0,0.040163422177111288,0.037171233273529225,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,4.339892275827653e-10,2.2271174763555241e-14,26,5058815347.0472307,7945094762.194459,1,3.7478914349127396e-06,3.7478914349127396e-06
52,29875.863742965754,-3792.9348472574602,0,19522.00153540678,-0.19429011684994049,0,0.5,0.57702563810000318,0.10000000000005052,2.936660322080503,2.3418132026613669,deficit,9.1346750386023245e-08,2,0,1633922.1025248207,1633278.3371504394,24,11,0,0.039893309210507877,0.021018984457726111,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,5.6059211700124359e-10,7.3798648620803293e-14,26,5825139364.9648123,9328025868.1694317,1,3.2028066994231771e-06,3.2028066994231771e-06
53,29570.583729923866,-5188.9093230830294,0,19810.743446798653,-0.26192360879908205,0,0.5,0.60330983117067549,0.099999999999874384,3.0098768512971188,2.2277940769029145,deficit,4.5710720542047056e-08,2,0,2130111.1182070416,2129248.9726141943,22,10,0,0.048195338755450498,0.013893350332283215,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,3.3812443800883321e-10,5.371088037930954e-14,26,6626217921.3397017,10814878937.810526,1,2.7342500919303341e-06,2.7342500919303341e-06
54,30736.378878973112,-4766.4887269198052,0,20380.066501687081,-0.23387959844914188,0,0.5,0.59246077395711882,0.099999999999747652,2.9799336973464037,2.2743480704042542,deficit,5.6562972972074022e-08,2,0,2681592.298976487,2680443.8825183092,24,11,0,0.040708309397348694,0.013358476111982768,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,2.7701429190485637e-10,6.8034219651214427e-14,26,7431427897.2597084,12357940680.355511,1,2.4871764377241607e-06,2.4871764377241607e-06
55,31804.022444040733,-4747.9420168497154,0,21025.358174269659,-0.22581953032044369,0,0.5,0.58932910679942263,0.099999999999563174,2.9712311397472835,2.2878982800236565,deficit,6.1143630158966289e-08,2,0,2973578.1946137529,2972752.3202303164,24,11,0,0.04930777173631249,0.0238105415992396,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,2.9967182188996739e-10,3.9314340180516574e-14,26,8261086118.2976694,13992003881.93923,1,2.2730141238091792e-06,2.2730141238091792e-06
56,34111.869282654421,-972.13754506280691,0,21097.309220933679,-0.04607873114294201,0,0.5,0.51837625095601203,0.10000000000083539,2.7632539677758547,2.6142152198635786,deficit,9.399910005924994e-08,2,0,3582287.511635683,3581209.3194907196,22,10,0,0.013865075924472708,0.012803451192600941,14,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.9805094170078509e-10,6.7770489748335308e-14,26,9084598020.2960148,15666566271.078856,1,2.1773673115356732e-06,2.1773673115356732e-06
57,37324.048511346286,1403.3370813058841,1403.3370813058841,22161.453437085202,0.063323354511911289,0.063323354511911289,0.47475450943477343,0.47475450943477343,0.10000000000049455,2.6271543974098739,2.8364706691700725,interior,8.3506870751648421e-08,2,0,3896053.142756206,3895250.2738272236,22,10,0,0.012275249527252773,0.010270325913932175,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,2.3114036965205315e-10,6.9647507975167257e-14,26,9904809407.8776855,17386055302.301437,1,2.1467807310152525e-06,2.1467807310152525e-06
58,38764.006260476926,2820.7939253859622,2820.7939253859622,22488.6674518082,0.12543188881436523,0.12543188881436523,0.45009082192049743,0.45009082192049743,0.10000000000005935,2.5544538007600552,2.9712203482914235,interior,3.6227609134797945e-08,2,0,4536535.9282684019,4535449.5292161284,22,10,0,0.016953264394729769,0.0090866850289601283,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.967272506709498e-10,6.6382081545329006e-14,26,10723439061.083191,19153235986.97002,1,2.0238880932103667e-06,2.0238880932103667e-06
59,40737.020746321388,3878.5230761890102,3878.5230761890102,23271.955511087675,0.16666097353161399,0.16666097353161399,0.43381840729559784,0.43381840729559784,0.10000000000007254,2.5084281133577124,3.0642317004592527,interior,2.1682035944436961e-08,2,0,4861228.5266221734,4860440.5756978961,22,10,0,0.020425186868523574,0.0065372468192709055,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.8949485901435195e-10,8.9537522824141359e-14,26,11516692808.268652,20924730460.156143,1,1.9468361049568044e-06,1.9468361049568044e-06
60,40925.35163506768,3144.9923995417826,3144.9923995417826,23677.012967089973,0.13282903895862713,0.13282903895862713,0.44716429403902153,0.44716429403902153,0.10000000000007885,2.5460687082040692,2.9876914837617683,interior,2.7940393776404449e-08,2,0,5515201.2881074063,5514160.3323797919,22,10,0,0.0162494731716143,0.0074276963762780566,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.6628781821272366e-10,1.1262376201144439e-13,26,12293122163.79714,22713994997.827976,1,1.8017681010751812e-06,1.8017681010751812e-06
61,41235.708760869573,2601.1669488730745,2601.1669488730745,24078.716501827621,0.10802770185252544,0.10802770185252544,0.45698685894592478,0.45698685894592478,0.10000000000014564,2.5744095125671311,2.9328257326007363,interior,3.6443923878692885e-08,2,0,5842631.4264646033,5841907.1745650349,22,10,0,0.016083037499234218,0.010248045315465153,16,7,0,True,converged,fixed-mass asymptotic reference,1e-10,1.845023261625071e-10,7.6503272542631182e-14,26,13031551137.317499,24479696298.985809,1,1.6844861250414272e-06,1.6844861250414272e-06
62,41263.42038828168,4782.4042648402365,4782.4042648402365,23229.610268826818,0.20587565315183323,0.20587565315183323,0.41844402201189157,0.41844402201189157,0.099999999999987627,2.4662688386659619,3.1553984433495805,interior,8.0246693734409291e-09,2,0,6493217.1259702081,6492267.4319069646,22,10,0,0.035941758862484928,0.014749366582137959,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.1800484374855977e-10,2.2227392264584742e-14,26,13736308836.634916,26226589219.150642,1,1.5733429933828816e-06,1.5733429933828816e-06
63,40042.874778110854,2380.5930048947057,2380.5930048947057,23438.559730993769,0.10156745078121238,0.10156745078121238,0.45955000815820279,0.45955000815820279,0.10000000000020533,2.5819110227620974,2.9186778964791094,interior,2.3152799899506249e-08,2,0,7131578.8996978858,7130379.734787981,22,10,0,0.013849981612803677,0.0086920080837066781,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.0507580802829924e-10,2.813806290550403e-14,26,14395489895.229713,27928465622.524906,1,1.4337656539862116e-06,1.4337656539862116e-06
64,40598.54098560477,3615.2541827450009,3615.2541827450009,23292.194983321595,0.15521330060859881,0.15521330060859881,0.43832658149623871,0.43832658149623871,0.10000000000003728,2.5210395535468031,3.0380999275459306,interior,1.1038402192298236e-08,2,0,7442890.1451370474,7442037.5993809896,22,10,0,0.033552108758084079,0.021506524415176448,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,9.3801966476715327e-11,1.2653484602781215e-13,25,15008058714.456793,29579073872.376041,1,1.3725426685356714e-06,1.3725426685356714e-06
