mass_MeV,A90,Ahat,Ahat_bounded,sigma_A,signed_r,Z0,p0_fixed_mass,p_signed,cls,q_obs,q_asimov,cls_branch,max_score,max_iterations,boundary_fits,min_lambda,min_background,n_profiles,n_cls_evaluations,monotonicity_error,nll_null,nll_free,n_bins,nuisance_rank,zero_bins,ok,status,calibration,cov_load,cov_load_over_poisson,prior_relative_error,feature_rank,density_observed,K_counts_per_epsilon2,branching_factor,epsilon2_90,epsilon2_90_fixed_density
50,51455.117600002814,29212.287085150099,29212.287085150099,17025.508173242899,1.7158064169853837,1.7158064169853837,0.043098739652352107,0.043098739652352107,0.099999999141057505,1.7067725688556972,9.1420095786354771,interior,1.9238570903024055e-07,3,0,1019344.0755386177,1018360.841191825,18,8,0,2.1632550685355296,0.69125923825141955,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,7.4105175494695994e-10,7.6480773804979175e-14,25,4326271219.4025536,6661374108.7238255,1,7.7243999151190894e-06,7.7243999151190894e-06
51,41126.944605719444,16783.184557517114,16783.184557517114,17576.608642121064,0.95486472519397259,0.95486472519397259,0.16982305519182528,0.16982305519182528,0.10000000013477692,1.9182169149466035,5.4766164515948557,interior,8.8769134931609983e-08,3,0,1410104.4060393276,1408986.6439680022,18,8,0,0.6990133747204057,0.24313005301052532,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,4.3335414011686862e-10,2.2271174763555241e-14,26,5058466641.4667559,7944547104.5531111,1,5.1767513068364996e-06,5.1767513068364996e-06
52,37019.34693048842,7465.6520325539395,7465.6520325539395,19509.337458168367,0.38267128672903927,0.38267128672903927,0.35098175336074011,0.35098175336074011,0.099999997905421759,2.2947392963732924,3.601026913430057,interior,1.4731907738152472e-07,2,0,1633870.5862813329,1633145.175074619,20,9,0,0.3120950400288629,0.23887638318543361,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,5.5980830134532699e-10,7.3798648620803293e-14,26,5824474417.177043,9326961060.9988766,1,3.9690684552427853e-06,3.9690684552427853e-06
53,30768.912264796145,-3038.3486810905074,0,19803.721302770446,-0.15342298144417915,0,0.5,0.56096763857082155,0.099999999999994343,2.8906504408824096,2.4137776628702658,deficit,4.5648119506580542e-08,2,0,2130445.4234220874,2129583.5834265812,24,11,0,0.29262829721079198,0.28085899159318151,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,3.3787968793412267e-10,5.371088037930954e-14,26,6625407743.9651327,10813556619.358562,1,2.8454016886278895e-06,2.8454016886278895e-06
54,27127.842656494668,-11752.714876003871,0,20378.866809112671,-0.57670883669014172,0,0.5,0.71793191902073328,0.099999999885205804,3.3073497407253978,1.7716630772000281,deficit,2.9168901516385404e-08,2,0,2681537.0269368053,2680388.6780812871,18,8,0,0.43765963384327122,0.27136309268502296,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,2.770471534541404e-10,6.8034219651214427e-14,26,7430716129.9246845,12356757061.456688,1,2.1953852877072487e-06,2.1953852877072487e-06
55,23590.729232332487,-22459.528469220866,0,21030.962371823869,-1.0679209530310483,0,0.5,0.85722191496740774,0.10000000031192317,3.6539648312371589,1.2577805218143889,deficit,2.2741648120216951e-08,2,0,2973198.0526723922,2972371.9581565252,22,10,0,0.9445303809798189,0.37430280001844773,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,2.999425295409418e-10,3.9314340180516574e-14,26,8260727924.9260912,13991397201.053223,1,1.6860881649873153e-06,1.6860881649873153e-06
56,24749.694881469433,-19780.010815287267,0,21103.994491563892,-0.9372578473090678,0,0.5,0.82568702991502985,0.10000000002049647,3.573575109328778,1.3750108176956592,deficit,1.2352595391007526e-08,2,0,3581425.92314209,3580347.3893418848,22,10,0,0.59471057872271171,0.15548444255149776,14,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.9824301587234581e-10,6.7770489748335308e-14,26,9084779442.5631638,15666879137.313002,1,1.5797463339411584e-06,1.5797463339411584e-06
57,27567.774792622571,-17045.123042376748,0,22170.775103366472,-0.7688071638393974,0,0.5,0.7789961022680334,0.10000000298069855,3.4579513187322393,1.5457716333496991,deficit,1.1844942360283994e-08,2,0,3895094.3624129947,3894307.7592221834,20,9,0,0.5054809440805661,0.20994871649517705,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,2.3140539601822461e-10,6.9647507975167257e-14,26,9905575596.0294819,17387400203.453041,1,1.5855029774461488e-06,1.5855029774461488e-06
58,31739.28162668529,-9354.4868453350446,0,22496.514471947841,-0.41581835652767613,0,0.5,0.66122853727541553,0.099999999990374872,3.1637555716661705,1.9903248471076642,deficit,6.6302151324748593e-08,2,0,4535878.154239635,4534834.9913714277,20,9,0,0.33501034153219583,0.24855788871950704,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.9689397682304928e-10,6.6382081545329006e-14,26,10724660070.575382,19155416843.578896,1,1.6569350531948692e-06,1.6569350531948692e-06
59,38430.259698944945,228.33451949490257,228.33451949490257,23278.421771456706,0.0098088509888174785,0.0098088509888174785,0.49608689736742495,0.49608689736742495,0.1000000000020459,2.6931175674511616,2.7254009477687315,interior,1.146557786491087e-07,2,0,4860903.2506915294,4860154.1206893697,22,10,0,0.25693828622009979,0.25689017944123937,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.8961671557254413e-10,8.9537522824141359e-14,26,11518095637.774019,20927279267.332829,1,1.8363715229305516e-06,1.8363715229305516e-06
