dataset,mass_GeV,sigma_val,blind_lo,blind_hi,integral_density,density_nsigma,density_window_lo,density_window_hi,density_window_width,density_source_lo,density_source_hi,density_source_n_bins,density_source_bin_width_median,density_window_fully_covered,A_up,eps2_up,p0_analytic,Z_analytic,A_hat,sigma_A,extract_success,cls_statistic,cls_calibration,signal_model,global_method,visibility,kernel_str,ls_lo,ls_hi,ls_init,ls_opt,sigma_x,const_opt,lml,n_train,n_train_low,n_train_high,n_full,n_blind,train_domain_lo,train_domain_hi,bin_width_median,const_init,const_lo,const_hi,const_at_lower,const_at_upper,ls_at_lower,ls_at_upper,optimizer_restarts,ls_lo_over_sigma_x,ls_hi_over_sigma_x,ls_opt_over_sigma_x,ls_lo_over_sigma,ls_hi_over_sigma,ls_opt_over_sigma
2021,0.05,0.0019941875000000003,0.045513078125,0.054486921875000004,432274745.5035101,1.64,0.046729532500000004,0.0532704675,0.006540934999999998,0.0,1.0,8000,0.0001250000000000001,True,22917.993891648453,3.4432349132582584e-05,0.00015110111249127563,3.6134049018115912,16888.146139985092,4682.260207892874,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.31**2 * RBF(length_scale=0.328),0.04301982086534748,0.586633920891102,0.1588612167593829,0.3279652693186367,0.0391089280594068,53.505292409202255,1683.6256089168749,402,9,393,416,14,0.04,0.3,0.0006250000000000006,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,8.385943711381058,21.57260581833327,294.1718975227264,164.46059827304936
2021,0.051,0.002001485875,0.04649665678125,0.055503343218749994,505722115.71658146,1.64,0.047717563165,0.054282436834999996,0.006564873669999999,0.0,1.0,8000,0.0001250000000000001,True,17825.468968075078,2.2442889143061566e-05,0.009198308858277616,2.357537084259477,11501.395016603914,4896.907563879872,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.32**2 * RBF(length_scale=0.328),0.042343747393388226,0.5774147371825666,0.15636465000913172,0.32835823259892205,0.03849431581217111,53.57937505410082,1677.5231959011946,401,10,391,416,15,0.04,0.3,0.0006250000000000006,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,8.530044648698548,21.15615599504954,288.4930362961301,164.05723202964
2021,0.052,0.002008956,0.047479849,0.056520151,582496150.2912881,1.64,0.04870531216,0.055294687839999995,0.006589375679999995,0.0,1.0,8000,0.0001250000000000001,True,7758.341274426561,8.31749212623879e-06,0.5,0.0,-537.0376570123466,4918.746252603691,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.69**2 * RBF(length_scale=0.322),0.04169678269108093,0.5685924912420126,0.15397557451459154,0.3219790110947595,0.03790616608280084,59.083914777816126,1674.7373990883223,402,12,390,416,14,0.04,0.3,0.0006250000000000006,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,8.494106483663908,20.75544844739304,283.02884246445046,160.27180838941197
2021,0.053,0.002016597875,0.048462654781249996,0.05753734521875,661992830.0519445,1.64,0.049692779485,0.056307220515,0.006614441030000001,0.0,1.0,8000,0.0001250000000000001,True,5649.884622663312,5.229140921093139e-06,0.5,0.0,-7992.309592534484,5057.208786761304,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.66**2 * RBF(length_scale=0.321),0.04107730626946746,0.5601450854927381,0.15168800622370326,0.3207594076676325,0.037343005699515874,58.60963059876016,1670.8646234098371,402,14,388,416,14,0.04,0.3,0.0006250000000000006,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,8.58954445843632,20.369607039017364,277.76736871387317,159.05967751137914
2021,0.054,0.0020244115,0.049445074125,0.058554925875,743432117.467634,1.64,0.05067996514,0.05732003486,0.0066400697200000025,0.0,1.0,8000,0.0001250000000000001,True,5242.802715780064,4.240805540036044e-06,0.4999311292015692,0.00017263349150062197,-15009.328940291825,5447.906475256706,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.43**2 * RBF(length_scale=0.319),0.040483815711204366,0.552052032425514,0.14949639709274043,0.31893517772454577,0.0368034688283676,55.158268330079835,1665.4603607921442,401,15,386,416,15,0.04,0.3,0.0006250000000000006,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,8.6658999240505,19.99781947059892,272.6975382354398,157.54463839221708
2021,0.055,0.002032396875,0.05042710703125,0.05957289296875,825863093.242175,1.64,0.051666869125,0.058333130875,0.006666261749999999,0.0,1.0,8000,0.0001250000000000001,True,5338.889186129013,3.816805952172566e-06,0.5,0.0,-15307.975237167288,5553.479655685644,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.53**2 * RBF(length_scale=0.32),0.03991491610836469,0.5442943105686093,0.14739559608280783,0.3201024921347493,0.03628628737124062,56.70662902485392,1669.8956321270532,402,17,385,416,14,0.04,0.3,0.0006250000000000006,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,8.821582898790922,19.639331569216612,267.8090668529538,157.4999922860781
2021,0.056,0.002040554,0.0514087535,0.0605912465,908527012.009006,1.64,0.05265349144,0.059346508560000004,0.0066930171200000055,0.0,1.0,8000,0.0001250000000000001,True,6217.718553957495,3.968488358622409e-06,0.5,0.0,-10889.607942827655,5816.06539133188,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.57**2 * RBF(length_scale=0.321),0.03936931061422127,0.5368542356484718,0.14538081426998897,0.321070346782555,0.035790282376564786,57.264487735780996,1663.7513624893666,401,18,383,416,15,0.04,0.3,0.0006250000000000006,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,8.970880514560832,19.293442180026243,263.0923933639942,157.34469501054863
2021,0.057,0.002048882875,0.05239001353125,0.06160998646875,990697171.4243577,1.64,0.053639832085000005,0.060360167915,0.006720335829999993,0.0,1.0,8000,0.0001250000000000001,True,8336.678698651871,4.793990920433426e-06,0.4999311292015692,0.00017263349150062197,-2561.386365933715,5856.885560317341,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.9**2 * RBF(length_scale=0.323),0.03884579197431144,0.5297153451042469,0.14344759357172976,0.3225029035244003,0.035314356340283126,62.37211433128432,1661.223812554964,401,20,381,416,15,0.04,0.3,0.0006250000000000006,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.132345508914765,18.959498587400432,258.53861710091496,157.40426525083836
2021,0.058,0.0020573835,0.053370887125,0.062629112875,1071511910.2598512,1.64,0.05462589106,0.061374108940000005,0.006748217880000004,0.0,1.0,8000,0.0001250000000000001,True,14483.199696524847,7.567622235154671e-06,0.1439714752230769,1.0626450467679487,6338.384626436117,5962.84793133359,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.93**2 * RBF(length_scale=0.32),0.038343234920351146,0.5228622943684247,0.14159177865950517,0.3196044479109109,0.03485748629122831,62.878889664593835,1659.0967189866685,401,21,380,416,15,0.04,0.3,0.0006250000000000006,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.16888972545727,18.63689240258374,254.13944185341464,155.3451011495479
2021,0.059,0.002066055875,0.054351374281249996,0.06364862571874999,1150639439.2045214,1.64,0.055611668365,0.062388331634999995,0.006776663269999997,0.0,1.0,8000,0.0001250000000000001,True,18575.011750988626,8.885006539922955e-06,0.038153229792881826,1.7725309668123908,10704.000555248109,6039.848227460407,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.78**2 * RBF(length_scale=0.318),0.03786058932616019,0.516280763538548,0.13980949168539802,0.31838744011154557,0.034418717569236534,60.46455437881152,1658.0327988941374,401,23,378,416,15,0.04,0.3,0.0006250000000000006,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.250415547037127,18.325055863341635,249.88712540920412,154.10398332598123
