scenario,background_toy_index,mass_MeV,mass_GeV,lower_factor,upper_factor,strict_lml_tolerance,gate_lml_per_train_tolerance,comparable,reason,n_train,lower_lml,upper_lml,delta_lml_upper_minus_lower,delta_lml_per_train,strict_nested_order_violation,material_nested_order_violation,same_input_geometry
2021_10pct_x10,12,50,0.05,15,20,0.0001,0.001,True,,402,2107.855585954295,2107.8555663616016,-1.959269320650492e-05,-4.873804280225104e-08,False,False,True
2021_10pct_x10,12,50,0.05,20,25,0.0001,0.001,True,,402,2107.8555663616016,2107.8555850532266,1.8691624973143917e-05,4.6496579535183875e-08,False,False,True
2021_10pct_x10,12,70,0.07,15,20,0.0001,0.001,True,,400,2087.0187170859945,2087.0280046515227,0.009287565528211417,2.3218913820528542e-05,False,False,True
2021_10pct_x10,12,70,0.07,20,25,0.0001,0.001,True,,400,2087.0280046515227,2087.027893426556,-0.00011122496653115377,-2.780624163278844e-07,True,False,True
2021_10pct_x10,12,90,0.09,15,20,0.0001,0.001,True,,398,2065.86107876137,2065.8610697456306,-9.015739578899229e-06,-2.2652612007284496e-08,False,False,True
2021_10pct_x10,12,90,0.09,20,25,0.0001,0.001,True,,398,2065.8610697456306,2065.8611032242225,3.347859183122637e-05,8.411706490257882e-08,False,False,True
2021_10pct_x10,12,110,0.11,15,20,0.0001,0.001,True,,396,2058.2609816179884,2058.6455181274687,0.3845365094803128,0.0009710517916169516,False,False,True
2021_10pct_x10,12,110,0.11,20,25,0.0001,0.001,True,,396,2058.6455181274687,2058.645548827645,3.070017646678025e-05,7.752569814843497e-08,False,False,True
2021_10pct_x10,12,130,0.13,15,20,0.0001,0.001,True,,394,2045.6577109474006,2046.6679081231555,1.0101971757549109,0.0025639522227282,False,False,True
2021_10pct_x10,12,130,0.13,20,25,0.0001,0.001,True,,394,2046.6679081231555,2046.6678977732572,-1.0349898275308078e-05,-2.626877734849766e-08,False,False,True
2021_10pct_x10,12,150,0.15,15,20,0.0001,0.001,True,,390,2027.7195230614036,2028.7705800012684,1.051056939864793,0.0026950177945251107,False,False,True
2021_10pct_x10,12,150,0.15,20,25,0.0001,0.001,True,,390,2028.7705800012684,2028.7705702506894,-9.750579010869842e-06,-2.5001484643256006e-08,False,False,True
2021_10pct_x10,12,170,0.17,15,20,0.0001,0.001,True,,386,2010.5895016660693,2011.4268764372223,0.8373747711530086,0.00216936469210624,False,False,True
2021_10pct_x10,12,170,0.17,20,25,0.0001,0.001,True,,386,2011.4268764372223,2011.4268454161693,-3.1021053018776e-05,-8.036542232843524e-08,False,False,True
2021_10pct_x10,12,190,0.19,15,20,0.0001,0.001,True,,382,1993.3265207956015,1993.6945666298475,0.36804583424600423,0.0009634707702774979,False,False,True
2021_10pct_x10,12,190,0.19,20,25,0.0001,0.001,True,,382,1993.6945666298475,1993.6945192782787,-4.735156880997238e-05,-1.2395698641354026e-07,False,False,True
2021_10pct_x10,12,210,0.21,15,20,0.0001,0.001,True,,378,1995.1327840751048,1995.1486909998919,0.01590692478703204,4.2081811605904864e-05,False,False,True
2021_10pct_x10,12,210,0.21,20,25,0.0001,0.001,True,,378,1995.1486909998919,1995.1486913536708,3.537788870744407e-07,9.359229816784147e-10,False,False,True
2021_10pct_x10,12,230,0.23,15,20,0.0001,0.001,True,,372,1981.8275071263033,1981.8275069112506,-2.150527507183142e-07,-5.780987922535328e-10,False,False,True
2021_10pct_x10,12,230,0.23,20,25,0.0001,0.001,True,,372,1981.8275069112506,1981.827483518813,-2.339243746973807e-05,-6.288289642402706e-08,False,False,True
2021_10pct_x10,12,250,0.25,15,20,0.0001,0.001,True,,366,1953.9449246851748,1953.9449016240603,-2.3061114461597754e-05,-6.300850945791736e-08,False,False,True
2021_10pct_x10,12,250,0.25,20,25,0.0001,0.001,True,,366,1953.9449016240603,1953.9449066685868,5.044526460551424e-06,1.3782859181834492e-08,False,False,True
