dataset,mass_MeV,lane,reference_root_delta,r,Ahat_window,sigma_A_window,remote,half_deviance_fit,half_deviance_null,max_score,min_lambda
2016,39,observed_original,0.0,-0.9558427768792759,-4238.92127990919,4434.64924332652,True,18.64185677600648,19.098674483062624,1.8928868206202765e-07,29407.71677506712
2016,39,observed_first_mean,0.0,-1.308844318279252,-5809.7957388864925,4438.7404867508685,True,18.682185638996355,19.538722363742295,9.220402219511925e-14,29402.985667465702
2016,39,observed_first_rep00,0.0,-1.3248929571692687,-5881.607234879846,4439.171821225622,True,18.667546471259467,19.54521714523783,2.0305979120394113e-13,29401.555772770294
2016,39,observed_first_rep01,0.0,-1.2504404620748906,-5549.531351323352,4437.933092109196,True,18.68633460344795,19.468135278044983,8.748557434046234e-14,29404.415325403523
2016,39,observed_first_rep02,0.0,-1.3517499504589165,-6001.431709545193,4439.611516612661,True,18.66787798615641,19.58149195043925,2.1305179842556754e-13,29400.549852450302
2016,39,observed_first_rep03,0.0,-1.3723709804872324,-6092.854614019481,4439.5151730849575,True,18.69127575074512,19.632976804786864,3.6193270602780103e-14,29401.949941886865
2016,39,observed_first_rep04,0.0,-1.243158720341901,-5517.119638128503,4437.857496364101,True,18.683800534368483,19.45652233634954,1.0114131754335176e-13,29404.45096914373
2016,39,observed_first_rep05,0.0,-1.463970961401801,-6501.322389801417,4440.73230314499,True,18.702293067374637,19.773898555288493,4.618527782440651e-14,29399.957588383186
2016,39,observed_first_rep06,0.0,-1.1598228778659827,-5146.324449637849,4437.045179086369,True,18.65596112225219,19.328555676262855,6.394884621840902e-14,29404.814159152575
2016,39,observed_first_rep07,0.0,-1.3770009413949296,-6113.785389181955,4439.787303112913,True,18.67854289391924,19.6266086902205,8.354428260304303e-14,29400.815555027897
2016,39,observed_first_rep08,0.0,-1.0334895043014518,-4584.151404102962,4435.499101614496,True,18.653338644799575,19.187388922550205,1.7513768213461844e-14,29406.949598323758
2016,39,observed_first_rep09,0.0,-0.9091945519740833,-4031.575145111214,4434.133718261382,True,18.636984548914853,19.05030191558453,1.5348421178451588e-07,29408.22452734734
2016,39,observed_second_mean,0.0,-1.0469405023339635,-4643.8703518693255,4435.550861631057,True,18.66822930415905,19.216271511872694,4.757305660518796e-14,29407.289545386917
2016,39,observed_second_rep00,0.0,-1.0576742758694897,-4691.449841074859,4435.519632685642,True,18.694878619827048,19.254216056745072,2.2659651932599445e-13,29407.99627910319
2016,39,observed_second_rep01,0.0,-1.0788027885167264,-4785.792332892961,4436.096169398534,True,18.647066226301952,19.228973954557684,1.6298074001497298e-13,29405.90576966998
2016,39,observed_second_rep02,0.0,-0.9188080444957445,-4074.054671132424,4433.970681754123,True,18.678843182673532,19.10094729398858,1.4774852585830445e-07,29409.532241733123
2016,39,observed_second_rep03,0.0,-1.0032140897071964,-4449.237844376685,4434.880393444873,True,18.69399278636739,19.197212041260908,1.532107773982716e-13,29408.780490131983
2016,39,observed_second_rep04,0.0,-1.1264377853188963,-4997.364459664517,4436.316280186644,True,18.69851403646711,19.33294507856418,8.271161533457416e-14,29407.031724287655
2016,39,observed_second_rep05,0.0,-1.015116930244651,-4502.525583682367,4435.370613599648,True,18.640559834974898,19.15579102600956,7.6216810640517e-14,29406.71308061294
2016,39,observed_second_rep06,0.0,-1.0283784437390642,-4561.268069816613,4435.292794154525,True,18.673953075874962,19.202734187648552,1.8013368574543165e-13,29407.778021996328
2016,39,observed_second_rep07,0.0,-0.9773842538816221,-4334.68795565511,4434.888165952892,True,18.644253222682835,19.121893212550702,9.120482147295661e-14,29407.479057651337
2016,39,observed_second_rep08,0.0,-1.0857794062796282,-4816.647828587445,4436.008667781961,True,18.669829476842143,19.259287936392614,6.550315845288424e-14,29406.717177284387
2016,39,observed_second_rep09,0.0,-1.1557128480612173,-5127.194737709346,4436.273002653577,True,18.78019072173529,19.448026815322176,6.572520305780927e-14,29408.74554091756
2016,39,observed_both_mean,0.0,-1.399767158509393,-6214.666315116935,4439.642476572149,True,18.715849337074793,19.695523386095523,5.259681579161679e-14,29402.55896009414
2016,39,observed_both_rep00,0.0,-1.4264867515980642,-6333.866003397832,4440.039655275393,True,18.714270298572345,19.731702524814743,6.727951529228449e-14,29401.837120128203
2016,39,observed_both_rep01,0.0,-1.3732437242520308,-6096.546961281418,4439.382295393885,True,18.70385867864484,19.646757841743632,3.6137759451548845e-14,29402.605810608802
2016,39,observed_both_rep02,0.0,-1.314742389811013,-5836.22769098916,4438.9309267538865,True,18.6744969881008,19.538770763883786,8.104628079763643e-14,29402.360893546214
2016,39,observed_both_rep03,0.0,-1.4195834475806757,-6302.795242499869,4439.745312131829,True,18.73704121307791,19.744649795400427,1.0591527654923993e-13,29403.010797191495
2016,39,observed_both_rep04,0.0,-1.4134813506824428,-6275.390292520133,4439.524967780737,True,18.75505850540208,19.75402326976561,5.306866057708248e-14,29403.765856222344
2016,39,observed_both_rep05,0.0,-1.5231317555068284,-6765.160390597531,4441.456326886369,True,18.716226515227056,19.876191687543713,1.2867484855405564e-13,29398.95597513298
2016,39,observed_both_rep06,0.0,-1.2322703242494917,-5468.58906607913,4437.689776434231,True,18.689153808540084,19.448398884553058,5.706546346573305e-14,29404.87440770081
2016,39,observed_both_rep07,0.0,-1.3985007520939516,-6209.580633653194,4440.026545493803,True,18.6840434401356,19.661945616939274,1.1712852909795402e-13,29400.578495422702
2016,39,observed_both_rep08,0.0,-1.1633651139590493,-5161.825334870073,4436.8586202688275,True,18.684736157909917,19.361445352098393,1.325606291402437e-13,29405.950040482745
2016,39,observed_both_rep09,0.0,-1.109144437155862,-4920.021123104724,4435.756702183632,True,18.772427049646105,19.387527740883,1.3433698597964394e-13,29409.254627659982
2016,39,observed_both_poly_mean,0.0,-1.3408815469297584,-5952.27687232913,4438.93999638625,True,18.705385184051558,19.60436684549993,1.6975310046518644e-13,29403.384548144513
2016,39,observed_both_wide_mean,0.0,-1.512627221109805,-6717.224016178401,4440.611567417697,True,18.782652026302017,19.926672581323203,6.916689443414725e-14,29402.69248468966
2016,39,reference_original,-3.1632973263029385e-06,6.8197227077182365,29953.832778143777,4392.961488127385,True,30.63283845679332,53.8871473618772,1.6767032207098964e-10,29271.11822111513
2016,39,reference_first_mean,0.0,6.830849321924654,29998.275558402063,4392.314728195139,True,29.528848410258174,52.859099639677424,1.7861978562905279e-10,29273.75927671776
2016,39,reference_second_mean,0.0,6.7713251739454074,29744.685577269145,4393.462099982003,True,30.46079061011328,53.38621291576668,1.5862067215266507e-10,29271.653773178197
2016,39,reference_both_mean,0.0,6.782441898134493,29789.12156102826,4392.815283398642,True,29.357517629940748,52.358276680725865,1.6913936917717365e-10,29274.29418998399
2016,39,reference_both_poly_mean,0.0,7.493870635932817,32853.55358437482,4384.857731579924,True,30.579563460147114,58.65861201419517,3.8747938191363573e-10,29269.80659900796
2016,39,reference_both_wide_mean,0.0,5.55985435594154,24490.51379445784,4405.470712992567,True,25.47991341660802,40.93590364624908,3.636646539462163e-11,29287.1101690074
2016,40,observed_original,0.0,-0.6823006268043484,-3245.5133908266694,4756.643415047731,True,17.78085823102486,18.013625303693665,1.1885772033259911e-08,44775.438890520025
2016,40,observed_first_mean,0.0,-0.9287370094495275,-4419.745109991792,4758.772051008595,True,17.67750652185745,18.108782738218075,6.053604448275074e-08,44776.44004010019
2016,40,observed_first_rep00,0.0,-1.0337821391548914,-4920.799083987876,4759.879550705495,True,17.707290515312827,18.24164327093066,1.1200094093832824e-07,44773.85362196399
2016,40,observed_first_rep01,0.0,-0.8381199902593078,-3987.7558782265883,4757.882628491711,True,17.676582320604343,18.027804879640474,3.376318305492454e-08,44777.670826933594
2016,40,observed_first_rep02,0.0,-1.103101302021318,-5251.54584623644,4760.5859275719,True,17.722251093300237,18.3306673345608,1.5898584568296847e-07,44772.53512063162
2016,40,observed_first_rep03,0.0,-0.9871132307343575,-4698.085428993621,4759.3075335788535,True,17.668977953609687,18.156174218755098,8.34363517027148e-08,44776.228891225954
2016,40,observed_first_rep04,0.0,-0.8380921011810052,-3987.6316329674473,4757.892714793409,True,17.678891186718133,18.03009037174913,3.3860506815086566e-08,44777.53816760531
2016,40,observed_first_rep05,0.0,-1.1114905385362979,-5291.39935233077,4760.508309697849,True,17.67262922988187,18.290334838509725,1.5663396642912053e-07,44774.820883259985
2016,40,observed_first_rep06,0.0,-0.8381681386746866,-3988.09705545553,4758.016356611072,True,17.718711139284544,18.069974053629238,3.617034363689875e-08,44775.64478387149
2016,40,observed_first_rep07,0.0,-1.0733566591887438,-5109.554724218975,4760.23012745352,True,17.697839675313045,18.273886934225455,1.3483127718483257e-07,44773.90736041752
2016,40,observed_first_rep08,0.0,-0.7138877203200583,-3395.930756800522,4756.872930351063,True,17.747931824603263,18.00274966321515,1.4826305544390905e-08,44776.245668713476
2016,40,observed_first_rep09,0.0,-0.6577849336035926,-3128.7716358480857,4756.452416175053,True,17.802580490251827,18.01892099968977,9.882642038050449e-09,44775.05802084827
2016,40,observed_second_mean,0.0,-0.6772518381372322,-3221.378287373786,4756.467640122932,True,17.732250271600268,17.961585297730398,1.0443989756359073e-08,44777.52314019044
2016,40,observed_second_rep00,0.0,-0.6147243565181508,-2923.547615000083,4755.79805068431,True,17.715195503859576,17.904138521107903,5.359709120966727e-09,44779.42036864818
2016,40,observed_second_rep01,0.0,-0.7755032716688954,-3689.49004202541,4757.455241650906,True,17.742363252371963,18.043065914556543,2.4053044833660664e-08,44775.58315484449
2016,40,observed_second_rep02,0.0,-0.5528367231520318,-2628.9540344432485,4755.327144360494,True,17.76905076802752,17.921864989260257,2.9708039916975792e-09,44778.05748723944
2016,40,observed_second_rep03,0.0,-0.5752913478751129,-2735.811448061048,4755.45832229465,True,17.73211476296123,17.897594830431213,3.5570702494602813e-09,44779.3080833444
2016,40,observed_second_rep04,0.0,-0.6635841495378558,-3156.1998859045066,4756.216854975628,True,17.695352296519594,17.915524258278534,8.472877344178897e-09,44779.587215781285
2016,40,observed_second_rep05,0.0,-0.7378151183282089,-3509.9561981672337,4757.146618917353,True,17.76453012858106,18.036715702997896,1.853256259565228e-08,44775.232268574786
2016,40,observed_second_rep06,0.0,-0.6457220121275311,-3071.2052850443492,4756.161474737534,True,17.734097408849774,17.942575867322788,7.74174041540121e-09,44777.963963176735
2016,40,observed_second_rep07,0.0,-0.692138417702517,-3292.361515648068,4756.718162288096,True,17.77163542108744,18.01116321571731,1.2779763025605462e-08,44775.64165244992
2016,40,observed_second_rep08,0.0,-0.7065454170683562,-3360.897672806135,4756.723604784887,True,17.720785017451433,17.970388230641582,1.3305446189271208e-08,44777.57858450664
2016,40,observed_second_rep09,0.0,-0.5095744600842447,-2422.837815334819,4754.571968023044,True,17.67315279411725,17.802985859302325,1.113371728145296e-09,44784.355028664344
2016,40,observed_both_mean,0.0,-0.9236171786771555,-4395.217117234412,4758.595766675986,True,17.644855463629227,18.071389810003,5.576503440962721e-08,44778.52183695408
2016,40,observed_both_rep00,0.0,-0.9661700335133252,-4598.140197498166,4759.032730810328,True,17.64842073315859,18.11516299998816,7.23889063830585e-08,44777.82951706472
2016,40,observed_both_rep01,0.0,-0.931202332175209,-4431.405011060189,4758.694165140066,True,17.653882479015163,18.087451370739437,5.9237168004155905e-08,44777.81359821128
2016,40,observed_both_rep02,0.0,-0.9738035794513529,-4634.699545849456,4759.268289803926,True,17.69332989400179,18.167476599677922,8.033532393481035e-08,44775.150327884396
2016,40,observed_both_rep03,0.0,-0.8801294537202233,-4187.850133196338,4758.121247742822,True,17.631656675422537,18.018970603075466,4.1149280025076784e-08,44780.09445441993
2016,40,observed_both_rep04,0.0,-0.8192549959040617,-3897.6530122468967,4757.46527760524,True,17.62514475282119,17.96073412697807,2.6313615258954925e-08,44781.68366998165
2016,40,observed_both_rep05,0.0,-1.1668928636700877,-5555.744079752936,4761.011742961533,True,17.669415235045882,18.35023471268797,9.375135978650917e-08,44774.61357449525
2016,40,observed_both_rep06,0.0,-0.8015679080467075,-3813.559144276692,4757.533989269018,True,17.678620924116593,17.99987647972178,2.6251817747402484e-08,44778.168282899154
2016,40,observed_both_rep07,0.0,-1.0831668419215101,-5156.336787130009,4760.30486306051,True,17.69204217824468,18.27866738196379,1.405102867668706e-07,44774.10961665728
2016,40,observed_both_rep08,0.0,-0.7381140787888425,-3511.2356040310206,4756.95308966723,True,17.694046262618663,17.966452459271814,1.6536243568898712e-08,44778.38449876051
2016,40,observed_both_rep09,0.0,-0.4850785292237783,-2306.2748851450006,4754.381255102979,True,17.68630988417812,17.80396047393507,8.000249351880484e-10,44783.9751561414
2016,40,observed_both_poly_mean,0.0,-0.8832334581731063,-4202.716847266641,4758.23092314851,True,17.65395011002863,18.044000780846844,4.3905914681729996e-08,44778.413184740755
2016,40,observed_both_wide_mean,0.0,-0.8701659821205266,-4140.212173984729,4757.858549062865,True,17.609662652993407,17.988257071213297,3.5590732222479105e-08,44782.65503531056
2016,40,reference_original,5.856494240119581e-07,-0.37291028761412204,-1774.39089549589,4758.182268336329,True,38.09414939669729,38.16368043800151,3.552713678800501e-14,44906.22380190912
2016,40,reference_first_mean,0.0,-0.16536566426737112,-786.4787953288884,4755.979377451413,True,37.07155798429884,37.085230885758136,2.353672812205332e-14,44911.69915355639
2016,40,reference_second_mean,0.0,-0.3876950355750849,-1844.7755706103153,4758.272222037198,True,37.77014434578881,37.84529806609359,7.815970093361102e-14,44906.87239200667
2016,40,reference_both_mean,0.0,-0.18015667540569663,-856.841322695733,4756.069316253964,True,36.75185143113815,36.768079644984766,1.127986593019159e-13,44912.348266211215
2016,40,reference_both_poly_mean,0.0,0.3240973420234657,1540.013928118818,4751.738718861619,True,40.24043572872015,40.29295527227349,1.949551631241775e-13,44901.873509484925
2016,40,reference_both_wide_mean,0.0,-0.7223223088222412,-3438.2558435761057,4759.920424919687,True,28.985258134140768,29.246132893051914,6.483702463810914e-14,44925.62590674868
2016,41,observed_original,0.0,-0.6767313461540024,-3267.1095782838775,4827.688748775568,True,18.482777989783255,18.71176064721696,1.5950869558523095e-07,63416.54520206133
2016,41,observed_first_mean,0.0,-0.6426620987388822,-3102.346366030989,4827.250748962745,True,18.639229438197795,18.845736724775527,1.4534043812908237e-07,63425.7585229498
2016,41,observed_first_rep00,0.0,-0.7656517654160744,-3696.7514772014665,4828.1388887288595,True,18.760120275821848,19.053231588764223,1.7141843500212417e-13,63424.750284274945
2016,41,observed_first_rep01,0.0,-0.5824681375154138,-2811.528022761505,4826.843392925586,True,18.550964944818077,18.720599510428414,1.6480010500696807e-07,63424.98092577332
2016,41,observed_first_rep02,0.0,-0.8286368819484697,-4001.2356546729393,4828.585254335399,True,18.839724394533945,19.183043935596586,1.3367085216486885e-13,63424.79168581961
2016,41,observed_first_rep03,0.0,-0.6547113306595268,-3160.548225245747,4827.304368434835,True,18.6920976007109,18.906421063957882,1.51736158082727e-07,63427.217834712385
2016,41,observed_first_rep04,0.0,-0.5875335447738123,-2836.004179734797,4826.886683014307,True,18.55390630999918,18.726504143116422,1.679546611788041e-07,63424.85307483665
