model,scenario,background_toy_index,mass_GeV,inj_nsigma,strength,role,attempt,optimizer_seed,optimizer_restarts,fit_ok,refit_fallback_used,error,gp_lml,gp_ls,gp_const,gp_const_lo,gp_const_hi,gp_ls_lo,gp_ls_hi,gp_ls_init,gp_const_init,sigma_A,sigmaA_reference,A_hat,Zhat,pull,amplitude_nll,n_blind,integral_density,A_per_eps2_unit,optimizer_warning_count,optimizer_warnings,n_train,n_train_low,n_train_high,train_domain_lo,train_domain_hi,bin_width_median,n_zero_train,min_y_train,max_y_train,training_counts_sha256,ls_at_lower,ls_at_upper,const_at_lower,const_at_upper,covariance_valid,covariance_min_eigenvalue,covariance_min_eigenvalue_relative,optimizer_selection_pull_blind,selected_extraction_upper_factor,signal_seed,reference_attempt_selected,reference_gp_lml,reference_gp_ls,reference_gp_const,Nsig_full,Nsig_win,Nsig_train,signal_counts_sha256,optimizer_trigger_reasons
knot_spline,2021_1pct,15,0.065,0.0,0.0,reference_bonly,0,1158725664,12,True,False,,1194.20167081636,0.803001828912564,131.6159324167443,1e-08,1e+18,0.03533208047215282,0.803001828912564,0.16843908465206228,1.0,1382.5271376087383,1381.8557788034404,1340.5490922068766,0.9696367295368479,0.9696367295368479,-14093832.149651056,16,137150695.92141834,274531036.7780699,1,ConvergenceWarning: The optimal value found for dimension 0 of parameter k2__length_scale is close to the specified upper bound 0.803001828912564. Increasing the bound and calling fit again may find a better value.,400,32,368,0.04,0.3,0.0006250000000000006,0,398.0,102825.0,36ccf01715ca2bb2eda0545932eb75cb74a4902ffaac80668595fe79b6bfd0f7,False,True,False,False,True,-0.006321823598830086,-7.240587695002992e-07,True,25.0,,,,,,,,,,
knot_spline,2021_1pct,15,0.065,1.0,1382.5269565085373,injected_refit,0,3888832530,12,True,False,,1194.1576120156767,0.803001828912564,131.58712802024198,1e-08,1e+18,0.03533208047215282,0.803001828912564,0.16843908465206228,1.0,1383.2387105952607,1382.5269565085373,2642.5507946514986,1.9104083585936569,0.9109229148168682,-14108936.718706533,16,137150695.92141834,274531036.7780699,1,ConvergenceWarning: The optimal value found for dimension 0 of parameter k2__length_scale is close to the specified upper bound 0.803001828912564. Increasing the bound and calling fit again may find a better value.,400,32,368,0.04,0.3,0.0006250000000000006,0,398.0,102825.0,72c3498a3dfb7dbe1c65ce23ef16828f4662535c2c615cfaf4c75c4065de1491,False,True,False,False,True,-0.005125091908360084,-5.869834429431457e-07,True,25.0,68539318.0,2.0,1194.2016710186845,0.803001828912564,131.61398791125035,1355.0,1330.0,25.0,bcdb1cb2c3d735ee7564d316b55b3cb0e393b5e8713aa1568f03d4b812972dd7,near_upper_length_bound
knot_spline,2021_1pct,15,0.065,3.0,4147.580869525612,injected_refit,0,1286462258,12,True,False,,1194.0656841031562,0.803001828912564,131.52736216274388,1e-08,1e+18,0.03533208047215282,0.803001828912564,0.16843908465206228,1.0,1384.7607897472824,1382.5269565085373,5577.710101122903,4.027923192525425,1.0327626563272987,-14141125.607757647,16,137150695.92141834,274531036.7780699,1,ConvergenceWarning: The optimal value found for dimension 0 of parameter k2__length_scale is close to the specified upper bound 0.803001828912564. Increasing the bound and calling fit again may find a better value.,400,32,368,0.04,0.3,0.0006250000000000006,0,398.0,102825.0,8cfe82026bc3efa1a212c478fe0545f564c5eaa8a83493462a5ff9c7142c837c,False,True,False,False,True,-0.005618216015745948,-6.434439480360639e-07,True,25.0,1054812031.0,2.0,1194.2016710186845,0.803001828912564,131.61398791125035,4235.0,4164.0,71.0,4da9207ecd9c774f61d9c914b447d984c7f477f67dd384e3a27e8dad3619b233,near_upper_length_bound
knot_spline,2021_1pct,15,0.065,5.0,6912.6347825426865,injected_refit,0,989467438,12,True,False,,1193.919386570527,0.803001828912564,131.44007793392075,1e-08,1e+18,0.03533208047215282,0.803001828912564,0.16843908465206228,1.0,1386.0883644708176,1382.5269565085373,8030.610429981261,5.793721840416139,0.8065688134287144,-14170058.428954152,16,137150695.92141834,274531036.7780699,1,ConvergenceWarning: The optimal value found for dimension 0 of parameter k2__length_scale is close to the specified upper bound 0.803001828912564. Increasing the bound and calling fit again may find a better value.,400,32,368,0.04,0.3,0.0006250000000000006,0,398.0,102825.0,247f8a176e3a2e69f07e528f5f55b7f665af829a5baff20ae61f2647eaa2df3c,False,True,False,False,True,-0.004174640136215742,-4.780896884480465e-07,True,25.0,2163279630.0,2.0,1194.2016710186845,0.803001828912564,131.61398791125035,6857.0,6710.0,147.0,8e1e2a976a66e74ddc5d4a0dabf566f5485b6f49282012521151dae1dd491deb,near_upper_length_bound
knot_spline,2021_1pct,15,0.09,0.0,0.0,reference_bonly,0,3101537385,12,True,False,,1187.0653023705208,0.6633670469044173,56.403305696026166,1e-08,1e+18,0.02918815006379436,0.6633670469044173,0.13914904567557138,1.0,1431.262872682788,1429.3219727988526,3604.5427730311944,2.5184351818438264,2.5184351818438264,-17845642.993728776,18,151908206.8102001,421021064.09273475,1,ConvergenceWarning: The optimal value found for dimension 0 of parameter k2__length_scale is close to the specified upper bound 0.6633670469044173. Increasing the bound and calling fit again may find a better value.,398,71,327,0.04,0.3,0.0006250000000000006,0,398.0,102825.0,ec4f67d6aa9fd0fba920ad4ff89377a517b8b401b921eacce2647909ca9b2c6d,False,True,False,False,True,-0.0017723429400587226,-3.3330945464778665e-07,True,25.0,,,,,,,,,,
knot_spline,2021_1pct,15,0.09,1.0,1431.263093950297,injected_refit,0,1683141213,12,True,False,,1186.98501274819,0.6633670469044173,56.35639693706104,1e-08,1e+18,0.02918815006379436,0.6633670469044173,0.13914904567557138,1.0,1431.918730674724,1431.263093950297,5040.900457966128,3.520381673889301,2.5208395467492486,-17861494.9069014,18,151908206.8102001,421021064.09273475,1,ConvergenceWarning: The optimal value found for dimension 0 of parameter k2__length_scale is close to the specified upper bound 0.6633670469044173. Increasing the bound and calling fit again may find a better value.,398,71,327,0.04,0.3,0.0006250000000000006,0,398.0,102825.0,3d3acda1f842c4af5b047c8868a1b755a754313f12e2f5f0c17d9e1f7a25ca6a,False,True,False,False,True,-0.0016153824432392219,-3.037963241520276e-07,True,25.0,2475425100.0,2.0,1187.0653024270468,0.6633670469044173,56.40430793157205,1424.0,1383.0,41.0,501372f5dc9bf3553842164cdb9707d93ef45792da71ac1a8da49b55a3942eb7,near_upper_length_bound
knot_spline,2021_1pct,15,0.09,3.0,4293.789281850891,injected_refit,0,1829836996,12,True,False,,1186.8078097259913,0.6633670469044173,56.34792123183765,1e-08,1e+18,0.02918815006379436,0.6633670469044173,0.13914904567557138,1.0,1433.2342354036944,1431.263093950297,7799.921593227912,5.442182024790201,2.446307954951593,-17893432.452745713,18,151908206.8102001,421021064.09273475,1,ConvergenceWarning: The optimal value found for dimension 0 of parameter k2__length_scale is close to the specified upper bound 0.6633670469044173. Increasing the bound and calling fit again may find a better value.,398,71,327,0.04,0.3,0.0006250000000000006,0,398.0,102825.0,8aea15077a304a44562e4f0a59ce50ebb4509037590fc134bcac865b4f9a0324,False,True,False,False,True,-0.002125774134970281,-3.9977473119037515e-07,True,25.0,2786569048.0,2.0,1187.0653024270468,0.6633670469044173,56.40430793157205,4260.0,4169.0,91.0,7f0e65f97fb720888309fb2decefec5a1e3e3c731142df54effabbe71d5d31f3,near_upper_length_bound
knot_spline,2021_1pct,15,0.09,5.0,7156.315469751485,injected_refit,0,3304465992,12,True,False,,1186.7840301510746,0.6633670469044173,56.3077209841739,1e-08,1e+18,0.02918815006379436,0.6633670469044173,0.13914904567557138,1.0,1434.6065714644478,1431.263093950297,10723.432792326812,7.474824809550622,2.4864777518299044,-17926189.208431773,18,151908206.8102001,421021064.09273475,1,ConvergenceWarning: The optimal value found for dimension 0 of parameter k2__length_scale is close to the specified upper bound 0.6633670469044173. Increasing the bound and calling fit again may find a better value.,398,71,327,0.04,0.3,0.0006250000000000006,0,398.0,102825.0,9fd72eb948b1a6ef6d8e86608f1abe91cf481cce1d24e7e933d117c10bb895c9,False,True,False,False,True,-0.0017167317114518028,-3.2285444177921803e-07,True,25.0,1263949032.0,2.0,1187.0653024270468,0.6633670469044173,56.40430793157205,7153.0,7026.0,127.0,68361cec1a7cac3d31dddb535d4b35ac0dede55f9487533d3072e6479799ddf2,near_upper_length_bound
knot_spline,2021_1pct,15,0.12,0.0,0.0,reference_bonly,0,1520448909,12,True,False,,1171.6316941008752,0.6010193543400821,40.60064997437117,1e-08,1e+18,0.026444851590963617,0.6010193543400821,0.12607088335067795,1.0,1179.386068714433,1180.7928769163336,-3163.2831577501347,-2.6821439066159316,-2.6821439066159316,-12153414.799307456,22,88852824.74500659,328346629.91384065,1,ConvergenceWarning: The optimal value found for dimension 0 of parameter k2__length_scale is close to the specified upper bound 0.6010193543400821. Increasing the bound and calling fit again may find a better value.,394,117,277,0.04,0.3,0.0006250000000000006,0,398.0,102825.0,c7f25a65f21183b916e4e96d363362c65b28d616d973ab8a5386e1759726c72b,False,True,False,False,True,-0.0006695569975859978,-2.6748888786092445e-07,True,25.0,,,,,,,,,,
knot_spline,2021_1pct,15,0.12,1.0,1179.386068714433,injected_refit,0,835492280,12,True,False,,1171.6057151469643,0.6010193543400821,40.61685409992648,1e-08,1e+18,0.026444851590963617,0.6010193543400821,0.12607088335067795,1.0,1180.0603076839218,1179.386068714433,-1963.0255250139387,-1.6634959351075247,-2.662924575351503,-12166282.059747815,22,88852824.74500659,328346629.91384065,2,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html | ConvergenceWarning: The optimal value found for dimension 0 of parameter k2__length_scale is close to the specified upper bound 0.6010193543400821. Increasing the bound and calling fit again may find a better value.",394,117,277,0.04,0.3,0.0006250000000000006,0,398.0,102825.0,a7e5fa4e08b6cb035ac9e2e2a35c6d6ab8eb7808d4a9e3d085f26b16221dffdf,False,True,False,False,True,-0.0006675852660027844,-2.6669330304325255e-07,True,25.0,3773486548.0,0.0,1171.6316941008752,0.6010193543400821,40.60064997437117,1201.0,1178.0,23.0,4fb80cab731ae53e3a95e3bd98b0a62b597c1b7e6e12ea09f52ea56f5f5724cc,near_upper_length_bound
knot_spline,2021_1pct,15,0.12,3.0,3538.1582061432987,injected_refit,0,790763157,12,True,False,,1171.640337325798,0.6010193543400821,40.641569664668616,1e-08,1e+18,0.026444851590963617,0.6010193543400821,0.12607088335067795,1.0,1181.3207374157419,1179.386068714433,265.7626515329097,0.22497078322208433,-2.7701160666738858,-12190185.79943519,22,88852824.74500659,328346629.91384065,1,ConvergenceWarning: The optimal value found for dimension 0 of parameter k2__length_scale is close to the specified upper bound 0.6010193543400821. Increasing the bound and calling fit again may find a better value.,394,117,277,0.04,0.3,0.0006250000000000006,0,398.0,102825.0,3f4401c9853e4ec2bdec9596343690e656296d44bc4f71cca7d766d3791e3570,False,True,False,False,True,-0.0008157516926453129,-3.258699998900877e-07,True,25.0,1366412742.0,0.0,1171.6316941008752,0.6010193543400821,40.60064997437117,3422.0,3366.0,56.0,02885f6a253fa94176680529b21c2c30f7a60602eeea600d3ba3f5416b42a33e,near_upper_length_bound
