dataset,mass_GeV,sigma_val,blind_lo,blind_hi,A_up,eps2_up,p0_analytic,Z_analytic,A_hat,sigma_A,extract_success,cls_statistic,cls_calibration,signal_model,global_method,visibility,kernel_str,ls_lo,ls_hi,ls_init,ls_opt,sigma_x,const_opt,lml,n_train,ls_lo_over_sigma_x,ls_hi_over_sigma_x,ls_opt_over_sigma_x,ls_lo_over_sigma,ls_hi_over_sigma,ls_opt_over_sigma
2016,0.039,0.0017496509804900001,0.0350632852938975,0.0429367147061025,5701.066749724163,1.148906431350214e-05,0.5,0.0,-4335.18170488879,4535.610030560918,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.89**2 * RBF(length_scale=0.39),0.0394970657621359,0.8777125724919088,0.1861909535825154,0.3897154595065073,0.04388562862459544,79.03681943666658,2360.8063567806475,688,0.9000000000000001,20.0,8.880252413385588,22.574254066987987,501.6500903775107,222.7389712874994
2016,0.04,0.0017829184000000002,0.0359884336,0.0440115664,6524.442017666255,1.057812678884161e-05,0.5,0.0,-3330.9114091467204,4877.772621509108,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,9.57**2 * RBF(length_scale=0.398),0.03924733606075055,0.8721630235722344,0.1850137164804269,0.39838139248876225,0.04360815117861172,91.63039878075324,2355.9749340672915,688,0.9,20.0,9.135479989900476,22.01297381907694,489.1771959794875,223.4434242693116
2016,0.041,0.0018162700852900004,0.0369133923080975,0.0450866076919025,6623.34015182907,8.901360351958276e-06,0.5,0.0,-3366.3478784825825,4964.935945996254,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,9.73**2 * RBF(length_scale=0.409),0.03901149524464547,0.866922116547677,0.1839019522114371,0.4085292745121986,0.04334610582738385,94.77021234220146,2353.247315105388,688,0.9000000000000001,20.0,9.424820677988349,21.47890644711939,477.3090321582086,224.9276018037645
2016,0.042,0.0018497161774400001,0.037838138600760005,0.04616186139924,8751.922798606323,1.0006253505207532e-05,0.4836161797152796,0.04107969819804003,212.72385385833957,5239.726534928619,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,9.44**2 * RBF(length_scale=0.397),0.03878876514198728,0.8619725587108285,0.18285199243834388,0.3970041008662861,0.04309862793554142,89.16645744090535,2339.874118528038,686,0.9,20.0,9.211525282430056,20.970117261811904,466.00260581804235,214.62973925855923
2016,0.043,0.00188326655089,0.038762650260497494,0.0472373497395025,9794.620291681922,9.72496434408145e-06,0.4041256926267147,0.2426824741476774,1323.2503784112137,5453.833431517173,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,9.2**2 * RBF(length_scale=0.393),0.03857843428468515,0.85729853965967,0.18186048326840312,0.39275465398287357,0.0428649269829835,84.63490876961133,2338.0682834979752,686,0.9000000000000001,20.0,9.162611058191914,20.484850785701916,455.2189063489314,208.5496892605374
2016,0.044,0.0019169308134400003,0.03968690566976,0.048313094330239996,11091.588993910667,9.739537576852819e-06,0.3318449743086494,0.4348243228192743,2558.0992499257695,5690.370555607291,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,9.08**2 * RBF(length_scale=0.393),0.038379850355610756,0.8528855634580168,0.18092434964918197,0.3927851896613131,0.04264427817290084,82.39621987970251,2336.4452938217573,686,0.9,20.0,9.210736035178485,20.021510472115974,444.9224549359105,204.90316442691332
2016,0.045,0.00195071830625,0.0406108838109375,0.0493891161890625,16061.508373487703,1.2663324122498083e-05,0.05594189900350848,1.5897826855528736,8764.629074078604,5521.070206274308,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,10.8**2 * RBF(length_scale=0.437),0.03819241363910777,0.8487203030912838,0.1800407644939646,0.43734436015660955,0.04243601515456419,116.94524127985333,2321.809081928037,684,0.9,20.0,10.305971438733714,19.57864111734701,435.0809137188225,224.19657351621757
2016,0.046,0.0019846381038400003,0.04153456426636,0.05046543573364,11520.70538688362,8.280027711107574e-06,0.3725547282078783,0.32509462556259966,2015.8335371633386,6218.7602042585395,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.89**2 * RBF(length_scale=0.384),0.03801557132270239,0.8447904738378309,0.17920712181975806,0.38366037131765846,0.042239523691891545,79.08204245240452,2320.8332270874516,684,0.9,20.0,9.082971060852831,19.15491355786605,425.66474573035663,193.31502835470542
2016,0.047,0.00201869901409,0.0424579272182975,0.0515420727817025,10773.701339448131,7.124661838940309e-06,0.4403736367585724,0.1500219805825065,909.0018567055282,6229.406681003301,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,9.03**2 * RBF(length_scale=0.386),0.037848812523726454,0.8410847227494767,0.17842101330256868,0.38600156449084716,0.04205423613747383,81.58030231532416,2323.3980663064585,684,0.9000000000000001,20.0,9.178660699697922,18.749111313549705,416.64691807888227,191.2130346310448
2016,0.048,0.00205290957824,0.04338095344896,0.05261904655104,9379.145009712549,5.759283699533754e-06,0.5,0.0,-1558.1894384271263,6238.367898767204,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,9.08**2 * RBF(length_scale=0.388),0.03769166393552248,0.8375925319004995,0.17768020775341586,0.38811512505448686,0.04187962659502498,82.44220193511362,2325.7041265879016,684,0.9,20.0,9.267396980578436,18.360118894197125,408.00264209326946,189.0561226701595
2016,0.049,0.00208727807089,0.044303624340497505,0.0536963756595025,8580.474410458419,4.934452849778929e-06,0.5,0.0,-4142.341133520495,6369.314664015381,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,9.17**2 * RBF(length_scale=0.39),0.037543686005039725,0.8343041334453272,0.17698263309934711,0.39027364233479445,0.04171520667226636,84.08923294299183,2321.8100448306545,682,0.9,20.0,9.355668435277373,17.98691153260254,399.70914516894527,186.97731163744015
2016,0.05,0.0021218125,0.045225921875000005,0.054774078125,8484.23260869236,4.601632081166502e-06,0.5,0.0,-4869.567287486927,6479.12577183748,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,9.13**2 * RBF(length_scale=0.389),0.03740446956769117,0.8312104348375815,0.17632636052000183,0.38885833010528065,0.041560521741879075,83.32970454976179,2320.4657263627087,682,0.9,20.0,9.35643523727571,17.6285461451901,391.7454698931133,183.2670559275528
2016,0.051,0.00215652060689,0.0461478286344975,0.055852171365502495,9593.37321724035,4.946244474277003e-06,0.5,0.0,-2425.2882852412026,6604.640986970575,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,9.05**2 * RBF(length_scale=0.386),0.03727363287692405,0.8283029528205343,0.17570959044487225,0.38645146279178855,0.04141514764102672,81.98231611497485,2320.0557508030283,682,0.9,20.0,9.331162263175457,17.28415335231958,384.0922967182129,179.2013772356689
2016,0.052,0.0021914098662399995,0.04706932780096,0.056930672199039994,12271.986198303039,6.03930648654315e-06,0.404337608108854,0.24213544224567787,1653.9078982581334,6827.533404335258,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.7**2 * RBF(length_scale=0.38),0.037150818975548554,0.82557375501219,0.1751306401616283,0.3801850516312378,0.0412786877506095,75.71098097975711,2312.872628310822,680,0.9000000000000001,20.0,9.210201979485749,16.952930416112245,376.73178702471654,173.48879252951238
2016,0.053,0.0022264874860900004,0.0479904031562975,0.0580095968437025,14143.791970743629,6.676618560307039e-06,0.26480294841783225,0.628607732402543,4279.239140451571,6811.339718680835,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.83**2 * RBF(length_scale=0.384),0.037035693363838766,0.8230154080853058,0.17458793282344004,0.3843609907265276,0.04115077040426529,77.95252030235825,2312.905724602266,680,0.9000000000000001,20.0,9.34031093344217,16.63413497503111,369.6474438895802,172.63110308403984
2016,0.054,0.0022617604078400003,0.04891103908236,0.05908896091764,15257.645859868424,6.940367897701383e-06,0.20047146719061287,0.8399383846459683,5711.017013436439,6799.597024379654,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,9.13**2 * RBF(length_scale=0.386),0.03692794192605447,0.8206209316900992,0.17407998767450752,0.3863648550382558,0.04103104658450496,83.35771739397126,2312.3168690998823,680,0.9000000000000001,20.0,9.41640263166388,16.327079472277507,362.82398827283345,170.82483790015468
2016,0.055,0.0022972353062500005,0.0498312205609375,0.0601687794390625,13572.465185137433,5.9808865249737775e-06,0.3031352919278877,0.5154042204780659,3467.047414983935,6835.172357502172,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,9.25**2 * RBF(length_scale=0.39),0.036827269082600055,0.8183837573911124,0.17360541133925456,0.390104493113338,0.04091918786955562,85.55201564350112,2302.997530383862,678,0.8999999999999999,20.0,9.533534594013304,16.0311261899926,356.24724866650223,169.81477345920794
2016,0.056,0.0023329185894400005,0.05075093317376,0.061249066826240005,14015.552212261142,5.997325566913113e-06,0.2937390878207843,0.5424940929882316,3779.164821983025,6967.248010733171,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.59**2 * RBF(length_scale=0.377),0.036733396139698685,0.816297691993304,0.1731628900426179,0.37727080171184246,0.0408148845996652,73.72083284331673,2301.0917625874868,678,0.9,20.0,9.243461188542407,15.74568281378231,349.90406252849573,161.71623108477328
2016,0.057,0.00236881639889,0.0516701631024975,0.0623298368975025,10597.645251737486,4.418135223973624e-06,0.4986329563528145,0.003426676964750537,-1245.406031402821,6878.425105541068,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,9.12**2 * RBF(length_scale=0.387),0.0366460598124025,0.8143568847200555,0.17275118264745085,0.3867082492692448,0.040717844236002776,83.16706844080308,2295.4174849306614,678,0.9,20.0,9.497267267585762,15.470198462647598,343.7821880588355,163.24956609150956
2016,0.058,0.0024049346094400003,0.052588897128760005,0.06341110287124001,9839.539377628775,4.0099748831612465e-06,0.5,0.0,-3342.792512980563,6988.359426473771,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,9.09**2 * RBF(length_scale=0.386),0.03656501090007338,0.8125557977794085,0.17236911441067942,0.38565947535269246,0.04062778988897042,82.70566265968651,2281.806304829934,676,0.8999999999999999,20.0,9.492504426321029,15.204160128323698,337.87022507386,160.3617303517849
2016,0.059,0.0024412788292900002,0.053507122634097494,0.06449287736590249,9182.8750492437,3.671470522169942e-06,0.5,0.0,-5195.260849277721,7012.632058788839,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,9.19**2 * RBF(length_scale=0.386),0.03649001309630249,0.810889179917833,0.17201557137320944,0.38596126941363534,0.04054445899589165,84.50528042944644,2277.408733920744,676,0.9,20.0,9.519457873460455,14.947089475606896,332.1575439023755,158.09798732653775
2016,0.06,0.0024778544,0.054424827599999996,0.06557517239999999,9036.333875008604,3.550949130976248e-06,0.5,0.0,-6219.594743682793,7080.2702571841855,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.93**2 * RBF(length_scale=0.381),0.03642084191762081,0.8093520426137957,0.17168949530981956,0.38090008349274573,0.040467602130689784,79.7108753218132,2277.667429872428,676,0.9,20.0,9.41246981381877,14.698539961678462,326.6342213706325,153.7217374405638
2016,0.061,0.00251466639649,0.0553420006078975,0.0666579993921025,9189.946528511133,3.558725202258811e-06,0.5,0.0,-5836.641915325268,7111.12494745624,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,9.09**2 * RBF(length_scale=0.384),0.036357283737405946,0.807939638609021,0.17138987917495419,0.3840400274837312,0.04039698193045105,82.56580535360779,2269.2537942598633,674,0.9,20.0,9.50665146581764,14.458094237929076,321.2909830650906,152.7200697554867
2016,0.062,0.0025517196270400003,0.056258630839159995,0.06774136916084,8989.971080213938,3.437412895271251e-06,0.5,0.0,-6625.065907702402,7142.620598626697,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.71**2 * RBF(length_scale=0.379),0.03629913491314185,0.8066474425142633,0.1711157629885864,0.37853316371561607,0.04033237212571317,75.87292817242243,2271.0256503668174,674,0.9,20.0,9.38534342923731,14.225361802483338,316.11915116629643,148.34433991273377
2016,0.063,0.00258901863329,0.0571747080750975,0.0688252919249025,8785.683997406031,3.324803673576272e-06,0.49990260198329145,0.000244140625,-7635.074896024412,7153.0608052544685,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.54**2 * RBF(length_scale=0.375),0.03624620099668135,0.8054711332595854,0.17086623011335986,0.37452526954263576,0.04027355666297927,72.89465034412727,2267.399479755821,674,0.9000000000000001,20.0,9.299533008141575,13.999976875647828,311.1105972366184,144.65916340922857
2016,0.064,0.0026265676902400004,0.05809022269696,0.06990977730304,10039.554663528037,3.7709291892603297e-06,0.5,0.0,-3106.060538222184,7052.498108516033,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,9.2**2 * RBF(length_scale=0.387),0.03619829601845708,0.804406578187935,0.1706404038803267,0.3871672013806631,0.04022032890939675,84.58298330301596,2256.0309183215377,672,0.9000000000000001,20.0,9.62615701758243,13.781596473970747,306.25769942157217,147.40423512378086
