mass_GeV,mass_MeV,A_up,eps2_up,p0_analytic,Z_analytic,A_hat,sigma_A,integral_density,lml,ls_opt,const_opt
0.050000000000000003,50,14076.75044286111,2.1149127981810751e-05,0.058371436119375203,1.5685927097527239,7649.1927643031368,4880.8446079672476,432274745.50351012,1685.0040425260472,0.28436620750462188,50.447280580811253
0.050999999999999997,51,9268.0284698738596,1.1668772131417258e-05,0.40763754858564422,0.23362631427278871,1205.2493158200707,5164.5146228531439,505722115.71658146,1686.027476145659,0.27729480952250912,49.77046247239857
0.051999999999999998,52,7720.0997492196184,8.2764944988396761e-06,0.5,0,-3095.8155137858062,5572.9144651664201,582496150.29128814,1679.0304808184917,0.27183748080359171,49.007164665064067
0.052999999999999999,53,7270.3353788938612,6.7289176291044107e-06,0.5,0,-4481.0997571011058,5609.1330022848188,661992830.05194449,1682.7102838321584,0.2731179500478787,49.079693556567605
0.053999999999999999,54,7982.6076836478132,6.456982786488673e-06,0.5,0,-3390.9280095029703,5845.2405022931061,743432117.46763396,1681.4649462631833,0.2713544695961479,49.190779325273461
0.055,55,8388.3278359221767,5.9968691045517622e-06,0.5,0,-3669.5939531086615,6139.9317755596567,825863093.24217498,1676.6819355627258,0.27503254868938709,49.88250958030217
0.056000000000000001,56,10871.052344357502,6.9385007217958604e-06,0.43470812155741051,0.1644000259900594,1020.0088659833064,6253.6663731572844,908527012.00900602,1680.6449457803087,0.271588651210314,49.801587791290537
0.057000000000000002,57,12469.590730446451,7.1696041692741517e-06,0.3536623433085857,0.37545153136663068,2606.1408912047132,6529.0718236969324,990836705.92228758,1675.95236524857,0.27102278119911738,49.683660245036613
0.058000000000000003,58,11053.043490409247,5.7705225004781229e-06,0.47327888931729578,0.067030052405554097,257.38147384098323,6582.3146673768169,1072404600.9264188,1676.9614676108729,0.27236885889172541,50.629131565425617
0.058999999999999997,59,9930.9742901863756,4.7444861409044493e-06,0.49993112920156918,0.00017263349150060001,-2265.1596477486291,6779.2185476378736,1152048029.9981143,1676.3065797531858,0.2700108043700758,49.994897045350093
0.059999999999999998,60,8977.4032837645627,3.9532154006890626e-06,0.5,0,-5649.9572376747474,6949.0075743733223,1229048236.8518496,1675.4106595039771,0.26799462959907427,48.894710172984688
0.060999999999999999,61,8905.8845090756968,3.6384172056574858e-06,0.5,0,-7150.2655308555677,7128.6942707951912,1303030703.663672,1669.3097081230994,0.27019471047848381,49.689425170645045
0.062,62,11148.068617002198,4.2508218435825839e-06,0.49983130168985601,0.00042286396669160003,-355.69447889390489,6921.0070975519575,1373583173.6839688,1677.7759970072248,0.27880764306719019,52.425856923542021
0.063,63,14631.86803423478,5.2377325798291533e-06,0.26115478993762081,0.63978931535466599,4485.3519622239128,7019.4106244273762,1439911588.8123603,1677.9188311431212,0.27689744101590902,52.524187444755256
0.064000000000000001,64,23183.302686355761,7.835806820615999e-06,0.021686503595887599,2.0201000836572289,14068.411237347458,6986.1312910216129,1501175724.9416599,1677.4320696279874,0.28183988787122838,53.683145529520885
0.065000000000000002,65,26243.502137290991,8.420887219392701e-06,0.0081333210583870007,2.4028773513795936,17100.853570312258,7136.4977695838315,1556935082.4369991,1676.03939277367,0.27486550341709981,52.088108913158905
0.066000000000000003,66,26459.441780384492,8.0983620435055634e-06,0.0089911932808613999,2.3659806023308012,17142.493018625621,7244.2418475131581,1607531440.5617692,1669.8809603230811,0.2759733265566941,52.383352545138671
0.067000000000000004,67,17910.851452499726,5.2525679435822189e-06,0.1243584077607412,1.1534717276307562,8232.9790562122434,7140.1514640494088,1652683428.7291,1675.3065600510577,0.27691255896086131,52.177914335298695
0.068000000000000005,68,9991.1395454355006,2.819769153343404e-06,0.49990260198329139,0.000244140625,-3733.9910470344721,7177.997763082155,1692047220.3328238,1668.7890180907489,0.28092710021721501,53.532125767437869
0.069000000000000006,69,7152.0304694977513,1.949778879511259e-06,0.5,0,-16718.228898030309,7103.1284124122149,1726294256.5435472,1669.3204401466978,0.28505230365978618,54.50051858158627
0.070000000000000007,70,6355.9261854609458,1.6797975413484459e-06,0.5,0,-23627.195408681575,7004.6234536947104,1755269415.8265586,1674.5933879501081,0.28503166636514787,54.137688684819722
0.070999999999999994,71,6015.4278963474771,1.5456287923601888e-06,0.5,0,-28123.191490654459,6994.7886300097543,1780011874.6826298,1672.8399976293426,0.29121138301872229,55.826446264533821
0.071999999999999995,72,6386.1444819528879,1.5998860339444171e-06,0.5,0,-22050.907501055084,6917.9258478492675,1800267819.0181775,1679.2218003120738,0.28872509852822331,55.249580606382125
0.072999999999999995,73,7876.9564069509915,1.9287297300528069e-06,0.5,0,-11329.817074768886,7059.7734463222614,1816703818.5063844,1672.0627642453787,0.28377986373202951,54.109625785421805
0.073999999999999996,74,10795.987619781365,2.5895492296045521e-06,0.5,0,-1530.0631925629775,7081.1508269008582,1829474701.9884825,1672.8400045712724,0.27971771128219292,52.938596723419394
0.074999999999999997,75,16387.039766360249,3.8594595010225357e-06,0.17582595030993439,0.93138992487246197,6577.3877275726554,7065.5281388577132,1838368958.6354597,1672.0519414310083,0.27793206319854802,52.166881343396277
0.075999999999999998,76,21821.79108182263,5.0552418933485123e-06,0.035292026221726301,1.8081442519480613,12686.227838074812,7017.0592081899131,1844398591.748667,1672.9921902816354,0.27888520044007598,52.065450201929963
0.076999999999999999,77,27113.935682668722,6.1893697843982063e-06,0.0047374170030692001,2.5944284218269109,18125.118231627857,6990.9794417879903,1847461207.5520144,1671.8610366265184,0.28241883331194462,52.414520644282668
0.078,78,28076.979073653361,6.3259797741937052e-06,0.0024748453213004999,2.8102898178618991,19272.633487634295,6866.7079855148213,1847769944.3645077,1677.1710483792667,0.28326268745966238,53.143610275488989
0.079000000000000001,79,26693.816069750246,5.9449035749437786e-06,0.0044329798213582003,2.6171799161431051,17899.162659221554,6842.7301419911109,1845689661.7151537,1676.1129308291411,0.28250507709732148,53.383833177161243
0.080000000000000002,80,23679.602296518267,5.22104226249093e-06,0.0162827691095127,2.1373991780735397,14761.596609480321,6907.532328892421,1840971776.2432177,1667.6463329161193,0.28078415058085948,53.222768531272195
0.081000000000000003,81,20409.329988001758,4.4610447010732654e-06,0.043108788465717203,1.7156966571400207,11585.418115767914,6753.8845386104686,1834117166.8439004,1674.5274636583558,0.28290357144140871,54.14042132473493
0.082000000000000003,82,13266.48476746417,2.8777701247524891e-06,0.33404491907698158,0.42877106473018861,2947.7415847743669,6874.4886742447034,1825600864.2651041,1662.9011768459354,0.27648497363866381,51.704803694922049
0.083000000000000004,83,9080.3222586516258,1.9566200027329515e-06,0.5,0,-4990.1278983197481,6865.1681696659643,1815668681.2943528,1663.128640688858,0.27353125641956699,49.896650748710051
0.084000000000000005,84,7874.2086992026452,1.687685254957798e-06,0.49990260198329139,0.000244140625,-9221.4618893991137,6776.4607634010099,1803665927.1918256,1661.1595931310103,0.27606412097401201,51.178461912280213
0.085000000000000006,85,7095.1548520670958,1.5139200468828342e-06,0.5,0,-13341.922242476292,6717.5005868511435,1790440672.4133158,1662.4881484169332,0.27696008928089638,51.263262064170455
0.085999999999999993,86,6877.3895810946451,1.4624342338986449e-06,0.5,0,-15207.90836755216,6722.0621402044299,1775696555.8627672,1656.5414805321641,0.2774089568459418,51.52152355249234
0.086999999999999994,87,6650.7414939280789,1.4103417516526662e-06,0.5,0,-15645.71926191133,6608.7093275761981,1760136602.0647149,1662.5577729904919,0.27769136936943251,51.389726558549192
0.087999999999999995,88,6828.9677969011655,1.4452311982755591e-06,0.5,0,-13657.852222588161,6550.511835506516,1743632625.119082,1661.1568620082198,0.27817145260162279,51.873490185308555
0.088999999999999996,89,7430.6435764135258,1.5708946566928583e-06,0.5,0,-9572.8235962930303,6512.2038133120923,1725874782.2256141,1659.2934386165566,0.27718031818489008,51.754986153198779
0.089999999999999997,90,9329.8336342081493,1.9715622334671361e-06,0.5,0,-2734.7801612045869,6509.6017331012808,1707421799.1830809,1661.7503881236148,0.27363417890086311,50.31476089820088
0.090999999999999998,91,13253.702416518188,2.8014913558683615e-06,0.28995264603465409,0.55352306374428772,3619.3989126382512,6537.6252878219248,1688209960.037576,1656.9868757298591,0.27218804274091091,49.6368998694197
0.091999999999999998,92,16368.598729349476,3.4632226435631154e-06,0.1109143903094854,1.2216796875,7820.2071720184349,6401.6909006319956,1668257878.7890339,1662.6467874637869,0.27348107148340361,50.232733884623805
0.092999999999999999,93,18180.06039878853,3.8537977090395288e-06,0.064892944139136696,1.5149467563085908,9693.5807785260095,6425.7383424175796,1647188801.3305027,1657.7510173557553,0.2723152418389661,49.906750937751731
0.094,94,17644.864905600611,3.750046984044306e-06,0.078741783691939002,1.4135857510796312,9199.3472571469993,6395.465499807623,1625450307.8031468,1657.8121654532024,0.27044320671606498,48.827308365030483
0.095000000000000001,95,14640.303258448204,3.1208902841141055e-06,0.17514005547785061,0.93404610500451679,5896.6347513439823,6312.6799638837301,1603496027.5520115,1659.3102596744225,0.27224755427893887,49.558673095720472
0.096000000000000002,96,11754.602881180561,2.5145430210669087e-06,0.36019991591845141,0.35792447799193727,2180.7010307794772,6267.2548756176684,1581239228.7143855,1659.137219657568,0.27222622890056591,49.51370568873979
0.097000000000000003,97,9601.0956519036354,2.0625293686720685e-06,0.5,0,-1131.1884193143424,6212.1915237201674,1558363770.3660083,1658.4691849186361,0.27220592689877821,49.755856301412727
