dataset_set,mass_GeV,sigma_mass_res_GeV,sigma_mass_res_min_GeV,cls_alpha,eps2_obs,p0_analytic,Z_analytic,eps2_lo2,eps2_lo1,eps2_med,eps2_hi1,eps2_hi2,eps2_mean,ul_eps2_obs,toy_eps2_uls_q02,toy_eps2_uls_q16,toy_eps2_uls_q50,toy_eps2_uls_q84,toy_eps2_uls_q97,toy_eps2_uls_mean,p_strong,p_weak,p_two,tail_count_strong_le_observed,tail_count_weak_ge_observed,tail_count_equal_observed,tail_count_two_sided_min,empirical_tail_resolution,meta,cls_statistic,cls_calibration,combined_mode,global_method,bands_refit_gp_on_toy,bands_train_exclude_nsigma,bands_refit_restarts,bands_refit_optimize,bands_seed_sequence_index,n_toys_requested,n_toys_finite,gp_lml_by_dataset,gp_ls_opt_by_dataset,gp_const_opt_by_dataset,gp_state_sha256_by_dataset,observed_gp_fit_mode,observed_gp_optimizer_restarts,limit_solver,profile_cache_limit_calls,profile_cache_asimov_fixed_nodes,profile_cache_asimov_fixed_hits,profile_cache_asimov_fixed_misses,observed_state_sources_by_dataset,observed_state_status_by_dataset,fixed_reviewed_state_metadata_validated,mass_MeV,dimuon_threshold_GeV,dimuon_threshold_MeV,N_eff_BR,BR_ee_minimal,dimuon_correction_applied,eps2_obs_ee_channel,eps2_obs_minimal_visible,ul_eps2_obs_ee_channel,ul_eps2_obs_minimal_visible,eps2_lo2_ee_channel,eps2_lo2_minimal_visible,eps2_lo1_ee_channel,eps2_lo1_minimal_visible,eps2_med_ee_channel,eps2_med_minimal_visible,eps2_hi1_ee_channel,eps2_hi1_minimal_visible,eps2_hi2_ee_channel,eps2_hi2_minimal_visible,eps2_mean_ee_channel,eps2_mean_minimal_visible,toy_eps2_uls_q02_ee_channel,toy_eps2_uls_q02_minimal_visible,toy_eps2_uls_q16_ee_channel,toy_eps2_uls_q16_minimal_visible,toy_eps2_uls_q50_ee_channel,toy_eps2_uls_q50_minimal_visible,toy_eps2_uls_q84_ee_channel,toy_eps2_uls_q84_minimal_visible,toy_eps2_uls_q97_ee_channel,toy_eps2_uls_q97_minimal_visible,toy_eps2_uls_mean_ee_channel,toy_eps2_uls_mean_minimal_visible,observed_over_median_ee_channel,observed_over_median_minimal_visible,p_strong_empirical_label,p_weak_empirical_label,p_two_empirical_label,coverage_calibrated,scan_toy_calibrated,tail_pvalue_family,local_p0_family,source_bands_table,source_bands_sha256,source_observed_states,source_observed_states_sha256
2015+2016+2021,0.065000000000000002,0.0027176932764350001,0.0021216968750000001,0.10000000000000001,8.4782887691013899e-06,3.2591825213041319e-05,3.9932141411659794,1.6766040048440915e-06,1.9969695496793167e-06,2.5738594613457032e-06,3.8433742641340431e-06,5.0245128166518891e-06,2.8421210600257422e-06,8.4782887691013899e-06,1.6766040048440915e-06,1.9969695496793167e-06,2.5738594613457032e-06,3.8433742641340431e-06,5.0245128166518891e-06,2.8421210600257422e-06,1,0,0,300,0,0,0,0.0033333333333333002,"[{""const_opt"": 48.98871787205257, ""dens"": 52929794.73410447, ""key"": ""2015"", ""lml"": 1006.3818300221117, ""lml_delta"": -4.8342371883336455e-08, ""ls_opt"": 0.3528642810895111, ""reviewed_lml"": 1006.381830070454, ""sigma"": 0.0033670121480552997, ""state_sha256"": ""2c1561bcc11251efc8c218267db6364814d4aa7117a6d87bb2334cf5017907b0""}, {""const_opt"": 100.87281396914724, ""dens"": 1373486827.911961, ""key"": ""2016"", ""lml"": 2261.8621263894, ""lml_delta"": -1.8923465177067555e-06, ""ls_opt"": 0.4037156638852792, ""reviewed_lml"": 2261.8621282817467, ""sigma"": 0.0026643708062500005, ""state_sha256"": ""9739e8f136c598fb4680fb3bb9852b57d99fca14530b7a8f6807365413ade411""}, {""const_opt"": 66.34771736488433, ""dens"": 1556935082.436999, ""key"": ""2021"", ""lml"": 1648.8060880772948, ""lml_delta"": 0.0, ""ls_opt"": 0.3194750404862856, ""reviewed_lml"": 1648.8060880772948, ""sigma"": 0.002121696875, ""state_sha256"": ""c02fb8a3fc4bbe27ec9021f61d0eb0bd2f405538aa2a6379fa7dde71dc0102b4""}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,False,46,300,300,"{""2015"": 1006.3818300221117, ""2016"": 2261.8621263894, ""2021"": 1648.8060880772948}","{""2015"": 0.3528642810895111, ""2016"": 0.4037156638852792, ""2021"": 0.3194750404862856}","{""2015"": 48.98871787205257, ""2016"": 100.87281396914724, ""2021"": 66.34771736488433}","{""2015"": ""2c1561bcc11251efc8c218267db6364814d4aa7117a6d87bb2334cf5017907b0"", ""2016"": ""9739e8f136c598fb4680fb3bb9852b57d99fca14530b7a8f6807365413ade411"", ""2021"": ""c02fb8a3fc4bbe27ec9021f61d0eb0bd2f405538aa2a6379fa7dde71dc0102b4""}",fixed_reviewed_max_lml,0,campaign_local_deterministic_profile_cache_v1,301,3760,2919,3760,"{""2015"": ""unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_01/results_single.csv"", ""2016"": ""study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv"", ""2021"": ""unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_03/results_single.csv""}","{""2015"": ""resolved_reproduced_max_lml"", ""2016"": ""raw_scan_row"", ""2021"": ""resolved_reproduced_max_lml""}",True,65,0.211316749,211.31674899999999,1,1,False,8.4782887691013899e-06,8.4782887691013899e-06,8.4782887691013899e-06,8.4782887691013899e-06,1.6766040048440915e-06,1.6766040048440915e-06,1.9969695496793167e-06,1.9969695496793167e-06,2.5738594613457032e-06,2.5738594613457032e-06,3.8433742641340431e-06,3.8433742641340431e-06,5.0245128166518891e-06,5.0245128166518891e-06,2.8421210600257422e-06,2.8421210600257422e-06,1.6766040048440915e-06,1.6766040048440915e-06,1.9969695496793167e-06,1.9969695496793167e-06,2.5738594613457032e-06,2.5738594613457032e-06,3.8433742641340431e-06,3.8433742641340431e-06,5.0245128166518891e-06,5.0245128166518891e-06,2.8421210600257422e-06,2.8421210600257422e-06,3.2939983306892153,3.2939983306892153,300/300 = 1,"0/300; below one-count resolution 1/300, not exact zero",2*0/300; no pseudoexperiment in the smaller empirical tail; not an exact zero probability,False,False,fixed-mass empirical observed-limit diagnostic,local asymptotic discovery statistic,study_results/v4p2_combined_2015full_2016full_2021_10pct_300toy_20260805/combined_bands_300toy_cached/ul_bands_combined_all.csv,b90768ab361928c63f57b3981d424fd36506893da2447e40824acdf3d20081c2,study_results/v4p2_combined_2015full_2016full_2021_10pct_300toy_20260805/derived/observed_gp_states_v4p2_enriched.csv,899b9c042231788c1cefb9f178f9db3fa9b8750934c29043260da41a5e6c45ef
