model,scenario,toy_index,status,accepted_rows,raw_primary_rows,excluded_rows,success_marker_sha256,optimizer_attempts_sha256,accepted_rows_sha256,raw_primary_rows_sha256,exclusions_sha256
regional_blend,2021_1pct,0,pass,20,20,0,ed68540fe8857541bd071c8a1f9b8a1e2c0e389fa9ee626c94a68ae4a2aadac8,edcdbe374df71f3d7d72630676761dbafdce672e7c3868c090bdca69f70eeb9d,a520cb2c1c41bb8f3b94179d2cdd627f16f5213ddf773bea2fe425f1f0a5c6a6,8c7e7ae97d468bf45c9cf5c50af97cb23a25ac4c6df0d80e2d83ebde7ddbb996,01c0a1e08ffbabaebc48f4d4e7a0fa8423c7ac09911f66ca8c34191865575730
regional_blend,2021_1pct,1,pass,20,20,0,fbcdc4447f4a6a8f0e808ed3cb214b8c14a14c49515c6aeaf9991f4b0186d8a5,f1b5071f7ef114e0c18c595af38ba4815068fe2a6047f1dfa98209901ab56c3c,09b4a97fdf6391c57708e91efb445d6a055e37a835bce81e521cb9a2f0a643b3,d7b34029de1bce6c5f6d0d43c9b0fe394f3bb61fd4c4546f8a7dd61446b9feec,01c0a1e08ffbabaebc48f4d4e7a0fa8423c7ac09911f66ca8c34191865575730
regional_blend,2021_1pct,2,pass,20,20,0,7cbe57e9664ff0c2102838b0a0590b93d5a7762fe199e2f6c8ba0cf8fdecbbc2,8692834ae563cf69ae67e577c42742bddd51e844764197b9f8c0cd8785af5382,08cd2ffffebab84240f5de66c0fe2eeb46266fed06640d7536e1df8f3301f4bc,af11d3f43e9f0eec386e09f55ec79ac07dc421141942e0f238d73f1ed2c26b78,01c0a1e08ffbabaebc48f4d4e7a0fa8423c7ac09911f66ca8c34191865575730
regional_blend,2021_1pct,3,pass,20,20,0,233215ee4a4e9c3410c287c06401db227c36b09ff3c93a9bc284954422914fcd,0a7af03286935d37d433f156ad34776f23191fc2f600a586cb7d5ce7b554e824,d76004d830debffd9b8e1f5ef8d3497d6e379aeb21815b32d2de7aab11ac38ec,3b3b040dab92a43c9ed10ff8882527118619e971ffbe01899318aca42eff8f19,01c0a1e08ffbabaebc48f4d4e7a0fa8423c7ac09911f66ca8c34191865575730
regional_blend,2021_1pct,4,pass,20,20,0,4a583ce65fd8035439c285a8a98119806554c172652cc53910ac568837aa865b,644978086e5449465d49d189eb5ec5752f17412af4f264e7170a79a76df2ae6c,d50a32842734c1618c89273404abd78dc3c6492a5a2a9ba73bffa9c26de5f0c4,4493e5464b13285fb5faec8e14b9db342c4943a7b82aaa7aa3306e1898d398b4,01c0a1e08ffbabaebc48f4d4e7a0fa8423c7ac09911f66ca8c34191865575730
regional_blend,2021_1pct,5,pass,20,20,0,e2415f36d478a8fc7a53679709fa02c6d36474f40d842c7e220825f0169b257b,fa34ec8fe178f28cb4316808ee8dcde932cd62bb6591248952b636b493a59c2d,1cb8e5e0293bc50dafea779d475c6d2802d6014b4f12dc8cbe84a706a8a8686b,13d0129a8cc30ef9b8487298385b9edb68a3dff023269a07eea7c302d385809d,01c0a1e08ffbabaebc48f4d4e7a0fa8423c7ac09911f66ca8c34191865575730
regional_blend,2021_1pct,6,pass,20,20,0,3630145c12ec2f142c7abd998408533681667051fe5612125de55c6d69fef0c2,d9ef05d31a2debd5fdf86df88f078cc73123135b7e23d2d00bf850936b8d0727,3aa9843a262afc663e67e33374ae76d2da8a0b5b521447039212c56875b515bc,38a1bcffd87d6a9f0d49df122aa1cc3e67fc827fb4e656257790e54510a6d1bb,01c0a1e08ffbabaebc48f4d4e7a0fa8423c7ac09911f66ca8c34191865575730
regional_blend,2021_1pct,7,pass,20,20,0,46bf2b97cbe876a158e4b2cb326d1f621c58d2fa20fa7c88cb783d42768c9ce2,7d470bd48023322c302eac745070ccaeca2a9415caff7cd054d8c011dc19abe9,46d19d060bb0602de3b5849db0d2db26191e8fe8a998691d541f8792fb38edb4,f81a168e548c3808b262f588c6eea4ef32ab1ac6a01e0984cb358f67c24043c0,01c0a1e08ffbabaebc48f4d4e7a0fa8423c7ac09911f66ca8c34191865575730
regional_blend,2021_1pct,8,pass,20,20,0,3870b4183208f70be3cd15dce64047869ccbf9c2fa71b2b2336cf4afe3fc4c07,97c9cbb872dfa0e31771434575acf897f442a80521dee6d9a3113e3b66b866e2,79423a23cdb842316d9810c63ec596e80507168ae580a5a07b468349ef34922c,cf4aa4739298d1d789f74286ca3ba19328b734d03b8dbd406881549b81ef789a,01c0a1e08ffbabaebc48f4d4e7a0fa8423c7ac09911f66ca8c34191865575730
regional_blend,2021_1pct,9,pass,20,20,0,80503476c2fcd1344a185cdac8ee5fd39932c4f6a264af68eb07bf2a5b1c683b,22589dee7542983471b4f134dcba52d0ba70c649dd21d0583246a75a5ad16b26,096f12debc4a8ef2426e6522a77ed37e5d2e8cd1c0d053e918a0eb5d6a7c0ae3,a20714fb2a646d7582e08b81a150b1d17b77111359936bcd4ad74ada9d21f823,01c0a1e08ffbabaebc48f4d4e7a0fa8423c7ac09911f66ca8c34191865575730
regional_blend,2021_1pct,10,pass,20,20,0,e4ec9f5c21ceef6482bbeacdff4198730005a18ff56beaeabeef875fc42d976d,ce5a624e4ac245a0bf40f80d6d1c4efc1c75717c6d1d4f2bb62da8d59dd0ed5b,7a07a22fbae96c100fcf94a84386a90fa602e8cdcf6544fb39cdfcd3af3ddf48,ee6c549c910ebc2e5c598b99fe64e05cdb6fc288c9534fa7c85b871e014f0187,01c0a1e08ffbabaebc48f4d4e7a0fa8423c7ac09911f66ca8c34191865575730
