scenario,background_toy_index,mass_GeV,inj_nsigma,strength,role,attempt,optimizer_seed,optimizer_restarts,fit_ok,refit_fallback_used,error,gp_lml,gp_ls,gp_const,gp_const_lo,gp_const_hi,gp_ls_lo,gp_ls_hi,gp_ls_init,gp_const_init,sigma_A,sigmaA_reference,A_hat,Zhat,pull,amplitude_nll,n_blind,integral_density,A_per_eps2_unit,optimizer_warning_count,optimizer_warnings,n_train,n_train_low,n_train_high,train_domain_lo,train_domain_hi,bin_width_median,n_zero_train,min_y_train,max_y_train,training_counts_sha256,ls_at_lower,ls_at_upper,const_at_lower,const_at_upper,covariance_valid,covariance_min_eigenvalue,covariance_min_eigenvalue_relative
2016_full,-1,0.044,0.0,0.0,reference_bonly,0,1489094502,12,True,False,,2607.047580447589,0.19520507187639877,32.17472905181267,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,14767.63513680696,14777.403054492155,-13064.276813309558,-0.8846559853546259,-0.8846559853546259,-81925741.68216081,34,860162701.5271664,1136182079.2973485,0,,690,43,647,0.028999999999999998,0.21,0.0002500000000000002,0,277.9644228492898,354215.1438503383,262873b9f3360f529cbcb38bdb45acc875049428ad2591d0c12b4192ae953f91,False,False,False,False,True,-0.0071710862814206465,-6.7610685542640305e-09
2016_full,-1,0.044,0.0,0.0,reference_bonly,1,654100986,12,True,False,,2607.04758065866,0.19520176766695407,32.17393379333006,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,14768.260240109063,14778.026741948344,-13061.356559411004,-0.8844208015740213,-0.8844208015740213,-81925741.68191618,34,860162701.5271664,1136182079.2973485,0,,690,43,647,0.028999999999999998,0.21,0.0002500000000000002,0,277.9644228492898,354215.1438503383,262873b9f3360f529cbcb38bdb45acc875049428ad2591d0c12b4192ae953f91,False,False,False,False,True,-0.009199292584804598,-8.672521104538203e-09
2016_full,-1,0.044,0.0,0.0,reference_bonly,2,1930983802,12,True,False,,2607.0475803938066,0.19520556018074905,32.17294664397611,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,14767.46263734938,14777.230830080132,-13064.912930377646,-0.8847093946480893,-0.8847093946480893,-81925741.68222517,34,860162701.5271664,1136182079.2973485,0,,690,43,647,0.028999999999999998,0.21,0.0002500000000000002,0,277.9644228492898,354215.1438503383,262873b9f3360f529cbcb38bdb45acc875049428ad2591d0c12b4192ae953f91,False,False,False,False,True,-0.009011440671651638,-8.496412026896207e-09
2016_full,-1,0.049,0.0,0.0,reference_bonly,0,4096410809,12,True,False,,2581.2687228456916,0.1931867302935268,32.31554236157142,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,16157.21358419096,16135.702700761376,34050.963200410326,2.1074774448564275,2.1074774448564275,-128902135.1563844,38,1181907664.7197711,1738578404.9151943,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",686,61,625,0.028999999999999998,0.21,0.0002500000000000002,0,277.9644228492898,354215.1438503383,50f727424c7a8524aa934f1110120def7a916618c55d0e3df0dec5333896e3e6,False,False,False,False,True,-0.01566381151056005,-1.2614208588369088e-08
2016_full,-1,0.049,0.0,0.0,reference_bonly,1,2047718015,12,True,False,,2581.2687228586074,0.19318550030031117,32.31293877071169,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,16157.362500810148,16135.851399807509,34050.958594925905,2.1074577359527926,2.1074577359527926,-128902135.15633109,38,1181907664.7197711,1738578404.9151943,0,,686,61,625,0.028999999999999998,0.21,0.0002500000000000002,0,277.9644228492898,354215.1438503383,50f727424c7a8524aa934f1110120def7a916618c55d0e3df0dec5333896e3e6,False,False,False,False,True,-0.018311191767946974,-1.474584923525081e-08
2016_full,-1,0.049,0.0,0.0,reference_bonly,2,2116216187,12,True,False,,2581.2687230808697,0.19318495750983894,32.31043829196252,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,16157.380863989794,16135.869805324375,34050.87219756807,2.107449993548012,2.107449993548012,-128902135.15632537,38,1181907664.7197711,1738578404.9151943,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",686,61,625,0.028999999999999998,0.21,0.0002500000000000002,0,277.9644228492898,354215.1438503383,50f727424c7a8524aa934f1110120def7a916618c55d0e3df0dec5333896e3e6,False,False,False,False,True,-0.018282485144705755,-1.4722699229932631e-08
2016_full,-1,0.054,0.0,0.0,reference_bonly,0,2441084178,12,True,False,,2568.9636270351484,0.19155079731681293,32.21756357697407,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,16846.123498636844,16868.241024920517,-46072.20183572876,-2.7348844877847913,-2.7348844877847913,-157477951.63791713,40,1351533588.816075,2190964067.4154196,0,,684,80,604,0.028999999999999998,0.21,0.0002500000000000002,0,277.9644228492898,354215.1438503383,be3ac118dc319f2841bc43d12e9f19f1b2c38b24c2fef733033f6da4835a76a4,False,False,False,False,True,-0.031228460569111417,-3.104066971916865e-08
2016_full,-1,0.054,0.0,0.0,reference_bonly,1,2106595226,12,True,False,,2568.9636270576684,0.191550823829933,32.21843364730365,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,16846.14809465001,16868.26570841802,-46072.30443644287,-2.7348865852054627,-2.7348865852054627,-157477951.63791335,40,1351533588.816075,2190964067.4154196,0,,684,80,604,0.028999999999999998,0.21,0.0002500000000000002,0,277.9644228492898,354215.1438503383,be3ac118dc319f2841bc43d12e9f19f1b2c38b24c2fef733033f6da4835a76a4,False,False,False,False,True,-0.02833957586684205,-2.816905878599926e-08
2016_full,-1,0.054,0.0,0.0,reference_bonly,2,2041432098,12,True,False,,2568.9636270920837,0.1915508631925005,32.218471273332725,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,16846.14122517487,16868.258818975617,-46072.2828887271,-2.7348864213412085,-2.7348864213412085,-157477951.637914,40,1351533588.816075,2190964067.4154196,0,,684,80,604,0.028999999999999998,0.21,0.0002500000000000002,0,277.9644228492898,354215.1438503383,be3ac118dc319f2841bc43d12e9f19f1b2c38b24c2fef733033f6da4835a76a4,False,False,False,False,True,-0.030430051808849754,-3.024698465438569e-08
2016_full,-1,0.059,0.0,0.0,reference_bonly,0,3060819675,12,True,False,,2549.6965312310313,0.1908696758641194,32.25177881547361,1e-08,1e+18,0.03649001309630249,0.48653350795069983,0.1332426886433587,1.0,16901.36193231051,16872.0007518039,60675.282326703375,3.5899640851255783,3.5899640851255783,-181287749.17669818,44,1407877699.152787,2493627582.898163,0,,680,98,582,0.028999999999999998,0.21,0.0002500000000000002,0,277.9644228492898,346725.8830613137,b6d515111f5aeff957c77aece2c379c4b5cafbd4e4dba3159f1d53557bdbee2d,False,False,False,False,True,-0.026144213482742488,-2.772255120008298e-08
