window,mass_GeV,draw_count,summary_scope,quantile_method,eps2_up_mean,eps2_up_median,eps2_up_q16,eps2_up_q84,eps2_up_min,eps2_up_max,p0_analytic_mean,p0_analytic_median,p0_analytic_q16,p0_analytic_q84,p0_analytic_min,p0_analytic_max,Z_analytic_mean,Z_analytic_median,Z_analytic_q16,Z_analytic_q84,Z_analytic_min,Z_analytic_max,A_hat_mean,A_hat_median,A_hat_q16,A_hat_q84,A_hat_min,A_hat_max,sigma_A_mean,sigma_A_median,sigma_A_q16,sigma_A_q84,sigma_A_min,sigma_A_max
window_2p25eq2p5,0.06,10,pointwise descriptive statistics across ten conditional draws,numpy linear,6.865112789037397e-06,6.377660973574189e-06,5.8370203984014e-06,8.295038644793492e-06,5.163522573759248e-06,1.0021384997926944e-05,0.1561899569602629,0.15865487928187,0.05896820806350791,0.227087713216512,0.0069167711588861,0.3383262746033333,1.1831988353558418,1.000064677128555,0.7491107145330689,1.7793507448963914,0.4170353529875849,2.46155697730785,7188.445764058607,6088.010512427483,4567.825355024093,10812.584291031559,2541.300565657252,14916.282984684409,6081.85692656,6085.952806147894,6065.135179402142,6093.659714535492,6062.857971571815,6101.318931947702
window_2p25eq2p5,0.061,10,pointwise descriptive statistics across ten conditional draws,numpy linear,5.9779556566705895e-06,5.72357801101725e-06,4.573074629539746e-06,7.425278121248307e-06,4.140182061284227e-06,8.652751967679605e-06,0.23546714887818326,0.21852733806651237,0.06202555783587077,0.42522594784501927,0.0204699010029608,0.5,0.8709639561234809,0.7923806918172958,0.19175131726910172,1.542707228447951,0.0,2.044139154813833,5474.778759211733,5046.14620852357,1206.975842084666,9779.7037977288,-509.17633219539096,12945.62625460567,6333.907909430607,6337.2206694173,6314.359155321775,6344.17839354575,6312.3708306162125,6359.821742512709
window_2p25eq2p5,0.062,10,pointwise descriptive statistics across ten conditional draws,numpy linear,4.66229394057778e-06,4.6606667995588694e-06,3.438486947858558e-06,5.613584455380624e-06,3.318050565108168e-06,6.8394741803925535e-06,0.3393540917756063,0.34431856305904884,0.18056729204113534,0.5,0.0678426048032515,0.5,0.4714725169995564,0.4009039049901863,0.0,0.9152941434291592,0.0,1.492053160686807,2019.6627977499252,2567.5029488401237,-3106.7008440027653,5837.871813913474,-3819.91422268394,9490.22725622365,6390.802937977955,6393.332718313038,6367.229498006942,6408.73443058124,6363.461748872025,6414.271612319599
window_2p25eq2p5,0.063,10,pointwise descriptive statistics across ten conditional draws,numpy linear,4.1035977369038e-06,3.569752382624385e-06,3.2956596214738963e-06,5.0756165246536955e-06,3.0478886752406647e-06,6.506855114612662e-06,0.3924123675626453,0.5,0.2299209588901826,0.5,0.0683141548688533,0.5,0.32543065541747906,0.0,0.0,0.7563974426630921,0.0,1.4884649849163472,521.3535689338541,-1309.0623854871249,-2963.927130832515,4897.227359604085,-5044.782681993412,9602.91824356156,6478.966973387725,6477.9269439011405,6459.2305920455565,6500.053685521434,6442.447715425806,6506.583321815697
window_2p25eq2p5,0.064,10,pointwise descriptive statistics across ten conditional draws,numpy linear,3.649941605905282e-06,3.693217484604082e-06,2.7559934738652623e-06,4.4671549668097395e-06,2.421582464407691e-06,4.79513019678969e-06,0.4105254949138252,0.450525321140651,0.2945274172782334,0.5,0.2229759134320869,0.5,0.23840413284237777,0.1253103983295118,0.0,0.5511146230468433,0.0,0.7621812638907044,-1179.7802933147873,247.70249134556377,-7067.5226388639085,3581.48817121469,-11509.17115314899,4890.756027667209,6512.183811993162,6508.479651033597,6498.662778515687,6530.572579730437,6483.522439729026,6549.609324100574
window_2p25eq2p5,0.065,10,pointwise descriptive statistics across ten conditional draws,numpy linear,3.576855156674411e-06,3.6970965852194357e-06,2.7052616887301226e-06,4.148398873035436e-06,2.3167731149370205e-06,4.683633739094891e-06,0.40734946717529724,0.437686232200476,0.3228105296321566,0.49924651297552597,0.2146820447485914,0.5,0.2441627246252455,0.1568812457625933,0.0018887165110673559,0.4600234425561451,0.0,0.790280299377292,-801.3486727745568,1019.2139763491261,-6858.461717088225,3078.5537218334707,-11458.72048945218,5218.667263446108,6603.385830133983,6603.484755757163,6602.6490446770395,6603.956976197768,6602.517141698827,6604.18139186095
window_2p25eq2p5,0.066,10,pointwise descriptive statistics across ten conditional draws,numpy linear,3.635355735170541e-06,3.4845107945179575e-06,2.701769904552321e-06,4.452507374562799e-06,2.4094225982975557e-06,5.3299628995668285e-06,0.36611666043007884,0.4389410330850352,0.20612747349992394,0.4999026019832914,0.0917151988813921,0.5,0.3865397357250016,0.1536654474222393,0.000244140625,0.8308971304099426,0.0,1.3302667514855355,915.475662518655,997.4962983570867,-4204.704445829264,5310.132788788529,-7676.889523098256,8615.78293159437,6507.003717279306,6505.492141763578,6496.9716130777115,6517.899569701888,6492.166054687437,6530.194083802194
window_2p25eq2p5,0.067,10,pointwise descriptive statistics across ten conditional draws,numpy linear,3.605322866160774e-06,3.6259374024143493e-06,2.8531178211384717e-06,4.380132598240341e-06,2.4861102892632936e-06,4.9166273603163674e-06,0.35830131303927615,0.3664697711227734,0.2057238761050179,0.5,0.1150962276882822,0.5,0.40475679124150643,0.34596779988574333,0.0,0.8559811860156749,0.0,1.1998632482252638,1578.2550230134202,2191.3710215823367,-2361.9252213224745,5581.555186988304,-5756.6082616889735,7807.818472789308,6618.485236340751,6618.582783709681,6603.481916917255,6632.431556973425,6588.930303733662,6648.0034812509
window_2p25eq2p5,0.068,10,pointwise descriptive statistics across ten conditional draws,numpy linear,3.6937703810834837e-06,3.7945659743061597e-06,2.9231084688619185e-06,4.414290446878164e-06,2.42963589190151e-06,4.449108318316743e-06,0.30883980304447806,0.2970124095710836,0.1643607549382611,0.4620531569240544,0.1604279901834007,0.5,0.5358274668461795,0.5406597048516013,0.09586722996733449,0.9767033982231567,0.0,0.9927003991582828,2671.968904062215,3603.9172430877566,-1551.3141505095637,6517.446727620026,-5575.985780141612,6593.891044161815,6641.009384252417,6643.5007682252835,6627.243955631414,6656.414380569698,6601.897380892339,6662.9045070079455
window_2p25eq2p5,0.069,10,pointwise descriptive statistics across ten conditional draws,numpy linear,3.44215887172103e-06,3.1474866193073033e-06,2.6613865095978686e-06,4.3337995401815195e-06,2.371697290030161e-06,5.075415613575512e-06,0.3476880537964808,0.4316680335856602,0.1467741033650938,0.4968286035497955,0.0636319030941095,0.5,0.4608650437714424,0.17234983216008484,0.007949944540346159,1.0506143770917136,0.0,1.524981122603599,2089.3927070790783,1130.3902930568172,-2463.0107020084506,6878.96287385297,-4811.767050334046,10000.854821242416,6566.155299732571,6567.23848825926,6544.656180560747,6586.736390071846,6535.0886159606225,6602.37824610857
window_2p25eq2p5,0.07,10,pointwise descriptive statistics across ten conditional draws,numpy linear,2.982241963322396e-06,2.6158788505605583e-06,2.4974405234697113e-06,3.7320807763529467e-06,2.2963782363360213e-06,4.631926083201932e-06,0.40939234955696824,0.5,0.2462216333631833,0.5,0.0935240626491424,0.5,0.26744773862097204,0.0,0.0,0.6901145728270293,0.0,1.319361982222631,-231.28644016472782,-2033.7517564971345,-3225.6183542292897,4574.28456328476,-5437.760946076597,8701.393906441974,6676.198638791812,6679.820189671977,6654.886588094233,6695.53860127525,6648.536677782221,6697.388061039287
window_2p25eq2p5,0.071,10,pointwise descriptive statistics across ten conditional draws,numpy linear,2.2948463110690624e-06,2.1736521446257207e-06,2.049351421808227e-06,2.557118939798153e-06,1.9895777532644382e-06,3.0467032363561908e-06,0.48991148560185727,0.5,0.4999454571106432,0.5,0.3992122540352812,0.5,0.025563075527194352,0.0,0.0,0.0001367187499999999,0.0,0.2553866146469435,-4744.914359258849,-5594.504063091268,-7509.658136904513,-1663.71613673064,-8482.559696806493,1673.4949867532207,6570.253157676974,6574.07173191108,6552.335121684183,6578.554061326084,6546.280407071367,6597.848837689856
window_2p25eq2p5,0.072,10,pointwise descriptive statistics across ten conditional draws,numpy linear,1.9865826423105037e-06,1.98091799643885e-06,1.8413393624471338e-06,2.1561093424386193e-06,1.8059532238521532e-06,2.1613144074321255e-06,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-8339.686659178387,-8244.720443915003,-11066.464913072212,-5393.950633683056,-11937.974102308768,-5250.781025619354,6642.006468834389,6644.880536613626,6628.776545296689,6649.613136705421,6624.689304001479,6658.97941820257
