window,mass_GeV,draw_count,summary_scope,quantile_method,eps2_up_mean,eps2_up_median,eps2_up_q16,eps2_up_q84,eps2_up_min,eps2_up_max,p0_analytic_mean,p0_analytic_median,p0_analytic_q16,p0_analytic_q84,p0_analytic_min,p0_analytic_max,Z_analytic_mean,Z_analytic_median,Z_analytic_q16,Z_analytic_q84,Z_analytic_min,Z_analytic_max,A_hat_mean,A_hat_median,A_hat_q16,A_hat_q84,A_hat_min,A_hat_max,sigma_A_mean,sigma_A_median,sigma_A_q16,sigma_A_q84,sigma_A_min,sigma_A_max
window_2p25eq2p5,0.147,10,pointwise descriptive statistics across ten conditional draws,numpy linear,2.658897413491158e-06,2.668537501105596e-06,2.627682999639758e-06,2.6839975436252633e-06,2.6180306384526355e-06,2.6945209746232183e-06,0.4718246999532484,0.4656359840706083,0.46217369635914884,0.48674614922853376,0.4607584771467694,0.4898639735829223,0.07070919406774889,0.0862448513007185,0.03322865676733166,0.09495900073512026,0.025409984544061,0.0985230694589175,251.5823787787785,293.6252408166053,129.5688885424394,345.8392776713902,98.83745282057056,401.4863284865807,3687.9658623128526,3689.0858111323555,3680.418101145284,3693.295693943841,3678.248523004269,3697.713137674437
window_2p25eq2p5,0.148,10,pointwise descriptive statistics across ten conditional draws,numpy linear,2.60938470402151e-06,2.620288682478591e-06,2.577365003227408e-06,2.634105780713334e-06,2.5703665035415583e-06,2.650754857792141e-06,0.4958237628343142,0.4982556729520306,0.4916435478163494,0.5,0.4841771975623133,0.5,0.01046969618247319,0.0043724352267022,0.0,0.02094816520763755,0.0,0.0396722881570571,-20.264501619450435,14.127866109548645,-151.46502019330148,84.78794089313361,-168.90411097229202,154.15945792423943,3647.9357289334375,3649.058229129008,3640.3246618802436,3653.306330031202,3638.152844016397,3657.781490394845
window_2p25eq2p5,0.149,10,pointwise descriptive statistics across ten conditional draws,numpy linear,2.556528187978638e-06,2.56298453974513e-06,2.5237843247956923e-06,2.5837605498194587e-06,2.521051994368652e-06,2.601376916916368e-06,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-316.0702273320225,-299.4461586705346,-459.88109335957097,-180.44969122024776,-481.6318830457724,-117.6393344105486,3610.5771792850173,3611.769220334713,3602.630651606653,3616.1380686199127,3600.4660542990728,3620.8015288911
window_2p25eq2p5,0.15,10,pointwise descriptive statistics across ten conditional draws,numpy linear,2.5940041797673806e-06,2.5703730308821914e-06,2.5233038354714684e-06,2.597774152148351e-06,2.5188738338954205e-06,2.9023968446755837e-06,0.4861490038223904,0.5,0.4999311292015692,0.5,0.3616277798207659,0.5,0.03544564525730995,0.0,0.0,0.0001726334915006,0.0,0.3541111855900983,-267.39264050339165,-391.3116798106575,-588.356114505916,-253.97298816679222,-629.6322126250745,1198.1352273173322,3569.0317480559584,3586.9115341133274,3576.4357612675735,3591.301870799424,3418.499431897752,3595.9890783686083
window_2p25eq2p5,0.151,10,pointwise descriptive statistics across ten conditional draws,numpy linear,2.6014135166886442e-06,2.601341287697621e-06,2.5664195155755583e-06,2.639209484069026e-06,2.5573451082446746e-06,2.653517737748593e-06,0.4999793387604708,0.5,0.4999311292015692,0.5,0.4999311292015692,0.5,5.179004745018e-05,0.0,0.0,0.0001726334915006,0.0,0.0001726334915006,-337.56459349149316,-345.9991788673334,-482.71792436542637,-166.102993674387,-540.9058636003665,-118.02570140269124,3541.8076735493837,3542.9249746169726,3534.0860411351,3547.210268923564,3532.0295599648944,3551.870842567737
window_2p25eq2p5,0.152,10,pointwise descriptive statistics across ten conditional draws,numpy linear,4.763534125195615e-06,2.545086175350078e-06,2.5039872090335473e-06,9.61478841348244e-06,2.488772869813677e-06,1.101177061775818e-05,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-1245.5875541001649,-836.3176009696858,-2327.271437550017,-634.4455371755445,-2767.3012131234277,-531.3019289641861,6566.242950368554,3509.89480907702,3502.03427703321,13204.865430516287,3496.364725444394,15120.513849589908
window_2p25eq2p5,0.153,10,pointwise descriptive statistics across ten conditional draws,numpy linear,2.5852635367824873e-06,2.578173851262053e-06,2.5543757323438777e-06,2.6278714834169323e-06,2.5380488754674856e-06,2.6368122945245826e-06,0.49999311292015686,0.5,0.5,0.5,0.4999311292015692,0.5,1.726334915006e-05,0.0,0.0,0.0,0.0,0.0001726334915006,-578.4674407381789,-615.5389794998421,-711.1122195430745,-382.47269949755196,-801.870138569371,-353.92901261650945,3467.767269304773,3468.865437760739,3460.235804233013,3473.037578823418,3458.2304525268455,3477.562585240218
window_2p25eq2p5,0.154,10,pointwise descriptive statistics across ten conditional draws,numpy linear,2.7569033888179855e-06,2.745253699258348e-06,2.7216649870815382e-06,2.8108671629867165e-06,2.698274158285494e-06,2.818407695092326e-06,0.4953558007144,0.49996556460078456,0.485277558146101,0.5,0.4829517754469958,0.5,0.011644241026829781,8.63167457503e-05,0.0,0.036912139995751325,0.0,0.0427465763840423,-80.7502489306814,-120.66939774990058,-211.26735250804512,126.19042530840863,-313.04097570626334,146.47093263883107,3445.1140119825277,3446.2974286565995,3437.1826117688083,3450.6098997329264,3435.258586048062,3455.354283951937
window_2p25eq2p5,0.155,10,pointwise descriptive statistics across ten conditional draws,numpy linear,2.976332814447448e-06,2.965324919239787e-06,2.940163637442638e-06,3.0334216067557426e-06,2.9133951611759106e-06,3.038190663878398e-06,0.4322062141196086,0.43652002728725237,0.4088073386772545,0.446863987849355,0.4076757127064243,0.457974700475664,0.17092439993862146,0.15980118785544056,0.13359217350102046,0.2306149494620893,0.1055373922135795,0.2335280054766203,579.6943972732281,542.3618568375721,453.9418939042488,780.509202713881,359.04429392909253,790.7480040018335,3395.5647458996054,3396.732934090254,3387.8623835111393,3400.8870275659383,3386.010813170278,3405.4480225893717
window_2p25eq2p5,0.156,10,pointwise descriptive statistics across ten conditional draws,numpy linear,3.3648251672026703e-06,3.352463424691943e-06,3.324519174858714e-06,3.4287120930207235e-06,3.2960003397488368e-06,3.4328592475129584e-06,0.31901421878867653,0.32255822484332813,0.29929263065947453,0.33168296014822546,0.2976227549317687,0.3411560608095541,0.4708487588995009,0.46055834104086035,0.43527578154410007,0.5264371252336124,0.4093100765667368,0.5312500560984862,1562.1482673714536,1527.5362741671493,1442.1157831729192,1750.0116951032899,1353.9079154793096,1765.2821992534105,3375.4933729236654,3376.637552878894,3367.9807218978344,3380.694907908361,3366.1329373743547,3385.13587678323
window_2p25eq2p5,0.157,10,pointwise descriptive statistics across ten conditional draws,numpy linear,3.819962402584962e-06,3.8074536270393963e-06,3.7770003821435004e-06,3.886258871387921e-06,3.746847511529739e-06,3.893551772135037e-06,0.21753316911407752,0.2201912173590671,0.20200321879130523,0.2277595375063282,0.2001176291469819,0.2354976888716082,0.7811639731179651,0.7715476092940121,0.7462493573767403,0.8344877341082444,0.7208604511680025,0.8412011465933691,2607.7717139657916,2576.5800269164965,2495.075740233816,2780.215876804871,2413.2278546102434,2801.0079671630087,3338.84587642502,3339.886809696367,3331.8507832111977,3343.6959202594667,3330.1072534705536,3347.8779768754707
window_2p25eq2p5,0.158,10,pointwise descriptive statistics across ten conditional draws,numpy linear,4.192339926778254e-06,4.182053138590279e-06,4.150540391081041e-06,4.254476691860544e-06,4.122314662216792e-06,4.265556295773536e-06,0.15567223763386442,0.1573710898243744,0.14444626991054021,0.16331948234806984,0.142417271070023,0.1689437860705375,1.0130659993481144,1.0053252860403958,0.980906400274812,1.0605542223753714,0.958347474215018,1.069521953132744,3347.779383120298,3323.439061832956,3246.2975873741143,3497.864025723439,3175.459155237536,3525.4683509495417,3304.9834470436776,3305.9910239152223,3298.2303931127212,3309.6817273119914,3296.5048858130126,3313.6731830587596
window_2p25eq2p5,0.159,10,pointwise descriptive statistics across ten conditional draws,numpy linear,4.541161251141371e-06,4.532634420176405e-06,4.503202302803344e-06,4.5927590890434465e-06,4.480540641647128e-06,4.607817417104321e-06,0.11387145131833895,0.11506078543544465,0.10632997399321996,0.11942388328522024,0.1042966226181884,0.1227046726716111,1.2067842384313368,1.2000807051466018,1.1778757391750234,1.2462850795289258,1.1615720388181423,1.2574430598417574,3955.2117835680356,3935.14132811734,3866.932603830058,4076.7094950797155,3812.2608791830166,4110.971589695322,3276.280168907501,3277.2808560920093,3269.711775535233,3280.8530461831156,3267.963598490991,3284.703619569255
window_2p25eq2p5,0.16,10,pointwise descriptive statistics across ten conditional draws,numpy linear,4.735658841289448e-06,4.727710479500145e-06,4.699797490064175e-06,4.781496193070655e-06,4.680766133401759e-06,4.799045816276742e-06,0.09868997338571825,0.09960535822901255,0.09280701551165893,0.10323448406389608,0.090753738253238,0.1059758738401548,1.2895773204867516,1.283877969444128,1.2633479150907438,1.3236681188553021,1.248216596593848,1.3361278866745534,4199.589960997668,4182.274515509963,4119.825100976065,4302.513042864571,4075.018176122632,4340.681049099794,3256.4448679792467,3257.3937056387895,3250.1499918051227,3260.84014495886,3248.428295958502,3264.522940234291
window_2p25eq2p5,0.161,10,pointwise descriptive statistics across ten conditional draws,numpy linear,4.618308699360912e-06,4.616769180158854e-06,4.58436032602958e-06,4.65211205096565e-06,4.575381011752804e-06,4.671559488370621e-06,0.11538249178822327,0.11585160206618525,0.11024160034448739,0.1200846630818976,0.1076781388859306,0.1220089164709789,1.1987545919324896,1.1960718681557636,1.1745781491559106,1.2252487305436475,1.16500286548082,1.238970892407258,3847.8994280328125,3841.646044655773,3774.0586928001976,3925.9865475730176,3748.337155276588,3967.8611741750265,3211.0599105077617,3211.9215373938187,3205.2593535715373,3215.1735297279906,3203.5444640442033,3218.5453027724507
window_2p25eq2p5,0.162,10,pointwise descriptive statistics across ten conditional draws,numpy linear,4.5473313049942385e-06,4.467916238829776e-06,4.43275059800319e-06,4.490417369827626e-06,4.427019209846867e-06,5.344005349466592e-06,0.15076414938055155,0.1484283258139204,0.1414674167130688,0.1513832936069387,0.1398920352176398,0.1932254156743417,1.0349768841871205,1.0432099901823988,1.030518681930505,1.073749803421204,0.8660717221176706,1.0808045357157212,3383.6334873994574,3385.3817259202815,3305.632014601341,3438.01519804395,3295.384815305468,3541.3296312631796,3284.5828066735935,3194.9085555508036,3190.018487762953,3199.262964619879,3186.8982273016895,4099.817016854174
window_2p25eq2p5,0.163,10,pointwise descriptive statistics across ten conditional draws,numpy linear,4.1592158211116724e-06,4.161721462467936e-06,4.129617066734391e-06,4.187284798850892e-06,4.126985499683632e-06,4.191952818550588e-06,0.20207820693602785,0.2013790128750371,0.19680898525719664,0.20802107035480233,0.1940447302518488,0.2091898447376887,0.8343788695940486,0.8367235738500007,0.8133072389471165,0.8530752775372736,0.8092355162420679,0.863087317316075,2630.780920596002,2637.5988074861343,2565.2636560025735,2689.372942475326,2554.583926105299,2714.9150528106843,3161.7772472813695,3162.7546066902632,3155.5142071900564,3166.1203818983317,3153.8712327571043,3169.740078857835
window_2p25eq2p5,0.164,10,pointwise descriptive statistics across ten conditional draws,numpy linear,3.75139413782776e-06,3.7512802230037616e-06,3.7249414662837242e-06,3.7760012043834434e-06,3.7212042926228017e-06,3.785312848289473e-06,0.30663590402455493,0.30659161351228104,0.2996829786441156,0.3134373823750135,0.2985029818042883,0.3139646500692735,0.5054778433182597,0.5055350714599751,0.48613057910342933,0.5253126451933584,0.484643431085989,0.5287109735754513,1596.2092530151942,1599.4591944269723,1529.6175982463744,1659.4799864170475,1524.1316149800675,1672.0649760600315,3144.015901660093,3145.017059563191,3137.6532215384605,3148.428923798899,3135.976794684605,3152.0955724290225
window_2p25eq2p5,0.165,10,pointwise descriptive statistics across ten conditional draws,numpy linear,3.403456249541352e-06,3.403987651343761e-06,3.3811454385093162e-06,3.4262683980542085e-06,3.375162157780588e-06,3.4387522902256796e-06,0.4097571663266735,0.40979108436566647,0.40245750533695807,0.41751220477982526,0.3991871022431801,0.4189825414078221,0.22820330994518795,0.2280834274057058,0.20826202370230054,0.24699357699951024,0.20449706821392,0.2554517512834318,708.2054781280524,707.9876645387984,646.9446735236048,765.6872235658477,635.0290466513829,792.8625935427945,3099.9827553951895,3101.020972945158,3093.4713479498173,3104.463620676025,3091.854236823492,3108.198738908295
window_2p25eq2p5,0.166,10,pointwise descriptive statistics across ten conditional draws,numpy linear,3.034116025819004e-06,3.0297892198305803e-06,3.014118576811276e-06,3.0560886647064346e-06,3.0108628169320357e-06,3.0655905530407523e-06,0.49999026019825654,0.5,0.49997272855511843,0.5,0.4999513009912829,0.5,2.44140625e-05,0.0,0.0,6.835937499999995e-05,0.0,0.0001220703125,-371.38052031104155,-370.5615079569093,-429.5220819562557,-313.30083644588296,-445.28213403632816,-280.97707353615584,3079.760169073958,3080.7937571993043,3073.204950013108,3084.2868396062795,3071.5444163175703,3088.0754251387452
window_2p25eq2p5,0.167,10,pointwise descriptive statistics across ten conditional draws,numpy linear,2.690224386369031e-06,2.685119632786022e-06,2.676197595640173e-06,2.7060727822024057e-06,2.6737079306643814e-06,2.7117931560443385e-06,0.49999026019825654,0.5,0.49997272855511843,0.5,0.4999513009912829,0.5,2.44140625e-05,0.0,0.0,6.835937499999995e-05,0.0,0.0001220703125,-1669.596926021796,-1668.5696998963767,-1725.216479318632,-1609.7657369010947,-1742.2520956360502,-1578.7816600682345,3044.690397076637,3045.5685271414445,3038.696651303721,3048.885503718543,3037.0447828902807,3052.4835063743544
window_2p25eq2p5,0.168,10,pointwise descriptive statistics across ten conditional draws,numpy linear,2.524358866319631e-06,2.5193946895838857e-06,2.513370782059035e-06,2.5381923990444194e-06,2.50788291981754e-06,2.541871851032523e-06,0.49999513009912827,0.5,0.5,0.5,0.4999513009912829,0.5,1.220703125e-05,0.0,0.0,0.0,0.0,0.0001220703125,-2558.0206568617537,-2565.899155715533,-2616.8694560584454,-2493.3672459705645,-2628.42088934492,-2465.438736871155,3010.610394555896,3011.433674950399,3004.802721810099,3014.702414235856,3003.1432417614155,3018.2251173323775
window_2p25eq2p5,0.169,10,pointwise descriptive statistics across ten conditional draws,numpy linear,2.3889224685637096e-06,2.3848267123601685e-06,2.378886080668368e-06,2.401834019815147e-06,2.3730901198813853e-06,2.403347755607196e-06,0.49999513009912827,0.5,0.5,0.5,0.4999513009912829,0.5,1.220703125e-05,0.0,0.0,0.0,0.0,0.0001220703125,-3474.1990730040648,-3493.630856738625,-3536.4269504346044,-3405.8364942487874,-3544.605153526198,-3380.6186769654605,2977.502761725884,2978.310754632087,2971.7758957971537,2981.5340568287493,2970.166504498038,2985.0527038444725
window_2p25eq2p5,0.17,10,pointwise descriptive statistics across ten conditional draws,numpy linear,2.3634310947965024e-06,2.3612003130334537e-06,2.3507189649311704e-06,2.377130771181334e-06,2.345483298284321e-06,2.37975606597628e-06,0.49999513009912827,0.5,0.5,0.5,0.4999513009912829,0.5,1.220703125e-05,0.0,0.0,0.0,0.0,0.0001220703125,-3865.9051206716867,-3890.6099976478863,-3924.11074342262,-3791.3466952472672,-3954.884444901244,-3771.1712197011566,2959.1783822487223,2960.0091153881986,2953.2421636339477,2963.355180490316,2951.5720263726994,2966.996943942224
window_2p25eq2p5,0.171,10,pointwise descriptive statistics across ten conditional draws,numpy linear,2.32486175735679e-06,2.3241288497413616e-06,2.3105106126838293e-06,2.3382626778910356e-06,2.3061035618908588e-06,2.342780311957502e-06,0.49998824301928513,0.5,0.49997272855511843,0.5,0.4999311292015692,0.5,2.9470380400060004e-05,0.0,0.0,6.835937499999995e-05,0.0,0.0001726334915006,-4185.225042676873,-4211.361350027662,-4246.619248281073,-4108.218493673576,-4285.860626049323,-4093.688146468371,2915.6655288820684,2916.4826503322065,2909.782415743001,2919.801741928312,2908.1403517023914,2923.4150270155296
window_2p25eq2p5,0.172,10,pointwise descriptive statistics across ten conditional draws,numpy linear,2.2758689028079053e-06,2.2760279555303525e-06,2.261905320558327e-06,2.2879059038217376e-06,2.2584143094334102e-06,2.293083362624652e-06,0.49999026019825654,0.5,0.49997272855511843,0.5,0.4999513009912829,0.5,2.44140625e-05,0.0,0.0,6.835937499999995e-05,0.0,0.0001220703125,-4779.680726680995,-4800.484266001033,-4842.902258875962,-4699.2247303445665,-4884.24645231035,-4691.7544421731645,2894.4797987707934,2895.199909832254,2889.0069966061224,2898.387663405396,2887.380912256931,2901.794625357
window_2p25eq2p5,0.173,10,pointwise descriptive statistics across ten conditional draws,numpy linear,2.2993722800097847e-06,2.30063153284734e-06,2.2838271482474855e-06,2.3115159344131448e-06,2.280827306852498e-06,2.318226445714253e-06,0.49999513009912827,0.5,0.5,0.5,0.4999513009912829,0.5,1.220703125e-05,0.0,0.0,0.0,0.0,0.0001220703125,-4734.199002609292,-4745.737642254993,-4809.764002988041,-4651.8140797676,-4846.450787420295,-4639.558906155084,2865.117249024668,2865.802237203009,2859.8470755068124,2868.8987282264516,2858.2312166591937,2872.2000950998945
window_2p25eq2p5,0.174,10,pointwise descriptive statistics across ten conditional draws,numpy linear,3.006956436863438e-06,2.4236615266610556e-06,2.3956962291559095e-06,2.436221963027027e-06,2.3929306435865676e-06,8.327500933050703e-06,0.49999026019825654,0.5,0.49997272855511843,0.5,0.4999513009912829,0.5,2.44140625e-05,0.0,0.0,6.835937499999995e-05,0.0,0.0001220703125,-4492.458864210092,-4106.296037225401,-4211.27290493864,-4017.4047884728216,-8041.183797908505,-3989.5332650018977,3450.663646530747,2849.234178227285,2842.951314133669,2854.2972257333286,2841.2794313679137,8872.434069987583
window_2p25eq2p5,0.175,10,pointwise descriptive statistics across ten conditional draws,numpy linear,3.167092023746689e-06,2.584542350001282e-06,2.5600957289088524e-06,2.6001378840538223e-06,2.546395934771046e-06,8.472382560345998e-06,0.4998293784101005,0.5,0.4998360946073053,0.5,0.4986012303304803,0.5,0.00042768562354283,0.0,0.0,0.00041084991203135985,0.0,0.0035062027871936,-3508.4263876262803,-3148.561432377108,-3278.073756307754,-3080.716357028017,-6741.318316319755,-3039.459069149969,3389.1677439766404,2811.193801773451,2806.4772347581747,2815.1792793987047,2803.704862564602,8599.812572170023
window_2p25eq2p5,0.176,10,pointwise descriptive statistics across ten conditional draws,numpy linear,3.3396686731241214e-06,2.780187936268716e-06,2.749633917744493e-06,2.80103618331598e-06,2.7328482728206603e-06,8.44841327439056e-06,0.49998337311841345,0.5,0.4999513009912829,0.5,0.4999311292015692,0.5,4.167741165006e-05,0.0,0.0,0.0001220703125,0.0,0.0001726334915006,-2870.210764259035,-2334.6134218657653,-2479.9171577742254,-2274.7424770256966,-7625.498534069652,-2221.956180365882,3372.160105832393,2791.4865843137954,2786.8807842120864,2795.5491466290605,2784.06121032506,8606.347254099497
window_2p25eq2p5,0.177,10,pointwise descriptive statistics across ten conditional draws,numpy linear,3.1423481902726308e-06,3.1503639934914177e-06,3.094126800297762e-06,3.172687222925475e-06,3.0919468847950715e-06,3.1978668821522824e-06,0.49998539029738487,0.5,0.4999513009912829,0.5,0.4999513009912829,0.5,3.662109375e-05,0.0,0.0,0.0001220703125,0.0,0.0001220703125,-1081.8028939686826,-1058.5783640123286,-1205.7510191653475,-1003.7419952567625,-1216.821413304412,-942.0288762810156,2762.0553124752055,2762.7277747319204,2756.9794421579027,2765.691257543091,2755.396237775139,2768.8842571606688
window_2p25eq2p5,0.178,10,pointwise descriptive statistics across ten conditional draws,numpy linear,3.8107558219550052e-06,3.823235172440993e-06,3.7375746236277378e-06,3.857670195191105e-06,3.7315016463710343e-06,3.894811547098852e-06,0.45114905408050543,0.45197954509751936,0.4446621899114189,0.4632055704110717,0.4231563737826476,0.4644765565695578,0.12281600877915558,0.12066161726478185,0.09236114320485032,0.13916095794160901,0.0891620648316652,0.1938252087719266,387.29349650707087,410.3266892555207,258.4846603686473,468.57996074689476,250.8166402693847,531.3011154373729,2734.036841905598,2734.6958646734133,2729.0987573129337,2737.6102202464263,2727.557573074549,2740.5939507908843
window_2p25eq2p5,0.179,10,pointwise descriptive statistics across ten conditional draws,numpy linear,4.549852280054875e-06,4.5644996879748455e-06,4.464068341092466e-06,4.606067450530164e-06,4.45321846944254e-06,4.649562664362037e-06,0.27887922877547033,0.27596853767376983,0.26875354734103285,0.29459220514075196,0.2613521941368727,0.29632523486695,0.5865183646390563,0.5948604246823084,0.5400188246659157,0.6165911774159535,0.5349991143076687,0.6391822339026841,1588.9875886784787,1611.8091690591277,1460.3186674711583,1672.4505496764336,1445.8980815842633,1735.6066797571125,2708.380805692851,2709.0374638851285,2703.527127010618,2711.87804481785,2702.028842112706,2714.787945271094
window_2p25eq2p5,0.18,10,pointwise descriptive statistics across ten conditional draws,numpy linear,5.338382517646263e-06,5.353221328427748e-06,5.2452714698622035e-06,5.400960649014473e-06,5.229127883905092e-06,5.448505337296507e-06,0.16258359367894662,0.16065950086897118,0.15527612272444893,0.1736364234253489,0.1501103557219702,0.1754392098126763,0.9844475858483823,0.9917510099953244,0.9398924251573934,1.0140658541561114,0.932886797695297,1.0359601983507978,2651.2003267292375,2671.398819166769,2526.883238770722,2734.1581925298465,2506.6022526600987,2796.0627804058295,2692.0861022679487,2692.692544909487,2687.5239948637122,2695.4075476794596,2686.0558418425617,2698.1379627590823
window_2p25eq2p5,0.181,10,pointwise descriptive statistics across ten conditional draws,numpy linear,7.171465137459192e-06,6.0592988222788576e-06,5.98487040210952e-06,6.1252051137934e-06,5.94066856023117e-06,1.7292049169575082e-05,0.0881595627997222,0.09218482995015916,0.0875521945695449,0.09786462864943923,0.0427723252903328,0.1013221959696725,1.361596041932088,1.3274207518467291,1.294139500309537,1.3560513149571318,1.2740536819650623,1.7193830278043492,4306.964877466627,3524.9680597956353,3434.1913284092834,3605.342271500721,3380.023324380887,11478.283946463447,3058.7040789773796,2658.0657161046165,2654.1845231092843,2661.114274782737,2652.034690269747,6672.6049436890125
window_2p25eq2p5,0.182,10,pointwise descriptive statistics across ten conditional draws,numpy linear,6.316083380609993e-06,6.3302235882620665e-06,6.224052300572065e-06,6.381307835727568e-06,6.199844359276515e-06,6.4277369726071636e-06,0.08047818351649066,0.0794630564467452,0.0763418309060131,0.08637711816574169,0.073638153851779,0.0879693429407966,1.4025265966922986,1.4087146044230385,1.3634074702334311,1.4301173265866098,1.3533661499717082,1.4492194491896266,3707.7975062122446,3724.8315694100042,3598.7403312131837,3784.905691231644,3570.352298791959,3838.983431945499,2641.3912532325726,2641.9610302834953,2637.1702643727444,2644.460923904645,2635.7954197781205,2646.968854347814
window_2p25eq2p5,0.183,10,pointwise descriptive statistics across ten conditional draws,numpy linear,6.287335582156646e-06,6.3006405927778585e-06,6.202825576454236e-06,6.348853337500777e-06,6.176519445572612e-06,6.391440273654409e-06,0.08805228450964361,0.08702863319223705,0.08373927051843244,0.09395638920654002,0.0811487600499892,0.095818348248251,1.3534390454630132,1.3593296786156874,1.316779951537677,1.3803558604888186,1.3057526221018023,1.397386022408427,3545.3428125268497,3561.2402111911397,3445.5534420220547,3618.306113780768,3414.9473408939125,3666.5974983526216,2617.9596461647725,2618.5532892642327,2613.7025183765527,2621.02632927331,2612.3758085685563,2623.5365539755553
window_2p25eq2p5,0.184,10,pointwise descriptive statistics across ten conditional draws,numpy linear,5.953626422898811e-06,5.965946025825416e-06,5.876661303208871e-06,6.011745761680398e-06,5.84955562726099e-06,6.048664498272963e-06,0.12571810345188428,0.12452764408375105,0.12060399677379038,0.1324614646607404,0.1176451485278734,0.13500695757993,1.147287804733229,1.1527013627039013,1.1148327721068656,1.171981670534851,1.1030305116835075,1.18684111686902,2988.3844698356143,3003.0605069008852,2899.0045346836973,3056.179790310268,2866.8892361739668,3097.9441246211313,2603.6206024137587,2604.261158002083,2599.1926622072224,2606.7640139549567,2597.8920778798965,2609.3745353955483
window_2p25eq2p5,0.185,10,pointwise descriptive statistics across ten conditional draws,numpy linear,5.564119085911726e-06,5.573403057299715e-06,5.5042000324820675e-06,5.612708040639254e-06,5.476731464473034e-06,5.640410501186881e-06,0.1756098108052788,0.17463199157268855,0.1699868897541848,0.18220305622669522,0.1673843494746279,0.1855278766754887,0.9324735669845949,0.9360764251901047,0.9070040346897013,0.9542277423516331,0.8944975251083083,0.964553101967359,2394.3718528547606,2404.7968905604876,2324.5961236672,2452.815215295251,2291.2595381808765,2482.790030458817,2570.7449080807414,2571.3426706433847,2566.608812770911,2573.7106680347606,2565.319645554518,2576.1234752966734
window_2p25eq2p5,0.186,10,pointwise descriptive statistics across ten conditional draws,numpy linear,4.966815909635884e-06,4.967113148973933e-06,4.925644036298531e-06,5.010155066025483e-06,4.899189413384699e-06,5.021675931546029e-06,0.28344928845203776,0.28381180122391536,0.2763223572136552,0.28954283730678204,0.2753068268325188,0.2940576799581121,0.5727318250896418,0.5715831575359767,0.5547232947691738,0.5938043064477029,0.5415691339886616,0.596840832016901,1465.4636873282202,1463.1932779325168,1417.0334031599714,1520.7568966633605,1382.7349606286348,1530.3078159558756,2559.3993137576076,2560.021308907971,2555.1858005681065,2562.431791824505,2553.840536616986,2564.8405874037685
window_2p25eq2p5,0.187,10,pointwise descriptive statistics across ten conditional draws,numpy linear,4.344041635997445e-06,4.340111377222999e-06,4.314774626429775e-06,4.378775598729676e-06,4.294930218996527e-06,4.3834758150696e-06,0.42951556064745156,0.43022887377833113,0.4225608916128199,0.4356289554671945,0.4213153333320369,0.4391843239064374,0.1776314048243912,0.17579428971893124,0.16206095737616835,0.19534642759915657,0.153037569815643,0.198529678621923,450.6521901482339,445.8643898371007,410.76309182835587,496.1409359911173,387.3747961681742,504.3800061414676,2537.0447813499313,2537.640835873349,2532.930236308427,2540.0270063699827,2531.582170552388,2542.370014440563
window_2p25eq2p5,0.188,10,pointwise descriptive statistics across ten conditional draws,numpy linear,3.829083702633759e-06,3.826958938607546e-06,3.8073600420196785e-06,3.853188918365632e-06,3.7969899942039216e-06,3.8570792256504385e-06,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-510.8650823228597,-513.280616592504,-553.6170515856712,-467.40410634639306,-557.8168807356884,-464.99084674435096,2511.435605756879,2512.0223311572045,2507.378905082577,2514.3752621347116,2506.0405600008626,2516.688098220264
window_2p25eq2p5,0.189,10,pointwise descriptive statistics across ten conditional draws,numpy linear,3.548979795824501e-06,3.5479958628734013e-06,3.5307240628646116e-06,3.567762835719656e-06,3.5276572806407776e-06,3.5690939778044364e-06,0.49999513009912827,0.5,0.5,0.5,0.4999513009912829,0.5,1.220703125e-05,0.0,0.0,0.0,0.0,0.0001220703125,-1244.0678367024414,-1244.2444202492452,-1281.4490824293457,-1205.2008779179057,-1293.8169662154985,-1199.2564864415504,2487.6016030981964,2488.1884442925034,2483.4998092397072,2490.5650422301355,2482.1683965009493,2492.940967269389
window_2p25eq2p5,0.19,10,pointwise descriptive statistics across ten conditional draws,numpy linear,3.4469257990339072e-06,3.446487973510508e-06,3.430928302740378e-06,3.462982826494927e-06,3.4287156466183977e-06,3.4645923706831197e-06,0.49999026019825654,0.5,0.49997272855511843,0.5,0.4999513009912829,0.5,2.44140625e-05,0.0,0.0,6.835937499999995e-05,0.0,0.0001220703125,-1658.2560964127802,-1658.4664724862837,-1692.1276116413158,-1622.2506967384127,-1710.7927004017113,-1613.9385322898393,2470.8837033534046,2471.485342664561,2466.662449796917,2473.908866893027,2465.3405842782017,2476.3903488543515
