mass_GeV,paired_draw_count,summary_scope,eps2_up_ratio_3p0_over_2p25eq2p5_mean,eps2_up_ratio_3p0_over_2p25eq2p5_median,eps2_up_ratio_3p0_over_2p25eq2p5_q16,eps2_up_ratio_3p0_over_2p25eq2p5_q84,delta_log10_eps2_up_3p0_minus_2p25eq2p5_mean,delta_log10_eps2_up_3p0_minus_2p25eq2p5_median,delta_log10_eps2_up_3p0_minus_2p25eq2p5_q16,delta_log10_eps2_up_3p0_minus_2p25eq2p5_q84,delta_p0_3p0_minus_2p25eq2p5_mean,delta_p0_3p0_minus_2p25eq2p5_median,delta_p0_3p0_minus_2p25eq2p5_q16,delta_p0_3p0_minus_2p25eq2p5_q84,delta_Z_3p0_minus_2p25eq2p5_mean,delta_Z_3p0_minus_2p25eq2p5_median,delta_Z_3p0_minus_2p25eq2p5_q16,delta_Z_3p0_minus_2p25eq2p5_q84,delta_A_hat_3p0_minus_2p25eq2p5_mean,delta_A_hat_3p0_minus_2p25eq2p5_median,delta_A_hat_3p0_minus_2p25eq2p5_q16,delta_A_hat_3p0_minus_2p25eq2p5_q84
0.091,10,pointwise descriptive paired differences across ten conditional draws,0.9909433950402594,0.988539480275644,0.9845411836147606,0.9997392162056533,-0.0039659353503838975,-0.005006012376753244,-0.006767143598144649,-0.0001135751474363293,0.009414003181225978,0.011040713299540511,0.0002078019657622797,0.018499963741209133,-0.024710588435204357,-0.029533591090312533,-0.04767978282140008,-0.0006028224213468166,-151.208392089913,-196.20227318520904,-269.6075506661977,-7.183398635705778
0.092,10,pointwise descriptive paired differences across ten conditional draws,1.1399478234657416,0.9938135964251245,0.989881846591999,1.0057691855706974,0.03683021250823941,-0.002695072019423872,-0.0044171519682622675,0.0024892067120731885,-0.018432971754216338,0.006144745682459735,-0.005800509394698838,0.01023611285314215,0.07156849120288744,-0.01833195288514372,-0.029797993919834957,0.016593696001056958,1089.0015416328074,-109.07396310826971,-176.7817429869148,97.24269075498445
0.093,10,pointwise descriptive paired differences across ten conditional draws,0.9967027386323988,0.9962300843505572,0.9853829169209135,1.0065930498736575,-0.0014563239250724002,-0.0016409590132111518,-0.006395709593422297,0.002853346880451894,0.0037408681355590666,0.0039023268520347876,-0.005329415131904316,0.01427768814298515,-0.01119163074931821,-0.011974972359660996,-0.04185069937295588,0.016267991189325395,-61.23180375083693,-68.88281904613041,-249.1116802807077,99.43237274594242
0.094,10,pointwise descriptive paired differences across ten conditional draws,0.9995425517550018,1.0001992222767293,0.9827466566630051,1.015397220696235,-0.00023729750895640223,8.592311580679635e-05,-0.007558459558859916,0.006634701158150093,0.0017755333249648176,0.0024065702483151707,-0.017880185560197652,0.019847483986239842,-0.004497964607555136,-0.0065805597202568955,-0.05222991565811193,0.04771776479508763,-16.650737016862468,-17.22277692649959,-285.2757060341216,249.21185412489544
0.095,10,pointwise descriptive paired differences across ten conditional draws,0.9340324940292293,1.0038604409128646,0.9818704712605835,1.0228957659565217,-0.051678292624038044,0.0016719485745197993,-0.00794763443305925,0.0098290219768689,-0.0010204485886555926,0.0,-0.00039461025577017586,0.0008481667192346038,0.0025913479399948514,0.0,-0.0021261364824216806,0.0009915658476216155,-60.61039213918815,50.262272439953435,-319.28111980564285,368.66597643583754
0.096,10,pointwise descriptive paired differences across ten conditional draws,1.0044805346171768,1.0053540829075878,0.9887586202810036,1.0200745261288708,0.0018998846307396455,0.0023182535150714223,-0.00491013620379924,0.008626074733374301,-1.3774159480922643e-05,0.0,0.0,0.0,3.452669830012e-05,0.0,0.0,0.0,75.96410417716388,95.99630742508293,-273.6953484826386,422.07175922811007
0.097,10,pointwise descriptive paired differences across ten conditional draws,1.029425554090389,1.008830318278406,0.9910023162508323,1.0243786468499019,0.011595364200802738,0.003817894330125249,-0.003925466512395915,0.010460517020819573,-1.9479603341721054e-05,0.0,-5.454288935681895e-05,0.0,4.8828125e-05,0.0,0.0,0.0001367187499999999,-529.7505513129666,77.92279473922008,-334.3025249504358,430.8035795169839
0.098,10,pointwise descriptive paired differences across ten conditional draws,1.006233874227131,1.0073223942706955,0.994302497795383,1.0190654401283799,0.002667984503726384,0.0031680649152181495,-0.0024817851126224966,0.008194001230597256,1.3774159480922643e-05,0.0,-5.454288935681895e-05,9.739801670860526e-05,-3.4526698300120006e-05,0.0,-0.000244140625,0.0001367187499999999,126.50169526034624,154.61563495957557,-178.49546629299374,425.5759470393021
0.099,10,pointwise descriptive paired differences across ten conditional draws,1.0083839874969762,1.0088683532960179,0.995784493342103,1.023150131436142,0.003585392654147679,0.003834448057778772,-0.001835041535150168,0.009930867552814424,9.739801670860527e-06,0.0,-5.454288935681895e-05,9.739801670860526e-05,-2.44140625e-05,0.0,-0.000244140625,0.0001367187499999999,147.90691524388677,177.9486598709127,-116.66496820092476,440.45827077128996
0.1,10,pointwise descriptive paired differences across ten conditional draws,1.0101712533020515,1.0094094461684533,0.9985230629521223,1.0268728945567491,0.004349993521151951,0.00406701461324932,-0.0006423503693078914,0.011508739224991514,1.780851729098476e-05,0.0,0.0,7.713529309316675e-05,-4.4639334100240004e-05,0.0,-0.00019334951048067202,0.0,151.31046121060425,153.9255299257252,-45.32767338749619,405.8276925152436
0.101,10,pointwise descriptive paired differences across ten conditional draws,1.0080829797569175,1.0047903818562882,1.0008361844762776,1.018595635095197,0.0034704738423267044,0.0020753118973861895,0.00036297877515877985,0.007997895989420235,-0.018541467146004614,-0.008932652014527476,-0.02578553099674929,-0.00021183519868070162,0.04758178870403608,0.022999243473259975,0.000532172219378382,0.06658055140706089,270.0988381274169,128.9486168520889,3.2762204714914063,373.7254998939322
0.102,10,pointwise descriptive paired differences across ten conditional draws,1.009158454506047,1.0082102374429596,0.9956925850346637,1.0233241737237067,0.003923468666204233,0.0035480764334869797,-0.0018805518881894303,0.010012721938579253,0.006266585976127709,-0.006921209282389068,-0.020230622009311958,0.0063090144578137365,-0.015358698176391444,0.018632085812685245,-0.016147453712811583,0.054987532751420314,-59.682820906905874,108.98678304619034,-72.003267791068,328.76725846650515
0.103,10,pointwise descriptive paired differences across ten conditional draws,1.009265538276229,1.010131721576856,0.9993166662476544,1.0176511367278822,0.003991169261586602,0.004378000175386809,-0.0002979223151613654,0.0075988282846499895,-0.007290112044160394,-0.007685042367357203,-0.01447382628799757,0.00029351980990017894,0.023568214378191656,0.025734274002775614,-0.0010769520477361154,0.04598120191479179,132.14003983748194,144.26931004611197,-6.951498424210044,255.25066877307307
0.104,10,pointwise descriptive paired differences across ten conditional draws,0.9679452721831145,1.0086108164487626,0.9972055156574599,1.0118906403466057,-0.018261429482082737,0.003723507889117794,-0.0012188732202596244,0.005133578733481201,-0.0047265150389963735,-0.006028304640658705,-0.008100100607313726,-0.0011387792537748622,0.017383281733080437,0.022192852607008928,0.0037538073240745186,0.029277479198234736,-212.1730710970001,124.54437505720261,-41.55949775530579,167.58083629630008
0.105,10,pointwise descriptive paired differences across ten conditional draws,1.0060790194168043,1.006640589545456,1.002851578201337,1.0116719766210727,0.0026239527283427044,0.002874274642938879,0.0012364356257188547,0.005039139249252677,-0.004809376360965695,-0.004967674033173483,-0.009270345271473152,-0.002099771072454918,0.01685633132326697,0.017345869472485953,0.007022104642946423,0.03428865586485512,87.64610204348551,96.20799409319761,39.58992691198989,174.98745301420897
0.106,10,pointwise descriptive paired differences across ten conditional draws,1.004907111080077,1.0054817395206523,1.0005254128277061,1.0113020142582763,0.00211538815690373,0.0023736904130902126,0.00022783425738328585,0.004879522402204869,-0.0038893102526637523,-0.0034412535339665568,-0.00950999993423366,0.0004085873643964286,0.012277175322052714,0.01074581271693903,-0.0011152027313635323,0.0312945762643955,64.94981589560284,70.90209404771599,3.280727443813756,154.71234230440058
0.107,10,pointwise descriptive paired differences across ten conditional draws,1.003015847841676,1.0030971434768723,0.9946491482010577,1.0126055288169098,0.0012923712166953648,0.0013425994038547273,-0.002330382440678349,0.005440060906541113,-0.0021972684645133523,-0.0023410511594482153,-0.010661122050411767,0.005888096278909739,0.0064161326247273885,0.006874470336396793,-0.01696955919126408,0.03173445537443347,36.98220494808625,38.81394891781247,-83.24110772980183,171.8564243693316
