mass_GeV,epsilon_90,mass_MeV,eps2_90
2.0054,0.00089813,2005.4,8.066374969e-07
2.0069,0.00085067,2006.9,7.236394489e-07
2.0085,0.00077289,2008.5,5.973589521e-07
2.01,0.00069881,2010,4.883354161e-07
2.0115,0.00068741,2011.5,4.725325081e-07
2.013,0.00071316,2013,5.085971856e-07
2.0145,0.00075464,2014.5,5.694815296e-07
2.016,0.00080725,2016,6.516525625e-07
2.0175,0.0008735,2017.5,7.6300225e-07
2.019,0.00092027,2019,8.468968729e-07
2.0205,0.00097664,2020.5,9.538256896e-07
2.0221,0.00097063,2022.1,9.421225969e-07
2.0236,0.00097707,2023.6,9.546657849e-07
2.0251,0.00094956,2025.1,9.016641936e-07
2.0266,0.00092015,2026.6,8.466760225e-07
2.0281,0.00090903,2028.1,8.263355409e-07
2.0296,0.00087577,2029.6,7.669730929e-07
2.0311,0.00084059,2031.1,7.065915481e-07
2.0327,0.00080971,2032.7,6.556302841e-07
2.0342,0.00078409,2034.2,6.147971281e-07
2.0357,0.00075411,2035.7,5.686818921e-07
2.0372,0.00072377,2037.2,5.238430129e-07
2.0388,0.00068145,2038.8,4.643741025e-07
2.0403,0.00066424,2040.3,4.412147776e-07
2.0418,0.0006656,2041.8,4.4302336e-07
2.0433,0.00069879,2043.3,4.883074641e-07
2.0449,0.00074077,2044.9,5.487401929e-07
2.0464,0.00076108,2046.4,5.792427664e-07
2.0479,0.00078102,2047.9,6.099922404e-07
2.0495,0.00083888,2049.5,7.037196544e-07
2.051,0.00091723,2051,8.413108729e-07
2.0525,0.0010166,2052.5,1.03347556e-06
2.054,0.0010734,2054,1.15218756e-06
2.0555,0.0010956,2055.5,1.20033936e-06
2.0571,0.0010709,2057.1,1.14682681e-06
2.0586,0.0010199,2058.6,1.04019601e-06
2.0602,0.00095133,2060.2,9.050287689e-07
2.0617,0.00089264,2061.7,7.968061696e-07
2.0632,0.00086862,2063.2,7.545007044e-07
2.0648,0.00084384,2064.8,7.120659456e-07
2.0663,0.00085698,2066.3,7.344147204e-07
2.0678,0.00087491,2067.8,7.654675081e-07
2.0694,0.00090306,2069.4,8.155173636e-07
2.0709,0.00090217,2070.9,8.139107089e-07
2.0724,0.0008224,2072.4,6.7634176e-07
2.074,0.00073334,2074,5.377875556e-07
2.0755,0.00065292,2075.5,4.263045264e-07
2.077,0.00061785,2077,3.817386225e-07
2.0786,0.00063366,2078.6,4.015249956e-07
2.0801,0.00070388,2080.1,4.954470544e-07
2.0817,0.00080225,2081.7,6.436050625e-07
2.0832,0.00089333,2083.2,7.980384889e-07
2.0848,0.00093233,2084.8,8.692392289e-07
2.0863,0.00089297,2086.3,7.973954209e-07
2.0878,0.00082545,2087.8,6.813677025e-07
2.0894,0.00074802,2089.4,5.595339204e-07
2.0909,0.00070714,2090.9,5.000469796e-07
2.0925,0.00068112,2092.5,4.639244544e-07
2.094,0.00068257,2094,4.659018049e-07
2.0956,0.00070544,2095.6,4.976455936e-07
2.0971,0.0007369,2097.1,5.4302161e-07
2.0987,0.00078946,2098.7,6.232470916e-07
2.1002,0.00081207,2100.2,6.594576849e-07
2.1018,0.00086598,2101.8,7.499213604e-07
2.1033,0.00087155,2103.3,7.595994025e-07
2.1049,0.00088804,2104.9,7.886150416e-07
2.1064,0.00083274,2106.4,6.934559076e-07
2.108,0.00077457,2108,5.999586849e-07
2.1096,0.00073637,2109.6,5.422407769e-07
2.1111,0.00073641,2111.1,5.422996881e-07
2.1127,0.00075496,2112.7,5.699646016e-07
2.1142,0.00077151,2114.2,5.952276801e-07
2.1158,0.00081622,2115.8,6.662150884e-07
2.1174,0.0008683,2117.4,7.5394489e-07
2.1189,0.00092792,2118.9,8.610355264e-07
2.1205,0.00096342,2120.5,9.281780964e-07
2.1221,0.00096583,2122.1,9.328275889e-07
2.1236,0.00092984,2123.6,8.646024256e-07
2.1252,0.00087893,2125.2,7.725179449e-07
2.1267,0.00084508,2126.7,7.141602064e-07
2.1283,0.00083275,2128.3,6.934725625e-07
2.1299,0.00083488,2129.9,6.970246144e-07
2.1314,0.00085606,2131.4,7.328387236e-07
2.133,0.00089735,2133,8.052370225e-07
2.1346,0.0009513,2134.6,9.0497169e-07
2.1361,0.00097374,2136.1,9.481695876e-07
2.1377,0.0009438,2137.7,8.9075844e-07
2.1393,0.00088403,2139.3,7.815090409e-07
2.1409,0.00085899,2140.9,7.378638201e-07
2.1424,0.00086265,2142.4,7.441650225e-07
2.144,0.00084078,2144,7.069110084e-07
2.1456,0.00076577,2145.6,5.864036929e-07
2.1472,0.00068776,2147.2,4.730138176e-07
2.1487,0.0006376,2148.7,4.0653376e-07
2.1503,0.00063742,2150.3,4.063042564e-07
2.1519,0.00067266,2151.9,4.524714756e-07
2.1535,0.00073515,2153.5,5.404455225e-07
2.1551,0.00079361,2155.1,6.298168321e-07
2.1566,0.00086308,2156.6,7.449070864e-07
2.1582,0.00090166,2158.2,8.129907556e-07
2.1598,0.00089479,2159.8,8.006491441e-07
2.1614,0.0008922,2161.4,7.9602084e-07
2.1629,0.00086135,2162.9,7.419238225e-07
2.1645,0.00080333,2164.5,6.453390889e-07
2.1661,0.00073889,2166.1,5.459584321e-07
2.1677,0.00071697,2167.7,5.140459809e-07
2.1693,0.00075171,2169.3,5.650679241e-07
2.1709,0.00081211,2170.9,6.595226521e-07
2.1724,0.00086329,2172.4,7.452696241e-07
2.1741,0.0008859,2174.1,7.8481881e-07
2.1756,0.00085784,2175.6,7.358894656e-07
2.1772,0.00082661,2177.2,6.832840921e-07
2.1788,0.00077581,2178.8,6.018811561e-07
2.1804,0.00072804,2180.4,5.300422416e-07
2.182,0.00071936,2182,5.174788096e-07
2.1836,0.00073948,2183.6,5.468306704e-07
2.1852,0.00081651,2185.2,6.666885801e-07
2.1868,0.00092857,2186.8,8.622422449e-07
2.1884,0.0010281,2188.4,1.05698961e-06
2.19,0.0010639,2190,1.13188321e-06
2.1916,0.0010466,2191.6,1.09537156e-06
2.1932,0.0010124,2193.2,1.02495376e-06
2.1948,0.0010006,2194.8,1.00120036e-06
2.1964,0.0010207,2196.4,1.04182849e-06
2.198,0.0010522,2198,1.10712484e-06
2.1996,0.0010411,2199.6,1.08388921e-06
2.2012,0.0010227,2201.2,1.04591529e-06
2.2028,0.00099421,2202.8,9.884535241e-07
2.2044,0.00095323,2204.4,9.086474329e-07
2.206,0.00092942,2206,8.638215364e-07
2.2076,0.00092325,2207.6,8.523905625e-07
2.2092,0.00094433,2209.2,8.917591489e-07
2.2108,0.0009475,2210.8,8.9775625e-07
2.2124,0.00093679,2212.4,8.775755041e-07
2.214,0.00090407,2214,8.173425649e-07
2.2156,0.0008646,2215.6,7.4753316e-07
2.2173,0.00084434,2217.3,7.129100356e-07
2.2189,0.00083877,2218.9,7.035351129e-07
2.2204,0.00086329,2220.4,7.452696241e-07
2.2221,0.0009182,2222.1,8.4309124e-07
2.2237,0.00098857,2223.7,9.772706449e-07
2.2253,0.001046,2225.3,1.094116e-06
2.2269,0.001033,2226.9,1.067089e-06
2.2285,0.0009806,2228.5,9.6157636e-07
2.2301,0.00088843,2230.1,7.893078649e-07
2.2318,0.0008007,2231.8,6.4112049e-07
2.2334,0.00072271,2233.4,5.223097441e-07
2.235,0.00069568,2235,4.839706624e-07
2.2366,0.00067778,2236.6,4.593857284e-07
2.2382,0.00068432,2238.2,4.682938624e-07
2.2399,0.00071811,2239.9,5.156819721e-07
2.2414,0.0007508,2241.4,5.6370064e-07
2.2431,0.00077999,2243.1,6.083844001e-07
2.2447,0.00079284,2244.7,6.285952656e-07
2.2463,0.00078777,2246.3,6.205815729e-07
2.2479,0.00075243,2247.9,5.661509049e-07
2.2496,0.00070226,2249.6,4.931691076e-07
2.2512,0.0006565,2251.2,4.3099225e-07
2.2528,0.00061208,2252.8,3.746419264e-07
2.2545,0.00058262,2254.5,3.394460644e-07
2.2561,0.00056772,2256.1,3.223059984e-07
2.2577,0.0005721,2257.7,3.2729841e-07
2.2593,0.00060126,2259.3,3.615135876e-07
2.261,0.0006489,2261,4.2107121e-07
2.2626,0.00069458,2262.6,4.824413764e-07
2.2642,0.00071889,2264.2,5.168028321e-07
2.2659,0.00076128,2265.9,5.795472384e-07
2.2675,0.00079668,2267.5,6.346990224e-07
2.2691,0.00087606,2269.1,7.674811236e-07
2.2707,0.00098316,2270.7,9.666035856e-07
2.2724,0.0010852,2272.4,1.17765904e-06
2.274,0.0011717,2274,1.37288089e-06
2.2756,0.0012145,2275.6,1.47501025e-06
2.2773,0.0011735,2277.3,1.37710225e-06
2.2789,0.0011124,2278.9,1.23743376e-06
2.2806,0.001062,2280.6,1.127844e-06
2.2822,0.001026,2282.2,1.052676e-06
2.2838,0.0010132,2283.8,1.02657424e-06
2.2855,0.00094345,2285.5,8.900979025e-07
2.2871,0.00086463,2287.1,7.475850369e-07
2.2887,0.00079916,2288.7,6.386567056e-07
2.2904,0.00077576,2290.4,6.018035776e-07
2.292,0.00075561,2292,5.709464721e-07
2.2937,0.00072613,2293.7,5.272647769e-07
2.2953,0.00067929,2295.3,4.614349041e-07
2.297,0.0006596,2297,4.3507216e-07
2.2986,0.00066512,2298.6,4.423846144e-07
2.3002,0.00069293,2300.2,4.801519849e-07
2.3019,0.0007123,2301.9,5.0737129e-07
2.3035,0.00070493,2303.5,4.969263049e-07
2.3052,0.000665,2305.2,4.42225e-07
2.3068,0.00062891,2306.8,3.955277881e-07
2.3085,0.00060958,2308.5,3.715877764e-07
2.3101,0.00060484,2310.1,3.658314256e-07
2.3118,0.00060408,2311.8,3.649126464e-07
2.3134,0.00061921,2313.4,3.834210241e-07
2.3151,0.00062324,2315.1,3.884280976e-07
2.3167,0.00065174,2316.7,4.247650276e-07
2.3184,0.00069293,2318.4,4.801519849e-07
2.32,0.0007376,2320,5.4405376e-07
2.3217,0.00076875,2321.7,5.909765625e-07
2.3233,0.00080008,2323.3,6.401280064e-07
2.325,0.00081481,2325,6.639153361e-07
2.3266,0.00081615,2326.6,6.661008225e-07
2.3283,0.0008293,2328.3,6.8773849e-07
2.33,0.00086708,2330,7.518277264e-07
2.3317,0.00092587,2331.7,8.572352569e-07
2.3333,0.00097004,2333.3,9.409776016e-07
2.335,0.0010139,2335,1.02799321e-06
2.3366,0.00099536,2336.6,9.907415296e-07
2.3383,0.001018,2338.3,1.036324e-06
2.3399,0.00098744,2339.9,9.750377536e-07
2.3416,0.00094873,2341.6,9.000886129e-07
2.3433,0.00091841,2343.3,8.434769281e-07
2.3449,0.0009412,2344.9,8.8585744e-07
2.3466,0.0010132,2346.6,1.02657424e-06
2.3483,0.0010903,2348.3,1.18875409e-06
2.3499,0.0011033,2349.9,1.21727089e-06
2.3516,0.0010549,2351.6,1.11281401e-06
2.3533,0.00098623,2353.3,9.726496129e-07
2.3549,0.00090694,2354.9,8.225401636e-07
2.3566,0.00086353,2356.6,7.456840609e-07
2.3583,0.00085212,2358.3,7.261084944e-07
2.3599,0.00086524,2359.9,7.486402576e-07
2.3616,0.00089262,2361.6,7.967704644e-07
2.3633,0.00095281,2363.3,9.078468961e-07
2.365,0.00099251,2365,9.850761001e-07
2.3666,0.00099261,2366.6,9.852746121e-07
2.3683,0.00096996,2368.3,9.408224016e-07
2.37,0.00094241,2370,8.881366081e-07
2.3717,0.00091644,2371.7,8.398622736e-07
2.3733,0.0008676,2373.3,7.5272976e-07
2.375,0.00080291,2375,6.446644681e-07
2.3767,0.00074685,2376.7,5.577849225e-07
2.3784,0.00070735,2378.4,5.003440225e-07
2.3801,0.00068191,2380.1,4.650012481e-07
2.3817,0.00068553,2381.7,4.699513809e-07
2.3834,0.00072265,2383.4,5.222230225e-07
2.3851,0.00076465,2385.1,5.846896225e-07
2.3868,0.00078178,2386.8,6.111799684e-07
2.3885,0.00080253,2388.5,6.440544009e-07
2.3902,0.00081204,2390.2,6.594089616e-07
2.3918,0.00083552,2391.8,6.980936704e-07
2.3935,0.00088875,2393.5,7.898765625e-07
2.3952,0.00091855,2395.2,8.437341025e-07
2.3969,0.00092073,2396.9,8.477437329e-07
2.3986,0.00091582,2398.6,8.387262724e-07
2.4003,0.00084435,2400.3,7.129269225e-07
2.402,0.00077033,2402,5.934083089e-07
2.4037,0.00070551,2403.7,4.977443601e-07
2.4054,0.00069059,2405.4,4.769145481e-07
2.4071,0.00070562,2407.1,4.978995844e-07
2.4088,0.00073986,2408.8,5.473928196e-07
2.4105,0.00078058,2410.5,6.093051364e-07
2.4122,0.00084767,2412.2,7.185444289e-07
2.4139,0.00092133,2413.9,8.488489689e-07
2.4156,0.00097159,2415.6,9.439871281e-07
2.4173,0.00096326,2417.3,9.278698276e-07
2.419,0.00093334,2419,8.711235556e-07
2.4207,0.00089048,2420.7,7.929546304e-07
2.4224,0.00087857,2422.4,7.718852449e-07
2.4241,0.00091977,2424.1,8.459768529e-07
2.4258,0.0010011,2425.8,1.00220121e-06
2.4275,0.0010439,2427.5,1.08972721e-06
2.4292,0.0010049,2429.2,1.00982401e-06
2.4309,0.0009126,2430.9,8.3283876e-07
2.4326,0.00080467,2432.6,6.474938089e-07
2.4343,0.00073415,2434.3,5.389762225e-07
2.436,0.00068532,2436,4.696635024e-07
2.4377,0.00065909,2437.7,4.343996281e-07
2.4394,0.00066191,2439.4,4.381248481e-07
2.4411,0.00067737,2441.1,4.588301169e-07
2.4428,0.00074305,2442.8,5.521233025e-07
2.4446,0.0008108,2444.6,6.5739664e-07
2.4463,0.00086565,2446.3,7.493499225e-07
2.448,0.00090776,2448,8.240282176e-07
2.4497,0.00098548,2449.7,9.711708304e-07
2.4514,0.0010454,2451.4,1.09286116e-06
2.4531,0.0010751,2453.1,1.15584001e-06
2.4549,0.0010623,2454.9,1.12848129e-06
2.4566,0.0010069,2456.6,1.01384761e-06
2.4583,0.00093051,2458.3,8.658488601e-07
2.46,0.00086365,2460,7.458913225e-07
2.4617,0.00081055,2461.7,6.569913025e-07
2.4634,0.00074893,2463.4,5.608961449e-07
2.4652,0.0006697,2465.2,4.4849809e-07
2.4669,0.00060172,2466.9,3.620669584e-07
2.4686,0.00057975,2468.6,3.361100625e-07
2.4703,0.00057179,2470.3,3.269438041e-07
2.4721,0.00060374,2472.1,3.645019876e-07
2.4738,0.00066918,2473.8,4.478018724e-07
2.4755,0.00072906,2475.5,5.315284836e-07
2.4773,0.00080572,2477.3,6.491847184e-07
2.479,0.00087244,2479,7.611515536e-07
2.4807,0.00096725,2480.7,9.355725625e-07
2.4824,0.0010511,2482.4,1.10481121e-06
2.4842,0.0010789,2484.2,1.16402521e-06
2.4859,0.0010643,2485.9,1.13273449e-06
2.4877,0.0010187,2487.7,1.03774969e-06
2.4894,0.0010062,2489.4,1.01243844e-06
2.4911,0.0010446,2491.1,1.09118916e-06
2.4928,0.0011169,2492.8,1.24746561e-06
2.4946,0.001183,2494.6,1.399489e-06
2.4963,0.0011968,2496.3,1.43233024e-06
2.498,0.001166,2498,1.359556e-06
2.4998,0.0010485,2499.8,1.09935225e-06
2.5015,0.0008884,2501.5,7.8925456e-07
2.5033,0.00072568,2503.3,5.266114624e-07
2.505,0.00063651,2505,4.051449801e-07
2.5067,0.00058285,2506.7,3.397141225e-07
2.5085,0.00058337,2508.5,3.403205569e-07
2.5102,0.00058985,2510.2,3.479230225e-07
2.512,0.00059289,2512,3.515185521e-07
2.5137,0.00058895,2513.7,3.468621025e-07
2.5155,0.00060681,2515.5,3.682183761e-07
2.5172,0.00065063,2517.2,4.233193969e-07
2.519,0.00071755,2519,5.148780025e-07
2.5207,0.00084411,2520.7,7.125216921e-07
2.5225,0.00099521,2522.5,9.904429441e-07
2.5242,0.001105,2524.2,1.221025e-06
2.526,0.0011763,2526,1.38368169e-06
2.5277,0.0012042,2527.7,1.45009764e-06
2.5295,0.0011794,2529.5,1.39098436e-06
2.5312,0.0010766,2531.2,1.15906756e-06
2.533,0.00095143,2533,9.052190449e-07
2.5347,0.00080492,2534.7,6.478962064e-07
2.5365,0.00074092,2536.5,5.489624464e-07
2.5382,0.00069764,2538.2,4.867015696e-07
2.54,0.00070794,2540,5.011790436e-07
2.5418,0.00072491,2541.8,5.254945081e-07
2.5435,0.00075079,2543.5,5.636856241e-07
2.5453,0.00077801,2545.3,6.052995601e-07
2.547,0.0008114,2547,6.5836996e-07
2.5488,0.00084798,2548.8,7.190700804e-07
2.5506,0.00089744,2550.6,8.053985536e-07
2.5523,0.0009574,2552.3,9.1661476e-07
2.5541,0.0010193,2554.1,1.03897249e-06
2.5558,0.0010528,2555.8,1.10838784e-06
2.5576,0.0010436,2557.6,1.08910096e-06
2.5594,0.001012,2559.4,1.024144e-06
2.5611,0.0010187,2561.1,1.03774969e-06
2.5629,0.0010123,2562.9,1.02475129e-06
2.5647,0.00097644,2564.7,9.534350736e-07
2.5664,0.00089739,2566.4,8.053088121e-07
2.5682,0.00082971,2568.2,6.884186841e-07
2.57,0.00079489,2570,6.318501121e-07
2.5718,0.00078144,2571.8,6.106484736e-07
2.5735,0.00075575,2573.5,5.711580625e-07
2.5753,0.00074528,2575.3,5.554422784e-07
2.5771,0.00072558,2577.1,5.264663364e-07
2.5789,0.00070475,2578.9,4.966725625e-07
2.5806,0.00071451,2580.6,5.105245401e-07
2.5824,0.00072003,2582.4,5.184432009e-07
2.5842,0.00071436,2584.2,5.103102096e-07
2.586,0.00067557,2586,4.563948249e-07
2.5877,0.0006314,2587.7,3.9866596e-07
2.5895,0.00061531,2589.5,3.786063961e-07
2.5913,0.00062867,2591.3,3.952259689e-07
2.5931,0.00065543,2593.1,4.295884849e-07
2.5949,0.00070467,2594.9,4.965598089e-07
2.5967,0.00077126,2596.7,5.948419876e-07
2.5985,0.0007854,2598.5,6.1685316e-07
2.6002,0.00075396,2600.2,5.684556816e-07
2.602,0.00070176,2602,4.924670976e-07
2.6038,0.00067035,2603.8,4.493691225e-07
2.6056,0.00066876,2605.6,4.472399376e-07
2.6074,0.00068451,2607.4,4.685539401e-07
2.6091,0.00069293,2609.1,4.801519849e-07
2.611,0.00070129,2611,4.918076641e-07
2.6127,0.00069661,2612.7,4.852654921e-07
2.6145,0.00072145,2614.5,5.204901025e-07
2.6163,0.00075148,2616.3,5.647221904e-07
2.6181,0.00079315,2618.1,6.290869225e-07
2.6199,0.00085487,2619.9,7.308027169e-07
2.6217,0.00089082,2621.7,7.935602724e-07
2.6235,0.00093586,2623.5,8.758339396e-07
2.6253,0.00093505,2625.3,8.743185025e-07
2.6271,0.00099133,2627.1,9.827351689e-07
2.6289,0.0010592,2628.9,1.12190464e-06
2.6307,0.0010996,2630.7,1.20912016e-06
2.6325,0.001078,2632.5,1.162084e-06
2.6343,0.00099612,2634.3,9.922550544e-07
2.6361,0.0009025,2636.1,8.1450625e-07
2.6379,0.00084256,2637.9,7.099073536e-07
2.6397,0.00086338,2639.7,7.454250244e-07
2.6415,0.00094575,2641.5,8.944430625e-07
2.6433,0.0010319,2643.3,1.06481761e-06
2.6451,0.0011167,2645.1,1.24701889e-06
2.6469,0.0011828,2646.9,1.39901584e-06
2.6487,0.0012353,2648.7,1.52596609e-06
2.6505,0.0012398,2650.5,1.53710404e-06
2.6523,0.0012112,2652.3,1.46700544e-06
2.6541,0.0011557,2654.1,1.33564249e-06
2.6559,0.0010797,2655.9,1.16575209e-06
2.6577,0.001009,2657.7,1.018081e-06
2.6596,0.00095345,2659.6,9.090669025e-07
2.6614,0.00090372,2661.4,8.167098384e-07
2.6632,0.0008588,2663.2,7.3753744e-07
2.665,0.00079289,2665,6.286745521e-07
2.6668,0.00073897,2666.8,5.460766609e-07
2.6686,0.00072528,2668.6,5.260310784e-07
2.6704,0.00074292,2670.4,5.519301264e-07
2.6723,0.00077497,2672.3,6.005785009e-07
2.6741,0.00082019,2674.1,6.727116361e-07
2.6759,0.00086439,2675.9,7.471700721e-07
2.6777,0.00084068,2677.7,7.067428624e-07
2.6796,0.00077904,2679.6,6.069033216e-07
2.6814,0.00073048,2681.4,5.336010304e-07
2.6832,0.00069338,2683.2,4.807758244e-07
2.685,0.00071425,2685,5.101530625e-07
2.6868,0.0007771,2686.8,6.0388441e-07
2.6887,0.00086043,2688.7,7.403397849e-07
2.6905,0.00090016,2690.5,8.102880256e-07
2.6923,0.00090755,2692.3,8.236470025e-07
2.6942,0.00091251,2694.2,8.326745001e-07
2.696,0.00093548,2696,8.751228304e-07
2.6978,0.00094872,2697.8,9.000696384e-07
2.6996,0.00094588,2699.6,8.946889744e-07
2.7015,0.00083819,2701.5,7.025624761e-07
2.7033,0.00071285,2703.3,5.081551225e-07
2.7051,0.00062905,2705.1,3.957039025e-07
2.707,0.00060844,2707,3.701992336e-07
2.7088,0.00062978,2708.8,3.966228484e-07
2.7106,0.00063931,2710.6,4.087172761e-07
2.7125,0.0006515,2712.5,4.2445225e-07
2.7143,0.00066764,2714.3,4.457431696e-07
2.7161,0.00071715,2716.1,5.143041225e-07
2.718,0.00079367,2718,6.299120689e-07
2.7198,0.0008612,2719.8,7.4166544e-07
2.7217,0.00087879,2721.7,7.722718641e-07
2.7235,0.00088449,2723.5,7.823225601e-07
2.7254,0.000911,2725.4,8.29921e-07
2.7272,0.00088764,2727.2,7.879047696e-07
2.729,0.00081638,2729,6.664763044e-07
2.7309,0.00075437,2730.9,5.690740969e-07
2.7327,0.00071572,2732.7,5.122551184e-07
2.7346,0.00068699,2734.6,4.719552601e-07
2.7364,0.00065737,2736.4,4.321353169e-07
2.7383,0.00062283,2738.3,3.879172089e-07
2.7401,0.00060579,2740.1,3.669815241e-07
2.742,0.00060643,2742,3.677573449e-07
2.7438,0.00062515,2743.8,3.908125225e-07
2.7457,0.00064401,2745.7,4.147488801e-07
2.7475,0.0007018,2747.5,4.9252324e-07
2.7494,0.00077534,2749.4,6.011521156e-07
2.7512,0.00086152,2751.2,7.422167104e-07
2.7531,0.00091979,2753.1,8.460136441e-07
2.755,0.00093069,2755,8.661838761e-07
2.7568,0.0009228,2756.8,8.5155984e-07
2.7587,0.00092094,2758.7,8.481304836e-07
2.7605,0.0009193,2760.5,8.4511249e-07
2.7624,0.00091104,2762.4,8.299938816e-07
2.7643,0.00090116,2764.3,8.120893456e-07
2.7661,0.00088816,2766.1,7.888281856e-07
2.768,0.00089912,2768,8.084167744e-07
2.7699,0.00090021,2769.9,8.103780441e-07
2.7717,0.00092115,2771.7,8.485173225e-07
2.7736,0.00092972,2773.6,8.643792784e-07
2.7755,0.00092929,2775.5,8.635799041e-07
2.7773,0.00090464,2777.3,8.183735296e-07
2.7792,0.00089707,2779.2,8.047345849e-07
2.7811,0.00090442,2781.1,8.179755364e-07
2.7829,0.00093605,2782.9,8.761896025e-07
2.7848,0.00099156,2784.8,9.831912336e-07
2.7867,0.0010214,2786.7,1.04325796e-06
2.7886,0.00098964,2788.6,9.793873296e-07
2.7904,0.00097544,2790.4,9.514831936e-07
2.7923,0.00096718,2792.3,9.354371524e-07
2.7942,0.00094045,2794.2,8.844462025e-07
2.7961,0.00090819,2796.1,8.248090761e-07
2.7979,0.00085431,2797.9,7.298455761e-07
2.7998,0.00079833,2799.8,6.373307889e-07
2.8017,0.00078675,2801.7,6.189755625e-07
2.8036,0.00080132,2803.6,6.421137424e-07
2.8055,0.00079252,2805.5,6.280879504e-07
2.8073,0.00078682,2807.3,6.190857124e-07
2.8092,0.00073129,2809.2,5.347850641e-07
2.8111,0.00067443,2811.1,4.548558249e-07
2.813,0.0005973,2813,3.5676729e-07
2.8149,0.00055203,2814.9,3.047371209e-07
2.8168,0.00053339,2816.8,2.845048921e-07
2.8187,0.00053562,2818.7,2.868887844e-07
2.8206,0.0005746,2820.6,3.3016516e-07
2.8224,0.000624,2822.4,3.89376e-07
2.8243,0.00069684,2824.3,4.855859856e-07
2.8262,0.00073537,2826.2,5.407690369e-07
2.8281,0.00075777,2828.1,5.742153729e-07
2.83,0.00076929,2830,5.918071041e-07
2.8319,0.00078594,2831.9,6.177016836e-07
2.8338,0.00079303,2833.8,6.288965809e-07
2.8357,0.0007626,2835.7,5.8155876e-07
2.8376,0.00073635,2837.6,5.422113225e-07
2.8395,0.00072079,2839.5,5.195382241e-07
2.8414,0.00073559,2841.4,5.410926481e-07
2.8433,0.00075787,2843.3,5.743669369e-07
2.8452,0.00082208,2845.2,6.758155264e-07
2.8471,0.00090496,2847.1,8.189526016e-07
2.849,0.00096923,2849,9.394067929e-07
2.8509,0.0010232,2850.9,1.04693824e-06
2.8528,0.0010662,2852.8,1.13678244e-06
2.8547,0.0010864,2854.7,1.18026496e-06
2.8566,0.0010573,2856.6,1.11788329e-06
2.8585,0.0010036,2858.5,1.00721296e-06
2.8605,0.00090882,2860.5,8.259537924e-07
2.8624,0.00081778,2862.4,6.687641284e-07
2.8643,0.00075139,2864.3,5.645869321e-07
2.8662,0.0006976,2866.2,4.8664576e-07
2.8681,0.00065069,2868.1,4.233974761e-07
2.87,0.00064091,2870,4.107656281e-07
2.8719,0.0006516,2871.9,4.2458256e-07
2.8738,0.00069298,2873.8,4.802212804e-07
2.8758,0.00076445,2875.8,5.843838025e-07
2.8777,0.00082486,2877.7,6.803940196e-07
2.8796,0.0008623,2879.6,7.4356129e-07
2.8815,0.0008835,2881.5,7.8057225e-07
2.8834,0.00089959,2883.4,8.092621681e-07
2.8854,0.00092691,2885.4,8.591621481e-07
2.8872,0.0009707,2887.2,9.4225849e-07
2.8892,0.00097904,2889.2,9.585193216e-07
2.8911,0.0009615,2891.1,9.2448225e-07
2.893,0.00092685,2893,8.590509225e-07
2.895,0.00089377,2895,7.988248129e-07
2.8969,0.0009047,2896.9,8.1848209e-07
2.8988,0.00090625,2898.8,8.212890625e-07
2.9007,0.00090848,2900.7,8.253359104e-07
2.9027,0.00089108,2902.7,7.940235664e-07
2.9046,0.00086409,2904.6,7.466515281e-07
2.9065,0.00085973,2906.5,7.391356729e-07
2.9085,0.00083887,2908.5,7.037028769e-07
2.9104,0.00079141,2910.4,6.263297881e-07
2.9123,0.00078166,2912.3,6.109923556e-07
2.9143,0.00079183,2914.3,6.269947489e-07
2.9162,0.00077859,2916.2,6.062023881e-07
2.9182,0.0007489,2918.2,5.6085121e-07
2.9201,0.00071971,2920.1,5.179824841e-07
2.922,0.00074805,2922,5.595788025e-07
2.924,0.00080588,2924,6.494425744e-07
2.9259,0.00086104,2925.9,7.413898816e-07
2.9278,0.00089962,2927.8,8.093161444e-07
2.9298,0.00091508,2929.8,8.373714064e-07
2.9317,0.00093385,2931.7,8.720758225e-07
2.9337,0.00089107,2933.7,7.940057449e-07
2.9356,0.00082331,2935.6,6.778393561e-07
2.9376,0.00075576,2937.6,5.711731776e-07
2.9395,0.00074471,2939.5,5.545929841e-07
2.9415,0.00072415,2941.5,5.243932225e-07
2.9434,0.00070817,2943.4,5.015047489e-07
2.9453,0.00070956,2945.3,5.034753936e-07
2.9473,0.00070313,2947.3,4.943917969e-07
2.9493,0.00070297,2949.3,4.941668209e-07
2.9512,0.00067072,2951.2,4.498653184e-07
2.9532,0.00064367,2953.2,4.143110689e-07
2.9552,0.00063073,2955.2,3.978203329e-07
2.9571,0.000645,2957.1,4.16025e-07
2.959,0.00066466,2959,4.417729156e-07
2.961,0.00069908,2961,4.887128464e-07
2.963,0.00071844,2963,5.161560336e-07
2.9649,0.00071072,2964.9,5.051229184e-07
2.9669,0.00069835,2966.9,4.876927225e-07
2.9688,0.000688,2968.8,4.73344e-07
2.9708,0.00070823,2970.8,5.015897329e-07
2.9727,0.00076903,2972.7,5.914071409e-07
2.9747,0.00087405,2974.7,7.639634025e-07
2.9767,0.00097213,2976.7,9.450367369e-07
2.9786,0.0010417,2978.6,1.08513889e-06
2.9806,0.0010661,2980.6,1.13656921e-06
2.9826,0.0010611,2982.6,1.12593321e-06
2.9845,0.0010505,2984.5,1.10355025e-06
