mass_GeV,epsilon_90,mass_MeV,eps2_90
0.020241,0.0017477,20.241,3.05445529e-06
0.02077,0.0018757,20.77,3.51825049e-06
0.021298,0.0019073,21.298,3.63779329e-06
0.021825,0.0017724,21.825,3.14140176e-06
0.022352,0.0017445,22.352,3.04328025e-06
0.022878,0.0017194,22.878,2.95633636e-06
0.023404,0.0016534,23.404,2.73373156e-06
0.023929,0.0015855,23.929,2.51381025e-06
0.024454,0.0014833,24.454,2.20017889e-06
0.024979,0.0013886,24.979,1.92820996e-06
0.025502,0.0013269,25.502,1.76066361e-06
0.026026,0.001334,26.026,1.779556e-06
0.026549,0.0013218,26.549,1.74715524e-06
0.027071,0.0013696,27.071,1.87580416e-06
0.027593,0.001493,27.593,2.229049e-06
0.028114,0.0016072,28.114,2.58309184e-06
0.028635,0.0016982,28.635,2.88388324e-06
0.029156,0.0017437,29.156,3.04048969e-06
0.029676,0.0017629,29.676,3.10781641e-06
0.030195,0.0017831,30.195,3.17944561e-06
0.030715,0.0018354,30.715,3.36869316e-06
0.031236,0.0018755,31.236,3.51750025e-06
0.03176,0.0017024,31.76,2.89816576e-06
0.032285,0.0015632,32.285,2.44359424e-06
0.032813,0.001351,32.813,1.825201e-06
0.033342,0.0011586,33.342,1.34235396e-06
0.033874,0.0010403,33.874,1.08222409e-06
0.034408,0.00094488,34.408,8.927982144e-07
0.034944,0.00093024,34.944,8.653464576e-07
0.035482,0.0010009,35.482,1.00180081e-06
0.036022,0.001032,36.022,1.065024e-06
0.036564,0.0010631,36.564,1.13018161e-06
0.037108,0.0010168,37.108,1.03388224e-06
0.037655,0.0010438,37.655,1.08951844e-06
0.038203,0.0011426,38.203,1.30553476e-06
0.038753,0.0012028,38.753,1.44672784e-06
0.039306,0.001266,39.306,1.602756e-06
0.039861,0.0012774,39.861,1.63175076e-06
0.040418,0.0013583,40.418,1.84497889e-06
0.040976,0.001429,40.976,2.042041e-06
0.041536,0.0014938,41.536,2.23143844e-06
0.042096,0.001514,42.096,2.292196e-06
0.042658,0.0014561,42.658,2.12022721e-06
0.04322,0.0014564,43.22,2.12110096e-06
0.043783,0.0014205,43.783,2.01782025e-06
0.044347,0.0013749,44.347,1.89035001e-06
0.044912,0.0014005,44.912,1.96140025e-06
0.045478,0.001458,45.478,2.125764e-06
0.046045,0.0013943,46.045,1.94407249e-06
0.046613,0.0013688,46.613,1.87361344e-06
0.047182,0.0012231,47.182,1.49597361e-06
0.047752,0.0010909,47.752,1.19006281e-06
0.048322,0.00087385,48.322,7.636138225e-07
0.048894,0.00075732,48.894,5.735335824e-07
0.049467,0.00069429,49.467,4.820386041e-07
0.05004,0.00067393,50.04,4.541816449e-07
0.050615,0.00070192,50.615,4.926916864e-07
0.051187,0.00072779,51.187,5.296782841e-07
0.051757,0.00075548,51.757,5.707500304e-07
0.052325,0.00081155,52.325,6.586134025e-07
0.05289,0.0009062,52.89,8.2119844e-07
0.053453,0.00086229,53.453,7.435440441e-07
0.054012,0.00087137,54.012,7.592856769e-07
0.054569,0.00092821,54.569,8.615738041e-07
0.055124,0.00095587,55.124,9.136874569e-07
0.055676,0.0010415,55.676,1.08472225e-06
0.056225,0.0011739,56.225,1.37804121e-06
0.056772,0.0012715,56.772,1.61671225e-06
0.057317,0.0013097,57.317,1.71531409e-06
0.057859,0.0013314,57.859,1.77262596e-06
0.058399,0.001323,58.399,1.750329e-06
0.058935,0.0013091,58.935,1.71374281e-06
0.05947,0.0013144,59.47,1.72764736e-06
0.060002,0.001363,60.002,1.857769e-06
0.060532,0.0013784,60.532,1.89998656e-06
0.06106,0.001346,61.06,1.811716e-06
0.061586,0.0012831,61.586,1.64634561e-06
0.062112,0.0011627,62.112,1.35187129e-06
0.062637,0.0010003,62.637,1.00060009e-06
0.06316,0.00094329,63.16,8.897960241e-07
0.063682,0.000892,63.682,7.95664e-07
0.064204,0.00087871,64.204,7.721312641e-07
0.064724,0.00087738,64.724,7.697956644e-07
0.065243,0.00090599,65.243,8.208178801e-07
0.065761,0.00088182,65.761,7.776065124e-07
0.066277,0.00092137,66.277,8.489226769e-07
0.066793,0.00089999,66.793,8.099820001e-07
0.067308,0.00088724,67.308,7.871948176e-07
0.06782,0.00091529,67.82,8.377557841e-07
0.068333,0.00099432,68.333,9.886722624e-07
0.068844,0.0010318,68.844,1.06461124e-06
0.069354,0.0010615,69.354,1.12678225e-06
0.069863,0.0010676,69.863,1.13976976e-06
0.070372,0.0010902,70.372,1.18853604e-06
0.070879,0.00095605,70.879,9.140316025e-07
0.071389,0.00090255,71.389,8.145965025e-07
0.071904,0.00087367,71.904,7.632992689e-07
0.072421,0.00084614,72.421,7.159528996e-07
0.072942,0.00085561,72.942,7.320684721e-07
0.073467,0.00083801,73.467,7.022607601e-07
0.073994,0.00080306,73.994,6.449053636e-07
0.074525,0.00081382,74.525,6.623029924e-07
0.07506,0.00085193,75.06,7.257847249e-07
0.075598,0.00097569,75.598,9.519709761e-07
0.07614,0.0011457,76.14,1.31262849e-06
0.076685,0.0013769,76.685,1.89585361e-06
0.077234,0.001533,77.234,2.350089e-06
0.077786,0.0015602,77.786,2.43422404e-06
0.078342,0.0014987,78.342,2.24610169e-06
0.078902,0.0013804,78.902,1.90550416e-06
0.079465,0.0013259,79.465,1.75801081e-06
0.080032,0.0013122,80.032,1.72186884e-06
0.080603,0.0011936,80.603,1.42468096e-06
0.081175,0.0010276,81.175,1.05596176e-06
0.081743,0.00084753,81.743,7.183071009e-07
0.082309,0.00069206,82.309,4.789470436e-07
0.082872,0.00062113,82.872,3.858024769e-07
0.083432,0.00059845,83.432,3.581424025e-07
0.083989,0.00061747,83.989,3.812692009e-07
0.084544,0.00063164,84.544,3.989690896e-07
0.085096,0.00069477,85.096,4.827053529e-07
0.085644,0.00079551,85.644,6.328361601e-07
0.08619,0.00088625,86.19,7.854390625e-07
0.086734,0.00088082,86.734,7.758438724e-07
0.087274,0.00086855,87.274,7.543791025e-07
0.087812,0.00083763,87.812,7.016240169e-07
0.088349,0.00084266,88.349,7.100758756e-07
0.088881,0.00086052,88.881,7.404946704e-07
0.08941,0.00091868,89.41,8.439729424e-07
0.089938,0.00093084,89.938,8.664631056e-07
0.090463,0.00099049,90.463,9.810704401e-07
0.090985,0.0011006,90.985,1.21132036e-06
0.091509,0.0011821,91.509,1.39736041e-06
0.092034,0.0012621,92.034,1.59289641e-06
0.092561,0.0012811,92.561,1.64121721e-06
0.093089,0.0012304,93.089,1.51388416e-06
0.093617,0.0011293,93.617,1.27531849e-06
0.094148,0.0010098,94.148,1.01969604e-06
0.094679,0.00089372,94.679,7.987354384e-07
0.095213,0.00084495,95.213,7.139405025e-07
0.095747,0.00087851,95.747,7.717798201e-07
0.096282,0.00095771,96.282,9.172084441e-07
0.096819,0.0010398,96.819,1.08118404e-06
0.097358,0.0011206,97.358,1.25574436e-06
0.097896,0.0011598,97.896,1.34513604e-06
0.098438,0.0011399,98.438,1.29937201e-06
0.098979,0.0011501,98.979,1.32273001e-06
0.099523,0.0011111,99.523,1.23454321e-06
0.10007,0.00099035,100.07,9.807931225e-07
0.10061,0.00090682,100.61,8.223225124e-07
0.10116,0.00077765,101.16,6.047395225e-07
0.10171,0.00065182,101.71,4.248693124e-07
0.10226,0.00058637,102.26,3.438297769e-07
0.10281,0.00056565,102.81,3.199599225e-07
0.10336,0.00056793,103.36,3.225444849e-07
0.10391,0.00059398,103.91,3.528122404e-07
0.10446,0.00061152,104.46,3.739567104e-07
0.10501,0.00063654,105.01,4.051831716e-07
0.10556,0.00066582,105.56,4.433162724e-07
0.10612,0.00070822,106.12,5.015755684e-07
0.10667,0.00077356,106.67,5.983950736e-07
0.10722,0.00082785,107.22,6.853356225e-07
0.10778,0.00085033,107.78,7.230611089e-07
0.10833,0.00085619,108.33,7.330613161e-07
0.10889,0.0008521,108.89,7.2607441e-07
0.10945,0.00082481,109.45,6.803115361e-07
0.11,0.00077582,110,6.018966724e-07
0.11056,0.00073941,110.56,5.467271481e-07
0.11112,0.00070446,111.12,4.962638916e-07
0.11168,0.00070831,111.68,5.017030561e-07
0.11224,0.00072075,112.24,5.194805625e-07
0.1128,0.00075557,112.8,5.708860249e-07
0.11336,0.00077745,113.36,6.044285025e-07
0.11392,0.00077767,113.92,6.047706289e-07
0.11449,0.00076204,114.49,5.807049616e-07
0.11505,0.00074751,115.05,5.587712001e-07
0.11561,0.00076181,115.61,5.803544761e-07
0.11618,0.00077696,116.18,6.036668416e-07
0.11674,0.00074761,116.74,5.589207121e-07
0.11731,0.00070646,117.31,4.990857316e-07
0.11788,0.00066055,117.88,4.363263025e-07
0.11844,0.00062893,118.44,3.955529449e-07
0.11901,0.00062205,119.01,3.869462025e-07
0.11958,0.00063145,119.58,3.987291025e-07
0.12015,0.00066274,120.15,4.392243076e-07
0.12072,0.00071139,120.72,5.060757321e-07
0.12129,0.00076725,121.29,5.886725625e-07
0.12186,0.00086469,121.86,7.476887961e-07
0.12243,0.00094205,122.43,8.874582025e-07
0.12301,0.0010117,123.01,1.02353689e-06
0.12358,0.0010699,123.58,1.14468601e-06
0.12415,0.0010909,124.15,1.19006281e-06
0.12473,0.0010689,124.73,1.14254721e-06
0.1253,0.001038,125.3,1.077444e-06
0.12588,0.00099874,125.88,9.974815876e-07
0.12645,0.00093628,126.45,8.766202384e-07
0.12703,0.00090725,127.03,8.231025625e-07
0.12761,0.00087304,127.61,7.621988416e-07
0.12819,0.00085738,128.19,7.351004644e-07
0.12877,0.0008284,128.77,6.8624656e-07
0.12935,0.00081422,129.35,6.629542084e-07
0.12993,0.00082889,129.93,6.870586321e-07
0.13051,0.00087306,130.51,7.622337636e-07
0.13109,0.00095609,131.09,9.141080881e-07
0.13167,0.0010184,131.67,1.03713856e-06
0.13225,0.0010542,132.25,1.11133764e-06
0.13284,0.0010411,132.84,1.08388921e-06
0.13342,0.00099731,133.42,9.946272361e-07
0.13401,0.00096454,134.01,9.303374116e-07
0.13459,0.00098314,134.59,9.665642596e-07
0.13518,0.00098461,135.18,9.694568521e-07
0.13577,0.00096669,135.77,9.344895561e-07
0.13635,0.00092669,136.35,8.587543561e-07
0.13694,0.00087525,136.94,7.660625625e-07
0.13753,0.00084424,137.53,7.127411776e-07
0.13812,0.00085431,138.12,7.298455761e-07
0.13871,0.00087462,138.71,7.649601444e-07
0.1393,0.00087389,139.3,7.636837321e-07
0.1399,0.00083731,139.9,7.010880361e-07
0.14049,0.00076212,140.49,5.808268944e-07
0.14108,0.00069449,141.08,4.823163601e-07
0.14167,0.00063669,141.67,4.053741561e-07
0.14227,0.00057489,142.27,3.304985121e-07
0.14286,0.00052863,142.86,2.794496769e-07
0.14346,0.00050863,143.46,2.587044769e-07
0.14406,0.00050353,144.06,2.535424609e-07
0.14465,0.00051928,144.65,2.696517184e-07
0.14525,0.00055071,145.25,3.032815041e-07
0.14585,0.00058223,145.85,3.389917729e-07
0.14645,0.00062359,146.45,3.888644881e-07
0.14705,0.00068292,147.05,4.663797264e-07
0.14765,0.0007526,147.65,5.6640676e-07
0.14825,0.0008063,148.25,6.5011969e-07
0.14885,0.00082038,148.85,6.730233444e-07
0.14946,0.00075455,149.46,5.693457025e-07
0.15006,0.00065369,150.06,4.273106161e-07
0.15067,0.00057144,150.67,3.265436736e-07
0.15127,0.0005642,151.27,3.1832164e-07
0.15188,0.00061097,151.88,3.732843409e-07
0.15248,0.00068821,152.48,4.736330041e-07
0.15309,0.0007591,153.09,5.7623281e-07
0.1537,0.00075956,153.7,5.769313936e-07
0.15431,0.00075714,154.31,5.732609796e-07
0.15492,0.00076503,154.92,5.852709009e-07
0.15553,0.00081366,155.53,6.620425956e-07
0.15614,0.00088668,156.14,7.862014224e-07
0.15675,0.0009681,156.75,9.3721761e-07
0.15736,0.0010331,157.36,1.06729561e-06
0.15797,0.0010502,157.97,1.10292004e-06
0.15859,0.0010159,158.59,1.03205281e-06
0.1592,0.00096535,159.2,9.319006225e-07
0.15981,0.00091036,159.81,8.287553296e-07
0.16043,0.0008789,160.43,7.7246521e-07
0.16105,0.00081533,161.05,6.647630089e-07
0.16166,0.00073522,161.66,5.405484484e-07
0.16228,0.00068437,162.28,4.683622969e-07
0.1629,0.00065485,162.9,4.288285225e-07
0.16352,0.00062186,163.52,3.867098596e-07
0.16414,0.0005886,164.14,3.4644996e-07
0.16476,0.00057191,164.76,3.270810481e-07
0.16538,0.00055243,165.38,3.051789049e-07
0.166,0.00056036,166,3.140033296e-07
0.16662,0.00057367,166.62,3.290972689e-07
0.16725,0.00058604,167.25,3.434428816e-07
0.16787,0.00062102,167.87,3.856658404e-07
0.1685,0.00065199,168.5,4.250909601e-07
0.16912,0.00070818,169.12,5.015189124e-07
0.16975,0.00078178,169.75,6.111799684e-07
0.17038,0.00086135,170.38,7.419238225e-07
0.171,0.0009462,171,8.9529444e-07
0.17163,0.0010191,171.63,1.03856481e-06
0.17226,0.001084,172.26,1.175056e-06
0.17289,0.0011007,172.89,1.21154049e-06
0.17352,0.001098,173.52,1.205604e-06
0.17415,0.0010625,174.15,1.12890625e-06
0.17479,0.0010324,174.79,1.06584976e-06
0.17542,0.001014,175.42,1.028196e-06
0.17605,0.0010132,176.05,1.02657424e-06
0.17669,0.0010119,176.69,1.02394161e-06
0.17732,0.0010093,177.32,1.01868649e-06
0.17795,0.00093859,177.95,8.809511881e-07
0.17859,0.00086875,178.59,7.547265625e-07
0.17923,0.000801,179.23,6.41601e-07
0.17987,0.00072505,179.87,5.256975025e-07
0.1805,0.0006808,180.5,4.6348864e-07
0.18114,0.0006525,181.14,4.2575625e-07
0.18178,0.00063988,181.78,4.094464144e-07
0.18243,0.00063339,182.43,4.011828921e-07
0.18307,0.00060608,183.07,3.673329664e-07
0.18371,0.00057992,183.71,3.363072064e-07
0.18435,0.00057,184.35,3.249e-07
0.185,0.0005587,185,3.1214569e-07
0.18564,0.00054735,185.64,2.995920225e-07
0.18628,0.00053301,186.28,2.840996601e-07
0.18693,0.00052085,186.93,2.712847225e-07
0.18758,0.00051239,187.58,2.625435121e-07
0.18823,0.00052078,188.23,2.712118084e-07
0.18887,0.00055984,188.87,3.134208256e-07
0.18952,0.00061586,189.52,3.792835396e-07
0.19017,0.00070566,190.17,4.979560356e-07
0.19082,0.00074417,190.82,5.537889889e-07
0.19147,0.00070986,191.47,5.039012196e-07
0.19213,0.00063652,192.13,4.051577104e-07
0.19278,0.00059575,192.78,3.549180625e-07
0.19343,0.00060214,193.43,3.625725796e-07
0.19409,0.0006377,194.09,4.0666129e-07
0.19474,0.00067406,194.74,4.543568836e-07
0.1954,0.00070005,195.4,4.900700025e-07
0.19605,0.00071245,196.05,5.075850025e-07
0.19671,0.00071175,196.71,5.065880625e-07
0.19737,0.00071724,197.37,5.144332176e-07
0.19803,0.00074385,198.03,5.533128225e-07
0.19869,0.00078762,198.69,6.203452644e-07
0.19935,0.00080419,199.35,6.467215561e-07
0.20001,0.00083432,200.01,6.960898624e-07
0.20067,0.00088848,200.67,7.893967104e-07
0.20133,0.00095426,201.33,9.106121476e-07
0.20199,0.00098963,201.99,9.793675369e-07
0.20266,0.00097863,202.66,9.577166769e-07
0.20332,0.00093652,203.32,8.770697104e-07
0.20399,0.00088878,203.99,7.899298884e-07
0.20465,0.00084743,204.65,7.181376049e-07
0.20531,0.00083591,205.31,6.987455281e-07
0.20598,0.00083519,205.98,6.975423361e-07
0.20664,0.00081984,206.64,6.721376256e-07
0.20731,0.00078184,207.31,6.112737856e-07
0.20797,0.00073868,207.97,5.456481424e-07
0.20864,0.00073488,208.64,5.400486144e-07
0.2093,0.00075211,209.3,5.656694521e-07
0.20997,0.00082457,209.97,6.799156849e-07
0.21063,0.00089066,210.63,7.932752356e-07
0.2113,0.00092673,211.3,8.588284929e-07
0.21197,0.00089018,211.97,7.924204324e-07
0.21263,0.00084412,212.63,7.125385744e-07
0.21271,0.00052373,212.71,2.742931129e-07
0.21274,0.00048361,212.74,2.338786321e-07
0.21277,0.00044891,212.77,2.015201881e-07
0.2128,0.00043583,212.8,1.899477889e-07
0.21284,0.00042285,212.84,1.788021225e-07
0.21287,0.00042067,212.87,1.769632489e-07
0.21291,0.00042301,212.91,1.789374601e-07
0.21295,0.00043757,212.95,1.914675049e-07
0.213,0.00045962,213,2.112505444e-07
0.21305,0.00048032,213.05,2.307073024e-07
0.21311,0.00049591,213.11,2.459267281e-07
0.21316,0.0004987,213.16,2.4870169e-07
0.21321,0.0004864,213.21,2.3658496e-07
0.21327,0.00047049,213.27,2.213608401e-07
0.21333,0.00045048,213.33,2.029322304e-07
0.21339,0.00044167,213.39,1.950723889e-07
0.21345,0.00045107,213.45,2.034641449e-07
0.21351,0.00049278,213.51,2.428321284e-07
0.21358,0.00055265,213.58,3.054220225e-07
0.21365,0.00061484,213.65,3.780282256e-07
0.21371,0.00065739,213.71,4.321616121e-07
0.21378,0.00068616,213.78,4.708155456e-07
0.21385,0.00070526,213.85,4.973916676e-07
0.21391,0.00071053,213.91,5.048528809e-07
0.21399,0.00069268,213.99,4.798055824e-07
0.21406,0.00065383,214.06,4.274936689e-07
0.21414,0.00060456,214.14,3.654927936e-07
0.21421,0.00056602,214.21,3.203786404e-07
0.21429,0.00055309,214.29,3.059085481e-07
0.21437,0.00055882,214.37,3.122797924e-07
0.21445,0.00057075,214.45,3.257555625e-07
0.21453,0.00058133,214.53,3.379445689e-07
0.21461,0.0005912,214.61,3.4951744e-07
0.21469,0.00059007,214.69,3.481826049e-07
0.21478,0.00059013,214.78,3.482534169e-07
0.21486,0.00058298,214.86,3.398656804e-07
0.21495,0.00056327,214.95,3.172730929e-07
0.21503,0.000538,215.03,2.89444e-07
0.21512,0.00051404,215.12,2.642371216e-07
0.21521,0.00048965,215.21,2.397571225e-07
0.2153,0.00046583,215.3,2.169975889e-07
0.21539,0.00044464,215.39,1.977047296e-07
0.21548,0.00043347,215.48,1.878962409e-07
0.21557,0.0004279,215.57,1.8309841e-07
0.21566,0.00042531,215.66,1.808885961e-07
0.21576,0.0004088,215.76,1.6711744e-07
0.21585,0.00038375,215.85,1.472640625e-07
0.21595,0.00035797,215.95,1.281425209e-07
0.21605,0.00034581,216.05,1.195845561e-07
0.21614,0.00034904,216.14,1.218289216e-07
0.21624,0.00037431,216.24,1.401079761e-07
0.21634,0.00041134,216.34,1.692005956e-07
0.21644,0.00042343,216.44,1.792929649e-07
0.21654,0.00042807,216.54,1.832439249e-07
0.21664,0.00042428,216.64,1.800135184e-07
0.21675,0.00041731,216.75,1.741476361e-07
0.21685,0.00041029,216.85,1.683378841e-07
0.21695,0.00041317,216.95,1.707094489e-07
0.21706,0.00040392,217.06,1.631513664e-07
0.21717,0.00041684,217.17,1.737555856e-07
0.21727,0.000447,217.27,1.99809e-07
0.21738,0.00049734,217.38,2.473470756e-07
0.21748,0.00052344,217.48,2.739894336e-07
0.21759,0.00052181,217.59,2.722856761e-07
0.2177,0.00049528,217.7,2.453022784e-07
0.21781,0.00045198,217.81,2.042859204e-07
0.21793,0.00041861,217.93,1.752343321e-07
0.21804,0.00041555,218.04,1.726818025e-07
0.21815,0.00043579,218.15,1.899129241e-07
0.21826,0.00047354,218.26,2.242401316e-07
0.21838,0.0005194,218.38,2.6977636e-07
0.2185,0.00051907,218.5,2.694336649e-07
0.21862,0.00055417,218.62,3.071043889e-07
0.21873,0.00061537,218.73,3.786802369e-07
0.21885,0.00063439,218.85,4.024506721e-07
0.21897,0.00061628,218.97,3.798010384e-07
0.2191,0.00057633,219.1,3.321562689e-07
0.21922,0.00052029,219.22,2.707016841e-07
0.21934,0.00043686,219.34,1.908466596e-07
0.21947,0.00041869,219.47,1.753013161e-07
0.21959,0.00039946,219.59,1.595682916e-07
0.21972,0.00040293,219.72,1.623525849e-07
0.21985,0.00043203,219.85,1.866499209e-07
0.21998,0.00048962,219.98,2.397277444e-07
0.22011,0.00054301,220.11,2.948598601e-07
0.22024,0.00058027,220.24,3.367132729e-07
0.22037,0.00058313,220.37,3.400405969e-07
0.2205,0.0006155,220.5,3.7884025e-07
0.22064,0.00057529,220.64,3.309585841e-07
0.22078,0.00057865,220.78,3.348358225e-07
0.22091,0.00054101,220.91,2.926918201e-07
0.22105,0.00049352,221.05,2.435619904e-07
0.22119,0.00044358,221.19,1.967632164e-07
0.22133,0.00038609,221.33,1.490654881e-07
0.22147,0.00037092,221.47,1.375816464e-07
0.22162,0.00034764,221.62,1.208535696e-07
0.22176,0.00036061,221.76,1.300395721e-07
0.2219,0.00036969,221.9,1.366706961e-07
0.22205,0.00040686,222.05,1.655350596e-07
0.22219,0.00044141,222.19,1.948427881e-07
0.22234,0.00050047,222.34,2.504702209e-07
0.22249,0.00049739,222.49,2.473968121e-07
0.22264,0.00051556,222.64,2.658021136e-07
0.22279,0.00047209,222.79,2.228689681e-07
0.22294,0.00046678,222.94,2.178835684e-07
0.22309,0.00042274,223.09,1.787091076e-07
0.22324,0.00042073,223.24,1.770137329e-07
0.2234,0.00039887,223.4,1.590972769e-07
0.22355,0.00041517,223.55,1.723661289e-07
0.22371,0.00043911,223.71,1.928175921e-07
0.22386,0.00050443,223.86,2.544496249e-07
0.22402,0.00052989,224.02,2.807834121e-07
0.22418,0.0005724,224.18,3.2764176e-07
0.22434,0.00052577,224.34,2.764340929e-07
0.22449,0.00052534,224.49,2.759821156e-07
0.22465,0.00047505,224.65,2.256725025e-07
0.22481,0.00048271,224.81,2.330089441e-07
0.22498,0.00046532,224.98,2.165227024e-07
0.22514,0.00049483,225.14,2.448567289e-07
0.2253,0.00047102,225.3,2.218598404e-07
0.22547,0.00048372,225.47,2.339850384e-07
0.22563,0.00044314,225.63,1.963730596e-07
0.2258,0.00045307,225.8,2.052724249e-07
0.22596,0.00044931,225.96,2.018794761e-07
0.22613,0.00052315,226.13,2.736859225e-07
0.2263,0.00060032,226.3,3.603841024e-07
0.22647,0.00070532,226.47,4.974763024e-07
0.22664,0.00071798,226.64,5.154952804e-07
0.22681,0.00073708,226.81,5.432869264e-07
0.22698,0.00063804,226.98,4.070950416e-07
0.22715,0.00059813,227.15,3.577594969e-07
0.22732,0.00048993,227.32,2.400314049e-07
0.2275,0.00047356,227.5,2.242590736e-07
0.22767,0.00042327,227.67,1.791574929e-07
0.22785,0.00045004,227.85,2.025360016e-07
0.22802,0.00047552,228.02,2.261192704e-07
0.2282,0.00051532,228.2,2.655547024e-07
0.22837,0.00051266,228.37,2.628202756e-07
0.22855,0.00054711,228.55,2.993293521e-07
0.22873,0.00051872,228.73,2.690704384e-07
0.22891,0.00055506,228.91,3.080916036e-07
0.22909,0.00055423,229.09,3.071708929e-07
0.22927,0.00060277,229.27,3.633316729e-07
0.22945,0.00059968,229.45,3.596161024e-07
0.22963,0.00055703,229.63,3.102824209e-07
0.22981,0.00050106,229.81,2.510611236e-07
0.23,0.00045936,230,2.110116096e-07
0.23018,0.00045092,230.18,2.033288464e-07
0.23036,0.0004614,230.36,2.1288996e-07
0.23055,0.0004959,230.55,2.4591681e-07
0.23073,0.00054239,230.73,2.941869121e-07
0.23092,0.00057293,230.92,3.282487849e-07
0.23111,0.000602,231.11,3.62404e-07
0.23129,0.00059475,231.29,3.537275625e-07
0.23148,0.0006458,231.48,4.1705764e-07
0.23167,0.00058249,231.67,3.392946001e-07
0.23186,0.00060205,231.86,3.624642025e-07
0.23205,0.00057575,232.05,3.314880625e-07
0.23224,0.00056887,232.24,3.236130769e-07
0.23243,0.0005552,232.43,3.0824704e-07
0.23263,0.00050301,232.63,2.530190601e-07
0.23282,0.00053108,232.82,2.820459664e-07
0.23301,0.00049827,233.01,2.482729929e-07
0.23321,0.00053913,233.21,2.906611569e-07
0.23341,0.00055513,233.41,3.081693169e-07
0.2336,0.00057928,233.6,3.355653184e-07
0.2338,0.00058598,233.8,3.433725604e-07
0.23399,0.00057455,233.99,3.301077025e-07
0.23419,0.00052741,234.19,2.781613081e-07
0.23439,0.00047175,234.39,2.225480625e-07
0.23459,0.00043891,234.59,1.926419881e-07
0.23479,0.0004297,234.79,1.8464209e-07
0.23499,0.00043964,234.99,1.932833296e-07
0.23519,0.00046421,235.19,2.154909241e-07
0.23539,0.00048212,235.39,2.324396944e-07
0.23559,0.00049194,235.59,2.420049636e-07
0.2358,0.00050419,235.8,2.542075561e-07
0.236,0.00054168,236,2.934172224e-07
0.23621,0.00058161,236.21,3.382701921e-07
0.23641,0.00061964,236.41,3.839537296e-07
0.23662,0.00062613,236.62,3.920387769e-07
0.23682,0.00061243,236.82,3.750705049e-07
0.23703,0.00057879,237.03,3.349978641e-07
0.23724,0.00053753,237.24,2.889385009e-07
0.23745,0.00050507,237.45,2.550957049e-07
0.23766,0.00050689,237.66,2.569374721e-07
0.23787,0.00051768,237.87,2.679925824e-07
0.23808,0.00054014,238.08,2.917512196e-07
0.23829,0.00055608,238.29,3.092249664e-07
0.2385,0.00058383,238.5,3.408574689e-07
0.23871,0.00062914,238.71,3.958171396e-07
0.23893,0.00067906,238.93,4.611224836e-07
0.23914,0.00074182,239.14,5.502969124e-07
0.23935,0.00078872,239.35,6.220792384e-07
0.23957,0.00081108,239.57,6.578507664e-07
0.23978,0.00078653,239.78,6.186294409e-07
0.24,0.00073284,240,5.370544656e-07
0.24021,0.00066507,240.21,4.423181049e-07
0.24043,0.00060256,240.43,3.630785536e-07
0.24065,0.00055384,240.65,3.067387456e-07
0.24087,0.00051964,240.87,2.700257296e-07
0.24109,0.00048882,241.09,2.389449924e-07
0.2413,0.00046505,241.3,2.162715025e-07
0.24152,0.00045764,241.52,2.094343696e-07
0.24175,0.00045836,241.75,2.100938896e-07
0.24197,0.00047563,241.97,2.262238969e-07
0.24219,0.00050383,242.19,2.538446689e-07
0.24241,0.00054979,242.41,3.022690441e-07
0.24263,0.00060548,242.63,3.666060304e-07
0.24285,0.00062511,242.85,3.907625121e-07
0.24308,0.00061662,243.08,3.802202244e-07
0.2433,0.000595,243.3,3.54025e-07
0.24353,0.00057592,243.53,3.316838464e-07
0.24375,0.00056892,243.75,3.236699664e-07
0.24398,0.00056873,243.98,3.234538129e-07
0.2442,0.00057834,244.2,3.344771556e-07
0.24443,0.00057422,244.43,3.297286084e-07
0.24466,0.00058269,244.66,3.395276361e-07
0.24489,0.00056976,244.89,3.246264576e-07
0.24512,0.00056582,245.12,3.201522724e-07
0.24535,0.00055766,245.35,3.109846756e-07
0.24558,0.00054543,245.58,2.974938849e-07
0.24581,0.00052736,245.81,2.781085696e-07
0.24604,0.00049865,246.04,2.486518225e-07
0.24627,0.00046671,246.27,2.178182241e-07
0.2465,0.00044222,246.5,1.955585284e-07
0.24673,0.00042397,246.73,1.797505609e-07
0.24696,0.00043359,246.96,1.880002881e-07
0.2472,0.00046017,247.2,2.117564289e-07
0.24743,0.00050868,247.43,2.587553424e-07
0.24767,0.00056732,247.67,3.218519824e-07
0.2479,0.00063382,247.9,4.017277924e-07
0.24814,0.00064342,248.14,4.139892964e-07
0.24837,0.00062034,248.37,3.848217156e-07
0.24861,0.00058935,248.61,3.473334225e-07
0.24885,0.00058164,248.85,3.383050896e-07
0.24908,0.00058685,249.08,3.443929225e-07
0.24932,0.00057224,249.32,3.274586176e-07
0.24956,0.00057859,249.56,3.347663881e-07
0.2498,0.00059546,249.8,3.545726116e-07
0.25004,0.00062041,250.04,3.849085681e-07
0.25028,0.00068162,250.28,4.646058244e-07
0.25052,0.00074866,250.52,5.604917956e-07
0.25076,0.00078537,250.76,6.168060369e-07
0.251,0.0007741,251,5.9923081e-07
0.25125,0.00073174,251.25,5.354434276e-07
0.25149,0.00066519,251.49,4.424777361e-07
0.25173,0.00062677,251.73,3.928406329e-07
0.25197,0.00060894,251.97,3.708079236e-07
0.25222,0.00057531,252.22,3.309815961e-07
0.25246,0.00053376,252.46,2.848997376e-07
