scope_key,mass_MeV,truth,method,n,observed_signed_r,null_signed_r_mean,null_signed_r_sd,null_signed_r_skew,null_signed_r_excess_kurtosis,null_signed_r_q05,null_signed_r_q50,null_signed_r_q95,direct_tail_count,direct_tail_fraction,direct_tail_ci95_low,direct_tail_ci95_high,signal_bias_sigma,linearized_zero_noise_bias_sigma,linearized_sampling_sd_sigma,raw_local_rejection_count,calibrated_local_rejection_count,observed_q0_is_zero,source_toy_ledger
individual_2016_full,65,gp,fixed,500,5.1635933562796215,0.7728113684858735,2.3723894350892527,-0.12044217985567848,0.08697245208506699,-3.440728208108624,0.837271604437613,4.852876979976908,18,0.036,0.021472856586093284,0.05630017620179107,0.4064814976198675,0.4169858208055779,1.2016533132616296,181,0,False,study_results/v4p9p13_calibration_20260905/refined_v1/attempt1_batch002/individual_2016_full/m065/validation_toys.csv.gz
individual_2016_full,65,gp,profiled,500,0.5954718808772188,0.2799375652533263,0.9942002376974579,-0.23637797636169217,0.21597776961014992,-1.4223219585183333,0.28404091577276236,1.8084431788053275,196,0.392,0.3489573855978074,0.43632748326182264,0.2797301652692893,0.2478421208153271,0.9813738093626844,40,0,False,study_results/v4p9p13_calibration_20260905/refined_v1/attempt1_batch002/individual_2016_full/m065/validation_toys.csv.gz
individual_2016_full,65,stress,fixed,500,5.1635933562796215,31.688499786207338,2.3495568815752614,0.15227043778990826,-0.07894042371911691,27.74036212750893,31.614709631943988,35.82937398174259,500,1.0,0.9926493899480923,1.0,16.651176685755,16.640534111276494,1.197607896357867,500,31,False,study_results/v4p9p13_calibration_20260905/refined_v1/attempt1_batch002/individual_2016_full/m065/validation_toys.csv.gz
individual_2016_full,65,stress,profiled,500,0.5954718808772188,11.718356598969551,1.0230213440559264,0.1443614255080904,0.027004839184866736,10.07132375775455,11.698998383901184,13.498775446323128,500,1.0,0.9926493899480923,1.0,11.683841915677805,11.659130438941183,0.9797175236132012,500,33,False,study_results/v4p9p13_calibration_20260905/refined_v1/attempt1_batch002/individual_2016_full/m065/validation_toys.csv.gz
individual_2021_10pct,65,gp,fixed,500,4.752303998766365,0.24833600677576692,2.529452097168181,-0.07631339909438424,0.49511179630647373,-3.759668169724537,0.2885036945986653,4.1852244329279795,20,0.04,0.024601312085545397,0.06110260938824469,0.1191982013556288,0.1212153325118004,1.214788599621215,142,1,False,study_results/v4p9p13_calibration_20260905/derived/individual_2021_10pct/m065/validation_toys.csv.gz
individual_2021_10pct,65,gp,profiled,500,2.396196475406168,0.0691801615991049,0.9657850049115786,-0.007687855796813369,0.30097177327094293,-1.5474850280122172,0.07631035125401425,1.6772941405722377,5,0.01,0.0032547214070242528,0.02318138806965964,0.0689557257011249,0.0668372197269864,0.9778431902026044,28,5,False,study_results/v4p9p13_calibration_20260905/derived/individual_2021_10pct/m065/validation_toys.csv.gz
individual_2021_10pct,65,stress,fixed,500,4.752303998766365,2.83127010638049,2.5027452853533307,0.02040793485980731,-0.2845615331600211,-1.4130770446648915,2.753337426809038,6.905672802955261,116,0.232,0.19567858511357997,0.27152432069689725,1.3616348839168677,1.3919255787957892,1.2157901741304096,338,19,False,study_results/v4p9p13_calibration_20260905/derived/individual_2021_10pct/m065/validation_toys.csv.gz
individual_2021_10pct,65,stress,profiled,500,2.396196475406168,0.8407936851264987,0.9702235044622879,-0.2749084939221644,-0.25354513414145696,-0.9029491559273969,0.9255780305222954,2.3428807189411165,19,0.038,0.023030770806247602,0.05870729046322855,0.8412290339410592,0.8136111630973198,0.9787217865559772,97,17,False,study_results/v4p9p13_calibration_20260905/derived/individual_2021_10pct/m065/validation_toys.csv.gz
all_2015_2016_2021,65,gp,fixed,500,7.4199918577086414,0.6812030934691775,2.3549010210045775,-0.03274967812865988,0.0821752968642131,-3.243807632939523,0.7152483149115204,4.7020587409124674,0,0.0,0.0,0.007350610051907784,0.3387081151689056,0.3014579381505919,1.219825790144803,167,0,False,study_results/v4p9p13_calibration_20260905/chunked_v1/attempt1_combined/all_2015_2016_2021/m065/validation_toys.csv.gz
all_2015_2016_2021,65,gp,profiled,500,2.5628618256353413,0.21176709924038464,0.9534149606091075,-0.11065872799822511,-0.03233543125550442,-1.3585095331715011,0.2354163278032126,1.67605813600819,2,0.004,0.00048478617629000073,0.014374078562200309,0.2116187568065436,0.1838929419316907,0.9791246195693172,29,0,False,study_results/v4p9p13_calibration_20260905/chunked_v1/attempt1_combined/all_2015_2016_2021/m065/validation_toys.csv.gz
