dataset,mass_GeV,sigma_val,blind_lo,blind_hi,integral_density,density_nsigma,density_window_lo,density_window_hi,density_window_width,density_source_lo,density_source_hi,density_source_n_bins,density_source_bin_width_median,density_window_fully_covered,A_up,eps2_up,p0_analytic,Z_analytic,A_hat,sigma_A,extract_success,cls_statistic,cls_calibration,signal_model,global_method,visibility,kernel_str,ls_lo,ls_hi,ls_init,ls_opt,sigma_x,const_opt,lml,n_train,n_train_low,n_train_high,n_full,n_blind,train_domain_lo,train_domain_hi,bin_width_median,const_init,const_lo,const_hi,const_at_lower,const_at_upper,ls_at_lower,ls_at_upper,optimizer_restarts,ls_lo_over_sigma_x,ls_hi_over_sigma_x,ls_opt_over_sigma_x,ls_lo_over_sigma,ls_hi_over_sigma,ls_opt_over_sigma,source_csv,source_sha256_pending
2021,0.062,0.0020931035,0.057290517125,0.066709482875,1370705246.1825335,1.64,0.05856731026,0.06543268974,0.0068653794799999,0.0,1.0,8000,0.000125,True,31242.017614664222,1.1937770638512329e-05,0.0001122958201583,3.689617316902474,23177.508806971764,6288.4475625930945,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.04**2 * RBF(length_scale=0.325),0.0365226217287332,0.4980357508463617,0.1348687188919183,0.3249676387110193,0.0332023833897574,64.67849413814658,1654.9394698992694,401,28,373,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.787479257024303,17.449028071824063,237.9412918885099,155.2563639165571,runs/functional_form/attempt_02/results_single.csv,False
2021,0.063,0.002102462875,0.05826945853125,0.06773054146875,1435904664.160817,1.64,0.059551960885,0.066448039115,0.0068960782299999,0.0,1.0,8000,0.000125,True,28413.308218665978,1.0199422183288332e-05,0.0007687428244343,3.167513512429769,20219.214309398645,6386.112468635467,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.11**2 * RBF(length_scale=0.325),0.0361104197174945,0.4924148143294715,0.133346562087477,0.3252246042333716,0.0328276542886314,65.84363992914984,1654.5793386520884,401,29,372,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.907031473339243,17.17529481584524,234.20856567061688,154.68744209496285,runs/functional_form/attempt_01/results_single.csv,False
2021,0.063,0.002102462875,0.05826945853125,0.06773054146875,1435904664.160817,1.64,0.059551960885,0.066448039115,0.0068960782299999,0.0,1.0,8000,0.000125,True,28413.141915523334,1.0199362486052476e-05,0.0007687765315479,3.1675007635565775,20219.095894157956,6386.100752282649,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.12**2 * RBF(length_scale=0.325),0.0361104197174945,0.4924148143294715,0.133346562087477,0.3252278441552594,0.0328276542886314,65.85666972219363,1654.579337784104,401,29,372,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.907130168234085,17.17529481584524,234.20856567061688,154.68898310761347,runs/functional_form/attempt_02/results_single.csv,False
2021,0.064,0.002111994,0.0592480135,0.0687519865,1496453831.1465535,1.64,0.06053632984,0.06746367016,0.00692734032,0.0,1.0,8000,0.000125,True,17933.250587114217,6.080448895195342e-06,0.0742464851378395,1.4448751045489048,9351.018482561834,6475.486451476966,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.3**2 * RBF(length_scale=0.322),0.0357138093206567,0.4870064907362281,0.1318819811349368,0.3220461016507521,0.0324670993824152,68.9681947465625,1653.904677891962,401,31,370,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.919152242629298,16.909995634768247,230.59084956502153,152.4843828395119,runs/functional_form/attempt_01/results_single.csv,False
2021,0.064,0.002111994,0.0592480135,0.0687519865,1496453831.1465535,1.64,0.06053632984,0.06746367016,0.00692734032,0.0,1.0,8000,0.000125,True,17933.165085795903,6.08041990511382e-06,0.0742480062586294,1.4448642757389711,9350.953877175769,6475.49032498606,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.3**2 * RBF(length_scale=0.322),0.0357138093206567,0.4870064907362281,0.1318819811349368,0.3220457882255234,0.0324670993824152,68.96825770067365,1653.904675826789,401,31,370,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.919142589003483,16.909995634768247,230.59084956502153,152.48423443699338,runs/functional_form/attempt_02/results_single.csv,False
2021,0.065,0.002121696875,0.06022618203125,0.06977381796875,1551605140.2623928,1.64,0.061520417125,0.068479582875,0.0069591657499999,0.0,1.0,8000,0.000125,True,9703.129502205613,3.12418816894645e-06,0.5,0.0,-2195.577432875444,6602.950231073734,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.15**2 * RBF(length_scale=0.319),0.0353320804721528,0.4818010973475384,0.1304723539415717,0.3194735092716499,0.0321200731565025,66.34114676440741,1648.8060870872755,400,32,368,416,16,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.946226078472488,16.652746623927047,227.08290850809607,150.57452977190715,runs/functional_form/attempt_01/results_single.csv,False
2021,0.065,0.002121696875,0.06022618203125,0.06977381796875,1551605140.2623928,1.64,0.061520417125,0.068479582875,0.0069591657499999,0.0,1.0,8000,0.000125,True,9703.174381233195,3.124202618977956e-06,0.5,0.0,-2195.500690013551,6602.945874832253,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.15**2 * RBF(length_scale=0.319),0.0353320804721528,0.4818010973475384,0.1304723539415717,0.3194740753581741,0.0321200731565025,66.34231637855171,1648.80608644076,400,32,368,416,16,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.946243702545804,16.652746623927047,227.08290850809607,150.57479658029573,runs/functional_form/attempt_02/results_single.csv,False
2021,0.066,0.0021315715,0.061203964125,0.070796035875,1601730350.026453,1.64,0.06250422274,0.06949577726,0.0069915545199999,0.0,1.0,8000,0.000125,True,7015.589859817781,2.1550173620007397e-06,0.5,0.0,-12136.880487882485,6528.745736700842,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.28**2 * RBF(length_scale=0.319),0.0349645655591176,0.4767895303516045,0.1291152151834926,0.31939197222691,0.0317859686901069,68.5813524601387,1654.9836672896051,401,34,367,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,10.048206343521544,16.403186831461046,223.67982042901423,149.83873270350537,runs/functional_form/attempt_01/results_single.csv,False
2021,0.066,0.0021315715,0.061203964125,0.070796035875,1601730350.026453,1.64,0.06250422274,0.06949577726,0.0069915545199999,0.0,1.0,8000,0.000125,True,7015.589767675841,2.155017333696993e-06,0.5,0.0,-12136.62061082854,6528.731943050137,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.28**2 * RBF(length_scale=0.319),0.0349645655591176,0.4767895303516045,0.1291152151834926,0.3193948053961669,0.0317859686901069,68.59311435550995,1654.983667629684,401,34,367,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,10.048295476222972,16.403186831461046,223.67982042901423,149.84006184928205,runs/functional_form/attempt_02/results_single.csv,False
2021,0.067,0.002141617875,0.06218135978125,0.07181864021875,1646804477.5132818,1.64,0.063487746685,0.070512253315,0.00702450663,0.0,1.0,8000,0.000125,True,6248.324448191924,1.838936160150809e-06,0.5,0.0,-19852.611955530057,6646.236778913592,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.08**2 * RBF(length_scale=0.318),0.034610636295701,0.4719632222141046,0.1278082447614374,0.3176379589204989,0.0314642148142736,65.23097474404291,1650.0904853637746,400,35,365,416,16,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,10.095213269914604,16.16097656810088,220.37695320137564,148.3168228227918,runs/functional_form/attempt_01/results_single.csv,False
