scenario,background_toy_index,mass_GeV,inj_nsigma,strength,role,attempt,optimizer_seed,optimizer_restarts,fit_ok,refit_fallback_used,error,gp_lml,gp_ls,gp_const,gp_const_lo,gp_const_hi,gp_ls_lo,gp_ls_hi,gp_ls_init,gp_const_init,sigma_A,sigmaA_reference,A_hat,Zhat,pull,amplitude_nll,n_blind,integral_density,A_per_eps2_unit,optimizer_warning_count,optimizer_warnings,n_train,n_train_low,n_train_high,train_domain_lo,train_domain_hi,bin_width_median,n_zero_train,min_y_train,max_y_train,training_counts_sha256,ls_at_lower,ls_at_upper,const_at_lower,const_at_upper,covariance_valid,covariance_min_eigenvalue,covariance_min_eigenvalue_relative
2016_full,-1,0.044,0.0,0.0,reference_bonly,0,1489094502,12,True,False,,2552.8298334853453,0.19352244226600984,33.52801422699679,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,16766.57171841024,16776.29488205551,-10905.20743903293,-0.6504136696626335,-0.6504136696626335,-81925741.77584457,34,860162701.5271664,1136182079.2973485,0,,670,23,647,0.033999999999999996,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,25a666f771528c088ee84c9f71b8bb6004f8df1cb73b2ad6ba6948abab7f1c7e,False,False,False,False,True,-0.013007311751227699,-9.126480912727755e-09
2016_full,-1,0.044,0.0,0.0,reference_bonly,1,654100986,12,True,False,,2552.8298336431176,0.19352217984501888,33.52820678579775,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,16766.640776651464,16776.363607632065,-10904.689052597221,-0.6503800730187196,-0.6503800730187196,-81925741.77583838,34,860162701.5271664,1136182079.2973485,0,,670,23,647,0.033999999999999996,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,25a666f771528c088ee84c9f71b8bb6004f8df1cb73b2ad6ba6948abab7f1c7e,False,False,False,False,True,-0.014167100160327815,-9.940159973614018e-09
2016_full,-1,0.044,0.0,0.0,reference_bonly,2,1930983802,12,True,False,,2552.8298335766904,0.19352324820793562,33.52779300149661,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,16766.38041309022,16776.104530961416,-10906.69461549685,-0.6505097908300789,-0.6505097908300789,-81925741.775862,34,860162701.5271664,1136182079.2973485,0,,670,23,647,0.033999999999999996,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,25a666f771528c088ee84c9f71b8bb6004f8df1cb73b2ad6ba6948abab7f1c7e,False,False,False,False,True,-0.014935900033020581,-1.0479889830004494e-08
2016_full,-1,0.049,0.0,0.0,reference_bonly,0,4096410809,12,True,False,,2526.9529623936583,0.1924955626516395,33.72200897239703,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,17334.64024028615,17311.510854013915,33329.14272708478,1.922690189417776,1.922690189417776,-128902135.10258879,38,1181907664.7197711,1738578404.9151943,0,,666,41,625,0.033999999999999996,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,337ad109b43bd196b3a545060ce4206aa48ddc11af9915001ad1591dd93378b5,False,False,False,False,True,-0.020773846589444336,-1.4265878706906433e-08
2016_full,-1,0.049,0.0,0.0,reference_bonly,1,2047718015,12,True,False,,2526.952962601785,0.19249579135167705,33.720486166002594,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,17334.51784245884,17311.38854572975,33329.32316114756,1.922714174345902,1.922714174345902,-128902135.10261679,38,1181907664.7197711,1738578404.9151943,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",666,41,625,0.033999999999999996,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,337ad109b43bd196b3a545060ce4206aa48ddc11af9915001ad1591dd93378b5,False,False,False,False,True,-0.02219698499442865,-1.524344226454638e-08
2016_full,-1,0.049,0.0,0.0,reference_bonly,2,2116216187,12,True,False,,2526.9529621522615,0.19249478678154544,33.72117712043351,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,17334.783320063245,17311.65392866959,33328.808245440494,1.9226550242982152,1.9226550242982152,-128902135.10255407,38,1181907664.7197711,1738578404.9151943,0,,666,41,625,0.033999999999999996,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,337ad109b43bd196b3a545060ce4206aa48ddc11af9915001ad1591dd93378b5,False,False,False,False,True,-0.02510872829684814,-1.7242406534613272e-08
2016_full,-1,0.054,0.0,0.0,reference_bonly,0,2441084178,12,True,False,,2514.6490073701952,0.1901603225625981,33.7029896496713,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,17762.338462706102,17785.722071388318,-45807.82714601703,-2.578929978290605,-2.578929978290605,-157477951.66167995,40,1351533588.816075,2190964067.4154196,0,,664,60,604,0.033999999999999996,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,660ac08c3b4f9ff7373b20fd616b5cf4a7ab378fc6703a32bfebcfabefe86d2f,False,False,False,False,True,-0.0381074808540018,-3.337077802357747e-08
2016_full,-1,0.054,0.0,0.0,reference_bonly,1,2106595226,12,True,False,,2514.64900722035,0.1901608750493543,33.703172906546875,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,17762.224925696755,17785.60834810841,-45807.74040394645,-2.578941579423196,-2.578941579423196,-157477951.6616983,40,1351533588.816075,2190964067.4154196,0,,664,60,604,0.033999999999999996,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,660ac08c3b4f9ff7373b20fd616b5cf4a7ab378fc6703a32bfebcfabefe86d2f,False,False,False,False,True,-0.03718115928797371,-3.256008767898568e-08
2016_full,-1,0.054,0.0,0.0,reference_bonly,2,2041432098,12,True,False,,2514.6490072669953,0.19016176531775725,33.70402299635888,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,17762.06219577069,17785.445360799316,-45807.62628749088,-2.578958782071943,-2.578958782071943,-157477951.66172433,40,1351533588.816075,2190964067.4154196,0,,664,60,604,0.033999999999999996,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,660ac08c3b4f9ff7373b20fd616b5cf4a7ab378fc6703a32bfebcfabefe86d2f,False,False,False,False,True,-0.043955625712221,-3.849341336009117e-08
2016_full,-1,0.059,0.0,0.0,reference_bonly,0,3060819675,12,True,False,,2495.383010137446,0.18940319740412487,33.74476726186881,1e-08,1e+18,0.03649001309630249,0.48653350795069983,0.1332426886433587,1.0,17566.084731608542,17535.220883134425,60870.70793501671,3.4652404827289436,3.4652404827289436,-181287749.1160492,44,1407877699.152787,2493627582.898163,0,,660,78,582,0.033999999999999996,0.21,0.0002500000000000002,0,701.2426974319171,346725.8830613137,e9800a9be295eaf6390b3e405996328cfc163fe6d5ca2e5acd3a61f8a3e54c42,False,False,False,False,True,-0.03184076375007606,-3.064261616980126e-08
2016_full,-1,0.059,0.0,0.0,reference_bonly,1,1650066416,12,True,False,,2495.383010056815,0.18940224966426603,33.7446690297272,1e-08,1e+18,0.03649001309630249,0.48653350795069983,0.1332426886433587,1.0,17566.278397384183,17535.41399959898,60871.12007372107,3.46522574085957,3.46522574085957,-181287749.1160114,44,1407877699.152787,2493627582.898163,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",660,78,582,0.033999999999999996,0.21,0.0002500000000000002,0,701.2426974319171,346725.8830613137,e9800a9be295eaf6390b3e405996328cfc163fe6d5ca2e5acd3a61f8a3e54c42,False,False,False,False,True,-0.03331893150584343,-3.206428860031176e-08
2016_full,-1,0.059,0.0,0.0,reference_bonly,2,2292443080,12,True,False,,2495.383010124432,0.18940192791872698,33.74322516059278,1e-08,1e+18,0.03649001309630249,0.48653350795069983,0.1332426886433587,1.0,17566.297481606412,17535.433046530656,60871.14077540082,3.465223154688044,3.465223154688044,-181287749.1160088,44,1407877699.152787,2493627582.898163,0,,660,78,582,0.033999999999999996,0.21,0.0002500000000000002,0,701.2426974319171,346725.8830613137,e9800a9be295eaf6390b3e405996328cfc163fe6d5ca2e5acd3a61f8a3e54c42,False,False,False,False,True,-0.03626958529990956,-3.4903748617824004e-08
