scenario,background_toy_index,mass_MeV,mass_GeV,lower_factor,upper_factor,strict_lml_tolerance,gate_lml_per_train_tolerance,comparable,reason,n_train,lower_lml,upper_lml,delta_lml_upper_minus_lower,delta_lml_per_train,strict_nested_order_violation,material_nested_order_violation,same_input_geometry
2021_10pct_x10,2,50,0.05,15,20,0.0001,0.001,True,,402,2119.154349183817,2119.154340293079,-8.890738172340207e-06,-2.211626411029902e-08,False,False,True
2021_10pct_x10,2,50,0.05,20,25,0.0001,0.001,True,,402,2119.154340293079,2119.1543394034898,-8.89589045982575e-07,-2.21290807458352e-09,False,False,True
2021_10pct_x10,2,70,0.07,15,20,0.0001,0.001,True,,400,2093.380248488069,2093.380243923818,-4.564250957628246e-06,-1.1410627394070616e-08,False,False,True
2021_10pct_x10,2,70,0.07,20,25,0.0001,0.001,True,,400,2093.380243923818,2093.3802710513955,2.7127577595820185e-05,6.781894398955046e-08,False,False,True
2021_10pct_x10,2,90,0.09,15,20,0.0001,0.001,True,,398,2077.6987699788983,2077.6989643882107,0.00019440931237113546,4.884656089727022e-07,False,False,True
2021_10pct_x10,2,90,0.09,20,25,0.0001,0.001,True,,398,2077.6989643882107,2077.698981194125,1.6805914128781296e-05,4.222591489643542e-08,False,False,True
2021_10pct_x10,2,110,0.11,15,20,0.0001,0.001,True,,396,2068.5551015201054,2069.325589851155,0.770488331049819,0.001945677603661159,False,False,True
2021_10pct_x10,2,110,0.11,20,25,0.0001,0.001,True,,396,2069.325589851155,2069.325608059842,1.82086869244813e-05,4.5981532637579035e-08,False,False,True
2021_10pct_x10,2,130,0.13,15,20,0.0001,0.001,True,,394,2052.9790130820247,2055.1089874809886,2.1299743989638955,0.005406026393309379,False,False,True
2021_10pct_x10,2,130,0.13,20,25,0.0001,0.001,True,,394,2055.1089874809886,2055.1089782325494,-9.248439255316043e-06,-2.3473196079482343e-08,False,False,True
2021_10pct_x10,2,150,0.15,15,20,0.0001,0.001,True,,390,2041.652583256772,2044.638154209272,2.985570952499984,0.007655310134615343,False,False,True
2021_10pct_x10,2,150,0.15,20,25,0.0001,0.001,True,,390,2044.638154209272,2044.6381605668264,6.357554411806632e-06,1.6301421568734952e-08,False,False,True
2021_10pct_x10,2,170,0.17,15,20,0.0001,0.001,True,,386,2017.304455171481,2019.3183871617093,2.0139319902282296,0.0052174403891923045,False,False,True
2021_10pct_x10,2,170,0.17,20,25,0.0001,0.001,True,,386,2019.3183871617093,2019.3184054860521,1.8324342818232253e-05,4.7472390720808946e-08,False,False,True
2021_10pct_x10,2,190,0.19,15,20,0.0001,0.001,True,,382,2012.0940556586665,2013.2330588359432,1.1390031772766633,0.0029816837101483335,False,False,True
2021_10pct_x10,2,190,0.19,20,25,0.0001,0.001,True,,382,2013.2330588359432,2013.2330729868604,1.4150917195365764e-05,3.704428585174284e-08,False,False,True
2021_10pct_x10,2,210,0.21,15,20,0.0001,0.001,True,,378,2001.2077175776833,2001.5111921227638,0.3034745450804621,0.0008028427118530744,False,False,True
2021_10pct_x10,2,210,0.21,20,25,0.0001,0.001,True,,378,2001.5111921227638,2001.511177399541,-1.472322264817194e-05,-3.8950324466063334e-08,False,False,True
2021_10pct_x10,2,230,0.23,15,20,0.0001,0.001,True,,372,1981.355633296259,1981.367472339617,0.01183904335812258,3.182538537129726e-05,False,False,True
2021_10pct_x10,2,230,0.23,20,25,0.0001,0.001,True,,372,1981.367472339617,1981.3674798891143,7.549497240688652e-06,2.0294347421206053e-08,False,False,True
2021_10pct_x10,2,250,0.25,15,20,0.0001,0.001,True,,366,1964.0744292805737,1964.074437312802,8.032228379306616e-06,2.1945979178433377e-08,False,False,True
2021_10pct_x10,2,250,0.25,20,25,0.0001,0.001,True,,366,1964.074437312802,1964.0744024977178,-3.4815084291039966e-05,-9.512318112306002e-08,False,False,True
