dataset,mass_MeV,anchor_MeV,conditioned_standardized_fluctuation,correlation,response_sd,conditional_r_shift
2015,19,51,1,-0.088119419514213426,0.97665748226528626,-0.086062490401430214
2015,20,51,1,-0.099285171574375441,0.95078569603730878,-0.094398920961526175
2015,21,51,1,0.012676635452114447,0.95581187310064575,0.01211647867609956
2015,22,51,1,0.12256301683775044,0.96902231468500477,0.11876629827089415
2015,23,51,1,0.13566076148087958,0.9485359142613653,0.12867910442065911
2015,24,51,1,0.028050962642610276,0.95623472571606571,0.026823304568628043
2015,25,51,1,-0.12213645680994532,0.970907960189615,-0.11858325814613102
2015,26,51,1,-0.17711768706372943,0.96961300204794021,-0.17173561226965031
2015,27,51,1,-0.12372165578878377,0.95882609326373858,-0.11862755187208056
2015,28,51,1,0.02222673967349342,0.96150859408547973,0.021371201214564612
2015,29,51,1,0.17235236954991165,0.96875140470085874,0.16696660010499842
2015,30,51,1,0.23307254322489798,0.96909335890500936,0.22586905378234937
2015,31,51,1,0.18273946951231276,0.96213495986490394,0.17582003216496286
2015,32,51,1,0.0311943894407017,0.96047712434575505,0.029961497465726756
2015,33,51,1,-0.15449166884186091,0.96479456013275144,-0.14905272168445791
2015,34,51,1,-0.29577061734901383,0.97058898662456294,-0.28707170376610069
2015,35,51,1,-0.32340284836012717,0.97154914255874236,-0.31420176002533651
2015,36,51,1,-0.23794864101478175,0.96709953467357523,-0.23012002000160503
2015,37,51,1,-0.033296411353247513,0.96342392022948309,-0.032078559155519187
2015,38,51,1,0.21139531344538531,0.96427830947496762,0.20384391548004704
2015,39,51,1,0.43651074164088549,0.96671692410709842,0.42198232149878512
2015,40,51,1,0.53159647422403145,0.9693021517932342,0.51527760635105024
2015,41,51,1,0.45153026200913621,0.96787082960216364,0.43702296928126499
2015,42,51,1,0.19519293983667108,0.96533607519099562,0.1884267864469242
2015,43,51,1,-0.18528933781000251,0.96283203279250784,-0.1784025097783824
2015,44,51,1,-0.56250611408572326,0.96345996232355702,-0.5419521194838014
2015,45,51,1,-0.80326989073826727,0.9649315853368452,-0.77510048912343066
2015,46,51,1,-0.79219188877268054,0.96737015885093591,-0.76634279328245092
2015,47,51,1,-0.51274713170778652,0.96834721807991375,-0.49651725856769019
2015,48,51,1,-0.047731969840161405,0.96854703154028998,-0.04623065769825898
2015,49,51,1,0.46337430725516843,0.9670521271488417,0.44810710949723159
2015,50,51,1,0.85033600910214169,0.96619706937358507,0.82159215997731949
2015,51,51,1,0.99999999999999989,0.9648755072852826,0.96487550728528249
2015,52,51,1,0.85720990474494174,0.96363699610190767,0.82603917763721812
2015,53,51,1,0.50025312481822215,0.96399971912768134,0.48224387181751105
2015,54,51,1,0.046094419672293559,0.96568466572312539,0.044512674252940261
2015,55,51,1,-0.38331864814162864,0.96738527858021395,-0.37081681721748044
2015,56,51,1,-0.68836060475007377,0.96817985314677457,-0.66645686921895131
2015,57,51,1,-0.82129324598319076,0.96835997172455024,-0.7953075044578467
2015,58,51,1,-0.7835586181342199,0.96738202818248198,-0.75800052521054451
2015,59,51,1,-0.60628933383526074,0.96645205354850872,-0.58594957172964512
2015,60,51,1,-0.35225297112798609,0.96375816520940272,-0.3394866771438686
2015,61,51,1,-0.082478272203140496,0.96291376959176422,-0.079419463996541637
2015,62,51,1,0.16378835817123158,0.96377450365292539,0.15785504360060629
2015,63,51,1,0.35118929499378609,0.96666308825182434,0.33948172845967423
2015,64,51,1,0.46445997353138219,0.97034312185861149,0.45068554069480943
2015,65,51,1,0.51033410124818712,0.97367637383839323,0.49690025714941027
2015,66,51,1,0.49771720407263742,0.97437879301416963,0.48496508856668358
2015,67,51,1,0.43548964544780283,0.9733959289295373,0.42390384796985886
2015,68,51,1,0.33601868741766261,0.97096282830031699,0.32626165509681382
2015,69,51,1,0.21371548747511548,0.96842758965226394,0.20696797440688469
2015,70,51,1,0.096138574307682093,0.96418344045056692,0.092695221335993394
2015,71,51,1,-0.023335891017554268,0.96207429656263554,-0.022450860935375849
2015,72,51,1,-0.12298467883728542,0.96141984612858333,-0.11823991100391619
2015,73,51,1,-0.20685093219006223,0.96297771804813781,-0.19919283865651621
2015,74,51,1,-0.26734794891375019,0.96535342045052819,-0.25808525693432183
2015,75,51,1,-0.29735340681072381,0.97052412360221441,-0.28858865454511046
2015,76,51,1,-0.31020216025067499,0.97366174897162616,-0.30203197788444885
2015,77,51,1,-0.30304298981056638,0.97512542946934644,-0.29550492558670333
2015,78,51,1,-0.27591452902485591,0.97577697437346234,-0.26923104431755274
2015,79,51,1,-0.23292716077779327,0.9755783342076827,-0.22723869150332465
2015,80,51,1,-0.17863658191135554,0.97415534351725186,-0.17401978081660424
2015,81,51,1,-0.12063318722283842,0.97017919160883048,-0.11703580806105007
2015,82,51,1,-0.059292647395580086,0.96588823111740685,-0.057270070311184973
2015,83,51,1,0.0013321760819167356,0.96075812486194456,0.0012798989944482551
2015,84,51,1,0.051857127331990299,0.95693398733222867,0.049623847629396575
2015,85,51,1,0.10105976462817802,0.9557507013490727,0.096587940921553345
2015,86,51,1,0.14984025109855836,0.95704895133692935,0.14340445518193745
2015,87,51,1,0.1825473011209113,0.95953407729125573,0.17516035614306263
2015,88,51,1,0.20264464566569448,0.96448172417741873,0.19544705724697109
2015,89,51,1,0.21020620785049499,0.97084536808195321,0.20407772323372536
2015,90,51,1,0.21215274070477666,0.97650589721747461,0.20716840240906417
2016,39,90,1,0.13678491397171533,0.94297429151361212,0.12898465734222864
2016,40,90,1,0.10152925117471596,0.96132518523336574,0.097602626192138747
2016,41,90,1,0.0084405110706749845,0.97531468658967702,0.0082321544095520713
2016,42,90,1,-0.045255809582826483,0.9673753441123677,-0.043779354368270559
2016,43,90,1,-0.098717889895892072,0.95120635826822997,-0.093901084543795588
2016,44,90,1,-0.13615907481436398,0.94816986433540207,-0.12910193149476937
2016,45,90,1,-0.094511920162394972,0.9566763200941707,-0.090417315985994076
2016,46,90,1,-0.11188568571975098,0.97838552320186767,-0.10946733516171829
2016,47,90,1,-0.060646808793726428,0.98453005950967998,-0.059708606270759662
2016,48,90,1,0.0069744533787092612,0.9819217416360384,0.0068483674085815507
2016,49,90,1,0.076568526066864248,0.97580549613963341,0.074715988567356922
2016,50,90,1,0.12584950290480723,0.96966469132784172,0.12203181938795223
2016,51,90,1,0.15468856239730547,0.96924935039820992,0.1499317886176213
2016,52,90,1,0.16111722222186156,0.97410753654486626,0.15694550043348934
2016,53,90,1,0.1465505149982681,0.97764363425692191,0.14327417808513038
2016,54,90,1,0.10434280258921172,0.978969456237748,0.10214841671308328
2016,55,90,1,0.037745721062513969,0.97709610844089445,0.036881197160477906
2016,56,90,1,0.0053285661237742173,0.9700866116581085,0.0051691706560083117
2016,57,90,1,-0.088874950262985225,0.96971589108213174,-0.086183451589150861
2016,58,90,1,-0.1482360501458658,0.9677566179968391,-0.14345641855437294
2016,59,90,1,-0.19455166373351146,0.96977673126108055,-0.18867167651688965
2016,60,90,1,-0.2151841691223679,0.97437988827179134,-0.20967112666731108
2016,61,90,1,-0.22133186781279174,0.97867419714046544,-0.21661178803328357
2016,62,90,1,-0.20272731481660533,0.98295077502978689,-0.19927097121868981
2016,63,90,1,-0.1674293018639868,0.98389298272291903,-0.16473251520617396
2016,64,90,1,-0.074561429986523348,0.98398203516953631,-0.073367107623290129
2016,65,90,1,0.047112137873109181,0.9866885860456448,0.046485008703605571
2016,66,90,1,0.12912203796984387,0.98564347137311747,0.12726829373536838
2016,67,90,1,0.19221559648734116,0.97956929334588649,0.18828849602116285
2016,68,90,1,0.26647370782979962,0.97776009096313976,0.26054735680695001
2016,69,90,1,0.33140679973007831,0.97773913136640467,0.32402939649700679
2016,70,90,1,0.36241387715730011,0.97592015264925358,0.35368700631756017
2016,71,90,1,0.36052713146748749,0.97459690660507992,0.35136862707541627
2016,72,90,1,0.26943853389256406,0.97641610031753534,0.26308412253865149
2016,73,90,1,0.17536242621932863,0.97967199185716547,0.1717976573911949
2016,74,90,1,0.13933740147294871,0.97532392752839625,0.13589910165619729
2016,75,90,1,-0.010339557054474407,0.97752525783847666,-0.010107178175610734
2016,76,90,1,-0.17585762229214238,0.9804436646127429,-0.17241849165019166
2016,77,90,1,-0.36682111720653904,0.98138520392690853,-0.35999281691443574
2016,78,90,1,-0.51867389547260323,0.98087053131737134,-0.50875193943266306
2016,79,90,1,-0.62943016564807353,0.98238311746674167,-0.61834156835696208
2016,80,90,1,-0.70878181276884522,0.98002482716546224,-0.6946237735568106
2016,81,90,1,-0.72861351357512461,0.9796135175916153,-0.71375964699811401
2016,82,90,1,-0.66927716578919183,0.98121621456181685,-0.65670560710833237
2016,83,90,1,-0.51871171105878411,0.98072015602036466,-0.50871103019916109
2016,84,90,1,-0.30111097885813143,0.98268618108162509,-0.29589759789584713
2016,85,90,1,0.03120170013234834,0.98755760168080986,0.030813476151065732
2016,86,90,1,0.31914758855163494,0.98895437324271895,0.31562240340800729
2016,87,90,1,0.58511585997982607,0.98781820899376982,0.57798810085912122
2016,88,90,1,0.80323729683503386,0.98620026253907023,0.79215283301988348
2016,89,90,1,0.94818887505426885,0.98448086504236176,0.93347380393697044
2016,90,90,1,1,0.98331466736591389,0.98331466736591389
2016,91,90,1,0.94880219956866207,0.98199579685035898,0.93171977201880163
2016,92,90,1,0.80701880360296674,0.9838525172563134,0.79398748139795727
2016,93,90,1,0.59228354453944776,0.98278594501075622,0.58208794303452149
2016,94,90,1,0.3511236164915455,0.98087669517752096,0.34440897254300645
2016,95,90,1,0.086456139841578683,0.97962607615414843,0.084694689032440068
2016,96,90,1,-0.16596011691594387,0.97799049008636385,-0.1623074160774142
2016,97,90,1,-0.38316580429249231,0.97716763456647748,-0.37441722262725657
2016,98,90,1,-0.54086194973034096,0.98017238092278269,-0.53013794501772671
2016,99,90,1,-0.65154812108740157,0.98218652074097423,-0.63994178214615394
2016,100,90,1,-0.70512465589720374,0.98512501467873093,-0.69463593699106796
2016,101,90,1,-0.71277365605798992,0.98638204516879679,-0.7030671366049206
2016,102,90,1,-0.67783176881773211,0.98776156018789263,-0.66953616551232198
2016,103,90,1,-0.61200281359630715,0.9879743128610271,-0.60464305923182682
2016,104,90,1,-0.52340499951199648,0.98723853877547141,-0.51672558690599968
2016,105,90,1,-0.42119786861790592,0.98577528718147123,-0.41520644989703981
2016,106,90,1,-0.31052747134198605,0.98416766556602708,-0.30561109656476376
2016,107,90,1,-0.19772256847244166,0.98264771858093969,-0.19429163082140843
2016,108,90,1,-0.090676350511880111,0.98122023338553921,-0.088973469811815961
2016,109,90,1,0.014802833498540382,0.98156339014983485,0.014529919432650838
2016,110,90,1,0.1322930337186467,0.98543633082686521,0.13036636174165797
2016,111,90,1,0.17583139474043688,0.97880219907544852,0.17210415583844288
2016,112,90,1,0.27266351359377794,0.98310675892231714,0.26805734312555018
2016,113,90,1,0.31635506568328875,0.98189164245402505,0.31062639504241535
2016,114,90,1,0.34205501539847305,0.97937859806637328,0.33500136144252829
2016,115,90,1,0.35758330336652538,0.97814575418294891,0.34976858995468019
2016,116,90,1,0.36038040976391694,0.97351388919117487,0.35083533429758001
2016,117,90,1,0.35609737086967536,0.97471574447643428,0.34709371395333655
2016,118,90,1,0.34452020734290639,0.97145963946658709,0.33468747641429369
2016,119,90,1,0.32805024160415469,0.98110644553009696,0.32185220649554175
2016,120,90,1,0.30574311238084179,0.98333394049333678,0.30064757947615023
2016,121,90,1,0.27961598576021224,0.98657807758523652,0.27586300169341105
2016,122,90,1,0.24860356460090008,0.98767478746262416,0.24553947282964475
2016,123,90,1,0.21471204844292197,0.98813890176149566,0.21216532774334995
2016,124,90,1,0.17713704921336978,0.98817060918124477,0.17504162582974375
2016,125,90,1,0.13860467621020406,0.98767632164254548,0.13689655676175039
2016,126,90,1,0.094900084227670295,0.98675345420059624,0.093642985915581192
2016,127,90,1,-0.023518319376594328,0.97885363761586386,-0.023020992472391012
2016,128,90,1,-0.078222782356154111,0.97690315723670418,-0.076416083051566511
2016,129,90,1,-0.10560404751335842,0.97942085974660242,-0.10343080700825455
2016,130,90,1,-0.11985083454716035,0.98279221617844092,-0.11778846729543938
2016,131,90,1,-0.15473073187248845,0.981734838348292,-0.15190455004235037
2016,132,90,1,-0.17455282805768993,0.98159479261430393,-0.1713401470575284
2016,133,90,1,-0.19341259880267583,0.98095631288135554,-0.18972930978627378
2016,134,90,1,-0.20332389471745538,0.97962410445008596,-0.19918098827589079
2016,135,90,1,-0.20909204286144217,0.97667179519331537,-0.20421430086212236
2016,136,90,1,-0.21445664298087544,0.97252471143337649,-0.20856438482994652
2016,137,90,1,-0.21671362780414699,0.96919487482757893,-0.21003773737307077
2016,138,90,1,-0.22256792493074568,0.96455573016450546,-0.21467916734277423
2016,139,90,1,-0.21787464613394381,0.96237249397499125,-0.20967656657384218
2016,140,90,1,-0.20121616408634255,0.96157481147564439,-0.19348439504717715
2016,141,90,1,-0.21350635165997053,0.96843601506821764,-0.20676724039333541
2016,142,90,1,-0.20312964192429189,0.97061228572976288,-0.19716012604760522
