dataset,mass_MeV,anchor_MeV,conditioned_standardized_fluctuation,correlation,response_sd,conditional_r_shift
2016,143,90,1,-0.19129521024755797,0.97405475673439557,-0.18633200948214013
2016,144,90,1,-0.12409610194574756,0.96167087237570137,-0.11933960661659103
2016,145,90,1,-0.16068465930128351,0.98122462242254749,-0.15766774415199758
2016,146,90,1,-0.14363425788177406,0.98443080343600231,-0.14139798788748878
2016,147,90,1,-0.12566798032095144,0.98756132162085219,-0.12410483673118206
2016,148,90,1,-0.10514707124154353,0.98862049033863408,-0.10395054912848606
2016,149,90,1,-0.020920005150534288,0.97720294466374324,-0.020443090635482782
2016,150,90,1,3.2895646639719414e-05,0.98068030638149362,3.2260112825257383e-05
2016,151,90,1,0.034757877675399451,0.98146344404627905,0.034113586331036824
2016,152,90,1,0.057593898727223813,0.98378902145934488,0.056660245270884126
2016,153,90,1,0.071184427549247795,0.98646407940337588,0.070220880790225038
2016,154,90,1,0.080521280208007223,0.98829879646853402,0.079579084319679125
2016,155,90,1,0.096199629562625635,0.9883386234425815,0.095077809457611684
2016,156,90,1,0.11094648549241903,0.98706588948402474,0.10951149138770104
2016,157,90,1,0.12740415620858453,0.98600775280879005,0.12562148576172649
2016,158,90,1,0.13770309434061548,0.98263530855012415,0.13531192259569755
2016,159,90,1,0.14640158577719345,0.97925727805132334,0.1433648183905718
2016,160,90,1,0.15430185770678742,0.97266796627282315,0.15008447412777948
2016,161,90,1,0.16017308962765672,0.96763670053367867,0.15498935996159094
2016,162,90,1,0.1660462851675486,0.96108224584890511,0.15958413666369536
2016,163,90,1,0.16317909453441695,0.95796291844686421,0.1563195216297068
2016,164,90,1,0.15075055611853341,0.95518263597746367,0.14399431356836931
2016,165,90,1,0.14473214693802444,0.95117307718315969,0.13766532157036593
2016,166,90,1,0.13111573400502452,0.94821171860970865,0.12432547547767772
2016,167,90,1,0.13606623607791676,0.94670263189788328,0.12881426380740252
2016,168,90,1,0.1369695741597996,0.94808772511683437,0.12985917197538593
2016,169,90,1,0.12529698140686243,0.95023399257859109,0.11906145090028838
2016,170,90,1,0.083127876157193401,0.94799753639197226,0.07880502180251632
2016,171,90,1,0.061162713624349017,0.94965631364471892,0.058083557153006914
2016,172,90,1,0.037493533312335396,0.95156679275867728,0.035677601243209622
2016,173,90,1,0.014952485092235703,0.95396801798323094,0.014264192567363903
2016,174,90,1,0.00060322081335935167,0.95902745123989552,0.0005785053191708757
2016,175,90,1,-0.0043444957747499537,0.96672611150443533,-0.0041999375067714719
2016,176,90,1,-0.026193690601347661,0.96977172768646636,-0.025401900588953679
2016,177,90,1,-0.027013011043349352,0.97774854410325596,-0.026411932219480003
2016,178,90,1,-0.050524546744928053,0.97901992253676318,-0.049464537840424531
2016,179,90,1,-0.055445070157109484,0.98392422639135335,-0.054553747761548262
2016,180,90,1,-0.072387665454832745,0.98436393704271141,-0.071255807360449841
2021,50,78,1,0.088236365822746701,0.94652758817472105,0.083518154531506822
2021,51,78,1,0.15256223687248735,0.96930422281079598,0.14787922044196292
2021,52,78,1,0.1949533525801744,0.96858785263408198,0.18882944913944619
2021,53,78,1,0.18186459325958323,0.9594709707643535,0.17449379784243663
2021,54,78,1,0.12035209437933354,0.9519343272624553,0.11456728999761841
2021,55,78,1,-5.0713910720649827e-05,0.95448863164942566,-4.8405851249344195e-05
2021,56,78,1,-0.10209554970187072,0.96656123796317339,-0.098681600910370856
2021,57,78,1,-0.19863417720292606,0.97231576104945483,-0.19313514117749533
2021,58,78,1,-0.25082807751994363,0.97259378058919022,-0.24395382819304046
2021,59,78,1,-0.25203842425744366,0.96709506503189524,-0.24374511629778889
2021,60,78,1,-0.19497563534563711,0.96362373301478366,-0.18788314957869204
2021,61,78,1,-0.072262336882358474,0.96498838565219158,-0.069732315811561932
2021,62,78,1,0.099616712789647802,0.96891132437212601,0.096519761118615349
2021,63,78,1,0.23350440865074579,0.97442068133324977,0.22753152497177728
2021,64,78,1,0.33724912910775778,0.97761348758276623,0.32969929729128566
2021,65,78,1,0.38712974855957333,0.97851805101391887,0.37881344705002218
2021,66,78,1,0.36603929702081728,0.97674045580804569,0.3575253898157697
2021,67,78,1,0.25873748744507546,0.9753119912534004,0.25234977409195825
2021,68,78,1,0.057046852712962691,0.97461371749324521,0.055598645193870186
2021,69,78,1,-0.20072599671072333,0.97507989436358999,-0.19572388366871843
2021,70,78,1,-0.44802876938292513,0.97611389191865572,-0.43732710577389289
2021,71,78,1,-0.65459050457850787,0.97610166849153801,-0.63894688369779928
2021,72,78,1,-0.7311855887826656,0.97882992597747143,-0.71570633574393039
2021,73,78,1,-0.63677889661871145,0.98072948982073282,-0.6245078424094781
2021,74,78,1,-0.34746119373543677,0.98065539564778748,-0.34073969441487728
2021,75,78,1,0.066256315379061015,0.97944353252988059,0.064894319587281368
2021,76,78,1,0.52465552250484637,0.97875285218295338,0.5135080890651561
2021,77,78,1,0.87133023134445209,0.97902247864773584,0.85305188281155053
2021,78,78,1,0.99999999999999989,0.97994659384333227,0.97994659384333216
2021,79,78,1,0.87032301652518373,0.98096327002222494,0.85375491226615119
2021,80,78,1,0.53967304707959896,0.98216342346889252,0.53004712747358773
2021,81,78,1,0.11170154794488781,0.98370449421887329,0.10988131472459109
2021,82,78,1,-0.29703757070558362,0.98410242284348937,-0.29231539300690912
2021,83,78,1,-0.59333970251488222,0.98324617314235596,-0.58339899187118183
2021,84,78,1,-0.70920233240772468,0.98303226071618699,-0.69716877213195827
2021,85,78,1,-0.69040942994942534,0.98222538411880256,-0.67813766753131777
2021,86,78,1,-0.56091760137353308,0.9813678025589021,-0.55046647387655434
2021,87,78,1,-0.37374177748799664,0.98163380304952275,-0.36687756239403063
2021,88,78,1,-0.17554855088246243,0.98200539336835435,-0.17238962376457709
2021,89,78,1,-0.006149815212086302,0.982660563725821,-0.0060431808831183549
2021,90,78,1,0.14516021686576561,0.983330373683315,0.14274045029456434
2021,91,78,1,0.24252791045757024,0.98348550855631833,0.2385226853554647
2021,92,78,1,0.29499304261714882,0.98439839586610511,0.29039067794398288
2021,93,78,1,0.32029099003458023,0.98398092740336485,0.31516022541316813
2021,94,78,1,0.3119437726289252,0.9835708726329051,0.30681880865703248
2021,95,78,1,0.2808720773399867,0.98374936167062677,0.27630772679431481
2021,96,78,1,0.23074376854671602,0.98355014063131785,0.22694806600392281
2021,97,78,1,0.16750076206758902,0.98356431993064053,0.16474777313087222
2021,98,78,1,0.10864751159843099,0.98369327050177535,0.10687582601614015
2021,99,78,1,0.037633618001955124,0.9840608459578789,0.03703376996745962
2021,100,78,1,-0.015023301541466623,0.98438102517447201,-0.01478865297289414
2021,101,78,1,-0.072549375792221163,0.98529886632729269,-0.071482817720828248
2021,102,78,1,-0.12596176377941321,0.98522205426621934,-0.12410030766974973
2021,103,78,1,-0.15214661420881453,0.98608975133796861,-0.15003021697208377
2021,104,78,1,-0.1694535967081735,0.98658820128288893,-0.16718091917723296
2021,105,78,1,-0.17893556271206332,0.98657684465567608,-0.17653368285715529
2021,106,78,1,-0.17701586793145827,0.98591106453636235,-0.17452190279213214
2021,107,78,1,-0.16070738902190998,0.98572272707410447,-0.1584129257676361
2021,108,78,1,-0.14207189538421872,0.98513625918910541,-0.13996017555471515
2021,109,78,1,-0.11254828117091187,0.98464411323003698,-0.11082000250909739
2021,110,78,1,-0.08049560265555436,0.98467214370662781,-0.079261777625801638
2021,111,78,1,-0.049871920474885742,0.98428811129227678,-0.049088338410743913
2021,112,78,1,-0.017630950885893854,0.98452525081925124,-0.017358116343116545
2021,113,78,1,0.01416968736013521,0.98487017650828756,0.013955302491443616
2021,114,78,1,0.049820312213086193,0.98518255576139058,0.04908210251491868
2021,115,78,1,0.074588305985313463,0.98550379203513139,0.073507058390003099
2021,116,78,1,0.094746035059599928,0.98626534360509865,0.093444730823277047
2021,117,78,1,0.10970834326557255,0.98643773260876622,0.10822044937915559
2021,118,78,1,0.11869786239089998,0.9866059863982789,0.11710802160754105
2021,119,78,1,0.11994810981103962,0.98676002768045312,0.11836000015735949
2021,120,78,1,0.11523327825499836,0.98661210666238086,0.11369054741677626
2021,121,78,1,0.10597388330291024,0.98621534388190191,0.10451306976408017
2021,122,78,1,0.093321029037847253,0.98621671759872842,0.092034758940641337
2021,123,78,1,0.078043833043899447,0.98565472279134259,0.076924272624458528
2021,124,78,1,0.058253077548633417,0.98535225323644693,0.057399801220503414
2021,125,78,1,0.03888920459239336,0.98545204854131541,0.038323446331716367
2021,126,78,1,0.021531560027204376,0.98523894925547895,0.021213731577034111
2021,127,78,1,-0.00082376323545817914,0.98543228838830677,-0.00081176289020770903
2021,128,78,1,-0.023015443592990591,0.98565094238427942,-0.022685193666823401
2021,129,78,1,-0.03975956516903633,0.98617320563861821,-0.03920981783754611
2021,130,78,1,-0.057757710540598549,0.98628135281892337,-0.05696535288770533
2021,131,78,1,-0.073685511395582201,0.98648535058710907,-0.072689677542261327
2021,132,78,1,-0.082631702577877178,0.98652685409675567,-0.081518393592811947
2021,133,78,1,-0.085612198028544986,0.98736553481458333,-0.084530533693106341
2021,134,78,1,-0.08748372966471972,0.98756043295994644,-0.08639546994464152
2021,135,78,1,-0.086148541687197544,0.98742817312575781,-0.085065497135637658
2021,136,78,1,-0.082228372056135077,0.9870576280045027,-0.08116414187640042
2021,137,78,1,-0.074515727521412681,0.98697155022652372,-0.073544903108065912
2021,138,78,1,-0.066617240491022522,0.98631863614016835,-0.065705825784526939
2021,139,78,1,-0.054412947806983324,0.98579315873349216,-0.053639911694646734
2021,140,78,1,-0.041656010428240055,0.98540543993330731,-0.041048059281906329
2021,141,78,1,-0.031770488532561675,0.98487999357954426,-0.03129011854196833
2021,142,78,1,-0.015410046721155571,0.98441304396901008,-0.015169851000477418
2021,143,78,1,0.00028536052551862207,0.98456694844230108,0.00028095654181576111
2021,144,78,1,0.010616234604513317,0.98445000928804072,0.010451152255017153
2021,145,78,1,0.028121446070045533,0.984513386294669,0.027685940097923439
2021,146,78,1,0.035928479419928896,0.98489504364798242,0.035385781306496507
2021,147,78,1,0.046437916315751407,0.98555143665100886,0.045766955140068122
2021,148,78,1,0.055354775879007487,0.98603332603819394,0.054581653772076542
2021,149,78,1,0.060217670200283964,0.98661754888027797,0.059411810172285119
2021,150,78,1,0.065043208736896937,0.9870420225417309,0.064200380304270735
2021,151,78,1,0.067285907950834362,0.98715857366055548,0.066421860920201081
2021,152,78,1,0.066861449678632959,0.98741199978855887,0.066019797735941063
2021,153,78,1,0.064783072912688103,0.9875301628307388,0.063975238542142501
2021,154,78,1,0.062151926601365662,0.98740827867408554,0.061369326861732576
2021,155,78,1,0.057625790043063126,0.98685902280013094,0.056868530849982793
2021,156,78,1,0.050960127851293092,0.98659305543559273,0.050276908242195696
2021,157,78,1,0.042576905798604681,0.98588350500354427,0.041975869120934109
2021,158,78,1,0.036442147926871921,0.98514334653409386,0.035900739563569095
2021,159,78,1,0.027131868151274212,0.98470515398795067,0.026716890405881249
2021,160,78,1,0.016641494026894351,0.98425773063885158,0.016379519145351039
2021,161,78,1,0.0077142282450268339,0.9837531002438441,0.0075888959520337765
2021,162,78,1,-0.0033347270553951858,0.98364389182275858,-0.0032801838989355682
2021,163,78,1,-0.011054885026735881,0.98381122421304146,-0.010875919971687449
2021,164,78,1,-0.019094544638113047,0.98418031222057667,-0.018792474903647837
2021,165,78,1,-0.027903024966291927,0.98440178356656471,-0.027467787543720156
2021,166,78,1,-0.035014995380804201,0.98518095628198743,-0.034496106633470053
2021,167,78,1,-0.043311375409861456,0.98526765272024008,-0.042673297186159323
2021,168,78,1,-0.048840299908490217,0.98567325892730684,-0.048140577577788599
2021,169,78,1,-0.052071332986391231,0.98603060839715573,-0.051343928144622228
2021,170,78,1,-0.053165283879527257,0.98679743494101668,-0.052463365760228482
2021,171,78,1,-0.053640658113529131,0.98714961427538062,-0.052951354966247845
2021,172,78,1,-0.052092595967898767,0.98722773969808819,-0.051427255772394445
2021,173,78,1,-0.049875188868725821,0.98741780317581695,-0.049247649425736208
2021,174,78,1,-0.046237002432749273,0.98728300875740949,-0.045649006877728361
2021,175,78,1,-0.042330957074414269,0.98679312816352449,-0.041771897549617132
2021,176,78,1,-0.03721907104649818,0.98645116154705093,-0.036714795865520344
2021,177,78,1,-0.033041122349538946,0.98546773839446733,-0.032560960115815031
2021,178,78,1,-0.026626042470330621,0.98457023950916478,-0.026215209012194613
2021,179,78,1,-0.019366388434777435,0.98383772578441753,-0.019053383554329076
2021,180,78,1,-0.01325750572311289,0.98284523751993269,-0.013030076361354755
2021,181,78,1,-0.0033418605737329517,0.98201459555963844,-0.0032817558597310658
2021,182,78,1,-5.3351894749272006e-05,0.98118972116547631,-5.2348330732688036e-05
2021,183,78,1,0.0064465469746901177,0.98087704616790816,0.0063232699545167073
2021,184,78,1,0.011863932914065284,0.98075874060736723,0.01163565590344896
2021,185,78,1,0.0183469279986943,0.98067860916034844,0.01799243983212458
2021,186,78,1,0.026472309895363914,0.98108363293688272,0.025971549964374618
2021,187,78,1,0.032743603109305568,0.98119053835553449,0.032127713562519485
2021,188,78,1,0.037157978684954796,0.9817959888921528,0.03648155442822873
2021,189,78,1,0.039811092342390303,0.98255495072379095,0.039116585874737597
2021,190,78,1,0.040069452427387492,0.98436321965380191,0.039442895201188002
2021,191,78,1,0.042400986271910794,0.98501330072738358,0.041765535441791332
2021,192,78,1,0.042931524815146276,0.98630202092040142,0.042343449686373137
2021,193,78,1,0.04342168916066267,0.98700440597287042,0.042857398516358489
2021,194,78,1,0.043498281758558528,0.98729685665931943,0.042945716850306251
2021,195,78,1,0.042912679445885123,0.98750667027834227,0.042376557192327878
2021,196,78,1,0.042055227571863925,0.98719010887852621,0.041516504685579547
2021,197,78,1,0.039107138482221436,0.98693260886409251,0.03859611020746815
2021,198,78,1,0.036762865726654936,0.98602068504421181,0.036248946047984676
2021,199,78,1,0.03429571800896257,0.98487038891391554,0.033776837133568945
2021,200,78,1,0.030295434094634283,0.98384272401114869,0.02980594240476522
2021,201,78,1,0.025264155565136275,0.98258041677321128,0.024824064504614846
2021,202,78,1,0.021508773566875278,0.98098744219508638,0.021099836766122263
2021,203,78,1,0.01744527547820994,0.97959409705685263,0.017089288879985121
2021,204,78,1,0.012803942846489532,0.97860401329933866,0.012529989855630013
2021,205,78,1,0.0079683675836337946,0.97767778120831417,0.0077904959390193438
2021,206,78,1,0.0025788050532794117,0.97688912144768958,0.002519206602882987
2021,207,78,1,-0.0025602653644992306,0.97692748295599108,-0.0025011935982396363
2021,208,78,1,-0.0072511245909142232,0.97680141028155121,-0.007082908726532249
2021,209,78,1,-0.012130235645845953,0.97723646738397618,-0.011854108631081684
2021,210,78,1,-0.017164998595517535,0.97770117159091319,-0.016782239237193873
