signal_kernel_length_scale_factor,signal_kernel_width_factor,gaussian_effective_sigma_over_sigma_m,kernel_effective_sigma_over_sigma_m,gaussian_containment_1p64,kernel_containment_1p64,gaussian_containment_1p96,kernel_containment_1p96,template_l1_distance_to_gaussian
1.0,1.55,1.0000374628375044,0.9985760073486799,0.9010570657106476,0.9015500269942189,0.9488238828289186,0.9491631182371794,0.0007077427087638032
1.5,1.24,1.0000374628375044,0.9997313662962743,0.9010570657106476,0.9011603579951935,0.9488238828289186,0.9488950086426743,0.00014814707362455828
2.0,1.13,1.0000374628375044,0.9987806735775704,0.9010570657106476,0.9014810229314979,0.9488238828289186,0.9491156648237675,0.0006085650351355453
