dataset,mass_GeV,sigma_val,blind_lo,blind_hi,integral_density,density_nsigma,density_window_lo,density_window_hi,density_window_width,density_source_lo,density_source_hi,density_source_n_bins,density_source_bin_width_median,density_window_fully_covered,A_up,eps2_up,p0_analytic,Z_analytic,A_hat,sigma_A,extract_success,cls_statistic,cls_calibration,signal_model,global_method,visibility,kernel_str,ls_lo,ls_hi,ls_init,ls_opt,sigma_x,const_opt,lml,n_train,n_train_low,n_train_high,n_full,n_blind,train_domain_lo,train_domain_hi,bin_width_median,const_init,const_lo,const_hi,const_at_lower,const_at_upper,ls_at_lower,ls_at_upper,optimizer_restarts,ls_lo_over_sigma_x,ls_hi_over_sigma_x,ls_opt_over_sigma_x,ls_lo_over_sigma,ls_hi_over_sigma,ls_opt_over_sigma,source_csv,selected_source,selected_state_reproducing_attempt_count,reproducing_sources,attempt_row_count,finite_attempt_row_count,branch_multiplicity,selected_at_kernel_bound,review_status,interpolated
2021,0.055,0.002032396875,0.05042710703125,0.05957289296875,825863093.242175,1.64,0.051666869125,0.058333130875,0.0066662617499999,0.0,1.0,8000,0.000125,True,5574.256983110107,3.985071892361248e-06,0.5,0.0,-13500.658582370956,5584.864911774046,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.52**2 * RBF(length_scale=0.318),0.0399149161083646,0.5442943105686093,0.1473955960828078,0.3181120037591662,0.0362862873712406,56.57266838050104,1673.9768845043438,402,17,385,416,14,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,8.76672778630122,19.639331569216612,267.8090668529538,156.52061252021272,runs/gp_mean/attempt_02/results_single.csv,runs/gp_mean/attempt_02/results_single.csv,2,runs/gp_mean/attempt_02/results_single.csv|runs/gp_mean/attempt_01/results_single.csv,2,2,1,False,stable_reproduced,False
2021,0.056,0.002040554,0.0514087535,0.0605912465,908527012.009006,1.64,0.05265349144,0.05934650856,0.00669301712,0.0,1.0,8000,0.000125,True,6357.92617935153,4.057976540555663e-06,0.5,0.0,-10162.418820846358,5835.653663860201,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.55**2 * RBF(length_scale=0.32),0.0393693106142212,0.5368542356484718,0.1453808142699889,0.3195819646625552,0.0357902823765647,56.95877532808519,1668.0778407296011,401,18,383,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,8.929294306764541,19.293442180026243,263.0923933639942,156.6152940145447,runs/gp_mean/attempt_02/results_single.csv,runs/gp_mean/attempt_02/results_single.csv,2,runs/gp_mean/attempt_02/results_single.csv|runs/gp_mean/attempt_01/results_single.csv,2,2,1,False,stable_reproduced,False
2021,0.057,0.002048882875,0.05239001353125,0.06160998646875,990644025.7861016,1.64,0.053639832085,0.060360167915,0.0067203358299999,0.0,1.0,8000,0.000125,True,8226.503759960739,4.730888822617022e-06,0.5,0.0,-2914.499163261403,5875.060463894763,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.86**2 * RBF(length_scale=0.321),0.0388457919743114,0.5297153451042469,0.1434475935717297,0.3207621790638114,0.0353143563402831,61.75253305645408,1664.528529923744,401,20,381,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.083053248174812,18.959498587400432,258.53861710091496,156.55466838913932,runs/gp_mean/attempt_02/results_single.csv,runs/gp_mean/attempt_02/results_single.csv,2,runs/gp_mean/attempt_02/results_single.csv|runs/gp_mean/attempt_01/results_single.csv,2,2,1,False,stable_reproduced,False
2021,0.058,0.0020573835,0.053370887125,0.062629112875,1071669872.1842526,1.64,0.05462589106,0.06137410894,0.00674821788,0.0,1.0,8000,0.000125,True,12898.286601459078,6.738495298522012e-06,0.2310773154808049,0.7353035757915076,4392.395921008839,5974.728185909624,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.95**2 * RBF(length_scale=0.319),0.0383432349203511,0.5228622943684247,0.1415917786595051,0.3187896131775654,0.0348574862912283,63.20457551061244,1662.129952983733,401,21,380,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.14551354948928,18.63689240258374,254.13944185341464,154.94904726200312,runs/gp_mean/attempt_01/results_single.csv,runs/gp_mean/attempt_01/results_single.csv,2,runs/gp_mean/attempt_01/results_single.csv|runs/gp_mean/attempt_02/results_single.csv,2,2,1,False,stable_reproduced,False
2021,0.059,0.002066055875,0.0543513742812499,0.0636486257187499,1150791736.783134,1.64,0.055611668365,0.0623883316349999,0.0067766632699999,0.0,1.0,8000,0.000125,True,15612.022832467495,7.466728384440541e-06,0.1082722086356041,1.23576906409232,7475.512055899288,6049.934042991055,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.88**2 * RBF(length_scale=0.318),0.0378605893261601,0.516280763538548,0.139809491685398,0.3181673639606766,0.0344187175692365,62.106638144380824,1660.6920024987633,401,23,378,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.24402146363102,18.325055863341635,249.88712540920412,153.99746338451595,runs/gp_mean/attempt_02/results_single.csv,runs/gp_mean/attempt_02/results_single.csv,2,runs/gp_mean/attempt_02/results_single.csv|runs/gp_mean/attempt_01/results_single.csv,2,2,1,False,stable_reproduced,False
2021,0.06,0.0020749,0.055331475,0.064668525,1227360635.1027138,1.64,0.056597164,0.063402836,0.006805672,0.0,1.0,8000,0.000125,True,15870.727295209912,6.998312168340538e-06,0.1012174374756766,1.2746451332811906,7732.360420389811,6076.093284831374,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.78**2 * RBF(length_scale=0.316),0.0373968740379758,0.5099573732451246,0.1380971094990222,0.3163596332124855,0.0339971582163416,60.54880434408447,1665.0599873830945,402,25,377,416,14,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.305472863329468,18.023458498229218,245.77443406676204,152.46982178056075,runs/gp_mean/attempt_02/results_single.csv,runs/gp_mean/attempt_02/results_single.csv,2,runs/gp_mean/attempt_02/results_single.csv|runs/gp_mean/attempt_01/results_single.csv,2,2,1,False,stable_reproduced,False
2021,0.061,0.002083915875,0.05631118928125,0.06568881071875,1300614627.1312468,1.64,0.057582377965,0.064417622035,0.0068352440699999,0.0,1.0,8000,0.000125,True,14782.327857848291,6.050402730921423e-06,0.1707133472569922,0.9513500759502246,6016.907673761237,6329.8321248221155,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.67**2 * RBF(length_scale=0.316),0.0369511713028735,0.5038796086755482,0.136451243073103,0.315584671811169,0.0335919739117032,58.8074500405283,1658.9894287526024,401,26,375,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.394645061367516,17.731604114236877,241.7946015577755,151.43829729267216,runs/gp_mean/attempt_01/results_single.csv,runs/gp_mean/attempt_01/results_single.csv,2,runs/gp_mean/attempt_01/results_single.csv|runs/gp_mean/attempt_02/results_single.csv,2,2,1,False,stable_reproduced,False
2021,0.062,0.0020931035,0.057290517125,0.066709482875,1370164552.4973762,1.64,0.05856731026,0.06543268974,0.0068653794799999,0.0,1.0,8000,0.000125,True,12277.063543327702,4.692994103134498e-06,0.3333310410392324,0.4307336037471457,2745.9870608239385,6383.440300291292,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.94**2 * RBF(length_scale=0.319),0.0365226217287332,0.4980357508463617,0.1348687188919183,0.3188160664238681,0.0332023833897574,62.968841939585275,1657.033487891454,401,28,373,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.602204235802516,17.449028071824063,237.9412918885099,152.3173920562782,runs/gp_mean/attempt_01/results_single.csv,runs/gp_mean/attempt_01/results_single.csv,2,runs/gp_mean/attempt_01/results_single.csv|runs/gp_mean/repairs/m062/attempt_03/results_single.csv,3,3,2,False,resolved_reproduced_max_lml,False
2021,0.063,0.002102462875,0.05826945853125,0.06773054146875,1435561720.2076583,1.64,0.059551960885,0.066448039115,0.0068960782299999,0.0,1.0,8000,0.000125,True,11582.044835153436,4.1585578293234096e-06,0.4086850195802194,0.2309288991686671,1487.0552579310845,6466.999038304985,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.93**2 * RBF(length_scale=0.319),0.0361104197174945,0.4924148143294715,0.133346562087477,0.3190816647841048,0.0328276542886314,62.92012076944632,1656.8200411995624,401,29,372,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.719904504252264,17.17529481584524,234.20856567061688,151.76565949308608,runs/gp_mean/attempt_02/results_single.csv,runs/gp_mean/attempt_02/results_single.csv,2,runs/gp_mean/attempt_02/results_single.csv|runs/gp_mean/attempt_01/results_single.csv,2,2,1,False,stable_reproduced,False
2021,0.064,0.002111994,0.0592480135,0.0687519865,1496342590.3667357,1.64,0.06053632984,0.06746367016,0.00692734032,0.0,1.0,8000,0.000125,True,10688.126582002224,3.6241861742040862e-06,0.4988809834389907,0.0028049622297548,19.133096565344285,6501.109504887827,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.15**2 * RBF(length_scale=0.32),0.0357138093206567,0.4870064907362281,0.1318819811349368,0.3195179631403099,0.0324670993824152,66.36477927664797,1654.941058967691,401,31,370,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.84128453782868,16.909995634768247,230.59084956502153,151.28734415926837,runs/gp_mean/attempt_01/results_single.csv,runs/gp_mean/attempt_01/results_single.csv,2,runs/gp_mean/attempt_01/results_single.csv|runs/gp_mean/attempt_02/results_single.csv,2,2,1,False,stable_reproduced,False
