dataset,mass_GeV,sigma_val,blind_lo,blind_hi,integral_density,density_nsigma,density_window_lo,density_window_hi,density_window_width,density_source_lo,density_source_hi,density_source_n_bins,density_source_bin_width_median,density_window_fully_covered,A_up,eps2_up,p0_analytic,Z_analytic,A_hat,sigma_A,extract_success,cls_statistic,cls_calibration,signal_model,global_method,visibility,kernel_str,ls_lo,ls_hi,ls_init,ls_opt,sigma_x,const_opt,lml,n_train,n_train_low,n_train_high,n_full,n_blind,train_domain_lo,train_domain_hi,bin_width_median,const_init,const_lo,const_hi,const_at_lower,const_at_upper,ls_at_lower,ls_at_upper,optimizer_restarts,ls_lo_over_sigma_x,ls_hi_over_sigma_x,ls_opt_over_sigma_x,ls_lo_over_sigma,ls_hi_over_sigma,ls_opt_over_sigma,source_csv,selected_source,selected_state_reproducing_attempt_count,reproducing_sources,attempt_row_count,finite_attempt_row_count,branch_multiplicity,selected_at_kernel_bound,review_status,interpolated
2021,0.055,0.002032396875,0.05042710703125,0.05957289296875,825863093.242175,1.64,0.051666869125,0.058333130875,0.0066662617499999,0.0,1.0,8000,0.000125,True,5145.649649241521,3.6786577739890775e-06,0.5,0.0,-17072.11081452484,5531.812105675432,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.65**2 * RBF(length_scale=0.322),0.0399149161083646,0.5442943105686093,0.1473955960828078,0.3219554936026396,0.0362862873712406,58.44848950875002,1674.2309572841507,402,17,385,416,14,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,8.872649061855014,19.639331569216612,267.8090668529538,158.41172438460848,runs/functional_mean/attempt_02/results_single.csv,runs/functional_mean/attempt_02/results_single.csv,2,runs/functional_mean/attempt_02/results_single.csv|runs/functional_mean/attempt_01/results_single.csv,2,2,1,False,stable_reproduced,False
2021,0.056,0.002040554,0.0514087535,0.0605912465,908527012.009006,1.64,0.05265349144,0.05934650856,0.00669301712,0.0,1.0,8000,0.000125,True,5567.55294064573,3.553517072094476e-06,0.4999311292015692,0.0001726334915006,-15780.585439338054,5781.192136276039,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.69**2 * RBF(length_scale=0.324),0.0393693106142212,0.5368542356484718,0.1453808142699889,0.3242531646846294,0.0357902823765647,59.1132460681272,1668.916966578565,401,18,383,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.059810181798063,19.293442180026243,263.0923933639942,158.90447627684907,runs/functional_mean/attempt_01/results_single.csv,runs/functional_mean/attempt_01/results_single.csv,2,runs/functional_mean/attempt_01/results_single.csv|runs/functional_mean/attempt_02/results_single.csv,2,2,1,False,stable_reproduced,False
2021,0.057,0.002048882875,0.05239001353125,0.06160998646875,990699008.5153372,1.64,0.053639832085,0.060360167915,0.0067203358299999,0.0,1.0,8000,0.000125,True,6685.035422530849,3.844209528639193e-06,0.5,0.0,-8401.444787233682,5841.580884222134,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.09**2 * RBF(length_scale=0.325),0.0388457919743114,0.5297153451042469,0.1434475935717297,0.3246730721121451,0.0353143563402831,65.37161377209915,1664.4267274378583,401,20,381,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.19379838000304,18.959498587400432,258.53861710091496,158.46346127137457,runs/functional_mean/attempt_01/results_single.csv,runs/functional_mean/attempt_01/results_single.csv,2,runs/functional_mean/attempt_01/results_single.csv|runs/functional_mean/attempt_02/results_single.csv,2,2,1,False,stable_reproduced,False
2021,0.058,0.0020573835,0.053370887125,0.062629112875,1071873024.5702864,1.64,0.05462589106,0.06137410894,0.00674821788,0.0,1.0,8000,0.000125,True,10210.366761003295,5.3332252866269455e-06,0.4521560143042449,0.1202160188321554,712.1458031821335,5947.343567248961,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.17**2 * RBF(length_scale=0.322),0.0383432349203511,0.5228622943684247,0.1415917786595051,0.3218839763045802,0.0348574862912283,66.75432683001793,1661.5844936000285,401,21,380,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.234285387514603,18.63689240258374,254.13944185341464,156.4530756198736,runs/functional_mean/attempt_02/results_single.csv,runs/functional_mean/attempt_02/results_single.csv,2,runs/functional_mean/attempt_02/results_single.csv|runs/functional_mean/attempt_01/results_single.csv,2,2,1,False,stable_reproduced,False
2021,0.059,0.002066055875,0.0543513742812499,0.0636486257187499,1151111035.1511612,1.64,0.055611668365,0.0623883316349999,0.0067766632699999,0.0,1.0,8000,0.000125,True,15696.180183079148,7.504895832054603e-06,0.1035622353648098,1.2615119126793488,7603.255316460871,6029.277664496515,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.99**2 * RBF(length_scale=0.32),0.0378605893261601,0.516280763538548,0.139809491685398,0.3199581548586742,0.0344187175692365,63.76821836388377,1660.5429974779363,401,23,378,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.296051028486108,18.325055863341635,249.88712540920412,154.86423127771127,runs/functional_mean/attempt_02/results_single.csv,runs/functional_mean/attempt_02/results_single.csv,2,runs/functional_mean/attempt_02/results_single.csv|runs/functional_mean/attempt_01/results_single.csv,2,2,1,False,stable_reproduced,False
2021,0.06,0.0020749,0.055331475,0.064668525,1227743171.9390848,1.64,0.056597164,0.063402836,0.006805672,0.0,1.0,8000,0.000125,True,20022.55368870167,8.826339148796947e-06,0.0220080493146762,2.0139374728937836,12185.965570423594,6053.044646413518,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.84**2 * RBF(length_scale=0.318),0.0373968740379758,0.5099573732451246,0.1380971094990222,0.3179710768007999,0.0339971582163416,61.527978371451965,1665.138368495156,402,25,377,416,14,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.352872224713144,18.023458498229218,245.77443406676204,153.24645852850736,runs/functional_mean/attempt_02/results_single.csv,runs/functional_mean/attempt_02/results_single.csv,2,runs/functional_mean/attempt_02/results_single.csv|runs/functional_mean/attempt_01/results_single.csv,2,2,1,False,stable_reproduced,False
2021,0.061,0.002083915875,0.05631118928125,0.06568881071875,1300997327.5749211,1.64,0.057582377965,0.064417622035,0.0068352440699999,0.0,1.0,8000,0.000125,True,22487.988593559785,9.201620014583408e-06,0.0116576729829918,2.268227470271764,14299.571202250374,6301.1006187220955,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.69**2 * RBF(length_scale=0.317),0.0369511713028735,0.5038796086755482,0.136451243073103,0.31725629199731,0.0335919739117032,59.18461317913458,1659.5093557564871,401,26,375,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.44440754899432,17.731604114236877,241.7946015577755,152.24045068388858,runs/functional_mean/attempt_01/results_single.csv,runs/functional_mean/attempt_01/results_single.csv,2,runs/functional_mean/attempt_01/results_single.csv|runs/functional_mean/attempt_02/results_single.csv,2,2,1,False,stable_reproduced,False
2021,0.062,0.0020931035,0.057290517125,0.066709482875,1370485253.8360486,1.64,0.05856731026,0.06543268974,0.0068653794799999,0.0,1.0,8000,0.000125,True,20344.630700284077,7.775058698286221e-06,0.0281572319532152,1.908594175347286,12115.171361522029,6351.9794391604255,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.99**2 * RBF(length_scale=0.321),0.0365226217287332,0.4980357508463617,0.1348687188919183,0.3209328506673315,0.0332023833897574,63.866433348647675,1657.2053722719645,401,28,373,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.665958220527491,17.449028071824063,237.9412918885099,153.32870575551163,runs/functional_mean/attempt_01/results_single.csv,runs/functional_mean/attempt_01/results_single.csv,2,runs/functional_mean/attempt_01/results_single.csv|runs/functional_mean/attempt_02/results_single.csv,2,2,1,False,stable_reproduced,False
2021,0.063,0.002102462875,0.05826945853125,0.06773054146875,1435768784.523051,1.64,0.059551960885,0.066448039115,0.0068960782299999,0.0,1.0,8000,0.000125,True,17463.26078278521,6.269316641366492e-06,0.0834072493348044,1.3825121623464836,8899.621193774128,6440.072822000293,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.01**2 * RBF(length_scale=0.321),0.0361104197174945,0.4924148143294715,0.133346562087477,0.3211893556216658,0.0328276542886314,64.11788808035877,1656.962762128139,401,29,372,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.784109239047796,17.17529481584524,234.20856567061688,152.76814608280102,runs/functional_mean/attempt_02/results_single.csv,runs/functional_mean/attempt_02/results_single.csv,2,runs/functional_mean/attempt_02/results_single.csv|runs/functional_mean/attempt_01/results_single.csv,2,2,1,False,stable_reproduced,False
2021,0.064,0.002111994,0.0592480135,0.0687519865,1496322123.9564009,1.64,0.06053632984,0.06746367016,0.00692734032,0.0,1.0,8000,0.000125,True,12563.169600123174,4.260043889603376e-06,0.3302816325892902,0.4391356274941909,2847.8458947123136,6485.957814735078,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.23**2 * RBF(length_scale=0.321),0.0357138093206567,0.4870064907362281,0.1318819811349368,0.3209669943612037,0.0324670993824152,67.8076160309111,1654.7083592122692,401,31,370,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.88591529476284,16.909995634768247,230.59084956502153,151.97344043648025,runs/functional_mean/attempt_02/results_single.csv,runs/functional_mean/attempt_02/results_single.csv,2,runs/functional_mean/attempt_02/results_single.csv|runs/functional_mean/attempt_01/results_single.csv,2,2,1,False,stable_reproduced,False
