current_profile_backbone,mass_MeV,datasets_three,observed_three_ee,observed_three_minimal,scale_three,projected_three_minimal,density_2015,density_2016,density_2021,dimuon_factor,archived_three_ee,parent_replay_relative_error,three_cls,three_max_score,datasets_four,density_2019,observed_four_ee,observed_four_minimal,scale_four,projected_four_minimal,max_score,cls,standalone_2019_replay_ratio,standalone_2019_ee,covariance_load_2019
True,46,2015+2016,3.9672219502830141e-06,3.9672219502830141e-06,1,3.9672219502830141e-06,368264100.33612698,1009345361.5240133,0,1,3.9525907015606292e-06,0.0037016857618492605,0.10000000000260038,1.7687626341356122e-07,2015+2016,0,3.9672219502830141e-06,3.9672219502830141e-06,1,3.9672219502830141e-06,,,,,
True,47,2015+2016,4.9950490069750075e-06,4.9950490069750075e-06,1,4.9950490069750075e-06,338097650.37860346,1073163196.033531,0,1,4.9677458787824989e-06,0.0054960798838608049,0.10000000000004297,1.5912965234399223e-07,2015+2016,0,4.9950490069750075e-06,4.9950490069750075e-06,1,4.9950490069750075e-06,,,,,
True,48,2015+2016,5.9172813616218583e-06,5.9172813616218583e-06,1,5.9172813616218583e-06,309695977.16334909,1131056332.902808,0,1,5.9151219283534747e-06,0.00036506995029683686,0.099999998369992668,1.2593972370522621e-07,2015+2016,0,5.9172813616218583e-06,5.9172813616218583e-06,1,5.9172813616218583e-06,,,,,
True,49,2015+2016,6.5149111840025267e-06,6.5149111840025267e-06,1,6.5149111840025267e-06,282792287.34600079,1182668546.1841769,0,1,6.5096565717329577e-06,0.00080720268598910572,0.09999999999096823,1.3600431669757995e-07,2015+2016,0,6.5149111840025267e-06,6.5149111840025267e-06,1,6.5149111840025267e-06,,,,,
True,50,2015+2016+2021,7.7336573604259386e-06,7.7336573604259386e-06,0.57466730959531864,4.4442800686480074e-06,257618672.70439008,1228412134.0044503,432274745.50351012,1,7.7429456646045609e-06,-0.0011995827661663849,0.099999999942152737,7.8970915584619661e-08,2015+2016+2021,0,7.7336573604259386e-06,7.7336573604259386e-06,0.57466730959531864,4.4442800686480074e-06,,,,,
True,51,2015+2016+2021,6.9122665248602314e-06,6.9122665248602314e-06,0.55327751164503347,3.8244016227019315e-06,234115558.1361174,1268115691.0640635,505722115.71658146,1,6.9076125052637276e-06,0.00067375226866839277,0.10000000007542915,1.8968328152624281e-07,2015+2016+2021,0,6.9122665248602314e-06,6.9122665248602314e-06,0.55327751164503347,3.8244016227019315e-06,,,,,
True,52,2015+2016+2021,6.0368560870890327e-06,6.0368560870890327e-06,0.53457797168033616,3.2271702823621457e-06,212381663.76433364,1302717925.8798501,582496150.29128814,1,6.0282777711464049e-06,0.0014230127191030562,0.10000000071466453,1.7210818348267765e-07,2015+2016+2021,0,6.0368560870890327e-06,6.0368560870890327e-06,0.53457797168033616,3.2271702823621457e-06,,,,,
True,53,2015+2016+2021,4.8295950208709655e-06,4.8295950208709655e-06,0.51810754235802314,2.5022496068480012e-06,192211269.07254279,1331961002.9627495,661992830.05194449,1,4.8208466609116962e-06,0.0018146936782292844,0.099999997622544801,1.8981889171598709e-07,2015+2016+2021,0,4.8295950208709655e-06,4.8295950208709655e-06,0.51810754235802314,2.5022496068480012e-06,,,,,
True,54,2015+2016+2021,4.165250099943826e-06,4.165250099943826e-06,0.50359989202463218,2.0976195005872992e-06,173609269.7932623,1356437535.8597159,743432117.46763396,1,4.1450885193592825e-06,0.0048639686439457819,0.099999999999995273,1.9099228376617816e-07,2015+2016+2021,0,4.165250099943826e-06,4.165250099943826e-06,0.50359989202463218,2.0976195005872992e-06,,,,,
True,55,2015+2016+2021,3.1108840483894262e-06,3.1108840483894262e-06,0.49077754966691794,1.5267520505664644e-06,156600051.37024823,1375839606.4196298,825863093.2421757,1,3.0349586474526652e-06,0.025016947430400061,0.099999999972153586,3.2953020756565365e-08,2015+2016+2021,0,3.1108840483894262e-06,3.1108840483894262e-06,0.49077754966691794,1.5267520505664644e-06,,,,,
True,56,2015+2016+2021,3.2486193457772136e-06,3.2486193457772136e-06,0.47945016002624796,1.55755106519725e-06,141035715.38668299,1391082376.7044249,908527012.00900471,1,3.2260515227308679e-06,0.0069954936823952707,0.099999999816109741,1.9222010305686155e-07,2015+2016+2021,0,3.2486193457772136e-06,3.2486193457772136e-06,0.47945016002624796,1.55755106519725e-06,,,,,
True,57,2015+2016+2021,2.7113146432284931e-06,2.7113146432284931e-06,0.46940546758959639,1.2727059178871904e-06,126862017.54150759,1402509719.4788663,990836705.9222877,1,2.7045464283974757e-06,0.002502532313718886,0.099999995714477027,2.5212887999614964e-08,2015+2016+2021,0,2.7113146432284931e-06,2.7113146432284931e-06,0.46940546758959639,1.2727059178871904e-06,,,,,
True,58,2015+2016+2021,2.3566902417278828e-06,2.3566902417278828e-06,0.46037417662883762,1.0849593296046904e-06,113943238.38032207,1409422221.914088,1072404600.9264188,1,2.3511732787447849e-06,0.0023464723051136449,0.10000000037963382,2.0628151187196409e-08,2015+2016+2021,0,2.3566902417278828e-06,2.3566902417278828e-06,0.46037417662883762,1.0849593296046904e-06,,,,,
True,59,2015+2016+2021,2.1392045030194709e-06,2.1392045030194709e-06,0.45236388961856183,9.6769886967543031e-07,102278331.26874132,1413278098.1817379,1152048029.9981143,1,2.1316282311782747e-06,0.0035542181935770412,0.099999994188890023,2.4540805609873928e-08,2015+2016+2021,0,2.1392045030194709e-06,2.1392045030194709e-06,0.45236388961856183,9.6769886967543031e-07,,,,,
True,60,2015+2016+2021,2.0134922143246815e-06,2.0134922143246815e-06,0.44520614985134949,8.9641911649515968e-07,91732194.018182218,1413684184.8870065,1229048236.8518496,1,2.0117266602985972e-06,0.00087763117173289551,0.099999999994801872,4.2966925684062574e-08,2015+2016+2021,0,2.0134922143246815e-06,2.0134922143246815e-06,0.44520614985134949,8.9641911649515968e-07,,,,,
True,61,2015+2016+2021,2.0717823823600882e-06,2.0717823823600882e-06,0.43876378166490065,9.0902307287102944e-07,82218394.661297753,1410663005.9769213,1303030703.663672,1,2.0676880408453198e-06,0.0019801543723658721,0.10000000340642655,1.85477043612714e-07,2015+2016+2021,0,2.0717823823600882e-06,2.0717823823600882e-06,0.43876378166490065,9.0902307287102944e-07,,,,,
True,62,2015+2016+2021,2.6067198125728198e-06,2.6067198125728198e-06,0.43299718840572965,1.1287023498055415e-06,73678076.679561839,1405313761.3065088,1373583173.6839693,1,2.5999139101415995e-06,0.0026177414585430991,0.099999999995698169,3.0902681191768977e-08,2015+2016+2021,0,2.6067198125728198e-06,2.6067198125728198e-06,0.43299718840572965,1.1287023498055415e-06,,,,,
True,63,2015+2016+2021,3.1617959231097946e-06,3.1617959231097946e-06,0.42780836026453867,1.3526427293567047e-06,66010914.49972719,1397200537.1588354,1439911588.8123615,1,3.157580846576684e-06,0.0013349069233430377,0.099999999999994829,1.9396098938084805e-07,2015+2016+2021,0,3.1617959231097946e-06,3.1617959231097946e-06,0.42780836026453867,1.3526427293567047e-06,,,,,
True,64,2015+2016+2021,5.1211645629558667e-06,5.1211645629558667e-06,0.42314252564933702,2.1669825074350284e-06,59126397.218958266,1386360877.9002743,1501175724.9416599,1,5.1090311085636093e-06,0.0023749032124544822,0.099999999506723003,1.9274582307993171e-07,2015+2016+2021,0,5.1211645629558667e-06,5.1211645629558667e-06,0.42314252564933702,2.1669825074350284e-06,,,,,
True,65,2015+2016+2021,6.4651751035057282e-06,6.4651751035057282e-06,0.41896894916449295,2.7087076192802368e-06,52929794.734104492,1373486827.9119613,1556935082.4369991,1,6.4715173667918211e-06,-0.00098002723729639918,0.10000000067710338,1.967250800039011e-07,2015+2016+2021,0,6.4651751035057282e-06,6.4651751035057282e-06,0.41896894916449295,2.7087076192802368e-06,,,,,
True,66,2015+2016+2021,6.6652697972193129e-06,6.6652697972193129e-06,0.41520401284865416,2.7674467665243943e-06,47337423.573393308,1358842351.8140261,1607531440.5617692,1,6.6356509848003622e-06,0.0044635880468693045,0.09999999999983869,1.0920856974294679e-07,2015+2016+2021,0,6.6652697972193129e-06,6.6652697972193129e-06,0.41520401284865416,2.7674467665243943e-06,,,,,
True,67,2015+2016+2021,5.3853588037600434e-06,5.3853588037600434e-06,0.41178034216114673,2.2175848908728545e-06,42337863.641423985,1342062244.3715429,1652683428.7290964,1,5.3866932153029558e-06,-0.00024772369421777185,0.099999996049777634,1.870236949752524e-07,2015+2016+2021,0,5.3853588037600434e-06,5.3853588037600434e-06,0.41178034216114673,2.2175848908728545e-06,,,,,
True,68,2015+2016+2021,3.7655120320433141e-06,3.7655120320433141e-06,0.40867388152616702,1.5388664180686257e-06,37899955.476686679,1323365139.4716465,1692047220.3328199,1,3.7484556326456616e-06,0.0045502471068636918,0.1000000000201372,1.9448518351339317e-07,2015+2016+2021,0,3.7655120320433141e-06,3.7655120320433141e-06,0.40867388152616702,1.5388664180686257e-06,,,,,
True,69,2015+2016+2021,2.0516707749966933e-06,2.0516707749966933e-06,0.40583227563565344,8.3263421947207276e-07,33961895.389469601,1303173663.8065791,1726294256.5435472,1,2.0508788261056015e-06,0.00038615099098548988,0.10000000489366415,1.8321808425980635e-07,2015+2016+2021,0,2.0516707749966933e-06,2.0516707749966933e-06,0.40583227563565344,8.3263421947207276e-07,,,,,
True,70,2015+2016+2021,1.3418197114852834e-06,1.3418197114852834e-06,0.40321727446630362,5.4104488689025785e-07,30474118.940353226,1281324349.4902627,1755269415.8265586,1,1.3440019481071201e-06,-0.0016236856091690344,0.099999999862152911,1.6463771279617845e-07,2015+2016+2021,0,1.3418197114852834e-06,1.3418197114852834e-06,0.40321727446630362,5.4104488689025785e-07,,,,,
True,71,2015+2016+2021,9.5992033659540379e-07,9.5992033659540379e-07,0.40076596689510724,3.847034018379338e-07,27331018.393590633,1258042084.3628342,1780011874.6826298,1,9.5875451440762274e-07,0.0012159756958238788,0.099999998927913211,1.7125700901843288e-07,2015+2016+2021,0,9.5992033659540379e-07,9.5992033659540379e-07,0.40076596689510724,3.847034018379338e-07,,,,,
True,72,2015+2016+2021,8.0186272412410249e-07,8.0186272412410249e-07,0.39850876852011874,3.195493267128838e-07,24533534.784259196,1234067778.3365574,1800267819.0181777,1,8.0042910099618919e-07,0.0017910682234429931,0.10000000002456584,1.5697707045347897e-07,2015+2016+2021,0,8.0186272412410249e-07,8.0186272412410249e-07,0.39850876852011874,3.195493267128838e-07,,,,,
True,73,2015+2016+2021,8.9390635756094027e-07,8.9390635756094027e-07,0.39637195705289863,3.5431941236845806e-07,22008961.537844457,1208915214.8327823,1816703818.5063844,1,8.9322458054873652e-07,0.00076327614247340136,0.099999999996298411,1.7090895654270355e-07,2015+2016+2021,0,8.9390635756094027e-07,8.9390635756094027e-07,0.39637195705289863,3.5431941236845806e-07,,,,,
True,74,2015+2016+2021,1.3904647262166649e-06,1.3904647262166649e-06,0.39434472024087541,5.4832242346471619e-07,19779010.383887343,1182719185.7997746,1829474701.9884856,1,1.3894398453086273e-06,0.00073762164767199323,0.099999999988663532,1.7082705205950788e-07,2015+2016+2021,0,1.3904647262166649e-06,1.3904647262166649e-06,0.39434472024087541,5.4832242346471619e-07,,,,,
True,75,2015+2016+2021,1.7888044047142771e-06,1.7888044047142771e-06,0.39242733458832746,7.0197574464188348e-07,17780421.159552716,1155628378.9572027,1838368958.635463,1,1.7936324476854336e-06,-0.0026917683036938866,0.099999999987454721,1.7082608116947284e-07,2015+2016+2021+2019,41467044.948084623,1.766218451677284e-06,1.766218451677284e-06,0.35889862944226081,6.3389338160260921e-07,1.6948185821430428e-07,0.099999999985350446,0.9995971650558465,1.4275175851027641e-05,9.9999999999999995e-08
True,76,2015+2016+2021,2.3856673663504318e-06,2.3856673663504318e-06,0.39058745899678388,9.3181175463436467e-07,16003052.172054175,1127898291.2724917,1844398591.748667,1,2.3843112385204307e-06,0.00056877131143440174,0.099999999999987987,1.6831780913495464e-07,2015+2016+2021+2019,43847591.537104845,2.5532174304779467e-06,2.5532174304779467e-06,0.35564538211737301,9.0803998869106658e-07,1.6733543684033236e-07,0.099999997863171236,1.0000009790601003,2.2866807639749204e-05,9.9999999999999995e-08
True,77,2015+2016+2021,3.046280362742125e-06,3.046280362742125e-06,0.38881685632017826,1.1844451541112852e-06,14413574.080228267,1099488311.8040116,1847461207.5520144,1,3.0447470441180398e-06,0.00050359474920824709,0.10000000092142292,1.7763510240520475e-07,2015+2016+2021+2019,46025658.998743035,3.5140364313860211e-06,3.5140364313860211e-06,0.35258770006918211,1.2390060233017134e-06,1.150567596752694e-08,0.099999999998023337,0.99999945439012961,3.3426399435921596e-05,9.9999999999999995e-08
