scope,label,profiled_cal_over_asym,fixed_raw_over_profiled_raw,fixed_cal_over_profiled_cal
individual_2015_full,2015,1.08438479649964,0.42148256777073806,1.4456257860715436
individual_2016_full,2016,1.0850350210690722,0.521923540091771,1.3330480149995927
individual_2021_10pct,2021 (10%),1.040014352637574,0.6067781376794784,1.1987577639751552
all_2015_2016_2021,Combined,1.2108354387633329,0.5952281439053646,1.3463687150837989
