lower_factor,upper_factor,mass_MeV,mass_GeV,A_up_upper_over_lower,eps2_up_upper_over_lower,A_eps2_ratio_difference,delta_Z_upper_minus_lower,delta_lml_upper_minus_lower,lower_at_upper_boundary,upper_at_upper_boundary
8,10,152,0.152,0.8931369037403756,0.8930023360301966,0.00013456771017894553,-0.11279976152124105,3.104426430026706,True,False
8,10,153,0.153,0.9226897663709049,0.9208163034655883,0.0018734629053166474,-0.030404153131131317,3.2795313568121855,True,False
8,10,154,0.154,0.9493581516834979,0.9482927641649523,0.0010653875185455686,0.05005803112636842,3.5916568715892936,True,False
8,10,155,0.155,0.9946615828330475,0.9942409355820442,0.00042064725100332545,0.17231862714474688,3.643743216365692,True,False
8,10,156,0.156,1.0340944714301454,1.0315757105724384,0.002518760857707081,0.28666487864622403,3.886572426199564,True,False
8,10,157,0.157,1.0754344271413474,1.0737372401256187,0.0016971870157287405,0.3858411420531036,3.5895265615363314,True,False
8,10,158,0.158,1.1091679295245809,1.108161163521358,0.0010067660032229142,0.49649511983045014,3.7328786044968183,True,False
8,10,159,0.159,1.1348867425480633,1.134692253910279,0.0001944886377842625,0.5737772912698766,3.7241775156862786,True,False
8,10,160,0.16,1.1723267958331967,1.1698988092398672,0.0024279865933294342,0.7273699493949721,4.1275511718254165,True,False
8,10,161,0.161,1.199784580180479,1.1980104455316798,0.0017741346487991638,0.8045409753172512,3.923008218609084,True,False
8,10,162,0.162,1.2381589847943553,1.2371838452681414,0.000975139526213864,0.952836554894777,4.079292776472357,True,False
8,10,163,0.163,1.237578990458073,1.2375149970500618,6.399340801110931e-05,0.9216951230997379,3.7238487900694963,True,False
8,10,164,0.164,1.2074541051537615,1.205218424812679,0.0022356803410825687,0.7968345559343594,3.2847588438539788,True,False
8,10,165,0.165,1.2167970761145084,1.215256349761796,0.001540726352712296,0.8236830965650208,3.300730321435367,True,False
8,10,166,0.166,1.2024522469596937,1.201717997151921,0.0007342498077727022,0.7773806129060673,3.084106668828099,True,False
