dataset,mass_GeV,toy,strength,inj_nsigma,sigmaA_ref,sigmaA_ref_prefit,sigmaA_ref_matched,sigmaA_ref_mode,sigmaA_ref_matched_ok,sigmaA_ref_error,integral_density,A_per_eps2_unit,sigma_val,sigma_x,kernel_ls_policy,kernel_ls_res_lower_factor,kernel_ls_res_upper_factor,ls_lo,ls_hi,ls_init,initial_ls_opt,initial_const_opt,refit_ls_opt,refit_const_opt,ls_opt,const_opt,f_win,f_full,f_train,f_train_frac,n_train,n_train_low,n_train_high,n_blind,blind_nsigma,train_exclude_nsigma,signal_model,inj_shape_mode,inj_background_mode,extract_background_mode,A_hat,sigma_A,Zhat,pull_param,Nsig_win,Nsig_train,success,nll,toy_mode,refit_gp_on_toy,refit_ok,refit_restarts,refit_optimize,refit_kernel_lock_mode,refit_lock_const_opt,refit_lock_ls_opt,refit_tail_alpha_scale,refit_tail_alpha_threshold,refit_tail_alpha_n_bins,refit_tail_alpha_max,refit_tail_alpha_mean,refit_fallback_used,refit_error,source_model,source_label,source_root,container,function_tag,toy_hist,toy_index,qmu_tilde,tmu_tilde,sqrt_qmu_tilde,sqrt_tmu_tilde,qmu_A_test,qmu_branch,qmu_ok,qmu_nll_fixed,qmu_nll_unbounded,qmu_nll_null
2021,0.06,0,0.0,0.0,11181.344882582034,15847.257049089561,11181.344882582034,matched_refit_bonly,1.0,,195797760.00000003,379219509.91589063,0.00165992,0.027289562797501166,resolution_scaled_local,1.0,9.0,0.027289562797501166,0.2456060651775105,0.0818686883925035,0.08364549223216572,20.39653599263263,0.0818686883925035,1.0,0.0818686883925035,1.0,0.9761256344476862,1.0,0.02387436555231387,0.02387436555231387,1588,90,1498,12,2.25,2.25,default,full,fixed_hist,profiled,-7742.272508863933,11195.34770562431,-0.6915615943732034,-0.6915615943732034,0,0,True,-15720975.230443096,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,fSigPowExpQ_toy_0,0,0.0,0.0,0.0,0.0,0.0,boundary,True,-15720974.994963696,-15720975.230443096,-15720974.994963696
2021,0.06,0,11181.344882582034,1.0,11181.344882582034,15847.257049089561,11181.344882582034,matched_refit_bonly,1.0,,195797760.00000003,379219509.91589063,0.00165992,0.027289562797501166,resolution_scaled_local,1.0,9.0,0.027289562797501166,0.2456060651775105,0.0818686883925035,0.08364549223216572,20.39653599263263,0.0818686883925035,1.0,0.0818686883925035,1.0,0.9761256344476862,1.0,0.02387436555231387,0.02387436555231387,1588,90,1498,12,2.25,2.25,default,full,fixed_hist,profiled,3686.3577178550136,11260.606133477842,0.32736761006989246,-0.6655935813654279,11066,260,True,-15850659.118121348,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,fSigPowExpQ_toy_0,0,0.32915594428777695,0.32915594428777695,0.5737211380869428,0.5737211380869428,11181.344882582034,interior,True,-15850658.953543376,-15850659.118121348,-15850659.094980156
2021,0.06,0,22362.68976516407,2.0,11181.344882582034,15847.257049089561,11181.344882582034,matched_refit_bonly,1.0,,195797760.00000003,379219509.91589063,0.00165992,0.027289562797501166,resolution_scaled_local,1.0,9.0,0.027289562797501166,0.2456060651775105,0.0818686883925035,0.08364549223216572,20.39653599263263,0.0818686883925035,1.0,0.0818686883925035,1.0,0.9761256344476862,1.0,0.02387436555231387,0.02387436555231387,1588,90,1498,12,2.25,2.25,default,full,fixed_hist,profiled,14057.303561387806,11327.491388986773,1.2409900019924192,-0.7332061370491288,21928,516,True,-15978077.502416769,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,fSigPowExpQ_toy_0,0,0.5069905705749989,0.5069905705749989,0.712032703304419,0.712032703304419,22362.68976516407,interior,True,-15978077.248921484,-15978077.502416769,-15978076.736636648
2021,0.06,0,33544.0346477461,3.0,11181.344882582034,15847.257049089561,11181.344882582034,matched_refit_bonly,1.0,,195797760.00000003,379219509.91589063,0.00165992,0.027289562797501166,resolution_scaled_local,1.0,9.0,0.027289562797501166,0.2456060651775105,0.0818686883925035,0.08364549223216572,20.39653599263263,0.0818686883925035,1.0,0.0818686883925035,1.0,0.9761256344476862,1.0,0.02387436555231387,0.02387436555231387,1588,90,1498,12,2.25,2.25,default,full,fixed_hist,profiled,27080.99392532066,11405.366523881661,2.374408035779986,-0.5666666396816356,32801,777,True,-16105710.847053912,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,fSigPowExpQ_toy_0,0,0.3176109828054905,0.3176109828054905,0.5635698561895326,0.5635698561895326,33544.0346477461,interior,True,-16105710.68824842,-16105710.847053912,-16105708.020475414
2021,0.06,0,55906.724412910175,5.0,11181.344882582034,15847.257049089561,11181.344882582034,matched_refit_bonly,1.0,,195797760.00000003,379219509.91589063,0.00165992,0.027289562797501166,resolution_scaled_local,1.0,9.0,0.027289562797501166,0.2456060651775105,0.0818686883925035,0.08364549223216572,20.39653599263263,0.0818686883925035,1.0,0.0818686883925035,1.0,0.9761256344476862,1.0,0.02387436555231387,0.02387436555231387,1588,90,1498,12,2.25,2.25,default,full,fixed_hist,profiled,49493.67425712679,11571.233236621723,4.277303312881514,-0.5542235667229283,54357,1378,True,-16359061.275620734,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,fSigPowExpQ_toy_0,0,0.30616969615221024,0.30616969615221024,0.5533260306114381,0.5533260306114381,55906.724412910175,interior,True,-16359061.122535886,-16359061.275620734,-16359052.118377918
2021,0.105,0,0.0,0.0,4447.723125911106,2545.018421502777,4447.723125911106,matched_refit_bonly,1.0,,43074666.66666671,145996662.4258953,0.0021205175,0.019994182244344127,resolution_scaled_local,1.0,9.0,0.019994182244344127,0.17994764019909715,0.05998254673303238,0.08466219127564761,20.579489927921145,0.05998254673303239,1.0,0.05998254673303239,1.0,0.9816220990116901,1.0,0.018377900988309936,0.018377900988309936,1584,160,1424,16,2.25,2.25,default,full,fixed_hist,profiled,4820.4880949680955,4484.502941986554,1.0749213808816693,1.0749213808816693,0,0,True,-3975504.762598629,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,fSigPowExpQ_toy_0,0,0.0,0.0,0.0,0.0,0.0,muhat_gt_test,True,-3975504.164327353,-3975504.762598629,-3975504.164327353
2021,0.105,0,4447.723125911106,1.0,4447.723125911106,2545.018421502777,4447.723125911106,matched_refit_bonly,1.0,,43074666.66666671,145996662.4258953,0.0021205175,0.019994182244344127,resolution_scaled_local,1.0,9.0,0.019994182244344127,0.17994764019909715,0.05998254673303238,0.08466219127564761,20.579489927921145,0.05998254673303239,1.0,0.05998254673303239,1.0,0.9816220990116901,1.0,0.018377900988309936,0.018377900988309936,1584,160,1424,16,2.25,2.25,default,full,fixed_hist,profiled,9293.784370503396,4518.764941587852,2.0567089659763638,1.0724304776272404,4335,83,True,-4019732.4699277557,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,fSigPowExpQ_toy_0,0,0.0,0.0,0.0,0.0,4447.723125911106,muhat_gt_test,True,-4019731.871772714,-4019732.4699277557,-4019730.295455659
2021,0.105,0,8895.446251822212,2.0,4447.723125911106,2545.018421502777,4447.723125911106,matched_refit_bonly,1.0,,43074666.66666671,145996662.4258953,0.0021205175,0.019994182244344127,resolution_scaled_local,1.0,9.0,0.019994182244344127,0.17994764019909715,0.05998254673303238,0.08466219127564761,20.579489927921145,0.05998254673303239,1.0,0.05998254673303239,1.0,0.9816220990116901,1.0,0.018377900988309936,0.018377900988309936,1584,160,1424,16,2.25,2.25,default,full,fixed_hist,profiled,14830.74739326891,4542.097857195254,3.265175665419701,1.3067312347849211,8849,156,True,-4065866.404464339,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,fSigPowExpQ_toy_0,0,0.0,0.0,0.0,0.0,8895.446251822212,muhat_gt_test,True,-4065865.5208441666,-4065866.404464339,-4065860.9905715515
2021,0.105,0,13343.169377733317,3.0,4447.723125911106,2545.018421502777,4447.723125911106,matched_refit_bonly,1.0,,43074666.66666671,145996662.4258953,0.0021205175,0.019994182244344127,resolution_scaled_local,1.0,9.0,0.019994182244344127,0.17994764019909715,0.05998254673303238,0.08466219127564761,20.579489927921145,0.05998254673303239,1.0,0.05998254673303239,1.0,0.9816220990116901,1.0,0.018377900988309936,0.018377900988309936,1584,160,1424,16,2.25,2.25,default,full,fixed_hist,profiled,18148.318557828698,4582.989903404799,3.9599298580924063,1.0484747471351692,13143,227,True,-4109794.2756328383,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,fSigPowExpQ_toy_0,0,0.0,0.0,0.0,0.0,13343.169377733317,muhat_gt_test,True,-4109793.6982816723,-4109794.2756328383,-4109786.3243299215
2021,0.105,0,22238.61562955553,5.0,4447.723125911106,2545.018421502777,4447.723125911106,matched_refit_bonly,1.0,,43074666.66666671,145996662.4258953,0.0021205175,0.019994182244344127,resolution_scaled_local,1.0,9.0,0.019994182244344127,0.17994764019909715,0.05998254673303238,0.08466219127564761,20.579489927921145,0.05998254673303239,1.0,0.05998254673303239,1.0,0.9816220990116901,1.0,0.018377900988309936,0.018377900988309936,1584,160,1424,16,2.25,2.25,default,full,fixed_hist,profiled,28995.683190617485,4653.973365477652,6.230307076035784,1.4518921855429345,21875,429,True,-4199319.430076137,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,fSigPowExpQ_toy_0,0,0.0,0.0,0.0,0.0,22238.61562955553,muhat_gt_test,True,-4199318.355876562,-4199319.430076137,-4199299.937583358
