scenario,background_toy_index,upper_factor,selected_rows,exact_upper_bound_rows,exact_upper_bound_fraction,near_upper_bound_rows,near_upper_bound_fraction,exact_lower_bound_rows,exact_lower_bound_fraction,near_lower_bound_rows,near_lower_bound_fraction,exact_boundary_ratio,near_boundary_fractional_window
2021_1pct_x100,18,15,11,7,0.6363636363636364,8,0.7272727272727273,0,0.0,0,0.0,0.999,0.02
2021_1pct_x100,18,20,11,0,0.0,0,0.0,0,0.0,0,0.0,0.999,0.02
2021_1pct_x100,18,25,11,0,0.0,0,0.0,0,0.0,0,0.0,0.999,0.02
